"DISABLED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
44630,TENNESSEE                ,MOORE                  ,87,"185,113",177.31,"175,801",168.39,994,"7,734",584,79,"229,595",242.19,0.924,,,,,,
44640,TENNESSEE                ,MORGAN                 ,604,"1,660,819",229.14,"1,522,951",210.12,"24,444","102,182","11,240",563,"2,751,070",407.20,1.004,,,,,,
44650,TENNESSEE                ,OBION                  ,"1,468","4,514,022",256.25,"4,089,064",232.12,"76,777","329,862","18,319","1,369","6,643,441",404.40,0.946,,,,,,
44660,TENNESSEE                ,OVERTON                ,891,"3,321,071",310.61,"2,930,516",274.08,"68,534","306,740","15,280",836,"3,980,894",396.82,0.996,,,,,,
44670,TENNESSEE                ,PERRY                  ,302,"1,005,685",277.51,"895,404",247.08,"27,717","74,951","7,612",281,"1,263,478",374.70,1.040,,,,,,
44680,TENNESSEE                ,PICKETT                ,221,"733,608",276.62,"620,704",234.05,"29,207","79,675","4,022",205,"1,192,955",484.94,0.985,,,,,,
44690,TENNESSEE                ,POLK                   ,851,"2,714,054",265.77,"2,407,444",235.75,"63,471","220,091","23,047",802,"3,712,670",385.77,0.956,,,,,,
44700,TENNESSEE                ,PUTNAM                 ,"3,217","10,364,468",268.48,"9,287,200",240.58,"217,954","804,997","54,316","2,987","14,580,958",406.79,1.049,,,,,,
44710,TENNESSEE                ,RHEA                   ,"1,212","3,388,817",233.00,"2,926,081",201.19,"99,614","320,118","43,002","1,128","5,377,384",397.27,1.034,,,,,,
44720,TENNESSEE                ,ROANE                  ,"1,903","6,306,777",276.18,"5,642,345",247.08,"133,957","458,216","72,258","1,743","9,307,847",445.01,1.003,,,,,,
44730,TENNESSEE                ,ROBERTSON              ,"1,366","5,681,341",346.59,"4,901,266",299.00,"186,962","543,179","49,932","1,189","6,566,916",460.25,1.040,,,,,,
44740,TENNESSEE                ,RUTHERFORD             ,"4,171","14,344,423",286.59,"12,727,111",254.28,"392,899","1,144,093","80,319","3,537","17,515,080",412.66,0.999,,,,,,
44750,TENNESSEE                ,SCOTT                  ,"1,077","2,619,412",202.68,"2,298,001",177.81,"69,086","215,651","36,672","1,023","5,542,337",451.48,1.136,,,,,,
44760,TENNESSEE                ,SEQUATCHIE             ,429,"1,075,436",208.90,"870,092",169.02,"43,922","143,312","18,109",401,"1,973,542",410.13,1.033,,,,,,
44770,TENNESSEE                ,SEVIER                 ,"2,160","5,585,209",215.48,"4,632,571",178.73,"258,765","563,112","130,759","1,913","10,701,188",466.16,0.940,,,,,,
44780,TENNESSEE                ,SHELBY                 ,"18,254","89,412,250",408.19,"77,156,266",352.23,"2,795,001","8,811,846","649,136","16,105","73,580,320",380.73,0.982,,,,,,
44790,TENNESSEE                ,SMITH                  ,561,"2,649,276",393.53,"2,400,985",356.65,"51,744","184,773","11,772",517,"2,861,819",461.29,1.078,,,,,,
44800,TENNESSEE                ,STEWART                ,425,"1,138,239",223.18,"973,559",190.89,"52,123","100,685","11,871",382,"1,632,144",356.05,0.918,,,,,,
44810,TENNESSEE                ,SULLIVAN               ,"4,835","12,894,907",222.25,"11,205,487",193.13,"491,262","927,769","270,387","4,225","17,055,405",336.40,0.975,,,,,,
44820,TENNESSEE                ,SUMNER                 ,"3,198","10,412,384",271.33,"9,230,150",240.52,"242,041","883,784","56,406","2,773","14,066,595",422.72,0.998,,,,,,
44830,TENNESSEE                ,TIPTON                 ,"1,371","4,904,068",298.08,"4,177,109",253.90,"153,605","549,216","24,137","1,217","5,827,572",399.04,0.989,,,,,,
44840,TENNESSEE                ,TROUSDALE              ,252,"1,079,732",357.05,"1,006,838",332.95,"8,024","61,560","3,309",231,"1,158,019",417.76,1.032,,,,,,
44850,TENNESSEE                ,UNICOI                 ,718,"1,930,128",224.02,"1,631,151",189.32,"81,294","173,765","43,916",631,"2,896,037",382.47,1.000,,,,,,
44860,TENNESSEE                ,UNION                  ,574,"1,222,386",177.47,"1,026,605",149.04,"42,448","117,827","35,504",528,"2,469,502",389.76,0.977,,,,,,
44870,TENNESSEE                ,VAN BUREN              ,178,"351,819",164.71,"316,583",148.21,"2,176","31,321","1,738",168,"912,612",452.68,1.072,,,,,,
44880,TENNESSEE                ,WARREN                 ,"1,675","6,468,133",321.80,"5,856,959",291.39,"91,476","490,526","29,170","1,574","8,846,419",468.36,0.998,,,,,,
44890,TENNESSEE                ,WASHINGTON             ,"3,849","12,186,381",263.84,"10,006,027",216.64,"614,761","1,247,694","317,897","3,294","12,933,598",327.20,0.986,,,,,,
44900,TENNESSEE                ,WAYNE                  ,593,"2,359,817",331.62,"2,086,327",293.19,"63,429","201,218","8,841",555,"3,096,373",464.92,1.039,,,,,,
44910,TENNESSEE                ,WEAKLEY                ,991,"4,535,617",381.40,"4,006,366",336.90,"114,351","389,720","25,178",928,"5,251,155",471.55,1.040,,,,,,
44920,TENNESSEE                ,WHITE                  ,976,"3,119,606",266.36,"2,795,625",238.70,"56,900","251,265","15,814",897,"4,452,028",413.60,1.044,,,,,,
44930,TENNESSEE                ,WILLIAMSON             ,"1,239","2,539,873",170.83,"2,228,322",149.87,"128,656","148,832","34,061","1,019","4,252,105",347.74,0.890,,,,,,
44940,TENNESSEE                ,WILSON                 ,"2,018","7,971,734",329.19,"6,954,054",287.17,"272,649","686,188","58,843","1,769","9,400,979",442.86,0.977,,,,,,
45000,TEXAS                    ,ANDERSON               ,"1,537","6,953,604",377.01,"6,193,272",335.79,"108,193","637,249","14,889","1,393","7,544,185",451.32,1.029,,,,,,
45010,TEXAS                    ,ANDREWS                ,278,"976,169",292.62,"852,755",255.62,"34,168","82,402","6,842",254,"785,112",257.58,0.920,,,,,,
45020,TEXAS                    ,ANGELINA               ,"2,986","12,065,397",336.72,"11,204,329",312.69,"125,782","700,970","34,315","2,757","13,859,833",418.93,1.084,,,,,,
45030,TEXAS                    ,ARANSAS                ,514,"2,528,338",409.91,"2,213,558",358.88,"22,965","273,027","18,787",459,"2,522,461",457.96,0.939,,,,,,
45040,TEXAS                    ,ARCHER                 ,182,"989,929",453.26,"936,069",428.60,"11,313","37,987","4,559",167,"1,189,327",593.48,1.010,,,,,,
45050,TEXAS                    ,ARMSTRONG              ,32,"123,916",322.70,"118,971",309.82,889,"3,360",694,29,"93,837",269.65,0.983,,,,,,
45060,TEXAS                    ,ATASCOSA               ,826,"2,330,771",235.15,"1,990,341",200.80,"32,004","296,169","12,255",731,"2,942,824",335.48,1.041,,,,,,
45070,TEXAS                    ,AUSTIN                 ,452,"2,398,888",442.27,"2,215,938",408.54,"43,382","129,779","9,787",405,"2,449,579",504.03,0.881,,,,,,
45080,TEXAS                    ,BAILEY                 ,108,"475,728",367.07,"450,263",347.43,"5,343","16,997","3,123",99,"446,190",375.58,0.934,,,,,,
45090,TEXAS                    ,BANDERA                ,530,"1,990,189",312.92,"1,735,091",272.81,"26,477","215,451","13,168",457,"1,898,435",346.18,0.887,,,,,,
45100,TEXAS                    ,BASTROP                ,"1,583","5,397,353",284.13,"4,833,509",254.45,"49,322","489,859","24,663","1,394","7,127,685",426.09,0.976,,,,,,
45110,TEXAS                    ,BAYLOR                 ,130,"745,053",477.60,"665,160",426.38,"17,522","58,558","3,812",121,"647,217",445.74,1.019,,,,,,
45113,TEXAS                    ,BEE                    ,541,"2,161,271",332.91,"1,942,276",299.18,"23,131","186,118","9,745",481,"2,288,444",396.47,1.035,,,,,,
45120,TEXAS                    ,BELL                   ,"6,856","25,974,263",315.71,"21,837,248",265.43,"1,627,985","1,947,085","561,943","5,796","27,139,990",390.21,0.966,,,,,,
45130,TEXAS                    ,BEXAR                  ,"28,340","120,812,816",355.25,"100,322,803",295.00,"2,628,234","16,656,803","1,204,975","24,234","116,435,943",400.39,0.989,,,,,,
45140,TEXAS                    ,BLANCO                 ,200,"351,703",146.54,"309,625",129.01,"5,373","33,369","3,334",175,"727,485",346.42,0.828,,,,,,
45150,TEXAS                    ,BORDEN                 ,5,0,0.00,0,0.00,0,0,0,4,"1,693",35.27,0.853,,,,,,
45160,TEXAS                    ,BOSQUE                 ,424,"946,517",186.03,"863,172",169.65,"15,125","62,199","6,020",376,"1,647,781",365.20,0.931,,,,,,
45170,TEXAS                    ,BOWIE                  ,"3,313","12,568,576",316.14,"11,384,470",286.36,"139,067","987,666","57,371","2,978","13,136,436",367.60,1.020,,,,,,
45180,TEXAS                    ,BRAZORIA               ,"4,471","21,302,311",397.05,"18,869,393",351.70,"723,501","1,443,719","265,698","3,908","22,599,613",481.91,0.987,,,,,,
45190,TEXAS                    ,BRAZOS                 ,"2,418","10,711,233",369.15,"9,515,654",327.95,"289,821","825,574","80,183","2,172","11,804,347",452.90,0.914,,,,,,
45200,TEXAS                    ,BREWSTER               ,162,"373,316",192.03,"329,823",169.66,"8,403","29,716","5,373",153,"449,851",245.02,0.823,,,,,,
45201,TEXAS                    ,BRISCOE                ,22,"172,490",653.37,"158,030",598.60,"1,857","11,805",797,21,"76,818",304.83,0.896,,,,,,
45210,TEXAS                    ,BROOKS                 ,211,"632,472",249.79,"544,085",214.88,"2,902","82,197","3,287",203,"1,311,400",538.34,1.211,,,,,,
45220,TEXAS                    ,BROWN                  ,"1,337","5,343,602",333.06,"4,953,375",308.74,"39,340","334,585","16,301","1,237","5,561,714",374.68,0.979,,,,,,
45221,TEXAS                    ,BURLESON               ,429,"1,371,100",266.34,"1,219,746",236.94,"35,153","105,700","10,500",389,"1,894,832",405.92,0.916,,,,,,
45222,TEXAS                    ,BURNET                 ,843,"3,623,100",358.16,"3,322,586",328.45,"54,828","232,355","13,329",738,"3,468,438",391.65,0.917,,,,,,
45223,TEXAS                    ,CALDWELL               ,798,"3,285,559",343.10,"2,997,287",313.00,"39,353","237,905","11,013",724,"3,744,975",431.05,1.037,,,,,,
45224,TEXAS                    ,CALHOUN                ,464,"1,991,205",357.62,"1,834,718",329.51,"23,710","126,838","5,937",427,"1,983,044",387.01,0.897,,,,,,
45230,TEXAS                    ,CALLAHAN               ,295,"844,834",238.65,"784,120",221.50,"4,673","54,517","1,522",257,"981,446",318.24,0.974,,,,,,
45240,TEXAS                    ,CAMERON                ,"5,960","22,695,734",317.33,"17,951,715",251.00,"235,866","4,419,895","88,256","5,422","28,680,825",440.81,1.156,,,,,,
45250,TEXAS                    ,CAMP                   ,358,"1,657,537",385.83,"1,565,110",364.32,"3,911","86,813","1,702",322,"1,701,462",440.34,1.004,,,,,,
45251,TEXAS                    ,CARSON                 ,86,"164,044",158.96,"138,876",134.57,"6,372","15,478","3,316",70,"267,144",318.03,0.921,,,,,,
45260,TEXAS                    ,CASS                   ,"1,119","4,775,394",355.63,"4,419,496",329.13,"27,463","319,101","9,333",997,"4,680,643",391.23,0.943,,,,,,
45270,TEXAS                    ,CASTRO                 ,97,"518,219",445.21,"442,322",380.00,"26,059","41,407","8,429",92,"562,017",509.07,0.885,,,,,,
45280,TEXAS                    ,CHAMBERS               ,348,"1,518,393",363.60,"1,376,405",329.60,"29,973","97,846","14,167",316,"1,779,825",469.36,0.956,,,,,,
45281,TEXAS                    ,CHEROKEE               ,"1,228","4,653,440",315.79,"4,367,739",296.40,"20,406","257,036","8,258","1,126","5,545,323",410.40,1.001,,,,,,
45290,TEXAS                    ,CHILDRESS              ,165,"1,042,056",526.29,"952,819",481.22,"19,569","64,572","5,094",158,"911,841",480.93,0.842,,,,,,
45291,TEXAS                    ,CLAY                   ,223,"1,151,374",430.26,"1,053,314",393.62,"20,613","71,469","5,977",204,"1,058,603",432.44,1.023,,,,,,
45292,TEXAS                    ,COCHRAN                ,68,"294,098",360.41,"264,474",324.11,"7,378","19,969","2,275",65,"318,258",408.02,0.888,,,,,,
45300,TEXAS                    ,COKE                   ,76,"139,688",153.17,"125,998",138.16,34,"13,635",20,68,"209,664",256.94,0.938,,,,,,
45301,TEXAS                    ,COLEMAN                ,243,"825,544",283.11,"761,960",261.30,"13,187","45,891","4,503",224,"1,186,110",441.26,0.930,,,,,,
45310,TEXAS                    ,COLLIN                 ,"6,037","23,739,461",327.69,"22,419,028",309.47,"188,766","1,060,198","71,467","4,917","26,973,815",457.15,0.912,,,,,,
45311,TEXAS                    ,COLLINGSWORTH          ,67,"384,036",477.66,"334,005",415.43,"9,401","36,499","4,129",63,"602,837",797.40,0.958,,,,,,
45312,TEXAS                    ,COLORADO               ,394,"2,008,090",424.72,"1,820,070",384.96,"38,132","139,605","10,282",367,"2,158,342",490.09,0.988,,,,,,
45320,TEXAS                    ,COMAL                  ,"2,044","7,379,815",300.87,"6,206,025",253.02,"127,717","983,518","62,554","1,777","8,246,221",386.71,0.884,,,,,,
45321,TEXAS                    ,COMANCHE               ,302,"817,779",225.66,"740,662",204.38,"14,704","56,001","6,411",273,"1,072,041",327.24,0.924,,,,,,
45330,TEXAS                    ,CONCHO                 ,52,"267,053",427.97,"242,382",388.43,636,"23,730",304,48,"207,109",359.56,0.943,,,,,,
45340,TEXAS                    ,COOKE                  ,666,"3,807,992",476.48,"3,525,216",441.09,"32,400","240,026","10,349",603,"3,256,941",450.10,0.957,,,,,,
45341,TEXAS                    ,CORYELL                ,"1,191","4,606,637",322.32,"4,001,812",280.00,"211,536","331,411","61,876","1,029","4,848,515",392.66,0.922,,,,,,
45350,TEXAS                    ,COTTLE                 ,50,"249,528",415.88,"216,374",360.62,"8,084","23,887","1,182",43,"295,074",571.85,0.927,,,,,,
45360,TEXAS                    ,CRANE                  ,64,"163,694",213.14,"137,002",178.39,"4,024","20,025","2,641",58,"311,127",447.02,0.958,,,,,,
45361,TEXAS                    ,CROCKETT               ,67,"219,566",273.09,"192,049",238.87,262,"27,245",9,61,"263,364",359.79,0.801,,,,,,
45362,TEXAS                    ,CROSBY                 ,125,"550,864",367.24,"502,305",334.87,"14,394","27,317","6,846",111,"737,362",553.58,1.027,,,,,,
45370,TEXAS                    ,CULBERSON              ,57,"534,161",780.94,"482,654",705.63,"5,841","45,014",651,57,"379,104",554.25,0.886,,,,,,
45380,TEXAS                    ,DALLAM                 ,133,"592,508",371.25,"518,133",324.64,"19,312","50,011","5,050",121,"662,003",455.92,0.877,,,,,,
45390,TEXAS                    ,DALLAS                 ,"37,490","202,414,048",449.93,"178,508,091",396.79,"5,855,655","15,728,533","2,321,768","32,128","207,708,229",538.75,1.046,,,,,,
45391,TEXAS                    ,DAWSON                 ,275,"894,899",271.18,"804,306",243.73,"18,715","61,453","10,424",249,"1,982,732",663.56,0.986,,,,,,
45392,TEXAS                    ,DEAF SMITH             ,299,"1,175,597",327.65,"1,015,358",282.99,"32,324","118,960","8,954",274,"1,326,468",403.43,0.896,,,,,,
45400,TEXAS                    ,DELTA                  ,161,"606,805",314.08,"565,862",292.89,"2,017","38,176",749,142,"883,099",518.25,0.991,,,,,,
45410,TEXAS                    ,DENTON                 ,"5,470","27,890,057",424.89,"26,572,397",404.82,"161,608","1,095,017","61,033","4,660","24,328,927",435.07,0.945,,,,,,
45420,TEXAS                    ,DEWITT                 ,477,"2,603,304",454.81,"2,303,723",402.47,"22,642","267,213","9,725",444,"2,307,862",433.16,0.984,,,,,,
45421,TEXAS                    ,DICKENS                ,55,"109,482",165.88,"93,709",141.98,"3,002","11,474","1,294",51,"190,617",311.47,0.998,,,,,,
45430,TEXAS                    ,DIMMIT                 ,258,"1,206,353",389.65,"1,061,901",342.99,"3,220","140,218","1,014",238,"995,608",348.60,1.026,,,,,,
45431,TEXAS                    ,DONLEY                 ,70,"180,221",214.55,"166,279",197.95,"2,415","10,685",841,65,"249,063",319.31,1.010,,,,,,
45440,TEXAS                    ,DUVAL                  ,317,"1,832,668",481.77,"1,621,511",426.26,"18,289","183,216","9,651",301,"2,474,986",685.21,1.174,,,,,,
45450,TEXAS                    ,EASTLAND               ,449,"1,783,133",330.95,"1,663,513",308.74,"13,186","102,307","4,125",420,"2,238,861",444.22,0.998,,,,,,
45451,TEXAS                    ,ECTOR                  ,"2,823","13,030,761",384.66,"11,055,666",326.36,"343,601","1,470,810","160,682","2,504","9,646,725",321.04,0.955,,,,,,
45460,TEXAS                    ,EDWARDS                ,55,"165,746",251.13,"149,498",226.51,608,"15,462",177,50,"296,032",493.39,0.855,,,,,,
45470,TEXAS                    ,ELLIS                  ,"3,019","12,766,881",352.40,"11,664,539",321.98,"255,138","746,398","100,805","2,588","15,269,643",491.68,0.983,,,,,,
45480,TEXAS                    ,EL PASO                ,"10,448","34,353,336",274.00,"27,981,083",223.18,"606,500","5,369,967","395,784","9,048","38,615,225",355.65,1.018,,,,,,
45490,TEXAS                    ,ERATH                  ,661,"2,954,543",372.48,"2,795,749",352.46,"24,890","125,112","8,791",602,"2,542,075",351.89,0.915,,,,,,
45500,TEXAS                    ,FALLS                  ,506,"1,921,035",316.38,"1,618,024",266.47,"110,352","157,468","35,190",455,"2,529,086",463.20,0.901,,,,,,
45510,TEXAS                    ,FANNIN                 ,938,"4,222,805",375.16,"4,001,289",355.48,"19,204","196,166","6,144",819,"5,326,005",541.92,1.067,,,,,,
45511,TEXAS                    ,FAYETTE                ,449,"2,738,560",508.27,"2,552,990",473.83,"19,678","161,921","3,970",417,"2,145,697",428.80,0.904,,,,,,
45520,TEXAS                    ,FISHER                 ,80,"236,565",246.42,"218,663",227.77,"1,552","15,439",909,73,"383,906",438.25,0.962,,,,,,
45521,TEXAS                    ,FLOYD                  ,98,"449,009",381.81,"406,944",346.04,"11,998","25,992","4,073",86,"444,483",430.70,0.972,,,,,,
45522,TEXAS                    ,FOARD                  ,43,"204,829",396.96,"179,456",347.78,"5,974","17,437","1,960",41,"208,669",424.12,0.910,,,,,,
45530,TEXAS                    ,FORT BEND              ,"3,784","16,913,161",372.47,"15,397,428",339.09,"304,596","1,093,541","117,595","3,157","19,784,661",522.24,0.970,,,,,,
45531,TEXAS                    ,FRANKLIN               ,172,"584,821",283.34,"541,060",262.14,"5,084","36,580","2,096",161,"812,473",420.53,0.930,,,,,,
45540,TEXAS                    ,FREESTONE              ,441,"1,533,213",289.72,"1,369,250",258.74,"57,989","95,225","10,749",405,"1,876,802",386.17,0.947,,,,,,
45541,TEXAS                    ,FRIO                   ,323,"975,247",251.61,"832,938",214.90,"4,064","136,014","2,230",294,"1,346,054",381.53,1.088,,,,,,
45542,TEXAS                    ,GAINES                 ,219,"1,164,111",442.96,"1,030,572",392.15,"36,050","90,056","7,432",209,"1,163,474",463.91,0.943,,,,,,
45550,TEXAS                    ,GALVESTON              ,"5,599","37,558,799",559.01,"29,914,368",445.23,"3,086,783","3,733,838","823,809","5,014","32,352,427",537.70,1.032,,,,,,
45551,TEXAS                    ,GARZA                  ,83,"672,217",674.92,"592,698",595.08,"24,952","47,141","7,424",74,"363,146",408.95,0.962,,,,,,
45552,TEXAS                    ,GILLESPIE              ,386,"903,567",195.07,"801,626",173.06,"17,219","77,816","6,905",351,"1,563,432",371.19,0.869,,,,,,
45560,TEXAS                    ,GLASSCOCK              ,7,0,0.00,0,0.00,0,0,0,4,"1,388",28.92,0.753,,,,,,
45561,TEXAS                    ,GOLIAD                 ,150,"876,207",486.78,"778,679",432.60,"10,071","85,065","2,392",140,"650,417",387.15,0.950,,,,,,
45562,TEXAS                    ,GONZALES               ,470,"1,658,764",294.11,"1,491,917",264.52,"12,562","150,110","4,173",433,"1,948,294",374.96,0.993,,,,,,
45563,TEXAS                    ,GRAY                   ,551,"2,813,670",425.54,"2,606,987",394.28,"31,830","163,527","11,324",500,"2,449,015",408.17,0.988,,,,,,
45564,TEXAS                    ,GRAYSON                ,"3,674","16,026,382",363.51,"14,930,748",338.66,"117,702","944,830","33,100","3,289","19,258,035",487.94,1.084,,,,,,
45570,TEXAS                    ,GREGG                  ,"3,805","17,610,617",385.69,"15,971,530",349.79,"98,905","1,496,531","43,649","3,431","17,428,089",423.30,1.036,,,,,,
45580,TEXAS                    ,GRIMES                 ,603,"3,124,941",431.86,"2,901,085",400.92,"35,938","174,022","13,895",540,"2,949,112",455.11,0.976,,,,,,
45581,TEXAS                    ,GUADALUPE              ,"2,408","7,443,337",257.59,"6,501,741",225.00,"117,726","787,034","36,834","2,098","8,451,951",335.71,0.943,,,,,,
45582,TEXAS                    ,HALE                   ,654,"2,837,054",361.50,"2,576,137",328.25,"61,863","176,718","22,335",597,"2,908,947",406.05,0.965,,,,,,
45583,TEXAS                    ,HALL                   ,71,"297,768",349.49,"269,646",316.49,"2,355","24,929",837,62,"313,496",421.37,0.869,,,,,,
45590,TEXAS                    ,HAMILTON               ,170,"866,644",424.83,"786,647",385.61,"33,214","36,364","10,419",160,"911,113",474.54,0.881,,,,,,
45591,TEXAS                    ,HANSFORD               ,67,"290,183",360.92,"264,918",329.50,"6,260","17,932","1,070",61,"275,026",375.72,0.925,,,,,,
45592,TEXAS                    ,HARDEMAN               ,119,"332,375",232.76,"319,831",223.97,"2,376","9,523",644,109,"477,399",364.98,0.910,,,,,,
45600,TEXAS                    ,HARDIN                 ,"1,125","4,451,522",329.74,"3,961,578",293.45,"89,186","369,433","31,324","1,024","5,654,442",460.16,1.025,,,,,,
45610,TEXAS                    ,HARRIS                 ,"45,580","280,348,099",512.56,"247,774,728",453.00,"8,528,017","20,656,148","3,389,205","38,368","286,360,072",621.96,1.026,,,,,,
45620,TEXAS                    ,HARRISON               ,"1,471","6,430,230",364.28,"5,737,040",325.01,"33,665","642,851","16,672","1,335","6,505,514",406.09,1.012,,,,,,
45621,TEXAS                    ,HARTLEY                ,11,"4,321",32.73,"2,856",21.64,244,"1,005",214,8,"25,456",265.17,0.909,,,,,,
45630,TEXAS                    ,HASKELL                ,128,"552,072",359.42,"521,788",339.71,"1,958","27,646",678,119,"566,268",396.55,0.953,,,,,,
45631,TEXAS                    ,HAYS                   ,"2,169","9,449,276",363.04,"8,599,226",330.38,"86,189","729,602","34,258","1,850","9,651,835",434.77,0.933,,,,,,
45632,TEXAS                    ,HEMPHILL               ,37,"191,222",430.68,"173,471",390.70,"2,386","14,483",881,33,"135,250",341.54,0.822,,,,,,
45640,TEXAS                    ,HENDERSON              ,"1,711","8,024,599",390.83,"7,328,257",356.92,"75,963","588,089","32,287","1,581","9,473,635",499.35,1.008,,,,,,
45650,TEXAS                    ,HIDALGO                ,"11,082","48,133,965",361.95,"36,163,790",271.94,"187,408","11,736,885","45,881","10,349","61,240,495",493.13,1.207,,,,,,
45651,TEXAS                    ,HILL                   ,974,"4,207,249",359.96,"3,834,156",328.04,"73,479","280,527","19,085",875,"3,764,253",358.50,0.931,,,,,,
45652,TEXAS                    ,HOCKLEY                ,410,"1,485,777",301.99,"1,338,537",272.06,"28,595","105,789","12,855",372,"1,713,507",383.85,0.924,,,,,,
45653,TEXAS                    ,HOOD                   ,963,"4,477,201",387.44,"4,107,461",355.44,"74,909","274,252","20,578",842,"4,159,947",411.71,0.929,,,,,,
45654,TEXAS                    ,HOPKINS                ,902,"4,497,501",415.51,"4,202,139",388.22,"25,624","261,446","8,291",832,"5,079,451",508.76,0.955,,,,,,
45660,TEXAS                    ,HOUSTON                ,670,"2,318,964",288.43,"2,111,007",262.56,"20,791","177,438","9,726",616,"3,282,831",444.11,0.947,,,,,,
45661,TEXAS                    ,HOWARD                 ,885,"3,744,429",352.58,"3,363,627",316.73,"63,945","300,169","16,686",800,"3,318,319",345.66,0.990,,,,,,
45662,TEXAS                    ,HUDSPETH               ,63,"211,036",279.15,"177,620",234.95,"1,039","31,996",379,56,"160,760",239.23,0.849,,,,,,
45670,TEXAS                    ,HUNT                   ,"2,611","12,163,921",388.23,"11,293,384",360.44,"127,728","694,487","48,321","2,351","14,150,318",501.57,1.018,,,,,,
45671,TEXAS                    ,HUTCHINSON             ,472,"1,826,636",322.50,"1,634,295",288.54,"40,118","137,152","15,070",414,"2,339,822",470.98,0.912,,,,,,
45672,TEXAS                    ,IRION                  ,24,"137,744",478.28,"125,847",436.97,"1,620","9,620",656,23,"145,101",525.73,0.936,,,,,,
45680,TEXAS                    ,JACK                   ,133,"643,696",403.32,"594,821",372.69,"12,298","31,939","4,636",119,"879,507",615.90,1.024,,,,,,
45681,TEXAS                    ,JACKSON                ,300,"1,251,739",347.71,"1,138,345",316.21,"21,914","85,734","5,745",276,"1,339,622",404.48,0.971,,,,,,
45690,TEXAS                    ,JASPER                 ,999,"3,824,172",319.00,"3,481,388",290.41,"49,511","272,193","21,078",911,"4,771,994",436.52,1.067,,,,,,
45691,TEXAS                    ,JEFF DAVIS             ,36,"71,008",164.37,"60,651",140.40,"2,287","7,276",792,33,"87,126",220.02,0.817,,,,,,
45700,TEXAS                    ,JEFFERSON              ,"6,355","29,798,649",390.75,"26,759,404",350.90,"460,929","2,428,493","149,822","5,718","30,601,464",445.98,1.097,,,,,,
45710,TEXAS                    ,JIM HOGG               ,104,"724,789",580.76,"620,386",497.10,"15,178","85,476","3,747",98,"521,373",443.34,1.153,,,,,,
45711,TEXAS                    ,JIM WELLS              ,"1,101","5,155,350",390.20,"4,512,021",341.51,"59,641","546,800","36,886","1,035","6,755,250",543.90,1.184,,,,,,
45720,TEXAS                    ,JOHNSON                ,"3,021","14,091,853",388.72,"13,053,921",360.09,"133,263","855,409","49,260","2,632","14,090,421",446.13,1.030,,,,,,
45721,TEXAS                    ,JONES                  ,346,"861,105",207.40,"801,849",193.12,"1,409","56,926",919,319,"1,481,427",387.00,0.998,,,,,,
45722,TEXAS                    ,KARNES                 ,381,"1,911,142",418.01,"1,711,924",374.44,"20,480","170,220","8,516",355,"1,865,913",438.01,1.041,,,,,,
45730,TEXAS                    ,KAUFMAN                ,"2,561","10,758,546",350.08,"9,792,881",318.65,"162,009","741,190","62,464","2,230","12,291,303",459.32,0.990,,,,,,
45731,TEXAS                    ,KENDALL                ,477,"1,453,353",253.91,"1,248,869",218.18,"21,297","170,899","12,287",404,"1,893,386",390.55,0.888,,,,,,
45732,TEXAS                    ,KENEDY                 ,4,"5,167",107.65,"4,421",92.10,0,746,0,4,"13,132",273.58,1.233,,,,,,
45733,TEXAS                    ,KENT                   ,7,"38,177",454.49,"32,007",381.04,"1,461","4,165",542,7,"39,117",465.68,1.005,,,,,,
45734,TEXAS                    ,KERR                   ,"1,302","3,990,521",255.41,"3,625,402",232.04,"43,462","306,475","15,180","1,147","4,911,907",356.87,0.928,,,,,,
45740,TEXAS                    ,KIMBLE                 ,101,"398,025",328.40,"384,923",317.59,"1,951","9,847","1,302",90,"524,308",485.47,0.840,,,,,,
45741,TEXAS                    ,KING                   ,2,"3,256",135.67,"2,811",117.13,0,444,0,2,"11,618",484.08,0.737,,,,,,
45742,TEXAS                    ,KINNEY                 ,77,"244,373",264.47,"224,677",243.16,212,"19,428",55,73,"456,236",520.82,0.982,,,,,,
45743,TEXAS                    ,KLEBERG                ,492,"2,325,593",393.90,"2,034,215",344.55,"22,104","255,552","13,720",458,"2,651,681",482.47,1.066,,,,,,
45744,TEXAS                    ,KNOX                   ,74,"172,890",194.70,"162,725",183.25,713,"9,044",407,69,"326,451",394.26,0.949,,,,,,
