AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
27110,MONTANA                  ,DEER LODGE,"147,570","140,520","96,252","4,554","10,996",,
27120,MONTANA                  ,FALLON,"46,152","33,721","19,116","-1,658",-450,,
27130,MONTANA                  ,FERGUS,"171,477","114,132","99,665","4,302",-820,,
27140,MONTANA                  ,FLATHEAD,"1,860,622","1,260,313","991,345","41,506","39,814",,
27150,MONTANA                  ,GALLATIN,"197,615","175,643","116,836","37,481","23,331",,
27160,MONTANA                  ,GARFIELD,"16,196","15,591","7,508","1,624",0,,
27170,MONTANA                  ,GLACIER,"59,917","40,229","40,653","2,258","10,255",,
27180,MONTANA                  ,GOLDEN VALLEY,"18,027","18,361","16,287","2,416",0,,
27190,MONTANA                  ,GRANITE,"50,729","36,471","29,839",232,"1,636",,
27200,MONTANA                  ,HILL,"43,534","26,691","36,200",33,"5,488",,
27210,MONTANA                  ,JEFFERSON,"86,268","82,336","73,124",908,"6,934",,
27220,MONTANA                  ,JUDITH BASIN,"18,272","12,025","17,473","-1,260",37,,
27230,MONTANA                  ,LAKE,"379,902","275,037","168,982","16,285","10,727",,
27240,MONTANA                  ,LEWIS AND CLARK,"184,541","98,397","103,886","21,999","10,426",,
27250,MONTANA                  ,LIBERTY,"13,073","7,774","5,616",414,591,,
27260,MONTANA                  ,LINCOLN,"304,425","234,690","156,409","17,894","15,127",,
27270,MONTANA                  ,MCCONE,"27,206","15,358","7,599",372,67,,
27280,MONTANA                  ,MADISON,"65,092","67,429","41,061",-67,"3,009",,
27290,MONTANA                  ,MEAGHER,"22,382","11,424","9,141",579,-66,,
27300,MONTANA                  ,MINERAL,"84,301","68,062","53,164","2,809","8,346",,
27310,MONTANA                  ,MISSOULA,"1,504,669","1,188,285","903,481","39,290","26,215",,
27320,MONTANA                  ,MUSSELSHELL,"116,407","97,000","65,204","4,905",632,,
27330,MONTANA                  ,PARK,"105,394","93,518","55,894","8,463","10,060",,
27340,MONTANA                  ,PETROLEUM,"3,621","4,489","4,763",0,0,,
27350,MONTANA                  ,PHILLIPS,"76,809","51,459","38,528",543,"3,838",,
27360,MONTANA                  ,PONDERA,"26,642","10,888","17,548",-732,44,,
27370,MONTANA                  ,POWDER RIVER,"17,964","12,739","10,141",-588,"-1,356",,
27380,MONTANA                  ,POWELL,"117,464","94,579","61,464",801,-80,,
27390,MONTANA                  ,PRAIRIE,"20,491","18,694","14,101","2,744","1,325",,
27400,MONTANA                  ,RAVALLI,"684,453","440,124","332,612","21,496","23,161",,
27410,MONTANA                  ,RICHLAND,"114,954","78,055","68,747","5,566","2,368",,
27420,MONTANA                  ,ROOSEVELT,"96,662","107,358","63,195","3,712","1,198",,
27430,MONTANA                  ,ROSEBUD,"130,001","108,121","70,268",-981,-247,,
27440,MONTANA                  ,SANDERS,"156,012","112,352","90,925","23,915","4,477",,
27450,MONTANA                  ,SHERIDAN,"87,935","67,736","40,189",-172,920,,
27460,MONTANA                  ,SILVER BOW,"973,688","938,617","657,849","8,926","10,380",,
27470,MONTANA                  ,STILLWATER,"164,681","153,718","126,486","5,618","11,247",,
27480,MONTANA                  ,SWEET GRASS,"60,583","37,955","58,531","1,958",931,,
27490,MONTANA                  ,TETON,"16,692","14,855","16,970",728,-88,,
27500,MONTANA                  ,TOOLE,"9,395","4,439","8,229",355,"1,763",,
27510,MONTANA                  ,TREASURE,"24,455","23,040","5,813",-834,0,,
27520,MONTANA                  ,VALLEY,"96,534","91,626","90,184","4,138",914,,
27530,MONTANA                  ,WHEATLAND,"45,866","22,420","24,388",17,-4,,
27540,MONTANA                  ,WIBAUX,"16,131","13,783","12,925",691,-174,,
27550,MONTANA                  ,YELLOWSTONE,"3,061,176","2,458,648","1,949,347","22,609","23,953",,
28000,NEBRASKA                 ,ADAMS,"-215,755","-43,056","26,227","131,751","-28,369",,
28010,NEBRASKA                 ,ANTELOPE,-173,"18,837","1,391","-2,387","-6,890",,
28020,NEBRASKA                 ,ARTHUR,"-1,358",-358,241,-158,529,,
28030,NEBRASKA                 ,BANNER,"-1,241",0,"-3,278","-1,748","-5,255",,
28040,NEBRASKA                 ,BLAINE,"-3,301",-88,"1,605",-421,5,,
28050,NEBRASKA                 ,BOONE,"-1,039","5,496","1,808","-1,966","-10,802",,
28060,NEBRASKA                 ,BOX BUTTE,"48,918","-33,242","-58,385","-57,155","-63,562",,
28070,NEBRASKA                 ,BOYD,"15,070","35,613","29,055",336,-930,,
28080,NEBRASKA                 ,BROWN,"-14,511",-210,"6,682","-6,390",-451,,
28090,NEBRASKA                 ,BUFFALO,"-208,541","-23,868","-44,167","-136,377","-14,286",,
28100,NEBRASKA                 ,BURT,"17,661","24,317","-3,185","-14,085","-34,756",,
28110,NEBRASKA                 ,BUTLER,"-30,266","-8,461","7,457","-6,752","-9,354",,
28120,NEBRASKA                 ,CASS,"16,852","62,055","5,812","-15,112","-102,186",,
28130,NEBRASKA                 ,CEDAR,"74,376","112,538","76,028","2,451","-12,676",,
28140,NEBRASKA                 ,CHASE,"-10,800","-10,661","-4,158","-9,051","-10,742",,
28150,NEBRASKA                 ,CHERRY,"1,290","3,485","-3,560","-3,552","-10,799",,
28160,NEBRASKA                 ,CHEYENNE,"-18,543","-38,464","-38,018","-17,220","-38,932",,
28170,NEBRASKA                 ,CLAY,"-53,458","-10,723","4,839","26,792","-10,766",,
28180,NEBRASKA                 ,COLFAX,"-13,462","21,877","-7,853","-22,909","-35,643",,
28190,NEBRASKA                 ,CUMING,"14,808","19,566","-5,567","-7,802","-24,209",,
28200,NEBRASKA                 ,CUSTER,"-54,900","-10,356","-5,757","-20,764","-10,456",,
28210,NEBRASKA                 ,DAKOTA,"15,628","37,516","29,262","14,610","-18,399",,
28220,NEBRASKA                 ,DAWES,"85,110","12,772","-29,332","-46,965","-41,385",,
28230,NEBRASKA                 ,DAWSON,"-68,799","-7,073","-7,217","-19,779","-11,586",,
28240,NEBRASKA                 ,DEUEL,"-4,575","-9,120","-9,555","-7,040","-2,575",,
28250,NEBRASKA                 ,DIXON,"11,720","23,617","25,794","13,638","15,112",,
28260,NEBRASKA                 ,DODGE,"31,141","41,066","-274,116","-335,928","-203,927",,
28270,NEBRASKA                 ,DOUGLAS,"1,148,632","1,488,164","318,248","21,365","-1,650,401",,
28280,NEBRASKA                 ,DUNDY,"-6,284","-3,677","-4,242","-6,414","-6,273",,
28290,NEBRASKA                 ,FILLMORE,"-53,446","-16,291","-4,663","-2,103","-13,391",,
28300,NEBRASKA                 ,FRANKLIN,"-29,275","-3,001","-4,938","-3,935","-4,174",,
28310,NEBRASKA                 ,FRONTIER,"-10,617","-3,196","-1,769",-103,-586,,
28320,NEBRASKA                 ,FURNAS,"-29,148","-4,622",-830,"-10,922","-1,350",,
28330,NEBRASKA                 ,GAGE,"-153,142","-37,605",679,"4,531","-37,753",,
28340,NEBRASKA                 ,GARDEN,"-10,013","-7,677","-12,869","-4,787","-9,380",,
28350,NEBRASKA                 ,GARFIELD,"-14,455","-2,394","-3,598","-10,867",44,,
28360,NEBRASKA                 ,GOSPER,"-4,441",-553,271,"-3,415","-1,014",,
28370,NEBRASKA                 ,GRANT,-136,"-2,163","-4,504","-2,152","-5,991",,
28380,NEBRASKA                 ,GREELEY,"-13,312","1,847","-3,205","-4,804","-5,963",,
28390,NEBRASKA                 ,HALL,"-326,521","-55,493","-51,792","-138,064","-50,505",,
28400,NEBRASKA                 ,HAMILTON,"-46,702","-15,797","15,006","-3,865","-5,057",,
28410,NEBRASKA                 ,HARLAN,"-14,788","-1,860","-2,585","-9,155","-4,919",,
28420,NEBRASKA                 ,HAYES,-595,-400,-158,746,52,,
28430,NEBRASKA                 ,HITCHCOCK,"-15,660",-944,-380,"-1,727","-5,926",,
28440,NEBRASKA                 ,HOLT,"8,669","24,258","4,305","-11,957","-21,919",,
28450,NEBRASKA                 ,HOOKER,"-3,234",-306,"-2,078","1,287",635,,
28460,NEBRASKA                 ,HOWARD,"-30,752","-6,978","-7,821","-15,791","-2,187",,
28470,NEBRASKA                 ,JEFFERSON,"-31,007","-6,974","7,251","3,319","-4,587",,
28480,NEBRASKA                 ,JOHNSON,"-35,909","-18,112","-4,346","-4,995","-9,092",,
28490,NEBRASKA                 ,KEARNEY,"-32,609","-4,952","-3,922","-13,039","-8,728",,
28500,NEBRASKA                 ,KEITH,"-23,687","-25,243","-25,239","-8,460","-15,997",,
28510,NEBRASKA                 ,KEYA PAHA,-881,"2,748",-695,-560,-734,,
28520,NEBRASKA                 ,KIMBALL,"-5,526","-4,541","-16,202","-10,601","-22,016",,
28530,NEBRASKA                 ,KNOX,"102,408","133,746","92,147","-2,037","-5,809",,
28540,NEBRASKA                 ,LANCASTER,"-1,559,304","-465,172","75,526","-58,628","-364,503",,
28550,NEBRASKA                 ,LINCOLN,"-75,610","-33,824","-30,293","87,835","5,736",,
28560,NEBRASKA                 ,LOGAN,"-2,124",-716,"-1,158",-844,-330,,
28570,NEBRASKA                 ,LOUP,"-2,642",-156,-590,-488,-346,,
28580,NEBRASKA                 ,MCPHERSON,"-5,207","-1,878",-520,512,408,,
28590,NEBRASKA                 ,MADISON,"34,928","139,260","42,446","2,660","-32,514",,
28600,NEBRASKA                 ,MERRICK,"-37,433","-2,390",-891,"-4,802","-9,494",,
28610,NEBRASKA                 ,MORRILL,"-13,961","-28,128","-29,127","-13,092","-26,314",,
28620,NEBRASKA                 ,NANCE,"-11,844",577,-829,"-5,410","-5,797",,
28630,NEBRASKA                 ,NEMAHA,"-52,087","-21,417","-4,159","-7,995","-19,545",,
28640,NEBRASKA                 ,NUCKOLLS,"-22,431","-7,964","6,277","13,060",-803,,
28650,NEBRASKA                 ,OTOE,"-75,502","-17,082",-552,"-11,148","-35,782",,
28660,NEBRASKA                 ,PAWNEE,"-34,814","-10,414",-245,"-2,280","-8,461",,
28670,NEBRASKA                 ,PERKINS,"-9,330","-4,112","-6,767","-1,925","-3,775",,
28680,NEBRASKA                 ,PHELPS,"-25,389",-765,"-1,671","-5,314","-8,315",,
28690,NEBRASKA                 ,PIERCE,"5,105","23,831","9,470","-4,120","-10,965",,
28700,NEBRASKA                 ,PLATTE,"-21,233","19,608","23,279","2,950","-47,933",,
28710,NEBRASKA                 ,POLK,"-20,807","-4,512","-1,709",-687,"-8,632",,
28720,NEBRASKA                 ,RED WILLOW,"-41,141","-3,440","-4,635","-9,736","-6,482",,
28730,NEBRASKA                 ,RICHARDSON,"-54,957","-22,093","-11,331","-18,761","-31,116",,
28740,NEBRASKA                 ,ROCK,181,-395,-895,"1,783","-2,024",,
28750,NEBRASKA                 ,SALINE,"-81,992","-27,493","7,272",127,"-24,328",,
28760,NEBRASKA                 ,SARPY,"209,123","310,174","60,778","2,875","-420,001",,
28770,NEBRASKA                 ,SAUNDERS,"-86,587","-4,038","-23,973","-45,536","-61,979",,
28780,NEBRASKA                 ,SCOTTS BLUFF,"-110,379","-252,830","-270,938","-115,601","-293,728",,
28790,NEBRASKA                 ,SEWARD,"-67,802","-20,620","7,941","-2,090","-20,655",,
28800,NEBRASKA                 ,SHERIDAN,"59,312","9,971","-26,790","-40,649","-38,757",,
28810,NEBRASKA                 ,SHERMAN,"-24,298",-42,"-4,056","-13,684","-1,405",,
28820,NEBRASKA                 ,SIOUX,"1,275","-1,506","-2,832","-2,052","-2,088",,
28830,NEBRASKA                 ,STANTON,"4,545","14,488","2,050",289,"-7,261",,
28840,NEBRASKA                 ,THAYER,"-53,920","-14,689",561,"-1,840","-13,610",,
28850,NEBRASKA                 ,THOMAS,"-1,866","-1,221","-1,080","-2,605","-1,473",,
28860,NEBRASKA                 ,THURSTON,"19,687","17,619","7,362","6,281","-5,015",,
28870,NEBRASKA                 ,VALLEY,"-36,018","-7,935","-2,391","-12,740","-6,927",,
28880,NEBRASKA                 ,WASHINGTON,"32,745","42,083","-8,253","-18,849","-63,431",,
28890,NEBRASKA                 ,WAYNE,"10,898","17,196","7,285","-1,990","-9,879",,
28900,NEBRASKA                 ,WEBSTER,"-31,395","-6,925","3,696","20,948","-7,051",,
28910,NEBRASKA                 ,WHEELER,"-2,819",-65,368,"1,185",-982,,
28920,NEBRASKA                 ,YORK,"-77,069","-30,484",-901,"-7,998","-20,088",,
29000,NEVADA                   ,CHURCHILL,"232,713","365,661","446,324","418,301","384,058",,
29010,NEVADA                   ,CLARK,"-386,012","-3,936,273","-6,751,598","-5,301,484","-4,205,379",,
29020,NEVADA                   ,DOUGLAS,"501,104","746,743","765,274","733,898","717,107",,
29030,NEVADA                   ,ELKO,"41,965","116,778","69,528","122,621","114,518",,
29040,NEVADA                   ,ESMERALDA,"8,919","4,570","9,584","14,177","10,475",,
29050,NEVADA                   ,EUREKA,"5,972","12,043","23,487","17,452","7,519",,
29060,NEVADA                   ,HUMBOLDT,"81,052","162,362","183,283","194,342","159,587",,
29070,NEVADA                   ,LANDER,"13,179","34,678","41,831","31,765","32,212",,
29080,NEVADA                   ,LINCOLN,"-38,359","-79,531","-90,231","-55,074","-41,955",,
29090,NEVADA                   ,LYON,"654,283","1,017,174","1,103,686","1,056,058","901,700",,
29100,NEVADA                   ,MINERAL,"50,478","105,452","86,891","82,024","87,089",,
29110,NEVADA                   ,NYE,"42,900","-96,539","-208,410","-166,637","-140,305",,
29120,NEVADA                   ,CARSON CITY,"1,122,522","1,802,818","1,928,831","1,746,030","1,559,212",,
29130,NEVADA                   ,PERSHING,"40,303","76,888","67,086","70,243","51,530",,
29140,NEVADA                   ,STOREY,"15,439","14,130","29,634","17,437","24,700",,
29150,NEVADA                   ,WASHOE,"3,337,522","5,646,740","6,160,139","5,489,273","5,410,749",,
29160,NEVADA                   ,WHITE PINE,"-38,514",-311,"15,524","24,852","20,590",,
30000,NEW HAMPSHIRE            ,BELKNAP,"68,540","466,377","669,776","192,264","12,881",,
30010,NEW HAMPSHIRE            ,CARROLL,"180,980","295,565","337,171","277,123","58,659",,
30020,NEW HAMPSHIRE            ,CHESHIRE,"-53,038","360,070","491,026","227,163","66,012",,
30030,NEW HAMPSHIRE            ,COOS,"-2,956","180,511","229,253","88,432","29,097",,
30040,NEW HAMPSHIRE            ,GRAFTON,"-80,722","358,770","615,129","174,255","67,334",,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"2,427,332","3,879,616","3,693,556","3,231,953","1,455,894",,
30060,NEW HAMPSHIRE            ,MERRIMACK,"11,887","721,507","1,191,109","388,087","148,148",,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"4,163,677","5,056,995","5,036,045","3,804,658","618,556",,
30080,NEW HAMPSHIRE            ,STRAFFORD,"8,731","652,490","991,385","317,602","-54,196",,
30090,NEW HAMPSHIRE            ,SULLIVAN,"-39,771","144,991","273,981","63,004","26,321",,
31000,NEW JERSEY               ,ATLANTIC,"1,936,883","3,770,085","5,958,617","6,931,006","7,508,452",,
31100,NEW JERSEY               ,BERGEN,"-1,004,946","3,110,596","1,451,697","-252,317","17,949",,
31150,NEW JERSEY               ,BURLINGTON,"-3,438,044","-1,695,689","-1,560,560","1,249,762","6,354,495",,
31160,NEW JERSEY               ,CAMDEN,"-4,594,825","-2,066,241","-2,018,701","1,479,168","7,849,843",,
31180,NEW JERSEY               ,CAPE MAY,"-997,963","-272,864","637,096","1,205,276","2,119,263",,
31190,NEW JERSEY               ,CUMBERLAND,"-1,303,849","-571,946","-486,260","345,217","1,676,880",,
31200,NEW JERSEY               ,ESSEX,"-2,872,565","428,855","243,388","-701,933","35,650",,
31220,NEW JERSEY               ,GLOUCESTER,"-2,335,784","-1,049,541","-965,937","709,270","3,585,446",,
31230,NEW JERSEY               ,HUDSON,"-828,240","1,518,108","710,935","-163,649","23,574",,
31250,NEW JERSEY               ,HUNTERDON,"-1,073,937","-743,097","-508,953","-180,398","277,280",,
31260,NEW JERSEY               ,MERCER,"-4,234,606","-2,693,069","-2,074,020","1,501,789","6,375,841",,
31270,NEW JERSEY               ,MIDDLESEX,"-3,535,046","-98,591","-258,717","-441,924","1,348,713",,
31290,NEW JERSEY               ,MONMOUTH,"-5,986,531","-2,331,594","-2,639,182","97,690","4,308,528",,
31300,NEW JERSEY               ,MORRIS,"-1,695,151","-191,966","-233,991","-303,549","3,060,475",,
31310,NEW JERSEY               ,OCEAN,"-7,638,805","-2,883,246","-3,096,579","712,611","6,427,946",,
31320,NEW JERSEY               ,PASSAIC,"-636,707","1,292,365","697,217","-182,776","459,516",,
31340,NEW JERSEY               ,SALEM,"-600,831","-272,075","-279,989","92,020","589,691",,
31350,NEW JERSEY               ,SOMERSET,"-1,844,613","-1,101,063","-744,604","-315,056","857,279",,
31360,NEW JERSEY               ,SUSSEX,"-1,164,582","-1,793,397","-1,213,495","-147,160","429,285",,
31370,NEW JERSEY               ,UNION,"-4,982,044","-4,827,105","-3,365,724","-1,001,839","193,755",,
31390,NEW JERSEY               ,WARREN,"-2,198,943","-2,715,316","-1,937,385","540,136","2,650,558",,
32000,NEW MEXICO               ,BERNALILLO,"1,308,688","2,285,400","1,687,418","1,223,559","784,569",,
32010,NEW MEXICO               ,CATRON,"16,468","17,301","13,611","9,177","3,118",,
32020,NEW MEXICO               ,CHAVES,"351,222","547,327","382,085","237,103","157,686",,
32025,NEW MEXICO               ,CIBOLA,"51,240","105,536","68,702","63,337","35,979",,
32030,NEW MEXICO               ,COLFAX,"18,401","26,389",-62,"-4,706","-6,295",,
32040,NEW MEXICO               ,CURRY,"86,643","78,271","39,990","-10,581","6,201",,
32050,NEW MEXICO               ,DEBACA,"11,677","7,261","2,356","5,262","1,202",,
32060,NEW MEXICO               ,DONA ANA,"43,310","313,178","97,463","-5,116","317,705",,
32070,NEW MEXICO               ,EDDY,"85,805","244,384","67,169","105,848","8,520",,
32080,NEW MEXICO               ,GRANT,"18,456","19,681","5,566","11,794","13,306",,
32090,NEW MEXICO               ,GUADALUPE,"10,164","26,496","18,886","7,168","7,224",,
32100,NEW MEXICO               ,HARDING,"-4,476","-4,001","-1,239","-1,915","1,004",,
32110,NEW MEXICO               ,HIDALGO,"-4,042",-588,"-8,835","-3,600","-1,699",,
32120,NEW MEXICO               ,LEA,"102,520","212,028","64,773","108,748","15,223",,
32130,NEW MEXICO               ,LINCOLN,"38,983","44,057","51,098","39,557","16,695",,
32131,NEW MEXICO               ,LOS ALAMOS,"3,972","26,518","21,775","20,376","9,115",,
32140,NEW MEXICO               ,LUNA,"26,302","53,868","21,998",209,"34,947",,
32150,NEW MEXICO               ,MCKINLEY,"125,359","187,098","120,489","112,940","68,312",,
32160,NEW MEXICO               ,MORA,"5,315","13,198","4,101","6,728",311,,
32170,NEW MEXICO               ,OTERO,"9,190","66,318","9,972","2,911","30,439",,
32180,NEW MEXICO               ,QUAY,"-86,357","-82,054","-44,280","-43,528","-48,446",,
32190,NEW MEXICO               ,RIO ARRIBA,"42,667","85,473","50,640","29,323","32,281",,
32200,NEW MEXICO               ,ROOSEVELT,"56,872","43,074","10,283","-2,363","13,811",,
32210,NEW MEXICO               ,SANDOVAL,"210,868","395,486","269,663","223,748","133,398",,
32220,NEW MEXICO               ,SAN JUAN,"582,341","1,229,725","901,460","559,082","332,688",,
32230,NEW MEXICO               ,SAN MIGUEL,"31,461","31,754","29,336","22,808","21,844",,
32240,NEW MEXICO               ,SANTA FE,"107,340","177,292","125,110","124,159","97,128",,
32250,NEW MEXICO               ,SIERRA,"34,303","74,977","28,086","20,324","46,258",,
32260,NEW MEXICO               ,SOCORRO,"45,901","87,846","62,754","52,844","30,526",,
32270,NEW MEXICO               ,TAOS,"38,664","40,049","37,935","21,620","19,836",,
32280,NEW MEXICO               ,TORRANCE,"37,584","66,074","51,789","34,738","17,142",,
32290,NEW MEXICO               ,UNION,"-64,247","-41,172","-23,352","-40,020","-32,427",,
32300,NEW MEXICO               ,VALENCIA,"140,183","260,438","195,024","134,681","85,895",,
33000,NEW YORK                 ,ALBANY,"1,876,056","1,373,454","1,531,725","1,751,431","1,223,576",,
33010,NEW YORK                 ,ALLEGANY,"192,994","183,993","179,302","214,819","173,785",,
33020,NEW YORK                 ,BRONX,"-1,095,033","2,181,860","-1,089,848","-167,817","-150,230",,
33030,NEW YORK                 ,BROOME,"-635,864","206,328","-476,849","-229,727","-330,199",,
33040,NEW YORK                 ,CATTARAUGUS,"194,699","147,132","-42,870","117,919","92,448",,
33050,NEW YORK                 ,CAYUGA,"-963,708","-62,157","-165,885","-26,141","92,147",,
33060,NEW YORK                 ,CHAUTAUQUA,"-175,153","-302,878","-299,508","-3,953","44,873",,
33070,NEW YORK                 ,CHEMUNG,"200,222","-356,388","-596,011","-289,123","382,399",,
33080,NEW YORK                 ,CHENANGO,"-136,377","-21,810","-69,462","172,637","92,951",,
33090,NEW YORK                 ,CLINTON,"1,070,907","1,513,453","-291,781","225,255","166,897",,
33200,NEW YORK                 ,COLUMBIA,"1,472,718","1,028,256","815,929","912,806","378,004",,
33210,NEW YORK                 ,CORTLAND,"-43,020","-10,056","-32,858","-34,782","25,137",,
33220,NEW YORK                 ,DELAWARE,"-199,032","-88,876","-2,176","426,495","317,435",,
33230,NEW YORK                 ,DUTCHESS,"2,536,229","2,336,634","1,189,468","1,816,372","20,926",,
33240,NEW YORK                 ,ERIE,"4,064,905","3,505,619","2,018,343","3,567,347","2,222,359",,
33260,NEW YORK                 ,ESSEX,"290,941","366,736","-33,920","196,413","136,085",,
33270,NEW YORK                 ,FRANKLIN,"154,224","136,509","-2,517","256,828","144,872",,
33280,NEW YORK                 ,FULTON,"-23,189","-37,569","-107,805","17,412","16,807",,
33290,NEW YORK                 ,GENESEE,"154,721","216,157","227,054","295,492","241,308",,
33300,NEW YORK                 ,GREENE,"768,975","554,303","462,782","446,468","276,555",,
33310,NEW YORK                 ,HAMILTON,"4,508",117,"-6,599","25,176","28,043",,
33320,NEW YORK                 ,HERKIMER,"-19,915","98,499","141,147","312,272","252,757",,
33330,NEW YORK                 ,JEFFERSON,"-209,038","-72,469","-335,727","-776,284","43,871",,
33331,NEW YORK                 ,KINGS,"-2,515,656","4,756,507","-2,406,127","-257,240","-32,425",,
33340,NEW YORK                 ,LEWIS,"-11,353","15,824",552,"-14,473","26,802",,
33350,NEW YORK                 ,LIVINGSTON,"305,994","335,004","373,097","400,079","326,717",,
33360,NEW YORK                 ,MADISON,"-80,545","9,955","-18,681","-32,348","85,790",,
33370,NEW YORK                 ,MONROE,"1,981,448","2,431,258","2,754,737","3,376,798","2,517,836",,
33380,NEW YORK                 ,MONTGOMERY,"-42,117","-44,186","-98,211","127,393","86,850",,
33400,NEW YORK                 ,NASSAU,"7,018,116","4,767,133","8,262,931","13,316,541","10,344,709",,
33420,NEW YORK                 ,NEW YORK,"-1,486,944","3,129,337","-1,445,919","-124,790","-129,800",,
33500,NEW YORK                 ,NIAGARA,"1,436,039","1,219,234","711,147","1,190,326","769,102",,
33510,NEW YORK                 ,ONEIDA,"585,341","901,637","903,564","1,152,131","1,243,160",,
33520,NEW YORK                 ,ONONDAGA,"-803,580","3,699","-368,714","-743,917","164,591",,
33530,NEW YORK                 ,ONTARIO,"175,996","219,330","310,383","394,998","351,596",,
33540,NEW YORK                 ,ORANGE,"2,256,058","1,042,505","941,629","1,758,499","-117,111",,
33550,NEW YORK                 ,ORLEANS,"33,128","50,418","108,219","128,426","107,777",,
33560,NEW YORK                 ,OSWEGO,"-235,551",-230,"-101,163","-124,994","31,906",,
33570,NEW YORK                 ,OTSEGO,"-236,883","-67,716","159,733","1,097,521","902,598",,
33580,NEW YORK                 ,PUTNAM,"48,656","322,327","112,198","138,841","88,388",,
33590,NEW YORK                 ,QUEENS,"-1,263,429","111,255","-1,054,666","2,860,249","2,387,887",,
33600,NEW YORK                 ,RENSSELAER,"283,072","107,556","135,236","359,562","185,963",,
33610,NEW YORK                 ,RICHMOND,"-392,177","681,174","-403,190","-76,775","-16,767",,
33620,NEW YORK                 ,ROCKLAND,"-271,133","631,296","-206,150","-69,232","-55,034",,
33630,NEW YORK                 ,ST. LAWRENCE,"-15,366","-241,637","-209,786","77,597","76,595",,
33640,NEW YORK                 ,SARATOGA,"177,898","-137,985","-9,967","236,889","107,847",,
33650,NEW YORK                 ,SCHENECTADY,"-15,233","-279,861","-137,915","128,971","-1,532",,
33660,NEW YORK                 ,SCHOHARIE,"-19,254","-15,928","57,242","287,833","193,880",,
33670,NEW YORK                 ,SCHUYLER,"39,708","-27,842","-69,847","-6,708","102,593",,
33680,NEW YORK                 ,SENECA,"-23,765","40,051","36,334","101,722","134,270",,
33690,NEW YORK                 ,STEUBEN,"102,553","222,499","88,628","327,262","639,617",,
33700,NEW YORK                 ,SUFFOLK,"2,126,053","4,869,473","6,538,119","11,128,314","7,025,336",,
33710,NEW YORK                 ,SULLIVAN,"-1,699,483","-1,472,450","-1,561,189","-1,478,311","-1,220,715",,
33720,NEW YORK                 ,TIOGA,"7,198","140,180","-30,679","10,178","53,907",,
33730,NEW YORK                 ,TOMPKINS,"-274,604","-190,086","-384,719","-99,985","335,717",,
33740,NEW YORK                 ,ULSTER,"585,983","387,966","-886,636","-1,071,014","-1,209,486",,
33750,NEW YORK                 ,WARREN,"29,545","-59,921","-58,393","34,362","10,873",,
33760,NEW YORK                 ,WASHINGTON,"-79,564","-126,419","-44,286","23,895","-18,844",,
33770,NEW YORK                 ,WAYNE,"9,762","60,741","204,767","267,018","266,378",,
33800,NEW YORK                 ,WESTCHESTER,"-408,729","2,543,557","-197,509","348,947","301,157",,
33900,NEW YORK                 ,WYOMING,"119,537","128,770","117,067","139,112","89,256",,
33910,NEW YORK                 ,YATES,"57,073","98,604","101,649","88,175","67,420",,
34000,NORTH CAROLINA           ,ALAMANCE,"-75,328","92,518","73,595","230,658","468,511",,
34010,NORTH CAROLINA           ,ALEXANDER,"-511,322","-472,672","-340,386","-255,659","-132,575",,
34020,NORTH CAROLINA           ,ALLEGHANY,"-78,711","-83,932","-92,325","-44,210","8,097",,
34030,NORTH CAROLINA           ,ANSON,"-237,827","-210,957","-92,494","-5,962","66,406",,
34040,NORTH CAROLINA           ,ASHE,"-211,060","-209,674","-189,063","-118,381","-54,006",,
34050,NORTH CAROLINA           ,AVERY,"-156,845","-177,481","-173,695","-148,171","-114,632",,
34060,NORTH CAROLINA           ,BEAUFORT,"-224,879","-216,544","-218,341","-144,977","-197,114",,
34070,NORTH CAROLINA           ,BERTIE,"21,407","-100,240","-88,988","-65,200","-116,930",,
34080,NORTH CAROLINA           ,BLADEN,"-436,850","-416,535","-377,668","-376,468","-331,204",,
34090,NORTH CAROLINA           ,BRUNSWICK,"-1,211,848","-798,416","-935,507","-1,200,886","-967,938",,
34100,NORTH CAROLINA           ,BUNCOMBE,"-3,785,875","-4,372,742","-3,529,280","-2,706,215","-1,637,181",,
34110,NORTH CAROLINA           ,BURKE,"-1,130,872","-1,074,827","-835,018","-510,858","-495,639",,
34120,NORTH CAROLINA           ,CABARRUS,"-917,326","-836,860","-300,360","-7,626","429,199",,
34130,NORTH CAROLINA           ,CALDWELL,"-954,449","-877,182","-724,437","-402,421","-440,035",,
34140,NORTH CAROLINA           ,CAMDEN,"32,460","16,670","12,334","13,509","-4,196",,
34150,NORTH CAROLINA           ,CARTERET,"-620,691","-652,374","-694,471","-475,980","-488,289",,
34160,NORTH CAROLINA           ,CASWELL,"-95,584","-89,912","-66,806","-36,722","-14,864",,
34170,NORTH CAROLINA           ,CATAWBA,"-1,618,150","-1,492,370","-1,248,451","-749,000","-684,894",,
34180,NORTH CAROLINA           ,CHATHAM,"-200,300","-144,682","-107,989","-90,430","-21,541",,
