AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
45770,TEXAS                    ,LUBBOCK,"2,066,821","1,633,421","961,925","679,071","657,696",,
45771,TEXAS                    ,LYNN,"56,174","37,828","31,721","23,183","20,149",,
45772,TEXAS                    ,MCCULLOCH,"-25,088","3,713","32,338","-5,932","-5,606",,
45780,TEXAS                    ,MCLENNAN,"-1,092,821","-1,374,165","-1,213,925","-1,367,587","-1,736,421",,
45781,TEXAS                    ,MCMULLEN,-573,"-1,739","-2,040",-811,-956,,
45782,TEXAS                    ,MADISON,"-1,734","3,216","3,905","-14,358","-28,536",,
45783,TEXAS                    ,MARION,"-17,355","52,839","79,702","35,010","8,430",,
45784,TEXAS                    ,MARTIN,"12,507","19,414","29,872","10,999","-19,610",,
45785,TEXAS                    ,MASON,"-2,115",-957,"-1,857","-4,631","-6,405",,
45790,TEXAS                    ,MATAGORDA,"-12,446","24,475","7,364",-521,"-38,176",,
45791,TEXAS                    ,MAVERICK,"-32,466","-44,818","-59,947","-92,360","-61,868",,
45792,TEXAS                    ,MEDINA,"-23,097","-25,130","-47,043","-100,904","-80,479",,
45793,TEXAS                    ,MENARD,"-10,267","2,990","18,743","-3,351","-2,322",,
45794,TEXAS                    ,MIDLAND,"285,953","536,740","657,339","303,050","-663,841",,
45795,TEXAS                    ,MILAM,"107,982","84,411","101,558","-37,260","-218,298",,
45796,TEXAS                    ,MILLS,"24,161","14,676","21,630",-994,"-38,363",,
45797,TEXAS                    ,MITCHELL,"28,729","21,293","30,328","3,080","-22,488",,
45800,TEXAS                    ,MONTAGUE,"202,314","50,547","82,547","-29,150","-64,913",,
45801,TEXAS                    ,MONTGOMERY,"-509,071","-108,516","-237,987","-302,614","-589,861",,
45802,TEXAS                    ,MOORE,"-229,645","-172,354","-91,969","-87,716","-84,246",,
45803,TEXAS                    ,MORRIS,"-80,826","-71,310","25,162","-9,971","22,405",,
45804,TEXAS                    ,MOTLEY,"14,544","7,943","6,855","4,584","4,582",,
45810,TEXAS                    ,NACOGDOCHES,"-310,161","48,365","363,176","35,195","-71,912",,
45820,TEXAS                    ,NAVARRO,"-230,043","-214,161","-60,173","-33,257","-41,324",,
45821,TEXAS                    ,NEWTON,"-25,201","11,298","48,308","22,565","-20,783",,
45822,TEXAS                    ,NOLAN,"51,638","32,872","42,385","-2,434","-61,211",,
45830,TEXAS                    ,NUECES,"-138,603","-324,988","-783,792","-526,076","-749,662",,
45831,TEXAS                    ,OCHILTREE,"-125,199","-75,784","-42,056","-44,562","-40,044",,
45832,TEXAS                    ,OLDHAM,"-41,277","-47,240","-18,981","-27,197","-17,895",,
45840,TEXAS                    ,ORANGE,"-43,733","130,388","372,737","148,010","-76,147",,
45841,TEXAS                    ,PALO PINTO,"-202,695","-374,102","-265,371","-210,618","21,895",,
45842,TEXAS                    ,PANOLA,"-79,717","18,046","105,778","61,579","14,240",,
45843,TEXAS                    ,PARKER,"-340,172","-388,527","-53,231","-14,788","-18,986",,
45844,TEXAS                    ,PARMER,"-64,975","-53,860","-34,452","-23,008","-19,140",,
45845,TEXAS                    ,PECOS,"-31,496","15,669","-11,897","15,933","-43,397",,
45850,TEXAS                    ,POLK,"-135,108","203,049","588,039","231,423","-123,841",,
45860,TEXAS                    ,POTTER,"-3,254,491","-2,434,120","-1,509,382","-1,516,134","-1,503,422",,
45861,TEXAS                    ,PRESIDIO,"-32,484","3,961","-16,934","2,112","-32,601",,
45870,TEXAS                    ,RAINS,"-57,797","-38,897","12,217","14,568",277,,
45871,TEXAS                    ,RANDALL,"-630,667","-435,923","-292,252","-270,695","-257,304",,
45872,TEXAS                    ,REAGAN,"-8,135",746,"8,016",-529,"-2,433",,
45873,TEXAS                    ,REAL,-270,"-2,764","-7,221","-13,421","-14,927",,
45874,TEXAS                    ,RED RIVER,"-127,427","-59,396","159,687","-13,750","-28,230",,
45875,TEXAS                    ,REEVES,"-44,955","12,041","-8,032","12,695","-34,329",,
45876,TEXAS                    ,REFUGIO,"57,234","52,748","31,660","34,951","1,009",,
45877,TEXAS                    ,ROBERTS,"-12,118","-6,833","-5,748","-4,015","-2,861",,
45878,TEXAS                    ,ROBERTSON,"10,841","12,627","17,257","-28,982","-59,984",,
45879,TEXAS                    ,ROCKWALL,"-110,562","-120,086","-70,234","-53,907","-45,981",,
45880,TEXAS                    ,RUNNELS,"-13,178","15,826","66,845","-6,600","-26,626",,
45881,TEXAS                    ,RUSK,"-191,469","91,981","419,084","292,590","170,495",,
45882,TEXAS                    ,SABINE,"-77,445","4,964","80,349","4,187","-30,616",,
45883,TEXAS                    ,SAN AUGUSTINE,"-58,760","12,075","52,663","3,042","-16,750",,
45884,TEXAS                    ,SAN JACINTO,"-50,214","12,245","27,750","-1,038","-42,979",,
45885,TEXAS                    ,SAN PATRICIO,"-29,997","-74,865","-203,167","-109,030","-190,012",,
45886,TEXAS                    ,SAN SABA,"8,275","2,407","11,668","-7,772","-22,543",,
45887,TEXAS                    ,SCHLEICHER,"-19,443",-825,"13,579",-542,"-1,119",,
45888,TEXAS                    ,SCURRY,"76,948","75,280","49,091","30,605","15,356",,
45889,TEXAS                    ,SHACKELFORD,"15,986","7,257","7,274","-2,468","-24,030",,
45890,TEXAS                    ,SHELBY,"-259,181","-45,021","98,840","-16,041","-63,830",,
45891,TEXAS                    ,SHERMAN,"-35,502","-26,637","-21,847","-20,320","-27,104",,
45892,TEXAS                    ,SMITH,"-1,776,452","-408,976","1,184,212","1,754,249","835,511",,
45893,TEXAS                    ,SOMERVELL,"-24,937","-28,617",-857,"-4,666","-12,412",,
45900,TEXAS                    ,STARR,"-1,027,516","-788,951","-669,254","-557,466","-488,169",,
45901,TEXAS                    ,STEPHENS,"21,919","6,970","21,983","-4,579","-41,290",,
45902,TEXAS                    ,STERLING,"-3,462","2,390","10,849",185,105,,
45903,TEXAS                    ,STONEWALL,"6,882","5,492","6,453","-1,462","-16,454",,
45904,TEXAS                    ,SUTTON,"-12,397","1,764","18,841","-3,086","-2,830",,
45905,TEXAS                    ,SWISHER,"-124,739","-85,362","-72,538","-51,200","-52,673",,
45910,TEXAS                    ,TARRANT,"-2,799,911","-3,557,165","-477,783","-211,941","-233,109",,
45911,TEXAS                    ,TAYLOR,"466,785","216,272","290,930","-97,222","-783,011",,
45912,TEXAS                    ,TERRELL,"-5,495","1,664",-404,877,"-7,745",,
45913,TEXAS                    ,TERRY,"91,604","70,018","47,414","30,158","22,948",,
45920,TEXAS                    ,THROCKMORTON,"16,354","3,720","7,149","3,334","-10,558",,
45921,TEXAS                    ,TITUS,"-266,492","-401,036","-301,528","-197,527","18,510",,
45930,TEXAS                    ,TOM GREEN,"-500,055","35,298","628,286","-65,256","-63,990",,
45940,TEXAS                    ,TRAVIS,"-641,564","-646,363","-795,459","-597,867","-1,002,376",,
45941,TEXAS                    ,TRINITY,"-86,972","-11,547","25,402",-278,"-46,074",,
45942,TEXAS                    ,TYLER,"-31,972","19,871","94,424","31,156","-29,248",,
45943,TEXAS                    ,UPSHUR,"-125,669","136,890","393,997","276,045","155,796",,
45944,TEXAS                    ,UPTON,"-7,388","11,959",-2,"3,489","-14,149",,
45945,TEXAS                    ,UVALDE,"-7,786","-17,534","-25,568","-61,971","-46,542",,
45946,TEXAS                    ,VAL VERDE,"-23,012","-16,299","-4,020","-51,832","-47,397",,
45947,TEXAS                    ,VAN ZANDT,"-402,899","-153,040","188,919","277,369","124,681",,
45948,TEXAS                    ,VICTORIA,"1,023,434","1,059,246","865,270","745,660","314,697",,
45949,TEXAS                    ,WALKER,"-96,796","-17,167","-38,187","-49,060","-91,571",,
45950,TEXAS                    ,WALLER,"-45,237","-2,642","-19,352","-27,780","-45,643",,
45951,TEXAS                    ,WARD,"-45,357","14,619","-19,976","7,813","-40,603",,
45952,TEXAS                    ,WASHINGTON,"-16,901","5,212","-14,286","-46,780","-98,942",,
45953,TEXAS                    ,WEBB,"-1,192,638","-1,762,187","-682,741","-221,698","372,694",,
45954,TEXAS                    ,WHARTON,"-76,940","-6,526","-19,233","-35,183","-83,594",,
45955,TEXAS                    ,WHEELER,"-98,594","-79,616","-49,841","-40,439","-44,109",,
45960,TEXAS                    ,WICHITA,"3,848,284","1,719,033","757,900","-224,206","-561,209",,
45961,TEXAS                    ,WILBARGER,"233,525","93,842","49,869","-19,040","-44,963",,
45962,TEXAS                    ,WILLACY,"-449,781","-433,273","-504,200","-471,051","-382,227",,
45970,TEXAS                    ,WILLIAMSON,"-69,997","-156,780","-211,105","-259,443","-614,171",,
45971,TEXAS                    ,WILSON,"-12,163","-21,346","-40,351","-87,778","-64,745",,
45972,TEXAS                    ,WINKLER,"-19,562",628,"-11,594","9,807","-24,663",,
45973,TEXAS                    ,WISE,"-61,842","-103,722","-17,188","10,156","-16,431",,
45974,TEXAS                    ,WOOD,"-518,926","-158,791","288,473","391,381","203,267",,
45980,TEXAS                    ,YOAKUM,"22,413","23,553","14,374","11,646","13,384",,
45981,TEXAS                    ,YOUNG,"313,102","94,801","30,781","-28,008","-48,976",,
45982,TEXAS                    ,ZAPATA,"-108,239","-157,191","-52,138","-11,960","21,565",,
45983,TEXAS                    ,ZAVALA,"-8,431","-19,534","-15,059","-22,780","-21,196",,
46000,UTAH                     ,BEAVER,"-39,345","-50,508","-19,865","13,983","8,531",,
46010,UTAH                     ,BOX ELDER,"37,111","65,053","7,793","21,590","3,242",,
46020,UTAH                     ,CACHE,"-8,357","10,700","-12,992","-1,258","39,894",,
46030,UTAH                     ,CARBON,"-17,442","2,364","-4,905","11,510","10,593",,
46040,UTAH                     ,DAGGETT,"-1,244",623,479,"2,233","2,293",,
46050,UTAH                     ,DAVIS,"24,278","233,688","24,164","145,836","89,570",,
46060,UTAH                     ,DUCHESNE,"-14,875","5,749","-5,851","16,890","11,362",,
46070,UTAH                     ,EMERY,"-9,293","-2,581","-14,037",706,82,,
46080,UTAH                     ,GARFIELD,"-23,808","-53,027","-50,824","15,324","19,059",,
46090,UTAH                     ,GRAND,"-18,788","-9,631","-29,220","-26,039","-14,148",,
46100,UTAH                     ,IRON,"-268,084","-222,403","-217,189","61,562","70,551",,
46110,UTAH                     ,JUAB,"-11,534","-1,368","-5,652","4,341","5,905",,
46120,UTAH                     ,KANE,"-173,123","-154,066","-149,603","38,511","54,668",,
46130,UTAH                     ,MILLARD,"-23,964","-11,442","-10,377","14,017","13,854",,
46140,UTAH                     ,MORGAN,-266,"9,939","1,496","7,616","5,410",,
46150,UTAH                     ,PIUTE,"-7,012","-15,923","-13,125","1,464","4,764",,
46160,UTAH                     ,RICH,"-4,346",710,"-6,965",947,799,,
46170,UTAH                     ,SALT LAKE,"67,667","855,453","59,524","534,726","297,930",,
46180,UTAH                     ,SAN JUAN,"-5,636","9,912","1,070","2,131","9,026",,
46190,UTAH                     ,SANPETE,"-25,626","-6,950","-25,181","20,434","21,768",,
46200,UTAH                     ,SEVIER,"-25,182","-11,719","-24,449","19,726","18,413",,
46210,UTAH                     ,SUMMIT,"2,499","31,396","7,947","13,807","9,606",,
46220,UTAH                     ,TOOELE,"4,554","68,000","5,040","40,866","21,766",,
46230,UTAH                     ,UINTAH,"-9,124","14,135","-7,659","12,215","6,971",,
46240,UTAH                     ,UTAH,"-346,620","-92,421","-198,381","203,665","245,278",,
46250,UTAH                     ,WASATCH,"-15,777","5,016","-8,658","13,170","14,180",,
46260,UTAH                     ,WASHINGTON,"-3,077,367","-3,330,186","-2,435,694","828,999","895,894",,
46270,UTAH                     ,WAYNE,"-5,585","-1,987","-3,919","2,116","3,815",,
46280,UTAH                     ,WEBER,"23,964","265,601","18,863","166,044","117,640",,
47000,VERMONT                  ,ADDISON,"-121,182","-286,544","-197,597","35,527","4,327",,
47010,VERMONT                  ,BENNINGTON,"-204,563","-200,347","-141,183","-145,049","-333,100",,
47020,VERMONT                  ,CALEDONIA,"-46,853","41,652","112,861","23,781","23,059",,
47030,VERMONT                  ,CHITTENDEN,"-694,554","-1,877,501","-1,449,977","163,928","84,571",,
47040,VERMONT                  ,ESSEX,"-18,330","27,589","49,438","6,315","6,986",,
47050,VERMONT                  ,FRANKLIN,"-128,977","-391,732","-277,635","39,598","12,632",,
47060,VERMONT                  ,GRAND ISLE,"-30,695","-100,734","-49,904","8,025","5,193",,
47070,VERMONT                  ,LAMOILLE,"-65,425","-265,362","-262,387","50,249","14,998",,
47080,VERMONT                  ,ORANGE,"-80,534","48,808","152,683","57,318","20,288",,
47090,VERMONT                  ,ORLEANS,"-57,324","9,290","40,830","30,007","15,014",,
47100,VERMONT                  ,RUTLAND,"-981,243","-637,103","100,130","304,969","135,943",,
47110,VERMONT                  ,WASHINGTON,"-188,711","-97,666","221,645","261,776","25,537",,
47120,VERMONT                  ,WINDHAM,"-259,057","2,661","252,287","116,951","32,192",,
47130,VERMONT                  ,WINDSOR,"-165,943","200,417","415,742","88,847","65,669",,
48010,VIRGIN ISLANDS           ,ST. CROIX,#N/A,#N/A,#N/A,#N/A,#N/A,,
48020,VIRGIN ISLANDS           ,ST. JOHN,#N/A,#N/A,#N/A,#N/A,#N/A,,
49000,VIRGINIA                 ,ACCOMACK,"-51,608","-218,715","-280,261","-282,552","-290,872",,
49010,VIRGINIA                 ,ALBEMARLE,"-331,793","-638,690","-253,108","-159,935","-22,608",,
49011,VIRGINIA                 ,ALEXANDRIA CITY,"-1,033,639","-1,145,426","-925,055","-624,318","-635,086",,
49020,VIRGINIA                 ,ALLEGHANY,"2,385","6,220","4,529","8,487",833,,
49030,VIRGINIA                 ,AMELIA,"29,564","25,930","-15,419","-49,046","-50,110",,
49040,VIRGINIA                 ,AMHERST,"134,565","159,608","307,470","224,536","218,460",,
49050,VIRGINIA                 ,APPOMATTOX,"73,064","82,562","165,065","105,536","96,688",,
49060,VIRGINIA                 ,ARLINGTON,"-770,831","-906,308","-796,666","-532,295","-591,867",,
49070,VIRGINIA                 ,AUGUSTA,"-401,783","-565,937","-412,908","-365,881","-128,926",,
49080,VIRGINIA                 ,BATH,"-15,027","-6,710","17,954","-10,370","-5,647",,
49088,VIRGINIA                 ,BEDFORD CITY,"72,019","74,959","135,831","87,639","84,341",,
49090,VIRGINIA                 ,BEDFORD,"369,302","387,744","553,374","344,048","219,167",,
49100,VIRGINIA                 ,BLAND,"18,848","22,758","22,526","13,740","-7,184",,
49110,VIRGINIA                 ,BOTETOURT,"247,790","259,777","306,887","178,801","38,928",,
49111,VIRGINIA                 ,BRISTOL CITY,"-308,161","-355,375","-401,449","-300,787","-179,512",,
49120,VIRGINIA                 ,BRUNSWICK,"-83,256","-84,116","-119,550","-50,718","-73,890",,
49130,VIRGINIA                 ,BUCHANAN,"-137,900","-174,574","-165,540","-132,365","-81,861",,
49140,VIRGINIA                 ,BUCKINGHAM,"-45,889","-93,538","-21,898","-22,609","1,200",,
49141,VIRGINIA                 ,BUENA VISTA CITY,"2,883","6,769","15,267","2,638","-2,334",,
49150,VIRGINIA                 ,CAMPBELL,"229,481","222,648","417,646","292,834","295,426",,
49160,VIRGINIA                 ,CAROLINE,"-103,749","-142,932","-160,988","-117,909","-152,733",,
49170,VIRGINIA                 ,CARROLL,"-162,254","-87,920","-99,133","-62,886","-2,866",,
49180,VIRGINIA                 ,CHARLES CITY,"17,904","16,671","-13,179","-26,832","-30,739",,
49190,VIRGINIA                 ,CHARLOTTE,"60,108","3,570","56,577","31,290","25,918",,
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY,"-342,401","-724,314","-265,805","-183,500","-29,642",,
49194,VIRGINIA                 ,CHESAPEAKE CITY,"658,840","425,587","219,225","222,414","11,198",,
49200,VIRGINIA                 ,CHESTERFIELD,"521,990","495,970","-166,826","-684,061","-823,415",,
49210,VIRGINIA                 ,CLARKE,"-116,580","-124,795","-115,855","-67,250","95,294",,
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY,"81,303","88,842","-29,650","-98,792","-125,810",,
49213,VIRGINIA                 ,COVINGTON CITY,"24,414","29,438","48,989","41,149","11,127",,
49220,VIRGINIA                 ,CRAIG,"35,412","50,133","40,940","23,672","7,495",,
49230,VIRGINIA                 ,CULPEPER,"-337,852","-427,657","-339,406","-205,732","-142,461",,
49240,VIRGINIA                 ,CUMBERLAND,"11,042","13,375","-2,160","-14,720","-16,611",,
49241,VIRGINIA                 ,DANVILLE CITY,"-148,486","-242,357","-8,407","194,274","117,521",,
49250,VIRGINIA                 ,DICKENSON,"-151,912","-216,986","-219,049","-131,971","-98,381",,
49260,VIRGINIA                 ,DINWIDDIE,"55,244","57,004","-22,380","-80,760","-86,457",,
49270,VIRGINIA                 ,EMPORIA CITY,"-245,406","-246,328","-260,499","-58,616","-62,075",,
49280,VIRGINIA                 ,ESSEX,"14,146",943,"-10,388","-29,805","-32,206",,
49288,VIRGINIA                 ,FAIRFAX CITY,"-661,050","-911,259","-663,148","-415,992","-444,388",,
49290,VIRGINIA                 ,FAIRFAX,"-4,118,939","-5,866,411","-4,011,436","-2,578,712","-2,812,521",,
49291,VIRGINIA                 ,FALLS CHURCH CITY,"-143,724","-184,174","-143,397","-83,663","-88,214",,
49300,VIRGINIA                 ,FAUQUIER,"-428,820","-475,361","-425,221","-305,107","-277,009",,
