DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
15850,INDIANA                  ,WARREN,-14,84,11,252,-2,,0,47,19,274,-11,
15860,INDIANA                  ,WARRICK,"-1,062","-1,082","-1,408",-627,"-2,325",,"-3,864","-4,040","-1,467",-733,"-3,253",
15870,INDIANA                  ,WASHINGTON,-678,"-3,842",-440,-32,-79,,-398,"-1,844",-255,264,-96,
15880,INDIANA                  ,WAYNE,-645,"1,205",0,"2,190",578,,-206,734,279,"2,731",-107,
15890,INDIANA                  ,WELLS,-94,-122,52,-306,-665,,-9,-82,18,-176,-603,
15900,INDIANA                  ,WHITE,268,363,166,899,-38,,-46,390,53,"1,111",239,
15910,INDIANA                  ,WHITLEY,-686,-405,112,-823,"-1,712",,-571,-141,76,-523,-965,
16000,IOWA                     ,ADAIR,-10,-21,-149,-35,0,,0,0,-32,0,0,
16010,IOWA                     ,ADAMS,0,0,-127,-36,0,,0,0,0,-3,-38,
16020,IOWA                     ,ALLAMAKEE,-36,-98,-133,-53,-236,,-109,-323,-85,-49,-188,
16030,IOWA                     ,APPANOOSE,-69,-416,-133,-95,-349,,-23,-213,-348,-167,-312,
16040,IOWA                     ,AUDUBON,-119,-343,-96,-70,-57,,-34,-321,-93,0,0,
16050,IOWA                     ,BENTON,150,249,10,32,225,,139,25,12,510,358,
16060,IOWA                     ,BLACK HAWK,"-1,913","-2,040","-3,455","-2,036",-287,,"-1,263","-1,926","-2,295","-1,269",-288,
16070,IOWA                     ,BOONE,-121,-639,-243,-173,-117,,-176,-464,-217,-632,-746,
16080,IOWA                     ,BREMER,-57,-145,-165,-122,-2,,-143,-320,-160,-251,-16,
16090,IOWA                     ,BUCHANAN,-110,-908,-547,-210,-309,,-187,-262,-396,-106,-50,
16100,IOWA                     ,BUENA VISTA,-85,-111,-219,-51,-170,,-9,-77,-58,-29,-81,
16110,IOWA                     ,BUTLER,-89,-640,-119,-74,27,,0,0,0,-29,-282,
16120,IOWA                     ,CALHOUN,-106,-366,-85,-35,-205,,-27,-103,-294,-52,-100,
16130,IOWA                     ,CARROLL,-161,"-1,238",-777,-167,-659,,-42,-743,-632,-547,"-1,205",
16140,IOWA                     ,CASS,-260,"-1,283",-354,-162,-338,,-268,-971,-735,-160,-484,
16150,IOWA                     ,CEDAR,-30,-34,-6,-108,-37,,0,0,-2,-20,-33,
16160,IOWA                     ,CERRO GORDO,-744,"-1,623",-605,-537,"-1,078",,-203,"-1,266",-382,-474,-457,
16170,IOWA                     ,CHEROKEE,-122,-325,-194,-214,-180,,7,31,-20,-35,0,
16180,IOWA                     ,CHICKASAW,-41,-513,-120,-126,-66,,-73,-344,-130,-141,-217,
16190,IOWA                     ,CLARKE,0,0,-114,-13,0,,0,-46,-31,-72,0,
16200,IOWA                     ,CLAY,-59,-224,-299,-96,-289,,-321,-695,-46,-30,-156,
16210,IOWA                     ,CLAYTON,-30,-477,-110,-9,-78,,-63,99,-72,11,0,
16220,IOWA                     ,CLINTON,"-1,035","-4,289","-1,609",-594,"-1,118",,-42,"-1,957","-1,215",60,-936,
16230,IOWA                     ,CRAWFORD,-93,-261,-79,-94,-212,,15,-40,-213,-105,-52,
16240,IOWA                     ,DALLAS,336,-436,-871,-744,"-1,699",,"1,095",-662,-871,"-1,337","-2,110",
16250,IOWA                     ,DAVIS,-16,-25,0,0,8,,-35,-117,0,0,-33,
16260,IOWA                     ,DECATUR,-35,-295,-52,-13,0,,-48,-109,0,-39,0,
16270,IOWA                     ,DELAWARE,-68,-398,159,-130,-124,,-31,0,-51,-387,-419,
16280,IOWA                     ,DES MOINES,-84,-744,"-1,076",-105,"-1,038",,-488,"-1,443","-1,247",-680,"-1,811",
16290,IOWA                     ,DICKINSON,-112,-250,-303,-105,-39,,-2,-715,-33,-38,31,
16300,IOWA                     ,DUBUQUE,"-2,470","2,584",-758,704,"1,358",,"-1,212","1,672",-326,534,"1,844",
16310,IOWA                     ,EMMET,-176,-290,-66,-13,-99,,-43,-145,-66,-90,-163,
16320,IOWA                     ,FAYETTE,-151,-285,-399,-201,-668,,-65,-539,-119,-69,-326,
16330,IOWA                     ,FLOYD,-22,-418,-364,-97,-219,,-67,-44,-69,-55,-59,
16340,IOWA                     ,FRANKLIN,-58,-217,0,-35,-101,,0,-127,7,0,0,
16350,IOWA                     ,FREMONT,-140,-453,-270,-127,-90,,-183,-625,-213,-82,-390,
16360,IOWA                     ,GREENE,-28,-102,-50,-22,-190,,-111,-295,-27,-39,-36,
16370,IOWA                     ,GRUNDY,0,-79,-221,-69,-8,,-295,-227,-145,53,-7,
16380,IOWA                     ,GUTHRIE,8,-219,-170,-28,-406,,0,-96,-599,-503,"-1,476",
16390,IOWA                     ,HAMILTON,-53,-245,-162,-44,-152,,-130,-152,-206,-74,-14,
16400,IOWA                     ,HANCOCK,-34,-42,-256,-27,-114,,-126,-379,-149,-137,-43,
16410,IOWA                     ,HARDIN,-182,-439,-308,-134,-210,,-57,-7,21,0,-27,
16420,IOWA                     ,HARRISON,378,445,392,193,-208,,304,158,578,403,-65,
16430,IOWA                     ,HENRY,163,164,-221,-137,-107,,-79,-283,-398,-195,-634,
16440,IOWA                     ,HOWARD,-26,-226,-75,-38,-310,,-12,-76,0,-22,-194,
16450,IOWA                     ,HUMBOLDT,-72,-80,-129,-109,-259,,-2,-54,-109,-141,-218,
16460,IOWA                     ,IDA,-12,0,-25,29,-83,,0,80,-32,-28,-31,
16470,IOWA                     ,IOWA,0,-10,-96,37,0,,-64,-232,-24,-57,-244,
16480,IOWA                     ,JACKSON,-61,-406,-313,-110,-404,,-41,-520,-35,-62,-139,
16490,IOWA                     ,JASPER,-156,-725,-409,-348,-275,,-93,-459,-204,-78,-197,
16500,IOWA                     ,JEFFERSON,-108,-197,-223,-59,-363,,-461,-610,-319,-303,-608,
16510,IOWA                     ,JOHNSON,673,"1,440","2,269","1,637",-675,,243,564,"1,198","1,891",-808,
16520,IOWA                     ,JONES,84,17,133,216,319,,195,-123,-217,121,169,
16530,IOWA                     ,KEOKUK,0,-199,-58,-30,-142,,-89,-281,-106,-90,-159,
16540,IOWA                     ,KOSSUTH,-76,-285,-125,-53,-147,,-333,-604,-34,-96,-73,
16550,IOWA                     ,LEE,-497,-825,-539,-334,-676,,-508,"-1,036",-695,-415,"-1,479",
16560,IOWA                     ,LINN,"1,734","1,549",169,"2,312","2,726",,"1,266",992,218,"1,859","1,425",
16570,IOWA                     ,LOUISA,-36,-443,-69,-53,-37,,0,0,-32,-31,-47,
16580,IOWA                     ,LUCAS,-247,-562,-150,-61,-69,,0,-270,-389,-336,-314,
16590,IOWA                     ,LYON,0,0,-31,-7,-61,,0,0,0,-12,-62,
16600,IOWA                     ,MADISON,150,-35,-176,-138,-370,,42,-57,-284,-131,-266,
16610,IOWA                     ,MAHASKA,-76,-209,-191,-44,-289,,-25,-100,-70,-21,-231,
16620,IOWA                     ,MARION,-228,-591,-138,-59,-434,,-81,-333,-123,-114,-153,
16630,IOWA                     ,MARSHALL,-71,-334,-419,-239,-705,,-106,-861,-115,-148,-695,
16640,IOWA                     ,MILLS,341,161,490,618,-73,,-55,-5,105,550,-143,
16650,IOWA                     ,MITCHELL,-42,-391,-96,-26,-46,,-40,-91,-81,-29,-66,
16660,IOWA                     ,MONONA,-29,-391,-131,-155,-329,,-129,0,-99,-12,-150,
16670,IOWA                     ,MONROE,-28,-88,-98,-45,-179,,-31,0,-46,-12,0,
16680,IOWA                     ,MONTGOMERY,-156,-494,-104,-162,-407,,-46,-271,-66,-21,-20,
16690,IOWA                     ,MUSCATINE,-71,-43,-422,-344,-425,,-300,"-1,034",-342,198,-707,
16700,IOWA                     ,O'BRIEN,-94,-204,-161,-86,-155,,-79,-237,-86,-26,-171,
16710,IOWA                     ,OSCEOLA,-18,-163,-26,0,-99,,0,0,-28,0,-50,
16720,IOWA                     ,PAGE,-157,-794,-196,-119,-279,,-67,-509,-386,-343,-270,
16730,IOWA                     ,PALO ALTO,-79,0,-96,0,-129,,0,-317,-19,0,0,
16740,IOWA                     ,PLYMOUTH,-35,-656,-240,-154,-344,,-197,-220,-279,-124,-236,
16750,IOWA                     ,POCAHONTAS,-18,-43,-190,-103,-69,,0,-127,40,-69,-234,
16760,IOWA                     ,POLK,"9,144","-4,786","-11,889","-11,808","-23,388",,"11,300","-5,652","-12,797","-11,463","-22,192",
16770,IOWA                     ,POTTAWATTAMIE,"4,706","6,642","2,977","3,619","-1,277",,"2,430","4,469","2,445","4,211","-1,416",
16780,IOWA                     ,POWESHIEK,0,0,-190,-46,-113,,-131,-143,0,-43,-21,
16790,IOWA                     ,RINGGOLD,117,0,-57,-10,0,,0,0,0,0,0,
16800,IOWA                     ,SAC,-91,-318,-113,-25,-146,,0,-119,-83,-263,-493,
16810,IOWA                     ,SCOTT,"12,745","26,272","33,540","28,920","9,247",,"13,294","26,515","36,478","37,144","12,749",
16820,IOWA                     ,SHELBY,-109,-298,-556,-51,-474,,-68,-395,-180,-42,-276,
16830,IOWA                     ,SIOUX,-122,-887,-177,-131,-77,,-11,-311,-160,-29,-362,
16840,IOWA                     ,STORY,-660,-202,-168,"-2,329","-2,684",,-960,57,-234,"-2,315","-2,052",
16850,IOWA                     ,TAMA,-52,-135,-223,-52,-83,,-91,-222,-309,-18,0,
16860,IOWA                     ,TAYLOR,-43,-34,-60,-85,-147,,-29,-8,48,-6,-23,
16870,IOWA                     ,UNION,-30,-35,-32,-8,-289,,0,0,-209,-37,-102,
16880,IOWA                     ,VAN BUREN,-83,-91,-227,48,-128,,-188,-50,-49,-15,-19,
16890,IOWA                     ,WAPELLO,-274,"-1,476",-865,-678,-877,,-64,-398,-430,-495,"-1,062",
16900,IOWA                     ,WARREN,"1,744",-640,-889,-618,"-1,750",,752,-454,"-1,151","-1,389","-1,490",
16910,IOWA                     ,WASHINGTON,145,169,657,401,-140,,420,-59,84,306,-365,
16920,IOWA                     ,WAYNE,-63,-49,-87,-14,-40,,-26,-209,-137,-103,-212,
16930,IOWA                     ,WEBSTER,-372,"-1,261","-1,116",-506,"-1,111",,-452,-991,-925,-560,"-1,868",
16940,IOWA                     ,WINNEBAGO,-140,-315,-23,-13,-81,,351,-76,-38,-45,-259,
16950,IOWA                     ,WINNESHIEK,-62,-222,-65,-87,-110,,-72,-200,-148,-34,-65,
16960,IOWA                     ,WOODBURY,-311,"2,731",762,"1,329","-4,923",,-612,"2,649",571,777,"-3,307",
16970,IOWA                     ,WORTH,0,0,-50,-49,-27,,-15,-34,0,0,0,
16980,IOWA                     ,WRIGHT,-156,-105,-77,-168,-368,,-120,-238,-498,-177,-405,
17000,KANSAS                   ,ALLEN,66,-168,-304,-41,-294,,-11,-192,-615,-79,-197,
17010,KANSAS                   ,ANDERSON,-15,-116,-222,-23,-215,,-3,-28,-146,-43,-39,
17020,KANSAS                   ,ATCHISON,-29,-265,-677,-76,-215,,-13,-45,-78,-36,-167,
17030,KANSAS                   ,BARBER,0,-40,0,0,0,,0,0,0,0,0,
17040,KANSAS                   ,BARTON,-8,-56,-359,-75,-454,,-18,-31,-248,-86,-578,
17050,KANSAS                   ,BOURBON,-70,-117,"-1,643",-62,-314,,-270,-283,-180,-139,-349,
17060,KANSAS                   ,BROWN,25,-142,-191,-39,-327,,-10,-45,-49,-26,-211,
17070,KANSAS                   ,BUTLER,"-3,462","-3,850","-3,110","-1,265",94,,"-5,342","-5,488","-6,181","-2,544",195,
17080,KANSAS                   ,CHASE,-4,-15,0,-17,-107,,-10,-14,-99,-22,-127,
17090,KANSAS                   ,CHAUTAUQUA,-4,-236,-261,-5,-92,,0,-122,-25,-25,-142,
17100,KANSAS                   ,CHEROKEE,-86,-455,-963,-22,-394,,-8,-141,-627,-121,-394,
17110,KANSAS                   ,CHEYENNE,-11,-59,-38,-3,-21,,0,-24,0,0,0,
17120,KANSAS                   ,CLARK,-9,-9,-61,0,3,,35,0,0,0,0,
17130,KANSAS                   ,CLAY,0,-14,-8,-11,-58,,-1,-10,-91,-11,-41,
17140,KANSAS                   ,CLOUD,-14,0,-302,-12,-90,,-11,-63,-257,-30,-297,
17150,KANSAS                   ,COFFEY,-3,-39,-303,0,-89,,-20,-200,-347,-1,-70,
17160,KANSAS                   ,COMANCHE,0,0,4,0,0,,-3,-11,-3,0,0,
17170,KANSAS                   ,COWLEY,-128,-72,-447,6,-423,,-24,-117,-586,-433,-34,
17180,KANSAS                   ,CRAWFORD,-244,-814,"-2,811",-201,-628,,-478,"-1,093","-3,417",-317,-973,
17190,KANSAS                   ,DECATUR,0,-17,0,-3,0,,0,5,0,0,0,
17200,KANSAS                   ,DICKINSON,-4,-73,-408,-58,-90,,-78,-308,-853,-100,-371,
17210,KANSAS                   ,DONIPHAN,"1,492","-1,493","-1,178","-1,175",-638,,"2,974","-1,352",-565,-618,-569,
17220,KANSAS                   ,DOUGLAS,"3,587","2,364",575,"1,199","-1,483",,"4,970","2,768","1,222","1,054","-1,732",
17230,KANSAS                   ,EDWARDS,0,0,-4,0,-17,,-39,0,0,-170,15,
17240,KANSAS                   ,ELK,-15,-17,-33,-7,-65,,-39,-209,-156,-17,-130,
17250,KANSAS                   ,ELLIS,-79,-316,-368,-16,-254,,-53,-235,-723,-95,-369,
17260,KANSAS                   ,ELLSWORTH,0,-30,-229,-15,-84,,-3,0,0,-6,-68,
17270,KANSAS                   ,FINNEY,-149,-535,-379,466,-263,,-133,"-1,120","-1,273",-28,2,
17280,KANSAS                   ,FORD,-354,-499,-338,-29,-199,,-49,-185,-142,-40,-66,
17290,KANSAS                   ,FRANKLIN,-66,-342,-455,-676,-706,,-40,-56,-507,-150,-668,
17300,KANSAS                   ,GEARY,-1,-83,-123,-4,-105,,-23,-98,-285,-26,-119,
17310,KANSAS                   ,GOVE,0,0,0,0,0,,0,0,0,0,0,
17320,KANSAS                   ,GRAHAM,-12,-65,0,-3,0,,-1,0,0,0,0,
17330,KANSAS                   ,GRANT,-3,0,-57,-1,-18,,0,0,-48,0,0,
17340,KANSAS                   ,GRAY,0,0,-10,0,0,,-5,0,0,0,-48,
17350,KANSAS                   ,GREELEY,0,0,0,0,0,,0,-15,0,0,0,
17360,KANSAS                   ,GREENWOOD,-174,-300,-682,-123,-222,,-125,"-1,238","-2,465",-155,-497,
17370,KANSAS                   ,HAMILTON,0,0,0,0,0,,0,0,0,0,0,
17380,KANSAS                   ,HARPER,-69,-11,0,-52,-1,,-67,-36,-90,-55,0,
17390,KANSAS                   ,HARVEY,"-1,384","-1,426",-566,-517,47,,-893,"-1,358","-2,543",-665,25,
17391,KANSAS                   ,HASKELL,0,0,0,0,-12,,-12,31,51,12,-129,
17410,KANSAS                   ,HODGEMAN,0,0,0,0,0,,0,0,-48,0,0,
17420,KANSAS                   ,JACKSON,"1,078","1,254",-39,41,178,,"1,161",94,-23,69,145,
17430,KANSAS                   ,JEFFERSON,"1,238",699,-83,147,739,,"1,506",133,-53,314,487,
17440,KANSAS                   ,JEWELL,0,0,0,0,0,,0,0,0,0,0,
17450,KANSAS                   ,JOHNSON,-707,"-5,356","-11,397","-11,332","-7,387",,-604,"-7,312","-12,584","-10,231","-9,501",
17451,KANSAS                   ,KEARNY,0,-16,0,-3,-14,,0,-63,-31,0,0,
17470,KANSAS                   ,KINGMAN,-13,-63,-123,-11,-29,,-6,-32,-437,-449,-31,
17480,KANSAS                   ,KIOWA,-9,-10,0,0,-42,,0,0,0,0,0,
17490,KANSAS                   ,LABETTE,-47,-282,"-1,580",-143,-605,,-248,-416,"-1,037",-151,"-1,013",
17500,KANSAS                   ,LANE,0,0,0,0,0,,0,-16,0,-6,0,
17510,KANSAS                   ,LEAVENWORTH,"-7,456","-1,009","-2,923","-2,190","-1,873",,36,"-1,600","-3,582","-2,376","-2,251",
17520,KANSAS                   ,LINCOLN,-9,0,-79,-9,0,,58,0,0,0,0,
17530,KANSAS                   ,LINN,-15,-126,-412,-520,-245,,-16,-66,-105,-90,-377,
17540,KANSAS                   ,LOGAN,0,0,-31,0,-14,,-18,-94,0,-7,-15,
17550,KANSAS                   ,LYON,120,-157,-669,-39,-405,,-70,-368,"-1,104",-261,-807,
17560,KANSAS                   ,MCPHERSON,-40,-224,-256,-68,-381,,-37,-150,-774,-144,-438,
17570,KANSAS                   ,MARION,-103,-87,-190,-39,-91,,182,-63,-268,-17,-58,
17580,KANSAS                   ,MARSHALL,-7,-83,-75,-60,-31,,0,-53,0,-12,-151,
17590,KANSAS                   ,MEADE,0,0,0,-3,0,,-2,0,0,0,0,
17600,KANSAS                   ,MIAMI,-69,-357,-784,-487,-449,,-11,-275,-531,-629,-626,
17610,KANSAS                   ,MITCHELL,0,0,0,-3,0,,0,0,0,0,-2,
17620,KANSAS                   ,MONTGOMERY,-351,-755,"-1,599",-229,-909,,-257,"-1,298","-3,183",-276,"-1,169",
17630,KANSAS                   ,MORRIS,-5,-14,-41,-7,-77,,-2,-65,-303,-28,-62,
17640,KANSAS                   ,MORTON,0,-17,-42,0,-18,,0,0,-8,0,-2,
17650,KANSAS                   ,NEMAHA,81,-13,-257,-11,-83,,-36,-49,-96,-37,-88,
17660,KANSAS                   ,NEOSHO,-76,-426,-528,-102,-439,,-70,-557,"-1,754",-180,-466,
17670,KANSAS                   ,NESS,0,0,-45,0,0,,-15,-117,-343,-11,-16,
17680,KANSAS                   ,NORTON,-3,-20,-37,-3,0,,-37,-32,0,0,-13,
17690,KANSAS                   ,OSAGE,399,675,-26,116,458,,480,448,-66,119,334,
17700,KANSAS                   ,OSBORNE,0,0,0,0,-14,,-4,-33,-34,0,-87,
17710,KANSAS                   ,OTTAWA,-28,0,0,-17,0,,-1,-129,-323,-55,-180,
17720,KANSAS                   ,PAWNEE,-5,0,-36,-7,-39,,0,0,0,0,-24,
17730,KANSAS                   ,PHILLIPS,-3,0,0,0,-54,,-32,-58,-46,0,0,
17740,KANSAS                   ,POTTAWATOMIE,13,-3,-437,72,10,,-12,-198,-320,-152,1,
17750,KANSAS                   ,PRATT,2,-15,-55,-8,-16,,0,-35,-206,-83,-16,
17760,KANSAS                   ,RAWLINS,0,-19,0,0,0,,0,0,0,0,0,
17770,KANSAS                   ,RENO,-480,-740,"-1,643",-145,-864,,-308,"-1,253","-3,710",-330,"-1,129",
17780,KANSAS                   ,REPUBLIC,0,-91,-62,-2,-19,,0,0,-176,-7,0,
17790,KANSAS                   ,RICE,-23,-71,-241,-20,-40,,-4,-2,-119,-13,-50,
17800,KANSAS                   ,RILEY,-31,-174,-391,-114,-79,,-114,-409,-355,-23,-139,
17810,KANSAS                   ,ROOKS,0,-22,-104,-3,-47,,-9,-46,-55,-1,-61,
17820,KANSAS                   ,RUSH,-3,-18,0,0,-23,,0,0,0,0,0,
17830,KANSAS                   ,RUSSELL,-43,-44,-39,-21,-81,,-13,-59,-86,-21,-94,
17840,KANSAS                   ,SALINE,-53,-609,-987,-145,-494,,-43,-791,"-1,279",-257,-607,
17841,KANSAS                   ,SCOTT,-10,-36,0,0,0,,0,0,0,0,-29,
17860,KANSAS                   ,SEDGWICK,"-28,827","-23,868","-26,257","-15,447","1,067",,"-24,386","-21,590","-38,585","-21,503","1,257",
17870,KANSAS                   ,SEWARD,-40,-48,-300,-10,-81,,-24,0,0,33,-11,
17880,KANSAS                   ,SHAWNEE,"9,787","5,533",-469,"1,746","6,067",,"7,674","5,191",-866,825,"3,462",
17890,KANSAS                   ,SHERIDAN,0,0,0,-2,0,,0,0,0,0,0,
17900,KANSAS                   ,SHERMAN,-5,-67,0,-2,-74,,0,-98,-161,-16,-108,
17910,KANSAS                   ,SMITH,-7,0,0,0,0,,0,0,0,0,-40,
17920,KANSAS                   ,STAFFORD,-4,0,0,-3,-50,,-28,-117,-375,-91,-26,
17921,KANSAS                   ,STANTON,-29,0,0,0,0,,0,0,0,-4,0,
17940,KANSAS                   ,STEVENS,0,-93,-88,-10,-47,,-18,-15,-36,0,-72,
17950,KANSAS                   ,SUMNER,"-1,209",-298,"-1,416",-480,12,,-751,-547,-554,-286,37,
17960,KANSAS                   ,THOMAS,-5,-11,-22,-4,-36,,-18,0,-318,-25,-194,
17970,KANSAS                   ,TREGO,0,-19,0,0,0,,0,0,0,-2,0,
17980,KANSAS                   ,WABAUNSEE,0,29,-56,-1,152,,287,102,-5,59,343,
17981,KANSAS                   ,WALLACE,0,0,0,0,0,,0,0,0,0,0,
17982,KANSAS                   ,WASHINGTON,-2,-81,0,-12,0,,-6,-172,-454,-26,0,
17983,KANSAS                   ,WICHITA,0,-1,0,0,3,,0,0,0,-2,0,
17984,KANSAS                   ,WILSON,-39,-204,-168,-30,-99,,-134,-845,"-1,385",-152,-679,
17985,KANSAS                   ,WOODSON,-51,-157,-665,-44,-61,,-29,-191,-407,-56,-115,
17986,KANSAS                   ,WYANDOTTE,-312,"-4,733","-11,658","-9,829","-9,845",,"-2,731","-6,404","-15,437","-11,016","-9,102",
18000,KENTUCKY                 ,ADAIR,-335,-766,-959,"-1,378","-1,442",,-669,-742,-865,-982,"-1,448",
18010,KENTUCKY                 ,ALLEN,-276,-665,-827,-939,"-1,067",,"-1,102","-1,524","-2,264","-1,758","-1,776",
18020,KENTUCKY                 ,ANDERSON,-766,-299,-437,-582,-616,,-522,-774,-800,"-1,218","-1,099",
18030,KENTUCKY                 ,BALLARD,-221,-125,-243,-223,-359,,-461,-545,-504,-379,-317,
18040,KENTUCKY                 ,BARREN,-729,"-1,105","-1,358","-1,411","-1,004",,"-2,732","-2,452","-2,424","-3,278","-2,561",
18050,KENTUCKY                 ,BATH,-234,-352,-775,-422,-357,,-248,-375,-527,-682,-364,
18060,KENTUCKY                 ,BELL,"-1,377","-1,644","-2,253","-2,412","-1,787",,"-1,867","-4,430","-5,654","-5,029","-4,458",
18070,KENTUCKY                 ,BOONE,"-4,466","-5,096","-1,713","-6,395","-1,086",,"-3,914","-3,339","-2,460","-7,150","-1,206",
18080,KENTUCKY                 ,BOURBON,"-2,070","-1,982",-440,122,86,,"-4,354","-4,886",-749,456,256,
18090,KENTUCKY                 ,BOYD,"-2,335","-4,561","-4,614","-1,380",-446,,"-4,456","-7,739","-5,010","-1,531",-547,
18100,KENTUCKY                 ,BOYLE,-729,-672,"-1,106","-2,339","-1,334",,"-1,988","-1,905","-2,172","-2,783","-2,964",
18110,KENTUCKY                 ,BRACKEN,-816,-648,-333,-806,-68,,-703,-232,-467,-720,-168,
18120,KENTUCKY                 ,BREATHITT,-339,-225,-365,-374,-487,,-669,-555,"-1,360","-1,849","-1,901",
18130,KENTUCKY                 ,BRECKINRIDGE,-536,-313,-337,-557,-753,,-738,-301,-386,-916,-998,
18140,KENTUCKY                 ,BULLITT,"-2,360","-3,707","-1,397",-183,-183,,"-2,632","-4,400","-1,199",-110,-144,
18150,KENTUCKY                 ,BUTLER,-236,-225,-284,-510,-418,,-237,-286,-384,-403,-350,
18160,KENTUCKY                 ,CALDWELL,-389,-415,-469,-564,-412,,-597,-706,"-1,213","-1,260",-802,
18170,KENTUCKY                 ,CALLOWAY,-341,-759,"-1,546","-1,588","-1,567",,-222,"-1,522","-1,197","-1,173","-1,198",
18180,KENTUCKY                 ,CAMPBELL,"-5,887","-3,868","-2,270","-5,624",-919,,"-9,426","-9,833","-3,294","-7,772","-1,119",
18190,KENTUCKY                 ,CARLISLE,-113,-145,-187,-246,-774,,-12,-219,-180,-192,-57,
18191,KENTUCKY                 ,CARROLL,-334,-361,-290,-695,-537,,-467,-309,-390,-580,-451,
18210,KENTUCKY                 ,CARTER,-756,"-1,980","-1,258",-865,-409,,-901,"-1,872","-1,706",-875,-536,
18220,KENTUCKY                 ,CASEY,-590,-654,-820,"-1,327","-1,152",,-932,"-2,464","-2,819","-3,084","-2,799",
18230,KENTUCKY                 ,CHRISTIAN,"-14,680","-13,305","-13,167","-9,861","-15,946",,"-13,120","-24,889","-18,621","-12,102","-24,803",
18240,KENTUCKY                 ,CLARK,"-4,572","-2,408",-554,519,211,,"-10,791","-10,193","-1,200",978,422,
18250,KENTUCKY                 ,CLAY,"-1,091","-1,068","-1,394","-1,511","-2,148",,"-1,313","-1,004","-1,110","-1,633","-1,929",
18260,KENTUCKY                 ,CLINTON,-634,-572,-847,"-1,014",-746,,"-2,143","-3,434","-3,811","-3,782","-3,365",
18270,KENTUCKY                 ,CRITTENDEN,-599,-340,-425,-190,-327,,-103,-309,-281,-222,-627,
18271,KENTUCKY                 ,CUMBERLAND,-326,-423,-730,-732,-588,,"-1,187","-1,189","-1,848","-1,936","-1,563",
18290,KENTUCKY                 ,DAVIESS,"-15,599","-14,268","-12,312","-13,119","-7,980",,"-13,543","-23,341","-17,306","-20,602","-12,302",
18291,KENTUCKY                 ,EDMONSON,194,-173,-473,-724,-643,,25,-383,-631,-631,-314,
18310,KENTUCKY                 ,ELLIOTT,"-2,187",-476,-292,-590,-439,,-29,-116,-438,-700,-599,
18320,KENTUCKY                 ,ESTILL,-325,-348,-558,-923,-948,,-336,-444,"-1,252","-1,142",-919,
18330,KENTUCKY                 ,FAYETTE,"-20,219","-14,985","-3,295","1,590",789,,"-36,718","-32,414","-6,196","3,670","1,841",
18340,KENTUCKY                 ,FLEMING,-347,-420,-577,-338,"-1,023",,-354,"-1,049","-1,089",-899,"-1,089",
18350,KENTUCKY                 ,FLOYD,"-1,105","-1,344","-1,582","-1,710","-1,752",,"-1,193","-1,843","-1,715","-1,936","-1,751",
18360,KENTUCKY                 ,FRANKLIN,"-1,374","-3,372","-2,422","-2,322","-2,354",,"-3,255","-6,666","-5,613","-5,280","-4,803",
18361,KENTUCKY                 ,FULTON,-288,-413,-646,-507,-635,,-498,-444,-730,"-1,205",-904,
18362,KENTUCKY                 ,GALLATIN,-307,-834,-35,-782,-84,,-138,-36,-82,-278,-74,
18390,KENTUCKY                 ,GARRARD,-269,-590,-472,"-1,462",-789,,"-1,091","-1,266","-1,469","-1,826","-1,798",
18400,KENTUCKY                 ,GRANT,"-1,565","-1,668",-481,"-1,927",-455,,"-1,734","-1,040",-445,"-3,110",-463,
18410,KENTUCKY                 ,GRAVES,"-1,010",-565,-688,"-1,423","-1,223",,-399,-650,-725,"-1,797","-2,259",
18420,KENTUCKY                 ,GRAYSON,-884,"-1,328","-2,095","-1,437",-833,,-339,"-1,272","-1,231","-1,873","-2,268",
18421,KENTUCKY                 ,GREEN,-532,-547,-735,-846,-564,,"-1,231","-1,853","-2,701","-3,331","-3,076",
18440,KENTUCKY                 ,GREENUP,"-2,750","-7,452","-5,211","-1,998",-777,,"-2,727","-6,722","-3,636","-1,009",-533,
18450,KENTUCKY                 ,HANCOCK,-665,"-1,727",-749,-919,-419,,-337,-659,"-1,457",-667,-291,
18460,KENTUCKY                 ,HARDIN,"-14,997","-13,556","-14,632","-14,885","-24,659",,"-15,320","-21,797","-19,936","-20,853","-32,273",
18470,KENTUCKY                 ,HARLAN,-921,-886,"-1,295","-1,662","-1,265",,-731,-749,-953,"-1,252","-1,049",
18480,KENTUCKY                 ,HARRISON,-544,-657,-576,-542,-764,,-392,-742,-618,"-1,164","-1,157",
18490,KENTUCKY                 ,HART,-634,-966,-749,-770,-871,,-596,-984,-919,-956,"-1,407",
18500,KENTUCKY                 ,HENDERSON,"-2,704","-4,573","-1,710","-1,064","-4,517",,"-3,645","-4,933","-3,507","-1,280","-3,864",
18510,KENTUCKY                 ,HENRY,-768,"-1,329",-272,-29,-74,,-642,"-1,601",-423,-13,-91,
18511,KENTUCKY                 ,HICKMAN,-38,-78,-28,-183,-74,,-72,-140,-205,-206,-672,
