DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
06290,COLORADO                 ,JEFFERSON,"-49,821","-28,772","-28,074","-55,270","-55,434",,,,,
06300,COLORADO                 ,KIOWA,-183,82,127,116,68,,,,,
06310,COLORADO                 ,KIT CARSON,"1,030",374,-281,-13,-1,,,,,
06320,COLORADO                 ,LAKE,37,37,-267,-468,-387,,,,,
06330,COLORADO                 ,LA PLATA,"13,408","10,110","8,182","4,339","7,810",,,,,
06340,COLORADO                 ,LARIMER,"42,898","26,776","16,176","24,534","36,623",,,,,
06350,COLORADO                 ,LAS ANIMAS,"8,332","6,467","3,003","3,326","4,074",,,,,
06360,COLORADO                 ,LINCOLN,578,156,-375,-287,-103,,,,,
06370,COLORADO                 ,LOGAN,"11,283","9,122","3,746","3,358","5,207",,,,,
06380,COLORADO                 ,MESA,"-16,133","-13,900","-5,156","-15,693","-19,486",,,,,
06390,COLORADO                 ,MINERAL,199,-68,-7,-34,-161,,,,,
06400,COLORADO                 ,MOFFAT,"1,174",254,853,520,721,,,,,
06410,COLORADO                 ,MONTEZUMA,"11,533","8,305","5,123","2,521","3,072",,,,,
06420,COLORADO                 ,MONTROSE,"13,737","12,506","9,909","7,039","6,958",,,,,
06430,COLORADO                 ,MORGAN,"-1,429","3,192","2,217","2,168","2,012",,,,,
06440,COLORADO                 ,OTERO,"15,700","12,167","5,571","6,814","6,469",,,,,
06450,COLORADO                 ,OURAY,479,367,447,445,201,,,,,
06460,COLORADO                 ,PARK,307,484,-235,-554,"-1,515",,,,,
06470,COLORADO                 ,PHILLIPS,"1,734",975,-64,488,173,,,,,
06480,COLORADO                 ,PITKIN,-122,-187,-248,-105,-154,,,,,
06490,COLORADO                 ,PROWERS,"2,904","2,046",510,"1,415","2,341",,,,,
06500,COLORADO                 ,PUEBLO,"142,953","97,426","52,976","63,609","63,638",,,,,
06510,COLORADO                 ,RIO BLANCO,"2,003","1,307",11,-251,16,,,,,
06520,COLORADO                 ,RIO GRANDE,"6,940","4,601","1,154","2,483","2,436",,,,,
06530,COLORADO                 ,ROUTT,"2,504","2,542","1,193",820,"1,427",,,,,
06540,COLORADO                 ,SAGUACHE,"1,998","1,520",287,331,"1,052",,,,,
06550,COLORADO                 ,SAN JUAN,416,160,125,93,135,,,,,
06560,COLORADO                 ,SAN MIGUEL,250,306,102,106,108,,,,,
06570,COLORADO                 ,SEDGWICK,175,922,204,43,220,,,,,
06580,COLORADO                 ,SUMMIT,592,227,"1,258",-141,"-1,115",,,,,
06590,COLORADO                 ,TELLER,"6,790","5,248",219,"1,121","1,029",,,,,
06600,COLORADO                 ,WASHINGTON,448,763,266,290,136,,,,,
06610,COLORADO                 ,WELD,"-19,212","-12,194","-8,523","-16,719","-10,394",,,,,
06620,COLORADO                 ,YUMA,"1,679","1,726",731,610,508,,,,,
06630,COLORADO                 ,BROOMFIELD,"-2,027","-1,290","-1,459","-2,721","-3,148",,,,,
07000,CONNECTICUT              ,FAIRFIELD,"121,996","181,530","271,464","316,114","276,871",,,,,
07010,CONNECTICUT              ,HARTFORD,"-218,158","-383,158","-288,638","-349,889","-315,794",,,,,
07020,CONNECTICUT              ,LITCHFIELD,"-17,951","-53,402","-32,752","-43,770","-39,196",,,,,
07030,CONNECTICUT              ,MIDDLESEX,"-38,479","-63,117","-45,731","-56,236","-43,863",,,,,
07040,CONNECTICUT              ,NEW HAVEN,"-176,561","-110,888","-20,278","13,961","15,923",,,,,
07050,CONNECTICUT              ,NEW LONDON,"-73,147","-143,721","-109,456","-130,984","-121,550",,,,,
07060,CONNECTICUT              ,TOLLAND,"-17,140","-40,949","-34,947","-42,411","-39,126",,,,,
07070,CONNECTICUT              ,WINDHAM,"-9,876","-49,242","-28,312","-48,389","-49,271",,,,,
08000,DELAWARE                 ,KENT,"2,548","-5,066","-1,660",-80,"-1,988",,,,,
08010,DELAWARE                 ,NEW CASTLE,"22,635","-5,966","-3,177","-9,119","-17,893",,,,,
08020,DELAWARE                 ,SUSSEX,"6,281","-14,580","-29,796",995,"-24,249",,,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-142,611","-118,835","-141,961","-119,749","-70,733",,,,,
10000,FLORIDA                  ,ALACHUA,"42,250","49,474","49,309","79,722","64,609",,,,,
10010,FLORIDA                  ,BAKER,"-12,473","-10,401","-10,327","-10,643","-4,214",,,,,
10020,FLORIDA                  ,BAY,"-94,339","-109,007","-76,760","-80,267","-67,435",,,,,
10030,FLORIDA                  ,BRADFORD,-114,"-1,581","-1,582","3,166","4,353",,,,,
10040,FLORIDA                  ,BREVARD,"-215,349","-191,628","-177,519","-147,128","-178,667",,,,,
10050,FLORIDA                  ,BROWARD,"-11,697","19,933","117,719","-144,942","-41,641",,,,,
10060,FLORIDA                  ,CALHOUN,"-6,914","-5,079","-9,126","-5,319","-3,925",,,,,
10070,FLORIDA                  ,CHARLOTTE,"-81,631","-90,893","-46,533","-33,466","-7,989",,,,,
10080,FLORIDA                  ,CITRUS,"-40,807","-21,906","-7,134","-1,694","-11,542",,,,,
10090,FLORIDA                  ,CLAY,"-29,699","-17,388","-14,870","-16,882",-816,,,,,
10100,FLORIDA                  ,COLLIER,"-69,059","-41,356","-57,662","-66,392","-70,099",,,,,
10110,FLORIDA                  ,COLUMBIA,"-34,448","-40,428","-30,339","-21,857","-5,275",,,,,
10120,FLORIDA                  ,MIAMI-DADE,"560,009","280,934","530,142","-21,511","-117,764",,,,,
10130,FLORIDA                  ,DESOTO,"-60,205","-29,788","-16,677","-17,193","-10,878",,,,,
10140,FLORIDA                  ,DIXIE,"5,104","3,372","4,990","10,542","5,402",,,,,
10150,FLORIDA                  ,DUVAL,"-230,376","-132,240","-132,940","-149,984","-18,588",,,,,
10160,FLORIDA                  ,ESCAMBIA,"-187,420","-218,053","-189,440","-188,045","-118,840",,,,,
10170,FLORIDA                  ,FLAGLER,"-42,285","-43,186","-32,219","-29,768","-29,532",,,,,
10180,FLORIDA                  ,FRANKLIN,"-3,284","-3,846","-1,945","-2,228","-2,828",,,,,
10190,FLORIDA                  ,GADSDEN,"-15,781","-16,408","-7,161","-4,268","-15,255",,,,,
10200,FLORIDA                  ,GILCHRIST,"3,901","4,771","4,263","9,344","5,091",,,,,
10210,FLORIDA                  ,GLADES,148,"-1,817","-1,226","-1,945","-4,894",,,,,
10220,FLORIDA                  ,GULF,"-7,048","-9,184","-4,900","-7,158","-6,007",,,,,
10230,FLORIDA                  ,HAMILTON,"-5,393","-4,368","-2,578","-1,010","-2,626",,,,,
10240,FLORIDA                  ,HARDEE,"-15,437","-7,505","-5,306","-5,181","-2,911",,,,,
10250,FLORIDA                  ,HENDRY,"-6,289","-6,946","-9,602","-13,629","-3,688",,,,,
10260,FLORIDA                  ,HERNANDO,"-31,679","-25,519","-15,764","-17,080","-13,784",,,,,
10270,FLORIDA                  ,HIGHLANDS,"-60,149","-39,149","-30,784","-23,159","-32,471",,,,,
10280,FLORIDA                  ,HILLSBOROUGH,"-167,083","-115,425","-42,069","-65,751","-75,218",,,,,
10290,FLORIDA                  ,HOLMES,"-14,806","-11,187","-7,251","-8,081","-3,609",,,,,
10300,FLORIDA                  ,INDIAN RIVER,"-41,892","-42,475","-38,982","-65,392","-73,532",,,,,
10310,FLORIDA                  ,JACKSON,"-17,178","-19,222","-27,216","-26,641","-16,839",,,,,
10320,FLORIDA                  ,JEFFERSON,"-4,397","-4,642","-3,252","-1,343","-2,877",,,,,
10330,FLORIDA                  ,LAFAYETTE,"-1,222","-2,379",72,-770,-795,,,,,
10340,FLORIDA                  ,LAKE,"-123,682","-75,910","-33,950","-5,759","-35,515",,,,,
10350,FLORIDA                  ,LEE,"-91,380","-107,857","-69,981","-2,576","-37,460",,,,,
10360,FLORIDA                  ,LEON,"-36,060","-42,111","-18,993","-11,933","-34,554",,,,,
10370,FLORIDA                  ,LEVY,"2,475","6,369","8,103","17,198","10,450",,,,,
10380,FLORIDA                  ,LIBERTY,"-3,384","-3,726","-3,170","-2,276","-1,834",,,,,
10390,FLORIDA                  ,MADISON,"-6,797","-4,319","-3,838","-1,493","-6,357",,,,,
10400,FLORIDA                  ,MANATEE,"-359,570","-314,565","-241,974","-256,826","-12,367",,,,,
10410,FLORIDA                  ,MARION,"-34,630","-27,277","-13,849","-10,574","8,511",,,,,
10420,FLORIDA                  ,MARTIN,"-15,512","-29,066","-22,392","-45,705","-57,658",,,,,
10430,FLORIDA                  ,MONROE,"-2,308","-5,847",-729,338,"-3,077",,,,,
10440,FLORIDA                  ,NASSAU,"-21,475","-13,848","-11,398","-11,335","-2,619",,,,,
10450,FLORIDA                  ,OKALOOSA,"-25,436","-25,534","-26,287","-17,609","-22,173",,,,,
10460,FLORIDA                  ,OKEECHOBEE,"-8,745","-14,493","-9,721","-21,578","-30,715",,,,,
10470,FLORIDA                  ,ORANGE,"-255,515","-180,530","-117,715","-65,379","-64,905",,,,,
10480,FLORIDA                  ,OSCEOLA,"-61,319","-31,668","-18,290","-4,916","-17,569",,,,,
10490,FLORIDA                  ,PALM BEACH,"116,599","-21,918","-6,577","-135,156","-32,725",,,,,
10500,FLORIDA                  ,PASCO,"-77,929","-53,018","-19,890","-29,867","-37,462",,,,,
10510,FLORIDA                  ,PINELLAS,"-199,444","-122,865","-43,267","-68,345","-77,969",,,,,
10520,FLORIDA                  ,POLK,"-178,028","-132,297","-92,477","-89,724","-90,936",,,,,
10530,FLORIDA                  ,PUTNAM,"-11,889","-3,521","-5,770",-980,"6,334",,,,,
10540,FLORIDA                  ,ST. JOHNS,"-71,317","-76,621","-76,207","-105,049","-69,956",,,,,
10550,FLORIDA                  ,ST. LUCIE,"-50,186","-86,600","-50,777","-100,035","-146,380",,,,,
10560,FLORIDA                  ,SANTA ROSA,"-94,995","-84,023","-77,025","-80,080","-50,650",,,,,
10570,FLORIDA                  ,SARASOTA,"-400,869","-298,408","-193,973","-155,595","-20,841",,,,,
10580,FLORIDA                  ,SEMINOLE,"-67,583","-40,644","-25,394","-13,210","-18,809",,,,,
10590,FLORIDA                  ,SUMTER,"-17,984","-14,118","-7,377","-5,196","-8,617",,,,,
10600,FLORIDA                  ,SUWANNEE,"-11,740","-14,980","-13,114","-8,326",-477,,,,,
10610,FLORIDA                  ,TAYLOR,"-13,052","-12,564","-8,979","-7,312","-7,377",,,,,
10620,FLORIDA                  ,UNION,2,"-1,475",101,"1,521","2,117",,,,,
10630,FLORIDA                  ,VOLUSIA,"-144,848","-118,716","-88,425","-77,265","-98,652",,,,,
10640,FLORIDA                  ,WAKULLA,"-10,467","-11,660","-5,833",-678,"-8,307",,,,,
10650,FLORIDA                  ,WALTON,"-18,373","-16,641","-13,317","-14,528","-11,611",,,,,
10660,FLORIDA                  ,WASHINGTON,"-9,553","-8,774","-9,201","-11,274","-5,955",,,,,
11000,GEORGIA                  ,APPLING,"-9,360","-3,659","-5,225","-4,470",-492,,,,,
11010,GEORGIA                  ,ATKINSON,"-6,183","-4,207","-4,051","-4,028","-4,556",,,,,
11011,GEORGIA                  ,BACON,"-6,661","-3,173","-3,600","-3,888","-2,285",,,,,
11020,GEORGIA                  ,BAKER,"-1,954",-519,"-1,115","-1,498",-753,,,,,
11030,GEORGIA                  ,BALDWIN,"-107,310","-64,268","-125,042","-93,803","-70,877",,,,,
11040,GEORGIA                  ,BANKS,"-5,145","-5,674","-6,384","-3,823","-1,931",,,,,
11050,GEORGIA                  ,BARROW,"-20,857","-17,533","-14,262","-11,578","-2,920",,,,,
11060,GEORGIA                  ,BARTOW,"-28,376","-22,021","-27,256","-14,793","12,633",,,,,
11070,GEORGIA                  ,BEN HILL,"-18,658","-12,252","-17,288","-13,980","-15,355",,,,,
11080,GEORGIA                  ,BERRIEN,"-10,585","-9,242","-10,032","-12,074","-13,498",,,,,
11090,GEORGIA                  ,BIBB,"-228,472","-142,949","-265,448","-289,709","-170,951",,,,,
11100,GEORGIA                  ,BLECKLEY,"-5,137","-3,450","-5,658","-5,979","-2,858",,,,,
11110,GEORGIA                  ,BRANTLEY,"-32,694","-15,290","-21,224","-13,990","-8,003",,,,,
11120,GEORGIA                  ,BROOKS,"-10,548","-3,873","-3,176","-1,127","-2,424",,,,,
11130,GEORGIA                  ,BRYAN,"-7,224","-2,068","-4,707","-3,872",-455,,,,,
11140,GEORGIA                  ,BULLOCH,"-15,642","-8,943","-13,095","-18,974","-9,401",,,,,
11150,GEORGIA                  ,BURKE,"-11,035","-6,258","-9,639","-8,577","-9,880",,,,,
11160,GEORGIA                  ,BUTTS,"-10,217","-7,786","-9,218","-5,149","2,272",,,,,
11161,GEORGIA                  ,CALHOUN,"-4,623","-2,199","-4,837","-6,913","-5,802",,,,,
11170,GEORGIA                  ,CAMDEN,"-31,724","-29,459","-38,593","-40,626","-38,847",,,,,
11180,GEORGIA                  ,CANDLER,"-2,909","-2,205","-3,428","-3,502","-1,026",,,,,
11190,GEORGIA                  ,CARROLL,"-37,937","-26,914","-35,956","-16,301","18,211",,,,,
11200,GEORGIA                  ,CATOOSA,"-18,267","-17,068","-16,111","-19,656","-19,029",,,,,
11210,GEORGIA                  ,CHARLTON,"-7,878","-4,183","-5,787","-5,861","-6,265",,,,,
11220,GEORGIA                  ,CHATHAM,"-38,976","-6,764","-16,171","-17,196","1,787",,,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,892,-900,-335,106,-821,,,,,
11240,GEORGIA                  ,CHATTOOGA,"-11,287","-9,379","-10,222","-6,124","1,773",,,,,
11250,GEORGIA                  ,CHEROKEE,"-20,934","-17,246","-13,748","-6,507","5,651",,,,,
11260,GEORGIA                  ,CLARKE,"-33,409","-34,504","-10,827","-21,845","-34,685",,,,,
11270,GEORGIA                  ,CLAY,-187,131,"-1,274","-1,242","-1,222",,,,,
11280,GEORGIA                  ,CLAYTON,"-50,402","-45,336","-50,058","-23,128","20,617",,,,,
11281,GEORGIA                  ,CLINCH,"-5,382","-2,264","-2,718","-2,134","-5,269",,,,,
11290,GEORGIA                  ,COBB,"-86,837","-80,414","-74,654","-33,660","34,340",,,,,
11291,GEORGIA                  ,COFFEE,"-37,164","-22,285","-26,161","-24,152","-21,188",,,,,
11300,GEORGIA                  ,COLQUITT,"-20,097","-18,180","-24,586","-52,362","-46,294",,,,,
11310,GEORGIA                  ,COLUMBIA,"-20,177","-17,135","-18,924","-16,481","-19,125",,,,,
11311,GEORGIA                  ,COOK,"-10,628","-6,684","-6,771","-8,437","-10,824",,,,,
11320,GEORGIA                  ,COWETA,"-14,174","-14,801","-16,220","-6,330","11,102",,,,,
11330,GEORGIA                  ,CRAWFORD,"-4,290","-4,570","-5,997","-9,543","-3,482",,,,,
11340,GEORGIA                  ,CRISP,"-12,653","-9,493","-16,746","-18,493","-15,450",,,,,
11341,GEORGIA                  ,DADE,"-9,513","-9,152","-9,639","-9,100","-8,111",,,,,
11350,GEORGIA                  ,DAWSON,"-4,854","-3,902","-4,120","-1,642","3,544",,,,,
11360,GEORGIA                  ,DECATUR,"-10,956","-9,873","-12,676","-8,991","-3,165",,,,,
11370,GEORGIA                  ,DEKALB,"-93,777","-88,343","-82,292","-41,914","42,228",,,,,
11380,GEORGIA                  ,DODGE,"-18,817","-18,022","-36,694","-29,130","-21,796",,,,,
11381,GEORGIA                  ,DOOLY,"-5,174","-3,438","-9,439","-9,556","-6,280",,,,,
11390,GEORGIA                  ,DOUGHERTY,"-74,332","-37,618","-69,216","-101,533","-108,804",,,,,
11400,GEORGIA                  ,DOUGLAS,"-21,209","-16,564","-19,101","-8,689","6,231",,,,,
11410,GEORGIA                  ,EARLY,"-2,354",-332,"-5,711","-5,835","-4,175",,,,,
11420,GEORGIA                  ,ECHOLS,-181,-50,-667,-247,-561,,,,,
11421,GEORGIA                  ,EFFINGHAM,"-6,548","-1,149","-2,642","-2,943",-387,,,,,
11430,GEORGIA                  ,ELBERT,"-12,128","-11,524","-7,730","-9,557","-10,968",,,,,
11440,GEORGIA                  ,EMANUEL,"-14,577","-11,811","-14,479","-14,582","-8,802",,,,,
11441,GEORGIA                  ,EVANS,"-2,544","-1,296","-2,612","-3,646","-1,857",,,,,
11450,GEORGIA                  ,FANNIN,"-12,677","-8,998","-9,229","-6,349",29,,,,,
11451,GEORGIA                  ,FAYETTE,"-8,956","-7,647","-8,368","-5,620","3,775",,,,,
11460,GEORGIA                  ,FLOYD,"-36,736","-30,413","-34,180","-16,029","15,769",,,,,
11461,GEORGIA                  ,FORSYTH,"-10,559","-8,485","-6,585","-2,526","5,024",,,,,
11462,GEORGIA                  ,FRANKLIN,"-13,374","-12,453","-13,768","-15,621","-9,299",,,,,
11470,GEORGIA                  ,FULTON,"-124,429","-102,882","-110,658","-54,199","49,101",,,,,
11471,GEORGIA                  ,GILMER,"-23,328","-10,083","-11,197","-9,721","-3,444",,,,,
11480,GEORGIA                  ,GLASCOCK,"-2,899","-2,386","-2,491","-1,461","-2,498",,,,,
11490,GEORGIA                  ,GLYNN,"-87,781","-47,349","-68,191","-46,322","-32,673",,,,,
11500,GEORGIA                  ,GORDON,"-22,157","-14,618","-17,304","-8,796","7,761",,,,,
11510,GEORGIA                  ,GRADY,"-14,953","-11,997","-13,278","-5,779","2,738",,,,,
11520,GEORGIA                  ,GREENE,"-3,609","-4,451","-3,276","-3,908","-4,127",,,,,
11530,GEORGIA                  ,GWINNETT,"-52,696","-49,163","-42,662","-15,418","27,042",,,,,
11540,GEORGIA                  ,HABERSHAM,"-17,305","-16,980","-17,248","-14,308","-7,469",,,,,
11550,GEORGIA                  ,HALL,"-28,863","-22,465","-24,356","-14,139","16,102",,,,,
11560,GEORGIA                  ,HANCOCK,"-11,784","-10,144","-14,915","-10,261","-8,592",,,,,
11570,GEORGIA                  ,HARALSON,"-7,564","-5,374","-7,301","-3,106","4,088",,,,,
11580,GEORGIA                  ,HARRIS,"4,041","-1,277","1,806","2,577",579,,,,,
11581,GEORGIA                  ,HART,"-7,965","-6,033","-6,445","-5,590","-4,642",,,,,
11590,GEORGIA                  ,HEARD,137,"-1,557",-689,"1,123","3,448",,,,,
11591,GEORGIA                  ,HENRY,"-20,759","-18,329","-17,760","-10,065","12,200",,,,,
11600,GEORGIA                  ,HOUSTON,"-86,854","-86,235","-130,030","-162,830","-77,071",,,,,
11601,GEORGIA                  ,IRWIN,"-6,769","-6,118","-6,137","-8,274","-4,939",,,,,
11610,GEORGIA                  ,JACKSON,"-20,343","-16,455","-10,319","-10,220","-6,194",,,,,
11611,GEORGIA                  ,JASPER,"-5,801","-4,065","-3,406","-6,194","-1,821",,,,,
11612,GEORGIA                  ,JEFF DAVIS,"-7,696","-3,102","-4,972","-4,363",864,,,,,
11620,GEORGIA                  ,JEFFERSON,"-10,489","-9,153","-12,838","-10,183","-10,050",,,,,
11630,GEORGIA                  ,JENKINS,"-3,483","-1,821","-2,633","-2,427","-2,663",,,,,
11640,GEORGIA                  ,JOHNSON,"-10,443","-7,932","-11,686","-9,482","-7,215",,,,,
11650,GEORGIA                  ,JONES,"-16,366","-14,451","-25,274","-19,133","-10,790",,,,,
11651,GEORGIA                  ,LAMAR,"-8,106","-5,814","-10,744","-7,052","1,450",,,,,
11652,GEORGIA                  ,LANIER,"-2,430","-1,196",-675,-463,"-4,069",,,,,
11660,GEORGIA                  ,LAURENS,"-42,244","-44,241","-81,437","-72,436","-37,636",,,,,
11670,GEORGIA                  ,LEE,"-10,416","-5,493","-10,527","-16,486","-14,176",,,,,
11680,GEORGIA                  ,LIBERTY,"-5,000",-818,"-3,102","-1,954",-219,,,,,
11690,GEORGIA                  ,LINCOLN,"-2,708","-3,035","-3,711","-3,007","-3,757",,,,,
11691,GEORGIA                  ,LONG,-872,-209,149,-738,974,,,,,
11700,GEORGIA                  ,LOWNDES,"-47,073","-15,135","-14,544","-17,392","-54,067",,,,,
11701,GEORGIA                  ,LUMPKIN,"-7,814","-5,768","-4,713","-1,717","2,618",,,,,
11702,GEORGIA                  ,MCDUFFIE,"-9,400","-7,315","-12,082","-8,058","-9,371",,,,,
11703,GEORGIA                  ,MCINTOSH,"-15,955","-6,447","-14,747","-7,384","-4,498",,,,,
11710,GEORGIA                  ,MACON,"-3,979","-3,470","-7,422","-6,255","-7,615",,,,,
11720,GEORGIA                  ,MADISON,"-13,607","-12,664","-4,340","-7,756","-14,368",,,,,
11730,GEORGIA                  ,MARION,15,-493,"-1,189",-818,"-1,150",,,,,
11740,GEORGIA                  ,MERIWETHER,"4,067",-574,730,"2,714","5,196",,,,,
11741,GEORGIA                  ,MILLER,"-2,550","-1,889","-4,085","-3,697",-184,,,,,
11750,GEORGIA                  ,MITCHELL,"-12,303","-6,536","-7,421","-9,280","-5,729",,,,,
11760,GEORGIA                  ,MONROE,"-12,109","-9,689","-18,194","-18,831","-12,249",,,,,
11770,GEORGIA                  ,MONTGOMERY,"-5,742","-3,064","-4,574","-2,449","3,534",,,,,
11771,GEORGIA                  ,MORGAN,"-4,482","-3,592","-2,145","-2,550","-2,415",,,,,
11772,GEORGIA                  ,MURRAY,"-41,933","-8,548","-12,007","-12,780","-6,451",,,,,
11780,GEORGIA                  ,MUSCOGEE,"25,358","-20,082","-18,562","1,266","-36,677",,,,,
11790,GEORGIA                  ,NEWTON,"-17,045","-17,048","-18,690","-10,386","10,435",,,,,
11800,GEORGIA                  ,OCONEE,"-7,189","-7,229","-2,057","-3,643","-5,385",,,,,
11801,GEORGIA                  ,OGLETHORPE,"-5,203","-7,772","-1,357","-2,850","-4,712",,,,,
11810,GEORGIA                  ,PAULDING,"-16,413","-13,112","-13,981","-6,218","5,810",,,,,
11811,GEORGIA                  ,PEACH,"-28,752","-26,303","-43,710","-49,755","-20,881",,,,,
11812,GEORGIA                  ,PICKENS,"-8,556","-6,351","-8,351","-3,224","3,541",,,,,
11820,GEORGIA                  ,PIERCE,"-42,217","-9,923","-12,257","-11,064","-7,127",,,,,
11821,GEORGIA                  ,PIKE,"-7,077","-4,332","-4,533","-3,043","-1,229",,,,,
