DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
15180,INDIANA                  ,DUBOIS,"-5,943","-5,057","-4,390","-4,671","-1,920",,,,,
15190,INDIANA                  ,ELKHART,"-26,735","-40,363","-41,272","-37,653","-41,466",,,,,
15200,INDIANA                  ,FAYETTE,"19,761","22,570","26,490","23,680","1,668",,,,,
15210,INDIANA                  ,FLOYD,"-35,249","-28,176","-47,199","-17,885","-9,304",,,,,
15220,INDIANA                  ,FOUNTAIN,"1,442","1,731","1,235","2,396",402,,,,,
15230,INDIANA                  ,FRANKLIN,"1,264",79,"4,656","2,750",-902,,,,,
15240,INDIANA                  ,FULTON,"-1,524",343,-820,-227,"-2,003",,,,,
15250,INDIANA                  ,GIBSON,"-5,426","-2,771","-2,237","-1,961",-519,,,,,
15260,INDIANA                  ,GRANT,-951,568,"3,855","10,053","13,530",,,,,
15270,INDIANA                  ,GREENE,"3,672",-809,"-2,461","-1,101",824,,,,,
15280,INDIANA                  ,HAMILTON,-555,804,775,"14,130","17,994",,,,,
15290,INDIANA                  ,HANCOCK,-518,199,-54,"9,770","12,052",,,,,
15300,INDIANA                  ,HARRISON,"-10,195","-11,418","-13,220","-5,313","-2,827",,,,,
15310,INDIANA                  ,HENDRICKS,-105,"1,252",864,"11,557","17,227",,,,,
15320,INDIANA                  ,HENRY,"6,484","7,949","5,577","9,976","13,783",,,,,
15330,INDIANA                  ,HOWARD,"-94,306","-89,855","-83,648","-108,009","-46,985",,,,,
15340,INDIANA                  ,HUNTINGTON,"1,036","12,725","15,598","14,962","6,846",,,,,
15350,INDIANA                  ,JACKSON,"-1,693","-1,355","-3,280","3,321","8,008",,,,,
15360,INDIANA                  ,JASPER,207,-30,485,"2,062","1,670",,,,,
15370,INDIANA                  ,JAY,"4,352","4,732","7,466","7,018","4,741",,,,,
15380,INDIANA                  ,JEFFERSON,"-11,096","-16,627","-14,384","-6,189","-9,106",,,,,
15390,INDIANA                  ,JENNINGS,"-3,545","-2,999","-4,520","2,253","3,073",,,,,
15400,INDIANA                  ,JOHNSON,-980,"1,240",250,"19,497","31,084",,,,,
15410,INDIANA                  ,KNOX,"-2,747","-9,900","-8,727","-3,294","-6,139",,,,,
15420,INDIANA                  ,KOSCIUSKO,"7,099","14,576","8,952","11,992","6,364",,,,,
15430,INDIANA                  ,LAGRANGE,-829,-143,685,"3,133",339,,,,,
15440,INDIANA                  ,LAKE,"-60,037","-3,560","60,846","26,425","25,402",,,,,
15450,INDIANA                  ,LA PORTE,"-43,658","15,458",169,"13,149","7,827",,,,,
15460,INDIANA                  ,LAWRENCE,-784,"-1,520","-3,749","-1,536","2,466",,,,,
15470,INDIANA                  ,MADISON,"1,673","4,249","1,767","19,804","43,687",,,,,
15480,INDIANA                  ,MARION,"-7,073","12,194","10,208","191,348","278,521",,,,,
15490,INDIANA                  ,MARSHALL,"-9,303","-3,981","-4,834","-5,047","-8,595",,,,,
15500,INDIANA                  ,MARTIN,"-2,056","-2,351","-1,914","-1,751","-1,377",,,,,
15510,INDIANA                  ,MIAMI,"-7,564","-8,291","-5,704","-12,596","-1,777",,,,,
15520,INDIANA                  ,MONROE,"-1,825","-5,451","-12,818","-3,809","6,349",,,,,
15530,INDIANA                  ,MONTGOMERY,31,"2,356",201,"2,433","3,277",,,,,
15540,INDIANA                  ,MORGAN,-724,846,317,"12,752","20,278",,,,,
15550,INDIANA                  ,NEWTON,903,"1,712","2,377","1,679","2,394",,,,,
15560,INDIANA                  ,NOBLE,-354,"3,435","-1,239","2,220","-1,809",,,,,
15570,INDIANA                  ,OHIO,"-1,217","-2,321","-1,221",-846,"-1,229",,,,,
15580,INDIANA                  ,ORANGE,"-1,809","-2,839","-2,386","-1,512",-188,,,,,
15590,INDIANA                  ,OWEN,-82,"-1,349","-2,273",-902,"2,001",,,,,
15600,INDIANA                  ,PARKE,"3,842",361,-523,775,"1,659",,,,,
15610,INDIANA                  ,PERRY,"-4,982","-3,669","-1,205",-901,-823,,,,,
15620,INDIANA                  ,PIKE,"-3,509","-3,643","-2,711","-2,694",-970,,,,,
15630,INDIANA                  ,PORTER,"-19,629","-11,614","-44,048","16,513","24,927",,,,,
15640,INDIANA                  ,POSEY,"-6,754","-3,677","-1,871","-1,601",-640,,,,,
15650,INDIANA                  ,PULASKI,-962,-74,-891,-761,-217,,,,,
15660,INDIANA                  ,PUTNAM,927,389,-312,"4,379","3,963",,,,,
15670,INDIANA                  ,RANDOLPH,"2,875","3,364","5,837","1,832",390,,,,,
15680,INDIANA                  ,RIPLEY,"-4,192","-4,950","-4,690","-1,076","-2,393",,,,,
15690,INDIANA                  ,RUSH,100,725,481,"2,601","3,433",,,,,
15700,INDIANA                  ,ST. JOSEPH,"-80,484","-51,057","-65,585","-51,016","-60,211",,,,,
15710,INDIANA                  ,SCOTT,"-6,552","-6,559","-11,912","-3,237","-1,480",,,,,
15720,INDIANA                  ,SHELBY,-179,748,742,"11,048","16,688",,,,,
15730,INDIANA                  ,SPENCER,"-7,599","-4,686","-1,583","-1,048",-441,,,,,
15740,INDIANA                  ,STARKE,"-5,902","-2,388","-4,265","3,663","1,383",,,,,
15750,INDIANA                  ,STEUBEN,32,"2,459","3,197","2,706","2,224",,,,,
15760,INDIANA                  ,SULLIVAN,"6,234","1,494","-1,034",522,"-1,248",,,,,
15770,INDIANA                  ,SWITZERLAND,"-2,952","-3,603","-2,991","-1,761","-2,049",,,,,
15780,INDIANA                  ,TIPPECANOE,"48,006","54,926","22,527","13,534","3,067",,,,,
15790,INDIANA                  ,TIPTON,"-4,693","-3,185","-1,755","-1,638","1,300",,,,,
15800,INDIANA                  ,UNION,-575,"-1,619",-887,"1,301",-359,,,,,
15810,INDIANA                  ,VANDERBURGH,"-83,152","-37,297","-29,230","-21,456","-3,227",,,,,
15820,INDIANA                  ,VERMILLION,"5,950","1,662",-525,"2,570","1,691",,,,,
15830,INDIANA                  ,VIGO,"67,625","9,107","-8,846","5,462","10,481",,,,,
15840,INDIANA                  ,WABASH,"1,755","5,227","7,758","5,114","3,495",,,,,
15850,INDIANA                  ,WARREN,"1,732","1,897",444,164,-58,,,,,
15860,INDIANA                  ,WARRICK,"-10,760","-6,322","-3,837","-3,263",-851,,,,,
15870,INDIANA                  ,WASHINGTON,"-6,606","-6,075","-9,583","-3,530","-1,654",,,,,
15880,INDIANA                  ,WAYNE,"-15,214","-30,992","-19,285","-10,811","-23,646",,,,,
15890,INDIANA                  ,WELLS,"4,194","8,284","7,926","10,485","4,274",,,,,
15900,INDIANA                  ,WHITE,"5,323","7,962","2,535","2,403",-373,,,,,
15910,INDIANA                  ,WHITLEY,"4,163","8,951","11,999","11,655","6,300",,,,,
16000,IOWA                     ,ADAIR,-296,70,-875,-240,421,,,,,
16010,IOWA                     ,ADAMS,-945,-601,"-2,152",-891,-531,,,,,
16020,IOWA                     ,ALLAMAKEE,848,558,-399,-276,621,,,,,
16030,IOWA                     ,APPANOOSE,"-1,821",136,"-1,342",-236,"-2,237",,,,,
16040,IOWA                     ,AUDUBON,622,319,-124,-16,-551,,,,,
16050,IOWA                     ,BENTON,793,823,"-2,650","-1,642","1,652",,,,,
16060,IOWA                     ,BLACK HAWK,"-20,960","-37,970","-62,257","-33,123","17,009",,,,,
16070,IOWA                     ,BOONE,742,-550,"1,349",-203,"-2,965",,,,,
16080,IOWA                     ,BREMER,"-1,063","-2,595","-3,810","-1,010","1,197",,,,,
16090,IOWA                     ,BUCHANAN,-130,"-1,628","-2,658",-230,"1,078",,,,,
16100,IOWA                     ,BUENA VISTA,3,435,-832,586,-490,,,,,
16110,IOWA                     ,BUTLER,"-1,035","-3,309","-5,927","-2,433",643,,,,,
16120,IOWA                     ,CALHOUN,"-1,730","-2,498","-2,998","-3,664","-2,818",,,,,
16130,IOWA                     ,CARROLL,"-3,664","-2,379","-5,641","-1,062","-4,867",,,,,
16140,IOWA                     ,CASS,"2,378","3,399","2,303","2,992","2,199",,,,,
16150,IOWA                     ,CEDAR,"1,672","2,799","2,435","2,172","1,658",,,,,
16160,IOWA                     ,CERRO GORDO,"-16,225","-23,537","-88,003","-27,477","-4,648",,,,,
16170,IOWA                     ,CHEROKEE,"-1,301",-777,"-1,534",-548,-981,,,,,
16180,IOWA                     ,CHICKASAW,-414,-512,"-1,312","-1,381",72,,,,,
16190,IOWA                     ,CLARKE,771,435,70,-229,-604,,,,,
16200,IOWA                     ,CLAY,"-4,472","-4,602","-7,240","-2,035","-3,939",,,,,
16210,IOWA                     ,CLAYTON,-130,77,-363,-253,-639,,,,,
16220,IOWA                     ,CLINTON,"7,800","9,544","15,424","23,150","21,690",,,,,
16230,IOWA                     ,CRAWFORD,"1,273","1,262","2,738","1,124",724,,,,,
16240,IOWA                     ,DALLAS,"2,330","2,508","-1,002",-740,"-2,488",,,,,
16250,IOWA                     ,DAVIS,-554,-751,"-1,075","-1,032",-409,,,,,
16260,IOWA                     ,DECATUR,297,335,98,415,-852,,,,,
16270,IOWA                     ,DELAWARE,-362,440,-608,332,-700,,,,,
16280,IOWA                     ,DES MOINES,"13,405","31,267","42,127","33,674","14,884",,,,,
16290,IOWA                     ,DICKINSON,"-3,390","-1,579","-5,251","-2,149","-2,471",,,,,
16300,IOWA                     ,DUBUQUE,"-17,764","-14,094","-16,359","-4,681","-3,270",,,,,
16310,IOWA                     ,EMMET,-619,65,94,-539,-807,,,,,
16320,IOWA                     ,FAYETTE,-612,-265,"-2,217","-1,020","1,300",,,,,
16330,IOWA                     ,FLOYD,"-3,964","-4,302","-18,529","-5,983",-663,,,,,
16340,IOWA                     ,FRANKLIN,-863,"-1,939","-3,703","-3,530",-317,,,,,
16350,IOWA                     ,FREMONT,"1,519","1,835","1,964","2,180","1,505",,,,,
16360,IOWA                     ,GREENE,-462,"-1,053",504,-239,-940,,,,,
16370,IOWA                     ,GRUNDY,-239,-188,-975,-786,278,,,,,
16380,IOWA                     ,GUTHRIE,292,80,-218,-341,-746,,,,,
16390,IOWA                     ,HAMILTON,-547,"-1,756","1,701",-894,"-2,387",,,,,
16400,IOWA                     ,HANCOCK,"-1,052","-1,842","-5,992","-2,016",-592,,,,,
16410,IOWA                     ,HARDIN,-110,-942,"-1,446",-580,47,,,,,
16420,IOWA                     ,HARRISON,"6,535","5,479","6,782","5,997","4,776",,,,,
16430,IOWA                     ,HENRY,"2,376","6,616","9,152","4,824","4,254",,,,,
16440,IOWA                     ,HOWARD,"-1,044",-898,"-2,422","-1,385",-468,,,,,
16450,IOWA                     ,HUMBOLDT,"-1,292","-1,819","-1,298","-3,840","-2,770",,,,,
16460,IOWA                     ,IDA,-482,-97,15,361,-487,,,,,
16470,IOWA                     ,IOWA,"2,066","2,787","3,617","3,965","2,501",,,,,
16480,IOWA                     ,JACKSON,-745,650,64,"2,130","1,587",,,,,
16490,IOWA                     ,JASPER,-775,61,"-6,112","-1,406","-3,415",,,,,
16500,IOWA                     ,JEFFERSON,919,"1,547","1,688",-656,"1,417",,,,,
16510,IOWA                     ,JOHNSON,"25,518","40,982","52,289","38,628","33,400",,,,,
16520,IOWA                     ,JONES,"1,104","2,194",486,"1,519","1,936",,,,,
16530,IOWA                     ,KEOKUK,216,-427,"3,125",745,"1,939",,,,,
16540,IOWA                     ,KOSSUTH,-895,"-1,134","-4,621","-2,749",-932,,,,,
16550,IOWA                     ,LEE,"-4,404","1,514","-3,207",742,"-3,713",,,,,
16560,IOWA                     ,LINN,"7,462","8,297","-23,059","-10,446","6,646",,,,,
16570,IOWA                     ,LOUISA,"1,454","3,915","5,376","3,761","2,453",,,,,
16580,IOWA                     ,LUCAS,479,571,497,31,-128,,,,,
16590,IOWA                     ,LYON,825,"2,213","3,932","3,899",-4,,,,,
16600,IOWA                     ,MADISON,"1,283","1,242",-159,-586,-526,,,,,
16610,IOWA                     ,MAHASKA,-520,"1,340",367,"-1,060",-167,,,,,
16620,IOWA                     ,MARION,"2,288","1,877",716,"1,160",-456,,,,,
16630,IOWA                     ,MARSHALL,"1,613","3,887","6,082","-1,854","-6,534",,,,,
16640,IOWA                     ,MILLS,"5,248","7,724","9,923","7,480","5,691",,,,,
16650,IOWA                     ,MITCHELL,-418,"-2,623","-2,740",-727,-179,,,,,
16660,IOWA                     ,MONONA,846,"1,361","1,416",-82,-681,,,,,
16670,IOWA                     ,MONROE,-7,"-1,117",58,-627,-347,,,,,
16680,IOWA                     ,MONTGOMERY,"2,223","2,824","1,775","1,972","1,750",,,,,
16690,IOWA                     ,MUSCATINE,"-1,574","2,367",-744,"5,002","4,050",,,,,
16700,IOWA                     ,O'BRIEN,496,"1,125","1,792","2,058",-726,,,,,
16710,IOWA                     ,OSCEOLA,149,594,427,"2,161",109,,,,,
16720,IOWA                     ,PAGE,"2,367","3,614","2,208","3,125","1,889",,,,,
16730,IOWA                     ,PALO ALTO,-416,-186,"-3,869",-629,-968,,,,,
16740,IOWA                     ,PLYMOUTH,-284,-96,"1,684",398,"-1,547",,,,,
16750,IOWA                     ,POCAHONTAS,-846,"-2,044","-1,841","-2,099",-953,,,,,
16760,IOWA                     ,POLK,"51,975","55,124",99,"-10,755","-19,244",,,,,
16770,IOWA                     ,POTTAWATTAMIE,"38,293","42,878","54,425","43,489","36,003",,,,,
16780,IOWA                     ,POWESHIEK,"2,739","2,495","2,850","1,269","1,524",,,,,
16790,IOWA                     ,RINGGOLD,227,675,57,-104,-5,,,,,
16800,IOWA                     ,SAC,"-1,485",-538,"-1,227",-788,"-1,392",,,,,
16810,IOWA                     ,SCOTT,"32,116","27,998","46,996","79,330","69,999",,,,,
16820,IOWA                     ,SHELBY,-340,"1,886",202,-113,"1,248",,,,,
16830,IOWA                     ,SIOUX,"1,467","1,603","5,063","4,092",-610,,,,,
16840,IOWA                     ,STORY,"-1,287",-527,"3,823",-537,"-9,594",,,,,
16850,IOWA                     ,TAMA,119,751,"-1,120",-948,-852,,,,,
16860,IOWA                     ,TAYLOR,"-1,030",-453,"-1,683",-431,-224,,,,,
16870,IOWA                     ,UNION,823,933,-200,483,349,,,,,
16880,IOWA                     ,VAN BUREN,"-1,257",618,"-1,726","-1,495",-374,,,,,
16890,IOWA                     ,WAPELLO,"-23,348","-28,018","-34,070","-26,958","-13,961",,,,,
16900,IOWA                     ,WARREN,"3,667","3,688",662,-694,"-1,213",,,,,
16910,IOWA                     ,WASHINGTON,"3,284","5,663","7,213","5,523","4,821",,,,,
16920,IOWA                     ,WAYNE,163,53,-324,-366,-198,,,,,
16930,IOWA                     ,WEBSTER,"-7,807","-12,353","-10,473","-17,463","-18,318",,,,,
16940,IOWA                     ,WINNEBAGO,"-1,714","-2,295","-9,714","-2,553",-846,,,,,
16950,IOWA                     ,WINNESHIEK,-33,-29,-950,-316,147,,,,,
16960,IOWA                     ,WOODBURY,"-4,645","-1,428","12,258","8,230","-18,653",,,,,
16970,IOWA                     ,WORTH,-935,"-1,899","-6,808","-2,443",-377,,,,,
16980,IOWA                     ,WRIGHT,-927,"-1,584","-2,766","-2,182","-1,488",,,,,
17000,KANSAS                   ,ALLEN,"-2,274","-2,670","-2,432","-3,011",-906,,,,,
17010,KANSAS                   ,ANDERSON,-89,-378,"-1,328","-1,341",-612,,,,,
17020,KANSAS                   ,ATCHISON,-526,-709,"-3,232","-2,052",-892,,,,,
17030,KANSAS                   ,BARBER,-319,-454,-758,"-1,546",-394,,,,,
17040,KANSAS                   ,BARTON,"-13,995","-10,805","-8,110","-14,154","-3,988",,,,,
17050,KANSAS                   ,BOURBON,"-1,663",-385,"8,327","4,191","-2,616",,,,,
17060,KANSAS                   ,BROWN,167,"1,682",-507,-422,-141,,,,,
17070,KANSAS                   ,BUTLER,"-19,187","-20,460","-21,195","-23,609","-9,240",,,,,
17080,KANSAS                   ,CHASE,196,821,-311,-131,-101,,,,,
17090,KANSAS                   ,CHAUTAUQUA,-707,"-1,211","-1,827","-2,537",-912,,,,,
17100,KANSAS                   ,CHEROKEE,"-26,138","-46,869","-51,178","-23,689","-15,184",,,,,
17110,KANSAS                   ,CHEYENNE,-92,-34,-80,-338,-75,,,,,
17120,KANSAS                   ,CLARK,-85,-341,-250,-510,-39,,,,,
17130,KANSAS                   ,CLAY,248,-418,"1,184",158,707,,,,,
17140,KANSAS                   ,CLOUD,"-2,332","-1,660","-3,917","4,326",-350,,,,,
17150,KANSAS                   ,COFFEY,8,-53,"-1,855","-3,110",-386,,,,,
17160,KANSAS                   ,COMANCHE,-840,-409,"-1,831",-477,-96,,,,,
17170,KANSAS                   ,COWLEY,"-5,058","-4,854","-5,943","-9,435","-2,817",,,,,
17180,KANSAS                   ,CRAWFORD,"-33,533","-62,638","-62,116","-34,240","-23,459",,,,,
17190,KANSAS                   ,DECATUR,-585,-178,-408,-492,-570,,,,,
17200,KANSAS                   ,DICKINSON,"-8,687","-6,890","-6,722","-1,331",-9,,,,,
17210,KANSAS                   ,DONIPHAN,"-1,041",-964,"-3,283","-1,969","-1,079",,,,,
17220,KANSAS                   ,DOUGLAS,-682,-815,"-9,495","-18,994","-4,855",,,,,
17230,KANSAS                   ,EDWARDS,-131,-120,-258,-452,-171,,,,,
17240,KANSAS                   ,ELK,-928,"-1,022","-1,000","-2,539",-238,,,,,
17250,KANSAS                   ,ELLIS,"-4,364","-1,350","-4,290","-5,472","-3,608",,,,,
17260,KANSAS                   ,ELLSWORTH,"-1,972","-1,766",-993,"-1,663","-1,276",,,,,
17270,KANSAS                   ,FINNEY,"-16,369","-17,875","-19,926","-14,972","-1,543",,,,,
17280,KANSAS                   ,FORD,"-5,746","-4,412","-6,757","-6,950","-4,293",,,,,
17290,KANSAS                   ,FRANKLIN,"2,282","2,383","-1,127","-4,063","-1,795",,,,,
17300,KANSAS                   ,GEARY,"-40,768","-39,798","-30,894","4,789","5,783",,,,,
17310,KANSAS                   ,GOVE,-227,-342,-125,-390,-281,,,,,
17320,KANSAS                   ,GRAHAM,-364,-413,-564,-774,-392,,,,,
17330,KANSAS                   ,GRANT,-844,"-2,283",-981,"-1,190",-445,,,,,
17340,KANSAS                   ,GRAY,"-1,000",-672,"-1,278","-1,851",-77,,,,,
17350,KANSAS                   ,GREELEY,-170,-928,-294,-132,-35,,,,,
17360,KANSAS                   ,GREENWOOD,"-2,584","-1,962","-2,308","-2,618","-1,238",,,,,
17370,KANSAS                   ,HAMILTON,-302,-490,-606,-333,-442,,,,,
17380,KANSAS                   ,HARPER,-743,"-1,060",-994,"-1,483",-257,,,,,
17390,KANSAS                   ,HARVEY,"-14,344","-13,068","-16,769","-18,508","-7,184",,,,,
17391,KANSAS                   ,HASKELL,-319,-497,-620,"-1,227",-355,,,,,
17410,KANSAS                   ,HODGEMAN,-360,-166,-498,-498,-547,,,,,
17420,KANSAS                   ,JACKSON,912,"3,669","1,253",-859,-189,,,,,
17430,KANSAS                   ,JEFFERSON,"1,389","3,248",254,"-2,298",-377,,,,,
17440,KANSAS                   ,JEWELL,-560,"-1,078",10,-360,-54,,,,,
17450,KANSAS                   ,JOHNSON,"17,370","19,762","-3,891","-27,513","-15,502",,,,,
17451,KANSAS                   ,KEARNY,-754,-590,-921,-397,-154,,,,,
17470,KANSAS                   ,KINGMAN,"-1,778",-951,"-1,768","-1,578","-1,144",,,,,
17480,KANSAS                   ,KIOWA,-704,-353,-679,-461,-170,,,,,
17490,KANSAS                   ,LABETTE,"-28,570","-41,751","-50,303","-19,071","-6,692",,,,,
17500,KANSAS                   ,LANE,-315,-371,-585,-204,-95,,,,,
17510,KANSAS                   ,LEAVENWORTH,"4,460","4,595","-2,164","-6,605","-3,029",,,,,
17520,KANSAS                   ,LINCOLN,-965,"-1,184","-2,032",-418,-400,,,,,
17530,KANSAS                   ,LINN,766,872,"2,431",520,-788,,,,,
17540,KANSAS                   ,LOGAN,-500,-167,-360,-369,-323,,,,,
17550,KANSAS                   ,LYON,"-2,882",205,"-5,968","-8,691","-2,293",,,,,
17560,KANSAS                   ,MCPHERSON,"-6,621","-8,460","-7,187","-7,960","-3,728",,,,,
17570,KANSAS                   ,MARION,"-3,402","-6,701","-5,520","-4,959","-1,117",,,,,
17580,KANSAS                   ,MARSHALL,"1,156","1,069",565,965,"1,679",,,,,
17590,KANSAS                   ,MEADE,"-1,271",-502,-475,-410,-294,,,,,
17600,KANSAS                   ,MIAMI,"1,909","1,671","-1,221","-3,549","-1,947",,,,,
17610,KANSAS                   ,MITCHELL,-822,-535,"-2,008","-1,245",-71,,,,,
17620,KANSAS                   ,MONTGOMERY,"-15,678","-14,060","-20,520","-29,135","-11,926",,,,,
17630,KANSAS                   ,MORRIS,"-1,985","-1,410","-2,093",280,"2,286",,,,,
17640,KANSAS                   ,MORTON,-748,"-1,470","-1,373","-1,227",-419,,,,,
17650,KANSAS                   ,NEMAHA,"1,340",700,337,-263,8,,,,,
17660,KANSAS                   ,NEOSHO,"-4,240","-7,312","-7,538","-3,135","-2,512",,,,,
17670,KANSAS                   ,NESS,-678,-176,-257,-932,-458,,,,,
17680,KANSAS                   ,NORTON,-690,-391,-596,"-1,059",-306,,,,,
17690,KANSAS                   ,OSAGE,"2,339","3,985","1,653","-2,391",-51,,,,,
17700,KANSAS                   ,OSBORNE,-399,-406,"-1,106",-484,-233,,,,,
17710,KANSAS                   ,OTTAWA,"-1,966",-778,"-1,112","-1,331",-284,,,,,
17720,KANSAS                   ,PAWNEE,"-1,288",-907,-844,"-2,764",-278,,,,,
17730,KANSAS                   ,PHILLIPS,-895,-337,-509,-125,-278,,,,,
17740,KANSAS                   ,POTTAWATOMIE,"-4,291","-2,043","-2,345","4,595",708,,,,,
17750,KANSAS                   ,PRATT,"-2,595","-3,658","-3,026","-2,066",-899,,,,,
17760,KANSAS                   ,RAWLINS,-446,-357,-77,-430,-152,,,,,
17770,KANSAS                   ,RENO,"-18,146","-22,648","-27,855","-30,067","-15,141",,,,,
17780,KANSAS                   ,REPUBLIC,-204,-379,-344,465,"2,045",,,,,
17790,KANSAS                   ,RICE,"-3,460","-2,584","-2,880","-5,314","-1,708",,,,,
17800,KANSAS                   ,RILEY,"2,817","9,154","6,618","13,238","10,695",,,,,
17810,KANSAS                   ,ROOKS,"-1,235",-604,-882,"-1,820","-1,514",,,,,
17820,KANSAS                   ,RUSH,-561,-508,-502,-702,-820,,,,,
17830,KANSAS                   ,RUSSELL,"-1,507",-866,"-2,069","-2,240",-971,,,,,
17840,KANSAS                   ,SALINE,"-32,947","-29,718","-33,502","-33,784","-3,073",,,,,
17841,KANSAS                   ,SCOTT,-313,-341,-619,-742,-195,,,,,
17860,KANSAS                   ,SEDGWICK,"-131,903","-126,700","-158,937","-170,981","-66,498",,,,,
17870,KANSAS                   ,SEWARD,"-6,778","-7,445","-4,255","-3,594","-1,378",,,,,
17880,KANSAS                   ,SHAWNEE,"58,577","79,186","28,356","-21,367","2,187",,,,,
17890,KANSAS                   ,SHERIDAN,-26,-33,-89,-372,-66,,,,,
17900,KANSAS                   ,SHERMAN,-583,-119,-588,"-1,157",-709,,,,,
17910,KANSAS                   ,SMITH,-140,-187,"-1,091",-389,-199,,,,,
17920,KANSAS                   ,STAFFORD,"-1,588","-1,147","-1,908","-2,156",-408,,,,,
17921,KANSAS                   ,STANTON,-186,-199,-15,-25,-54,,,,,
17940,KANSAS                   ,STEVENS,-910,"-1,841","-1,190",-598,-377,,,,,
17950,KANSAS                   ,SUMNER,"-6,693","-6,618","-7,960","-8,276","-3,954",,,,,
17960,KANSAS                   ,THOMAS,-661,-335,"-1,110","-1,112",-865,,,,,
17970,KANSAS                   ,TREGO,-228,-101,-612,-302,-515,,,,,
17980,KANSAS                   ,WABAUNSEE,856,983,"1,385",27,189,,,,,
17981,KANSAS                   ,WALLACE,-151,-76,-121,-214,-150,,,,,
17982,KANSAS                   ,WASHINGTON,142,522,689,"1,359",455,,,,,
17983,KANSAS                   ,WICHITA,-676,-381,-204,-143,24,,,,,
17984,KANSAS                   ,WILSON,"-2,811","-2,487","-2,911","-4,331","-1,818",,,,,
17985,KANSAS                   ,WOODSON,-411,"-1,392","-1,136","-1,429",-328,,,,,
17986,KANSAS                   ,WYANDOTTE,"14,528","12,643","-3,188","-21,364","-10,008",,,,,
18000,KENTUCKY                 ,ADAIR,"2,913","2,645","-2,075","-2,487","-2,400",,,,,
18010,KENTUCKY                 ,ALLEN,"-11,970","-7,734","-8,150","-12,776","-10,665",,,,,
18020,KENTUCKY                 ,ANDERSON,342,881,"1,666","4,060",690,,,,,
18030,KENTUCKY                 ,BALLARD,"2,547","2,326",764,"3,088",-136,,,,,
18040,KENTUCKY                 ,BARREN,"9,824","11,353","7,954","10,212","6,613",,,,,
18050,KENTUCKY                 ,BATH,"3,589","5,173","4,687","4,283","1,127",,,,,
18060,KENTUCKY                 ,BELL,"-1,857",-843,"-4,141","-7,861","-6,520",,,,,
18070,KENTUCKY                 ,BOONE,"-15,313","-20,514","-16,570","-12,258","-24,040",,,,,
18080,KENTUCKY                 ,BOURBON,-924,"-1,909",-470,"3,077","5,875",,,,,
18090,KENTUCKY                 ,BOYD,"-44,131","-54,352","-81,128","-81,100","-67,679",,,,,
18100,KENTUCKY                 ,BOYLE,"-12,967","-10,514","-12,290","-4,797",-871,,,,,
18110,KENTUCKY                 ,BRACKEN,"-7,584","-5,019",-760,"-1,975","-4,264",,,,,
18120,KENTUCKY                 ,BREATHITT,"-5,149",-721,-350,-334,"2,282",,,,,
18130,KENTUCKY                 ,BRECKINRIDGE,"-5,344","-5,228","-8,783","-2,622","-2,379",,,,,
18140,KENTUCKY                 ,BULLITT,"-22,852","-19,799","-30,801","-13,756","-7,485",,,,,
18150,KENTUCKY                 ,BUTLER,"-11,319","-7,615","-6,114","-7,858","-5,672",,,,,
18160,KENTUCKY                 ,CALDWELL,"-2,407",325,"-1,050",385,-890,,,,,
18170,KENTUCKY                 ,CALLOWAY,263,"-3,074","-7,808","-4,853",997,,,,,
18180,KENTUCKY                 ,CAMPBELL,"-17,076","-21,254","-18,866","-10,937","-21,449",,,,,
18190,KENTUCKY                 ,CARLISLE,"2,484","1,570",642,"1,675",-425,,,,,
18191,KENTUCKY                 ,CARROLL,"-3,198","-3,316","-3,567","-1,598","-1,515",,,,,
18210,KENTUCKY                 ,CARTER,"-13,920","-12,388","-27,110","-27,442","-22,917",,,,,
18220,KENTUCKY                 ,CASEY,"-3,093","-3,584","-5,584","-2,049",655,,,,,
18230,KENTUCKY                 ,CHRISTIAN,"-29,688","-15,825","-19,096","-12,766","-4,622",,,,,
18240,KENTUCKY                 ,CLARK,"-3,097","-3,417","1,973","6,754","14,863",,,,,
18250,KENTUCKY                 ,CLAY,"16,387","16,447","18,487","22,085","23,828",,,,,
18260,KENTUCKY                 ,CLINTON,341,"1,324",-36,"-1,305","-1,634",,,,,
18270,KENTUCKY                 ,CRITTENDEN,"1,449","1,569",686,718,"-1,121",,,,,
18271,KENTUCKY                 ,CUMBERLAND,991,-807,-599,-330,-957,,,,,
18290,KENTUCKY                 ,DAVIESS,"-135,123","-78,529","-4,291","-10,419","-11,280",,,,,
18291,KENTUCKY                 ,EDMONSON,"-10,063","-7,294","-6,281","-6,351","-5,372",,,,,
18310,KENTUCKY                 ,ELLIOTT,"-2,043",-591,"-1,494","-3,383","-8,207",,,,,
18320,KENTUCKY                 ,ESTILL,"-2,599","-1,668",-502,707,"3,473",,,,,
18330,KENTUCKY                 ,FAYETTE,"-13,023","-12,646","4,688","24,471","52,099",,,,,
