"IPPS and OPPS Wage Indices by Fiscal Year -- Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,,
County code,State,County name,CBSA 2013,IPPS Wage 2007 A,IPPS Wage 2007 B,IPPS Wage 2008,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2013,
26530,MO,LAFAYETTE,28140, 0.9345 , 0.9345 , 0.9319 , 0.9423 , 0.9555 , 0.9555 , 0.9510 , 0.9442 ,
26540,MO,LAWRENCE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26541,MO,LEWIS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26560,MO,LINCOLN,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26570,MO,LINN,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26580,MO,LIVINGSTON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26590,MO,MCDONALD,22220, 0.9027 , 0.9027 , 0.8872 , 0.9097 , 0.8787 , 0.8787 , 0.8604 , 0.9284 ,
26600,MO,MACON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26601,MO,MADISON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26620,MO,MARIES,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26630,MO,MARION,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26631,MO,MERCER,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26650,MO,MILLER,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26660,MO,MISSISSIPPI,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26670,MO,MONITEAU,27620, 0.8613 , 0.8613 , 0.8703 , 0.9012 , 0.8868 , 0.8868 , 0.8562 , 0.8341 ,
26680,MO,MONROE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26690,MO,MONTGOMERY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26700,MO,MORGAN,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26710,MO,NEW MADRID,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26720,MO,NEWTON,27900, 0.8794 , 0.8794 , 0.9212 , 0.9677 , 0.8486 , 0.8486 , 0.8413 , 0.7929 ,
26730,MO,NODAWAY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26740,MO,OREGON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26750,MO,OSAGE,27620, 0.8613 , 0.8613 , 0.8703 , 0.9012 , 0.8868 , 0.8868 , 0.8562 , 0.8341 ,
26751,MO,OZARK,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26770,MO,PEMISCOT,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26780,MO,PERRY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26790,MO,PETTIS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26800,MO,PHELPS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26810,MO,PIKE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26820,MO,PLATTE,28140, 0.9345 , 0.9345 , 0.9319 , 0.9423 , 0.9555 , 0.9555 , 0.9510 , 0.9442 ,
26821,MO,POLK,44180, 0.8570 , 0.8570 , 0.8791 , 0.8523 , 0.8586 , 0.8586 , 0.8485 , 0.8657 ,
26840,MO,PULASKI,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26850,MO,PUTNAM,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26860,MO,RALLS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26870,MO,RANDOLPH,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26880,MO,RAY,28140, 0.9345 , 0.9345 , 0.9319 , 0.9423 , 0.9555 , 0.9555 , 0.9510 , 0.9442 ,
26881,MO,REYNOLDS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26900,MO,RIPLEY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26910,MO,ST. CHARLES,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26911,MO,ST. CLAIR,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26930,MO,ST. FRANCOIS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26940,MO,ST. LOUIS,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26950,MO,ST. LOUIS CITY,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26960,MO,STE. GENEVIEVE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26970,MO,SALINE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26980,MO,SCHUYLER,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26981,MO,SCOTLAND,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26982,MO,SCOTT,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26983,MO,SHANNON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26984,MO,SHELBY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26985,MO,STODDARD,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26986,MO,STONE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26987,MO,SULLIVAN,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26988,MO,TANEY,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26989,MO,TEXAS,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26990,MO,VERNON,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26991,MO,WARREN,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26992,MO,WASHINGTON,41180, 0.8998 , 0.8998 , 0.8983 , 0.8963 , 0.9043 , 0.9043 , 0.9014 , 0.9240 ,
26993,MO,WAYNE,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26994,MO,WEBSTER,44180, 0.8570 , 0.8570 , 0.8791 , 0.8523 , 0.8586 , 0.8586 , 0.8485 , 0.8657 ,
26995,MO,WORTH,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
26996,MO,WRIGHT,NA, 0.8353 , 0.8353 , 0.8153 , 0.8415 , 0.8164 , 0.8164 , 0.8119 , 0.7929 ,
27000,MT,BEAVERHEAD,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27010,MT,BIG HORN,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27020,MT,BLAINE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27030,MT,BROADWATER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27040,MT,CARBON,13740, 0.8956 , 0.8956 , 0.8871 , 0.9011 , 0.9021 , 0.9021 , 1.0000 , 1.0000 ,
27050,MT,CARTER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27060,MT,CASCADE,24500, 0.8747 , 0.8747 , 0.8761 , 0.8647 , 0.8364 , 0.8364 , 1.0000 , 1.0000 ,
27070,MT,CHOUTEAU,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27080,MT,CUSTER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27090,MT,DANIELS,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27100,MT,DAWSON,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27110,MT,DEER LODGE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27120,MT,FALLON,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27130,MT,FERGUS,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27140,MT,FLATHEAD,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27150,MT,GALLATIN,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27160,MT,GARFIELD,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27170,MT,GLACIER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27180,MT,GOLDEN VALLEY,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27190,MT,GRANITE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27200,MT,HILL,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27210,MT,JEFFERSON,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27220,MT,JUDITH BASIN,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27230,MT,LAKE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27240,MT,LEWIS AND CLARK,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27250,MT,LIBERTY,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27260,MT,LINCOLN,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27270,MT,MCCONE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27280,MT,MADISON,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27290,MT,MEAGHER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27300,MT,MINERAL,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27310,MT,MISSOULA,33540, 0.8783 , 0.8783 , 0.8738 , 0.8876 , 0.9066 , 0.9066 , 1.0000 , 1.0000 ,
27320,MT,MUSSELSHELL,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27330,MT,PARK,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27340,MT,PETROLEUM,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27350,MT,PHILLIPS,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27360,MT,PONDERA,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27370,MT,POWDER RIVER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27380,MT,POWELL,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27390,MT,PRAIRIE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27400,MT,RAVALLI,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27410,MT,RICHLAND,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27420,MT,ROOSEVELT,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27430,MT,ROSEBUD,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27440,MT,SANDERS,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27450,MT,SHERIDAN,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27460,MT,SILVER BOW,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27470,MT,STILLWATER,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27480,MT,SWEET GRASS,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27490,MT,TETON,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27500,MT,TOOLE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27510,MT,TREASURE,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27520,MT,VALLEY,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27530,MT,WHEATLAND,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27540,MT,WIBAUX,NA, 0.8655 , 0.8655 , 0.8336 , 0.8607 , 0.8296 , 0.8296 , 1.0000 , 1.0000 ,
27550,MT,YELLOWSTONE,13740, 0.8956 , 0.8956 , 0.8871 , 0.9011 , 0.9021 , 0.9021 , 1.0000 , 1.0000 ,
28000,NE,ADAMS,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28010,NE,ANTELOPE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28020,NE,ARTHUR,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28030,NE,BANNER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28040,NE,BLAINE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28050,NE,BOONE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28060,NE,BOX BUTTE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28070,NE,BOYD,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28080,NE,BROWN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28090,NE,BUFFALO,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28100,NE,BURT,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28110,NE,BUTLER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28120,NE,CASS,36540, 0.9399 , 0.9399 , 0.9474 , 0.9352 , 0.9547 , 0.9547 , 0.9507 , 0.9848 ,
28130,NE,CEDAR,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28140,NE,CHASE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28150,NE,CHERRY,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28160,NE,CHEYENNE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28170,NE,CLAY,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28180,NE,COLFAX,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28190,NE,CUMING,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28200,NE,CUSTER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28210,NE,DAKOTA,43580, 0.9062 , 0.9062 , 0.9083 , 0.8750 , 0.8943 , 0.8943 , 0.8924 , 0.8847 ,
28220,NE,DAWES,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28230,NE,DAWSON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28240,NE,DEUEL,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28250,NE,DIXON,43580, 0.9062 , 0.9062 , 0.9083 , 0.8750 , 0.8943 , 0.8943 , 0.8924 , 0.8847 ,
28260,NE,DODGE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28270,NE,DOUGLAS,36540, 0.9399 , 0.9399 , 0.9474 , 0.9352 , 0.9547 , 0.9547 , 0.9507 , 0.9848 ,
28280,NE,DUNDY,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28290,NE,FILLMORE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28300,NE,FRANKLIN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28310,NE,FRONTIER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28320,NE,FURNAS,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28330,NE,GAGE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28340,NE,GARDEN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28350,NE,GARFIELD,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28360,NE,GOSPER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28370,NE,GRANT,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28380,NE,GREELEY,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28390,NE,HALL,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28400,NE,HAMILTON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28410,NE,HARLAN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28420,NE,HAYES,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28430,NE,HITCHCOCK,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28440,NE,HOLT,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28450,NE,HOOKER,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28460,NE,HOWARD,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28470,NE,JEFFERSON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28480,NE,JOHNSON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28490,NE,KEARNEY,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28500,NE,KEITH,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28510,NE,KEYA PAHA,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28520,NE,KIMBALL,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28530,NE,KNOX,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28540,NE,LANCASTER,30700, 0.9966 , 0.9966 , 0.9873 , 0.9584 , 0.9405 , 0.9405 , 0.9442 , 0.9500 ,
28550,NE,LINCOLN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28560,NE,LOGAN,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28570,NE,LOUP,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28580,NE,MCPHERSON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28590,NE,MADISON,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28600,NE,MERRICK,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28610,NE,MORRILL,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28620,NE,NANCE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28630,NE,NEMAHA,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28640,NE,NUCKOLLS,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28650,NE,OTOE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28660,NE,PAWNEE,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28670,NE,PERKINS,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
28680,NE,PHELPS,NA, 0.8636 , 0.8636 , 0.8847 , 0.8728 , 0.8662 , 0.8662 , 0.8846 , 0.8665 ,
