AGED -- REPRICING ADJUSTMENTS TO THE 2010-2014 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX                                             (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,PART B  2010,PART B  2011,PART B  2012,PART B  2013,PART B  2014
05500,CALIFORNIA,SAN LUIS OBISPO,"769,762","695,134","685,343","678,905","558,688"
05510,CALIFORNIA,SAN MATEO,"2,172,576","2,105,353","1,992,856","1,385,845","1,053,956"
05520,CALIFORNIA,SANTA BARBARA,"1,194,350","1,462,570","1,381,435","959,749","767,051"
05530,CALIFORNIA,SANTA CLARA,"3,574,302","2,937,169","2,443,810","1,624,641","1,655,211"
05540,CALIFORNIA,SANTA CRUZ,"917,191","795,891","571,499","345,280","508,909"
05550,CALIFORNIA,SHASTA,"670,972","493,896","30,414","473,520","110,130"
05560,CALIFORNIA,SIERRA,"15,106","18,893","15,737","11,860","-8,447"
05570,CALIFORNIA,SISKIYOU,"201,555","200,880","162,198","134,389","97,676"
05580,CALIFORNIA,SOLANO,"636,404","688,002","770,821","428,196","285,625"
05590,CALIFORNIA,SONOMA,"1,163,679","1,144,564","1,198,156","739,225","669,016"
05600,CALIFORNIA,STANISLAUS,"830,446","991,471","534,456","49,331","-338,190"
05610,CALIFORNIA,SUTTER,"284,958","491,045","518,027","386,951","245,179"
05620,CALIFORNIA,TEHAMA,"281,686","227,975","123,811","250,769","110,053"
05630,CALIFORNIA,TRINITY,"55,210","56,406","18,108","59,838","15,670"
05640,CALIFORNIA,TULARE,"1,385,020","1,572,439","1,598,746","1,167,481","762,113"
05650,CALIFORNIA,TUOLUMNE,"605,430","638,751","441,896","185,687","55,689"
05660,CALIFORNIA,VENTURA,"1,900,697","1,232,893","568,535","572,111","270,186"
05670,CALIFORNIA,YOLO,"600,146","634,982","730,835","506,935","313,863"
05680,CALIFORNIA,YUBA,"183,096","333,626","348,708","243,662","153,980"
06000,COLORADO,ADAMS,"-334,041","-316,765","-268,916","-199,189","-161,063"
06010,COLORADO,ALAMOSA,"-3,833","-9,643","-16,591","-20,192","1,861"
06020,COLORADO,ARAPAHOE,"-727,630","-688,375","-591,890","-427,262","-390,094"
06030,COLORADO,ARCHULETA,"-2,588","-4,328","-14,065","-19,809","1,321"
06040,COLORADO,BACA,"-7,389","-11,014","-9,552","-13,085","-1,427"
06050,COLORADO,BENT,"-2,565","-4,365","-8,115","-8,974","1,507"
06060,COLORADO,BOULDER,"-303,361","-292,419","-282,886","-244,157","-34,565"
06070,COLORADO,CHAFFEE,"-20,478","-26,860","-15,453","-19,769","-15,368"
06080,COLORADO,CHEYENNE,"-3,012","-3,553","-5,348","-5,358",-207
06090,COLORADO,CLEAR CREEK,"-7,368","-8,931","-4,554","-3,611","-2,599"
06100,COLORADO,CONEJOS,"-4,963","-5,693","-9,825","-10,041","-1,376"
06110,COLORADO,COSTILLA,"-1,262","-3,179","-6,324","-7,860",545
06120,COLORADO,CROWLEY,"-1,853","-2,571","-4,378","-7,490",728
06130,COLORADO,CUSTER,"-4,156","-3,115","-7,345","-9,652",181
06140,COLORADO,DELTA,"-27,704","-41,709","-60,834","-59,036","18,369"
06150,COLORADO,DENVER,"-653,430","-644,564","-514,853","-367,355","-313,278"
06160,COLORADO,DOLORES,-642,-518,-794,-54,425
06170,COLORADO,DOUGLAS,"-137,009","-146,109","-127,368","-106,369","-99,320"
06180,COLORADO,EAGLE,"-39,673","-40,913","-27,756","-22,814",-21
06190,COLORADO,ELBERT,"-19,514","-22,304","-19,105","-23,059","-17,252"
06200,COLORADO,EL PASO,"-487,303","-529,806","-416,808","-686,347","-293,952"
06210,COLORADO,FREMONT,"-33,501","-38,075","-61,210","-80,689","4,688"
06220,COLORADO,GARFIELD,"-112,416","-79,249","-56,706","-59,959","14,025"
06230,COLORADO,GILPIN,"-5,201","-3,005","-3,820","-2,150","-1,653"
06240,COLORADO,GRAND,"-17,246","-15,750","-13,992","-9,675","-3,138"
06250,COLORADO,GUNNISON,"-5,730","-3,038","-5,741","-5,718",-462
06260,COLORADO,HINSDALE,-765,"-1,294","-1,030","-1,858",-13
06270,COLORADO,HUERFANO,"-3,333","-5,194","-10,701","-14,796","1,269"
06280,COLORADO,JACKSON,523,-312,"-1,707","-1,418","3,087"
06290,COLORADO,JEFFERSON,"-528,704","-539,449","-445,361","-322,462","-269,133"
06300,COLORADO,KIOWA,"-2,093","-2,097","-2,023","-2,113",-332
06310,COLORADO,KIT CARSON,"-9,702","-8,519","-11,475","-9,421","-5,554"
06320,COLORADO,LAKE,"-3,255","-4,933","-4,695","-4,249","-2,136"
06330,COLORADO,LA PLATA,"-12,553","-21,290","-60,141","-84,859","20,570"
06340,COLORADO,LARIMER,"26,341","71,761","-43,679","-75,583","315,628"
06350,COLORADO,LAS ANIMAS,"-10,231","-12,590","-19,474","-16,497",584
06360,COLORADO,LINCOLN,"-10,448","-7,192","-5,116","-6,718","-4,103"
06370,COLORADO,LOGAN,"-9,243","-13,962","-26,933","-30,328","14,641"
06380,COLORADO,MESA,"-226,172","-235,422","-157,804","-100,922","1,255"
06390,COLORADO,MINERAL,-813,-606,40,"-1,401",-244
06400,COLORADO,MOFFAT,"-6,213","-6,173","-8,143","-8,762","4,690"
06410,COLORADO,MONTEZUMA,"-9,108","-8,536","-21,109","-38,786",490
06420,COLORADO,MONTROSE,"-20,869","-37,031","-58,950","-72,255","22,948"
06430,COLORADO,MORGAN,"-15,872","-20,356","-25,745","-25,388","8,343"
06440,COLORADO,OTERO,"-7,982","-14,663","-30,880","-42,894","6,739"
06450,COLORADO,OURAY,"-2,696","-3,268","-6,372","-6,032","1,071"
06460,COLORADO,PARK,"-13,763","-14,609","-12,532","-11,775","-8,874"
06470,COLORADO,PHILLIPS,"-1,857","-2,400","-2,298","-4,200","2,338"
06480,COLORADO,PITKIN,"-14,116","-11,152","-6,693","-7,119","1,903"
06490,COLORADO,PROWERS,"-9,080","-13,875","-14,645","-17,703","-2,188"
