"DISABLED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
01640,ALABAMA,WASHINGTON,827,2662437,268.28,2369280,238.74,73142,179779,40234,765,"2,955,076",321.9,0.907
01650,ALABAMA,WILCOX,918,2609726,236.90,2185204,198.37,83812,307075,33635,872,"3,520,049",336.4,0.905
01660,ALABAMA,WINSTON,1197,4076115,283.77,3578574,249.13,95017,366620,35902,1117,"5,372,250",400.79,1.031
02010,ALASKA,ALEUTIAN ISLANDS,38,220076,482.62,215548,472.69,0,4528,0,31,"129,020",346.83,0.716
02020,ALASKA,ANCHORAGE,5245,24860469,394.99,21844916,347.08,358306,2546678,110566,4664,"22,558,069",403.05,0.821
02040,ALASKA,BARROW-NORTH SLOPE,70,457152,544.23,399874,476.04,0,57278,0,62,"349,590",469.88,0.918
02050,ALASKA,BETHEL,87,249462,238.95,214850,205.80,666,33822,124,82,"262,471",266.74,0.813
02060,ALASKA,BRISTOL BAY,112,473841,352.56,430150,320.05,1224,40783,1682,99,"250,482",210.84,0.773
02070,ALASKA,DILLINGHAM,53,206328,324.42,178070,279.98,1513,25862,881,50,"223,423",372.37,0.851
02080,ALASKA,CORDOVA-MC CARTHY,23,196832,713.16,136631,495.04,28810,26675,4714,21,"97,256",385.94,0.000
02090,ALASKA,FAIRBANKS NORTH STAR,1249,6158674,410.91,5512552,367.80,48249,577930,19942,1097,"4,140,717",314.55,0.777
02100,ALASKA,HAINES,44,494258,936.09,448219,848.90,31774,11714,2549,41,"320,516",651.46,0.853
02110,ALASKA,JUNEAU,637,2364634,309.35,2147305,280.91,43509,163931,9887,562,"2,527,101",374.72,0.819
02120,ALASKA,KENAI-COOK INLET,1170,4775320,340.12,4324579,308.02,49207,387553,13979,1054,"5,768,882",456.11,0.796
02130,ALASKA,KETCHIKAN GATEWAY,267,1044074,325.87,951332,296.92,37175,46204,9362,239,"1,457,860",508.32,0.866
02140,ALASKA,KOBUK,61,684608,935.26,610638,834.20,0,73969,0,53,"363,264",571.17,0.906
02150,ALASKA,KODIAK ISLAND,69,645124,779.14,596272,720.14,18991,27316,2543,56,"314,254",467.64,0.811
02160,ALASKA,KUSKOKWIN,21,19767,78.44,17221,68.34,0,2545,0,16,"54,222",282.41,0.000
02170,ALASKA,MATANUSKA-SUSITNA,1541,6716480,363.21,6073816,328.46,68788,555355,18519,1382,"6,110,298",368.45,0.853
02180,ALASKA,NOME,83,148535,149.13,125542,126.05,151,22842,0,70,"294,534",350.64,0.778
02190,ALASKA,OUTER KETCHIKAN,40,326483,680.17,296782,618.30,2882,25905,912,36,"134,221",310.7,0.938
02200,ALASKA,PRINCE OF WALES,67,331301,412.07,276299,343.66,14937,32844,7220,58,"508,836",731.09,0.000
02210,ALASKA,SEWARD,93,236360,211.79,207315,185.77,1500,26743,801,82,"280,099",284.65,0.000
02220,ALASKA,SITKA,141,850001,502.36,742516,438.84,12854,89913,4717,130,"881,413",565.01,0.883
02230,ALASKA,SKAGWAY-YAKUTAT,44,100436,190.22,95026,179.97,15,5384,9,40,"119,767",249.51,0.709
02240,ALASKA,SOUTHEAST FAIRBANKS,78,260026,277.81,228717,244.36,943,29241,1123,69,"217,941",263.21,0.753
02250,ALASKA,UPPER YUKON,22,46790,177.23,42323,160.31,0,4467,0,20,"58,585",244.1,0.000
02260,ALASKA,VALDEZ-CHITNA-WHITIER,155,511825,275.17,462004,248.39,4540,43792,1488,137,"508,190",309.12,0.760
02270,ALASKA,WADE HAMPTON,67,534567,664.88,442263,550.08,0,92304,0,62,"246,681",331.56,0.862
02280,ALASKA,WRANGELL-PETERSBURG,111,315955,237.20,258822,194.31,31431,18544,7157,101,"480,195",396.2,0.868
02290,ALASKA,YUKON-KOYUKUK,73,322815,368.51,282619,322.62,0,40195,0,68,"181,795",222.79,0.745
03000,ARIZONA,APACHE,1330,4659537,291.95,4098173,256.78,78782,446293,36287,1164,"4,596,872",329.1,0.893
03010,ARIZONA,COCHISE,2461,8524729,288.66,7247561,245.41,336427,815184,125556,2043,"7,613,227",310.54,0.894
03020,ARIZONA,COCONINO,2120,8800247,345.92,7588982,298.31,123638,1035381,52245,1823,"6,931,817",316.87,0.845
