"ESRD - HOSPICE - 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
04710,ARKANSAS                 ,WASHINGTON             ,202," 86,432 ",35.66," 86,432 ",35.66,0,0,0,196,0,0
04720,ARKANSAS                 ,WHITE                  ,78," 8,181 ",8.74," 8,181 ",8.74,0,0,0,74,0,0
04730,ARKANSAS                 ,WOODRUFF               ,15," 2,046 ",11.37," 2,046 ",11.37,0,0,0,15,0,0
04740,ARKANSAS                 ,YELL                   ,25, -   ,0, -   ,0,0,0,0,25,0,0
05000,CALIFORNIA               ,ALAMEDA                ,1541," 223,636 ",12.09," 223,636 ",12.09,0,0,0,1377,0,0
05010,CALIFORNIA               ,ALPINE                 ,3, -   ,0, -   ,0,0,0,0,3,0,0
05020,CALIFORNIA               ,AMADOR                 ,14," 28,858 ",171.77," 28,858 ",171.77,0,0,0,14,0,0
05030,CALIFORNIA               ,BUTTE                  ,289," 13,691 ",3.95," 13,691 ",3.95,0,0,0,276,0,0
05040,CALIFORNIA               ,CALAVERAS              ,49," 5,389 ",9.16," 5,389 ",9.16,0,0,0,44,0,0
05050,CALIFORNIA               ,COLUSA                 ,26, -   ,0, -   ,0,0,0,0,24,0,0
05060,CALIFORNIA               ,CONTRA COSTA           ,962," 187,291 ",16.22," 187,291 ",16.22,0,0,0,868,0,0
05070,CALIFORNIA               ,DEL NORTE              ,17, -   ,0, -   ,0,0,0,0,17,0,0
05080,CALIFORNIA               ,EL DORADO              ,119," 12,991 ",9.1," 12,991 ",9.1,0,0,0,110,0,0
05090,CALIFORNIA               ,FRESNO                 ,1112," 70,822 ",5.31," 70,822 ",5.31,0,0,0,1047,0,0
05100,CALIFORNIA               ,GLENN                  ,37, -   ,0, -   ,0,0,0,0,36,0,0
05110,CALIFORNIA               ,HUMBOLDT               ,107," 2,937 ",2.29," 2,937 ",2.29,0,0,0,102,0,0
05120,CALIFORNIA               ,IMPERIAL               ,453," 4,131 ",0.76," 4,131 ",0.76,0,0,0,441,0,0
05130,CALIFORNIA               ,INYO                   ,15, -   ,0, -   ,0,0,0,0,15,0,0
05140,CALIFORNIA               ,KERN                   ,980," 199,221 ",16.94," 199,221 ",16.94,0,0,0,936,0,0
05150,CALIFORNIA               ,KINGS                  ,172, 971 ,0.47, 971 ,0.47,0,0,0,167,0,0
05160,CALIFORNIA               ,LAKE                   ,96," 7,812 ",6.78," 7,812 ",6.78,0,0,0,94,0,0
05170,CALIFORNIA               ,LASSEN                 ,11," 30,142 ",228.35," 30,142 ",228.35,0,0,0,11,0,0
05200,CALIFORNIA               ,LOS ANGELES            ,11163," 1,783,446 ",13.31," 1,783,446 ",13.31,0,0,0,10326,0,0
05300,CALIFORNIA               ,MADERA                 ,176," 5,251 ",2.49," 5,251 ",2.49,0,0,0,167,0,0
05310,CALIFORNIA               ,MARIN                  ,113," 87,459 ",64.5," 87,459 ",64.5,0,0,0,101,0,0
05320,CALIFORNIA               ,MARIPOSA               ,9, -   ,0, -   ,0,0,0,0,8,0,0
05330,CALIFORNIA               ,MENDOCINO              ,108, 764 ,0.59, 764 ,0.59,0,0,0,107,0,0
05340,CALIFORNIA               ,MERCED                 ,393," 3,664 ",0.78," 3,664 ",0.78,0,0,0,368,0,0
05350,CALIFORNIA               ,MODOC                  ,6, -   ,0, -   ,0,0,0,0,5,0,0
05360,CALIFORNIA               ,MONO                   ,11, -   ,0, -   ,0,0,0,0,11,0,0
05370,CALIFORNIA               ,MONTEREY               ,476," 18,387 ",3.22," 18,387 ",3.22,0,0,0,453,0,0
05380,CALIFORNIA               ,NAPA                   ,107," 7,738 ",6.03," 7,738 ",6.03,0,0,0,98,0,0
05390,CALIFORNIA               ,NEVADA                 ,81," 41,657 ",42.86," 41,657 ",42.86,0,0,0,77,0,0
