"ESRD -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, REIMBURSEMENTS FOR HOSPICE AND COST CONTRACTS EXCLUDED",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,,
33280,NEW YORK,FULTON,40,"883,551","1,840.73","744,233","1,550.49","43,839","74,114","21,364",40,"1,264,744","2,634.88",,
33290,NEW YORK,GENESEE,67,"1,295,883","1,611.79","978,299","1,216.79","142,092","104,950","70,540",65,"2,039,177","2,614.33",,
33300,NEW YORK,GREENE,63,"1,272,398","1,683.07","1,091,884","1,444.29","62,741","89,767","28,004",62,"2,017,247","2,711.35",,
33310,NEW YORK,HAMILTON,5,"47,607",793.45,"45,534",758.90,0,"2,072",0,5,"226,297","3,771.62",,
33320,NEW YORK,HERKIMER,66,"1,971,759","2,489.59","1,732,469","2,187.46","91,244","115,282","32,762",64,"2,094,432","2,727.13",,
33330,NEW YORK,JEFFERSON,125,"2,713,359","1,808.91","2,477,374","1,651.58","82,899","130,150","22,934",118,"3,936,800","2,780.23",,
33331,NEW YORK,KINGS,"3,196","156,411,729","4,078.32","97,996,120","2,555.18","18,492,008","27,903,566","12,094,894","2,882","156,742,090","4,532.21",,
33340,NEW YORK,LEWIS,27,"631,723","1,949.76","563,115","1,738.01","20,915","39,981","7,711",27,"912,542","2,816.49",,
33350,NEW YORK,LIVINGSTON,39,"532,828","1,138.52","394,405",842.75,"64,093","40,980","33,348",34,"1,060,688","2,599.73",,
33360,NEW YORK,MADISON,75,"2,015,286","2,239.21","1,670,038","1,855.60","139,143","153,135","52,968",69,"2,687,997","3,246.37",,
33370,NEW YORK,MONROE,809,"17,616,095","1,814.60","13,152,109","1,354.77","2,200,158","1,217,814","1,067,663",766,"26,560,992","2,889.58",,
33380,NEW YORK,MONTGOMERY,63,"1,625,035","2,149.52","1,388,981","1,837.28","76,578","128,518","30,957",62,"2,161,912","2,905.80",,
33400,NEW YORK,NASSAU,"1,546","47,714,303","2,571.92","38,803,554","2,091.61","4,269,784","2,423,685","2,242,182","1,431","59,366,974","3,457.20",,
33420,NEW YORK,NEW YORK,"1,781","73,563,441","3,442.05","48,077,135","2,249.54","9,698,418","10,542,435","5,322,742","1,605","72,440,371","3,761.18",,
33500,NEW YORK,NIAGARA,257,"6,611,881","2,143.93","5,180,940","1,679.94","463,675","769,897","197,367",239,"8,187,533","2,854.79",,
33510,NEW YORK,ONEIDA,287,"8,285,586","2,405.80","7,482,519","2,172.62","245,926","484,857","72,283",278,"9,685,946","2,903.46",,
33520,NEW YORK,ONONDAGA,618,"15,579,655","2,100.82","12,652,769","1,706.14","1,247,103","1,212,786","466,995",594,"22,295,866","3,127.93",,
33530,NEW YORK,ONTARIO,82,"1,676,014","1,703.27","1,382,325","1,404.80","124,961","121,086","47,641",80,"2,593,687","2,701.76",,
33540,NEW YORK,ORANGE,411,"13,396,252","2,716.19","12,063,835","2,446.03","302,988","920,052","109,376",392,"15,109,561","3,212.07",,
33550,NEW YORK,ORLEANS,26,"277,352",888.95,"210,111",673.43,"31,611","21,550","14,078",26,"740,121","2,372.18",,
33560,NEW YORK,OSWEGO,127,"2,911,559","1,910.47","2,239,228","1,469.31","308,598","235,140","128,591",122,"4,335,078","2,961.12",,
33570,NEW YORK,OTSEGO,75,"1,792,980","1,992.20","1,475,463","1,639.40","171,104","81,358","65,053",68,"2,232,809","2,736.29",,
33580,NEW YORK,PUTNAM,64,"1,647,236","2,144.84","1,416,241","1,844.06","100,270","96,447","34,277",63,"2,739,347","3,623.47",,
33590,NEW YORK,QUEENS,"2,568","98,425,435","3,193.97","66,641,058","2,162.55","11,958,411","13,282,585","6,686,397","2,338","110,445,956","3,936.63",,
33600,NEW YORK,RENSSELAER,160,"3,603,865","1,877.01","2,922,526","1,522.15","267,987","309,584","103,767",149,"5,193,782","2,904.80",,
33610,NEW YORK,RICHMOND,501,"18,395,993","3,059.88","13,144,831","2,186.43","2,070,288","2,292,072","888,801",459,"21,303,170","3,867.68",,
33620,NEW YORK,ROCKLAND,342,"10,348,938","2,521.67","8,874,152","2,162.32","311,943","1,045,893","118,620",323,"12,997,076","3,353.22",,
33630,NEW YORK,ST  LAWRENCE,132,"3,283,214","2,072.74","2,886,412","1,822.23","114,755","252,990","29,056",129,"4,575,436","2,955.71",,
33640,NEW YORK,SARATOGA,189,"4,696,610","2,070.82","4,163,608","1,835.81","183,306","280,900","68,795",179,"6,488,215","3,020.58",,
33650,NEW YORK,SCHENECTADY,192,"4,320,608","1,875.26","3,458,484","1,501.08","337,599","356,299","168,225",181,"5,810,453","2,675.16",,
33660,NEW YORK,SCHOHARIE,40,"815,551","1,699.06","718,765","1,497.43","52,797","27,771","16,217",35,"1,060,018","2,523.85",,
33670,NEW YORK,SCHUYLER,12,"333,420","2,315.42","276,188","1,917.97","25,885","26,893","4,452",12,"400,155","2,778.85",,
33680,NEW YORK,SENECA,25,"429,183","1,430.61","371,789","1,239.30","18,346","33,658","5,388",22,"771,795","2,923.47",,
33690,NEW YORK,STEUBEN,95,"1,170,737","1,026.96","960,164",842.25,"73,553","105,631","31,388",88,"2,423,710","2,295.18",,
33700,NEW YORK,SUFFOLK,"1,595","50,304,979","2,628.26","42,913,297","2,242.07","3,653,439","2,439,297","1,310,302","1,478","64,021,932","3,609.72",,
33710,NEW YORK,SULLIVAN,83,"2,533,433","2,543.61","2,252,558","2,261.60","69,620","184,655","26,599",81,"2,897,939","2,981.42",,
33720,NEW YORK,TIOGA,53,"979,082","1,539.44","825,811","1,298.44","71,021","51,550","30,698",51,"1,719,490","2,809.62",,
33730,NEW YORK,TOMPKINS,50,"916,105","1,526.84","776,582","1,294.30","48,987","69,465","21,071",49,"1,475,769","2,509.81",,
33740,NEW YORK,ULSTER,173,"5,469,279","2,634.53","4,641,653","2,235.86","239,943","462,762","124,920",166,"5,927,285","2,975.54",,
33750,NEW YORK,WARREN,71,"2,094,449","2,458.27","1,791,368","2,102.54","130,943","150,234","21,901",71,"2,233,108","2,621.02",,
33760,NEW YORK,WASHINGTON,62,"1,140,269","1,532.62","1,003,319","1,348.55","46,532","72,065","18,350",58,"1,842,819","2,647.73",,
33770,NEW YORK,WAYNE,84,"1,933,110","1,917.77","1,508,440","1,496.47","207,658","142,682","90,220",80,"2,845,469","2,964.03",,
33800,NEW YORK,WESTCHESTER,"1,148","38,985,418","2,829.95","31,147,501","2,261.00","2,465,714","4,096,931","1,275,270","1,080","44,501,085","3,433.73",,
33900,NEW YORK,WYOMING,28,"596,216","1,774.45","481,371","1,432.65","58,078","31,807","24,958",27,"979,320","3,022.59",,
33910,NEW YORK,YATES,15,"370,355","2,057.53","324,906","1,805.03","19,128","13,407","12,913",14,"353,402","2,103.58",,
34000,NORTH CAROLINA,ALAMANCE,267,"6,922,599","2,160.61","5,599,519","1,747.66","488,465","672,383","165,094",260,"9,114,384","2,921.28",,
34010,NORTH CAROLINA,ALEXANDER,40,"941,748","1,961.98","773,831","1,612.15","62,199","78,346","27,370",38,"1,325,219","2,906.18",,
34020,NORTH CAROLINA,ALLEGHANY,10,"551,674","4,597.28","431,535","3,596.13","58,011","36,629","25,498",10,"418,719","3,489.33",,
34030,NORTH CAROLINA,ANSON,82,"1,550,526","1,575.74","1,267,144","1,287.75","45,655","216,827","20,898",80,"2,955,836","3,079.00",,
34040,NORTH CAROLINA,ASHE,28,"745,611","2,219.08","652,290","1,941.34","31,926","46,582","14,812",29,"1,014,834","2,916.19",,
34050,NORTH CAROLINA,AVERY,17,"372,676","1,826.84","343,086","1,681.79","5,851","20,776","2,961",17,"363,425","1,781.50",,
34060,NORTH CAROLINA,BEAUFORT,115,"3,186,306","2,308.92","2,468,296","1,788.62","209,814","377,255","130,940",112,"4,857,359","3,614.11",,
34070,NORTH CAROLINA,BERTIE,67,"1,404,055","1,746.34","1,118,932","1,391.71","79,509","153,160","52,452",67,"3,470,840","4,316.97",,
34080,NORTH CAROLINA,BLADEN,96,"2,080,867","1,806.31","1,700,611","1,476.22","92,177","270,226","17,850",96,"3,934,140","3,415.05",,
34090,NORTH CAROLINA,BRUNSWICK,142,"2,877,872","1,688.89","2,465,023","1,446.61","120,832","267,227","24,788",138,"5,879,014","3,550.13",,
34100,NORTH CAROLINA,BUNCOMBE,259,"5,005,344","1,610.47","4,382,987","1,410.23","142,145","431,208","49,002",247,"7,526,225","2,539.21",,
34110,NORTH CAROLINA,BURKE,100,"1,994,605","1,662.17","1,742,185","1,451.82","53,020","178,112","21,287",97,"3,383,560","2,906.84",,
34120,NORTH CAROLINA,CABARRUS,225,"4,870,345","1,803.83","4,292,116","1,589.67","153,690","378,169","46,368",222,"7,419,109","2,784.95",,
34130,NORTH CAROLINA,CALDWELL,104,"2,141,019","1,715.56","1,841,971","1,475.94","85,676","181,396","31,974",103,"3,616,711","2,926.14",,
34140,NORTH CAROLINA,CAMDEN,23,"343,062","1,242.98","311,796","1,129.70","6,281","23,822","1,162",21,"651,892","2,586.87",,
34150,NORTH CAROLINA,CARTERET,79,"1,902,532","2,006.89","1,704,382","1,797.87","50,668","126,986","20,494",77,"3,446,289","3,729.75",,
34160,NORTH CAROLINA,CASWELL,38,"678,485","1,487.91","546,893","1,199.33","55,822","63,384","12,384",36,"1,475,586","3,415.71",,
34170,NORTH CAROLINA,CATAWBA,215,"3,957,136","1,533.77","3,368,903","1,305.78","157,382","357,072","73,778",211,"6,958,236","2,748.12",,
34180,NORTH CAROLINA,CHATHAM,65,"2,287,705","2,932.96","1,550,265","1,987.52","337,555","284,638","115,245",64,"2,651,539","3,452.52",,
34190,NORTH CAROLINA,CHEROKEE,28,"681,572","2,028.49","622,049","1,851.34","16,941","38,305","4,275",27,"914,405","2,822.24",,
34200,NORTH CAROLINA,CHOWAN,40,"1,056,749","2,201.56","888,215","1,850.45","42,625","101,573","24,336",40,"1,754,431","3,655.06",,
34210,NORTH CAROLINA,CLAY,9,"164,831","1,526.21","146,495","1,356.44","1,395","16,363",575,9,"292,999","2,712.95",,
34220,NORTH CAROLINA,CLEVELAND,265,"5,266,962","1,656.28","4,549,164","1,430.55","79,021","609,436","29,338",260,"9,090,286","2,913.55",,
34230,NORTH CAROLINA,COLUMBUS,145,"3,189,440","1,833.01","2,608,478","1,499.13","106,915","446,239","27,806",141,"6,026,092","3,561.52",,
34240,NORTH CAROLINA,CRAVEN,203,"4,910,267","2,015.71","4,389,615","1,801.98","118,763","349,821","52,067",200,"7,580,436","3,158.52",,
34250,NORTH CAROLINA,CUMBERLAND,613,"14,915,535","2,027.67","12,231,685","1,662.82","482,115","2,080,614","121,120",586,"20,304,376","2,887.43",,
34251,NORTH CAROLINA,CURRITUCK,20,"547,042","2,279.34","495,569","2,064.87","14,448","32,464","4,560",20,"1,163,537","4,848.07",,
34270,NORTH CAROLINA,DARE,34,"818,964","2,007.26","691,253","1,694.25","37,365","73,052","17,292",33,"1,323,537","3,342.27",,
34280,NORTH CAROLINA,DAVIDSON,186,"4,992,551","2,236.81","3,778,037","1,692.67","497,557","418,988","297,968",183,"5,777,750","2,631.03",,
34290,NORTH CAROLINA,DAVIE,38,"1,477,559","3,240.26","1,236,615","2,711.88","95,353","103,248","42,341",36,"1,222,228","2,829.23",,
34300,NORTH CAROLINA,DUPLIN,144,"2,327,553","1,346.96","1,974,466","1,142.63","100,424","226,371","26,291",139,"4,821,771","2,890.75",,
34310,NORTH CAROLINA,DURHAM,536,"13,602,985","2,114.89","10,476,524","1,628.81","1,573,933","1,185,046","367,480",501,"17,729,152","2,948.96",,
34320,NORTH CAROLINA,EDGECOMBE,151,"4,132,901","2,280.85","3,278,981","1,809.59","189,067","535,424","129,427",148,"5,891,518","3,317.30",,
34330,NORTH CAROLINA,FORSYTH,552,"16,743,720","2,527.74","12,739,813","1,923.28","1,653,339","1,364,424","986,141",534,"17,293,644","2,698.76",,
34340,NORTH CAROLINA,FRANKLIN,109,"2,599,188","1,987.15","2,125,668","1,625.13","151,054","274,484","47,982",108,"4,119,054","3,178.28",,
34350,NORTH CAROLINA,GASTON,299,"6,131,782","1,708.97","5,292,728","1,475.12","79,588","734,785","24,680",294,"10,672,309","3,025.03",,
34360,NORTH CAROLINA,GATES,30,"498,114","1,383.65","437,773","1,216.04","16,885","39,792","3,662",29,"1,253,248","3,601.29",,
34370,NORTH CAROLINA,GRAHAM,13,"227,849","1,460.57","213,938","1,371.40","2,588","10,559",762,13,"470,716","3,017.41",,
34380,NORTH CAROLINA,GRANVILLE,134,"2,691,570","1,673.86","2,164,718","1,346.22","211,206","252,814","62,830",128,"4,743,063","3,087.93",,
34390,NORTH CAROLINA,GREENE,53,"1,645,123","2,586.67","1,340,183","2,107.21","82,036","179,746","43,157",51,"2,138,658","3,494.54",,
34400,NORTH CAROLINA,GUILFORD,783,"17,155,049","1,825.78","14,553,570","1,548.91","756,884","1,478,718","365,876",759,"27,188,224","2,985.09",,
34410,NORTH CAROLINA,HALIFAX,240,"5,562,575","1,931.45","4,697,756","1,631.17","187,605","608,527","68,685",235,"9,827,256","3,484.84",,
34420,NORTH CAROLINA,HARNETT,145,"3,037,073","1,745.44","2,481,786","1,426.31","165,374","338,350","51,562",141,"4,749,115","2,806.81",,
34430,NORTH CAROLINA,HAYWOOD,62,"1,192,675","1,603.06","1,010,445","1,358.13","57,334","102,415","22,479",61,"1,846,942","2,523.14",,
34440,NORTH CAROLINA,HENDERSON,87,"1,975,540","1,892.28","1,720,180","1,647.68","74,406","163,619","17,334",86,"2,751,224","2,665.91",,
34450,NORTH CAROLINA,HERTFORD,103,"1,699,324","1,374.86","1,356,791","1,097.73","93,837","194,910","53,785",102,"3,521,136","2,876.75",,
34460,NORTH CAROLINA,HOKE,97,"1,823,114","1,566.25","1,597,272","1,372.23","30,388","189,248","6,204",95,"3,510,837","3,079.68",,
34470,NORTH CAROLINA,HYDE,6,"146,413","2,033.51","122,202","1,697.25","9,254","11,459","3,496",6,"676,900","9,401.39",,
34480,NORTH CAROLINA,IREDELL,236,"6,007,527","2,121.30","5,270,841","1,861.17","204,474","460,553","71,658",228,"7,214,082","2,636.73",,
34490,NORTH CAROLINA,JACKSON,38,"876,510","1,922.17","754,299","1,654.16","25,638","88,422","8,151",38,"1,140,545","2,501.20",,
34500,NORTH CAROLINA,JOHNSTON,205,"5,986,475","2,433.53","4,920,632","2,000.26","229,767","764,824","71,250",200,"8,410,083","3,504.20",,
34510,NORTH CAROLINA,JONES,28,"377,547","1,123.65","345,348","1,027.82","6,039","23,883","2,276",27,"1,151,766","3,554.83",,
34520,NORTH CAROLINA,LEE,144,"3,069,024","1,776.06","2,603,780","1,506.82","137,663","284,659","42,920",140,"4,790,595","2,851.54",,
34530,NORTH CAROLINA,LENOIR,192,"5,033,944","2,184.87","4,278,909","1,857.17","135,885","551,553","67,596",189,"7,495,012","3,304.68",,
34540,NORTH CAROLINA,LINCOLN,83,"1,785,651","1,792.82","1,542,938","1,549.13","51,386","171,950","19,375",82,"2,701,871","2,745.80",,
34550,NORTH CAROLINA,MCDOWELL,50,"865,667","1,442.78","742,243","1,237.07","31,382","82,606","9,434",48,"1,345,508","2,335.95",,
34560,NORTH CAROLINA,MACON,40,"538,427","1,121.72","449,046",935.51,"21,540","60,981","6,858",39,"959,957","2,051.19",,
34570,NORTH CAROLINA,MADISON,15,"275,140","1,528.56","234,740","1,304.11","7,868","29,380","3,151",15,"465,124","2,584.02",,
34580,NORTH CAROLINA,MARTIN,93,"1,231,661","1,103.64","891,423",798.77,"98,271","182,287","59,679",90,"4,218,814","3,906.31",,
34590,NORTH CAROLINA,MECKLENBURG,"1,327","24,965,885","1,567.81","20,844,574","1,309.00","995,251","2,776,300","349,757","1,261","44,391,012","2,933.59",,
34600,NORTH CAROLINA,MITCHELL,11,"374,698","2,838.62","315,072","2,386.91","20,160","34,266","5,199",10,"407,320","3,394.33",,
34610,NORTH CAROLINA,MONTGOMERY,64,"1,229,222","1,600.55","1,098,363","1,430.16","13,460","110,815","6,582",61,"2,295,104","3,135.39",,
34620,NORTH CAROLINA,MOORE,182,"4,319,595","1,977.84","3,766,315","1,724.50","133,054","387,422","32,803",177,"6,412,616","3,019.12",,
34630,NORTH CAROLINA,NASH,302,"7,156,730","1,974.82","5,811,976","1,603.75","225,604","1,018,469","100,679",292,"10,309,087","2,942.09",,
34640,NORTH CAROLINA,NEW HANOVER,239,"5,280,945","1,841.33","4,487,130","1,564.55","233,857","502,758","57,199",229,"8,339,661","3,034.81",,
34650,NORTH CAROLINA,NORTHAMPTON,82,"1,787,938","1,817.01","1,533,027","1,557.95","47,812","178,588","28,509",81,"3,751,229","3,859.29",,
34660,NORTH CAROLINA,ONSLOW,154,"3,245,564","1,756.26","2,750,401","1,488.31","115,367","341,681","38,114",152,"5,079,643","2,784.89",,
34670,NORTH CAROLINA,ORANGE,129,"3,202,093","2,068.54","2,161,883","1,396.57","486,739","378,249","175,220",120,"4,165,555","2,892.75",,
34680,NORTH CAROLINA,PAMLICO,25,"791,316","2,637.72","743,829","2,479.43","5,014","41,258","1,214",24,"1,145,561","3,977.64",,
34690,NORTH CAROLINA,PASQUOTANK,99,"1,654,267","1,392.48","1,467,432","1,235.21","52,467","116,029","18,338",95,"3,539,370","3,104.71",,
34700,NORTH CAROLINA,PENDER,102,"1,958,946","1,600.45","1,655,105","1,352.21","99,832","178,570","25,438",99,"3,753,178","3,159.24",,
34710,NORTH CAROLINA,PERQUIMANS,30,"442,806","1,230.02","398,447","1,106.80","13,243","29,133","1,982",28,"1,268,195","3,774.39",,
34720,NORTH CAROLINA,PERSON,74,"1,401,470","1,578.23","1,051,151","1,183.73","175,739","128,109","46,468",73,"2,841,911","3,244.19",,
34730,NORTH CAROLINA,PITT,367,"11,612,263","2,636.75","8,818,042","2,002.28","804,233","1,462,951","527,036",357,"14,132,535","3,298.91",,
34740,NORTH CAROLINA,POLK,16,"377,785","1,967.63","328,641","1,711.67","12,835","32,603","3,705",16,"615,790","3,207.24",,
34750,NORTH CAROLINA,RANDOLPH,153,"3,413,313","1,859.10","2,865,217","1,560.58","180,490","295,489","72,115",147,"5,618,398","3,185.03",,
34760,NORTH CAROLINA,RICHMOND,147,"3,599,639","2,040.61","3,115,680","1,766.26","64,415","401,538","18,005",144,"4,880,927","2,824.61",,
34770,NORTH CAROLINA,ROBESON,368,"10,804,675","2,446.71","8,655,472","1,960.03","344,216","1,729,396","75,591",362,"13,853,971","3,189.22",,
34780,NORTH CAROLINA,ROCKINGHAM,197,"4,830,663","2,043.43","4,010,770","1,696.60","275,451","430,900","113,540",191,"7,003,171","3,055.48",,
34790,NORTH CAROLINA,ROWAN,177,"4,128,487","1,943.73","3,552,421","1,672.51","172,530","313,071","90,463",166,"5,244,240","2,632.65",,
34800,NORTH CAROLINA,RUTHERFORD,116,"2,457,087","1,765.15","2,174,851","1,562.39","38,318","229,874","14,043",115,"4,320,345","3,130.68",,
34810,NORTH CAROLINA,SAMPSON,145,"3,516,348","2,020.89","2,929,894","1,683.85","136,663","420,737","29,052",143,"5,737,634","3,343.61",,
34820,NORTH CAROLINA,SCOTLAND,117,"2,816,870","2,006.32","2,487,579","1,771.78","61,683","251,259","16,347",116,"4,000,509","2,873.93",,
34830,NORTH CAROLINA,STANLY,77,"1,677,161","1,815.11","1,464,846","1,585.33","36,646","164,167","11,499",77,"2,667,901","2,887.34",,
34840,NORTH CAROLINA,STOKES,45,"1,349,163","2,498.45","1,027,102","1,902.04","121,151","120,199","80,710",44,"1,474,327","2,792.29",,
34850,NORTH CAROLINA,SURRY,110,"3,041,834","2,304.42","2,461,235","1,864.57","221,860","229,842","128,895",107,"3,610,633","2,812.02",,
34860,NORTH CAROLINA,SWAIN,47,"1,433,782","2,542.17","1,252,239","2,220.28","35,074","138,055","8,414",45,"1,639,625","3,036.34",,
34870,NORTH CAROLINA,TRANSYLVANIA,29,"538,138","1,546.37","483,337","1,388.90","11,562","38,516","4,721",29,"867,205","2,491.97",,
34880,NORTH CAROLINA,TYRRELL,7,"32,729",389.63,"16,709",198.92,"14,200","28,732","6,506",7,"181,479","2,160.46",,
34890,NORTH CAROLINA,UNION,194,"2,843,728","1,221.53","2,408,935","1,034.77","94,648","304,345","35,799",187,"6,635,876","2,957.16",,
34900,NORTH CAROLINA,VANCE,167,"4,523,102","2,257.04","3,639,889","1,816.31","411,569","388,244","83,399",165,"6,330,759","3,197.35",,
34910,NORTH CAROLINA,WAKE,"1,063","22,579,333","1,770.10","19,225,168","1,507.15","1,060,810","1,961,824","331,529","1,017","37,509,380","3,073.53",,
34920,NORTH CAROLINA,WARREN,60,"1,540,113","2,139.05","1,212,708","1,684.32","148,035","147,180","32,189",59,"2,514,312","3,551.29",,
34930,NORTH CAROLINA,WASHINGTON,38,"994,484","2,180.89","808,917","1,773.94","56,914","96,120","32,532",38,"1,455,566","3,192.03",,
34940,NORTH CAROLINA,WATAUGA,30,"783,672","2,176.87","691,195","1,919.99","34,683","50,388","7,404",30,"982,823","2,730.06",,
34950,NORTH CAROLINA,WAYNE,291,"7,500,283","2,147.85","6,629,936","1,898.61","117,477","700,980","51,889",288,"11,473,891","3,319.99",,
34960,NORTH CAROLINA,WILKES,87,"2,982,349","2,856.66","2,489,599","2,384.67","177,567","230,787","84,395",87,"2,733,511","2,618.31",,
34970,NORTH CAROLINA,WILSON,222,"4,654,254","1,747.09","3,869,685","1,452.58","160,304","555,812","68,451",217,"8,513,994","3,269.58",,
34980,NORTH CAROLINA,YADKIN,43,"1,084,616","2,101.97","840,968","1,629.78","95,040","100,722","47,884",40,"1,444,940","3,010.29",,
34981,NORTH CAROLINA,YANCEY,23,"305,950","1,108.51","267,007",967.42,"7,778","27,570","3,592",21,"752,020","2,984.21",,
35000,NORTH DAKOTA,ADAMS,1,"32,505","2,708.75","31,875","2,656.25",151,429,48,1,"62,587","5,215.58",,
35010,NORTH DAKOTA,BARNES,13,"280,010","1,794.94","264,547","1,695.81","3,668","10,651","1,143",10,"341,686","2,847.38",,
35020,NORTH DAKOTA,BENSON,16,"501,862","2,613.86","456,156","2,375.81","13,865","28,420","3,421",15,"534,941","2,971.89",,
35030,NORTH DAKOTA,BILLINGS,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
35040,NORTH DAKOTA,BOTTINEAU,8,"105,485","1,098.80","98,652","1,027.63","1,590","4,522",720,8,"245,800","2,560.42",,
35050,NORTH DAKOTA,BOWMAN,1,"96,198","8,016.50","93,185","7,765.42",694,"2,074",243,1,"41,853","3,487.75",,
35060,NORTH DAKOTA,BURKE,1,0,0.00,0,0.00,0,0,0,1,0,0.00,,
35070,NORTH DAKOTA,BURLEIGH,101,"1,585,751","1,308.38","1,487,355","1,227.19","27,115","61,436","9,844",98,"2,813,170","2,392.15",,
35080,NORTH DAKOTA,CASS,147,"3,458,624","1,960.67","3,163,329","1,793.27","102,536","178,478","24,579",137,"3,977,751","2,419.56",,
35090,NORTH DAKOTA,CAVALIER,6,"180,355","2,504.93","167,874","2,331.58","4,455","6,711","1,314",6,"192,919","2,679.43",,
35100,NORTH DAKOTA,DICKEY,5,"212,074","3,534.57","205,574","3,426.23","1,053","5,144",303,5,"218,450","3,640.83",,
35110,NORTH DAKOTA,DIVIDE,2,"25,413","1,058.88","24,930","1,038.75",60,353,69,2,"58,648","2,443.67",,
35120,NORTH DAKOTA,DUNN,1,"85,930","7,160.83","79,030","6,585.83","1,543","4,780",575,1,"88,655","7,387.92",,
35130,NORTH DAKOTA,EDDY,3,"21,135",587.08,"19,094",530.39,482,"1,323",235,3,"66,806","1,855.72",,
35140,NORTH DAKOTA,EMMONS,6,"79,646","1,106.19","75,761","1,052.24",939,"2,653",292,6,"199,795","2,774.93",,
35150,NORTH DAKOTA,FOSTER,6,"191,858","2,664.69","180,795","2,511.04","1,887","8,432",743,6,"172,258","2,392.47",,
35160,NORTH DAKOTA,GOLDEN VALLEY,2,"97,312","4,054.67","91,254","3,802.25","1,060","4,663",334,2,"96,171","4,007.13",,
35170,NORTH DAKOTA,GRAND FORKS,73,"862,813",984.95,"765,783",874.18,"39,853","46,616","10,561",66,"1,946,555","2,457.77",,
35180,NORTH DAKOTA,GRANT,1,"8,613",717.75,"7,792",649.33,158,551,111,1,0,0.00,,
35190,NORTH DAKOTA,GRIGGS,3,"34,979",971.64,"32,624",906.22,684,"1,546",123,3,"45,000","1,250.00",,
35200,NORTH DAKOTA,HETTINGER,5,"90,542","1,509.03","83,776","1,396.27","1,139","5,172",454,5,"170,529","2,842.15",,
35210,NORTH DAKOTA,KIDDER,3,"56,653","1,573.69","53,130","1,475.83",807,"2,360",354,3,"82,044","2,279.00",,
35220,NORTH DAKOTA,LAMOURE,4,"6,080",126.67,"6,080",126.67,0,0,0,3,"50,648","1,406.89",,
35230,NORTH DAKOTA,LOGAN,1,"35,322","2,943.50","34,822","2,901.83",0,500,0,1,"30,054","2,504.50",,
35240,NORTH DAKOTA,MCHENRY,2,"29,040","1,210.00","26,134","1,088.92",785,"1,927",192,2,"52,540","2,189.17",,
35250,NORTH DAKOTA,MCINTOSH,6,0,0.00,0,0.00,0,0,0,6,"89,619","1,244.71",,
35260,NORTH DAKOTA,MCKENZIE,6,"222,897","3,095.79","210,207","2,919.54","2,690","9,027",972,3,"156,217","4,339.36",,
35270,NORTH DAKOTA,MCLEAN,16,"464,312","2,418.29","430,054","2,239.86","14,552","16,177","3,529",14,"611,135","3,637.71",,
35280,NORTH DAKOTA,MERCER,5,"37,728",628.80,"34,894",581.57,576,"1,889",368,5,"92,105","1,535.08",,
35290,NORTH DAKOTA,MORTON,44,"549,467","1,040.66","507,958",962.04,"12,933","31,166","5,044",42,"1,221,197","2,423.01",,
35300,NORTH DAKOTA,MOUNTRAIL,23,"494,566","1,791.91","455,379","1,649.92","7,877","27,971","3,338",21,"491,200","1,949.21",,
35310,NORTH DAKOTA,NELSON,3,0,0.00,736,20.44,240,344,152,3,"139,106","3,864.06",,
35320,NORTH DAKOTA,OLIVER,1,0,0.00,0,0.00,0,0,0,1,"25,882","2,156.83",,
35330,NORTH DAKOTA,PEMBINA,5,"223,666","3,727.77","206,694","3,444.90","5,527","9,385","2,058",4,"128,199","2,670.81",,
35340,NORTH DAKOTA,PIERCE,4,"77,228","1,608.92","74,048","1,542.67",785,"2,132",261,3,"46,397","1,288.81",,
35350,NORTH DAKOTA,RAMSEY,18,"253,017","1,171.38","232,617","1,076.93","6,608","11,575","2,216",16,"512,790","2,670.78",,
35360,NORTH DAKOTA,RANSOM,6,"118,136","1,640.78","109,047","1,514.54",0,"9,088",0,6,"123,842","1,720.03",,
35370,NORTH DAKOTA,RENVILLE,1,0,0.00,0,0.00,0,0,0,1,"32,606","2,717.17",,
35380,NORTH DAKOTA,RICHLAND,17,"136,891",671.03,"124,841",611.97,"2,683","8,252","1,115",16,"311,453","1,622.15",,
35390,NORTH DAKOTA,ROLETTE,24,"245,014",850.74,"228,829",794.55,"2,022","13,017","1,145",21,"532,629","2,113.61",,
35400,NORTH DAKOTA,SARGENT,4,"85,373","1,778.60","78,739","1,640.40","1,467","4,546",619,4,"146,908","3,060.58",,
35410,NORTH DAKOTA,SHERIDAN,3,"33,696",936.00,"32,385",899.58,285,866,160,3,"77,242","2,145.61",,
