ADJUSTMENTS TO THE 2012-2014 REIMBURSEMENT COMBINED DATA FOR AGED AND DISABLED PARTS A AND B FOR SHARED SAVING PAYMENTS AND SHARED LOSSES MADE TO ACCOUNTABLE CARE ORGANISATIONS.                                                                                                                          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,2012,2013,2014,,
45877,TEXAS,ROBERTS,*,*,*,,
45878,TEXAS,ROBERTSON,0,"4,904","39,501",,
45879,TEXAS,ROCKWALL,0,"12,728","127,030",,
45880,TEXAS,RUNNELS,0,572,"2,011",,
45881,TEXAS,RUSK,0,"2,292","3,762",,
45882,TEXAS,SABINE,0,"6,795","6,258",,
45883,TEXAS,SAN AUGUSTINE,0,"2,006","3,690",,
45884,TEXAS,SAN JACINTO,0,"59,333","72,732",,
45885,TEXAS,SAN PATRICIO,-157,"3,939","5,082",,
45886,TEXAS,SAN SABA,0,0,"2,092",,
45887,TEXAS,SCHLEICHER,0,0,193,,
45888,TEXAS,SCURRY,0,"2,562","29,844",,
45889,TEXAS,SHACKELFORD,0,0,832,,
45890,TEXAS,SHELBY,0,"4,547","8,189",,
45891,TEXAS,SHERMAN,0,"3,817",362,,
45892,TEXAS,SMITH,0,"9,324","27,862",,
45893,TEXAS,SOMERVELL,0,972,"3,816",,
45900,TEXAS,STARR,0,"165,881","249,191",,
45901,TEXAS,STEPHENS,0,321,"1,356",,
45902,TEXAS,STERLING,0,92,"1,231",,
45903,TEXAS,STONEWALL,0,0,"1,069",,
45904,TEXAS,SUTTON,0,0,806,,
45905,TEXAS,SWISHER,0,"17,616","4,401",,
45910,TEXAS,TARRANT,"3,401","752,896","3,768,290",,
45911,TEXAS,TAYLOR,0,"3,570","21,405",,
45912,TEXAS,TERRELL,0,31,"1,221",,
45913,TEXAS,TERRY,0,62,"20,048",,
45920,TEXAS,THROCKMORTON,0,0,158,,
45921,TEXAS,TITUS,0,972,"7,129",,
45930,TEXAS,TOM GREEN,0,"3,769","10,010",,
45940,TEXAS,TRAVIS,"2,693","55,705","3,504,845",,
45941,TEXAS,TRINITY,0,"21,157","18,805",,
45942,TEXAS,TYLER,0,"40,876","9,420",,
45943,TEXAS,UPSHUR,0,"2,553","6,305",,
45944,TEXAS,UPTON,0,370,"5,529",,
45945,TEXAS,UVALDE,0,0,"8,073",,
45946,TEXAS,VAL VERDE,0,440,"113,997",,
45947,TEXAS,VAN ZANDT,0,"8,872","59,031",,
45948,TEXAS,VICTORIA,0,"18,211","18,651",,
45949,TEXAS,WALKER,0,"56,908","65,111",,
45950,TEXAS,WALLER,0,"352,844","244,335",,
45951,TEXAS,WARD,0,"2,094","26,772",,
45952,TEXAS,WASHINGTON,0,"24,822","23,845",,
45953,TEXAS,WEBB,"1,788","7,031","40,219",,
45954,TEXAS,WHARTON,0,"1,434,871","839,172",,
45955,TEXAS,WHEELER,0,"3,368",193,,
45960,TEXAS,WICHITA,0,"5,632","89,604",,
45961,TEXAS,WILBARGER,0,225,"3,893",,
45962,TEXAS,WILLACY,0,"11,393","54,138",,
45970,TEXAS,WILLIAMSON,"1,002","25,706","1,652,757",,
45971,TEXAS,WILSON,0,"1,182","91,076",,
45972,TEXAS,WINKLER,0,801,"11,707",,
45973,TEXAS,WISE,0,"2,747","116,965",,
45974,TEXAS,WOOD,0,"7,976","26,657",,
45980,TEXAS,YOAKUM,0,0,"7,353",,
45981,TEXAS,YOUNG,0,558,"5,689",,
45982,TEXAS,ZAPATA,0,"2,334","4,298",,
45983,TEXAS,ZAVALA,0,448,"20,363",,
46000,UTAH,BEAVER,0,187,362,,
46010,UTAH,BOX ELDER,0,"2,381","2,346",,
46020,UTAH,CACHE,312,"2,037","2,207",,
46030,UTAH,CARBON,0,0,544,,
46040,UTAH,DAGGETT,*,*,*,,
46050,UTAH,DAVIS,935,"1,666","5,804",,
46060,UTAH,DUCHESNE,0,0,0,,
46070,UTAH,EMERY,0,0,0,,
46080,UTAH,GARFIELD,0,187,844,,
46090,UTAH,GRAND,312,187,362,,
46100,UTAH,IRON,312,399,"3,807",,
46110,UTAH,JUAB,0,0,0,,
46120,UTAH,KANE,0,0,225,,
46130,UTAH,MILLARD,0,0,0,,
46140,UTAH,MORGAN,0,0,0,,
46150,UTAH,PIUTE,0,0,0,,
46160,UTAH,RICH,*,*,*,,
46170,UTAH,SALT LAKE,"2,182","7,490","10,305",,
46180,UTAH,SAN JUAN,0,0,362,,
46190,UTAH,SANPETE,0,0,279,,
46200,UTAH,SEVIER,0,0,101,,
46210,UTAH,SUMMIT,312,"2,166","2,848",,
46220,UTAH,TOOELE,0,0,225,,
46230,UTAH,UINTAH,0,440,544,,
46240,UTAH,UTAH,623,"4,617","5,106",,
46250,UTAH,WASATCH,0,-213,"1,194",,
46260,UTAH,WASHINGTON,"1,715","5,915","5,503",,
46270,UTAH,WAYNE,0,0,0,,
46280,UTAH,WEBER,312,748,"2,000",,
47000,VERMONT,ADDISON,392,"2,182","1,197",,
47010,VERMONT,BENNINGTON,"1,749","7,376","4,534",,
47020,VERMONT,CALEDONIA,"3,051","-3,442","-3,588",,
47030,VERMONT,CHITTENDEN,"1,439","16,513","15,181",,
47040,VERMONT,ESSEX,"2,639",147,969,,
47050,VERMONT,FRANKLIN,58,"2,706","5,125",,
47060,VERMONT,GRAND ISLE,0,"1,753","2,783",,
47070,VERMONT,LAMOILLE,560,"1,246","2,847",,
47080,VERMONT,ORANGE,"4,368","-31,458","-52,244",,
47090,VERMONT,ORLEANS,"13,502","2,770",511,,
47100,VERMONT,RUTLAND,"2,573","-1,973","-4,825",,
47110,VERMONT,WASHINGTON,"3,200",968,"-1,497",,
47120,VERMONT,WINDHAM,"20,409","-16,316","-23,036",,
47130,VERMONT,WINDSOR,"11,329","-81,890","-135,344",,
48010,VIRGIN ISLANDS,ST  CROIX,0,"21,376","22,362",,
48020,VIRGIN ISLANDS,ST  JOHN,0,"16,495","19,259",,
49000,VIRGINIA,ACCOMACK,696,"1,859","2,867",,
49010,VIRGINIA,ALBEMARLE,0,"4,273","4,368",,
49011,VIRGINIA,ALEXANDRIA CITY,320,"91,768","243,857",,
49020,VIRGINIA,ALLEGHANY,*,*,*,,
49030,VIRGINIA,AMELIA,0,207,808,,
49040,VIRGINIA,AMHERST,0,476,150,,
49050,VIRGINIA,APPOMATTOX,0,"2,153","2,733",,
49060,VIRGINIA,ARLINGTON,"1,153","57,333","585,621",,
49070,VIRGINIA,AUGUSTA,0,"27,679","39,368",,
49080,VIRGINIA,BATH,0,"1,358","1,059",,
49088,VIRGINIA,BEDFORD CITY,0,306,0,,
49090,VIRGINIA,BEDFORD,0,"5,478","6,817",,
49100,VIRGINIA,BLAND,0,"5,705","4,616",,
49110,VIRGINIA,BOTETOURT,0,"2,019","1,277",,
49111,VIRGINIA,BRISTOL CITY,0,"261,993","228,966",,
49120,VIRGINIA,BRUNSWICK,0,"1,308",176,,
49130,VIRGINIA,BUCHANAN,0,"158,288","147,292",,
49140,VIRGINIA,BUCKINGHAM,0,"2,091","4,166",,
49141,VIRGINIA,BUENA VISTA CITY,0,0,0,,
49150,VIRGINIA,CAMPBELL,0,807,101,,
49160,VIRGINIA,CAROLINE,0,829,"1,734",,
49170,VIRGINIA,CARROLL,0,"7,510","4,153",,
49180,VIRGINIA,CHARLES CITY,0,0,676,,
49190,VIRGINIA,CHARLOTTE,0,"1,923","3,069",,
49191,VIRGINIA,CHARLOTTESVILLE CITY,0,484,"1,378",,
49194,VIRGINIA,CHESAPEAKE CITY,138,"28,026","4,474",,
49200,VIRGINIA,CHESTERFIELD,834,"7,642","9,630",,
49210,VIRGINIA,CLARKE,0,"25,550","35,676",,
49212,VIRGINIA,COLONIAL HEIGHTS CITY,345,669,0,,
49213,VIRGINIA,COVINGTON CITY,0,"1,037",727,,
49220,VIRGINIA,CRAIG,0,0,192,,
49230,VIRGINIA,CULPEPER,0,"7,210","12,621",,
49240,VIRGINIA,CUMBERLAND,0,"8,080","11,047",,
49241,VIRGINIA,DANVILLE CITY,0,"15,646",684,,
49250,VIRGINIA,DICKENSON,0,"509,341","270,077",,
49260,VIRGINIA,DINWIDDIE,0,207,618,,
49270,VIRGINIA,EMPORIA CITY,0,0,0,,
49280,VIRGINIA,ESSEX,0,314,403,,
49288,VIRGINIA,FAIRFAX CITY,623,"41,685","82,559",,
49290,VIRGINIA,FAIRFAX,"2,797","904,011","2,379,194",,
49291,VIRGINIA,FALLS CHURCH CITY,262,"6,993","31,248",,
49300,VIRGINIA,FAUQUIER,0,"32,855","52,940",,
49310,VIRGINIA,FLOYD,0,498,206,,
49320,VIRGINIA,FLUVANNA,0,"1,016","1,264",,
49328,VIRGINIA,FRANKLIN CITY,340,151,0,,
49330,VIRGINIA,FRANKLIN,0,"5,915","2,374",,
49340,VIRGINIA,FREDERICK,0,"11,903","20,847",,
49342,VIRGINIA,FREDERICKSBURG CITY,0,"1,378","3,433",,
49343,VIRGINIA,GALAX CITY,0,762,"1,746",,
49350,VIRGINIA,GILES,0,"1,020",265,,
49360,VIRGINIA,GLOUCESTER,312,851,714,,
49370,VIRGINIA,GOOCHLAND,0,"1,253",413,,
49380,VIRGINIA,GRAYSON,0,"31,400","14,825",,
49390,VIRGINIA,GREENE,0,0,"1,285",,
49400,VIRGINIA,GREENSVILLE,0,0,203,,
49410,VIRGINIA,HALIFAX,0,"2,702","2,019",,
49411,VIRGINIA,HAMPTON CITY,539,"2,557","3,094",,
49420,VIRGINIA,HANOVER,0,774,"1,892",,
49421,VIRGINIA,HARRISONBURG CITY,0,393,833,,
49430,VIRGINIA,HENRICO,262,"6,503","3,834",,
49440,VIRGINIA,HENRY,0,"58,265","3,289",,
49450,VIRGINIA,HIGHLAND,*,*,*,,
49451,VIRGINIA,HOPEWELL CITY,0,942,92,,
49460,VIRGINIA,ISLE OF WIGHT,0,888,963,,
49470,VIRGINIA,JAMES CITY,0,"9,803","14,248",,
49480,VIRGINIA,KING AND QUEEN,0,472,0,,
49490,VIRGINIA,KING GEORGE,0,"1,891","5,126",,
49500,VIRGINIA,KING WILLIAM,0,424,224,,
49510,VIRGINIA,LANCASTER,0,"1,052","1,329",,
49520,VIRGINIA,LEE,0,"257,053","211,911",,
49522,VIRGINIA,LEXINGTON CITY,0,234,0,,
49530,VIRGINIA,LOUDOUN,735,"221,787","429,627",,
49540,VIRGINIA,LOUISA,0,"1,349","3,105",,
49550,VIRGINIA,LUNENBURG,0,705,572,,
49551,VIRGINIA,LYNCHBURG CITY,845,"4,328","4,209",,
49560,VIRGINIA,MADISON,0,0,206,,
49561,VIRGINIA,MARTINSVILLE CITY,0,"10,467",681,,
49563,VIRGINIA,MANASSAS CITY,0,"60,236","71,902",,
49565,VIRGINIA,MANASSAS PARK CITY,*,*,*,,
49570,VIRGINIA,MATHEWS,0,0,"1,000",,
49580,VIRGINIA,MECKLENBURG,58,"1,492","1,569",,
49590,VIRGINIA,MIDDLESEX,0,207,325,,
49600,VIRGINIA,MONTGOMERY,0,"5,483","3,446",,
49620,VIRGINIA,NELSON,0,"3,018","3,011",,
49621,VIRGINIA,NEW KENT,0,414,716,,
49622,VIRGINIA,NEWPORT NEWS CITY,0,"1,944","2,253",,
49641,VIRGINIA,NORFOLK CITY,69,"4,331","2,662",,
49650,VIRGINIA,NORTHAMPTON,0,0,"1,184",,
49660,VIRGINIA,NORTHUMBERLND,0,702,"3,121",,
49661,VIRGINIA,NORTON CITY,0,"157,203","63,529",,
49670,VIRGINIA,NOTTOWAY,0,"2,362","2,089",,
49680,VIRGINIA,ORANGE,0,"4,911","7,699",,
49690,VIRGINIA,PAGE,518,"1,084","1,730",,
49700,VIRGINIA,PATRICK,0,"5,849","1,216",,
49701,VIRGINIA,PETERSBURG CITY,0,0,430,,
49710,VIRGINIA,PITTSYLVANIA,0,"22,533","1,511",,
49711,VIRGINIA,PORTSMOUTH CITY,58,"1,209",684,,
49712,VIRGINIA,POQUOSON,0,958,628,,
49720,VIRGINIA,POWHATAN,0,0,437,,
49730,VIRGINIA,PRINCE EDWARD,0,"34,294","46,930",,
49740,VIRGINIA,PRINCE GEORGE,0,707,0,,
49750,VIRGINIA,PRINCE WILLIAM,149,"623,053","873,014",,
49770,VIRGINIA,PULASKI,0,"3,778","2,518",,
49771,VIRGINIA,RADFORD CITY,0,886,549,,
49780,VIRGINIA,RAPPAHANNOCK,0,"1,036","2,093",,
49790,VIRGINIA,RICHMOND,0,0,0,,
49791,VIRGINIA,RICHMOND CITY,206,"1,065","5,463",,
49800,VIRGINIA,ROANOKE,0,"3,136","2,435",,
49801,VIRGINIA,ROANOKE CITY,0,"2,556","3,041",,
49810,VIRGINIA,ROCKBRIDGE,0,879,896,,
49820,VIRGINIA,ROCKINGHAM,0,"1,518","2,388",,
49830,VIRGINIA,RUSSELL,0,"342,781","434,332",,
49838,VIRGINIA,SALEM CITY,0,"3,696",881,,
49840,VIRGINIA,SCOTT,0,"539,232","555,755",,
49850,VIRGINIA,SHENANDOAH,0,"2,227","4,614",,
49860,VIRGINIA,SMYTH,0,"492,870","195,643",,
49870,VIRGINIA,SOUTHAMPTON,58,-61,192,,
49880,VIRGINIA,SPOTSYLVANIA,0,"14,125","18,649",,
49890,VIRGINIA,STAFFORD,-157,"26,042","41,858",,
49891,VIRGINIA,STAUNTON CITY,0,"27,189","35,627",,
49892,VIRGINIA,SUFFOLK CITY,0,"1,231","1,673",,
49900,VIRGINIA,SURRY,488,621,208,,
49910,VIRGINIA,SUSSEX,0,290,0,,
49920,VIRGINIA,TAZEWELL,0,"450,486","465,018",,
49921,VIRGINIA,VIRGINIA BEACH CITY,778,"20,731","17,302",,
49930,VIRGINIA,WARREN,0,"7,646","12,776",,
49950,VIRGINIA,WASHINGTON,312,"1,535,595","742,086",,
49951,VIRGINIA,WAYNESBORO CITY,0,829,"1,993",,
49960,VIRGINIA,WESTMORELAND,0,"2,190","6,207",,
49961,VIRGINIA,WILLIAMSBURG CITY,0,"1,657","1,699",,
49962,VIRGINIA,WINCHESTER CITY,0,"7,285","9,485",,
49970,VIRGINIA,WISE,0,"915,989","430,716",,
49980,VIRGINIA,WYTHE,0,"88,022","35,339",,
49981,VIRGINIA,YORK,0,"8,280","8,889",,
50000,WASHINGTON,ADAMS,623,187,"1,528",,
50010,WASHINGTON,ASOTIN,0,523,362,,
50020,WASHINGTON,BENTON,652,686,"4,887",,
50030,WASHINGTON,CHELAN,"3,429","1,689","3,346",,
50040,WASHINGTON,CLALLAM,"2,572","1,911","4,672",,
50050,WASHINGTON,CLARK,"3,656","4,528","10,667",,
50060,WASHINGTON,COLUMBIA,623,374,518,,
50070,WASHINGTON,COWLITZ,935,"1,835","2,565",,
50080,WASHINGTON,DOUGLAS,"1,870","1,051",626,,
50090,WASHINGTON,FERRY,623,0,-57,,
50100,WASHINGTON,FRANKLIN,312,627,886,,
50110,WASHINGTON,GARFIELD,0,0,442,,
50120,WASHINGTON,GRANT,"3,382","2,783","3,732",,
50130,WASHINGTON,GRAYS HARBOR,"1,870","2,694","2,974",,
50140,WASHINGTON,ISLAND,"3,194","6,889","9,295",,
50150,WASHINGTON,JEFFERSON,"1,013","1,551","1,522",,
50160,WASHINGTON,KING,"19,373","30,622","44,781",,
50170,WASHINGTON,KITSAP,"6,068","6,207","7,691",,
50180,WASHINGTON,KITTITAS,"4,734",748,"2,866",,
50190,WASHINGTON,KLICKITAT,"1,821",561,916,,
50200,WASHINGTON,LEWIS,"3,429","3,710","4,143",,
50210,WASHINGTON,LINCOLN,312,187,723,,
50220,WASHINGTON,MASON,"9,151","4,481","8,720",,
50230,WASHINGTON,OKANOGAN,"1,247",935,"1,525",,
50240,WASHINGTON,PACIFIC,"1,247","1,375","3,680",,
50250,WASHINGTON,PEND OREILLE,312,187,362,,
50260,WASHINGTON,PIERCE,"12,741","15,016","21,276",,
50270,WASHINGTON,SAN JUAN,935,"2,282","1,628",,
50280,WASHINGTON,SKAGIT,"5,094","6,281","6,716",,
50290,WASHINGTON,SKAMANIA,312,"1,339",723,,
50300,WASHINGTON,SNOHOMISH,"6,019","11,848","17,427",,
50310,WASHINGTON,SPOKANE,"9,458","10,579","18,433",,
50320,WASHINGTON,STEVENS,935,"1,865","1,912",,
50330,WASHINGTON,THURSTON,"5,057","9,425","8,882",,
50340,WASHINGTON,WAHKIAKUM,0,417,0,,
50350,WASHINGTON,WALLA WALLA,964,677,"1,451",,
50360,WASHINGTON,WHATCOM,"4,733","14,090","10,826",,
50370,WASHINGTON,WHITMAN,312,374,520,,
50380,WASHINGTON,YAKIMA,"3,535","2,314","3,297",,
51000,WEST VIRGINIA,BARBOUR,0,440,152,,
51010,WEST VIRGINIA,BERKELEY,265,"4,096","17,979",,
51020,WEST VIRGINIA,BOONE,345,456,0,,
51030,WEST VIRGINIA,BRAXTON,0,739,570,,
51040,WEST VIRGINIA,BROOKE,0,0,"1,956",,
51050,WEST VIRGINIA,CABELL,0,"2,887","3,536",,
51060,WEST VIRGINIA,CALHOUN,0,531,101,,
51070,WEST VIRGINIA,CLAY,0,0,103,,
51080,WEST VIRGINIA,DODDRIDGE,0,0,0,,
51090,WEST VIRGINIA,FAYETTE,0,290,"5,710",,
51100,WEST VIRGINIA,GILMER,0,0,0,,
51110,WEST VIRGINIA,GRANT,0,0,206,,
51120,WEST VIRGINIA,GREENBRIER,58,"1,816","1,955",,
51130,WEST VIRGINIA,HAMPSHIRE,0,"1,264","3,243",,
51140,WEST VIRGINIA,HANCOCK,0,0,"1,134",,
51150,WEST VIRGINIA,HARDY,0,669,"1,397",,
51160,WEST VIRGINIA,HARRISON,0,"1,689","2,057",,
51170,WEST VIRGINIA,JACKSON,0,134,927,,
51180,WEST VIRGINIA,JEFFERSON,149,"8,040","25,704",,
51190,WEST VIRGINIA,KANAWHA,-157,"2,456","2,207",,
51200,WEST VIRGINIA,LEWIS,0,0,150,,
51210,WEST VIRGINIA,LINCOLN,0,0,767,,
51220,WEST VIRGINIA,LOGAN,0,"2,959","2,244",,
51230,WEST VIRGINIA,MC DOWELL,345,"29,144","26,726",,
51240,WEST VIRGINIA,MARION,0,0,863,,
51250,WEST VIRGINIA,MARSHALL,312,"1,798",952,,
51260,WEST VIRGINIA,MASON,0,0,150,,
51270,WEST VIRGINIA,MERCER,262,"30,081","13,359",,
51280,WEST VIRGINIA,MINERAL,0,0,514,,
51290,WEST VIRGINIA,MINGO,0,472,884,,
51300,WEST VIRGINIA,MONONGALIA,58,"2,689","1,266",,
51310,WEST VIRGINIA,MONROE,0,525,505,,
51320,WEST VIRGINIA,MORGAN,0,134,"2,267",,
51330,WEST VIRGINIA,NICHOLAS,-314,28,"1,383",,
51340,WEST VIRGINIA,OHIO,0,963,"1,760",,
51350,WEST VIRGINIA,PENDLETON,0,496,110,,
51360,WEST VIRGINIA,PLEASANTS,0,531,0,,
51370,WEST VIRGINIA,POCAHONTAS,0,290,"2,631",,
51380,WEST VIRGINIA,PRESTON,0,553,"1,186",,
51390,WEST VIRGINIA,PUTNAM,0,715,875,,
51400,WEST VIRGINIA,RALEIGH,330,"5,474","7,354",,
51410,WEST VIRGINIA,RANDOLPH,149,741,152,,
51420,WEST VIRGINIA,RITCHIE,0,0,0,,
51430,WEST VIRGINIA,ROANE,0,453,276,,
51440,WEST VIRGINIA,SUMMERS,0,"1,219","1,602",,
51450,WEST VIRGINIA,TAYLOR,0,0,"1,134",,
51460,WEST VIRGINIA,TUCKER,0,0,"1,382",,
51470,WEST VIRGINIA,TYLER,0,0,305,,
51480,WEST VIRGINIA,UPSHUR,0,"1,373","1,640",,
51490,WEST VIRGINIA,WAYNE,0,"1,565",817,,
51500,WEST VIRGINIA,WEBSTER,0,0,103,,
51510,WEST VIRGINIA,WETZEL,0,151,"1,697",,
51520,WEST VIRGINIA,WIRT,0,0,0,,
51530,WEST VIRGINIA,WOOD,0,"2,036","4,468",,
51540,WEST VIRGINIA,WYOMING,0,"2,435","1,762",,
52000,WISCONSIN,ADAMS,"1,833","-6,005","5,430",,
52010,WISCONSIN,ASHLAND,623,979,"3,177",,
52020,WISCONSIN,BARRON,623,"2,424","6,382",,
52030,WISCONSIN,BAYFIELD,"1,154","1,302","2,985",,
52040,WISCONSIN,BROWN,"890,277","409,888","400,793",,
52050,WISCONSIN,BUFFALO,0,-59,273,,
52060,WISCONSIN,BURNETT,"1,247","1,903","8,425",,
52070,WISCONSIN,CALUMET,"86,702","37,920","37,905",,
52080,WISCONSIN,CHIPPEWA,265,"2,339","4,163",,
52090,WISCONSIN,CLARK,"1,154",464,500,,
52100,WISCONSIN,COLUMBIA,"1,372","-125,240","7,199",,
52110,WISCONSIN,CRAWFORD,0,"-2,072",943,,
52120,WISCONSIN,DANE,"6,407","-2,452,269","28,034",,
52130,WISCONSIN,DODGE,"1,856","-17,267","60,266",,
52140,WISCONSIN,DOOR,"46,228","8,422","10,789",,
52150,WISCONSIN,DOUGLAS,"1,512",162,"3,958",,
52160,WISCONSIN,DUNN,0,"3,383","3,248",,
52170,WISCONSIN,EAU CLAIRE,530,"2,371","4,912",,
52180,WISCONSIN,FLORENCE,"28,417","9,926","8,916",,
52190,WISCONSIN,FOND DU LAC,"25,017","12,577","15,999",,
52200,WISCONSIN,FOREST,"6,894","4,609","6,288",,
52210,WISCONSIN,GRANT,917,"-19,955","1,232",,
52220,WISCONSIN,GREEN,530,"-59,564","2,094",,
52230,WISCONSIN,GREEN LAKE,"20,463","1,190","6,628",,
52240,WISCONSIN,IOWA,0,"-21,260","1,030",,
52250,WISCONSIN,IRON,530,-946,"1,361",,
52260,WISCONSIN,JACKSON,0,0,630,,
52270,WISCONSIN,JEFFERSON,530,"-63,944","147,023",,
52280,WISCONSIN,JUNEAU,577,"-1,329","2,821",,
52290,WISCONSIN,KENOSHA,312,"210,316","327,576",,
52300,WISCONSIN,KEWAUNEE,"62,839","13,885","15,302",,
52310,WISCONSIN,LA CROSSE,420,"1,065","5,734",,
52320,WISCONSIN,LAFAYETTE,577,"-6,707","1,268",,
52330,WISCONSIN,LANGLADE,"6,410","2,544","5,586",,
52340,WISCONSIN,LINCOLN,795,"1,444","4,719",,
52350,WISCONSIN,MANITOWOC,"66,286","40,217","38,991",,
52360,WISCONSIN,MARATHON,"5,084","2,259","5,029",,
52370,WISCONSIN,MARINETTE,"121,701","42,245","40,251",,
52380,WISCONSIN,MARQUETTE,"7,689","-24,772","3,567",,
52381,WISCONSIN,MENOMONEE,"18,560","8,821","9,106",,
52390,WISCONSIN,MILWAUKEE,"7,518","6,757,770","3,271,005",,
52400,WISCONSIN,MONROE,265,-95,"2,335",,
52410,WISCONSIN,OCONTO,"108,272","32,585","32,655",,
52420,WISCONSIN,ONEIDA,"6,718","9,043","13,308",,
52430,WISCONSIN,OUTAGAMIE,"1,422,844","628,898","612,503",,
52440,WISCONSIN,OZAUKEE,"1,107","306,201","153,322",,
52450,WISCONSIN,PEPIN,0,426,"2,624",,
52460,WISCONSIN,PIERCE,312,"3,641","11,417",,
52470,WISCONSIN,POLK,889,"4,575","18,378",,
52480,WISCONSIN,PORTAGE,"23,598","12,484","16,558",,
52490,WISCONSIN,PRICE,795,855,"1,979",,
52500,WISCONSIN,RACINE,"1,777","116,464","188,432",,
52510,WISCONSIN,RICHLAND,0,"-7,602",669,,
52520,WISCONSIN,ROCK,577,"-793,723","15,759",,
52530,WISCONSIN,RUSK,265,-427,"1,327",,
52540,WISCONSIN,ST. CROIX,"1,372","1,509","31,602",,
52550,WISCONSIN,SAUK,"1,200","-44,951","6,661",,
52560,WISCONSIN,SAWYER,312,237,"2,722",,
52570,WISCONSIN,SHAWANO,"339,915","164,445","153,578",,
52580,WISCONSIN,SHEBOYGAN,"8,219","46,044","36,272",,
52590,WISCONSIN,TAYLOR,265,-26,194,,
52600,WISCONSIN,TREMPEALEAU,935,28,497,,
52610,WISCONSIN,VERNON,265,638,"1,751",,
52620,WISCONSIN,VILAS,"2,666","4,743","10,382",,
52630,WISCONSIN,WALWORTH,"2,354","-69,294","154,546",,
52640,WISCONSIN,WASHBURN,0,510,"2,764",,
52650,WISCONSIN,WASHINGTON,"4,819","74,682","74,717",,
52660,WISCONSIN,WAUKESHA,"8,765","790,235","2,673,391",,
52670,WISCONSIN,WAUPACA,"760,170","335,364","332,438",,
52680,WISCONSIN,WAUSHARA,"55,508","15,095","24,677",,
52690,WISCONSIN,WINNEBAGO,"609,302","238,167","252,805",,
52700,WISCONSIN,WOOD,"4,819","2,918","2,523",,
53000,WYOMING,ALBANY,312,412,"2,221",,
53010,WYOMING,BIG HORN,0,943,758,,
53020,WYOMING,CAMPBELL,623,748,967,,
53030,WYOMING,CARBON,"1,247",815,"1,349",,
53040,WYOMING,CONVERSE,0,374,"1,651",,
53050,WYOMING,CROOK,935,730,362,,
53060,WYOMING,FREMONT,"1,247","2,036","2,448",,
53070,WYOMING,GOSHEN,0,0,362,,
53080,WYOMING,HOT SPRINGS,652,454,362,,
53090,WYOMING,JOHNSON,312,187,"1,115",,
53100,WYOMING,LARAMIE,"1,616","3,286","4,918",,
53110,WYOMING,LINCOLN,"1,870","1,309","3,420",,
53120,WYOMING,NATRONA,"1,870","3,310","7,381",,
53130,WYOMING,NIOBRARA,0,187,362,,
53140,WYOMING,PARK,935,"1,990","4,453",,
53150,WYOMING,PLATTE,312,0,"1,085",,
53160,WYOMING,SHERIDAN,265,975,"2,362",,
53170,WYOMING,SUBLETTE,623,187,673,,
53180,WYOMING,SWEETWATER,623,904,"1,719",,
53190,WYOMING,TETON,652,"2,287","3,061",,
53200,WYOMING,UINTA,0,0,581,,
53210,WYOMING,WASHAKIE,312,374,899,,
53220,WYOMING,WESTON,312,0,362,,
63XXX,NORTHERN MARIANA ISLANDS,NORTHERN ISLANDS MARIANAS,0,0,0,,
64XXX,AMERICAN SAMOA,AMERICAN SAMOA,0,0,0,,
65XXX,GUAM,GUAM,0,0,0,,
