ADJUSTMENTS TO THE 2012-2014 REIMBURSEMENT COMBINED DATA FOR AGED AND DISABLED PARTS A AND B FOR SHARED SAVING PAYMENTS AND SHARED LOSSES MADE TO ACCOUNTABLE CARE ORGANISATIONS.                                                                                                                          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,2012,2013,2014,,
17520,KANSAS,LINCOLN,0,0,736,,
17530,KANSAS,LINN,0,290,736,,
17540,KANSAS,LOGAN,312,"1,739",0,,
17550,KANSAS,LYON,0,"3,420","1,916",,
17560,KANSAS,MCPHERSON,0,227,264,,
17570,KANSAS,MARION,0,"1,739",0,,
17580,KANSAS,MARSHALL,312,834,415,,
17590,KANSAS,MEADE,0,0,158,,
17600,KANSAS,MIAMI,0,819,"1,268",,
17610,KANSAS,MITCHELL,"1,247","1,039",736,,
17620,KANSAS,MONTGOMERY,265,963,"2,449",,
17630,KANSAS,MORRIS,0,"5,216","1,624",,
17640,KANSAS,MORTON,0,"2,150",362,,
17650,KANSAS,NEMAHA,0,"5,424","2,197",,
17660,KANSAS,NEOSHO,0,486,0,,
17670,KANSAS,NESS,0,187,0,,
17680,KANSAS,NORTON,0,0,0,,
17690,KANSAS,OSAGE,0,303,518,,
17700,KANSAS,OSBORNE,0,0,122,,
17710,KANSAS,OTTAWA,623,374,0,,
17720,KANSAS,PAWNEE,0,187,723,,
17730,KANSAS,PHILLIPS,0,0,0,,
17740,KANSAS,POTTAWATOMIE,0,139,122,,
17750,KANSAS,PRATT,623,374,0,,
17760,KANSAS,RAWLINS,0,0,0,,
17770,KANSAS,RENO,312,933,"1,143",,
17780,KANSAS,REPUBLIC,0,0,977,,
17790,KANSAS,RICE,312,0,0,,
17800,KANSAS,RILEY,0,139,"2,506",,
17810,KANSAS,ROOKS,0,0,0,,
17820,KANSAS,RUSH,0,0,0,,
17830,KANSAS,RUSSELL,0,0,193,,
17840,KANSAS,SALINE,0,"4,536","5,769",,
17841,KANSAS,SCOTT,623,187,0,,
17860,KANSAS,SEDGWICK,623,"15,039","16,493",,
17870,KANSAS,SEWARD,0,0,"1,433",,
17880,KANSAS,SHAWNEE,312,"9,351","8,565",,
17890,KANSAS,SHERIDAN,0,0,0,,
17900,KANSAS,SHERMAN,0,0,0,,
17910,KANSAS,SMITH,312,486,383,,
17920,KANSAS,STAFFORD,0,0,478,,
17921,KANSAS,STANTON,0,583,0,,
17940,KANSAS,STEVENS,0,0,0,,
17950,KANSAS,SUMNER,312,"3,611",647,,
17960,KANSAS,THOMAS,0,0,362,,
17970,KANSAS,TREGO,0,225,0,,
17980,KANSAS,WABAUNSEE,0,0,0,,
17981,KANSAS,WALLACE,0,0,0,,
17982,KANSAS,WASHINGTON,312,0,0,,
17983,KANSAS,WICHITA,0,0,0,,
17984,KANSAS,WILSON,0,0,0,,
17985,KANSAS,WOODSON,0,0,0,,
17986,KANSAS,WYANDOTTE,149,"7,138","4,461",,
18000,KENTUCKY,ADAIR,0,"1,166","4,022",,
18010,KENTUCKY,ALLEN,0,"9,447","4,041",,
18020,KENTUCKY,ANDERSON,0,461,"17,206",,
18030,KENTUCKY,BALLARD,0,"56,084","118,796",,
18040,KENTUCKY,BARREN,345,"95,635","76,376",,
18050,KENTUCKY,BATH,0,228,"17,860",,
18060,KENTUCKY,BELL,0,"1,348","22,336",,
18070,KENTUCKY,BOONE,0,"3,155","18,916",,
18080,KENTUCKY,BOURBON,0,472,"11,981",,
18090,KENTUCKY,BOYD,0,"5,356","3,642",,
18100,KENTUCKY,BOYLE,0,"4,256","81,341",,
18110,KENTUCKY,BRACKEN,0,0,"1,332",,
18120,KENTUCKY,BREATHITT,0,0,"2,665",,
18130,KENTUCKY,BRECKINRIDGE,0,"12,832","22,047",,
18140,KENTUCKY,BULLITT,0,"329,885","492,236",,
18150,KENTUCKY,BUTLER,0,"189,717","269,927",,
18160,KENTUCKY,CALDWELL,345,"5,962","22,402",,
18170,KENTUCKY,CALLOWAY,0,"10,744","27,084",,
18180,KENTUCKY,CAMPBELL,0,453,"21,102",,
18190,KENTUCKY,CARLISLE,0,"21,063","41,021",,
18191,KENTUCKY,CARROLL,0,777,"8,563",,
18210,KENTUCKY,CARTER,345,0,"1,428",,
18220,KENTUCKY,CASEY,0,"1,239","8,996",,
18230,KENTUCKY,CHRISTIAN,0,"13,085","1,894",,
18240,KENTUCKY,CLARK,0,"1,496","68,298",,
18250,KENTUCKY,CLAY,0,"1,285","18,196",,
18260,KENTUCKY,CLINTON,0,918,"1,170",,
18270,KENTUCKY,CRITTENDEN,0,"5,000","13,772",,
18271,KENTUCKY,CUMBERLAND,345,617,"1,469",,
18290,KENTUCKY,DAVIESS,0,"2,756","6,959",,
18291,KENTUCKY,EDMONSON,0,"223,460","202,145",,
18310,KENTUCKY,ELLIOTT,0,0,181,,
18320,KENTUCKY,ESTILL,0,0,"10,944",,
18330,KENTUCKY,FAYETTE,390,"7,833","641,258",,
18340,KENTUCKY,FLEMING,0,635,"3,840",,
18350,KENTUCKY,FLOYD,0,642,"7,618",,
18360,KENTUCKY,FRANKLIN,0,"20,969","58,618",,
18361,KENTUCKY,FULTON,58,"6,310","16,455",,
18362,KENTUCKY,GALLATIN,0,0,904,,
18390,KENTUCKY,GARRARD,0,0,"20,960",,
18400,KENTUCKY,GRANT,330,817,"1,931",,
18410,KENTUCKY,GRAVES,312,"105,170","209,219",,
18420,KENTUCKY,GRAYSON,0,"36,921","47,082",,
18421,KENTUCKY,GREEN,0,"3,498","6,329",,
18440,KENTUCKY,GREENUP,0,"1,384","1,848",,
18450,KENTUCKY,HANCOCK,0,"1,295",398,,
18460,KENTUCKY,HARDIN,265,"627,300","831,117",,
18470,KENTUCKY,HARLAN,345,"35,397","21,602",,
18480,KENTUCKY,HARRISON,0,480,"3,882",,
18490,KENTUCKY,HART,345,"70,730","62,703",,
18500,KENTUCKY,HENDERSON,0,880,"1,892",,
18510,KENTUCKY,HENRY,0,"1,627","64,297",,
18511,KENTUCKY,HICKMAN,0,"11,251","23,205",,
18530,KENTUCKY,HOPKINS,0,"2,628","4,417",,
18540,KENTUCKY,JACKSON,0,933,"7,765",,
18550,KENTUCKY,JEFFERSON,987,"525,857","2,423,343",,
18560,KENTUCKY,JESSAMINE,0,"4,344","106,596",,
18570,KENTUCKY,JOHNSON,0,472,"3,021",,
18580,KENTUCKY,KENTON,0,"1,793","22,665",,
18590,KENTUCKY,KNOTT,0,472,"2,633",,
18600,KENTUCKY,KNOX,0,"1,743","16,575",,
18610,KENTUCKY,LARUE,0,"69,564","105,904",,
18620,KENTUCKY,LAUREL,0,586,"147,178",,
18630,KENTUCKY,LAWRENCE,0,0,230,,
18640,KENTUCKY,LEE,0,0,"1,746",,
18650,KENTUCKY,LESLIE,0,923,"3,014",,
18660,KENTUCKY,LETCHER,696,"24,819","11,944",,
18670,KENTUCKY,LEWIS,0,0,"1,135",,
18680,KENTUCKY,LINCOLN,0,389,"21,827",,
18690,KENTUCKY,LIVINGSTON,0,"55,083","122,696",,
18700,KENTUCKY,LOGAN,345,"116,161","7,024",,
18710,KENTUCKY,LYON,0,"17,729","51,586",,
18720,KENTUCKY,MC CRACKEN,0,"586,545","1,269,189",,
18730,KENTUCKY,MC CREARY,0,413,745,,
18740,KENTUCKY,MC LEAN,0,389,935,,
18750,KENTUCKY,MADISON,0,443,"72,957",,
18760,KENTUCKY,MAGOFFIN,330,0,"4,725",,
18770,KENTUCKY,MARION,340,"136,636","200,020",,
18780,KENTUCKY,MARSHALL,0,"104,418","362,366",,
18790,KENTUCKY,MARTIN,0,266,152,,
18800,KENTUCKY,MASON,0,-59,"2,481",,
18801,KENTUCKY,MEADE,0,"25,978","52,766",,
18802,KENTUCKY,MENIFEE,0,266,"11,913",,
18830,KENTUCKY,MERCER,0,850,"21,986",,
18831,KENTUCKY,METCALFE,345,"6,937","4,741",,
18850,KENTUCKY,MONROE,312,"5,020","3,574",,
18860,KENTUCKY,MONTGOMERY,0,257,"79,909",,
18861,KENTUCKY,MORGAN,0,480,"4,138",,
18880,KENTUCKY,MUHLENBERG,330,"7,730","5,246",,
18890,KENTUCKY,NELSON,69,"43,457","127,171",,
18900,KENTUCKY,NICHOLAS,0,0,"2,535",,
18910,KENTUCKY,OHIO,0,"10,856","10,756",,
18920,KENTUCKY,OLDHAM,0,"6,149","214,171",,
18930,KENTUCKY,OWEN,0,389,"1,974",,
18931,KENTUCKY,OWSLEY,312,0,666,,
18932,KENTUCKY,PENDLETON,0,0,"1,646",,
18960,KENTUCKY,PERRY,0,266,"3,520",,
18970,KENTUCKY,PIKE,0,"7,387","13,563",,
18971,KENTUCKY,POWELL,0,134,"8,047",,
18972,KENTUCKY,PULASKI,0,"2,323","10,173",,
18973,KENTUCKY,ROBERTSON,0,0,183,,
18974,KENTUCKY,ROCKCASTLE,0,0,"3,987",,
18975,KENTUCKY,ROWAN,0,531,"6,345",,
18976,KENTUCKY,RUSSELL,0,"1,492","2,819",,
18977,KENTUCKY,SCOTT,0,"1,115","19,699",,
18978,KENTUCKY,SHELBY,0,"3,471","162,192",,
18979,KENTUCKY,SIMPSON,0,"10,088","1,505",,
18980,KENTUCKY,SPENCER,0,"14,633","25,713",,
18981,KENTUCKY,TAYLOR,0,"14,014","25,940",,
18982,KENTUCKY,TODD,0,"13,112",718,,
18983,KENTUCKY,TRIGG,0,"4,902","9,911",,
18984,KENTUCKY,TRIMBLE,0,923,"16,914",,
18985,KENTUCKY,UNION,0,228,878,,
18986,KENTUCKY,WARREN,312,"136,273","83,344",,
18987,KENTUCKY,WASHINGTON,0,"43,915","66,890",,
18988,KENTUCKY,WAYNE,345,257,"1,742",,
18989,KENTUCKY,WEBSTER,0,684,407,,
18990,KENTUCKY,WHITLEY,0,"5,364","15,000",,
18991,KENTUCKY,WOLFE,0,508,"1,850",,
18992,KENTUCKY,WOODFORD,0,"2,912","92,697",,
19000,LOUISIANA,ACADIA,0,"3,791",579,,
19010,LOUISIANA,ALLEN,0,0,296,,
19020,LOUISIANA,ASCENSION,69,"7,430","8,389",,
19030,LOUISIANA,ASSUMPTION,0,-56,"1,162",,
19040,LOUISIANA,AVOYELLES,0,"1,679","2,473",,
19050,LOUISIANA,BEAUREGARD,0,696,"2,846",,
19060,LOUISIANA,BIENVILLE,0,0,373,,
19070,LOUISIANA,BOSSIER,0,"2,965","4,424",,
19080,LOUISIANA,CADDO,0,"6,344","9,835",,
19090,LOUISIANA,CALCASIEU,0,"15,979","12,541",,
19100,LOUISIANA,CALDWELL,0,0,0,,
19110,LOUISIANA,CAMERON,0,"1,658",0,,
19120,LOUISIANA,CATAHOULA,0,0,284,,
19130,LOUISIANA,CLAIBORNE,0,0,745,,
19140,LOUISIANA,CONCORDIA,0,560,"2,349",,
19150,LOUISIANA,DE SOTO,0,"2,006","1,520",,
19160,LOUISIANA,E. BATON ROUGE,0,"139,147","251,437",,
19170,LOUISIANA,EAST CARROLL,0,963,567,,
19180,LOUISIANA,EAST FELICIANA,0,"1,932","8,509",,
19190,LOUISIANA,EVANGELINE,0,"3,236",284,,
19200,LOUISIANA,FRANKLIN,0,963,611,,
19210,LOUISIANA,GRANT,0,963,0,,
19220,LOUISIANA,IBERIA,69,432,939,,
19230,LOUISIANA,IBERVILLE,0,"12,870","12,492",,
19240,LOUISIANA,JACKSON,0,551,0,,
19250,LOUISIANA,JEFFERSON,0,"352,358","294,729",,
19260,LOUISIANA,JEFFRSON DAVIS,0,963,402,,
19270,LOUISIANA,LAFAYETTE,0,"8,694","10,449",,
19280,LOUISIANA,LAFOURCHE,0,"3,393",555,,
19290,LOUISIANA,LA SALLE,0,0,336,,
19300,LOUISIANA,LINCOLN,0,963,"1,893",,
19310,LOUISIANA,LIVINGSTON,0,"235,768","71,408",,
19320,LOUISIANA,MADISON,0,0,0,,
19330,LOUISIANA,MOREHOUSE,0,"4,203","2,545",,
19340,LOUISIANA,NATCHITOCHES,0,963,"1,632",,
19350,LOUISIANA,ORLEANS,262,"55,878","83,604",,
19360,LOUISIANA,OUACHITA,0,"6,807","2,609",,
19370,LOUISIANA,PLAQUEMINES,345,0,"10,663",,
19380,LOUISIANA,POINTE COUPEE,0,"231,657","114,300",,
19390,LOUISIANA,RAPIDES,685,"3,525","4,211",,
19400,LOUISIANA,RED RIVER,0,-162,158,,
19410,LOUISIANA,RICHLAND,0,"1,311",193,,
19420,LOUISIANA,SABINE,0,"1,311","1,004",,
19430,LOUISIANA,ST. BERNARD,0,"5,925","2,591",,
19440,LOUISIANA,ST. CHARLES,696,"30,307","15,032",,
19450,LOUISIANA,ST. HELENA,0,"6,412","2,314",,
19460,LOUISIANA,ST. JAMES,0,560,509,,
19470,LOUISIANA,ST. JOHN BAPTIST,0,"11,539","5,790",,
19480,LOUISIANA,ST. LANDRY,0,"1,441","2,361",,
19490,LOUISIANA,ST. MARTIN,0,788,0,,
19500,LOUISIANA,ST. MARY,0,"1,776",284,,
19510,LOUISIANA,ST. TAMMANY,265,"14,685","13,870",,
19520,LOUISIANA,TANGIPAHOA,0,"8,537","4,287",,
19530,LOUISIANA,TENSAS,0,560,101,,
19540,LOUISIANA,TERREBONNE,0,"1,680","3,453",,
19550,LOUISIANA,UNION,0,0,567,,
19560,LOUISIANA,VERMILION,0,"3,010",0,,
19570,LOUISIANA,VERNON,0,185,"2,084",,
19580,LOUISIANA,WASHINGTON,0,"3,337","3,547",,
19590,LOUISIANA,WEBSTER,0,0,909,,
19600,LOUISIANA,W. BATON ROUGE,0,"11,191","11,912",,
19610,LOUISIANA,WEST CARROLL,0,0,402,,
19620,LOUISIANA,WEST FELICIANA,0,"6,079","3,971",,
19630,LOUISIANA,WINN,0,0,0,,
20000,MAINE,ANDROSCOGGIN,"5,954","963,065","-1,512",,
20010,MAINE,AROOSTOOK,"654,280","-567,960","-375,955",,
20020,MAINE,CUMBERLAND,"6,914","2,698,247","-294,479",,
20030,MAINE,FRANKLIN,"4,052","29,476","-10,545",,
20040,MAINE,HANCOCK,"52,780","-532,183","-633,622",,
20050,MAINE,KENNEBEC,"319,998","-115,707","-214,521",,
20060,MAINE,KNOX,"5,479","1,143,027","3,939",,
20070,MAINE,LINCOLN,"4,548","915,468","6,134",,
20080,MAINE,OXFORD,"3,721","561,032","2,483",,
20090,MAINE,PENOBSCOT,"776,325","-927,984","-668,034",,
20100,MAINE,PISCATAQUIS,"19,849","-98,451","-103,191",,
20110,MAINE,SAGADAHOC,"1,030","56,985",501,,
20120,MAINE,SOMERSET,"105,196","-172,895","-253,664",,
20130,MAINE,WALDO,"45,350","492,960","-68,620",,
20140,MAINE,WASHINGTON,"15,956","-5,936","-69,865",,
20150,MAINE,YORK,"16,108","2,077,495","50,513",,
21000,MARYLAND,ALLEGANY,0,"2,200","6,035",,
21010,MARYLAND,ANNE ARUNDEL,731,"14,119","101,284",,
21020,MARYLAND,BALTIMORE,995,"24,533","35,042",,
21030,MARYLAND,BALTIMORE CITY,574,"4,209","19,953",,
21040,MARYLAND,CALVERT,312,"3,254","102,678",,
21050,MARYLAND,CAROLINE,0,0,778,,
21060,MARYLAND,CARROLL,0,"2,074","36,169",,
21070,MARYLAND,CECIL,0,-305,"5,190",,
21080,MARYLAND,CHARLES,312,"4,361","301,653",,
21090,MARYLAND,DORCHESTER,0,"1,283","3,103",,
21100,MARYLAND,FREDERICK,0,"7,062","741,168",,
21110,MARYLAND,GARRETT,0,"2,130","2,836",,
21120,MARYLAND,HARFORD,0,"5,914","7,086",,
21130,MARYLAND,HOWARD,899,"8,920","117,869",,
21140,MARYLAND,KENT,0,"1,073","3,222",,
21150,MARYLAND,MONTGOMERY,"3,468","47,744","6,128,851",,
21160,MARYLAND,PRINCE GEORGES,713,"26,805","882,046",,
21170,MARYLAND,QUEEN ANNES,0,"3,223","6,769",,
21180,MARYLAND,ST. MARYS,69,"1,057","668,320",,
21190,MARYLAND,SOMERSET,0,-56,"1,380",,
21200,MARYLAND,TALBOT,0,"3,193","5,980",,
21210,MARYLAND,WASHINGTON,623,"2,578","40,743",,
21220,MARYLAND,WICOMICO,0,"2,079","3,062",,
21230,MARYLAND,WORCESTER,312,"9,728","19,112",,
22000,MASSACHUSETTS,BARNSTABLE,"1,717,580","2,011,365","1,056,040",,
22010,MASSACHUSETTS,BERKSHIRE,"6,909","23,029","35,100",,
22020,MASSACHUSETTS,BRISTOL,"802,495","2,822,627","637,925",,
22030,MASSACHUSETTS,DUKES,"31,072","20,263","36,197",,
22040,MASSACHUSETTS,ESSEX,"2,932,623","3,052,664","7,914,815",,
22060,MASSACHUSETTS,FRANKLIN,"7,652","15,501","145,474",,
22070,MASSACHUSETTS,HAMPDEN,"10,289","125,682","150,345",,
22080,MASSACHUSETTS,HAMPSHIRE,"4,691","21,704","544,006",,
22090,MASSACHUSETTS,MIDDLESEX,"5,284,935","19,444,815","22,516,245",,
22120,MASSACHUSETTS,NANTUCKET,"81,087","7,550","29,605",,
22130,MASSACHUSETTS,NORFOLK,"3,314,198","5,152,996","6,250,410",,
22150,MASSACHUSETTS,PLYMOUTH,"944,659","2,707,862","1,371,740",,
22160,MASSACHUSETTS,SUFFOLK,"3,228,546","3,556,452","4,798,663",,
22170,MASSACHUSETTS,WORCESTER,"190,553","2,879,862","2,842,648",,
23000,MICHIGAN,ALCONA,-137,"7,839","21,961",,
23010,MICHIGAN,ALGER,"1,061","2,071","2,270",,
23020,MICHIGAN,ALLEGAN,"1,008","4,729","81,828",,
23030,MICHIGAN,ALPENA,"2,235","12,545","16,613",,
23040,MICHIGAN,ANTRIM,171,"5,320","15,285",,
23050,MICHIGAN,ARENAC,"-2,673","2,990","15,358",,
23060,MICHIGAN,BARAGA,0,860,"1,122",,
23070,MICHIGAN,BARRY,466,"5,511","242,903",,
23080,MICHIGAN,BAY,198,"4,905","37,484",,
23090,MICHIGAN,BENZIE,0,"1,881","122,835",,
23100,MICHIGAN,BERRIEN,"2,007","5,783","133,326",,
23110,MICHIGAN,BRANCH,330,"9,340","30,775",,
23120,MICHIGAN,CALHOUN,690,"13,962","55,185",,
23130,MICHIGAN,CASS,701,"2,890","121,407",,
23140,MICHIGAN,CHARLEVOIX,155,"5,366","10,683",,
23150,MICHIGAN,CHEBOYGAN,"1,311","5,202","11,166",,
23160,MICHIGAN,CHIPPEWA,933,"8,956","12,251",,
23170,MICHIGAN,CLARE,"-1,730","11,976","38,257",,
23180,MICHIGAN,CLINTON,"-1,400",550,"7,606",,
23190,MICHIGAN,CRAWFORD,173,"2,590","135,333",,
23200,MICHIGAN,DELTA,"154,938","95,949","106,943",,
23210,MICHIGAN,DICKINSON,"272,973","111,403","96,381",,
23220,MICHIGAN,EATON,32,"6,656","23,541",,
23230,MICHIGAN,EMMET,108,"5,737","12,559",,
23240,MICHIGAN,GENESEE,"-1,823,823","-1,773,496","2,131,178",,
23250,MICHIGAN,GLADWIN,"-2,974","11,934","46,234",,
23260,MICHIGAN,GOGEBIC,"4,098","9,984","15,482",,
23270,MICHIGAN,GRAND TRAVERSE,"1,193","5,497","110,403",,
23280,MICHIGAN,GRATIOT,-160,"3,036","5,916",,
23290,MICHIGAN,HILLSDALE,0,"9,813","32,534",,
23300,MICHIGAN,HOUGHTON,"1,856","2,044","4,275",,
23310,MICHIGAN,HURON,"-1,855","6,363","21,984",,
23320,MICHIGAN,INGHAM,"5,621","15,791","85,857",,
23330,MICHIGAN,IONIA,-2,"2,642","30,448",,
23340,MICHIGAN,IOSCO,"-3,012","10,861","47,639",,
23350,MICHIGAN,IRON,"23,644","8,122","10,647",,
23360,MICHIGAN,ISABELLA,189,"5,727","19,269",,
23370,MICHIGAN,JACKSON,"3,590","47,424","240,454",,
23380,MICHIGAN,KALAMAZOO,"1,027","12,155","187,523",,
23390,MICHIGAN,KALKASKA,623,"2,410","22,654",,
23400,MICHIGAN,KENT,304,"18,104","1,219,846",,
23410,MICHIGAN,KEWEENAW,340,122,224,,
23420,MICHIGAN,LAKE,16,"6,989","92,717",,
23430,MICHIGAN,LAPEER,"-223,676","-189,271","166,116",,
23440,MICHIGAN,LEELANAU,108,"3,311","45,831",,
23450,MICHIGAN,LENAWEE,"1,364","32,926","202,562",,
23460,MICHIGAN,LIVINGSTON,"35,203","146,429","1,011,983",,
23470,MICHIGAN,LUCE,842,892,"3,624",,
23480,MICHIGAN,MACKINAC,623,"3,927","3,904",,
23490,MICHIGAN,MACOMB,"268,296","752,026","3,963,450",,
23500,MICHIGAN,MANISTEE,935,"1,948","90,950",,
23510,MICHIGAN,MARQUETTE,"2,698","5,569","9,072",,
23520,MICHIGAN,MASON,577,"2,298","159,023",,
23530,MICHIGAN,MECOSTA,-160,"5,144","29,160",,
23540,MICHIGAN,MENOMINEE,"33,985","10,961","11,101",,
23550,MICHIGAN,MIDLAND,309,"7,714","173,933",,
23560,MICHIGAN,MISSAUKEE,173,"2,927","130,876",,
23570,MICHIGAN,MONROE,"17,103","559,184","1,089,654",,
23580,MICHIGAN,MONTCALM,"2,062","4,573","41,841",,
23590,MICHIGAN,MONTMORENCY,344,"5,416","12,596",,
23600,MICHIGAN,MUSKEGON,"1,559","6,660","1,133,330",,
23610,MICHIGAN,NEWAYGO,642,"4,511","118,094",,
23620,MICHIGAN,OAKLAND,"759,908","2,505,898","8,409,337",,
23630,MICHIGAN,OCEANA,642,"2,498","63,097",,
23640,MICHIGAN,OGEMAW,"-3,288","11,662","29,638",,
23650,MICHIGAN,ONTONAGON,"2,494",812,"2,568",,
23660,MICHIGAN,OSCEOLA,152,"3,099","81,288",,
23670,MICHIGAN,OSCODA,-785,"6,811","42,224",,
23680,MICHIGAN,OTSEGO,"1,138","4,815","14,950",,
23690,MICHIGAN,OTTAWA,"1,200","10,922","300,969",,
23700,MICHIGAN,PRESQUE ISLE,-2,"3,710","7,438",,
23710,MICHIGAN,ROSCOMMON,"-3,471","14,345","87,847",,
23720,MICHIGAN,SAGINAW,"-22,928","-14,967","62,972",,
23730,MICHIGAN,ST. CLAIR,"3,421","33,600","182,793",,
23740,MICHIGAN,ST. JOSEPH,642,"5,270","23,531",,
23750,MICHIGAN,SANILAC,"-1,821","10,933","33,053",,
23760,MICHIGAN,SCHOOLCRAFT,"2,187",752,"3,211",,
23770,MICHIGAN,SHIAWASSEE,"-110,247","-76,257","80,603",,
23780,MICHIGAN,TUSCOLA,"-71,305","-64,392","50,400",,
23790,MICHIGAN,VAN BUREN,-157,"7,113","29,042",,
23800,MICHIGAN,WASHTENAW,"7,584","456,275","2,454,644",,
23810,MICHIGAN,WAYNE,"2,616,314","21,536,764","17,085,155",,
23830,MICHIGAN,WEXFORD,776,"1,223","236,054",,
24000,MINNESOTA,AITKIN,"2,182",997,"4,860",,
24010,MINNESOTA,ANOKA,"2,135","-71,936","248,800",,
24020,MINNESOTA,BECKER,"2,494","2,281","6,874",,
24030,MINNESOTA,BELTRAMI,312,330,"3,607",,
24040,MINNESOTA,BENTON,0,421,"8,364",,
24050,MINNESOTA,BIG STONE,312,168,"1,994",,
24060,MINNESOTA,BLUE EARTH,935,"3,183","5,921",,
24070,MINNESOTA,BROWN,731,"2,235","1,004",,
24080,MINNESOTA,CARLTON,"1,247","2,333","3,551",,
24090,MINNESOTA,CARVER,0,"43,051","51,303",,
24100,MINNESOTA,CASS,935,"13,249","14,381",,
24110,MINNESOTA,CHIPPEWA,0,673,"1,213",,
24120,MINNESOTA,CHISAGO,312,"-80,327","18,909",,
24130,MINNESOTA,CLAY,623,"2,728","2,638",,
24140,MINNESOTA,CLEARWATER,0,-159,466,,
24150,MINNESOTA,COOK,0,"1,002","2,066",,
24160,MINNESOTA,COTTONWOOD,0,648,220,,
24170,MINNESOTA,CROW WING,"5,876","9,583","15,159",,
24180,MINNESOTA,DAKOTA,"2,182","14,539","463,078",,
24190,MINNESOTA,DODGE,0,"2,225",139,,
24200,MINNESOTA,DOUGLAS,"1,247","2,192","7,806",,
24210,MINNESOTA,FARIBAULT,623,276,"2,943",,
24220,MINNESOTA,FILLMORE,0,"1,873","2,333",,
24230,MINNESOTA,FREEBORN,155,"4,091","5,321",,
24240,MINNESOTA,GOODHUE,312,"1,808","4,465",,
24250,MINNESOTA,GRANT,935,374,879,,
24260,MINNESOTA,HENNEPIN,"8,302","1,163,670","2,759,161",,
24270,MINNESOTA,HOUSTON,0,0,736,,
24280,MINNESOTA,HUBBARD,"1,247","6,937","5,196",,
24290,MINNESOTA,ISANTI,623,"-5,191","9,890",,
24300,MINNESOTA,ITASCA,"2,182","9,237","13,029",,
24310,MINNESOTA,JACKSON,0,"2,046",155,,
24320,MINNESOTA,KANABEC,0,"-2,550","7,021",,
24330,MINNESOTA,KANDIYOHI,0,"2,449","5,643",,
24340,MINNESOTA,KITTSON,312,355,0,,
24350,MINNESOTA,KOOCHICHING,935,"7,256","5,911",,
24360,MINNESOTA,LAC QUI PARLE,623,187,139,,
24370,MINNESOTA,LAKE,"1,247","2,670","4,165",,
24380,MINNESOTA,LAKE OF  WOODS,0,"3,688","2,773",,
24390,MINNESOTA,LE SUEUR,623,"5,115","7,296",,
24400,MINNESOTA,LINCOLN,623,0,362,,
24410,MINNESOTA,LYON,623,551,"1,688",,
24420,MINNESOTA,MC LEOD,"1,247","8,727","14,460",,
24430,MINNESOTA,MAHNOMEN,0,0,139,,
24440,MINNESOTA,MARSHALL,312,936,"1,950",,
24450,MINNESOTA,MARTIN,0,"1,316","2,573",,
24460,MINNESOTA,MEEKER,623,"3,173","3,245",,
24470,MINNESOTA,MILLE LACS,623,"-50,674","6,327",,
24480,MINNESOTA,MORRISON,"2,211","2,529","3,689",,
24490,MINNESOTA,MOWER,312,"5,676","5,164",,
24500,MINNESOTA,MURRAY,623,"3,477","3,465",,
24510,MINNESOTA,NICOLLET,0,222,"1,768",,
24520,MINNESOTA,NOBLES,623,"3,772","6,301",,
24530,MINNESOTA,NORMAN,312,"1,739",977,,
24540,MINNESOTA,OLMSTED,"1,465","3,947","4,704",,
24550,MINNESOTA,OTTER TAIL,"3,741","5,111","11,070",,
24560,MINNESOTA,PENNINGTON,312,168,456,,
24570,MINNESOTA,PINE,"1,247","-12,039","7,877",,
24580,MINNESOTA,PIPESTONE,623,"8,168","3,693",,
24590,MINNESOTA,POLK,312,"1,926","1,261",,
24600,MINNESOTA,POPE,"1,559","1,996","2,384",,
24610,MINNESOTA,RAMSEY,"4,258","6,827","1,351,686",,
24620,MINNESOTA,RED LAKE,0,0,139,,
24630,MINNESOTA,REDWOOD,935,"1,494","4,201",,
24640,MINNESOTA,RENVILLE,312,"2,421","2,183",,
24650,MINNESOTA,RICE,0,"2,422","6,586",,
24660,MINNESOTA,ROCK,390,374,"1,223",,
24670,MINNESOTA,ROSEAU,312,374,"1,371",,
24680,MINNESOTA,ST. LOUIS,"2,965","15,715","22,758",,
24690,MINNESOTA,SCOTT,"1,512","82,080","110,259",,
24700,MINNESOTA,SHERBURNE,"2,447","-10,628","101,002",,
24710,MINNESOTA,SIBLEY,312,788,"1,867",,
24720,MINNESOTA,STEARNS,"1,247","-6,065","29,378",,
24730,MINNESOTA,STEELE,0,"2,069","4,426",,
24740,MINNESOTA,STEVENS,935,478,"1,362",,
24750,MINNESOTA,SWIFT,0,"1,926","2,680",,
24760,MINNESOTA,TODD,0,107,"1,748",,
24770,MINNESOTA,TRAVERSE,0,0,139,,
24780,MINNESOTA,WABASHA,623,578,"1,054",,
24790,MINNESOTA,WADENA,312,276,989,,
24800,MINNESOTA,WASECA,"1,247",808,294,,
24810,MINNESOTA,WASHINGTON,"1,247","-17,518","490,729",,
24820,MINNESOTA,WATONWAN,312,148,949,,
24830,MINNESOTA,WILKIN,0,665,"1,200",,
24840,MINNESOTA,WINONA,623,241,"3,709",,
