"DISABLED - 2014 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR PART A AND PART B BY STATE AND COUNTY OF RESIDENCE. (BENEFICIARIES ENROLLED IN PARTS A AND/OR B EXCEPT FOR PUERTO RICO WHERE ENROLLED IN BOTH PARTS A AND B. REIMBURSEMENTS EXCLUDED FOR HOSPICE AND COST CONTRACTS. DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPPRESSED FOR PRIVACY)",,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A TOTAL REIMBURSEMENT W/O IME/DSH/GME,PART A TOTAL PER CAPITA W/O IME/DSH/GME,PART A  IME,PART A  DSH,PART A  GME,PART B  ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B TOTAL PER CAPITA,AGED AND DISABLED MEAN RISK SCORE,
34110,NORTH CAROLINA,BURKE,"2,768","10,927,713",328.99,"9,945,930",299.43,"492,662","305,977","183,143","2,568","11,449,233",371.54,0.984,
34120,NORTH CAROLINA,CABARRUS,"3,913","14,073,259",299.71,"13,267,774",282.56,"347,379","307,974","150,131","3,493","16,874,978",402.59,1.002,
34130,NORTH CAROLINA,CALDWELL,"2,431","8,708,743",298.53,"8,102,255",277.74,"293,086","203,942","109,459","2,243","10,852,410",403.20,0.988,
34140,NORTH CAROLINA,CAMDEN,203,"1,139,871",467.93,"1,049,016",430.63,"49,110","24,199","17,545",178,"1,015,077",475.22,1.001,
34150,NORTH CAROLINA,CARTERET,"1,751","5,341,563",254.21,"5,046,196",240.16,"155,289","80,781","59,295","1,626","7,973,021",408.62,0.944,
34160,NORTH CAROLINA,CASWELL,638,"2,076,919",271.28,"1,810,294",236.45,"148,113","48,483","70,028",568,"1,989,047",291.82,1.016,
34170,NORTH CAROLINA,CATAWBA,"4,351","14,398,892",275.78,"13,533,220",259.20,"380,894","319,855","164,921","4,032","19,114,437",395.06,0.974,
34180,NORTH CAROLINA,CHATHAM,770,"3,191,353",345.38,"2,713,678",293.69,"281,069","70,299","126,306",683,"3,322,062",405.33,0.908,
34190,NORTH CAROLINA,CHEROKEE,"1,083","3,247,068",249.85,"3,071,918",236.37,"77,994","69,440","27,715","1,013","4,239,743",348.78,0.973,
34200,NORTH CAROLINA,CHOWAN,536,"2,116,797",329.10,"1,940,203",301.65,"88,820","45,728","42,045",508,"2,302,240",377.66,0.956,
34210,NORTH CAROLINA,CLAY,360,"821,766",190.22,"790,044",182.88,"10,738","15,644","5,339",341,"1,461,038",357.05,0.949,
34220,NORTH CAROLINA,CLEVELAND,"4,097","14,645,198",297.88,"13,875,466",282.23,"287,133","382,752","99,846","3,853","18,868,190",408.08,0.995,
34230,NORTH CAROLINA,COLUMBUS,"2,961","11,780,235",331.54,"10,995,201",309.45,"373,153","335,782","76,097","2,835","13,975,096",410.79,1.070,
34240,NORTH CAROLINA,CRAVEN,"3,388","13,053,189",321.06,"12,322,599",303.09,"360,465","251,246","118,877","3,157","14,115,363",372.59,0.990,
34250,NORTH CAROLINA,CUMBERLAND,"9,302","36,572,253",327.64,"33,486,209",299.99,"1,364,251","1,292,236","429,556","8,462","41,435,064",408.05,1.036,
34251,NORTH CAROLINA,CURRITUCK,556,"2,193,617",328.78,"2,086,602",312.74,"47,256","38,975","20,783",508,"2,386,333",391.46,0.913,
34270,NORTH CAROLINA,DARE,644,"2,332,159",301.78,"2,197,447",284.35,"73,680","35,631","25,398",586,"2,968,355",422.12,0.840,
34280,NORTH CAROLINA,DAVIDSON,"2,898","13,119,825",377.27,"11,658,449",335.24,"825,195","296,039","340,140","2,593","12,699,194",408.12,1.005,
34290,NORTH CAROLINA,DAVIE,721,"2,825,452",326.57,"2,468,615",285.32,"199,855","62,303","94,678",635,"2,888,594",379.08,0.995,
34300,NORTH CAROLINA,DUPLIN,"1,584","5,684,625",299.06,"5,234,237",275.37,"225,879","145,399","79,109","1,478","6,349,912",358.02,1.019,
34310,NORTH CAROLINA,DURHAM,"5,717","30,133,581",439.24,"25,729,150",375.04,"2,877,758","606,789","919,883","5,100","24,611,445",402.15,0.988,
34320,NORTH CAROLINA,EDGECOMBE,"1,728","8,835,104",426.08,"8,046,567",388.05,"319,980","309,287","159,268","1,625","7,770,919",398.51,1.069,
34330,NORTH CAROLINA,FORSYTH,"7,037","31,725,855",375.70,"27,317,356",323.50,"2,467,080","714,899","1,226,516","6,228","28,656,146",383.43,1.009,
34340,NORTH CAROLINA,FRANKLIN,"1,485","6,187,766",347.24,"5,636,072",316.28,"335,156","140,828","75,708","1,341","6,489,058",403.25,0.971,
34350,NORTH CAROLINA,GASTON,"6,533","27,219,659",347.21,"25,837,335",329.57,"427,227","789,078","166,018","6,029","30,270,698",418.40,1.037,
34360,NORTH CAROLINA,GATES,348,"1,084,871",259.79,"1,005,222",240.71,"40,770","23,430","15,449",309,"1,342,923",362.17,0.969,
34370,NORTH CAROLINA,GRAHAM,307,"973,172",264.16,"919,504",249.59,"25,553","21,885","6,228",289,"1,508,346",434.93,0.954,
34380,NORTH CAROLINA,GRANVILLE,"1,544","5,716,148",308.51,"5,055,863",272.88,"421,887","127,730","110,667","1,403","5,026,203",298.54,0.978,
34390,NORTH CAROLINA,GREENE,535,"2,124,461",330.91,"1,873,267",291.79,"120,907","60,921","69,364",495,"2,188,104",368.37,0.985,
34400,NORTH CAROLINA,GUILFORD,"9,171","34,551,744",313.96,"31,744,619",288.45,"1,379,534","777,228","650,362","8,114","35,324,815",362.80,0.994,
34410,NORTH CAROLINA,HALIFAX,"3,145","10,583,547",280.43,"9,822,319",260.26,"340,275","272,914","148,037","2,994","12,053,647",335.49,1.063,
34420,NORTH CAROLINA,HARNETT,"2,477","9,677,824",325.59,"8,832,909",297.16,"415,471","297,847","131,596","2,296","14,469,003",525.15,1.089,
34430,NORTH CAROLINA,HAYWOOD,"1,860","5,889,451",263.86,"5,619,851",251.79,"103,946","134,073","31,579","1,708","9,098,077",443.90,0.965,
34440,NORTH CAROLINA,HENDERSON,"3,011","10,238,569",283.37,"9,786,688",270.86,"186,854","195,417","69,608","2,769","13,883,318",417.82,0.931,
34450,NORTH CAROLINA,HERTFORD,"1,197","3,824,469",266.25,"3,510,645",244.41,"154,937","93,271","65,614","1,132","4,179,381",307.67,1.026,
34460,NORTH CAROLINA,HOKE,933,"2,735,495",244.33,"2,562,855",228.91,"82,906","67,482","22,250",825,"3,860,077",389.91,1.060,
34470,NORTH CAROLINA,HYDE,145,"406,154",233.42,"353,715",203.28,"23,980","13,762","14,696",140,"644,995",383.93,0.919,
34480,NORTH CAROLINA,IREDELL,"3,571","13,567,658",316.62,"12,671,690",295.71,"459,942","285,982","150,043","3,245","17,888,494",459.39,1.018,
34490,NORTH CAROLINA,JACKSON,849,"3,509,809",344.50,"3,359,991",329.80,"56,058","74,164","19,594",800,"4,117,681",428.93,0.919,
34500,NORTH CAROLINA,JOHNSTON,"4,086","17,958,095",366.25,"16,607,038",338.70,"675,942","479,337","195,777","3,764","21,069,798",466.48,1.087,
34510,NORTH CAROLINA,JONES,425,"1,365,092",267.67,"1,271,546",249.32,"47,991","29,498","16,055",389,"1,768,918",378.95,1.004,
34520,NORTH CAROLINA,LEE,"2,217","7,856,905",295.33,"6,966,431",261.86,"499,463","202,000","189,010","2,053","9,930,074",403.07,1.004,
34530,NORTH CAROLINA,LENOIR,"2,869","10,383,280",301.59,"9,497,920",275.88,"402,200","306,088","177,071","2,721","12,018,393",368.08,1.035,
34540,NORTH CAROLINA,LINCOLN,"1,940","7,549,444",324.29,"7,092,879",304.68,"190,865","199,146","66,554","1,762","9,496,844",449.15,1.000,
34550,NORTH CAROLINA,MC DOWELL,"1,844","6,431,549",290.65,"6,053,277",273.56,"166,457","150,322","61,491","1,694","7,481,480",368.04,0.944,
34560,NORTH CAROLINA,MACON,"1,422","3,629,496",212.70,"3,517,035",206.11,"43,586","54,902","13,971","1,345","5,630,127",348.83,0.924,
34570,NORTH CAROLINA,MADISON,764,"2,299,070",250.77,"2,177,764",237.54,"51,856","49,512","19,937",709,"2,958,230",347.70,0.914,
34580,NORTH CAROLINA,MARTIN,"1,018","5,153,065",421.83,"4,558,235",373.14,"278,489","171,005","145,335",959,"4,654,124",404.43,1.054,
34590,NORTH CAROLINA,MECKLENBURG,"14,376","58,608,764",339.74,"54,309,690",314.82,"1,928,053","1,491,020","880,000","12,861","67,173,808",435.26,0.953,
34600,NORTH CAROLINA,MITCHELL,579,"1,652,489",237.84,"1,559,247",224.42,"44,378","37,656","11,206",529,"2,278,406",358.92,0.987,
34610,NORTH CAROLINA,MONTGOMERY,812,"2,579,103",264.69,"2,466,820",253.16,"45,948","48,498","17,835",770,"3,496,697",378.43,1.044,
34620,NORTH CAROLINA,MOORE,"2,194","7,391,510",280.75,"6,850,977",260.22,"296,598","173,797","70,137","2,040","10,133,547",413.95,0.937,
34630,NORTH CAROLINA,NASH,"4,342","19,105,714",366.68,"17,795,780",341.54,"478,902","629,442","201,589","4,027","17,661,708",365.49,1.002,
34640,NORTH CAROLINA,NEW HANOVER,"5,421","21,555,985",331.37,"19,979,883",307.14,"856,705","458,424","260,971","5,029","22,889,430",379.29,0.958,
34650,NORTH CAROLINA,NORTHAMPTON,913,"3,597,653",328.37,"3,242,470",295.95,"176,108","108,811","70,264",870,"3,726,985",356.99,1.049,
34660,NORTH CAROLINA,ONSLOW,"3,273","12,396,639",315.63,"11,449,874",291.52,"463,590","328,853","154,322","2,999","13,796,528",383.36,0.976,
34670,NORTH CAROLINA,ORANGE,"1,525","6,771,019",370.00,"5,451,017",297.87,"807,926","164,178","347,896","1,362","5,714,867",349.66,0.889,
34680,NORTH CAROLINA,PAMLICO,350,"1,098,919",261.65,"1,063,497",253.21,"10,391","19,410","5,619",332,"1,715,416",430.58,0.928,
34690,NORTH CAROLINA,PASQUOTANK,"1,346","5,521,603",341.85,"5,275,233",326.60,"119,875","84,975","41,519","1,263","5,473,782",361.16,1.011,
34700,NORTH CAROLINA,PENDER,"1,686","5,101,569",252.15,"4,696,536",232.13,"220,742","114,955","69,335","1,556","6,834,684",366.04,0.954,
34710,NORTH CAROLINA,PERQUIMANS,426,"1,581,303",309.33,"1,509,351",295.26,"31,980","25,794","14,176",389,"2,187,082",468.53,0.907,
34720,NORTH CAROLINA,PERSON,"1,012","3,463,506",285.20,"3,016,293",248.38,"294,362","71,613","81,237",910,"4,133,890",378.56,0.998,
34730,NORTH CAROLINA,PITT,"5,437","24,137,804",369.96,"20,650,117",316.51,"1,688,701","772,837","1,026,148","5,075","22,287,304",365.97,0.982,
34740,NORTH CAROLINA,POLK,477,"1,347,634",235.44,"1,284,261",224.36,"29,194","20,839","13,339",443,"1,823,011",342.93,0.899,
34750,NORTH CAROLINA,RANDOLPH,"3,020","10,702,699",295.33,"9,993,655",275.76,"351,779","231,747","125,517","2,714","12,251,827",376.19,1.042,
34760,NORTH CAROLINA,RICHMOND,"2,637","8,282,295",261.73,"7,813,125",246.91,"187,187","210,547","71,433","2,499","11,352,040",378.55,1.064,
34770,NORTH CAROLINA,ROBESON,"5,969","27,126,857",378.72,"25,137,697",350.95,"834,717","951,325","203,117","5,651","27,810,178",410.11,1.145,
34780,NORTH CAROLINA,ROCKINGHAM,"2,877","10,231,731",296.37,"9,440,337",273.44,"395,948","219,263","176,180","2,624","9,813,766",311.67,1.071,
34790,NORTH CAROLINA,ROWAN,"3,833","13,371,136",290.70,"12,609,566",274.14,"351,896","248,049","161,623","3,424","18,164,980",442.10,1.032,
34800,NORTH CAROLINA,RUTHERFORD,"2,364","7,646,348",269.54,"7,271,719",256.34,"138,906","188,993","46,727","2,211","10,185,686",383.90,0.968,
34810,NORTH CAROLINA,SAMPSON,"1,841","6,919,154",313.20,"6,308,975",285.58,"316,252","209,475","84,451","1,711","8,280,502",403.30,1.069,
34820,NORTH CAROLINA,SCOTLAND,"1,633","4,950,967",252.65,"4,720,206",240.88,"68,035","123,007","39,717","1,556","7,406,213",396.65,1.063,
34830,NORTH CAROLINA,STANLY,"2,082","7,843,959",313.96,"7,407,379",296.48,"186,064","188,130","62,383","1,960","9,373,074",398.52,1.042,
34840,NORTH CAROLINA,STOKES,940,"3,170,835",281.10,"2,829,886",250.88,"176,236","66,063","98,648",820,"3,769,560",383.09,0.997,
34850,NORTH CAROLINA,SURRY,"2,232","7,990,369",298.33,"7,185,378",268.27,"427,055","183,398","194,537","2,039","9,713,602",396.99,1.083,
34860,NORTH CAROLINA,SWAIN,567,"2,328,054",342.16,"2,203,800",323.90,"55,589","48,988","19,676",532,"3,221,767",504.66,0.998,
34870,NORTH CAROLINA,TRANSYLVANIA,839,"2,515,338",249.83,"2,412,714",239.64,"45,477","41,837","15,309",781,"3,864,378",412.33,0.873,
34880,NORTH CAROLINA,TYRRELL,120,"561,436",389.89,"493,995",343.05,"35,167","17,141","15,132",113,"530,045",390.89,0.996,
34890,NORTH CAROLINA,UNION,"2,415","9,929,617",342.64,"9,330,755",321.97,"243,410","253,149","102,302","2,145","10,890,117",423.08,0.960,
34900,NORTH CAROLINA,VANCE,"2,305","7,760,873",280.58,"7,027,578",254.07,"412,607","208,257","112,429","2,150","9,928,186",384.81,1.002,
34910,NORTH CAROLINA,WAKE,"13,033","46,995,678",300.49,"43,491,228",278.08,"1,988,382","826,288","689,778","11,299","51,212,412",377.71,0.927,
34920,NORTH CAROLINA,WARREN,728,"2,407,930",275.63,"2,184,909",250.10,"123,447","60,921","38,652",677,"2,684,576",330.45,1.026,
34930,NORTH CAROLINA,WASHINGTON,557,"1,761,860",263.59,"1,569,059",234.75,"95,856","46,885","50,058",517,"2,132,315",343.70,0.935,
34940,NORTH CAROLINA,WATAUGA,653,"2,743,274",350.09,"2,551,472",325.61,"100,997","52,776","38,027",612,"2,982,540",406.12,0.951,
34950,NORTH CAROLINA,WAYNE,"4,658","20,649,065",369.42,"19,366,796",346.48,"620,588","464,562","197,117","4,380","18,609,170",354.06,1.013,
34960,NORTH CAROLINA,WILKES,"2,363","8,868,228",312.75,"8,066,010",284.46,"443,295","196,795","162,126","2,244","10,656,773",395.75,1.018,
34970,NORTH CAROLINA,WILSON,"2,954","11,396,858",321.51,"10,387,070",293.02,"478,869","337,976","192,941","2,732","12,714,320",387.82,1.035,
34980,NORTH CAROLINA,YADKIN,854,"3,533,163",344.77,"3,212,347",313.46,"169,475","70,218","81,121",767,"4,643,570",504.52,1.002,
34981,NORTH CAROLINA,YANCEY,657,"1,796,287",227.84,"1,691,267",214.52,"40,028","47,656","17,334",599,"3,091,910",430.15,0.954,
35000,NORTH DAKOTA,ADAMS,46,"63,134",114.37,"62,321",112.90,812,0,0,39,"133,108",284.42,0.892,
35010,NORTH DAKOTA,BARNES,176,"633,073",299.75,"612,544",290.03,"9,306","8,460","2,762",149,"785,095",439.09,0.968,
35020,NORTH DAKOTA,BENSON,120,"771,224",535.57,"736,269",511.30,"18,918","10,040","5,996",107,"578,068",450.21,0.931,
35030,NORTH DAKOTA,BILLINGS,*,*,*,*,*,*,*,*,*,*,*,*,
35040,NORTH DAKOTA,BOTTINEAU,97,"343,714",295.29,"335,275",288.04,"4,686","1,485","2,266",88,"414,489",392.51,0.878,
35050,NORTH DAKOTA,BOWMAN,41,"214,831",436.65,"203,573",413.77,"7,987","1,028","2,241",39,"194,742",416.12,0.827,
35060,NORTH DAKOTA,BURKE,17,"69,423",340.31,"66,933",328.10,926,810,752,14,"70,161",417.63,0.811,
35070,NORTH DAKOTA,BURLEIGH,"1,788","5,835,122",271.96,"5,547,684",258.56,"160,700","70,391","56,346","1,575","7,173,329",379.54,0.947,
35080,NORTH DAKOTA,CASS,"2,983","10,470,837",292.51,"9,996,702",279.27,"257,596","149,268","67,269","2,604","12,562,381",402.02,0.939,
35090,NORTH DAKOTA,CAVALIER,40,"189,119",394.00,"179,787",374.56,"6,020","1,598","1,711",37,"177,853",400.57,0.854,
35100,NORTH DAKOTA,DICKEY,66,"206,145",260.28,"204,197",257.83,"1,059",721,166,58,"321,437",461.84,0.931,
35110,NORTH DAKOTA,DIVIDE,28,"73,758",219.52,"72,863",216.85,119,604,171,25,"96,672",322.24,0.877,
35120,NORTH DAKOTA,DUNN,37,"206,853",465.88,"202,705",456.54,"2,101","1,456",589,30,"116,879",324.66,0.908,
35130,NORTH DAKOTA,EDDY,53,"137,892",216.81,"131,511",206.78,"2,980","2,973",425,48,"124,823",216.71,0.894,
35140,NORTH DAKOTA,EMMONS,65,"213,869",274.19,"211,081",270.62,"1,245",973,569,59,"267,473",377.79,0.931,
35150,NORTH DAKOTA,FOSTER,45,0,0.00,0,0.00,0,0,0,38,"147,973",324.50,0.933,
35160,NORTH DAKOTA,GOLDEN VALLEY,19,"210,524",923.35,"198,002",868.43,"4,935","4,820","2,765",17,"111,779",547.94,0.902,
35170,NORTH DAKOTA,GRAND FORKS,"1,615","6,458,303",333.25,"6,059,191",312.65,"222,371","93,150","83,588","1,492","7,225,460",403.57,0.963,
35180,NORTH DAKOTA,GRANT,29,"42,145",121.11,"40,141",115.35,962,643,396,27,"133,389",411.69,0.897,
35190,NORTH DAKOTA,GRIGGS,29,"152,662",438.68,"142,430",409.28,"5,539","2,614","2,077",26,"192,072",615.61,0.818,
35200,NORTH DAKOTA,HETTINGER,47,"244,529",433.56,"234,848",416.40,"7,562",993,"1,124",42,"185,503",368.06,0.854,
35210,NORTH DAKOTA,KIDDER,26,"96,532",309.40,"93,852",300.81,"1,049","1,158",471,24,"75,991",263.86,0.999,
35220,NORTH DAKOTA,LA MOURE,49,"393,322",668.91,"367,697",625.33,"16,497","6,919","2,207",46,"288,714",523.03,0.932,
35230,NORTH DAKOTA,LOGAN,29,"93,641",269.08,"91,487",262.89,987,674,491,23,"172,818",626.15,0.913,
35240,NORTH DAKOTA,MCHENRY,116,"502,967",361.33,"488,699",351.08,"7,048","4,399","2,819",100,"350,240",291.87,0.906,
35250,NORTH DAKOTA,MCINTOSH,46,"140,590",254.69,"139,126",252.04,639,626,198,42,"168,479",334.28,0.902,
35260,NORTH DAKOTA,MCKENZIE,99,"775,857",653.08,"747,469",629.18,"16,520","7,123","4,744",88,"516,458",489.07,0.837,
35270,NORTH DAKOTA,MCLEAN,171,"514,124",250.55,"491,980",239.76,"12,042","5,261","4,839",154,"767,986",415.58,0.865,
35280,NORTH DAKOTA,MERCER,127,"341,747",224.24,"314,510",206.37,"13,841","6,611","6,784",103,"524,261",424.16,0.868,
35290,NORTH DAKOTA,MORTON,532,"1,798,740",281.76,"1,709,545",267.79,"46,794","22,959","19,441",463,"2,523,923",454.27,0.962,
35300,NORTH DAKOTA,MOUNTRAIL,136,"315,193",193.13,"294,799",180.64,"14,769","2,526","3,097",118,"445,655",314.73,0.876,
35310,NORTH DAKOTA,NELSON,65,"357,346",458.14,"333,575",427.66,"14,363","4,822","4,585",57,"419,955",613.97,0.969,
35320,NORTH DAKOTA,OLIVER,15,"130,218",723.43,"121,139",672.99,"6,929","1,099","1,049",12,"68,822",477.93,0.861,
35330,NORTH DAKOTA,PEMBINA,118,"564,354",398.55,"542,523",383.14,"11,689","6,241","3,900",107,"521,135",405.87,0.894,
35340,NORTH DAKOTA,PIERCE,56,"77,514",115.35,"75,910",112.96,719,437,448,50,"180,902",301.50,0.844,
35350,NORTH DAKOTA,RAMSEY,338,"707,573",174.45,"676,847",166.88,"16,792","8,285","5,646",302,"1,249,984",344.92,0.945,
35360,NORTH DAKOTA,RANSOM,92,"373,157",338.00,"359,575",325.70,"8,209","3,098","2,274",75,"590,375",655.97,1.031,
35370,NORTH DAKOTA,RENVILLE,43,"206,029",399.28,"200,100",387.79,"3,073","1,124","1,730",41,"215,230",437.46,0.902,
35380,NORTH DAKOTA,RICHLAND,233,"762,517",272.72,"714,717",255.62,"30,181","9,814","7,804",210,"1,148,442",455.73,0.892,
35390,NORTH DAKOTA,ROLETTE,401,"2,395,761",497.87,"2,334,613",485.16,"29,098","20,801","11,247",344,"1,525,952",369.66,0.970,
35400,NORTH DAKOTA,SARGENT,69,"334,098",403.50,"317,243",383.14,"10,248","4,395","2,210",59,"278,488",393.34,0.866,
35410,NORTH DAKOTA,SHERIDAN,15,"33,985",188.81,"33,985",188.81,0,0,0,12,"44,242",307.23,0.936,
35420,NORTH DAKOTA,SIOUX,87,"630,139",603.58,"587,088",562.34,"26,191","10,442","6,416",76,"350,708",384.55,0.988,
35430,NORTH DAKOTA,SLOPE,*,*,*,*,*,*,*,*,*,*,*,*,
35440,NORTH DAKOTA,STARK,405,"1,073,795",220.95,"1,042,031",214.41,"16,514","7,644","7,606",348,"1,227,335",293.90,0.887,
35450,NORTH DAKOTA,STEELE,23,"56,815",205.85,"54,473",197.37,"1,206",892,243,22,"67,805",256.84,0.844,
35460,NORTH DAKOTA,STUTSMAN,592,"2,154,612",303.30,"2,113,549",297.52,"21,764","15,036","4,261",535,"2,101,789",327.38,0.925,
35470,NORTH DAKOTA,TOWNER,52,"117,189",187.80,"116,944",187.41,94,65,85,44,"154,334",292.30,0.892,
35480,NORTH DAKOTA,TRAILL,115,"568,573",412.01,"535,226",387.84,"20,301","7,753","5,291",96,"556,595",483.16,0.883,
35490,NORTH DAKOTA,WALSH,196,"718,521",305.49,"688,195",292.60,"16,591","7,799","5,935",175,"819,476",390.23,0.879,
35500,NORTH DAKOTA,WARD,"1,150","3,033,600",219.83,"2,930,150",212.33,"53,743","21,377","28,328","1,021","4,181,897",341.32,0.941,
35510,NORTH DAKOTA,WELLS,98,"286,236",243.40,"277,557",236.02,"4,257","2,660","1,760",87,"271,529",260.09,0.891,
35520,NORTH DAKOTA,WILLIAMS,438,"1,588,904",302.30,"1,511,309",287.54,"46,971","16,347","14,276",379,"1,807,501",397.43,0.841,
36000,OHIO,ADAMS,"1,296","4,377,309",281.46,"4,064,909",261.38,"181,980","66,939","63,479","1,182","5,825,541",410.71,1.069,
36010,OHIO,ALLEN,"3,148","14,408,433",381.42,"13,761,188",364.28,"292,643","237,976","116,625","2,836","14,496,639",425.97,1.056,
36020,OHIO,ASHLAND,946,"2,659,030",234.23,"2,448,192",215.66,"123,340","42,066","45,431",837,"3,802,844",378.62,0.954,
36030,OHIO,ASHTABULA,"3,768","16,476,627",364.40,"15,099,322",333.94,"885,420","189,011","302,873","3,394","17,613,971",432.48,1.091,
36040,OHIO,ATHENS,"1,958","8,546,850",363.76,"7,772,794",330.81,"448,971","151,672","173,412","1,789","9,196,652",428.39,1.037,
36050,OHIO,AUGLAIZE,"1,051","5,061,541",401.33,"4,884,808",387.31,"90,931","52,848","32,953",908,"5,361,861",492.09,0.970,
36060,OHIO,BELMONT,"1,764","6,815,354",321.96,"6,352,579",300.10,"251,275","85,091","126,408","1,562","7,432,434",396.52,1.027,
36070,OHIO,BROWN,"1,317","4,821,334",305.07,"4,382,378",277.30,"269,667","97,097","72,190","1,159","5,611,637",403.48,1.030,
36080,OHIO,BUTLER,"7,656","33,061,470",359.86,"31,400,257",341.78,"832,878","488,683","339,652","6,654","33,846,608",423.89,1.021,
36090,OHIO,CARROLL,483,"1,619,539",279.42,"1,473,029",254.15,"86,296","18,993","41,220",419,"2,581,445",513.41,0.968,
36100,OHIO,CHAMPAIGN,852,"3,661,939",358.17,"3,451,932",337.63,"112,388","59,179","38,439",742,"3,341,988",375.34,1.020,
36110,OHIO,CLARK,"3,529","16,334,280",385.72,"15,507,051",366.18,"382,086","286,047","159,094","3,126","16,731,010",446.02,1.099,
36120,OHIO,CLERMONT,"3,838","16,793,549",364.63,"15,627,332",339.31,"654,574","270,348","241,294","3,315","16,026,471",402.88,0.996,
36130,OHIO,CLINTON,"1,209","4,422,717",304.85,"3,988,942",274.95,"238,228","76,149","119,397","1,072","5,362,854",416.89,0.998,
36140,OHIO,COLUMBIANA,"2,988","13,089,345",365.05,"12,020,116",335.23,"611,368","123,906","333,954","2,650","11,877,405",373.50,1.046,
36150,OHIO,COSHOCTON,"1,034","4,808,913",387.57,"4,550,992",366.78,"126,429","77,024","54,467",963,"5,005,563",433.16,1.025,
36160,OHIO,CRAWFORD,"1,323","4,450,060",280.30,"4,174,782",262.96,"167,193","53,735","54,349","1,192","5,738,024",401.15,0.997,
36170,OHIO,CUYAHOGA,"28,878","151,103,817",436.04,"128,490,168",370.78,"12,624,390","2,744,830","7,244,428","25,103","120,037,142",398.48,1.083,
36190,OHIO,DARKE,979,"3,513,346",299.06,"3,298,194",280.75,"96,849","54,387","63,914",870,"4,326,096",414.38,0.972,
36200,OHIO,DEFIANCE,"1,503","5,199,029",288.26,"4,871,932",270.12,"189,104","55,203","82,788","1,361","5,645,003",345.64,0.964,
36210,OHIO,DELAWARE,"1,375","5,986,859",362.84,"5,647,049",342.25,"185,305","69,689","84,813","1,160","6,073,337",436.30,0.939,
36220,OHIO,ERIE,"2,426","11,511,877",395.43,"10,581,714",363.48,"531,092","165,596","233,472","2,192","11,384,398",432.80,1.002,
36230,OHIO,FAIRFIELD,"3,156","10,917,823",288.28,"10,074,893",266.02,"446,426","173,315","223,186","2,755","13,875,194",419.70,1.030,
36240,OHIO,FAYETTE,808,"3,596,863",370.96,"3,382,217",348.83,"117,710","45,425","51,510",721,"3,467,434",400.77,0.983,
36250,OHIO,FRANKLIN,"22,863","124,612,725",454.20,"111,973,445",408.13,"6,919,389","2,327,294","3,392,595","19,742","101,654,348",429.10,1.029,
36260,OHIO,FULTON,903,"3,291,371",303.74,"2,910,101",268.56,"228,305","48,849","104,115",783,"3,389,703",360.76,0.969,
36270,OHIO,GALLIA,"1,439","4,516,843",261.57,"4,279,361",247.82,"107,242","93,587","36,652","1,342","6,075,021",377.24,1.048,
36280,OHIO,GEAUGA,907,"2,541,606",233.52,"2,334,710",214.51,"148,083","17,249","41,563",745,"3,266,946",365.43,0.948,
36290,OHIO,GREENE,"2,125","8,486,612",332.81,"7,811,769",306.34,"348,131","125,596","201,113","1,865","9,695,507",433.22,0.992,
36300,OHIO,GUERNSEY,"1,509","7,959,569",439.56,"7,575,850",418.37,"196,151","119,446","68,121","1,386","7,083,457",425.89,1.054,
36310,OHIO,HAMILTON,"17,548","94,937,291",450.85,"83,859,200",398.24,"6,486,122","1,844,117","2,747,850","15,092","72,995,804",403.06,1.028,
36330,OHIO,HANCOCK,"1,782","5,010,963",234.33,"4,749,269",222.09,"130,503","62,176","69,014","1,631","7,045,651",359.99,0.982,
36340,OHIO,HARDIN,806,"3,400,814",351.61,"3,255,755",336.62,"71,251","45,020","28,787",709,"3,654,946",429.59,0.972,
36350,OHIO,HARRISON,503,"1,853,804",307.12,"1,729,121",286.47,"75,062","18,490","31,129",447,"2,058,670",383.79,0.989,
36360,OHIO,HENRY,645,"2,188,796",282.79,"1,903,990",245.99,"176,725","37,843","70,236",576,"2,594,001",375.29,0.950,
36370,OHIO,HIGHLAND,"1,261","4,783,657",316.13,"4,407,618",291.28,"206,944","81,105","87,988","1,132","4,863,758",358.05,1.003,
36380,OHIO,HOCKING,"1,010","2,810,945",231.93,"2,639,872",217.81,"94,259","40,005","36,808",916,"4,088,666",371.97,0.982,
36390,OHIO,HOLMES,300,"1,130,082",313.91,"1,058,462",294.02,"42,462","10,551","18,606",266,"1,170,077",366.57,0.886,
36400,OHIO,HURON,"1,743","6,384,362",305.24,"5,763,898",275.57,"380,280","100,228","139,955","1,546","7,560,092",407.51,0.978,
36410,OHIO,JACKSON,"1,317","5,341,007",337.95,"4,983,201",315.31,"183,636","113,808","60,361","1,182","5,826,206",410.76,1.050,
36420,OHIO,JEFFERSON,"2,470","12,938,973",436.54,"12,207,916",411.87,"367,494","127,995","235,566","2,248","11,307,256",419.16,1.089,
