"IPPS and OPPS Provider Indices by Fiscal Year — Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,,
Provider Number,CBSA 2016,SSA Code,State,County,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2014,IPPS Provider  2016
420072,NA,42240,SC,HAMPTON,0.8391,0.8391,0.8393,0.8241,0.8287,0.8251,0.8192
420105,34820,42250,SC,HORRY,,,,,,0.85,0.8314
420085,34820,42250,SC,HORRY,0.912,0.912,0.9278,0.9024,0.8777,0.856,0.8444
420064,34820,42250,SC,HORRY,0.8668,0.8668,0.8665,0.8532,0.8535,0.85,0.8314
420049,34820,42250,SC,HORRY,0.8668,0.8668,0.8665,0.8532,0.8535,0.85,0.8314
420101,25940,42260,SC,JASPER,0.8962,0.8962,0.8816,0.8953,0.8707,0.8635,0.8543
420048,17900,42270,SC,KERSHAW,0.885,0.885,0.8781,0.8756,0.8554,0.8578,0.8393
420036,16740,42280,SC,LANCASTER,0.9315,0.9315,0.9087,0.8928,0.9011,0.9095,0.9074
420038,24860,42290,SC,LAURENS,0.9733,0.9733,0.9404,0.8241,0.8287,0.8251,0.8151
420073,17900,42310,SC,LEXINGTON,0.885,0.885,0.8781,0.8756,0.8554,0.8578,0.8393
420055,NA,42330,SC,MARION,0.8391,0.8391,0.8425,0.8273,0.8319,0.8251,0.8151
420054,NA,42340,SC,MARLBORO,0.8393,0.8393,0.8395,0.8256,0.8302,0.8266,0.8151
420053,NA,42350,SC,NEWBERRY,0.8426,0.8426,0.8504,0.8352,0.8398,0.8345,0.8151
420009,NA,42360,SC,OCONEE,0.9303,0.9303,0.9096,0.8933,0.8287,0.8251,0.8318
420068,NA,42370,SC,ORANGEBURG,0.9332,0.9332,0.9553,0.9251,0.901,0.895,0.9167
420015,24860,42380,SC,PICKENS,0.9733,0.9733,0.9404,0.933,0.9474,0.9329,0.8744
420011,24860,42380,SC,PICKENS,0.9733,0.9733,0.9404,0.933,0.9474,0.9329,0.8744
420086,17900,42390,SC,RICHLAND,0.885,0.885,0.8781,0.8756,0.8554,0.8578,0.8393
420026,17900,42390,SC,RICHLAND,0.885,0.885,0.8781,0.8756,0.8554,0.8578,0.8393
420018,17900,42390,SC,RICHLAND,0.885,0.885,0.8781,0.8756,0.8554,0.8578,0.8393
420083,43900,42410,SC,SPARTANBURG,0.9303,0.9303,0.9194,0.9086,0.9204,0.8948,0.8561
420007,43900,42410,SC,SPARTANBURG,0.9303,0.9303,0.9194,0.9086,0.9204,0.8948,0.8561
420070,44940,42420,SC,SUMTER,0.885,0.885,0.8781,0.8638,0.8439,0.8478,0.8253
420039,43900,42430,SC,UNION,0.8985,0.8985,0.9042,0.9059,0.8867,0.8573,0.8221
420002,16740,42450,SC,YORK,0.9316,0.9316,0.9255,0.9098,0.9011,0.9222,0.8992
430008,NA,43050,SD,BROOKINGS,0.8895,0.904,1,1,1,1,1
430097,NA,43060,SD,BROWN,,,,,,1,1
430092,NA,43060,SD,BROWN,0.836,0.836,1,1,1,1,1
430014,NA,43060,SD,BROWN,0.836,0.836,1,1,1,1,1
430005,NA,43140,SD,CODINGTON,0.836,1.0279,1,1,1,1,1
430013,NA,43170,SD,DAVISON,0.904,0.904,1,1,1,1,1
430083,NA,43200,SD,DEWEY,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448,1.4448
430015,NA,43320,SD,HUGHES,0.836,0.904,1,1,1,1,1
430094,NA,43400,SD,LAWRENCE,0.8489,0.8489,1.0353,1.0353,1.0353,1,1
430048,NA,43400,SD,LAWRENCE,0.8489,0.904,1.0353,1.0353,1.0353,1,1
430095,43620,43490,SD,MINNEHAHA,0.904,0.904,1,1,1,1,1
430090,43620,43490,SD,MINNEHAHA,0.904,0.904,1,1,1,1,1
430027,43620,43490,SD,MINNEHAHA,0.904,0.904,1,1,1,1,1
430016,43620,43490,SD,MINNEHAHA,0.904,0.904,1,1,1,1,1
430093,39660,43510,SD,PENNINGTON,1.0279,1.0279,1.0934,1.0615,1,1,1
430091,39660,43510,SD,PENNINGTON,1.0279,1.0279,1.0934,1.0615,1,1,1
430077,39660,43510,SD,PENNINGTON,1.0279,1.0279,1.0934,1.0615,1,1,1
430081,NA,43560,SD,SHANNON,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448,1.4448
430084,NA,43600,SD,TODD,1.4424,1.4424,1.4448,1.4448,1.4448,1.4448,1.4448
430089,43580,43630,SD,UNION,0.8943,0.8943,1,1,1,1,1
430096,NA,43670,SD,YANKTON,0.836,0.836,1,1,1,1,1
430012,NA,43670,SD,YANKTON,0.904,0.904,1,1,1,1,1
440034,28940,44000,TN,ANDERSON,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440137,NA,44010,TN,BEDFORD,0.8628,0.8627,0.8568,0.8373,0.8219,0.8143,0.7992
440011,28940,44040,TN,BLOUNT,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440185,17420,44050,TN,BRADLEY,0.8663,0.8663,0.8635,0.8521,0.8498,0.8497,0.8625
440180,28940,44060,TN,CAMPBELL,0.7917,0.7916,0.7963,0.7801,0.7647,0.7489,0.745
440033,28940,44060,TN,CAMPBELL,0.7917,0.7916,0.7963,0.7801,0.7647,0.7489,0.745
440200,34980,44070,TN,CANNON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440182,NA,44080,TN,CARROLL,0.8034,0.8033,0.8043,0.7848,0.7694,0.7474,0.7323
440016,NA,44080,TN,CARROLL,0.8034,0.8033,0.8043,0.7848,0.7694,0.7474,0.7323
440018,27740,44090,TN,CARTER,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440057,NA,44120,TN,CLAIBORNE,0.7911,0.791,0.7963,0.7793,0.7639,0.7481,0.7391
440141,NA,44130,TN,CLAY,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440153,NA,44140,TN,COCKE,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440144,NA,44150,TN,COFFEE,0.9337,0.9337,0.8635,0.9041,0.8823,0.8916,0.8573
440007,NA,44150,TN,COFFEE,0.8109,0.8108,0.8142,0.7947,0.7793,0.766,0.7509
440081,NA,44170,TN,CUMBERLAND,0.7942,0.7941,0.7963,0.783,0.7676,0.7518,0.7305
440009,NA,44170,TN,CUMBERLAND,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440218,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440197,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440161,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440150,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440133,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440111,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440082,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440039,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440006,34980,44180,TN,DAVIDSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440070,NA,44190,TN,DECATUR,0.7999,0.7998,0.8023,0.7828,0.7674,0.747,0.7319
440148,NA,44200,TN,DE KALB,0.9337,0.9337,0.8205,0.801,0.7856,0.7731,0.758
440046,34980,44210,TN,DICKSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440072,NA,44220,TN,DYER,0.789,0.7889,0.7963,0.7768,0.8592,0.8648,0.7305
440168,32820,44230,TN,FAYETTE,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440083,NA,44240,TN,FENTRESS,0.789,0.7889,0.7963,0.7768,0.8823,0.8916,0.7305
440058,NA,44250,TN,FRANKLIN,0.8663,0.8663,0.862,0.8521,0.8498,0.8497,0.8625
440060,NA,44260,TN,GIBSON,0.8228,0.8227,0.8151,0.7956,0.7802,0.7499,0.7348
440115,NA,44260,TN,GIBSON,0.8228,0.8227,0.8151,0.7956,0.7802,0.7499,0.7348
440047,NA,44260,TN,GIBSON,0.8228,0.8227,0.8151,0.7956,0.7802,0.7499,0.7348
440020,NA,44270,TN,GILES,0.8546,0.8545,0.7963,0.8422,0.8295,0.815,0.8573
440025,NA,44290,TN,GREENE,0.8592,0.8592,0.8434,0.8303,0.8322,0.8253,0.8395
440050,NA,44290,TN,GREENE,0.7899,0.7898,0.7972,0.7768,0.7614,0.8253,0.8395
440067,34100,44310,TN,HAMBLEN,0.8111,0.8111,0.7963,0.7768,0.7614,0.7456,0.7305
440030,34100,44310,TN,HAMBLEN,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440156,16860,44320,TN,HAMILTON,0.8844,0.8843,0.8837,0.87,0.8498,0.8702,0.885
440104,16860,44320,TN,HAMILTON,0.8844,0.8843,0.8837,0.87,0.8498,0.8702,0.885
440091,16860,44320,TN,HAMILTON,0.8844,0.8843,0.8837,0.87,0.8498,0.8702,0.885
440181,NA,44340,TN,HARDEMAN,0.8255,0.8254,0.8269,0.8074,0.792,0.7777,0.7626
440109,NA,44350,TN,HARDIN,0.796,0.7959,0.8002,0.7807,0.7653,0.7465,0.7314
440032,28700,44360,TN,HAWKINS,0.8111,0.8111,0.7963,0.7768,0.7614,0.7456,0.7305
440174,NA,44370,TN,HAYWOOD,0.8923,0.8923,0.892,0.8801,0.7849,0.8648,0.8408
440008,NA,44380,TN,HENDERSON,0.8339,0.8338,0.8212,0.8017,0.7863,0.7542,0.7534
440132,NA,44390,TN,HENRY,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440056,34100,44440,TN,JEFFERSON,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.7305
440173,28940,44460,TN,KNOX,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440125,28940,44460,TN,KNOX,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.7305
440120,28940,44460,TN,KNOX,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440015,28940,44460,TN,KNOX,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440175,NA,44490,TN,LAWRENCE,0.789,0.7889,0.7963,0.9041,0.8823,0.8916,0.8573
440102,NA,44510,TN,LINCOLN,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.751
440110,28940,44520,TN,LOUDON,0.789,0.7889,0.7963,0.7882,0.7635,0.7456,0.745
440068,NA,44530,TN,MC MINN,0.8663,0.8663,0.8635,0.8521,0.8498,0.7456,0.8625
440054,NA,44530,TN,MC MINN,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7545
440051,NA,44540,TN,MC NAIRY,0.7972,0.7971,0.8008,0.7813,0.7659,0.7466,0.7315
440189,27180,44560,TN,MADISON,0.8516,0.8516,0.8337,0.8039,0.7614,0.8648,0.8408
440002,27180,44560,TN,MADISON,0.8923,0.8923,0.892,0.8801,0.8592,0.8648,0.8408
440064,16860,44570,TN,MARION,0.8844,0.8843,0.8837,0.87,0.8498,0.8702,0.885
440073,34980,44590,TN,MAURY,0.9337,0.9337,0.9245,0.9041,0.8823,0.7456,0.8739
440084,NA,44610,TN,MONROE,0.7915,0.7914,0.7963,0.7798,0.7644,0.7486,0.7398
440035,17300,44620,TN,MONTGOMERY,0.9337,0.9337,0.9245,0.8369,0.836,0.8003,0.8573
440130,NA,44650,TN,OBION,0.789,0.7889,0.7963,0.7768,0.7924,0.779,0.771
440187,NA,44660,TN,OVERTON,0.789,0.7889,0.7963,0.7768,0.8823,0.8916,0.8573
440040,NA,44670,TN,PERRY,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440059,NA,44700,TN,PUTNAM,0.9337,0.9337,0.9245,0.9041,0.8823,0.8916,0.8573
440031,28940,44720,TN,ROANE,0.7909,0.7908,0.7963,0.7791,0.7637,0.7479,0.745
440065,34980,44730,TN,ROBERTSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440227,34980,44740,TN,RUTHERFORD,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440053,34980,44740,TN,RUTHERFORD,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440228,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440183,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440159,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440152,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440049,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440048,32820,44780,TN,SHELBY,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440186,34980,44790,TN,SMITH,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440176,28700,44810,TN,SULLIVAN,0.812,0.812,0.7972,0.7768,0.7614,0.7456,0.7318
440017,28700,44810,TN,SULLIVAN,0.812,0.812,0.7972,0.7768,0.7614,0.7456,0.7305
440012,28700,44810,TN,SULLIVAN,0.812,0.812,0.7972,0.7768,0.7614,0.7456,0.7318
440194,34980,44820,TN,SUMNER,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440003,34980,44820,TN,SUMNER,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440131,32820,44830,TN,TIPTON,0.9251,0.9251,0.9244,0.9202,0.8967,0.8981,0.8691
440001,27740,44850,TN,UNICOI,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440151,NA,44880,TN,WARREN,0.9337,0.9337,0.9245,0.9041,0.8823,0.7456,0.8573
440184,27740,44890,TN,WASHINGTON,0.7923,0.7922,0.7996,0.7801,0.7614,0.7456,0.7305
440063,27740,44890,TN,WASHINGTON,0.7923,0.7922,0.7996,0.7801,0.7614,0.7456,0.7305
440010,NA,44900,TN,WAYNE,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7305
440061,NA,44910,TN,WEAKLEY,0.789,0.7889,0.7963,0.7768,0.7614,0.7456,0.7336
440192,NA,44920,TN,WHITE,0.9337,0.9337,0.9245,0.9041,0.8823,0.8916,0.8573
440029,34980,44930,TN,WILLIAMSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
440193,34980,44940,TN,WILSON,0.9588,0.9588,0.9357,0.9191,0.8974,0.9039,0.8739
450747,NA,45000,TX,ANDERSON,0.8449,0.8449,0.8221,0.8409,0.8522,0.8676,0.8223
450144,NA,45010,TX,ANDREWS,0.9348,0.9347,0.951,1.0107,0.972,0.9521,0.8223
450484,NA,45020,TX,ANGELINA,0.8239,0.8239,0.8549,0.8689,0.849,0.8602,0.7851
450211,NA,45020,TX,ANGELINA,0.8239,0.8239,0.8549,0.8689,0.849,0.8602,0.7851
450165,41700,45060,TX,ATASCOSA,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450253,26420,45070,TX,AUSTIN,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450143,12420,45100,TX,BASTROP,0.9515,0.9515,0.948,0.9442,0.9615,0.9425,0.9436
450586,NA,45110,TX,BAYLOR,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450082,NA,45113,TX,BEE,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7836
670080,28660,45120,TX,BELL,,,,,,0.904,0.93
450152,28660,45120,TX,BELL,0.8757,0.8756,0.8833,0.9487,0.923,0.904,0.93
450054,28660,45120,TX,BELL,0.8757,0.8756,0.8833,0.9487,0.923,0.904,0.93
670078,41700,45130,TX,BEXAR,,,,,,0.8881,0.8667
670055,41700,45130,TX,BEXAR,,,0.903,0.8978,0.8922,0.8881,0.8667
670054,41700,45130,TX,BEXAR,,,0.903,0.8978,0.8922,0.8881,0.8667
670021,41700,45130,TX,BEXAR,0.8913,0.8913,,,0.8922,0.8881,0.8667
450856,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450780,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450697,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450388,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450237,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450213,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450130,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450058,41700,45130,TX,BEXAR,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450052,NA,45160,TX,BOSQUE,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450801,45500,45170,TX,BOWIE,0.8153,0.8152,0.7976,0.8068,0.8169,0.7951,0.7732
450200,45500,45170,TX,BOWIE,0.8153,0.8152,0.7976,0.8068,0.8169,0.7951,0.7732
450591,26420,45180,TX,BRAZORIA,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450072,26420,45180,TX,BRAZORIA,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450834,17780,45190,TX,BRAZOS,0.9133,0.9133,0.9202,0.9247,0.923,0.9181,0.9252
450299,17780,45190,TX,BRAZOS,0.9133,0.9133,0.9202,0.9247,0.923,0.9181,0.9615
450011,17780,45190,TX,BRAZOS,0.9133,0.9133,0.9202,0.9247,0.923,0.9181,0.9252
450587,NA,45220,TX,BROWN,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450855,15180,45240,TX,CAMERON,0.9301,0.93,0.9442,0.9397,0.867,0.8259,0.8414
450841,15180,45240,TX,CAMERON,0.9301,0.93,0.9442,0.9397,0.867,0.8259,0.8414
450662,15180,45240,TX,CAMERON,0.9301,0.93,0.9442,0.9397,0.867,0.8259,0.8414
450033,15180,45240,TX,CAMERON,0.9301,0.93,0.9442,0.9397,0.867,0.8259,0.8414
450028,15180,45240,TX,CAMERON,0.9301,0.93,0.9442,0.9397,0.867,0.8259,0.8414
450615,NA,45260,TX,CASS,0.7977,0.7977,0.8009,0.8068,0.8123,0.8002,0.7732
450194,NA,45281,TX,CHEROKEE,0.8157,0.8157,0.8029,0.8689,0.849,0.8602,0.7889
450369,NA,45290,TX,CHILDRESS,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450403,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
670082,19124,45310,TX,COLLIN,,,,,,0.9657,0.9731
670069,19124,45310,TX,COLLIN,,,,0.965,0.9675,0.9657,0.9731
670063,19124,45310,TX,COLLIN,,,,0.965,0.9675,0.9657,0.9731
670025,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450771,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450853,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450840,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450651,19124,45310,TX,COLLIN,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450438,NA,45312,TX,COLORADO,0.9934,0.9933,0.9902,0.9947,0.8323,0.8203,0.7984
450370,NA,45312,TX,COLORADO,0.9934,0.9933,0.9902,0.9947,0.8323,0.8203,0.7984
450090,NA,45340,TX,COOKE,0.8594,0.8594,0.8687,0.8779,0.8783,0.8659,0.844
670083,19124,45390,TX,DALLAS,,,,,,0.9657,0.9731
670073,19124,45390,TX,DALLAS,,,,,0.9675,0.9657,0.9731
670060,19124,45390,TX,DALLAS,,,,0.965,0.9675,0.9657,0.9731
670049,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
670002,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450874,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450851,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450822,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450766,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450742,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450723,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450688,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450678,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450647,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450537,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450462,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450422,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450379,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450280,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450079,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450051,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450044,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450021,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450015,19124,45390,TX,DALLAS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450489,NA,45391,TX,DAWSON,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450155,NA,45392,TX,DEAF SMITH,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7781
670068,19124,45410,TX,DENTON,,,,0.965,0.9675,0.9657,0.9731
670062,19124,45410,TX,DENTON,,,,,,0.9657,0.9731
450743,19124,45410,TX,DENTON,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450730,19124,45410,TX,DENTON,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450669,19124,45410,TX,DENTON,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450634,19124,45410,TX,DENTON,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450597,NA,45420,TX,DE WITT,0.7944,0.7944,0.798,0.8072,0.8076,0.8081,0.7862
450620,NA,45430,TX,DIMMIT,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450411,NA,45450,TX,EASTLAND,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
670066,36220,45451,TX,ECTOR,,,,0.969,0.972,0.9521,0.9273
450661,36220,45451,TX,ECTOR,0.9837,0.9836,0.9382,0.969,0.972,0.9521,0.9273
450132,36220,45451,TX,ECTOR,0.9837,0.9836,0.9382,0.969,0.972,0.9521,0.9273
450833,19124,45470,TX,ELLIS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450372,19124,45470,TX,ELLIS,0.9731,0.9731,0.9716,0.965,0.9675,0.9657,0.9731
450668,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450107,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450024,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450002,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
670047,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450877,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450845,21340,45480,TX,EL PASO,0.8641,0.864,0.8555,0.8548,0.8442,0.8375,0.8059
450351,NA,45490,TX,ERATH,0.9434,0.9434,0.9384,0.9382,0.9435,0.9437,0.9338
450348,47380,45500,TX,FALLS,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
670004,NA,45511,TX,FAYETTE,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
670058,26420,45530,TX,FORT BEND,,,,,,0.9884,0.9615
670053,26420,45530,TX,FORT BEND,,,0.9902,0.9947,0.992,0.9884,0.9615
450860,26420,45530,TX,FORT BEND,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450848,26420,45530,TX,FORT BEND,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450820,26420,45530,TX,FORT BEND,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450330,26420,45530,TX,FORT BEND,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450373,NA,45531,TX,FRANKLIN,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450658,NA,45540,TX,FREESTONE,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450813,NA,45541,TX,FRIO,0.807,0.807,0.8007,0.8099,0.8103,0.8044,0.7825
450293,NA,45541,TX,FRIO,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450018,26420,45550,TX,GALVESTON,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
450604,NA,45552,TX,GILLESPIE,0.7944,0.7944,0.903,0.8978,0.8922,0.8881,0.8667
450235,NA,45562,TX,GONZALES,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
450099,NA,45563,TX,GRAY,0.8469,0.8469,0.8396,0.8453,0.832,0.7974,0.7755
670076,43300,45564,TX,GRAYSON,,,,,0.9554,0.9549,0.9572
450469,43300,45564,TX,GRAYSON,0.9578,0.9578,0.9561,0.9506,0.9554,0.9549,0.9572
450324,43300,45564,TX,GRAYSON,0.9578,0.9578,0.9561,0.9506,0.9554,0.9549,0.9572
450702,30980,45570,TX,GREGG,0.8239,0.8239,0.8549,0.8689,0.849,0.8846,0.8223
450488,30980,45570,TX,GREGG,0.8239,0.8239,0.8549,0.8689,0.849,0.8846,0.8171
450037,30980,45570,TX,GREGG,0.8239,0.8239,0.8549,0.8689,0.849,0.8846,0.8171
450104,41700,45581,TX,GUADALUPE,0.8913,0.8913,0.903,0.8978,0.8922,0.8881,0.8667
450539,NA,45582,TX,HALE,0.8011,0.8011,0.8115,0.8207,0.8211,0.8111,0.7892
450754,NA,45590,TX,HAMILTON,0.7944,0.7944,0.7976,0.8068,0.8072,0.7951,0.7732
670077,26420,45610,TX,HARRIS,,,,,,0.9884,0.9615
670075,26420,45610,TX,HARRIS,,,,,0.992,0.9884,0.9615
670031,26420,45610,TX,HARRIS,0.9934,0.9933,0.9902,0.9947,0.992,0.9884,0.9615
