AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,
32170,NEW MEXICO               ,OTERO,"-40,010","-78,444","-95,437","-71,076","-57,900",,,,,
32180,NEW MEXICO               ,QUAY,"-12,880","-13,324","-13,756","-15,058","-6,857",,,,,
32190,NEW MEXICO               ,RIO ARRIBA,"3,581","-9,295","-19,848",-160,"16,395",,,,,
32200,NEW MEXICO               ,ROOSEVELT,"-2,732","-14,763","-16,986","-13,870","-11,194",,,,,
32210,NEW MEXICO               ,SANDOVAL,"53,502","31,645","14,371","-13,577","-47,211",,,,,
32220,NEW MEXICO               ,SAN JUAN,"123,509","72,194","15,982","-30,858","-66,662",,,,,
32230,NEW MEXICO               ,SAN MIGUEL,"-31,600","-39,619","-55,722","-56,631","-37,785",,,,,
32240,NEW MEXICO               ,SANTA FE,"-169,701","-206,249","-246,117","-235,539","-192,585",,,,,
32250,NEW MEXICO               ,SIERRA,"-9,616","-19,946","-23,322","-14,799","-13,774",,,,,
32260,NEW MEXICO               ,SOCORRO,"9,071","4,572","1,362","-2,548","-7,053",,,,,
32270,NEW MEXICO               ,TAOS,"-84,233","-97,169","-138,646","-143,150","-102,320",,,,,
32280,NEW MEXICO               ,TORRANCE,"7,468","3,586","2,140","-1,328","-4,309",,,,,
32290,NEW MEXICO               ,UNION,"-9,544","-5,868","-5,039","-6,654","-2,985",,,,,
32300,NEW MEXICO               ,VALENCIA,"39,119","20,268","9,419","-4,997","-20,853",,,,,
33000,NEW YORK                 ,ALBANY,"47,876","50,127","142,007","32,335","-194,773",,,,,
33010,NEW YORK                 ,ALLEGANY,"10,138","11,684","32,908","33,390","12,370",,,,,
33020,NEW YORK                 ,BRONX,"-146,984","-361,982","-330,525","-333,974","-91,971",,,,,
33030,NEW YORK                 ,BROOME,"-34,890","-243,556","-170,341","-221,796","-218,972",,,,,
33040,NEW YORK                 ,CATTARAUGUS,"38,828",-278,"47,716","43,955","33,888",,,,,
33050,NEW YORK                 ,CAYUGA,"-8,929","-37,538","1,089","31,926","15,337",,,,,
33060,NEW YORK                 ,CHAUTAUQUA,"-58,498","-74,595","-1,678","12,741","4,485",,,,,
33070,NEW YORK                 ,CHEMUNG,"-131,396","-180,513","-111,783","63,430","93,289",,,,,
33080,NEW YORK                 ,CHENANGO,"-11,574","-15,963","88,744","66,445",115,,,,,
33090,NEW YORK                 ,CLINTON,"271,087","-14,390","89,362","89,589","89,411",,,,,
33200,NEW YORK                 ,COLUMBIA,"206,922","160,562","220,633","88,052",-50,,,,,
33210,NEW YORK                 ,CORTLAND,"27,909","3,399","28,912","55,792","51,539",,,,,
33220,NEW YORK                 ,DELAWARE,"-6,289","40,274","199,521","172,115","74,360",,,,,
33230,NEW YORK                 ,DUTCHESS,"299,014","408,672","570,431","423,088","519,275",,,,,
33240,NEW YORK                 ,ERIE,"785,571","625,192","870,914","695,347","343,751",,,,,
33260,NEW YORK                 ,ESSEX,"58,273","6,265","56,576","48,150","30,639",,,,,
33270,NEW YORK                 ,FRANKLIN,"15,153","-6,080","53,375","55,245","17,212",,,,,
33280,NEW YORK                 ,FULTON,"-24,872","-37,300","-7,851","-12,830","-18,826",,,,,
33290,NEW YORK                 ,GENESEE,"24,879","36,960","52,480","47,791","13,693",,,,,
33300,NEW YORK                 ,GREENE,"86,322","61,158","96,976","55,491","-14,301",,,,,
33310,NEW YORK                 ,HAMILTON,"-3,897",-679,689,"1,114","1,537",,,,,
33320,NEW YORK                 ,HERKIMER,"54,867","76,120","155,968","124,154","47,730",,,,,
33330,NEW YORK                 ,JEFFERSON,"-228,831","-260,746","-382,174","-304,928","-261,573",,,,,
33331,NEW YORK                 ,KINGS,"-352,162","-827,118","-677,143","-721,358","-215,338",,,,,
33340,NEW YORK                 ,LEWIS,"48,725","37,694","30,515","41,525","21,341",,,,,
33350,NEW YORK                 ,LIVINGSTON,"56,892","69,328","86,293","73,933","16,064",,,,,
33360,NEW YORK                 ,MADISON,"39,173","29,499","38,438","52,448","39,800",,,,,
33370,NEW YORK                 ,MONROE,"396,250","514,455","670,404","549,546","113,944",,,,,
33380,NEW YORK                 ,MONTGOMERY,"-29,747","-44,313","12,445","9,389","-20,676",,,,,
33400,NEW YORK                 ,NASSAU,"255,342","521,157","1,187,483","1,183,231","648,162",,,,,
33420,NEW YORK                 ,NEW YORK,"-343,939","-831,265","-719,978","-752,967","-241,647",,,,,
33500,NEW YORK                 ,NIAGARA,"339,462","276,952","387,582","280,925","140,129",,,,,
33510,NEW YORK                 ,ONEIDA,"368,103","409,260","492,405","490,157","362,028",,,,,
33520,NEW YORK                 ,ONONDAGA,"116,398","64,631","11,578","148,418","183,495",,,,,
33530,NEW YORK                 ,ONTARIO,"15,935","45,217","94,029","65,359","14,002",,,,,
33540,NEW YORK                 ,ORANGE,"554,249","547,436","692,973","474,944","664,758",,,,,
33550,NEW YORK                 ,ORLEANS,"12,237","17,504","36,332","21,677","10,706",,,,,
33560,NEW YORK                 ,OSWEGO,"25,129","9,460","-8,766","41,066","52,262",,,,,
33570,NEW YORK                 ,OTSEGO,"-2,974","103,371","503,891","414,629","107,457",,,,,
33580,NEW YORK                 ,PUTNAM,"66,629","31,447","38,862","24,620","55,616",,,,,
33590,NEW YORK                 ,QUEENS,"-418,324","-536,997","-195,029","-186,486","4,527",,,,,
33600,NEW YORK                 ,RENSSELAER,"-101,366","-79,228","-27,140","-89,336","-127,330",,,,,
33610,NEW YORK                 ,RICHMOND,"-69,540","-177,961","-153,388","-164,915","-44,566",,,,,
33620,NEW YORK                 ,ROCKLAND,"-57,454","-150,588","-149,145","-152,661","-39,954",,,,,
33630,NEW YORK                 ,ST. LAWRENCE,"-65,429","-162,865","-17,728","-8,988","-13,247",,,,,
33640,NEW YORK                 ,SARATOGA,"-145,747","-112,083","-66,646","-101,695","-132,301",,,,,
33650,NEW YORK                 ,SCHENECTADY,"-113,084","-96,023","-47,833","-77,309","-100,743",,,,,
33660,NEW YORK                 ,SCHOHARIE,"-9,962",126,"86,942","67,518","-12,834",,,,,
33670,NEW YORK                 ,SCHUYLER,"-21,306","-30,465","-15,918","15,612","12,572",,,,,
33680,NEW YORK                 ,SENECA,"-6,371","-2,102","15,553","33,224","6,994",,,,,
33690,NEW YORK                 ,STEUBEN,"-45,195","-83,448","4,218","84,257","24,291",,,,,
33700,NEW YORK                 ,SUFFOLK,"97,778","270,798","957,324","526,957","-269,333",,,,,
33710,NEW YORK                 ,SULLIVAN,"309,214","386,628","367,441","361,804","565,113",,,,,
33720,NEW YORK                 ,TIOGA,"6,629","-37,472","-23,084","-13,925","-21,891",,,,,
33730,NEW YORK                 ,TOMPKINS,"-68,388","-151,662","-14,117","168,356","60,445",,,,,
33740,NEW YORK                 ,ULSTER,"49,072","-2,646","53,243","7,512","122,156",,,,,
33750,NEW YORK                 ,WARREN,"-76,626","-55,486","-49,594","-59,722","8,461",,,,,
33760,NEW YORK                 ,WASHINGTON,"-91,878","-61,006","-46,685","-50,829","-12,710",,,,,
33770,NEW YORK                 ,WAYNE,"8,563","25,630","55,498","49,423","12,084",,,,,
33800,NEW YORK                 ,WESTCHESTER,"-58,002","-355,007","-309,633","-363,969","-58,139",,,,,
33900,NEW YORK                 ,WYOMING,"32,358","26,966","46,317","36,720","19,894",,,,,
33910,NEW YORK                 ,YATES,"1,452","7,512","16,226","20,998","7,237",,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"171,523","142,583","202,519","281,794","127,772",,,,,
34010,NORTH CAROLINA           ,ALEXANDER,"-76,614","-50,256","-14,367","6,096","29,212",,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"-18,029","-18,102","-9,346","-1,020","-7,148",,,,,
34030,NORTH CAROLINA           ,ANSON,"-86,137","-57,009","-36,790","-19,574","-12,145",,,,,
34040,NORTH CAROLINA           ,ASHE,"-53,972","-51,509","-44,211","-56,623","-38,231",,,,,
34050,NORTH CAROLINA           ,AVERY,"-38,970","-37,217","-36,743","-46,868","-27,851",,,,,
34060,NORTH CAROLINA           ,BEAUFORT,"-140,178","-121,862","-103,844","-107,377","-82,075",,,,,
34070,NORTH CAROLINA           ,BERTIE,"-56,758","-50,994","-47,405","-45,741","-39,140",,,,,
34080,NORTH CAROLINA           ,BLADEN,"-122,419","-101,967","-109,482","-111,473","-61,524",,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"-309,754","-305,633","-423,257","-326,198","-238,872",,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-719,797","-726,396","-594,662","-401,801","5,613",,,,,
34110,NORTH CAROLINA           ,BURKE,"-256,083","-233,645","-134,537","-146,847","-52,289",,,,,
34120,NORTH CAROLINA           ,CABARRUS,"-430,589","-285,223","-230,196","-138,189","-114,016",,,,,
34130,NORTH CAROLINA           ,CALDWELL,"-261,235","-226,101","-123,047","-160,509","-56,801",,,,,
34140,NORTH CAROLINA           ,CAMDEN,"11,486","8,597","9,609","5,015",-430,,,,,
34150,NORTH CAROLINA           ,CARTERET,"-145,420","-169,788","-142,750","-147,119","-122,122",,,,,
34160,NORTH CAROLINA           ,CASWELL,"-12,242","-6,563","3,949","14,299","7,547",,,,,
34170,NORTH CAROLINA           ,CATAWBA,"-348,571","-300,017","-151,174","-170,366","-27,083",,,,,
34180,NORTH CAROLINA           ,CHATHAM,"1,041","8,326","8,873","28,186","49,864",,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"-128,297","-111,069","-80,102","-51,859","-42,718",,,,,
34200,NORTH CAROLINA           ,CHOWAN,"2,304",-863,"-2,309","-9,082","-12,254",,,,,
34210,NORTH CAROLINA           ,CLAY,"-45,952","-42,055","-29,455","-12,951","-16,628",,,,,
34220,NORTH CAROLINA           ,CLEVELAND,"-321,236","-250,249","-183,518","-125,412","-139,554",,,,,
34230,NORTH CAROLINA           ,COLUMBUS,"-109,561","-138,222","-174,329","-213,575","-106,575",,,,,
34240,NORTH CAROLINA           ,CRAVEN,"-98,898","-140,442","-142,723","-258,283","-258,559",,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"-1,038,221","-832,541","-826,316","-853,327","-496,009",,,,,
34251,NORTH CAROLINA           ,CURRITUCK,"20,866","14,295","16,160","9,163",721,,,,,
34270,NORTH CAROLINA           ,DARE,"11,625","11,134","11,392","6,914","1,175",,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"-165,038","-181,866","-87,981","66,764","74,844",,,,,
34290,NORTH CAROLINA           ,DAVIE,"-49,720","-49,432","-19,615","51,007","16,825",,,,,
34300,NORTH CAROLINA           ,DUPLIN,"-132,410","-127,344","-126,704","-108,245","-81,154",,,,,
34310,NORTH CAROLINA           ,DURHAM,"13,667","54,339","54,704","131,179","251,668",,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,"-73,694","-66,906","-92,491","-83,396","-54,259",,,,,
34330,NORTH CAROLINA           ,FORSYTH,"-306,818","-333,703","-141,173","352,234","107,762",,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-105,170","-119,466","-131,383","-85,684","-69,326",,,,,
34350,NORTH CAROLINA           ,GASTON,"-545,966","-392,246","-315,440","-174,594","-160,479",,,,,
34360,NORTH CAROLINA           ,GATES,-781,"-3,291","-3,117","-1,204",291,,,,,
34370,NORTH CAROLINA           ,GRAHAM,"-29,456","-26,351","-23,034","-14,956","-8,799",,,,,
34380,NORTH CAROLINA           ,GRANVILLE,"-44,858","-35,865","-23,543","-2,500","33,089",,,,,
34390,NORTH CAROLINA           ,GREENE,"-6,544","-5,320","-17,915","-26,814","-30,476",,,,,
34400,NORTH CAROLINA           ,GUILFORD,"-527,065","-538,256","-404,281","-199,362","-2,470",,,,,
34410,NORTH CAROLINA           ,HALIFAX,"-147,209","-163,578","-200,362","-158,145","-128,084",,,,,
34420,NORTH CAROLINA           ,HARNETT,"-217,381","-214,731","-230,013","-171,033","-129,672",,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"-244,895","-238,644","-274,097","-189,787","19,213",,,,,
34440,NORTH CAROLINA           ,HENDERSON,"-712,843","-660,868","-587,474","-390,501","-120,529",,,,,
34450,NORTH CAROLINA           ,HERTFORD,"-89,674","-89,686","-71,451","-67,049","-56,349",,,,,
34460,NORTH CAROLINA           ,HOKE,"-42,898","-35,774","-30,675","-35,274","-4,400",,,,,
34470,NORTH CAROLINA           ,HYDE,"-4,501","-6,040","-3,841","-4,367","-2,340",,,,,
34480,NORTH CAROLINA           ,IREDELL,"-266,786","-118,715","13,142","215,166","210,292",,,,,
34490,NORTH CAROLINA           ,JACKSON,"-116,577","-127,281","-101,741","-83,109","-39,054",,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-414,800","-415,963","-484,575","-370,431","-304,445",,,,,
34510,NORTH CAROLINA           ,JONES,"-8,713","-13,269","-11,978","-23,131","-19,319",,,,,
34520,NORTH CAROLINA           ,LEE,"42,891","71,110","93,442","103,049","86,608",,,,,
34530,NORTH CAROLINA           ,LENOIR,"-84,378","-73,728","-77,448","-137,015","-135,265",,,,,
34540,NORTH CAROLINA           ,LINCOLN,"-164,229","-116,530","-47,447","-5,550","5,233",,,,,
34550,NORTH CAROLINA           ,MCDOWELL,"-147,356","-133,566","-109,047","-83,942","-42,808",,,,,
34560,NORTH CAROLINA           ,MACON,"-116,063","-111,080","-92,106","-62,932","-29,407",,,,,
34570,NORTH CAROLINA           ,MADISON,"-87,356","-77,908","-72,734","-42,004","4,026",,,,,
34580,NORTH CAROLINA           ,MARTIN,"-40,187","-33,395","-23,790","-22,862","-35,373",,,,,
34590,NORTH CAROLINA           ,MECKLENBURG,"-1,341,973","-967,947","-768,303","-446,072","-395,049",,,,,
34600,NORTH CAROLINA           ,MITCHELL,"-71,587","-68,205","-57,490","-42,145","-27,069",,,,,
34610,NORTH CAROLINA           ,MONTGOMERY,"-40,155","-34,262","-23,888","-11,946","4,015",,,,,
34620,NORTH CAROLINA           ,MOORE,"-120,933","-67,695","-5,723","34,127","155,933",,,,,
34630,NORTH CAROLINA           ,NASH,"-280,345","-316,419","-402,021","-290,224","-193,428",,,,,
34640,NORTH CAROLINA           ,NEW HANOVER,"-225,336","-293,832","-421,785","-319,757","-207,191",,,,,
34650,NORTH CAROLINA           ,NORTHAMPTON,"-70,987","-74,435","-92,087","-75,261","-54,476",,,,,
34660,NORTH CAROLINA           ,ONSLOW,"-94,017","-104,692","-89,974","-99,400","-142,601",,,,,
34670,NORTH CAROLINA           ,ORANGE,"10,687","35,897","34,700","74,433","137,788",,,,,
34680,NORTH CAROLINA           ,PAMLICO,"-15,205","-19,405","-18,906","-32,659","-34,104",,,,,
34690,NORTH CAROLINA           ,PASQUOTANK,"45,941","37,506","41,707","21,255",-155,,,,,
34700,NORTH CAROLINA           ,PENDER,"-55,137","-75,771","-107,940","-86,008","-57,546",,,,,
34710,NORTH CAROLINA           ,PERQUIMANS,"18,313","12,757","13,649","4,807","-3,434",,,,,
34720,NORTH CAROLINA           ,PERSON,"2,920","12,073","8,807","23,894","46,972",,,,,
34730,NORTH CAROLINA           ,PITT,"15,282","14,197","3,407","-98,389","-137,732",,,,,
34740,NORTH CAROLINA           ,POLK,"-68,749","-68,866","-57,429","-41,703","-32,045",,,,,
34750,NORTH CAROLINA           ,RANDOLPH,"-225,966","-223,300","-165,891","-82,780",141,,,,,
34760,NORTH CAROLINA           ,RICHMOND,"-103,086","-62,275","-28,917","-9,517","48,323",,,,,
34770,NORTH CAROLINA           ,ROBESON,"-640,457","-517,346","-462,746","-409,624","-240,972",,,,,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-189,247","-177,134","-138,131","-81,067","-6,091",,,,,
34790,NORTH CAROLINA           ,ROWAN,"-309,340","-236,472","-145,180","-62,997","-79,897",,,,,
34800,NORTH CAROLINA           ,RUTHERFORD,"-184,303","-142,422","-89,269","-76,301","-93,486",,,,,
34810,NORTH CAROLINA           ,SAMPSON,"-237,990","-223,417","-207,961","-173,418","-129,890",,,,,
34820,NORTH CAROLINA           ,SCOTLAND,"-110,918","-60,696","-3,555","-27,875","17,169",,,,,
34830,NORTH CAROLINA           ,STANLY,"-248,334","-175,834","-139,649","-81,140","-66,933",,,,,
34840,NORTH CAROLINA           ,STOKES,"-36,169","-39,454","-21,125","37,763","9,931",,,,,
34850,NORTH CAROLINA           ,SURRY,"-186,391","-177,991","-107,148","-16,933","-52,008",,,,,
34860,NORTH CAROLINA           ,SWAIN,"-48,270","-50,288","-40,344","-33,828","-14,488",,,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-84,960","-84,564","-70,969","-44,650","-2,767",,,,,
34880,NORTH CAROLINA           ,TYRRELL,19,-570,"-1,125","-2,786","-2,635",,,,,
34890,NORTH CAROLINA           ,UNION,"-364,320","-247,272","-206,522","-107,843","-104,143",,,,,
34900,NORTH CAROLINA           ,VANCE,"-88,890","-91,209","-80,864","-61,482","-38,119",,,,,
34910,NORTH CAROLINA           ,WAKE,"-1,090,823","-1,107,895","-1,300,073","-896,085","-645,428",,,,,
34920,NORTH CAROLINA           ,WARREN,"-43,078","-41,799","-43,235","-38,755","-26,516",,,,,
34930,NORTH CAROLINA           ,WASHINGTON,"-16,055","-21,303","-16,769","-17,841","-15,042",,,,,
34940,NORTH CAROLINA           ,WATAUGA,"-109,896","-92,967","-76,958","-124,732","-70,005",,,,,
34950,NORTH CAROLINA           ,WAYNE,"-555,804","-321,120","-307,817","-252,290","-209,295",,,,,
34960,NORTH CAROLINA           ,WILKES,"-166,294","-166,522","-114,024","-60,303","-64,541",,,,,
34970,NORTH CAROLINA           ,WILSON,"-197,210","-236,089","-275,087","-206,482","-127,776",,,,,
34980,NORTH CAROLINA           ,YADKIN,"-40,802","-40,745","-19,336","23,443","-1,323",,,,,
34981,NORTH CAROLINA           ,YANCEY,"-80,801","-85,048","-63,487","-46,985","-18,413",,,,,
35000,NORTH DAKOTA             ,ADAMS,"14,574","7,808","-1,175",-292,-50,,,,,
35010,NORTH DAKOTA             ,BARNES,"81,141","72,226",379,"1,253",-882,,,,,
35020,NORTH DAKOTA             ,BENSON,"37,776","35,833",383,406,204,,,,,
35030,NORTH DAKOTA             ,BILLINGS,"5,197","1,283",-22,-72,521,,,,,
35040,NORTH DAKOTA             ,BOTTINEAU,"104,809","104,050","2,244","1,754",682,,,,,
35050,NORTH DAKOTA             ,BOWMAN,"20,259","14,091","-2,051",-908,-206,,,,,
35060,NORTH DAKOTA             ,BURKE,"42,376","32,998",-332,149,"1,152",,,,,
35070,NORTH DAKOTA             ,BURLEIGH,"859,212","690,129","6,512","6,353","1,840",,,,,
35080,NORTH DAKOTA             ,CASS,"1,012,988","755,937","5,508","2,625","1,585",,,,,
35090,NORTH DAKOTA             ,CAVALIER,"99,342","68,616",529,-93,-85,,,,,
35100,NORTH DAKOTA             ,DICKEY,"42,130","44,465",295,110,-541,,,,,
35110,NORTH DAKOTA             ,DIVIDE,"32,711","27,892",81,-173,223,,,,,
35120,NORTH DAKOTA             ,DUNN,"33,333","17,680",-308,-130,40,,,,,
35130,NORTH DAKOTA             ,EDDY,"18,940","16,737","1,490",558,205,,,,,
35140,NORTH DAKOTA             ,EMMONS,"54,445","53,205",586,-38,19,,,,,
35150,NORTH DAKOTA             ,FOSTER,"36,455","20,894",862,-430,60,,,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,"24,454","11,100",557,511,293,,,,,
35170,NORTH DAKOTA             ,GRAND FORKS,"770,625","574,232","1,001","3,336","2,420",,,,,
35180,NORTH DAKOTA             ,GRANT,"28,226","19,578",57,15,-175,,,,,
35190,NORTH DAKOTA             ,GRIGGS,"21,026","16,869",-131,-41,-384,,,,,
35200,NORTH DAKOTA             ,HETTINGER,"20,698","17,817",46,295,54,,,,,
35210,NORTH DAKOTA             ,KIDDER,"35,201","30,297",382,486,69,,,,,
35220,NORTH DAKOTA             ,LAMOURE,"45,477","33,011",-20,"-2,466",-606,,,,,
35230,NORTH DAKOTA             ,LOGAN,"27,388","19,509",124,209,-26,,,,,
35240,NORTH DAKOTA             ,MCHENRY,"109,179","102,863",786,588,"1,009",,,,,
35250,NORTH DAKOTA             ,MCINTOSH,"63,179","51,422",653,670,143,,,,,
35260,NORTH DAKOTA             ,MCKENZIE,"19,997","21,482","1,193",859,242,,,,,
35270,NORTH DAKOTA             ,MCLEAN,"185,128","137,946",254,596,-112,,,,,
35280,NORTH DAKOTA             ,MERCER,"133,805","76,088",-385,"2,179",904,,,,,
35290,NORTH DAKOTA             ,MORTON,"348,560","285,259","5,767","2,823",413,,,,,
35300,NORTH DAKOTA             ,MOUNTRAIL,"95,681","70,948",498,"1,414","1,171",,,,,
35310,NORTH DAKOTA             ,NELSON,"100,613","72,778",563,"1,253",629,,,,,
35320,NORTH DAKOTA             ,OLIVER,"23,073","22,596",100,-40,-30,,,,,
35330,NORTH DAKOTA             ,PEMBINA,"114,941","112,598","1,581","1,518",-127,,,,,
35340,NORTH DAKOTA             ,PIERCE,"35,357","26,155",-236,-547,197,,,,,
35350,NORTH DAKOTA             ,RAMSEY,"95,116","98,850","2,579","1,460",243,,,,,
35360,NORTH DAKOTA             ,RANSOM,"60,156","36,226",10,366,207,,,,,
35370,NORTH DAKOTA             ,RENVILLE,"38,154","35,904",28,"1,381","1,127",,,,,
35380,NORTH DAKOTA             ,RICHLAND,"96,020","79,638","1,059",53,"1,671",,,,,
35390,NORTH DAKOTA             ,ROLETTE,"87,108","73,420",653,"1,091",927,,,,,
35400,NORTH DAKOTA             ,SARGENT,"33,829","27,897",14,"1,391",-292,,,,,
35410,NORTH DAKOTA             ,SHERIDAN,"32,374","18,607",-141,-146,-125,,,,,
35420,NORTH DAKOTA             ,SIOUX,"18,805","12,591",106,25,17,,,,,
35430,NORTH DAKOTA             ,SLOPE,"4,127","1,305",-161,-122,-33,,,,,
35440,NORTH DAKOTA             ,STARK,"264,060","104,907","-2,968",-961,441,,,,,
35450,NORTH DAKOTA             ,STEELE,"21,026","13,385",-106,-232,106,,,,,
35460,NORTH DAKOTA             ,STUTSMAN,"135,592","97,901",836,"1,102","1,127",,,,,
35470,NORTH DAKOTA             ,TOWNER,"24,749","24,248",-62,"1,183",-61,,,,,
35480,NORTH DAKOTA             ,TRAILL,"85,025","64,405",288,454,-512,,,,,
35490,NORTH DAKOTA             ,WALSH,"209,281","165,385",707,157,530,,,,,
35500,NORTH DAKOTA             ,WARD,"963,147","752,025","9,111","7,358","3,187",,,,,
35510,NORTH DAKOTA             ,WELLS,"54,836","46,594",483,311,-197,,,,,
35520,NORTH DAKOTA             ,WILLIAMS,"103,320","83,728",987,"1,153","1,523",,,,,
36000,OHIO                     ,ADAMS,"-37,698","-29,155","-36,136","-17,659","-9,282",,,,,
36010,OHIO                     ,ALLEN,"-80,910","-92,604","-56,895","-67,904","57,182",,,,,
36020,OHIO                     ,ASHLAND,"-58,738","-41,820","-29,346","-23,390","-22,788",,,,,
36030,OHIO                     ,ASHTABULA,"-110,652","-47,415","-56,649","-3,555","-14,521",,,,,
36040,OHIO                     ,ATHENS,"-170,715","-165,312","-149,218","-146,486","-94,089",,,,,
36050,OHIO                     ,AUGLAIZE,"-62,080","-56,702","-44,358","-49,423","7,832",,,,,
36060,OHIO                     ,BELMONT,"-68,371","-49,730","-41,600","-25,834","-6,086",,,,,
36070,OHIO                     ,BROWN,"-49,179","-37,718","-52,638","-19,882","-13,469",,,,,
36080,OHIO                     ,BUTLER,"-297,837","-201,424","-296,299","-90,001","-60,385",,,,,
36090,OHIO                     ,CARROLL,"-27,822","-20,716","-20,081","-25,293","-14,744",,,,,
36100,OHIO                     ,CHAMPAIGN,"-50,826","-52,980","-44,919","-35,374","-24,709",,,,,
36110,OHIO                     ,CLARK,"-191,498","-184,621","-159,327","-142,486","-103,020",,,,,
36120,OHIO                     ,CLERMONT,"-130,801","-90,801","-132,507","-36,159","-27,435",,,,,
36130,OHIO                     ,CLINTON,"-230,130","-235,519","-215,226","-159,634","-110,251",,,,,
36140,OHIO                     ,COLUMBIANA,"-133,393","-126,584","-102,168","-101,605","-67,927",,,,,
36150,OHIO                     ,COSHOCTON,"-121,431","-253,954","-209,169","-112,651","12,556",,,,,
36160,OHIO                     ,CRAWFORD,"-18,127","-14,931","-15,307","-19,502","-30,748",,,,,
36170,OHIO                     ,CUYAHOGA,"-250,227","938,382","601,028","1,039,103","509,720",,,,,
36190,OHIO                     ,DARKE,"-81,301","-67,236","-79,355","-63,418","-44,287",,,,,
36200,OHIO                     ,DEFIANCE,"-15,594","-29,747","-29,009","-30,842","-6,797",,,,,
36210,OHIO                     ,DELAWARE,"-172,760","-206,998","-216,176","-162,719","-91,729",,,,,
36220,OHIO                     ,ERIE,"-126,221","-101,010","-120,212","4,781","7,982",,,,,
36230,OHIO                     ,FAIRFIELD,"-203,931","-280,405","-310,296","-219,225","-123,298",,,,,
36240,OHIO                     ,FAYETTE,"-46,989","-55,153","-60,521","-41,279","-23,688",,,,,
36250,OHIO                     ,FRANKLIN,"-1,352,623","-1,570,314","-1,651,473","-1,236,176","-722,224",,,,,
36260,OHIO                     ,FULTON,"-29,940","-52,604","-27,928","-5,587","21,022",,,,,
36270,OHIO                     ,GALLIA,"-52,739","-52,082","-40,846","-26,873",353,,,,,
36280,OHIO                     ,GEAUGA,"-20,148","59,670","38,350","66,328","33,622",,,,,
36290,OHIO                     ,GREENE,"-142,661","-100,851","-97,593","-111,435","-49,209",,,,,
36300,OHIO                     ,GUERNSEY,"-67,382","-78,918","-26,005","9,432","12,583",,,,,
36310,OHIO                     ,HAMILTON,"-701,816","-482,337","-740,246","-206,743","-142,834",,,,,
36330,OHIO                     ,HANCOCK,"-84,054","-84,103","-15,115","-3,058","22,966",,,,,
36340,OHIO                     ,HARDIN,"-35,831","-35,652","-18,407","-18,144","4,900",,,,,
36350,OHIO                     ,HARRISON,"-22,772","-34,289","-15,922","-12,188","-6,699",,,,,
36360,OHIO                     ,HENRY,"-23,667","-36,156","-21,638","-13,758","3,814",,,,,
36370,OHIO                     ,HIGHLAND,"-82,878","-97,448","-99,567","-62,176","-39,877",,,,,
36380,OHIO                     ,HOCKING,"-40,030","-46,081","-51,101","-40,279","-15,138",,,,,
36390,OHIO                     ,HOLMES,"-19,624","-9,928","-7,232","-7,019","-5,328",,,,,
36400,OHIO                     ,HURON,"-117,554","-93,920","-83,235",461,"-5,987",,,,,
36410,OHIO                     ,JACKSON,"-48,357","-55,195","-58,867","-39,182","-1,339",,,,,
36420,OHIO                     ,JEFFERSON,"-94,790","-173,052","-53,091","-23,911","-9,117",,,,,
36430,OHIO                     ,KNOX,"-103,911","-109,481","-141,126","-101,376","-84,037",,,,,
36440,OHIO                     ,LAKE,"-49,445","183,498","115,981","202,660","98,238",,,,,
36450,OHIO                     ,LAWRENCE,"-170,248","-143,165","-83,694","-24,902","60,788",,,,,
36460,OHIO                     ,LICKING,"-338,509","-428,861","-428,982","-289,425","-153,359",,,,,
36470,OHIO                     ,LOGAN,"-259,981","-220,909","-67,689","-53,850","-31,965",,,,,
36480,OHIO                     ,LORAIN,"-71,747","253,140","164,527","302,972","149,384",,,,,
36490,OHIO                     ,LUCAS,"-459,608","-689,866","-464,225","-163,462","134,215",,,,,
36500,OHIO                     ,MADISON,"-72,892","-87,661","-87,410","-70,243","-36,834",,,,,
36510,OHIO                     ,MAHONING,"-378,505","-190,725","-136,920","-76,492","-66,974",,,,,
36520,OHIO                     ,MARION,"-102,708","-134,162","-146,956","-113,577","-84,897",,,,,
36530,OHIO                     ,MEDINA,"-51,324","81,814","53,111","99,355","43,489",,,,,
