"ESRD- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
27070,MONTANA,CHOUTEAU,5,0,0,0,0,0,0,0,5,0,0
27080,MONTANA,CUSTER,2,0,0,0,0,0,0,0,2,0,0
27090,MONTANA,DANIELS,1,0,0,0,0,0,0,0,1,0,0
27100,MONTANA,DAWSON,5,0,0,0,0,0,0,0,5,0,0
27110,MONTANA,DEER LODGE,6,0,0,0,0,0,0,0,6,0,0
27120,MONTANA,FALLON,1,0,0,0,0,0,0,0,1,0,0
27130,MONTANA,FERGUS,5,"6,699",111.65,"6,699",111.65,0,0,0,5,0,0
27140,MONTANA,FLATHEAD,77,"23,974",25.95,"23,974",25.95,0,0,0,77,0,0
27150,MONTANA,GALLATIN,42,"1,130",2.24,"1,130",2.24,0,0,0,41,0,0
27160,MONTANA,GARFIELD,1,0,0,0,0,0,0,0,1,0,0
27170,MONTANA,GLACIER,31,"1,193",3.21,"1,193",3.21,0,0,0,29,0,0
27180,MONTANA,GOLDEN VALLEY,1,0,0,0,0,0,0,0,1,0,0
27190,MONTANA,GRANITE,1,0,0,0,0,0,0,0,1,0,0
27200,MONTANA,HILL,17,"3,761",18.44,"3,760",18.43,0,0,0,17,0,0
27210,MONTANA,JEFFERSON,9,0,0,0,0,0,0,0,9,0,0
27220,MONTANA,JUDITH BASIN,1,0,0,0,0,0,0,0,1,0,0
27230,MONTANA,LAKE,28,"1,131",3.37,"1,131",3.37,0,0,0,26,0,0
27240,MONTANA,LEWIS AND CLARK,47,"5,474",9.71,"5,474",9.71,0,0,0,43,0,0
27250,MONTANA,LIBERTY,1,0,0,0,0,0,0,0,1,0,0
27260,MONTANA,LINCOLN,17,140,0.69,140,0.69,0,0,0,17,0,0
27270,MONTANA,MCCONE,1,0,0,0,0,0,0,0,1,0,0
27280,MONTANA,MADISON,2,0,0,0,0,0,0,0,2,0,0
27290,MONTANA,MEAGHER,2,0,0,0,0,0,0,0,2,0,0
27300,MONTANA,MINERAL,3,0,0,0,0,0,0,0,3,0,0
27310,MONTANA,MISSOULA,64,"47,737",62.16,"47,737",62.16,0,0,0,62,0,0
27320,MONTANA,MUSSELSHELL,1,0,0,0,0,0,0,0,1,0,0
27330,MONTANA,PARK,10,970,8.08,970,8.08,0,0,0,9,0,0
27340,MONTANA,PETROLEUM,1,0,0,0,0,0,0,0,1,0,0
27350,MONTANA,PHILLIPS,3,0,0,0,0,0,0,0,3,0,0
27360,MONTANA,PONDERA,11,0,0,0,0,0,0,0,11,0,0
27370,MONTANA,POWDER RIVER,1,0,0,0,0,0,0,0,1,0,0
27380,MONTANA,POWELL,2,0,0,0,0,0,0,0,2,0,0
27390,MONTANA,PRAIRIE,1,0,0,0,0,0,0,0,1,0,0
27400,MONTANA,RAVALLI,28,"1,539",4.58,"1,539",4.58,0,0,0,28,0,0
27410,MONTANA,RICHLAND,7,0,0,0,0,0,0,0,6,0,0
27420,MONTANA,ROOSEVELT,33,0,0,0,0,0,0,0,28,0,0
27430,MONTANA,ROSEBUD,28,0,0,0,0,0,0,0,24,0,0
27440,MONTANA,SANDERS,12,0,0,0,0,0,0,0,11,0,0
27450,MONTANA,SHERIDAN,4,0,0,0,0,0,0,0,4,0,0
27460,MONTANA,SILVER BOW,27,0,0,0,0,0,0,0,24,0,0
27470,MONTANA,STILLWATER,8,846,8.81,845,8.8,0,0,0,8,0,0
27480,MONTANA,SWEET GRASS,2,0,0,0,0,0,0,0,2,0,0
27490,MONTANA,TETON,2,0,0,0,0,0,0,0,2,0,0
27500,MONTANA,TOOLE,4,0,0,0,0,0,0,0,4,0,0
27510,MONTANA,TREASURE,2,0,0,0,0,0,0,0,2,0,0
27520,MONTANA,VALLEY,7,0,0,0,0,0,0,0,6,0,0
27530,MONTANA,WHEATLAND,2,0,0,0,0,0,0,0,2,0,0
27540,MONTANA,WIBAUX,2,0,0,0,0,0,0,0,2,0,0
27550,MONTANA,YELLOWSTONE,140,"19,260",11.46,"19,261",11.46,0,0,0,133,0,0
28000,NEBRASKA,ADAMS,23,"1,585",5.74,"1,586",5.75,0,0,0,21,0,0
28010,NEBRASKA,ANTELOPE,4,0,0,0,0,0,0,0,4,0,0
28020,NEBRASKA,ARTHUR,1,0,0,0,0,0,0,0,1,0,0
28030,NEBRASKA,BANNER,1,0,0,0,0,0,0,0,1,0,0
28040,NEBRASKA,BLAINE,1,0,0,0,0,0,0,0,1,0,0
28050,NEBRASKA,BOONE,5,"1,271",21.18,"1,271",21.18,0,0,0,5,0,0
28060,NEBRASKA,BOX BUTTE,17,0,0,0,0,0,0,0,16,0,0
28070,NEBRASKA,BOYD,5,0,0,0,0,0,0,0,5,0,0
28080,NEBRASKA,BROWN,4,0,0,0,0,0,0,0,2,0,0
28090,NEBRASKA,BUFFALO,43,0,0,0,0,0,0,0,41,0,0
28100,NEBRASKA,BURT,8,0,0,0,0,0,0,0,8,0,0
28110,NEBRASKA,BUTLER,10,0,0,0,0,0,0,0,9,0,0
28120,NEBRASKA,CASS,21,"1,609",6.38,"1,609",6.38,0,0,0,19,0,0
28130,NEBRASKA,CEDAR,8,0,0,0,0,0,0,0,7,0,0
28140,NEBRASKA,CHASE,2,0,0,0,0,0,0,0,1,0,0
28150,NEBRASKA,CHERRY,7,0,0,0,0,0,0,0,7,0,0
28160,NEBRASKA,CHEYENNE,7,"18,217",216.87,"18,217",216.87,0,0,0,7,0,0
28170,NEBRASKA,CLAY,3,0,0,0,0,0,0,0,3,0,0
28180,NEBRASKA,COLFAX,8,424,4.42,424,4.42,0,0,0,8,0,0
28190,NEBRASKA,CUMING,6,288,4,288,4,0,0,0,6,0,0
28200,NEBRASKA,CUSTER,8,0,0,0,0,0,0,0,8,0,0
28210,NEBRASKA,DAKOTA,20,"20,401",85,"20,401",85,0,0,0,19,0,0
28220,NEBRASKA,DAWES,11,0,0,0,0,0,0,0,10,0,0
28230,NEBRASKA,DAWSON,15,"14,306",79.48,"14,306",79.48,0,0,0,15,0,0
28240,NEBRASKA,DEUEL,1,0,0,0,0,0,0,0,1,0,0
28250,NEBRASKA,DIXON,14,"10,385",61.82,"10,385",61.82,0,0,0,14,0,0
28260,NEBRASKA,DODGE,32,"5,439",14.16,"5,439",14.16,0,0,0,31,0,0
28270,NEBRASKA,DOUGLAS,585,"38,136",5.43,"38,136",5.43,0,0,0,557,0,0
28280,NEBRASKA,DUNDY,1,0,0,0,0,0,0,0,1,0,0
28290,NEBRASKA,FILLMORE,5,0,0,0,0,0,0,0,5,0,0
28300,NEBRASKA,FRANKLIN,8,0,0,0,0,0,0,0,8,0,0
28310,NEBRASKA,FRONTIER,2,0,0,0,0,0,0,0,2,0,0
28320,NEBRASKA,FURNAS,5,0,0,0,0,0,0,0,5,0,0
28330,NEBRASKA,GAGE,31,"18,787",50.5,"18,788",50.51,0,0,0,31,0,0
28340,NEBRASKA,GARDEN,1,0,0,0,0,0,0,0,1,0,0
28350,NEBRASKA,GARFIELD,1,0,0,0,0,0,0,0,1,0,0
28360,NEBRASKA,GOSPER,4,"22,081",460.02,"22,081",460.02,0,0,0,4,0,0
28370,NEBRASKA,GRANT,1,0,0,0,0,0,0,0,1,0,0
28380,NEBRASKA,GREELEY,2,0,0,0,0,0,0,0,2,0,0
28390,NEBRASKA,HALL,78,"11,016",11.77,"11,016",11.77,0,0,0,74,0,0
28400,NEBRASKA,HAMILTON,11,0,0,0,0,0,0,0,10,0,0
28410,NEBRASKA,HARLAN,1,0,0,0,0,0,0,0,1,0,0
28420,NEBRASKA,HAYES,1,0,0,0,0,0,0,0,1,0,0
28430,NEBRASKA,HITCHCOCK,3,0,0,0,0,0,0,0,3,0,0
28440,NEBRASKA,HOLT,11,0,0,0,0,0,0,0,11,0,0
28450,NEBRASKA,HOOKER,2,0,0,0,0,0,0,0,2,0,0
28460,NEBRASKA,HOWARD,8,0,0,0,0,0,0,0,8,0,0
28470,NEBRASKA,JEFFERSON,6,0,0,0,0,0,0,0,6,0,0
28480,NEBRASKA,JOHNSON,1,0,0,0,0,0,0,0,1,0,0
28490,NEBRASKA,KEARNEY,7,0,0,0,0,0,0,0,7,0,0
28500,NEBRASKA,KEITH,9,0,0,0,0,0,0,0,9,0,0
28510,NEBRASKA,KEYA PAHA,1,0,0,0,0,0,0,0,1,0,0
28520,NEBRASKA,KIMBALL,2,0,0,0,0,0,0,0,2,0,0
28530,NEBRASKA,KNOX,12,0,0,0,0,0,0,0,11,0,0
28540,NEBRASKA,LANCASTER,211,"36,049",14.24,"36,049",14.24,0,0,0,201,0,0
28550,NEBRASKA,LINCOLN,31,0,0,0,0,0,0,0,31,0,0
28560,NEBRASKA,LOGAN,1,0,0,0,0,0,0,0,1,0,0
28570,NEBRASKA,LOUP,1,0,0,0,0,0,0,0,1,0,0
28580,NEBRASKA,MC PHERSON,1,0,0,0,0,0,0,0,1,0,0
28590,NEBRASKA,MADISON,32,"35,455",92.33,"35,456",92.33,0,0,0,29,0,0
28600,NEBRASKA,MERRICK,2,0,0,0,0,0,0,0,2,0,0
28610,NEBRASKA,MORRILL,4,0,0,0,0,0,0,0,4,0,0
28620,NEBRASKA,NANCE,4,0,0,0,0,0,0,0,4,0,0
28630,NEBRASKA,NEMAHA,10,0,0,0,0,0,0,0,9,0,0
28640,NEBRASKA,NUCKOLLS,6,0,0,0,0,0,0,0,6,0,0
28650,NEBRASKA,OTOE,8,282,2.94,282,2.94,0,0,0,8,0,0
28660,NEBRASKA,PAWNEE,2,0,0,0,0,0,0,0,2,0,0
28670,NEBRASKA,PERKINS,2,0,0,0,0,0,0,0,2,0,0
28680,NEBRASKA,PHELPS,6,0,0,0,0,0,0,0,6,0,0
28690,NEBRASKA,PIERCE,5,0,0,0,0,0,0,0,5,0,0
28700,NEBRASKA,PLATTE,28,706,2.1,707,2.1,0,0,0,26,0,0
28710,NEBRASKA,POLK,7,0,0,0,0,0,0,0,7,0,0
28720,NEBRASKA,RED WILLOW,13,0,0,0,0,0,0,0,13,0,0
28730,NEBRASKA,RICHARDSON,16,706,3.68,706,3.68,0,0,0,16,0,0
28740,NEBRASKA,ROCK,1,0,0,0,0,0,0,0,1,0,0
28750,NEBRASKA,SALINE,14,0,0,0,0,0,0,0,14,0,0
28760,NEBRASKA,SARPY,99,"12,244",10.31,"12,243",10.31,0,0,0,92,0,0
28770,NEBRASKA,SAUNDERS,18,288,1.33,288,1.33,0,0,0,17,0,0
28780,NEBRASKA,SCOTT BLUFF,63,0,0,0,0,0,0,0,61,0,0
28790,NEBRASKA,SEWARD,8,"1,938",20.19,"1,938",20.19,0,0,0,8,0,0
28800,NEBRASKA,SHERIDAN,2,0,0,0,0,0,0,0,2,0,0
28810,NEBRASKA,SHERMAN,3,0,0,0,0,0,0,0,3,0,0
28820,NEBRASKA,SIOUX,1,0,0,0,0,0,0,0,1,0,0
28830,NEBRASKA,STANTON,3,"3,392",94.22,"3,392",94.22,0,0,0,2,0,0
28840,NEBRASKA,THAYER,2,0,0,0,0,0,0,0,2,0,0
28850,NEBRASKA,THOMAS,1,0,0,0,0,0,0,0,1,0,0
28860,NEBRASKA,THURSTON,32,"9,104",23.71,"9,103",23.71,0,0,0,28,0,0
28870,NEBRASKA,VALLEY,2,0,0,0,0,0,0,0,2,0,0
28880,NEBRASKA,WASHINGTON,12,917,6.37,917,6.37,0,0,0,11,0,0
28890,NEBRASKA,WAYNE,7,"14,122",168.12,"14,122",168.12,0,0,0,6,0,0
28900,NEBRASKA,WEBSTER,1,0,0,0,0,0,0,0,1,0,0
28910,NEBRASKA,WHEELER,1,0,0,0,0,0,0,0,1,0,0
28920,NEBRASKA,YORK,17,0,0,0,0,0,0,0,17,0,0
29000,NEVADA,CHURCHILL,39,0,0,0,0,0,0,0,38,0,0
29010,NEVADA,CLARK,2297,"580,649",21.07,"580,648",21.07,0,0,0,"2,119",0,0
29020,NEVADA,DOUGLAS,33,319,0.81,319,0.81,0,0,0,31,0,0
29030,NEVADA,ELKO,51,0,0,0,0,0,0,0,48,0,0
29040,NEVADA,ESMERALDA,1,0,0,0,0,0,0,0,1,0,0
29050,NEVADA,EUREKA,1,0,0,0,0,0,0,0,1,0,0
29060,NEVADA,HUMBOLDT,17,0,0,0,0,0,0,0,15,0,0
29070,NEVADA,LANDER,1,0,0,0,0,0,0,0,1,0,0
29080,NEVADA,LINCOLN,13,0,0,0,0,0,0,0,12,0,0
29090,NEVADA,LYON,64,0,0,0,0,0,0,0,63,0,0
29100,NEVADA,MINERAL,10,"8,290",69.08,"8,290",69.08,0,0,0,9,0,0
29110,NEVADA,NYE,69,"181,878",219.66,"181,879",219.66,0,0,0,64,0,0
29120,NEVADA,CARSON CITY,88,"3,999",3.79,"3,999",3.79,0,0,0,80,0,0
29130,NEVADA,PERSHING,4,0,0,0,0,0,0,0,4,0,0
29140,NEVADA,STOREY,1,0,0,0,0,0,0,0,1,0,0
29150,NEVADA,WASHOE,436,"59,185",11.31,"59,185",11.31,0,0,0,409,0,0
29160,NEVADA,WHITE PINE,9,0,0,0,0,0,0,0,9,0,0
30000,NEW HAMPSHIRE,BELKNAP,45,"8,029",14.87,"8,029",14.87,0,0,0,43,0,0
30010,NEW HAMPSHIRE,CARROLL,37,0,0,0,0,0,0,0,36,0,0
30020,NEW HAMPSHIRE,CHESHIRE,65,"13,306",17.06,"13,306",17.06,0,0,0,62,0,0
30030,NEW HAMPSHIRE,COOS,36,"4,958",11.48,"4,957",11.47,0,0,0,34,0,0
30040,NEW HAMPSHIRE,GRAFTON,50,0,0,0,0,0,0,0,46,0,0
30050,NEW HAMPSHIRE,HILLSBOROUGH,271,"9,882",3.04,"9,882",3.04,0,0,0,251,0,0
30060,NEW HAMPSHIRE,MERRIMACK,91,"20,725",18.98,"20,725",18.98,0,0,0,87,0,0
30070,NEW HAMPSHIRE,ROCKINGHAM,228,"10,993",4.02,"10,993",4.02,0,0,0,211,0,0
30080,NEW HAMPSHIRE,STRAFFORD,109,"5,165",3.95,"5,165",3.95,0,0,0,106,0,0
30090,NEW HAMPSHIRE,SULLIVAN,31,0,0,0,0,0,0,0,28,0,0
31000,NEW JERSEY,ATLANTIC,525,"123,077",19.54,"123,077",19.54,0,0,0,491,0,0
31100,NEW JERSEY,BERGEN,1086,"77,097",5.92,"77,097",5.92,0,0,0,"1,032",0,0
31150,NEW JERSEY,BURLINGTON,605,"77,673",10.7,"77,673",10.7,0,0,0,567,0,0
31160,NEW JERSEY,CAMDEN,851,"156,675",15.34,"156,675",15.34,0,0,0,789,0,0
31180,NEW JERSEY,CAPE MAY,169,"28,001",13.81,"28,001",13.81,0,0,0,162,0,0
31190,NEW JERSEY,CUMBERLAND,305,"81,344",22.23,"81,344",22.23,0,0,0,294,0,0
31200,NEW JERSEY,ESSEX,1790,"111,660",5.2,"111,660",5.2,0,0,0,"1,665",0,0
31220,NEW JERSEY,GLOUCESTER,336,"47,259",11.72,"47,259",11.72,0,0,0,309,0,0
31230,NEW JERSEY,HUDSON,843,"84,409",8.34,"84,409",8.34,0,0,0,790,0,0
31250,NEW JERSEY,HUNTERDON,73,"4,629",5.28,"4,629",5.28,0,0,0,68,0,0
31260,NEW JERSEY,MERCER,629,"55,039",7.29,"55,038",7.29,0,0,0,589,0,0
31270,NEW JERSEY,MIDDLESEX,946,"118,413",10.43,"118,413",10.43,0,0,0,885,0,0
31290,NEW JERSEY,MONMOUTH,865,"110,036",10.6,"110,036",10.6,0,0,0,825,0,0
31300,NEW JERSEY,MORRIS,469,"43,426",7.72,"43,426",7.72,0,0,0,447,0,0
31310,NEW JERSEY,OCEAN,871,"139,145",13.31,"139,146",13.31,0,0,0,834,0,0
31320,NEW JERSEY,PASSAIC,814,"105,909",10.84,"105,910",10.84,0,0,0,774,0,0
31340,NEW JERSEY,SALEM,95,"1,419",1.24,"1,420",1.25,0,0,0,89,0,0
31350,NEW JERSEY,SOMERSET,314,"92,843",24.64,"92,843",24.64,0,0,0,294,0,0
31360,NEW JERSEY,SUSSEX,160,"1,341",0.7,"1,341",0.7,0,0,0,149,0,0
31370,NEW JERSEY,UNION,844,"36,299",3.58,"36,300",3.58,0,0,0,781,0,0
31390,NEW JERSEY,WARREN,105,"1,954",1.55,"1,953",1.55,0,0,0,96,0,0
32000,NEW MEXICO,BERNALILLO,618,"276,411",37.27,"276,411",37.27,0,0,0,580,0,0
32010,NEW MEXICO,CATRON,4,0,0,0,0,0,0,0,4,0,0
32020,NEW MEXICO,CHAVES,116,"28,974",20.81,"28,974",20.81,0,0,0,113,0,0
32025,NEW MEXICO,CIBOLA,121,"19,861",13.68,"19,861",13.68,0,0,0,118,0,0
32030,NEW MEXICO,COLFAX,10,0,0,0,0,0,0,0,10,0,0
32040,NEW MEXICO,CURRY,62,"29,259",39.33,"29,259",39.33,0,0,0,61,0,0
32050,NEW MEXICO,DE BACA,2,"19,355",806.46,"19,355",806.46,0,0,0,2,0,0
32060,NEW MEXICO,DONA ANA,307,"39,653",10.76,"39,653",10.76,0,0,0,293,0,0
32070,NEW MEXICO,EDDY,81,"2,837",2.92,"2,836",2.92,0,0,0,80,0,0
32080,NEW MEXICO,GRANT,37,"1,292",2.91,"1,292",2.91,0,0,0,36,0,0
32090,NEW MEXICO,GUADALUPE,9,0,0,0,0,0,0,0,8,0,0
32100,NEW MEXICO,HARDING,1,0,0,0,0,0,0,0,1,0,0
32110,NEW MEXICO,HIDALGO,3,0,0,0,0,0,0,0,3,0,0
32120,NEW MEXICO,LEA,102,"27,964",22.85,"27,964",22.85,0,0,0,101,0,0
32130,NEW MEXICO,LINCOLN,19,0,0,0,0,0,0,0,18,0,0
32131,NEW MEXICO,LOS ALAMOS,6,0,0,0,0,0,0,0,6,0,0
32140,NEW MEXICO,LUNA,42,288,0.57,287,0.57,0,0,0,42,0,0
32150,NEW MEXICO,MCKINLEY,304,"11,275",3.09,"11,275",3.09,0,0,0,295,0,0
32160,NEW MEXICO,MORA,6,0,0,0,0,0,0,0,6,0,0
32170,NEW MEXICO,OTERO,52,0,0,0,0,0,0,0,50,0,0
32180,NEW MEXICO,QUAY,5,"3,337",55.62,"3,337",55.62,0,0,0,4,0,0
32190,NEW MEXICO,RIO ARRIBA,68,"6,450",7.9,"6,450",7.9,0,0,0,67,0,0
32200,NEW MEXICO,ROOSEVELT,25,0,0,0,0,0,0,0,25,0,0
32210,NEW MEXICO,SANDOVAL,157,"15,591",8.28,"15,592",8.28,0,0,0,150,0,0
32220,NEW MEXICO,SAN JUAN,298,"2,265",0.63,"2,265",0.63,0,0,0,288,0,0
32230,NEW MEXICO,SAN MIGUEL,35,"1,922",4.58,"1,922",4.58,0,0,0,33,0,0
32240,NEW MEXICO,SANTA FE,116,"44,690",32.1,"44,690",32.1,0,0,0,111,0,0
32250,NEW MEXICO,SIERRA,15,0,0,0,0,0,0,0,15,0,0
32260,NEW MEXICO,SOCORRO,19,732,3.21,732,3.21,0,0,0,18,0,0
32270,NEW MEXICO,TAOS,42,"5,044",10.01,"5,044",10.01,0,0,0,42,0,0
32280,NEW MEXICO,TORRANCE,8,0,0,0,0,0,0,0,7,0,0
32290,NEW MEXICO,UNION,3,0,0,0,0,0,0,0,3,0,0
32300,NEW MEXICO,VALENCIA,88,"29,499",27.93,"29,499",27.93,0,0,0,85,0,0
33000,NEW YORK,ALBANY,329,"19,153",4.85,"19,153",4.85,0,0,0,308,0,0
33010,NEW YORK,ALLEGANY,26,0,0,0,0,0,0,0,25,0,0
33020,NEW YORK,BRONX,1978,"189,872",8,"189,871",8,0,0,0,"1,814",0,0
33030,NEW YORK,BROOME,221,"59,309",22.36,"59,309",22.36,0,0,0,209,0,0
33040,NEW YORK,CATTARAUGUS,77,"10,330",11.18,"10,329",11.18,0,0,0,71,0,0
33050,NEW YORK,CAYUGA,80,"3,134",3.26,"3,134",3.26,0,0,0,77,0,0
33060,NEW YORK,CHAUTAUQUA,146,"15,383",8.78,"15,383",8.78,0,0,0,140,0,0
33070,NEW YORK,CHEMUNG,109,"32,519",24.86,"32,519",24.86,0,0,0,103,0,0
33080,NEW YORK,CHENANGO,42,979,1.94,980,1.94,0,0,0,42,0,0
33090,NEW YORK,CLINTON,92,"1,763",1.6,"1,762",1.6,0,0,0,88,0,0
33200,NEW YORK,COLUMBIA,69,"23,479",28.36,"23,480",28.36,0,0,0,63,0,0
33210,NEW YORK,CORTLAND,40,"2,423",5.05,"2,423",5.05,0,0,0,38,0,0
33220,NEW YORK,DELAWARE,39,0,0,0,0,0,0,0,39,0,0
33230,NEW YORK,DUTCHESS,333,"8,149",2.04,"8,149",2.04,0,0,0,318,0,0
33240,NEW YORK,ERIE,928,"91,590",8.22,"91,589",8.22,0,0,0,858,0,0
33260,NEW YORK,ESSEX,57,409,0.6,409,0.6,0,0,0,55,0,0
33270,NEW YORK,FRANKLIN,69,"1,350",1.63,"1,350",1.63,0,0,0,65,0,0
33280,NEW YORK,FULTON,44,"29,667",56.19,"29,667",56.19,0,0,0,44,0,0
33290,NEW YORK,GENESEE,56,"27,932",41.57,"27,932",41.57,0,0,0,53,0,0
33300,NEW YORK,GREENE,52,0,0,0,0,0,0,0,50,0,0
33310,NEW YORK,HAMILTON,3,"2,576",71.56,"2,577",71.58,0,0,0,3,0,0
33320,NEW YORK,HERKIMER,70,"11,478",13.66,"11,478",13.66,0,0,0,67,0,0
33330,NEW YORK,JEFFERSON,126,"1,740",1.15,"1,740",1.15,0,0,0,122,0,0
33331,NEW YORK,KINGS,3285,"220,377",5.59,"220,377",5.59,0,0,0,"3,013",0,0
33340,NEW YORK,LEWIS,26,0,0,0,0,0,0,0,26,0,0
33350,NEW YORK,LIVINGSTON,34,"8,472",20.76,"8,472",20.76,0,0,0,31,0,0
33360,NEW YORK,MADISON,71,0,0,0,0,0,0,0,69,0,0
33370,NEW YORK,MONROE,805,"96,319",9.97,"96,319",9.97,0,0,0,761,0,0
33380,NEW YORK,MONTGOMERY,60,"30,510",42.38,"30,511",42.38,0,0,0,55,0,0
33400,NEW YORK,NASSAU,1547,"271,971",14.65,"271,970",14.65,0,0,0,"1,448",0,0
33420,NEW YORK,NEW YORK,1710,"83,283",4.06,"83,284",4.06,0,0,0,"1,539",0,0
33500,NEW YORK,NIAGARA,217,"43,179",16.58,"43,179",16.58,0,0,0,195,0,0
33510,NEW YORK,ONEIDA,320,"2,180",0.57,"2,181",0.57,0,0,0,311,0,0
33520,NEW YORK,ONONDAGA,592,"11,317",1.59,"11,317",1.59,0,0,0,562,0,0
33530,NEW YORK,ONTARIO,80,"2,210",2.3,"2,210",2.3,0,0,0,74,0,0
33540,NEW YORK,ORANGE,400,"88,841",18.51,"88,841",18.51,0,0,0,375,0,0
33550,NEW YORK,ORLEANS,33,"5,257",13.28,"5,258",13.28,0,0,0,33,0,0
33560,NEW YORK,OSWEGO,121,0,0,0,0,0,0,0,118,0,0
33570,NEW YORK,OTSEGO,75,"12,279",13.64,"12,279",13.64,0,0,0,72,0,0
33580,NEW YORK,PUTNAM,67,"3,946",4.91,"3,946",4.91,0,0,0,64,0,0
33590,NEW YORK,QUEENS,2616,"121,487",3.87,"121,486",3.87,0,0,0,"2,397",0,0
33600,NEW YORK,RENSSELAER,163,"8,314",4.25,"8,314",4.25,0,0,0,154,0,0
33610,NEW YORK,RICHMOND,524,"24,165",3.84,"24,165",3.84,0,0,0,489,0,0
33620,NEW YORK,ROCKLAND,345,"7,111",1.72,"7,111",1.72,0,0,0,325,0,0
33630,NEW YORK,ST. LAWRENCE,129,"4,137",2.67,"4,136",2.67,0,0,0,123,0,0
33640,NEW YORK,SARATOGA,174,"41,243",19.75,"41,243",19.75,0,0,0,165,0,0
33650,NEW YORK,SCHENECTADY,195,"8,093",3.46,"8,093",3.46,0,0,0,187,0,0
33660,NEW YORK,SCHOHARIE,35,"4,989",11.88,"4,988",11.88,0,0,0,32,0,0
33670,NEW YORK,SCHUYLER,12,0,0,0,0,0,0,0,11,0,0
33680,NEW YORK,SENECA,18,0,0,0,0,0,0,0,17,0,0
33690,NEW YORK,STEUBEN,90,"2,854",2.64,"2,853",2.64,0,0,0,84,0,0
33700,NEW YORK,SUFFOLK,1657,"78,929",3.97,"78,929",3.97,0,0,0,"1,553",0,0
33710,NEW YORK,SULLIVAN,82,"26,837",27.27,"26,836",27.27,0,0,0,80,0,0
33720,NEW YORK,TIOGA,45,0,0,0,0,0,0,0,42,0,0
33730,NEW YORK,TOMPKINS,47,"2,563",4.54,"2,563",4.54,0,0,0,47,0,0
33740,NEW YORK,ULSTER,170,"9,973",4.89,"9,973",4.89,0,0,0,161,0,0
33750,NEW YORK,WARREN,89,420,0.39,421,0.39,0,0,0,85,0,0
33760,NEW YORK,WASHINGTON,61,962,1.31,961,1.31,0,0,0,56,0,0
33770,NEW YORK,WAYNE,95,"20,762",18.21,"20,762",18.21,0,0,0,89,0,0
33800,NEW YORK,WESTCHESTER,1161,"58,060",4.17,"58,060",4.17,0,0,0,"1,095",0,0
33900,NEW YORK,WYOMING,27,0,0,0,0,0,0,0,25,0,0
33910,NEW YORK,YATES,12,0,0,0,0,0,0,0,11,0,0
34000,NORTH CAROLINA,ALAMANCE,252,"79,245",26.21,"79,245",26.21,0,0,0,247,0,0
34010,NORTH CAROLINA,ALEXANDER,38,"7,067",15.5,"7,066",15.5,0,0,0,38,0,0
34020,NORTH CAROLINA,ALLEGHANY,9,"24,686",228.57,"24,686",228.57,0,0,0,9,0,0
34030,NORTH CAROLINA,ANSON,83,"42,202",42.37,"42,202",42.37,0,0,0,82,0,0
34040,NORTH CAROLINA,ASHE,20,"1,258",5.24,"1,258",5.24,0,0,0,19,0,0
34050,NORTH CAROLINA,AVERY,14,"1,080",6.43,"1,081",6.43,0,0,0,14,0,0
34060,NORTH CAROLINA,BEAUFORT,123,"8,392",5.69,"8,393",5.69,0,0,0,120,0,0
34070,NORTH CAROLINA,BERTIE,59,0,0,0,0,0,0,0,57,0,0
34080,NORTH CAROLINA,BLADEN,98,"84,814",72.12,"84,814",72.12,0,0,0,96,0,0
34090,NORTH CAROLINA,BRUNSWICK,132,"94,854",59.88,"94,853",59.88,0,0,0,129,0,0
34100,NORTH CAROLINA,BUNCOMBE,257,"57,920",18.78,"57,919",18.78,0,0,0,243,0,0
34110,NORTH CAROLINA,BURKE,111,"19,755",14.83,"19,755",14.83,0,0,0,107,0,0
34120,NORTH CAROLINA,CABARRUS,205,"30,835",12.53,"30,835",12.53,0,0,0,195,0,0
34130,NORTH CAROLINA,CALDWELL,103,"15,893",12.86,"15,893",12.86,0,0,0,102,0,0
34140,NORTH CAROLINA,CAMDEN,17,"14,987",73.47,"14,987",73.47,0,0,0,17,0,0
34150,NORTH CAROLINA,CARTERET,74,677,0.76,676,0.76,0,0,0,72,0,0
34160,NORTH CAROLINA,CASWELL,37,"3,169",7.14,"3,169",7.14,0,0,0,36,0,0
34170,NORTH CAROLINA,CATAWBA,223,"59,483",22.23,"59,483",22.23,0,0,0,216,0,0
34180,NORTH CAROLINA,CHATHAM,68,"16,226",19.88,"16,226",19.88,0,0,0,66,0,0
34190,NORTH CAROLINA,CHEROKEE,26,0,0,0,0,0,0,0,25,0,0
34200,NORTH CAROLINA,CHOWAN,30,689,1.91,689,1.91,0,0,0,29,0,0
