AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,
19360,LOUISIANA                ,OUACHITA,"-1,087",-198,-778,0,0,,,
19370,LOUISIANA                ,PLAQUEMINES,"-1,812",-936,-825,0,-609,,,
19380,LOUISIANA                ,POINTE COUPEE,"-82,846","-85,314","-83,986","-75,796","-40,979",,,
19390,LOUISIANA                ,RAPIDES,"-3,743","-3,235",0,0,0,,,
19400,LOUISIANA                ,RED RIVER,-498,0,0,0,0,,,
19410,LOUISIANA                ,RICHLAND,0,0,0,0,0,,,
19420,LOUISIANA                ,SABINE,-319,-168,-70,0,0,,,
19430,LOUISIANA                ,ST. BERNARD,"-70,624","-64,036","-76,205","-74,328","-35,185",,,
19440,LOUISIANA                ,ST. CHARLES,"-104,669","-101,009","-77,722","-82,555","-47,468",,,
19450,LOUISIANA                ,ST. HELENA,"-32,585","-43,134","-34,991","-47,536","-19,690",,,
19460,LOUISIANA                ,ST. JAMES,0,0,0,-353,0,,,
19470,LOUISIANA                ,ST. JOHN THE BAPTIST,"-105,573","-104,754","-71,103","-78,736","-40,082",,,
19480,LOUISIANA                ,ST. LANDRY,-51,0,0,0,0,,,
19490,LOUISIANA                ,ST. MARTIN,0,0,0,0,0,,,
19500,LOUISIANA                ,ST. MARY,0,0,-363,"-1,147",0,,,
19510,LOUISIANA                ,ST. TAMMANY,"-775,316","-754,138","-765,900","-750,370","-366,818",,,
19520,LOUISIANA                ,TANGIPAHOA,"-7,219","-6,305","-4,375","-7,814","-2,518",,,
19530,LOUISIANA                ,TENSAS,0,-51,0,0,0,,,
19540,LOUISIANA                ,TERREBONNE,-466,-52,0,-442,-259,,,
19550,LOUISIANA                ,UNION,0,0,0,0,0,,,
19560,LOUISIANA                ,VERMILION,0,0,0,0,0,,,
19570,LOUISIANA                ,VERNON,0,0,0,0,0,,,
19580,LOUISIANA                ,WASHINGTON,0,0,-245,-562,0,,,
19590,LOUISIANA                ,WEBSTER,0,0,0,0,0,,,
19600,LOUISIANA                ,WEST BATON ROUGE,"-61,196","-56,419","-51,263","-55,673","-26,967",,,
19610,LOUISIANA                ,WEST CARROLL,0,0,0,0,0,,,
19620,LOUISIANA                ,WEST FELICIANA,"-35,046","-41,386","-34,584","-29,063","-11,269",,,
19630,LOUISIANA                ,WINN,-47,0,0,0,0,,,
20000,MAINE                    ,ANDROSCOGGIN,-216,-143,-825,"-1,223",-447,,,
20010,MAINE                    ,AROOSTOOK,0,0,-80,-4,0,,,
20020,MAINE                    ,CUMBERLAND,-144,0,-92,-821,-349,,,
20030,MAINE                    ,FRANKLIN,0,0,0,0,0,,,
20040,MAINE                    ,HANCOCK,0,0,0,-44,0,,,
20050,MAINE                    ,KENNEBEC,-128,-565,0,0,-35,,,
20060,MAINE                    ,KNOX,-118,0,0,0,0,,,
20070,MAINE                    ,LINCOLN,0,0,0,-42,0,,,
20080,MAINE                    ,OXFORD,0,0,0,0,0,,,
20090,MAINE                    ,PENOBSCOT,-158,-190,-4,0,0,,,
20100,MAINE                    ,PISCATAQUIS,0,0,0,0,0,,,
20110,MAINE                    ,SAGADAHOC,0,0,0,0,0,,,
20120,MAINE                    ,SOMERSET,-353,-104,0,-49,0,,,
20130,MAINE                    ,WALDO,0,0,0,0,-68,,,
20140,MAINE                    ,WASHINGTON,0,0,0,0,0,,,
20150,MAINE                    ,YORK,-663,-828,-964,-958,-787,,,
21000,MARYLAND                 ,ALLEGANY,-615,-206,"-1,921",-990,-219,,,
21010,MARYLAND                 ,ANNE ARUNDEL,"-1,866,118","-1,853,303","-1,948,369","-2,117,293","-1,018,134",,,
21020,MARYLAND                 ,BALTIMORE,"-3,223,832","-3,174,534","-3,299,638","-3,557,201","-1,673,677",,,
21030,MARYLAND                 ,BALTIMORE CITY,"-2,258,452","-2,105,386","-2,178,462","-2,267,243","-1,088,863",,,
21040,MARYLAND                 ,CALVERT,"-273,312","-270,173","-281,757","-306,968","-161,566",,,
21050,MARYLAND                 ,CAROLINE,-118,-38,-39,0,-83,,,
21060,MARYLAND                 ,CARROLL,"-778,852","-811,938","-847,213","-905,203","-426,097",,,
21070,MARYLAND                 ,CECIL,"-430,527","-412,786","-438,579","-485,957","-221,508",,,
21080,MARYLAND                 ,CHARLES,"-335,666","-362,612","-384,631","-444,137","-227,681",,,
21090,MARYLAND                 ,DORCHESTER,-119,-136,-94,-131,-41,,,
21100,MARYLAND                 ,FREDERICK,"-582,509","-591,846","-635,220","-702,761","-355,669",,,
21110,MARYLAND                 ,GARRETT,-162,-216,-68,0,0,,,
21120,MARYLAND                 ,HARFORD,"-860,937","-819,456","-854,782","-950,288","-470,700",,,
21130,MARYLAND                 ,HOWARD,"-605,923","-592,426","-628,310","-696,950","-334,211",,,
21140,MARYLAND                 ,KENT,"-16,805","-19,076","-16,935","-15,343","-5,789",,,
21150,MARYLAND                 ,MONTGOMERY,"-2,106,976","-2,144,498","-2,281,669","-2,525,465","-1,271,273",,,
21160,MARYLAND                 ,PRINCE GEORGE'S,"-1,875,723","-1,851,970","-2,021,292","-2,322,086","-1,178,310",,,
21170,MARYLAND                 ,QUEEN ANNE'S,"-125,263","-144,872","-151,381","-162,397","-91,200",,,
21180,MARYLAND                 ,ST. MARY'S,"-20,120","-23,504","-28,374","-27,302","-13,253",,,
21190,MARYLAND                 ,SOMERSET,-33,0,0,0,0,,,
21200,MARYLAND                 ,TALBOT,"-3,917","-3,172","-2,456","-2,166","-2,451",,,
21210,MARYLAND                 ,WASHINGTON,"-1,297","-1,809","-1,418","-5,146",-811,,,
21220,MARYLAND                 ,WICOMICO,-438,"-1,189","-3,143",-637,-37,,,
21230,MARYLAND                 ,WORCESTER,-527,-380,-517,-635,0,,,
22000,MASSACHUSETTS            ,BARNSTABLE,"-2,693","-3,045","-1,164","-2,136","-1,620",,,
22010,MASSACHUSETTS            ,BERKSHIRE,-975,-929,"-2,280","-1,340",-378,,,
22020,MASSACHUSETTS            ,BRISTOL,"-1,654,109","-1,666,905","-1,667,014","-1,787,168","-900,205",,,
22030,MASSACHUSETTS            ,DUKES,0,0,-46,0,-265,,,
22040,MASSACHUSETTS            ,ESSEX,"-1,636,828","-1,689,360","-1,816,300","-1,999,316","-984,254",,,
22060,MASSACHUSETTS            ,FRANKLIN,"-184,263","-200,794","-201,610","-214,507","-106,973",,,
22070,MASSACHUSETTS            ,HAMPDEN,"-1,140,641","-1,160,938","-1,183,617","-1,277,204","-637,092",,,
22080,MASSACHUSETTS            ,HAMPSHIRE,"-361,202","-352,191","-360,184","-378,963","-186,889",,,
22090,MASSACHUSETTS            ,MIDDLESEX,"-2,747,731","-2,815,609","-2,852,374","-3,121,982","-1,554,039",,,
22120,MASSACHUSETTS            ,NANTUCKET,-202,-19,-46,0,0,,,
22130,MASSACHUSETTS            ,NORFOLK,"-1,545,508","-1,500,030","-1,524,520","-1,639,763","-817,376",,,
22150,MASSACHUSETTS            ,PLYMOUTH,"-1,212,917","-1,292,879","-1,329,081","-1,425,071","-721,787",,,
22160,MASSACHUSETTS            ,SUFFOLK,"-1,211,873","-1,241,025","-1,257,246","-1,320,336","-648,911",,,
22170,MASSACHUSETTS            ,WORCESTER,"-1,587,438","-1,593,041","-1,629,081","-1,738,927","-892,885",,,
23000,MICHIGAN                 ,ALCONA,0,0,0,0,0,,,
23010,MICHIGAN                 ,ALGER,0,0,0,0,0,,,
23020,MICHIGAN                 ,ALLEGAN,"-12,671","-13,527","-13,236","-10,605","-5,300",,,
23030,MICHIGAN                 ,ALPENA,-904,-784,0,-64,0,,,
23040,MICHIGAN                 ,ANTRIM,0,0,0,0,0,,,
23050,MICHIGAN                 ,ARENAC,-55,0,"-1,006",0,0,,,
23060,MICHIGAN                 ,BARAGA,-188,0,-42,0,0,,,
23070,MICHIGAN                 ,BARRY,"-185,553","-252,215","-233,371","-232,440","-108,293",,,
23080,MICHIGAN                 ,BAY,"-1,103",-191,-695,-36,-96,,,
23090,MICHIGAN                 ,BENZIE,0,0,0,0,0,,,
23100,MICHIGAN                 ,BERRIEN,-951,"-1,641",-776,-166,0,,,
23110,MICHIGAN                 ,BRANCH,-460,-706,-323,-97,-358,,,
23120,MICHIGAN                 ,CALHOUN,-357,"-3,042","-2,129","-3,958","-1,657",,,
23130,MICHIGAN                 ,CASS,0,0,0,0,0,,,
23140,MICHIGAN                 ,CHARLEVOIX,-323,-557,-745,-319,-50,,,
23150,MICHIGAN                 ,CHEBOYGAN,0,0,0,0,0,,,
23160,MICHIGAN                 ,CHIPPEWA,0,0,-52,-330,-67,,,
23170,MICHIGAN                 ,CLARE,"-1,344",-245,-247,-508,"-1,827",,,
23180,MICHIGAN                 ,CLINTON,"-1,240",-815,"-1,164",-683,-324,,,
23190,MICHIGAN                 ,CRAWFORD,0,0,0,0,0,,,
23200,MICHIGAN                 ,DELTA,0,0,0,0,0,,,
23210,MICHIGAN                 ,DICKINSON,0,0,-77,-84,0,,,
23220,MICHIGAN                 ,EATON,0,-27,0,-612,0,,,
23230,MICHIGAN                 ,EMMET,0,0,0,-679,-308,,,
23240,MICHIGAN                 ,GENESEE,"-2,100,511","-2,467,861","-2,376,949","-2,430,899","-1,060,104",,,
23250,MICHIGAN                 ,GLADWIN,0,0,0,0,0,,,
23260,MICHIGAN                 ,GOGEBIC,"-4,316","-5,070","-2,450","-1,859","-1,535",,,
23270,MICHIGAN                 ,GRAND TRAVERSE,-929,-659,-26,0,0,,,
23280,MICHIGAN                 ,GRATIOT,-258,0,-47,"-1,187",-844,,,
23290,MICHIGAN                 ,HILLSDALE,-59,0,0,0,0,,,
23300,MICHIGAN                 ,HOUGHTON,-976,-663,-395,0,0,,,
23310,MICHIGAN                 ,HURON,-749,-341,-12,-138,0,,,
23320,MICHIGAN                 ,INGHAM,"-11,149","-14,805","-19,944","-21,143","-10,267",,,
23330,MICHIGAN                 ,IONIA,"-227,964","-295,656","-276,558","-271,391","-123,201",,,
23340,MICHIGAN                 ,IOSCO,0,0,0,0,-66,,,
23350,MICHIGAN                 ,IRON,0,0,0,0,0,,,
23360,MICHIGAN                 ,ISABELLA,0,0,"-1,239","-1,546","-1,020",,,
23370,MICHIGAN                 ,JACKSON,-282,"-1,437",-41,0,0,,,
23380,MICHIGAN                 ,KALAMAZOO,"-2,789","-2,263","-1,176","-1,085",-316,,,
23390,MICHIGAN                 ,KALKASKA,0,0,0,0,0,,,
23400,MICHIGAN                 ,KENT,"-1,618,286","-1,962,346","-1,812,181","-1,771,932","-803,003",,,
23410,MICHIGAN                 ,KEWEENAW,0,0,0,0,0,,,
23420,MICHIGAN                 ,LAKE,"-1,406",-528,-392,-825,0,,,
23430,MICHIGAN                 ,LAPEER,"-387,330","-472,012","-427,441","-438,740","-201,790",,,
23440,MICHIGAN                 ,LEELANAU,0,0,-415,-36,0,,,
23450,MICHIGAN                 ,LENAWEE,-97,0,-552,-392,-388,,,
23460,MICHIGAN                 ,LIVINGSTON,"-515,054","-613,111","-604,223","-642,413","-307,548",,,
23470,MICHIGAN                 ,LUCE,0,0,0,0,0,,,
23480,MICHIGAN                 ,MACKINAC,0,0,0,0,0,,,
23490,MICHIGAN                 ,MACOMB,"-3,682,768","-4,087,917","-3,830,193","-3,885,302","-1,786,986",,,
23500,MICHIGAN                 ,MANISTEE,0,0,0,0,0,,,
23510,MICHIGAN                 ,MARQUETTE,0,0,0,0,0,,,
23520,MICHIGAN                 ,MASON,-768,-707,-434,0,0,,,
23530,MICHIGAN                 ,MECOSTA,"-1,446",-403,-948,-361,-297,,,
23540,MICHIGAN                 ,MENOMINEE,0,0,0,0,0,,,
23550,MICHIGAN                 ,MIDLAND,-42,0,0,0,0,,,
23560,MICHIGAN                 ,MISSAUKEE,-48,0,0,0,0,,,
23570,MICHIGAN                 ,MONROE,-625,"-1,335","-1,556","-1,259",-864,,,
23580,MICHIGAN                 ,MONTCALM,"-16,198","-20,072","-19,563","-23,721","-16,998",,,
23590,MICHIGAN                 ,MONTMORENCY,0,0,"-1,960","-2,675","-1,433",,,
23600,MICHIGAN                 ,MUSKEGON,-358,-892,"-3,362","-2,504","-1,194",,,
23610,MICHIGAN                 ,NEWAYGO,"-204,537","-245,530","-221,647","-210,637","-85,315",,,
23620,MICHIGAN                 ,OAKLAND,"-4,677,353","-5,540,289","-5,011,035","-5,217,793","-2,462,016",,,
23630,MICHIGAN                 ,OCEANA,0,-101,0,-625,-849,,,
23640,MICHIGAN                 ,OGEMAW,0,0,0,0,0,,,
23650,MICHIGAN                 ,ONTONAGON,0,0,0,0,0,,,
23660,MICHIGAN                 ,OSCEOLA,0,0,-140,0,0,,,
23670,MICHIGAN                 ,OSCODA,0,0,0,-134,0,,,
23680,MICHIGAN                 ,OTSEGO,0,0,0,0,0,,,
23690,MICHIGAN                 ,OTTAWA,"-1,444","-2,032","-1,422","-2,874","-1,294",,,
23700,MICHIGAN                 ,PRESQUE ISLE,0,0,0,0,0,,,
23710,MICHIGAN                 ,ROSCOMMON,0,-385,0,0,-310,,,
23720,MICHIGAN                 ,SAGINAW,"-2,804","-1,391","-1,248",-898,-501,,,
23730,MICHIGAN                 ,ST. CLAIR,"-801,304","-938,711","-879,195","-889,687","-401,521",,,
23740,MICHIGAN                 ,ST. JOSEPH,-383,-95,-55,0,0,,,
23750,MICHIGAN                 ,SANILAC,-783,"-1,799","-1,587","-2,583","-1,073",,,
23760,MICHIGAN                 ,SCHOOLCRAFT,-149,-47,0,0,0,,,
23770,MICHIGAN                 ,SHIAWASSEE,-79,-416,-482,-166,-423,,,
23780,MICHIGAN                 ,TUSCOLA,-346,-254,-826,-832,-389,,,
23790,MICHIGAN                 ,VAN BUREN,-215,-95,0,-72,-814,,,
23800,MICHIGAN                 ,WASHTENAW,"-3,894","-2,024","-3,024","-2,607","-3,280",,,
23810,MICHIGAN                 ,WAYNE,"-7,942,365","-8,640,184","-7,840,905","-7,900,479","-3,565,846",,,
23830,MICHIGAN                 ,WEXFORD,0,-51,0,0,0,,,
24000,MINNESOTA                ,AITKIN,-257,-769,"-2,688","-2,535","-1,303",,,
24010,MINNESOTA                ,ANOKA,"-310,400","-313,117","-334,053","-342,739","-149,850",,,
24020,MINNESOTA                ,BECKER,-44,-45,0,0,0,,,
24030,MINNESOTA                ,BELTRAMI,0,0,-29,0,0,,,
24040,MINNESOTA                ,BENTON,"-1,730","-1,139","-1,198","-1,710",-957,,,
24050,MINNESOTA                ,BIG STONE,0,0,0,-41,0,,,
24060,MINNESOTA                ,BLUE EARTH,-76,-137,-305,"-3,424",-137,,,
24070,MINNESOTA                ,BROWN,-35,0,0,0,0,,,
24080,MINNESOTA                ,CARLTON,0,0,0,0,0,,,
24090,MINNESOTA                ,CARVER,"-76,136","-74,880","-73,671","-85,696","-39,519",,,
24100,MINNESOTA                ,CASS,0,0,0,0,0,,,
24110,MINNESOTA                ,CHIPPEWA,0,0,0,-41,0,,,
24120,MINNESOTA                ,CHISAGO,"-94,379","-96,416","-117,945","-113,882","-41,865",,,
24130,MINNESOTA                ,CLAY,0,0,0,0,0,,,
24140,MINNESOTA                ,CLEARWATER,0,0,0,0,0,,,
24150,MINNESOTA                ,COOK,0,0,0,0,0,,,
24160,MINNESOTA                ,COTTONWOOD,-14,0,0,0,0,,,
24170,MINNESOTA                ,CROW WING,-307,-237,-45,-518,0,,,
24180,MINNESOTA                ,DAKOTA,"-407,035","-406,397","-407,851","-413,979","-188,356",,,
24190,MINNESOTA                ,DODGE,0,0,0,0,0,,,
24200,MINNESOTA                ,DOUGLAS,0,0,0,0,0,,,
24210,MINNESOTA                ,FARIBAULT,0,0,0,0,0,,,
24220,MINNESOTA                ,FILLMORE,0,0,0,0,0,,,
24230,MINNESOTA                ,FREEBORN,-35,0,0,0,0,,,
24240,MINNESOTA                ,GOODHUE,-177,-121,-313,-449,-264,,,
24250,MINNESOTA                ,GRANT,0,0,0,0,0,,,
24260,MINNESOTA                ,HENNEPIN,"-1,498,928","-1,452,034","-1,578,837","-1,642,747","-756,607",,,
24270,MINNESOTA                ,HOUSTON,0,0,0,0,0,,,
24280,MINNESOTA                ,HUBBARD,-21,0,0,0,0,,,
24290,MINNESOTA                ,ISANTI,"-58,163","-56,468","-58,706","-57,701","-33,061",,,
24300,MINNESOTA                ,ITASCA,0,0,-40,-195,-337,,,
24310,MINNESOTA                ,JACKSON,0,0,0,0,0,,,
24320,MINNESOTA                ,KANABEC,0,0,0,0,0,,,
24330,MINNESOTA                ,KANDIYOHI,0,0,0,0,0,,,
24340,MINNESOTA                ,KITTSON,0,0,0,0,0,,,
24350,MINNESOTA                ,KOOCHICHING,"-1,198","-1,611",-287,-201,-28,,,
24360,MINNESOTA                ,LAC QUI PARLE,0,0,0,0,0,,,
24370,MINNESOTA                ,LAKE,0,0,0,0,0,,,
24380,MINNESOTA                ,LAKE OF THE WOODS,0,0,0,0,0,,,
24390,MINNESOTA                ,LE SUEUR,"-10,068","-7,580","-14,081","-16,390","-8,972",,,
24400,MINNESOTA                ,LINCOLN,0,0,0,0,0,,,
24410,MINNESOTA                ,LYON,0,0,0,-37,0,,,
24420,MINNESOTA                ,MCLEOD,-763,"-1,535","-2,365","-6,564","-3,267",,,
24430,MINNESOTA                ,MAHNOMEN,0,0,0,0,0,,,
24440,MINNESOTA                ,MARSHALL,0,0,0,0,0,,,
24450,MINNESOTA                ,MARTIN,-49,-95,0,0,0,,,
24460,MINNESOTA                ,MEEKER,-152,0,0,0,0,,,
24470,MINNESOTA                ,MILLE LACS,0,0,0,0,0,,,
24480,MINNESOTA                ,MORRISON,-725,-663,-542,-37,0,,,
24490,MINNESOTA                ,MOWER,0,0,0,0,-34,,,
24500,MINNESOTA                ,MURRAY,0,0,-35,-305,0,,,
24510,MINNESOTA                ,NICOLLET,0,0,0,0,0,,,
24520,MINNESOTA                ,NOBLES,0,0,0,0,0,,,
24530,MINNESOTA                ,NORMAN,0,0,0,0,0,,,
24540,MINNESOTA                ,OLMSTED,-327,"-1,740",-520,-144,0,,,
24550,MINNESOTA                ,OTTER TAIL,0,0,0,-37,0,,,
24560,MINNESOTA                ,PENNINGTON,0,0,0,0,0,,,
24570,MINNESOTA                ,PINE,0,0,-35,-792,0,,,
24580,MINNESOTA                ,PIPESTONE,0,0,-66,-825,-416,,,
24590,MINNESOTA                ,POLK,0,-135,0,-40,-6,,,
24600,MINNESOTA                ,POPE,0,0,0,0,0,,,
24610,MINNESOTA                ,RAMSEY,"-831,204","-846,622","-855,255","-925,917","-421,543",,,
24620,MINNESOTA                ,RED LAKE,0,0,0,-37,0,,,
24630,MINNESOTA                ,REDWOOD,0,0,0,0,0,,,
24640,MINNESOTA                ,RENVILLE,0,0,0,-41,0,,,
24650,MINNESOTA                ,RICE,"-1,266",-253,-238,-80,-77,,,
24660,MINNESOTA                ,ROCK,0,0,0,0,0,,,
24670,MINNESOTA                ,ROSEAU,0,0,0,0,0,,,
24680,MINNESOTA                ,ST. LOUIS,"-1,641",-167,-181,-319,0,,,
24690,MINNESOTA                ,SCOTT,"-119,393","-122,414","-116,218","-113,832","-59,369",,,
24700,MINNESOTA                ,SHERBURNE,"-85,247","-72,834","-80,995","-93,174","-53,441",,,
24710,MINNESOTA                ,SIBLEY,-741,-239,0,0,0,,,
24720,MINNESOTA                ,STEARNS,"-27,765","-41,516","-44,519","-47,177","-19,319",,,
24730,MINNESOTA                ,STEELE,0,0,0,0,0,,,
24740,MINNESOTA                ,STEVENS,0,0,0,0,0,,,
24750,MINNESOTA                ,SWIFT,0,0,-20,0,0,,,
24760,MINNESOTA                ,TODD,0,0,0,0,0,,,
24770,MINNESOTA                ,TRAVERSE,0,0,0,0,0,,,
24780,MINNESOTA                ,WABASHA,-334,-98,0,0,0,,,
24790,MINNESOTA                ,WADENA,0,0,0,0,0,,,
24800,MINNESOTA                ,WASECA,0,0,0,0,0,,,
24810,MINNESOTA                ,WASHINGTON,"-226,654","-227,878","-235,685","-233,022","-116,095",,,
24820,MINNESOTA                ,WATONWAN,0,0,0,0,0,,,
24830,MINNESOTA                ,WILKIN,0,0,0,0,0,,,
24840,MINNESOTA                ,WINONA,0,-35,0,0,0,,,
24850,MINNESOTA                ,WRIGHT,"-135,265","-130,787","-142,506","-146,684","-65,178",,,
24860,MINNESOTA                ,YELLOW MEDICINE,0,0,-553,0,0,,,
25000,MISSISSIPPI              ,ADAMS,0,-197,-307,-17,0,,,
25010,MISSISSIPPI              ,ALCORN,0,-66,-46,0,0,,,
25020,MISSISSIPPI              ,AMITE,0,0,0,0,0,,,
25030,MISSISSIPPI              ,ATTALA,0,0,0,0,0,,,
25040,MISSISSIPPI              ,BENTON,"-3,166","-1,292",0,0,0,,,
25050,MISSISSIPPI              ,BOLIVAR,0,0,0,-42,0,,,
25060,MISSISSIPPI              ,CALHOUN,0,0,0,0,0,,,
25070,MISSISSIPPI              ,CARROLL,0,0,0,0,0,,,
25080,MISSISSIPPI              ,CHICKASAW,0,0,0,0,0,,,
25090,MISSISSIPPI              ,CHOCTAW,0,0,0,0,0,,,
25100,MISSISSIPPI              ,CLAIBORNE,0,0,0,0,0,,,
25110,MISSISSIPPI              ,CLARKE,-187,0,0,-254,-86,,,
25120,MISSISSIPPI              ,CLAY,0,0,0,0,0,,,
25130,MISSISSIPPI              ,COAHOMA,-133,-116,0,-374,-401,,,
25140,MISSISSIPPI              ,COPIAH,"-190,688","-166,886","-151,281","-160,854","-62,415",,,
25150,MISSISSIPPI              ,COVINGTON,0,0,-48,0,0,,,
25160,MISSISSIPPI              ,DESOTO,"-540,591","-548,739","-585,960","-641,383","-302,861",,,
25170,MISSISSIPPI              ,FORREST,-535,-746,-928,"-1,915","-1,480",,,
25180,MISSISSIPPI              ,FRANKLIN,0,0,0,0,0,,,
25190,MISSISSIPPI              ,GEORGE,0,0,0,0,0,,,
25200,MISSISSIPPI              ,GREENE,-270,0,-187,0,0,,,
25210,MISSISSIPPI              ,GRENADA,-838,-560,0,0,0,,,
25220,MISSISSIPPI              ,HANCOCK,0,0,0,0,0,,,
25230,MISSISSIPPI              ,HARRISON,-407,-726,-519,-836,-421,,,
25240,MISSISSIPPI              ,HINDS,"-961,133","-999,741","-921,906","-920,539","-452,273",,,
25250,MISSISSIPPI              ,HOLMES,0,-792,-73,-39,0,,,
25260,MISSISSIPPI              ,HUMPHREYS,0,-428,0,0,0,,,
25270,MISSISSIPPI              ,ISSAQUENA,0,0,0,0,0,,,
25280,MISSISSIPPI              ,ITAWAMBA,0,0,0,0,0,,,
25290,MISSISSIPPI              ,JACKSON,0,0,-436,-497,0,,,
25300,MISSISSIPPI              ,JASPER,0,0,0,0,0,,,
25310,MISSISSIPPI              ,JEFFERSON,0,0,0,-39,0,,,
25320,MISSISSIPPI              ,JEFFERSON DAVIS,0,0,0,0,0,,,
25330,MISSISSIPPI              ,JONES,0,"-2,093","-1,994",0,0,,,
25340,MISSISSIPPI              ,KEMPER,0,0,0,0,0,,,
25350,MISSISSIPPI              ,LAFAYETTE,0,0,0,-22,0,,,
25360,MISSISSIPPI              ,LAMAR,0,0,0,0,0,,,
25370,MISSISSIPPI              ,LAUDERDALE,0,0,-7,0,0,,,
25380,MISSISSIPPI              ,LAWRENCE,0,0,-932,"-1,341",-14,,,
25390,MISSISSIPPI              ,LEAKE,-418,-7,-249,-495,-34,,,
25400,MISSISSIPPI              ,LEE,0,-63,-186,-100,-96,,,
25410,MISSISSIPPI              ,LEFLORE,0,0,0,0,0,,,
25420,MISSISSIPPI              ,LINCOLN,"-2,542","-5,855","-9,072","-12,036","-6,225",,,
25430,MISSISSIPPI              ,LOWNDES,-28,-111,-274,-110,-28,,,
25440,MISSISSIPPI              ,MADISON,"-335,958","-323,242","-305,144","-319,684","-159,608",,,
