AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,
28800,NEBRASKA                 ,SHERIDAN,0,0,0,0,0,,,
28810,NEBRASKA                 ,SHERMAN,0,0,0,0,0,,,
28820,NEBRASKA                 ,SIOUX,0,0,0,0,0,,,
28830,NEBRASKA                 ,STANTON,0,0,0,0,0,,,
28840,NEBRASKA                 ,THAYER,0,0,0,0,0,,,
28850,NEBRASKA                 ,THOMAS,0,0,0,0,0,,,
28860,NEBRASKA                 ,THURSTON,"-1,363",-196,0,0,0,,,
28870,NEBRASKA                 ,VALLEY,0,0,0,0,0,,,
28880,NEBRASKA                 ,WASHINGTON,"-77,307","-79,968","-86,122","-109,423","-50,097",,,
28890,NEBRASKA                 ,WAYNE,0,0,0,0,0,,,
28900,NEBRASKA                 ,WEBSTER,0,0,0,0,0,,,
28910,NEBRASKA                 ,WHEELER,0,0,0,0,0,,,
28920,NEBRASKA                 ,YORK,-771,-739,-174,-109,-117,,,
29000,NEVADA                   ,CHURCHILL,-224,-472,-390,-451,-108,,,
29010,NEVADA                   ,CLARK,"-5,524,552","-5,398,058","-5,501,114","-5,412,894","-2,513,372",,,
29020,NEVADA                   ,DOUGLAS,-520,-149,"-1,584","-5,193","-1,268",,,
29030,NEVADA                   ,ELKO,0,0,-47,0,0,,,
29040,NEVADA                   ,ESMERALDA,-457,-125,"-1,357",-574,-45,,,
29050,NEVADA                   ,EUREKA,0,0,0,0,0,,,
29060,NEVADA                   ,HUMBOLDT,0,0,0,0,0,,,
29070,NEVADA                   ,LANDER,0,0,0,0,0,,,
29080,NEVADA                   ,LINCOLN,"-35,723","-54,389","-88,559","-74,967","-23,816",,,
29090,NEVADA                   ,LYON,0,-21,0,0,0,,,
29100,NEVADA                   ,MINERAL,0,0,0,0,0,,,
29110,NEVADA                   ,NYE,"-26,044","-27,079","-32,288","-28,612","-16,063",,,
29120,NEVADA                   ,CARSON CITY,-724,"-1,607","-2,178","-1,867",-142,,,
29130,NEVADA                   ,PERSHING,0,0,0,0,0,,,
29140,NEVADA                   ,STOREY,0,0,0,0,0,,,
29150,NEVADA                   ,WASHOE,"-2,248","-2,150","-3,152",-473,-489,,,
29160,NEVADA                   ,WHITE PINE,0,-446,-407,-175,0,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"-1,240","-1,095",-592,-726,-164,,,
30010,NEW HAMPSHIRE            ,CARROLL,"-6,685","-8,021","-6,019","-11,760","-5,913",,,
30020,NEW HAMPSHIRE            ,CHESHIRE,-877,-35,0,0,0,,,
30030,NEW HAMPSHIRE            ,COOS,0,0,0,0,0,,,
30040,NEW HAMPSHIRE            ,GRAFTON,0,0,0,0,0,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"-4,515","-5,256","-3,937","-8,041","-2,348",,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"-1,603",-831,"-1,424","-1,023",-410,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"-875,643","-864,465","-993,585","-1,075,125","-528,089",,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"-370,114","-379,213","-407,097","-470,652","-223,258",,,
30090,NEW HAMPSHIRE            ,SULLIVAN,0,0,0,"-1,029","-1,166",,,
31000,NEW JERSEY               ,ATLANTIC,"-7,873","-10,433","-15,644","-14,731","-8,907",,,
31100,NEW JERSEY               ,BERGEN,"-3,547,660","-3,425,939","-3,310,464","-3,478,768","-1,664,736",,,
31150,NEW JERSEY               ,BURLINGTON,"-1,375,556","-1,332,402","-1,399,578","-1,573,226","-803,879",,,
31160,NEW JERSEY               ,CAMDEN,"-1,666,794","-1,674,401","-1,717,800","-1,879,379","-903,656",,,
31180,NEW JERSEY               ,CAPE MAY,-310,-284,-838,-402,-131,,,
31190,NEW JERSEY               ,CUMBERLAND,"-4,045","-9,592","-13,173","-10,069","-4,855",,,
31200,NEW JERSEY               ,ESSEX,"-2,269,806","-2,155,521","-2,326,496","-2,320,085","-1,111,453",,,
31220,NEW JERSEY               ,GLOUCESTER,"-1,006,242","-979,046","-999,301","-1,148,767","-551,250",,,
31230,NEW JERSEY               ,HUDSON,"-2,064,460","-1,970,163","-1,896,283","-1,905,657","-871,752",,,
31250,NEW JERSEY               ,HUNTERDON,"-381,888","-397,031","-414,391","-469,513","-214,475",,,
31260,NEW JERSEY               ,MERCER,"-10,347","-8,526","-10,398","-13,110","-9,551",,,
31270,NEW JERSEY               ,MIDDLESEX,"-2,482,862","-2,453,559","-2,545,612","-2,740,802","-1,363,693",,,
31290,NEW JERSEY               ,MONMOUTH,"-2,329,421","-2,302,966","-2,317,215","-2,640,056","-1,299,501",,,
31300,NEW JERSEY               ,MORRIS,"-1,678,863","-1,659,231","-1,732,396","-1,839,950","-908,522",,,
31310,NEW JERSEY               ,OCEAN,"-3,216,938","-3,339,317","-3,449,280","-3,733,454","-1,811,499",,,
31320,NEW JERSEY               ,PASSAIC,"-1,576,991","-1,602,748","-1,663,357","-1,701,451","-845,286",,,
31340,NEW JERSEY               ,SALEM,"-357,766","-343,554","-327,217","-346,545","-170,064",,,
31350,NEW JERSEY               ,SOMERSET,"-967,677","-1,027,741","-1,038,496","-1,144,668","-525,819",,,
31360,NEW JERSEY               ,SUSSEX,"-463,816","-488,124","-476,426","-499,823","-257,170",,,
31370,NEW JERSEY               ,UNION,"-1,681,521","-1,591,038","-1,630,050","-1,756,413","-825,700",,,
31390,NEW JERSEY               ,WARREN,"-466,732","-452,341","-483,188","-505,993","-244,353",,,
32000,NEW MEXICO               ,BERNALILLO,"-2,004,133","-2,033,423","-1,962,228","-1,978,626","-943,729",,,
32010,NEW MEXICO               ,CATRON,0,0,0,0,0,,,
32020,NEW MEXICO               ,CHAVES,0,-78,0,0,0,,,
32025,NEW MEXICO               ,CIBOLA,"-4,009","-4,450","-5,847","-9,911","-5,373",,,
32030,NEW MEXICO               ,COLFAX,0,0,0,-39,0,,,
32040,NEW MEXICO               ,CURRY,0,0,0,-513,0,,,
32050,NEW MEXICO               ,DEBACA,0,0,0,0,0,,,
32060,NEW MEXICO               ,DONA ANA,-848,"-1,018",-583,"-2,254",-393,,,
32070,NEW MEXICO               ,EDDY,0,0,0,0,0,,,
32080,NEW MEXICO               ,GRANT,-128,-356,-328,-96,-477,,,
32090,NEW MEXICO               ,GUADALUPE,-43,-43,0,0,0,,,
32100,NEW MEXICO               ,HARDING,0,-539,-187,"-2,810",-274,,,
32110,NEW MEXICO               ,HIDALGO,0,0,0,0,0,,,
32120,NEW MEXICO               ,LEA,"-1,083",-880,-475,0,0,,,
32130,NEW MEXICO               ,LINCOLN,0,0,-46,0,0,,,
32131,NEW MEXICO               ,LOS ALAMOS,0,0,0,0,0,,,
32140,NEW MEXICO               ,LUNA,-527,0,0,0,0,,,
32150,NEW MEXICO               ,MCKINLEY,0,-103,-125,-67,0,,,
32160,NEW MEXICO               ,MORA,-894,-419,0,0,0,,,
32170,NEW MEXICO               ,OTERO,-70,-45,-2,-82,-152,,,
32180,NEW MEXICO               ,QUAY,0,-146,-624,-905,-549,,,
32190,NEW MEXICO               ,RIO ARRIBA,-619,-361,-217,0,0,,,
32200,NEW MEXICO               ,ROOSEVELT,-591,-89,-49,0,-65,,,
32210,NEW MEXICO               ,SANDOVAL,"-349,247","-361,925","-337,771","-345,101","-172,927",,,
32220,NEW MEXICO               ,SAN JUAN,0,0,0,0,0,,,
32230,NEW MEXICO               ,SAN MIGUEL,0,0,0,0,0,,,
32240,NEW MEXICO               ,SANTA FE,-638,-694,-423,-93,0,,,
32250,NEW MEXICO               ,SIERRA,"-1,061",-593,-462,-619,0,,,
32260,NEW MEXICO               ,SOCORRO,-51,0,-122,0,-75,,,
32270,NEW MEXICO               ,TAOS,0,-203,-456,-39,0,,,
32280,NEW MEXICO               ,TORRANCE,"-83,051","-70,248","-57,503","-49,990","-26,023",,,
32290,NEW MEXICO               ,UNION,0,0,0,0,0,,,
32300,NEW MEXICO               ,VALENCIA,"-257,306","-242,105","-237,113","-251,428","-111,646",,,
33000,NEW YORK                 ,ALBANY,"-821,300","-761,415","-701,350","-711,672","-363,821",,,
33010,NEW YORK                 ,ALLEGANY,-490,-224,-459,-406,-236,,,
33020,NEW YORK                 ,BRONX,"-3,406,333","-3,286,538","-3,042,993","-3,104,540","-1,412,710",,,
33030,NEW YORK                 ,BROOME,-349,-370,-505,-441,-14,,,
33040,NEW YORK                 ,CATTARAUGUS,-696,"-2,409",-562,-74,0,,,
33050,NEW YORK                 ,CAYUGA,"-4,473","-3,856","-3,089","-4,605",-953,,,
33060,NEW YORK                 ,CHAUTAUQUA,"-3,119","-4,375",-303,-142,-14,,,
33070,NEW YORK                 ,CHEMUNG,-977,"-1,236","-1,137",-207,-140,,,
33080,NEW YORK                 ,CHENANGO,"-2,613","-1,565","-2,830","-3,113","-1,359",,,
33090,NEW YORK                 ,CLINTON,0,-337,-926,-658,0,,,
33200,NEW YORK                 ,COLUMBIA,"-1,127",-840,"-2,808","-2,856","-2,032",,,
33210,NEW YORK                 ,CORTLAND,-68,-767,"-2,622","-1,449",-646,,,
33220,NEW YORK                 ,DELAWARE,"-1,050",0,0,-509,0,,,
33230,NEW YORK                 ,DUTCHESS,"-1,026,487","-1,015,523","-1,044,502","-1,077,265","-518,116",,,
33240,NEW YORK                 ,ERIE,"-2,007,511","-2,022,414","-1,969,027","-2,015,994","-938,673",,,
33260,NEW YORK                 ,ESSEX,-731,-361,-945,"-2,374",-838,,,
33270,NEW YORK                 ,FRANKLIN,-867,-422,0,0,0,,,
33280,NEW YORK                 ,FULTON,-643,-665,0,0,-146,,,
33290,NEW YORK                 ,GENESEE,"-3,556","-8,504","-9,326","-7,836",-947,,,
33300,NEW YORK                 ,GREENE,"-1,004","-1,213",0,0,"-1,050",,,
33310,NEW YORK                 ,HAMILTON,0,-540,-178,-464,-129,,,
33320,NEW YORK                 ,HERKIMER,-824,-949,"-1,000",-464,-292,,,
33330,NEW YORK                 ,JEFFERSON,-240,0,0,-130,0,,,
33331,NEW YORK                 ,KINGS,"-9,439,058","-8,789,747","-8,517,729","-8,756,954","-4,202,738",,,
33340,NEW YORK                 ,LEWIS,-55,0,0,0,0,,,
33350,NEW YORK                 ,LIVINGSTON,"-152,768","-133,172","-120,536","-116,105","-59,278",,,
33360,NEW YORK                 ,MADISON,"-274,589","-317,195","-311,422","-295,410","-148,221",,,
33370,NEW YORK                 ,MONROE,"-1,195,411","-1,098,078","-1,074,264","-1,041,323","-473,829",,,
33380,NEW YORK                 ,MONTGOMERY,-38,-134,0,0,0,,,
33400,NEW YORK                 ,NASSAU,"-5,273,389","-5,204,401","-5,086,281","-5,247,847","-2,540,589",,,
33420,NEW YORK                 ,NEW YORK,"-4,722,217","-4,494,638","-4,567,914","-4,701,183","-2,242,782",,,
33500,NEW YORK                 ,NIAGARA,"-760,977","-746,052","-772,768","-697,605","-299,038",,,
33510,NEW YORK                 ,ONEIDA,"-3,756","-2,411","-4,555","-9,434","-2,512",,,
33520,NEW YORK                 ,ONONDAGA,"-1,999,749","-1,955,379","-1,935,267","-2,025,135","-926,461",,,
33530,NEW YORK                 ,ONTARIO,"-205,012","-205,805","-208,035","-219,381","-103,533",,,
33540,NEW YORK                 ,ORANGE,"-1,151,113","-1,172,259","-1,182,724","-1,183,460","-538,884",,,
33550,NEW YORK                 ,ORLEANS,"-127,441","-97,970","-91,096","-93,934","-43,571",,,
33560,NEW YORK                 ,OSWEGO,"-651,523","-637,718","-642,892","-640,902","-302,655",,,
33570,NEW YORK                 ,OTSEGO,"-6,351","-5,025","-3,458","-3,027",-897,,,
33580,NEW YORK                 ,PUTNAM,"-307,686","-304,032","-346,053","-332,132","-149,261",,,
33590,NEW YORK                 ,QUEENS,"-6,406,358","-6,205,570","-5,960,160","-6,076,390","-2,864,489",,,
33600,NEW YORK                 ,RENSSELAER,"-493,498","-466,355","-451,612","-468,242","-219,308",,,
33610,NEW YORK                 ,RICHMOND,"-1,129,098","-1,034,795","-1,055,001","-1,228,940","-621,768",,,
33620,NEW YORK                 ,ROCKLAND,"-1,226,599","-1,249,557","-1,203,104","-1,317,249","-638,833",,,
33630,NEW YORK                 ,ST. LAWRENCE,0,-41,0,0,-242,,,
33640,NEW YORK                 ,SARATOGA,"-610,807","-588,011","-605,494","-645,383","-305,466",,,
33650,NEW YORK                 ,SCHENECTADY,"-565,786","-512,387","-553,158","-574,737","-263,456",,,
33660,NEW YORK                 ,SCHOHARIE,"-171,167","-181,094","-197,167","-210,258","-94,474",,,
33670,NEW YORK                 ,SCHUYLER,0,0,0,0,0,,,
33680,NEW YORK                 ,SENECA,-54,-388,-172,-89,0,,,
33690,NEW YORK                 ,STEUBEN,"-1,784",-958,0,-292,-179,,,
33700,NEW YORK                 ,SUFFOLK,"-4,894,123","-4,983,635","-5,086,423","-5,382,186","-2,666,520",,,
33710,NEW YORK                 ,SULLIVAN,-386,"-2,595","-4,723","-2,304",-787,,,
33720,NEW YORK                 ,TIOGA,0,-43,0,0,0,,,
33730,NEW YORK                 ,TOMPKINS,-43,0,0,-867,0,,,
33740,NEW YORK                 ,ULSTER,"-1,381","-2,685","-2,047","-2,014",-566,,,
33750,NEW YORK                 ,WARREN,"-1,576","-4,984","-5,169","-4,058",-919,,,
33760,NEW YORK                 ,WASHINGTON,-195,-206,-648,"-1,383",-126,,,
33770,NEW YORK                 ,WAYNE,"-294,155","-288,610","-291,847","-316,740","-148,908",,,
33800,NEW YORK                 ,WESTCHESTER,"-3,063,825","-2,925,669","-2,815,359","-3,050,991","-1,471,171",,,
33900,NEW YORK                 ,WYOMING,-849,-897,-733,0,0,,,
33910,NEW YORK                 ,YATES,"-1,457","-1,630",-854,-168,0,,,
34000,NORTH CAROLINA           ,ALAMANCE,"-7,252","-4,779","-4,595","-3,232",-537,,,
34010,NORTH CAROLINA           ,ALEXANDER,0,0,0,-6,0,,,
34020,NORTH CAROLINA           ,ALLEGHANY,0,0,0,0,0,,,
34030,NORTH CAROLINA           ,ANSON,"-223,126","-217,080","-76,139","-69,890","-66,679",,,
34040,NORTH CAROLINA           ,ASHE,0,0,0,-381,-352,,,
34050,NORTH CAROLINA           ,AVERY,0,0,0,0,0,,,
34060,NORTH CAROLINA           ,BEAUFORT,0,0,0,0,0,,,
34070,NORTH CAROLINA           ,BERTIE,0,0,-255,-523,0,,,
34080,NORTH CAROLINA           ,BLADEN,0,0,0,0,0,,,
34090,NORTH CAROLINA           ,BRUNSWICK,0,-99,-41,0,0,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-1,865,951","-1,833,844","-1,866,624","-1,926,326","-901,708",,,
34110,NORTH CAROLINA           ,BURKE,"-2,873",-590,0,-787,-895,,,
34120,NORTH CAROLINA           ,CABARRUS,"-882,247","-908,593","-369,562","-359,545","-332,848",,,
34130,NORTH CAROLINA           ,CALDWELL,0,0,-501,-191,0,,,
34140,NORTH CAROLINA           ,CAMDEN,0,0,0,0,0,,,
34150,NORTH CAROLINA           ,CARTERET,0,-162,-70,0,0,,,
34160,NORTH CAROLINA           ,CASWELL,"-7,506","-4,797","-7,377","-6,216","-2,272",,,
34170,NORTH CAROLINA           ,CATAWBA,-30,0,-101,0,-165,,,
34180,NORTH CAROLINA           ,CHATHAM,0,0,0,0,0,,,
34190,NORTH CAROLINA           ,CHEROKEE,-344,-167,-647,-67,-35,,,
34200,NORTH CAROLINA           ,CHOWAN,0,-219,-783,-322,-122,,,
34210,NORTH CAROLINA           ,CLAY,-6,0,0,-153,-19,,,
34220,NORTH CAROLINA           ,CLEVELAND,"-1,123",-996,-806,0,-584,,,
34230,NORTH CAROLINA           ,COLUMBUS,"-1,001","-2,736",-365,-34,0,,,
34240,NORTH CAROLINA           ,CRAVEN,-416,0,-226,-12,0,,,
34250,NORTH CAROLINA           ,CUMBERLAND,-166,-912,-493,-46,-170,,,
34251,NORTH CAROLINA           ,CURRITUCK,"-94,369","-94,603","-96,075","-104,197","-48,936",,,
34270,NORTH CAROLINA           ,DARE,-97,-953,-854,-684,-64,,,
34280,NORTH CAROLINA           ,DAVIDSON,"-2,536","-1,228",0,-897,-258,,,
34290,NORTH CAROLINA           ,DAVIE,-194,-139,0,0,-64,,,
34300,NORTH CAROLINA           ,DUPLIN,0,0,0,0,0,,,
34310,NORTH CAROLINA           ,DURHAM,"-1,052","-2,471","-2,681","-2,254",-887,,,
34320,NORTH CAROLINA           ,EDGECOMBE,0,0,0,0,0,,,
34330,NORTH CAROLINA           ,FORSYTH,-237,-174,0,-179,-385,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-217,886","-226,749","-225,258","-233,257","-118,288",,,
34350,NORTH CAROLINA           ,GASTON,"-1,348,006","-1,358,765","-586,330","-518,705","-507,824",,,
34360,NORTH CAROLINA           ,GATES,0,0,-249,0,0,,,
34370,NORTH CAROLINA           ,GRAHAM,0,0,0,0,0,,,
34380,NORTH CAROLINA           ,GRANVILLE,"-1,115","-2,452","-1,719","-2,323","-1,697",,,
34390,NORTH CAROLINA           ,GREENE,-73,-27,-126,0,0,,,
34400,NORTH CAROLINA           ,GUILFORD,"-1,399,796","-1,317,422","-1,330,752","-1,327,152","-654,364",,,
34410,NORTH CAROLINA           ,HALIFAX,-229,-569,0,-27,0,,,
34420,NORTH CAROLINA           ,HARNETT,-888,"-1,199",-41,-966,"-1,015",,,
34430,NORTH CAROLINA           ,HAYWOOD,"-607,321","-573,188","-633,656","-663,948","-330,607",,,
34440,NORTH CAROLINA           ,HENDERSON,"-954,944","-904,171","-908,167","-998,433","-500,408",,,
34450,NORTH CAROLINA           ,HERTFORD,"-2,550","-2,188","-2,708","-2,897",-922,,,
34460,NORTH CAROLINA           ,HOKE,0,0,0,0,0,,,
34470,NORTH CAROLINA           ,HYDE,-728,-481,0,0,0,,,
34480,NORTH CAROLINA           ,IREDELL,0,-373,-392,-334,-123,,,
34490,NORTH CAROLINA           ,JACKSON,-153,-975,"-1,570",-356,-606,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-615,105","-620,028","-683,514","-673,633","-327,369",,,
34510,NORTH CAROLINA           ,JONES,0,0,0,0,0,,,
34520,NORTH CAROLINA           ,LEE,-351,"-1,400",-838,"-2,009",-147,,,
34530,NORTH CAROLINA           ,LENOIR,"-2,897","-4,263","-1,265",-121,-18,,,
34540,NORTH CAROLINA           ,LINCOLN,"-10,749","-11,507","-5,905","-2,908","-3,836",,,
34550,NORTH CAROLINA           ,MCDOWELL,-656,"-1,028",-923,"-1,254",-181,,,
34560,NORTH CAROLINA           ,MACON,"-1,855","-1,715",-35,0,0,,,
34570,NORTH CAROLINA           ,MADISON,"-205,246","-190,377","-195,539","-199,545","-89,115",,,
34580,NORTH CAROLINA           ,MARTIN,-1,-3,-254,0,-20,,,
34590,NORTH CAROLINA           ,MECKLENBURG,"-2,711,172","-2,703,433","-1,124,519","-1,082,233","-1,069,550",,,
34600,NORTH CAROLINA           ,MITCHELL,0,0,0,0,0,,,
34610,NORTH CAROLINA           ,MONTGOMERY,0,0,0,-34,-37,,,
34620,NORTH CAROLINA           ,MOORE,-35,-43,-33,-40,-238,,,
34630,NORTH CAROLINA           ,NASH,"-2,163","-1,666",-792,-89,-141,,,
34640,NORTH CAROLINA           ,NEW HANOVER,-221,-411,"-1,108",-988,0,,,
34650,NORTH CAROLINA           ,NORTHAMPTON,0,0,0,0,0,,,
34660,NORTH CAROLINA           ,ONSLOW,-860,-744,-133,-432,-115,,,
34670,NORTH CAROLINA           ,ORANGE,"-1,012","-1,072",-584,-160,0,,,
34680,NORTH CAROLINA           ,PAMLICO,-591,-42,-309,-962,-581,,,
34690,NORTH CAROLINA           ,PASQUOTANK,-116,"-1,312","-1,277","-2,405",-528,,,
34700,NORTH CAROLINA           ,PENDER,0,0,0,0,-573,,,
34710,NORTH CAROLINA           ,PERQUIMANS,-43,0,0,0,0,,,
34720,NORTH CAROLINA           ,PERSON,0,0,0,0,0,,,
34730,NORTH CAROLINA           ,PITT,-543,0,0,-138,-430,,,
34740,NORTH CAROLINA           ,POLK,-459,0,0,0,0,,,
34750,NORTH CAROLINA           ,RANDOLPH,"-552,891","-552,661","-604,133","-643,521","-300,364",,,
34760,NORTH CAROLINA           ,RICHMOND,-769,"-1,895","-1,866","-3,891","-2,041",,,
34770,NORTH CAROLINA           ,ROBESON,0,0,0,0,0,,,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-457,663","-389,617","-396,089","-408,433","-191,412",,,
34790,NORTH CAROLINA           ,ROWAN,"-23,504","-17,073","-5,387","-4,869","-7,597",,,
34800,NORTH CAROLINA           ,RUTHERFORD,0,0,0,0,-259,,,
34810,NORTH CAROLINA           ,SAMPSON,-32,0,0,0,0,,,
34820,NORTH CAROLINA           ,SCOTLAND,0,-32,0,0,-81,,,
34830,NORTH CAROLINA           ,STANLY,-260,-127,-376,-56,-82,,,
34840,NORTH CAROLINA           ,STOKES,0,0,0,-572,0,,,
34850,NORTH CAROLINA           ,SURRY,0,0,0,-34,0,,,
34860,NORTH CAROLINA           ,SWAIN,0,0,0,0,-125,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA,-323,-359,-138,-338,0,,,
34880,NORTH CAROLINA           ,TYRRELL,0,0,0,-37,0,,,
34890,NORTH CAROLINA           ,UNION,"-681,088","-760,033","-298,574","-269,827","-272,700",,,
34900,NORTH CAROLINA           ,VANCE,-224,-583,"-3,431","-3,164","-1,883",,,
34910,NORTH CAROLINA           ,WAKE,"-1,923,940","-2,060,711","-2,274,318","-2,541,653","-1,187,595",,,
34920,NORTH CAROLINA           ,WARREN,-297,-144,"-1,261","-1,159",-446,,,
34930,NORTH CAROLINA           ,WASHINGTON,0,0,0,0,0,,,
34940,NORTH CAROLINA           ,WATAUGA,-37,0,0,0,0,,,
34950,NORTH CAROLINA           ,WAYNE,-275,-909,"-1,360",-125,-24,,,
34960,NORTH CAROLINA           ,WILKES,-90,"-1,399",-785,-186,-128,,,
34970,NORTH CAROLINA           ,WILSON,"-1,808",-532,-229,"-3,430","-1,587",,,
34980,NORTH CAROLINA           ,YADKIN,0,0,0,0,0,,,
34981,NORTH CAROLINA           ,YANCEY,-548,-421,"-1,788","-1,603",-742,,,
35000,NORTH DAKOTA             ,ADAMS,0,0,0,-322,0,,,
35010,NORTH DAKOTA             ,BARNES,-370,0,0,0,0,,,
35020,NORTH DAKOTA             ,BENSON,0,0,0,0,0,,,
35030,NORTH DAKOTA             ,BILLINGS,0,0,0,0,0,,,
35040,NORTH DAKOTA             ,BOTTINEAU,0,0,0,0,0,,,
35050,NORTH DAKOTA             ,BOWMAN,0,0,0,0,0,,,
35060,NORTH DAKOTA             ,BURKE,-195,0,0,0,0,,,
35070,NORTH DAKOTA             ,BURLEIGH,0,0,0,0,0,,,
35080,NORTH DAKOTA             ,CASS,0,0,0,0,0,,,
35090,NORTH DAKOTA             ,CAVALIER,-838,"-1,203",-18,0,0,,,
35100,NORTH DAKOTA             ,DICKEY,0,0,0,0,0,,,
35110,NORTH DAKOTA             ,DIVIDE,0,0,0,0,0,,,
35120,NORTH DAKOTA             ,DUNN,0,0,0,0,0,,,
35130,NORTH DAKOTA             ,EDDY,0,0,0,-200,-290,,,
35140,NORTH DAKOTA             ,EMMONS,0,0,-44,-694,-388,,,
35150,NORTH DAKOTA             ,FOSTER,0,0,0,0,0,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,0,0,0,-48,-62,,,
35170,NORTH DAKOTA             ,GRAND FORKS,-43,-205,-115,-40,0,,,
35180,NORTH DAKOTA             ,GRANT,0,0,0,0,0,,,
35190,NORTH DAKOTA             ,GRIGGS,0,0,0,0,0,,,
35200,NORTH DAKOTA             ,HETTINGER,0,0,0,-193,-11,,,
35210,NORTH DAKOTA             ,KIDDER,0,-391,-213,0,0,,,
35220,NORTH DAKOTA             ,LAMOURE,0,0,0,0,0,,,
35230,NORTH DAKOTA             ,LOGAN,0,0,0,0,0,,,
35240,NORTH DAKOTA             ,MCHENRY,0,0,-171,-33,0,,,
35250,NORTH DAKOTA             ,MCINTOSH,0,0,-38,0,0,,,
35260,NORTH DAKOTA             ,MCKENZIE,0,0,0,0,0,,,
35270,NORTH DAKOTA             ,MCLEAN,0,0,0,0,0,,,
35280,NORTH DAKOTA             ,MERCER,0,0,0,0,0,,,
35290,NORTH DAKOTA             ,MORTON,0,0,0,0,0,,,
35300,NORTH DAKOTA             ,MOUNTRAIL,0,0,0,0,0,,,
35310,NORTH DAKOTA             ,NELSON,-447,-544,0,0,0,,,
35320,NORTH DAKOTA             ,OLIVER,0,-41,-24,0,0,,,
35330,NORTH DAKOTA             ,PEMBINA,0,0,0,0,0,,,
35340,NORTH DAKOTA             ,PIERCE,0,0,0,0,0,,,
35350,NORTH DAKOTA             ,RAMSEY,0,0,0,0,0,,,
35360,NORTH DAKOTA             ,RANSOM,0,0,0,0,0,,,
35370,NORTH DAKOTA             ,RENVILLE,0,0,0,0,0,,,
35380,NORTH DAKOTA             ,RICHLAND,0,0,0,0,0,,,
35390,NORTH DAKOTA             ,ROLETTE,-122,-38,0,-241,-193,,,
35400,NORTH DAKOTA             ,SARGENT,0,0,-141,0,0,,,
35410,NORTH DAKOTA             ,SHERIDAN,0,0,0,-93,-75,,,
35420,NORTH DAKOTA             ,SIOUX,0,0,0,0,0,,,
35430,NORTH DAKOTA             ,SLOPE,0,0,0,0,0,,,
35440,NORTH DAKOTA             ,STARK,0,-40,0,0,0,,,
35450,NORTH DAKOTA             ,STEELE,0,0,0,0,0,,,
35460,NORTH DAKOTA             ,STUTSMAN,0,0,0,0,0,,,
35470,NORTH DAKOTA             ,TOWNER,-28,0,0,0,0,,,
35480,NORTH DAKOTA             ,TRAILL,0,0,0,0,0,,,
35490,NORTH DAKOTA             ,WALSH,-175,0,-6,0,0,,,
35500,NORTH DAKOTA             ,WARD,0,0,0,0,0,,,
35510,NORTH DAKOTA             ,WELLS,0,0,0,0,0,,,
35520,NORTH DAKOTA             ,WILLIAMS,0,0,0,0,0,,,
36000,OHIO                     ,ADAMS,-97,-403,-187,-34,-160,,,
36010,OHIO                     ,ALLEN,0,-128,-535,-112,0,,,
36020,OHIO                     ,ASHLAND,0,-24,0,-15,0,,,
36030,OHIO                     ,ASHTABULA,-225,-858,-837,-154,-66,,,
36040,OHIO                     ,ATHENS,-627,0,0,0,0,,,
36050,OHIO                     ,AUGLAIZE,0,0,0,0,0,,,
36060,OHIO                     ,BELMONT,0,0,0,0,-72,,,
36070,OHIO                     ,BROWN,"-200,678","-185,801","-61,508","-45,289","-45,990",,,
36080,OHIO                     ,BUTLER,"-1,348,953","-1,199,557","-394,485","-340,031","-295,358",,,
36090,OHIO                     ,CARROLL,0,0,0,0,0,,,
36100,OHIO                     ,CHAMPAIGN,"-1,011","-1,076","-1,996",-929,-375,,,
36110,OHIO                     ,CLARK,"-3,339","-9,739","-8,610","-8,636","-3,817",,,
36120,OHIO                     ,CLERMONT,"-511,403","-482,917","-140,247","-113,704","-113,787",,,
36130,OHIO                     ,CLINTON,-474,-225,-154,-82,0,,,
36140,OHIO                     ,COLUMBIANA,-844,-921,-890,-643,-430,,,
36150,OHIO                     ,COSHOCTON,"-1,221","-2,646","-1,689",-86,-371,,,
36160,OHIO                     ,CRAWFORD,-503,"-1,018",-715,-208,-103,,,
36170,OHIO                     ,CUYAHOGA,"-5,718,100","-5,550,395","-1,765,611","-1,631,811","-1,504,588",,,
36190,OHIO                     ,DARKE,"-1,112",-574,"-1,461",-688,"-1,414",,,
36200,OHIO                     ,DEFIANCE,"-1,339",-530,"-3,325","-4,677","-2,249",,,
