"DISABLED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
45531,TEXAS,FRANKLIN,0,0,0,,,,,,
45540,TEXAS,FREESTONE,0,0,0,,,,,,
45541,TEXAS,FRIO,0,0,0,,,,,,
45542,TEXAS,GAINES,0,0,0,,,,,,
45550,TEXAS,GALVESTON,"9,161","9,161","7,678",,,,,,
45551,TEXAS,GARZA,0,0,0,,,,,,
45552,TEXAS,GILLESPIE,0,0,0,,,,,,
45560,TEXAS,GLASSCOCK,0,0,0,,,,,,
45561,TEXAS,GOLIAD,0,0,0,,,,,,
45562,TEXAS,GONZALES,0,0,0,,,,,,
45563,TEXAS,GRAY,0,0,0,,,,,,
45564,TEXAS,GRAYSON,0,0,"8,358",,,,,,
45570,TEXAS,GREGG,"58,627","52,323","59,098",,,,,,
45580,TEXAS,GRIMES,"17,841","14,484","30,302",,,,,,
45581,TEXAS,GUADALUPE,0,0,0,,,,,,
45582,TEXAS,HALE,0,0,0,,,,,,
45583,TEXAS,HALL,0,0,0,,,,,,
45590,TEXAS,HAMILTON,"14,522","14,522","34,177",,,,,,
45591,TEXAS,HANSFORD,0,0,0,,,,,,
45592,TEXAS,HARDEMAN,0,0,0,,,,,,
45600,TEXAS,HARDIN,0,0,"14,257",,,,,,
45610,TEXAS,HARRIS,"128,689","116,654","73,762",,,,,,
45620,TEXAS,HARRISON,"3,941","3,550","66,821",,,,,,
45621,TEXAS,HARTLEY,0,0,0,,,,,,
45630,TEXAS,HASKELL,0,0,0,,,,,,
45631,TEXAS,HAYS,0,0,0,,,,,,
45632,TEXAS,HEMPHILL,0,0,0,,,,,,
45640,TEXAS,HENDERSON,0,0,"10,156",,,,,,
45650,TEXAS,HIDALGO,"24,573","24,097","10,456",,,,,,
45651,TEXAS,HILL,"101,871","86,745","55,794",,,,,,
45652,TEXAS,HOCKLEY,0,0,173,,,,,,
45653,TEXAS,HOOD,0,0,0,,,,,,
45654,TEXAS,HOPKINS,0,0,0,,,,,,
45660,TEXAS,HOUSTON,0,0,0,,,,,,
45661,TEXAS,HOWARD,0,0,"2,209",,,,,,
45662,TEXAS,HUDSPETH,0,0,0,,,,,,
45670,TEXAS,HUNT,0,0,0,,,,,,
45671,TEXAS,HUTCHINSON,0,0,0,,,,,,
45672,TEXAS,IRION,0,0,0,,,,,,
45680,TEXAS,JACK,0,0,0,,,,,,
45681,TEXAS,JACKSON,0,0,0,,,,,,
45690,TEXAS,JASPER,0,0,0,,,,,,
45691,TEXAS,JEFF DAVIS,0,0,0,,,,,,
45700,TEXAS,JEFFERSON,0,0,0,,,,,,
45710,TEXAS,JIM HOGG,0,0,0,,,,,,
45711,TEXAS,JIM WELLS,0,0,0,,,,,,
45720,TEXAS,JOHNSON,"23,663","23,089","56,924",,,,,,
45721,TEXAS,JONES,0,0,0,,,,,,
45722,TEXAS,KARNES,0,0,0,,,,,,
45730,TEXAS,KAUFMAN,"8,634","8,066","32,291",,,,,,
45731,TEXAS,KENDALL,0,0,0,,,,,,
45732,TEXAS,KENEDY,0,0,0,,,,,,
45733,TEXAS,KENT,0,0,0,,,,,,
45734,TEXAS,KERR,0,0,0,,,,,,
45740,TEXAS,KIMBLE,0,0,905,,,,,,
45741,TEXAS,KING,0,0,0,,,,,,
45742,TEXAS,KINNEY,0,0,0,,,,,,
45743,TEXAS,KLEBERG,0,0,0,,,,,,
45744,TEXAS,KNOX,0,0,0,,,,,,
45750,TEXAS,LAMAR,0,0,0,,,,,,
45751,TEXAS,LAMB,0,0,0,,,,,,
45752,TEXAS,LAMPASAS,"234,876","198,697","106,343",,,,,,
45753,TEXAS,LA SALLE,0,0,0,,,,,,
45754,TEXAS,LAVACA,0,0,0,,,,,,
45755,TEXAS,LEE,0,0,"11,107",,,,,,
45756,TEXAS,LEON,"65,900","62,581","18,174",,,,,,
45757,TEXAS,LIBERTY,0,0,0,,,,,,
45758,TEXAS,LIMESTONE,0,0,"8,499",,,,,,
45759,TEXAS,LIPSCOMB,0,0,0,,,,,,
45760,TEXAS,LIVE OAK,0,0,0,,,,,,
45761,TEXAS,LLANO,"26,337","22,803","107,388",,,,,,
45762,TEXAS,LOVING,0,0,0,,,,,,
45770,TEXAS,LUBBOCK,"10,899","10,612","10,239",,,,,,
45771,TEXAS,LYNN,0,0,0,,,,,,
45772,TEXAS,MC CULLOCH,0,0,31,,,,,,
45780,TEXAS,MC LENNAN,"1,277,986","1,112,374","997,086",,,,,,
45781,TEXAS,MC MULLEN,0,0,0,,,,,,
45782,TEXAS,MADISON,0,0,622,,,,,,
45783,TEXAS,MARION,0,0,0,,,,,,
45784,TEXAS,MARTIN,0,0,0,,,,,,
45785,TEXAS,MASON,0,0,0,,,,,,
45790,TEXAS,MATAGORDA,0,0,0,,,,,,
45791,TEXAS,MAVERICK,0,0,0,,,,,,
45792,TEXAS,MEDINA,0,0,"3,838",,,,,,
45793,TEXAS,MENARD,0,0,0,,,,,,
45794,TEXAS,MIDLAND,0,0,0,,,,,,
45795,TEXAS,MILAM,"308,377","255,833","222,562",,,,,,
45796,TEXAS,MILLS,0,0,738,,,,,,
45797,TEXAS,MITCHELL,0,0,0,,,,,,
45800,TEXAS,MONTAGUE,0,0,0,,,,,,
45801,TEXAS,MONTGOMERY,0,0,0,,,,,,
45802,TEXAS,MOORE,0,0,0,,,,,,
45803,TEXAS,MORRIS,0,0,0,,,,,,
45804,TEXAS,MOTLEY,0,0,0,,,,,,
45810,TEXAS,NACOGDOCHES,0,0,0,,,,,,
45820,TEXAS,NAVARRO,0,0,0,,,,,,
45821,TEXAS,NEWTON,0,0,0,,,,,,
45822,TEXAS,NOLAN,0,0,0,,,,,,
45830,TEXAS,NUECES,0,0,0,,,,,,
45831,TEXAS,OCHILTREE,0,0,0,,,,,,
45832,TEXAS,OLDHAM,0,0,0,,,,,,
45840,TEXAS,ORANGE,0,0,0,,,,,,
45841,TEXAS,PALO PINTO,0,0,852,,,,,,
45842,TEXAS,PANOLA,0,0,0,,,,,,
45843,TEXAS,PARKER,0,0,"3,220",,,,,,
45844,TEXAS,PARMER,0,0,0,,,,,,
45845,TEXAS,PECOS,0,0,0,,,,,,
45850,TEXAS,POLK,0,0,"2,072",,,,,,
45860,TEXAS,POTTER,0,0,"8,964",,,,,,
45861,TEXAS,PRESIDIO,0,0,0,,,,,,
45870,TEXAS,RAINS,0,0,0,,,,,,
45871,TEXAS,RANDALL,"9,662","9,662","6,851",,,,,,
45872,TEXAS,REAGAN,0,0,"5,732",,,,,,
45873,TEXAS,REAL,0,0,0,,,,,,
45874,TEXAS,RED RIVER,0,0,0,,,,,,
45875,TEXAS,REEVES,0,0,0,,,,,,
45876,TEXAS,REFUGIO,0,0,0,,,,,,
45877,TEXAS,ROBERTS,0,0,0,,,,,,
45878,TEXAS,ROBERTSON,"90,036","79,114","32,909",,,,,,
45879,TEXAS,ROCKWALL,0,0,0,,,,,,
45880,TEXAS,RUNNELS,"30,174","27,906","8,707",,,,,,
45881,TEXAS,RUSK,0,0,"3,351",,,,,,
45882,TEXAS,SABINE,0,0,0,,,,,,
45883,TEXAS,SAN AUGUSTINE,0,0,0,,,,,,
45884,TEXAS,SAN JACINTO,0,0,0,,,,,,
45885,TEXAS,SAN PATRICIO,0,0,0,,,,,,
45886,TEXAS,SAN SABA,0,0,"8,034",,,,,,
45887,TEXAS,SCHLEICHER,0,0,"4,518",,,,,,
45888,TEXAS,SCURRY,0,0,0,,,,,,
45889,TEXAS,SHACKELFORD,0,0,0,,,,,,
45890,TEXAS,SHELBY,0,0,0,,,,,,
45891,TEXAS,SHERMAN,0,0,0,,,,,,
45892,TEXAS,SMITH,"68,540","65,012","112,360",,,,,,
45893,TEXAS,SOMERVELL,0,0,0,,,,,,
45900,TEXAS,STARR,0,0,0,,,,,,
45901,TEXAS,STEPHENS,0,0,0,,,,,,
45902,TEXAS,STERLING,"25,783","24,586","7,504",,,,,,
45903,TEXAS,STONEWALL,0,0,0,,,,,,
45904,TEXAS,SUTTON,0,0,0,,,,,,
45905,TEXAS,SWISHER,0,0,0,,,,,,
45910,TEXAS,TARRANT,"40,265","38,576","11,117",,,,,,
45911,TEXAS,TAYLOR,0,0,0,,,,,,
45912,TEXAS,TERRELL,0,0,0,,,,,,
45913,TEXAS,TERRY,0,0,0,,,,,,
45920,TEXAS,THROCKMORTON,0,0,0,,,,,,
45921,TEXAS,TITUS,0,0,0,,,,,,
45930,TEXAS,TOM GREEN,"229,851","213,749","319,277",,,,,,
45940,TEXAS,TRAVIS,"144,257","123,370","166,631",,,,,,
45941,TEXAS,TRINITY,0,0,0,,,,,,
45942,TEXAS,TYLER,0,0,0,,,,,,
45943,TEXAS,UPSHUR,0,0,"1,196",,,,,,
45944,TEXAS,UPTON,0,0,0,,,,,,
45945,TEXAS,UVALDE,0,0,0,,,,,,
45946,TEXAS,VAL VERDE,0,0,0,,,,,,
45947,TEXAS,VAN ZANDT,0,0,"9,944",,,,,,
45948,TEXAS,VICTORIA,0,0,342,,,,,,
45949,TEXAS,WALKER,0,0,329,,,,,,
45950,TEXAS,WALLER,0,0,247,,,,,,
45951,TEXAS,WARD,0,0,0,,,,,,
45952,TEXAS,WASHINGTON,0,0,645,,,,,,
45953,TEXAS,WEBB,0,0,0,,,,,,
45954,TEXAS,WHARTON,0,0,0,,,,,,
45955,TEXAS,WHEELER,0,0,0,,,,,,
45960,TEXAS,WICHITA,0,0,0,,,,,,
45961,TEXAS,WILBARGER,0,0,0,,,,,,
45962,TEXAS,WILLACY,0,0,0,,,,,,
45970,TEXAS,WILLIAMSON,"729,821","700,946","571,095",,,,,,
45971,TEXAS,WILSON,0,0,0,,,,,,
45972,TEXAS,WINKLER,0,0,0,,,,,,
45973,TEXAS,WISE,0,0,0,,,,,,
45974,TEXAS,WOOD,"12,782","11,456","37,009",,,,,,
45980,TEXAS,YOAKUM,0,0,0,,,,,,
45981,TEXAS,YOUNG,0,0,205,,,,,,
45982,TEXAS,ZAPATA,0,0,0,,,,,,
45983,TEXAS,ZAVALA,0,0,0,,,,,,
46000,UTAH,BEAVER,"108,326","99,974","71,210",,,,,,
46010,UTAH,BOX ELDER,0,0,0,,,,,,
46020,UTAH,CACHE,0,0,0,,,,,,
46030,UTAH,CARBON,0,0,"63,452",,,,,,
46040,UTAH,DAGGETT,0,0,0,,,,,,
46050,UTAH,DAVIS,0,0,"47,708",,,,,,
46060,UTAH,DUCHESNE,0,0,"1,620",,,,,,
46070,UTAH,EMERY,0,0,0,,,,,,
46080,UTAH,GARFIELD,0,0,0,,,,,,
46090,UTAH,GRAND,0,0,0,,,,,,
46100,UTAH,IRON,0,0,"1,491",,,,,,
46110,UTAH,JUAB,"55,702","51,424","5,972",,,,,,
46120,UTAH,KANE,0,0,0,,,,,,
46130,UTAH,MILLARD,0,0,0,,,,,,
46140,UTAH,MORGAN,0,0,0,,,,,,
46150,UTAH,PIUTE,0,0,0,,,,,,
46160,UTAH,RICH,0,0,0,,,,,,
46170,UTAH,SALT LAKE,"182,030","170,174","104,262",,,,,,
46180,UTAH,SAN JUAN,0,0,0,,,,,,
46190,UTAH,SANPETE,0,0,0,,,,,,
46200,UTAH,SEVIER,0,0,0,,,,,,
46210,UTAH,SUMMIT,0,0,0,,,,,,
46220,UTAH,TOOELE,0,0,0,,,,,,
46230,UTAH,UINTAH,0,0,0,,,,,,
46240,UTAH,UTAH,0,0,"7,289",,,,,,
46250,UTAH,WASATCH,0,0,0,,,,,,
46260,UTAH,WASHINGTON,0,0,"3,520",,,,,,
46270,UTAH,WAYNE,0,0,0,,,,,,
46280,UTAH,WEBER,0,0,"11,043",,,,,,
47000,VERMONT,ADDISON,0,0,0,,,,,,
47010,VERMONT,BENNINGTON,0,0,0,,,,,,
47020,VERMONT,CALEDONIA,0,0,0,,,,,,
47030,VERMONT,CHITTENDEN,0,0,0,,,,,,
47040,VERMONT,ESSEX,0,0,0,,,,,,
47050,VERMONT,FRANKLIN,0,0,0,,,,,,
47060,VERMONT,GRAND ISLE,0,0,0,,,,,,
47070,VERMONT,LAMOILLE,0,0,0,,,,,,
47080,VERMONT,ORANGE,0,0,0,,,,,,
47090,VERMONT,ORLEANS,0,0,0,,,,,,
47100,VERMONT,RUTLAND,0,0,0,,,,,,
47110,VERMONT,WASHINGTON,0,0,0,,,,,,
47120,VERMONT,WINDHAM,0,0,0,,,,,,
47130,VERMONT,WINDSOR,0,0,0,,,,,,
48010,VIRGIN ISLANDS,ST  CROIX,0,0,0,,,,,,
48020,VIRGIN ISLANDS,ST  JOHN,0,0,0,,,,,,
49000,VIRGINIA,ACCOMACK,0,0,184,,,,,,
49010,VIRGINIA,ALBEMARLE,0,0,0,,,,,,
49011,VIRGINIA,ALEXANDRIA CITY,"144,722","134,545","69,076",,,,,,
49020,VIRGINIA,ALLEGHANY,"2,929","2,929","27,632",,,,,,
49030,VIRGINIA,AMELIA,0,0,0,,,,,,
49040,VIRGINIA,AMHERST,0,0,0,,,,,,
49050,VIRGINIA,APPOMATTOX,0,0,"7,653",,,,,,
49060,VIRGINIA,ARLINGTON,"150,200","137,207","61,290",,,,,,
49070,VIRGINIA,AUGUSTA,0,0,0,,,,,,
49080,VIRGINIA,BATH,"13,692","7,298","6,456",,,,,,
49088,VIRGINIA,BEDFORD CITY,0,0,"12,945",,,,,,
49090,VIRGINIA,BEDFORD,0,0,"2,458",,,,,,
49100,VIRGINIA,BLAND,"23,049","16,672","10,254",,,,,,
49110,VIRGINIA,BOTETOURT,"4,453","3,116",402,,,,,,
49111,VIRGINIA,BRISTOL CITY,"7,538","6,533","4,933",,,,,,
49120,VIRGINIA,BRUNSWICK,0,0,0,,,,,,
49130,VIRGINIA,BUCHANAN,"35,427","31,937","39,796",,,,,,
49140,VIRGINIA,BUCKINGHAM,0,0,0,,,,,,
49141,VIRGINIA,BUENA VISTA CITY,0,0,0,,,,,,
49150,VIRGINIA,CAMPBELL,"35,521","34,736","4,392",,,,,,
49160,VIRGINIA,CAROLINE,0,0,0,,,,,,
49170,VIRGINIA,CARROLL,0,0,0,,,,,,
49180,VIRGINIA,CHARLES CITY,0,0,0,,,,,,
49190,VIRGINIA,CHARLOTTE,0,0,0,,,,,,
49191,VIRGINIA,CHARLOTTESVILLE CITY,0,0,0,,,,,,
49194,VIRGINIA,CHESAPEAKE CITY,0,0,0,,,,,,
49200,VIRGINIA,CHESTERFIELD,"14,097","12,874","27,168",,,,,,
49210,VIRGINIA,CLARKE,0,0,0,,,,,,
49212,VIRGINIA,COLONIAL HEIGHTS CITY,0,0,0,,,,,,
49213,VIRGINIA,COVINGTON CITY,"9,434","9,434","13,231",,,,,,
49220,VIRGINIA,CRAIG,0,0,0,,,,,,
49230,VIRGINIA,CULPEPER,0,0,0,,,,,,
49240,VIRGINIA,CUMBERLAND,0,0,0,,,,,,
49241,VIRGINIA,DANVILLE CITY,0,0,0,,,,,,
49250,VIRGINIA,DICKENSON,"42,209","38,073","22,279",,,,,,
49260,VIRGINIA,DINWIDDIE,0,0,0,,,,,,
49270,VIRGINIA,EMPORIA CITY,0,0,0,,,,,,
49280,VIRGINIA,ESSEX,0,0,"12,184",,,,,,
49288,VIRGINIA,FAIRFAX CITY,"148,543","133,076","62,674",,,,,,
49290,VIRGINIA,FAIRFAX,"873,259","800,622","517,400",,,,,,
49291,VIRGINIA,FALLS CHURCH CITY,0,0,"15,675",,,,,,
49300,VIRGINIA,FAUQUIER,0,0,"12,480",,,,,,
49310,VIRGINIA,FLOYD,0,0,"4,660",,,,,,
49320,VIRGINIA,FLUVANNA,0,0,0,,,,,,
49328,VIRGINIA,FRANKLIN CITY,0,0,0,,,,,,
49330,VIRGINIA,FRANKLIN,0,0,"4,499",,,,,,
49340,VIRGINIA,FREDERICK,0,0,375,,,,,,
49342,VIRGINIA,FREDERICKSBURG CITY,0,0,"4,749",,,,,,
49343,VIRGINIA,GALAX CITY,0,0,0,,,,,,
49350,VIRGINIA,GILES,"17,120","13,549","5,171",,,,,,
49360,VIRGINIA,GLOUCESTER,0,0,0,,,,,,
49370,VIRGINIA,GOOCHLAND,0,0,"4,421",,,,,,
49380,VIRGINIA,GRAYSON,0,0,0,,,,,,
49390,VIRGINIA,GREENE,0,0,0,,,,,,
49400,VIRGINIA,GREENSVILLE,0,0,0,,,,,,
49410,VIRGINIA,HALIFAX,0,0,"1,638",,,,,,
49411,VIRGINIA,HAMPTON CITY,0,0,0,,,,,,
49420,VIRGINIA,HANOVER,0,0,"3,828",,,,,,
49421,VIRGINIA,HARRISONBURG CITY,0,0,0,,,,,,
49430,VIRGINIA,HENRICO,0,0,750,,,,,,
49440,VIRGINIA,HENRY,0,0,0,,,,,,
49450,VIRGINIA,HIGHLAND,0,0,0,,,,,,
49451,VIRGINIA,HOPEWELL CITY,0,0,0,,,,,,
49460,VIRGINIA,ISLE OF WIGHT,0,0,748,,,,,,
49470,VIRGINIA,JAMES CITY,0,0,0,,,,,,
49480,VIRGINIA,KING AND QUEEN,0,0,0,,,,,,
49490,VIRGINIA,KING GEORGE,0,0,0,,,,,,
49500,VIRGINIA,KING WILLIAM,0,0,0,,,,,,
49510,VIRGINIA,LANCASTER,0,0,0,,,,,,
49520,VIRGINIA,LEE,"35,889","30,413","59,439",,,,,,
49522,VIRGINIA,LEXINGTON CITY,0,0,0,,,,,,
49530,VIRGINIA,LOUDOUN,"227,273","213,618","148,772",,,,,,
49540,VIRGINIA,LOUISA,"41,906","28,257","2,303",,,,,,
49550,VIRGINIA,LUNENBURG,0,0,0,,,,,,
49551,VIRGINIA,LYNCHBURG CITY,0,0,600,,,,,,
49560,VIRGINIA,MADISON,0,0,0,,,,,,
49561,VIRGINIA,MARTINSVILLE CITY,0,0,0,,,,,,
49563,VIRGINIA,MANASSAS CITY,"113,651","104,638","101,204",,,,,,
49565,VIRGINIA,MANASSAS PARK CITY,0,0,0,,,,,,
49570,VIRGINIA,MATHEWS,0,0,0,,,,,,
49580,VIRGINIA,MECKLENBURG,0,0,0,,,,,,
49590,VIRGINIA,MIDDLESEX,0,0,0,,,,,,
49600,VIRGINIA,MONTGOMERY,0,0,"2,249",,,,,,
49620,VIRGINIA,NELSON,0,0,0,,,,,,
49621,VIRGINIA,NEW KENT,0,0,"1,078",,,,,,
49622,VIRGINIA,NEWPORT NEWS CITY,"11,574","9,109","37,689",,,,,,
49641,VIRGINIA,NORFOLK CITY,0,0,0,,,,,,
49650,VIRGINIA,NORTHAMPTON,0,0,0,,,,,,
49660,VIRGINIA,NORTHUMBERLND,0,0,0,,,,,,
49661,VIRGINIA,NORTON CITY,"17,336","15,691","10,883",,,,,,
49670,VIRGINIA,NOTTOWAY,0,0,0,,,,,,
49680,VIRGINIA,ORANGE,0,0,0,,,,,,
49690,VIRGINIA,PAGE,0,0,0,,,,,,
49700,VIRGINIA,PATRICK,0,0,138,,,,,,
49701,VIRGINIA,PETERSBURG CITY,0,0,828,,,,,,
49710,VIRGINIA,PITTSYLVANIA,0,0,0,,,,,,
49711,VIRGINIA,PORTSMOUTH CITY,0,0,0,,,,,,
49712,VIRGINIA,POQUOSON,0,0,0,,,,,,
49720,VIRGINIA,POWHATAN,0,0,0,,,,,,
49730,VIRGINIA,PRINCE EDWARD,0,0,0,,,,,,
49740,VIRGINIA,PRINCE GEORGE,0,0,0,,,,,,
49750,VIRGINIA,PRINCE WILLIAM,"454,519","417,986","209,903",,,,,,
49770,VIRGINIA,PULASKI,0,0,"14,640",,,,,,
49771,VIRGINIA,RADFORD CITY,0,0,0,,,,,,
49780,VIRGINIA,RAPPAHANNOCK,0,0,0,,,,,,
49790,VIRGINIA,RICHMOND,0,0,0,,,,,,
49791,VIRGINIA,RICHMOND CITY,0,0,0,,,,,,
49800,VIRGINIA,ROANOKE,"6,643","4,934","6,547",,,,,,
49801,VIRGINIA,ROANOKE CITY,0,0,"3,411",,,,,,
49810,VIRGINIA,ROCKBRIDGE,0,0,0,,,,,,
49820,VIRGINIA,ROCKINGHAM,0,0,0,,,,,,
49830,VIRGINIA,RUSSELL,"29,355","26,548","42,050",,,,,,
49838,VIRGINIA,SALEM CITY,0,0,0,,,,,,
49840,VIRGINIA,SCOTT,"25,200","21,980","7,701",,,,,,
49850,VIRGINIA,SHENANDOAH,0,0,0,,,,,,
49860,VIRGINIA,SMYTH,0,0,"1,553",,,,,,
49870,VIRGINIA,SOUTHAMPTON,0,0,0,,,,,,
49880,VIRGINIA,SPOTSYLVANIA,0,0,0,,,,,,
49890,VIRGINIA,STAFFORD,0,0,98,,,,,,
49891,VIRGINIA,STAUNTON CITY,0,0,0,,,,,,
49892,VIRGINIA,SUFFOLK CITY,0,0,0,,,,,,
49900,VIRGINIA,SURRY,0,0,0,,,,,,
49910,VIRGINIA,SUSSEX,0,0,0,,,,,,
49920,VIRGINIA,TAZEWELL,"178,308","157,643","165,212",,,,,,
49921,VIRGINIA,VIRGINIA BEACH CITY,0,0,0,,,,,,
49930,VIRGINIA,WARREN,0,0,502,,,,,,
49950,VIRGINIA,WASHINGTON,"8,286","6,767","1,648",,,,,,
49951,VIRGINIA,WAYNESBORO CITY,0,0,0,,,,,,
49960,VIRGINIA,WESTMORELAND,0,0,173,,,,,,
49961,VIRGINIA,WILLIAMSBURG CITY,0,0,0,,,,,,
49962,VIRGINIA,WINCHESTER CITY,0,0,0,,,,,,
49970,VIRGINIA,WISE,"165,922","139,999","56,050",,,,,,
49980,VIRGINIA,WYTHE,"24,236","24,236","4,348",,,,,,
49981,VIRGINIA,YORK,0,0,"1,388",,,,,,
50000,WASHINGTON,ADAMS,0,0,0,,,,,,
50010,WASHINGTON,ASOTIN,0,0,0,,,,,,
50020,WASHINGTON,BENTON,0,0,96,,,,,,
50030,WASHINGTON,CHELAN,0,0,0,,,,,,
50040,WASHINGTON,CLALLAM,0,0,0,,,,,,
50050,WASHINGTON,CLARK,"10,485","8,829","17,992",,,,,,
50060,WASHINGTON,COLUMBIA,0,0,0,,,,,,
50070,WASHINGTON,COWLITZ,0,0,0,,,,,,
50080,WASHINGTON,DOUGLAS,0,0,"40,984",,,,,,
50090,WASHINGTON,FERRY,0,0,0,,,,,,
50100,WASHINGTON,FRANKLIN,"22,724","21,164","19,150",,,,,,
50110,WASHINGTON,GARFIELD,0,0,0,,,,,,
50120,WASHINGTON,GRANT,0,0,0,,,,,,
50130,WASHINGTON,GRAYS HARBOR,"3,687","3,189","2,246",,,,,,
50140,WASHINGTON,ISLAND,0,0,0,,,,,,
50150,WASHINGTON,JEFFERSON,0,0,0,,,,,,
50160,WASHINGTON,KING,0,0,0,,,,,,
50170,WASHINGTON,KITSAP,0,0,0,,,,,,
50180,WASHINGTON,KITTITAS,"4,107","3,053","2,379",,,,,,
50190,WASHINGTON,KLICKITAT,0,0,0,,,,,,
50200,WASHINGTON,LEWIS,0,0,614,,,,,,
50210,WASHINGTON,LINCOLN,0,0,0,,,,,,
50220,WASHINGTON,MASON,0,0,"1,765",,,,,,
50230,WASHINGTON,OKANOGAN,0,0,0,,,,,,
50240,WASHINGTON,PACIFIC,0,0,"1,771",,,,,,
50250,WASHINGTON,PEND OREILLE,0,0,0,,,,,,
50260,WASHINGTON,PIERCE,"21,319","18,949","15,522",,,,,,
50270,WASHINGTON,SAN JUAN,0,0,0,,,,,,
50280,WASHINGTON,SKAGIT,0,0,0,,,,,,
50290,WASHINGTON,SKAMANIA,0,0,0,,,,,,
50300,WASHINGTON,SNOHOMISH,0,0,"2,073",,,,,,
50310,WASHINGTON,SPOKANE,"5,890","5,184","35,407",,,,,,
50320,WASHINGTON,STEVENS,0,0,0,,,,,,
50330,WASHINGTON,THURSTON,0,0,0,,,,,,
50340,WASHINGTON,WAHKIAKUM,0,0,0,,,,,,
50350,WASHINGTON,WALLA WALLA,0,0,"3,321",,,,,,
50360,WASHINGTON,WHATCOM,0,0,0,,,,,,
50370,WASHINGTON,WHITMAN,0,0,0,,,,,,
50380,WASHINGTON,YAKIMA,0,0,0,,,,,,
51000,WEST VIRGINIA,BARBOUR,"23,513","15,187","7,156",,,,,,
51010,WEST VIRGINIA,BERKELEY,0,0,142,,,,,,
51020,WEST VIRGINIA,BOONE,"280,498","227,012","155,017",,,,,,
51030,WEST VIRGINIA,BRAXTON,"1,238","-5,138","2,037",,,,,,
51040,WEST VIRGINIA,BROOKE,0,0,0,,,,,,
51050,WEST VIRGINIA,CABELL,"40,402","32,400","42,143",,,,,,
51060,WEST VIRGINIA,CALHOUN,0,0,0,,,,,,
51070,WEST VIRGINIA,CLAY,"32,384","30,232","23,269",,,,,,
51080,WEST VIRGINIA,DODDRIDGE,0,0,0,,,,,,
51090,WEST VIRGINIA,FAYETTE,"411,414","291,403","162,564",,,,,,
51100,WEST VIRGINIA,GILMER,"25,070","25,070","7,845",,,,,,
51110,WEST VIRGINIA,GRANT,0,0,0,,,,,,
51120,WEST VIRGINIA,GREENBRIER,"91,584","80,100","46,583",,,,,,
51130,WEST VIRGINIA,HAMPSHIRE,0,0,"1,161",,,,,,
51140,WEST VIRGINIA,HANCOCK,0,0,0,,,,,,
51150,WEST VIRGINIA,HARDY,0,0,0,,,,,,
51160,WEST VIRGINIA,HARRISON,"25,804","21,992",452,,,,,,
51170,WEST VIRGINIA,JACKSON,"6,659","4,975","4,691",,,,,,
51180,WEST VIRGINIA,JEFFERSON,0,0,895,,,,,,
51190,WEST VIRGINIA,KANAWHA,"173,299","148,915","98,782",,,,,,
51200,WEST VIRGINIA,LEWIS,"321,581","263,444","26,539",,,,,,
51210,WEST VIRGINIA,LINCOLN,"251,041","206,085","78,261",,,,,,
51220,WEST VIRGINIA,LOGAN,"989,283","864,150","364,360",,,,,,
51230,WEST VIRGINIA,MC DOWELL,"188,423","166,136","202,091",,,,,,
51240,WEST VIRGINIA,MARION,"15,280","14,742","2,450",,,,,,
51250,WEST VIRGINIA,MARSHALL,0,0,"6,837",,,,,,
51260,WEST VIRGINIA,MASON,"3,562","3,227","2,685",,,,,,
51270,WEST VIRGINIA,MERCER,"294,610","223,224","173,264",,,,,,
51280,WEST VIRGINIA,MINERAL,0,0,0,,,,,,
51290,WEST VIRGINIA,MINGO,"816,188","700,286","389,945",,,,,,
51300,WEST VIRGINIA,MONONGALIA,"46,964","46,964","74,289",,,,,,
51310,WEST VIRGINIA,MONROE,"28,697","24,431","27,887",,,,,,
51320,WEST VIRGINIA,MORGAN,0,0,0,,,,,,
51330,WEST VIRGINIA,NICHOLAS,"35,245","27,970","81,479",,,,,,
51340,WEST VIRGINIA,OHIO,"9,353","8,876","8,757",,,,,,
51350,WEST VIRGINIA,PENDLETON,0,0,0,,,,,,
51360,WEST VIRGINIA,PLEASANTS,0,0,0,,,,,,
51370,WEST VIRGINIA,POCAHONTAS,0,0,36,,,,,,
51380,WEST VIRGINIA,PRESTON,0,0,"22,229",,,,,,
51390,WEST VIRGINIA,PUTNAM,0,0,"3,205",,,,,,
51400,WEST VIRGINIA,RALEIGH,"729,492","590,133","320,366",,,,,,
51410,WEST VIRGINIA,RANDOLPH,"9,222","8,817","6,060",,,,,,
51420,WEST VIRGINIA,RITCHIE,"31,578","21,734","12,136",,,,,,
51430,WEST VIRGINIA,ROANE,0,0,"10,075",,,,,,
51440,WEST VIRGINIA,SUMMERS,"18,616","17,100","44,094",,,,,,
51450,WEST VIRGINIA,TAYLOR,"16,038","15,201","2,817",,,,,,
51460,WEST VIRGINIA,TUCKER,0,0,0,,,,,,
51470,WEST VIRGINIA,TYLER,0,0,0,,,,,,
