DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,,,,
24630,MINNESOTA                ,REDWOOD,"4,717",893,"3,423","5,755","3,098",,,,,,,,,,,
24640,MINNESOTA                ,RENVILLE,"-1,938",364,-931,"-1,344","-1,735",,,,,,,,,,,
24650,MINNESOTA                ,RICE,"19,607","10,515","20,138","20,529","16,118",,,,,,,,,,,
24660,MINNESOTA                ,ROCK,"12,384","13,530",-311,-15,-96,,,,,,,,,,,
24670,MINNESOTA                ,ROSEAU,"2,088","6,680","2,826",237,-941,,,,,,,,,,,
24680,MINNESOTA                ,ST. LOUIS,"-145,977","-332,974","-363,446","-329,182","-665,489",,,,,,,,,,,
24690,MINNESOTA                ,SCOTT,"5,583","3,532","1,536",55,"-20,988",,,,,,,,,,,
24700,MINNESOTA                ,SHERBURNE,"-13,000","-7,967","-10,768","-5,212","-19,422",,,,,,,,,,,
24710,MINNESOTA                ,SIBLEY,-152,121,"5,226",-889,"-2,372",,,,,,,,,,,
24720,MINNESOTA                ,STEARNS,"-141,175","-225,711","-212,485","4,856","-10,587",,,,,,,,,,,
24730,MINNESOTA                ,STEELE,"19,860","23,405","34,213","48,534","31,947",,,,,,,,,,,
24740,MINNESOTA                ,STEVENS,"-2,007","-7,886",-957,-261,-520,,,,,,,,,,,
24750,MINNESOTA                ,SWIFT,"-1,050","-4,279","7,804",280,"-2,676",,,,,,,,,,,
24760,MINNESOTA                ,TODD,"-20,648","-21,548","-17,545","-1,524","1,808",,,,,,,,,,,
24770,MINNESOTA                ,TRAVERSE,"7,489","2,264",-335,-69,382,,,,,,,,,,,
24780,MINNESOTA                ,WABASHA,"16,904","22,687","34,837","43,338","36,011",,,,,,,,,,,
24790,MINNESOTA                ,WADENA,"-11,843","-9,278","-1,109","1,055","-1,868",,,,,,,,,,,
24800,MINNESOTA                ,WASECA,"2,045","6,714","12,082","13,234","3,228",,,,,,,,,,,
24810,MINNESOTA                ,WASHINGTON,"3,847","5,508","2,799","-20,764","-42,185",,,,,,,,,,,
24820,MINNESOTA                ,WATONWAN,"1,619","2,702","6,139","7,061","2,827",,,,,,,,,,,
24830,MINNESOTA                ,WILKIN,"24,807","17,063",-91,-288,-245,,,,,,,,,,,
24840,MINNESOTA                ,WINONA,"5,877",560,"24,730","16,399","-8,381",,,,,,,,,,,
24850,MINNESOTA                ,WRIGHT,"-11,039","-10,354","-24,895","3,610","-34,021",,,,,,,,,,,
24860,MINNESOTA                ,YELLOW MEDICINE,"4,678",633,"-1,677",-204,"-5,518",,,,,,,,,,,
25000,MISSISSIPPI              ,ADAMS,"-114,103","-85,086","-43,866","-46,057","-54,491",,,,,,,,,,,
25010,MISSISSIPPI              ,ALCORN,"-288,673","-313,381","-272,901","-100,316","-10,898",,,,,,,,,,,
25020,MISSISSIPPI              ,AMITE,"-22,898","-30,419","-35,090","-26,280","-13,836",,,,,,,,,,,
25030,MISSISSIPPI              ,ATTALA,"-40,494","-55,952","-42,543","-49,219","-25,300",,,,,,,,,,,
25040,MISSISSIPPI              ,BENTON,"-32,738","-35,526","-31,512","-26,782","-15,560",,,,,,,,,,,
25050,MISSISSIPPI              ,BOLIVAR,"-42,684","-46,336","-61,747","-52,762","-27,261",,,,,,,,,,,
25060,MISSISSIPPI              ,CALHOUN,"-22,851","-29,124","-31,026","-20,401","-3,346",,,,,,,,,,,
25070,MISSISSIPPI              ,CARROLL,"-33,394","-24,920","-25,906","-25,098","-21,018",,,,,,,,,,,
25080,MISSISSIPPI              ,CHICKASAW,"-41,133","-50,226","-32,117","-18,445","-3,488",,,,,,,,,,,
25090,MISSISSIPPI              ,CHOCTAW,"-11,266","-19,854","-12,342","-9,645","-6,377",,,,,,,,,,,
25100,MISSISSIPPI              ,CLAIBORNE,"-7,981","-7,534","-7,689","-11,525","-11,830",,,,,,,,,,,
25110,MISSISSIPPI              ,CLARKE,"-58,805","-72,249","-47,067","-37,936","-31,743",,,,,,,,,,,
25120,MISSISSIPPI              ,CLAY,"-21,489","-33,279","-30,747","-11,658","-3,992",,,,,,,,,,,
25130,MISSISSIPPI              ,COAHOMA,"-111,073","-119,636","-98,249","-52,192","-11,374",,,,,,,,,,,
25140,MISSISSIPPI              ,COPIAH,"-81,889","-71,537","-64,453","-86,084","-60,176",,,,,,,,,,,
25150,MISSISSIPPI              ,COVINGTON,"-67,729","-64,552","-45,652","-36,537","-32,641",,,,,,,,,,,
25160,MISSISSIPPI              ,DESOTO,"-187,668","-163,683","-194,133","-153,283","-31,610",,,,,,,,,,,
25170,MISSISSIPPI              ,FORREST,"-292,002","-308,710","-228,069","-157,295","-189,438",,,,,,,,,,,
25180,MISSISSIPPI              ,FRANKLIN,"-13,283","-16,653","-12,762","-13,510","-9,980",,,,,,,,,,,
25190,MISSISSIPPI              ,GEORGE,"-53,100","-59,500","-53,564","-29,148","-4,292",,,,,,,,,,,
25200,MISSISSIPPI              ,GREENE,"-21,330","-20,493","-16,072","-10,814","-12,424",,,,,,,,,,,
25210,MISSISSIPPI              ,GRENADA,"-100,247","-44,835","-47,455","-40,289","-20,217",,,,,,,,,,,
25220,MISSISSIPPI              ,HANCOCK,"-153,853","-158,292","-201,755","-104,750","-99,914",,,,,,,,,,,
25230,MISSISSIPPI              ,HARRISON,"-982,655","-1,022,830","-989,404","-695,350","-625,622",,,,,,,,,,,
25240,MISSISSIPPI              ,HINDS,"-509,305","-600,820","-461,537","-536,071","-456,302",,,,,,,,,,,
25250,MISSISSIPPI              ,HOLMES,"-41,623","-46,754","-40,946","-60,540","-44,831",,,,,,,,,,,
25260,MISSISSIPPI              ,HUMPHREYS,"-22,292","-23,488","-16,844","-34,094","-17,411",,,,,,,,,,,
25270,MISSISSIPPI              ,ISSAQUENA,0,-70,"-1,509","-1,072",-742,,,,,,,,,,,
25280,MISSISSIPPI              ,ITAWAMBA,"-59,669","-49,150","-47,021","-17,146","-3,286",,,,,,,,,,,
25290,MISSISSIPPI              ,JACKSON,"-348,060","-331,985","-224,348","-129,566","-66,523",,,,,,,,,,,
25300,MISSISSIPPI              ,JASPER,"-46,488","-44,061","-34,853","-28,423","-19,433",,,,,,,,,,,
25310,MISSISSIPPI              ,JEFFERSON,"-22,310","-28,068","-10,900","-7,537","-12,533",,,,,,,,,,,
25320,MISSISSIPPI              ,JEFFERSON DAVIS,"-32,610","-35,015","-27,013","-21,580","-30,428",,,,,,,,,,,
25330,MISSISSIPPI              ,JONES,"-149,393","-143,495","-115,236","-71,292","-99,411",,,,,,,,,,,
25340,MISSISSIPPI              ,KEMPER,"-17,412","-24,478","-24,328","-20,330","-8,689",,,,,,,,,,,
25350,MISSISSIPPI              ,LAFAYETTE,"-40,762","-51,881","-55,308","-33,453","-5,254",,,,,,,,,,,
25360,MISSISSIPPI              ,LAMAR,"-103,513","-90,490","-66,933","-38,082","-50,358",,,,,,,,,,,
25370,MISSISSIPPI              ,LAUDERDALE,"-250,884","-266,235","-226,403","-186,495","-138,985",,,,,,,,,,,
25380,MISSISSIPPI              ,LAWRENCE,"-46,143","-50,945","-54,309","-33,076","-28,979",,,,,,,,,,,
25390,MISSISSIPPI              ,LEAKE,"-28,897","-57,844","-44,780","-64,068","-36,725",,,,,,,,,,,
25400,MISSISSIPPI              ,LEE,"-160,555","-236,407","-191,636","-117,739","-15,422",,,,,,,,,,,
25410,MISSISSIPPI              ,LEFLORE,"-107,012","-117,350","-90,835","-117,644","-82,339",,,,,,,,,,,
25420,MISSISSIPPI              ,LINCOLN,"-66,553","-88,176","-64,341","-63,616","-42,641",,,,,,,,,,,
25430,MISSISSIPPI              ,LOWNDES,"-106,069","-132,679","-98,093","-80,945","-42,204",,,,,,,,,,,
25440,MISSISSIPPI              ,MADISON,"-112,936","-120,504","-116,702","-110,934","-89,825",,,,,,,,,,,
25450,MISSISSIPPI              ,MARION,"-95,977","-99,940","-69,269","-51,276","-56,408",,,,,,,,,,,
25460,MISSISSIPPI              ,MARSHALL,"-93,863","-96,624","-93,476","-63,953","-22,159",,,,,,,,,,,
25470,MISSISSIPPI              ,MONROE,"-66,314","-90,377","-61,541","-28,980","-10,085",,,,,,,,,,,
25480,MISSISSIPPI              ,MONTGOMERY,"-24,901","-33,741","-23,816","-18,666","-20,992",,,,,,,,,,,
25490,MISSISSIPPI              ,NESHOBA,"-72,434","-72,715","-73,508","-78,913","-57,587",,,,,,,,,,,
25500,MISSISSIPPI              ,NEWTON,"-96,779","-110,937","-86,073","-89,223","-57,264",,,,,,,,,,,
25510,MISSISSIPPI              ,NOXUBEE,"-19,974","-24,316","-21,509","-12,087","-17,186",,,,,,,,,,,
25520,MISSISSIPPI              ,OKTIBBEHA,"-28,366","-36,765","-37,228","-23,980","-12,043",,,,,,,,,,,
25530,MISSISSIPPI              ,PANOLA,"-89,186","-88,711","-83,856","-53,860","-12,865",,,,,,,,,,,
25540,MISSISSIPPI              ,PEARL RIVER,"-145,418","-150,205","-116,658","-104,130","-61,182",,,,,,,,,,,
25550,MISSISSIPPI              ,PERRY,"-50,001","-63,399","-34,823","-24,018","-26,930",,,,,,,,,,,
25560,MISSISSIPPI              ,PIKE,"-102,923","-140,856","-168,473","-113,085","-66,881",,,,,,,,,,,
25570,MISSISSIPPI              ,PONTOTOC,"-54,458","-59,245","-63,039","-30,298","-18,669",,,,,,,,,,,
25580,MISSISSIPPI              ,PRENTISS,"-107,217","-130,304","-112,839","-70,971","-5,105",,,,,,,,,,,
25590,MISSISSIPPI              ,QUITMAN,"-15,059","-29,003","-21,365","-10,454","-2,993",,,,,,,,,,,
25600,MISSISSIPPI              ,RANKIN,"-256,444","-283,592","-217,374","-213,525","-169,722",,,,,,,,,,,
25610,MISSISSIPPI              ,SCOTT,"-59,117","-92,618","-61,099","-86,029","-55,802",,,,,,,,,,,
25620,MISSISSIPPI              ,SHARKEY,"-9,237","-13,895","-8,980","-6,797","-4,723",,,,,,,,,,,
25630,MISSISSIPPI              ,SIMPSON,"-56,335","-69,042","-60,949","-72,240","-51,366",,,,,,,,,,,
25640,MISSISSIPPI              ,SMITH,"-37,776","-33,805","-31,348","-21,910","-14,454",,,,,,,,,,,
25650,MISSISSIPPI              ,STONE,"-72,960","-79,340","-48,123","-36,613","-49,413",,,,,,,,,,,
25660,MISSISSIPPI              ,SUNFLOWER,"-19,989","-25,996","-32,894","-30,554","-18,263",,,,,,,,,,,
25670,MISSISSIPPI              ,TALLAHATCHIE,"-26,457","-32,735","-34,688","-30,990","-6,928",,,,,,,,,,,
25680,MISSISSIPPI              ,TATE,"-62,845","-48,162","-57,512","-39,213","-9,556",,,,,,,,,,,
25690,MISSISSIPPI              ,TIPPAH,"-110,443","-97,164","-96,604","-53,680","-17,250",,,,,,,,,,,
25700,MISSISSIPPI              ,TISHOMINGO,"-120,992","-134,419","-111,028","-38,870","-4,187",,,,,,,,,,,
25710,MISSISSIPPI              ,TUNICA,"-27,273","-29,067","-23,796","-18,064","-4,211",,,,,,,,,,,
25720,MISSISSIPPI              ,UNION,"-120,913","-131,563","-119,450","-89,293","-62,054",,,,,,,,,,,
25730,MISSISSIPPI              ,WALTHALL,"-34,553","-40,476","-34,029","-32,340","-9,311",,,,,,,,,,,
25740,MISSISSIPPI              ,WARREN,"-43,418","-51,594","-43,961","-39,803","-43,667",,,,,,,,,,,
25750,MISSISSIPPI              ,WASHINGTON,"-57,253","-4,510","-86,784","-41,813","-9,721",,,,,,,,,,,
25760,MISSISSIPPI              ,WAYNE,"-32,459","-65,269","-33,341","-13,479","-19,697",,,,,,,,,,,
25770,MISSISSIPPI              ,WEBSTER,"-19,731","-27,120","-19,635","-14,272","-2,698",,,,,,,,,,,
25780,MISSISSIPPI              ,WILKINSON,"-16,334","-15,676","-14,337","-20,987","-9,682",,,,,,,,,,,
25790,MISSISSIPPI              ,WINSTON,"-49,377","-36,210","-37,460","-37,340","-15,567",,,,,,,,,,,
25800,MISSISSIPPI              ,YALOBUSHA,"-36,165","-43,152","-36,914","-24,636","-3,989",,,,,,,,,,,
25810,MISSISSIPPI              ,YAZOO,"-52,877","-50,247","-49,802","-69,442","-37,820",,,,,,,,,,,
26000,MISSOURI                 ,ADAIR,"-11,667","-8,015","1,185","6,567","-3,149",,,,,,,,,,,
26010,MISSOURI                 ,ANDREW,"-1,891","-3,811","-5,449","-4,270","-3,901",,,,,,,,,,,
26020,MISSOURI                 ,ATCHISON,599,"-1,104","-1,340","-3,349","-3,260",,,,,,,,,,,
26030,MISSOURI                 ,AUDRAIN,"-6,964","-12,303","9,855","13,177",613,,,,,,,,,,,
26040,MISSOURI                 ,BARRY,"-32,211","-11,361","-18,940","-49,348","-29,387",,,,,,,,,,,
26050,MISSOURI                 ,BARTON,"-44,394","-1,580",-608,"2,404","16,088",,,,,,,,,,,
26060,MISSOURI                 ,BATES,"-31,098","-17,754","-15,771","-13,680","-11,371",,,,,,,,,,,
26070,MISSOURI                 ,BENTON,"-35,700","-33,163","-10,116","-16,415","-15,064",,,,,,,,,,,
26080,MISSOURI                 ,BOLLINGER,"18,029","11,500","18,732","10,830","-2,341",,,,,,,,,,,
26090,MISSOURI                 ,BOONE,"-126,536","-163,925","67,219","100,211","-9,395",,,,,,,,,,,
26100,MISSOURI                 ,BUCHANAN,"-21,012","-29,206","-30,158","-40,364","-28,576",,,,,,,,,,,
26110,MISSOURI                 ,BUTLER,"-18,522","-70,102","22,404","15,126","-18,471",,,,,,,,,,,
26120,MISSOURI                 ,CALDWELL,"-9,416","-15,500","-10,532","-9,459","-4,340",,,,,,,,,,,
26130,MISSOURI                 ,CALLAWAY,"-78,289","-77,374","3,464","17,986",539,,,,,,,,,,,
26140,MISSOURI                 ,CAMDEN,"-79,027","-87,971","-34,015","-25,253","-32,970",,,,,,,,,,,
26150,MISSOURI                 ,CAPE GIRARDEAU,"86,344","41,582","80,499","33,121","-22,882",,,,,,,,,,,
26160,MISSOURI                 ,CARROLL,"-5,506","-12,039","-7,387","-4,647","-4,978",,,,,,,,,,,
26170,MISSOURI                 ,CARTER,"-2,926","-10,352","4,047",-764,"-1,870",,,,,,,,,,,
26180,MISSOURI                 ,CASS,"-33,701","-69,221","-59,938","-56,860","-40,217",,,,,,,,,,,
26190,MISSOURI                 ,CEDAR,"-20,089","-4,846","-7,902","-13,279","-2,272",,,,,,,,,,,
26200,MISSOURI                 ,CHARITON,"-2,194","-4,100","3,096","1,569",798,,,,,,,,,,,
26210,MISSOURI                 ,CHRISTIAN,"-29,411","-32,113","-45,168","-86,444","-48,994",,,,,,,,,,,
26220,MISSOURI                 ,CLARK,"-7,112","-3,078","-1,231","-4,033","-1,334",,,,,,,,,,,
26230,MISSOURI                 ,CLAY,"-166,709","-243,034","-240,980","-208,218","-150,262",,,,,,,,,,,
26240,MISSOURI                 ,CLINTON,"-22,779","-22,598","-24,314","-15,449","-11,708",,,,,,,,,,,
26250,MISSOURI                 ,COLE,"-165,868","-112,831","-27,541","1,634","4,097",,,,,,,,,,,
26260,MISSOURI                 ,COOPER,"-19,886","-19,375","6,234","11,409",254,,,,,,,,,,,
26270,MISSOURI                 ,CRAWFORD,"18,250","17,886","22,641","5,698","-5,044",,,,,,,,,,,
26280,MISSOURI                 ,DADE,"-5,258","-2,238","-2,983","-13,765","-3,503",,,,,,,,,,,
26290,MISSOURI                 ,DALLAS,"-8,686","-11,263","-11,964","-29,519","-14,758",,,,,,,,,,,
26300,MISSOURI                 ,DAVIESS,"-7,283","-3,400","-6,481","-5,674","-8,237",,,,,,,,,,,
26310,MISSOURI                 ,DEKALB,"-2,123","-5,892","-2,722","-5,590","-2,383",,,,,,,,,,,
26320,MISSOURI                 ,DENT,363,"-1,392","3,220","-1,797","-6,706",,,,,,,,,,,
26330,MISSOURI                 ,DOUGLAS,"-5,473","-6,365","-4,987","-12,045","-11,043",,,,,,,,,,,
26340,MISSOURI                 ,DUNKLIN,"-53,068","-45,518","-10,731","2,582",-454,,,,,,,,,,,
26350,MISSOURI                 ,FRANKLIN,"92,241","75,871","69,112","35,809","-28,253",,,,,,,,,,,
26360,MISSOURI                 ,GASCONADE,-649,"-4,102","8,432","8,911","-3,298",,,,,,,,,,,
26370,MISSOURI                 ,GENTRY,-481,"-1,920","-1,933","-2,120","-2,578",,,,,,,,,,,
26380,MISSOURI                 ,GREENE,"-197,707","-185,814","-219,771","-434,030","-284,062",,,,,,,,,,,
26390,MISSOURI                 ,GRUNDY,"-6,944","-6,699","-6,226","-7,686","-5,075",,,,,,,,,,,
26400,MISSOURI                 ,HARRISON,"-6,919","-6,742","-6,749","-10,262","-7,657",,,,,,,,,,,
26410,MISSOURI                 ,HENRY,"-26,240","-47,478","-35,648","-36,116","-27,312",,,,,,,,,,,
26411,MISSOURI                 ,HICKORY,"-8,002","-7,110","-3,197","-8,496","-8,470",,,,,,,,,,,
26412,MISSOURI                 ,HOLT,-705,"-1,800","-2,235","-2,079",-526,,,,,,,,,,,
26440,MISSOURI                 ,HOWARD,"-6,097","-9,895","2,343","8,559","1,521",,,,,,,,,,,
26450,MISSOURI                 ,HOWELL,"-17,980","-24,310","-16,757","-27,923","-16,164",,,,,,,,,,,
26460,MISSOURI                 ,IRON,"13,282","5,123","1,638","-7,928","-17,145",,,,,,,,,,,
26470,MISSOURI                 ,JACKSON,"-782,572","-1,100,076","-1,013,367","-897,919","-586,959",,,,,,,,,,,
26480,MISSOURI                 ,JASPER,"-629,764","103,905","69,056","145,352","400,617",,,,,,,,,,,
26490,MISSOURI                 ,JEFFERSON,"189,791","147,446","150,691","59,508","-59,339",,,,,,,,,,,
26500,MISSOURI                 ,JOHNSON,"-24,462","-43,533","-27,562","-30,623","-18,162",,,,,,,,,,,
26510,MISSOURI                 ,KNOX,"-3,731","-2,492",423,"1,158",-723,,,,,,,,,,,
26520,MISSOURI                 ,LACLEDE,"-25,828","-17,793","-16,785","-50,922","-28,492",,,,,,,,,,,
26530,MISSOURI                 ,LAFAYETTE,"-22,607","-37,541","-29,060","-27,537","-20,246",,,,,,,,,,,
26540,MISSOURI                 ,LAWRENCE,"-25,999","-21,771","-16,523","-40,953","-27,002",,,,,,,,,,,
26541,MISSOURI                 ,LEWIS,-887,-647,-358,494,-610,,,,,,,,,,,
26560,MISSOURI                 ,LINCOLN,"42,897","34,933","42,775","14,008","-12,907",,,,,,,,,,,
26570,MISSOURI                 ,LINN,"-8,136","-14,344",-79,309,"-4,474",,,,,,,,,,,
26580,MISSOURI                 ,LIVINGSTON,"-10,475","-23,260","-13,336","-9,354","-10,235",,,,,,,,,,,
26590,MISSOURI                 ,MCDONALD,"-63,336","4,746","7,578","-4,506","41,777",,,,,,,,,,,
26600,MISSOURI                 ,MACON,"-7,082","-8,051","6,303","10,125",-675,,,,,,,,,,,
26601,MISSOURI                 ,MADISON,"12,314","5,733","5,773","-10,618","-17,441",,,,,,,,,,,
26620,MISSOURI                 ,MARIES,"-11,598","-14,548","-2,239","-5,490",-191,,,,,,,,,,,
26630,MISSOURI                 ,MARION,"-3,573","-2,843","12,492","3,950","-3,516",,,,,,,,,,,
26631,MISSOURI                 ,MERCER,"-1,376","-5,171","-3,106","-3,026","-2,254",,,,,,,,,,,
26650,MISSOURI                 ,MILLER,"-64,597","-49,444","-12,984","-8,358","-11,479",,,,,,,,,,,
26660,MISSOURI                 ,MISSISSIPPI,"20,391","10,497","19,304","7,803","-2,344",,,,,,,,,,,
26670,MISSOURI                 ,MONITEAU,"-19,982","-13,867","-4,277",-637,"1,705",,,,,,,,,,,
26680,MISSOURI                 ,MONROE,"-4,009","-5,239","4,125","5,651","-1,642",,,,,,,,,,,
26690,MISSOURI                 ,MONTGOMERY,"-1,889","-3,230","16,314","7,504","-2,110",,,,,,,,,,,
26700,MISSOURI                 ,MORGAN,"-57,637","-50,154","-17,322","-9,379","-6,402",,,,,,,,,,,
26710,MISSOURI                 ,NEW MADRID,"14,174","11,795","19,350","5,603",721,,,,,,,,,,,
26720,MISSOURI                 ,NEWTON,"-137,122","6,480","4,489","22,701","90,796",,,,,,,,,,,
26730,MISSOURI                 ,NODAWAY,"-4,422","-1,926","-3,911","-3,820","2,750",,,,,,,,,,,
26740,MISSOURI                 ,OREGON,"-3,260","-4,723","-2,651","-5,961","-4,230",,,,,,,,,,,
26750,MISSOURI                 ,OSAGE,"-29,703","-18,231","-2,228",-950,"1,123",,,,,,,,,,,
26751,MISSOURI                 ,OZARK,"-4,761","-2,472","-6,863","-6,553","-2,205",,,,,,,,,,,
26770,MISSOURI                 ,PEMISCOT,"-44,941","-28,946","-4,164",-722,740,,,,,,,,,,,
26780,MISSOURI                 ,PERRY,"17,247","7,879","12,653","2,258","-1,574",,,,,,,,,,,
26790,MISSOURI                 ,PETTIS,"-38,932","-39,152","-3,722","5,148","-7,854",,,,,,,,,,,
26800,MISSOURI                 ,PHELPS,"-5,556","-2,931","13,148",-489,"-10,605",,,,,,,,,,,
26810,MISSOURI                 ,PIKE,"11,483","6,043","11,827","4,749","-3,568",,,,,,,,,,,
26820,MISSOURI                 ,PLATTE,"-42,319","-70,082","-50,327","-34,547","-35,490",,,,,,,,,,,
26821,MISSOURI                 ,POLK,"-13,433","-13,426","-25,942","-41,250","-24,502",,,,,,,,,,,
26840,MISSOURI                 ,PULASKI,"-19,178","-12,852","-6,548","-11,897","-17,301",,,,,,,,,,,
26850,MISSOURI                 ,PUTNAM,"-5,036","-1,136","-4,725",187,-545,,,,,,,,,,,
26860,MISSOURI                 ,RALLS,152,-293,"2,515","1,029",132,,,,,,,,,,,
26870,MISSOURI                 ,RANDOLPH,"-31,313","-37,380","11,617","23,449","-3,740",,,,,,,,,,,
26880,MISSOURI                 ,RAY,"-27,977","-34,266","-27,226","-23,354","-14,354",,,,,,,,,,,
26881,MISSOURI                 ,REYNOLDS,"3,260",-653,"3,137",452,"-2,100",,,,,,,,,,,
26900,MISSOURI                 ,RIPLEY,"-16,496","-27,099","9,406","5,349","-5,375",,,,,,,,,,,
26910,MISSOURI                 ,ST. CHARLES,"148,187","105,606","144,055","50,473","-53,864",,,,,,,,,,,
26911,MISSOURI                 ,ST. CLAIR,"-9,176","-12,930","-8,983","-14,678","-8,697",,,,,,,,,,,
26930,MISSOURI                 ,ST. FRANCOIS,"8,661","25,900","-4,312","-120,633","-162,749",,,,,,,,,,,
26940,MISSOURI                 ,ST. LOUIS,"727,378","552,546","596,376","219,970","-212,238",,,,,,,,,,,
26950,MISSOURI                 ,ST. LOUIS CITY,"479,566","349,690","371,811","143,186","-135,776",,,,,,,,,,,
26960,MISSOURI                 ,STE. GENEVIEVE,"10,045","6,001","12,162","1,321","-5,479",,,,,,,,,,,
26970,MISSOURI                 ,SALINE,"-30,315","-24,694","-1,311","7,842","-1,898",,,,,,,,,,,
26980,MISSOURI                 ,SCHUYLER,"1,211",-537,"1,597","2,163",205,,,,,,,,,,,
26981,MISSOURI                 ,SCOTLAND,-54,-753,"1,020","-4,492","-2,365",,,,,,,,,,,
26982,MISSOURI                 ,SCOTT,"48,648","35,009","42,513","21,123","-6,217",,,,,,,,,,,
26983,MISSOURI                 ,SHANNON,"-4,932","-3,939","-3,021","-8,780","-2,358",,,,,,,,,,,
26984,MISSOURI                 ,SHELBY,"-4,082","-3,830","1,669","2,969",262,,,,,,,,,,,
26985,MISSOURI                 ,STODDARD,"23,385","6,577","29,787","9,833","-3,706",,,,,,,,,,,
26986,MISSOURI                 ,STONE,"-16,722","-17,969","-9,566","-27,404","-17,139",,,,,,,,,,,
26987,MISSOURI                 ,SULLIVAN,"-5,910","-2,807","-1,939","1,510",-40,,,,,,,,,,,
26988,MISSOURI                 ,TANEY,"-19,769","-18,681","-17,579","-44,550","-26,698",,,,,,,,,,,
26989,MISSOURI                 ,TEXAS,"-9,602","-7,820","-4,360","-19,739","-16,061",,,,,,,,,,,
26990,MISSOURI                 ,VERNON,"-61,897",-91,"-9,627","-9,693","19,708",,,,,,,,,,,
26991,MISSOURI                 ,WARREN,"26,426","19,033","15,736","4,058","-7,053",,,,,,,,,,,
26992,MISSOURI                 ,WASHINGTON,"20,631","19,515","22,232","1,679","-18,206",,,,,,,,,,,
26993,MISSOURI                 ,WAYNE,-327,"-6,796","16,027","11,809","-7,738",,,,,,,,,,,
26994,MISSOURI                 ,WEBSTER,"-24,381","-28,444","-20,720","-48,945","-33,277",,,,,,,,,,,
26995,MISSOURI                 ,WORTH,-421,258,650,671,-137,,,,,,,,,,,
26996,MISSOURI                 ,WRIGHT,"-10,781","-17,402","-14,608","-34,033","-29,999",,,,,,,,,,,
27000,MONTANA                  ,BEAVERHEAD,"5,736","17,470",80,148,-217,,,,,,,,,,,
27010,MONTANA                  ,BIG HORN,"45,925","30,727",-118,0,-245,,,,,,,,,,,
27020,MONTANA                  ,BLAINE,"6,152","4,994",0,0,-462,,,,,,,,,,,
27030,MONTANA                  ,BROADWATER,"2,580","1,492",372,285,-12,,,,,,,,,,,
27040,MONTANA                  ,CARBON,"25,745","23,484",-50,0,"1,413",,,,,,,,,,,
27050,MONTANA                  ,CARTER,463,0,0,0,0,,,,,,,,,,,
27060,MONTANA                  ,CASCADE,"18,314","19,581","2,618","8,605","2,082",,,,,,,,,,,
27070,MONTANA                  ,CHOUTEAU,"4,121",353,0,0,0,,,,,,,,,,,
27080,MONTANA                  ,CUSTER,"15,886","9,941",113,-923,-251,,,,,,,,,,,
27090,MONTANA                  ,DANIELS,"2,182",0,0,0,0,,,,,,,,,,,
27100,MONTANA                  ,DAWSON,"24,473","2,599",-58,-106,-14,,,,,,,,,,,
27110,MONTANA                  ,DEER LODGE,"12,181","14,230","1,896","2,874",988,,,,,,,,,,,
27120,MONTANA                  ,FALLON,"1,030","1,567",0,0,0,,,,,,,,,,,
27130,MONTANA                  ,FERGUS,"12,762","5,320",0,-8,-17,,,,,,,,,,,
27140,MONTANA                  ,FLATHEAD,"26,160","27,893","1,408","11,717","5,635",,,,,,,,,,,
27150,MONTANA                  ,GALLATIN,"17,668","11,302","1,224",591,-424,,,,,,,,,,,
27160,MONTANA                  ,GARFIELD,516,0,0,0,0,,,,,,,,,,,
27170,MONTANA                  ,GLACIER,"17,573","3,013",334,-994,-863,,,,,,,,,,,
27180,MONTANA                  ,GOLDEN VALLEY,"4,369","3,889",0,94,0,,,,,,,,,,,
27190,MONTANA                  ,GRANITE,"2,378","4,941",99,125,0,,,,,,,,,,,
27200,MONTANA                  ,HILL,"3,973","3,610",-1,"2,853",-149,,,,,,,,,,,
27210,MONTANA                  ,JEFFERSON,"3,845","7,376",0,"1,708","1,333",,,,,,,,,,,
27220,MONTANA                  ,JUDITH BASIN,"1,301","3,132",0,-119,0,,,,,,,,,,,
27230,MONTANA                  ,LAKE,"56,928","54,983","2,704","6,054","1,207",,,,,,,,,,,
27240,MONTANA                  ,LEWIS AND CLARK,"20,564","29,572","6,482","3,543","4,285",,,,,,,,,,,
27250,MONTANA                  ,LIBERTY,254,986,0,-346,0,,,,,,,,,,,
27260,MONTANA                  ,LINCOLN,"8,780","14,134","8,457","13,665","4,771",,,,,,,,,,,
27270,MONTANA                  ,MCCONE,0,"2,899",0,0,0,,,,,,,,,,,
27280,MONTANA                  ,MADISON,"2,966",476,"1,159","1,675",415,,,,,,,,,,,
27290,MONTANA                  ,MEAGHER,"1,754",558,"9,435",-24,-144,,,,,,,,,,,
27300,MONTANA                  ,MINERAL,"12,985","5,096","1,505",-158,0,,,,,,,,,,,
27310,MONTANA                  ,MISSOULA,"289,840","163,209","6,157","41,160","7,953",,,,,,,,,,,
