"IPPS and OPPS Wage Indices by Fiscal Year 
Note: ""A"" and ""B"" designation indicate that there was a mid-year change in the index due to change in claims processor during the year.",,,,,,,,,,
SSACD,State,County,CBSA 2015,IPPS Wage 2009,IPPS Wage 2010 A,IPPS Wage 2010 B,IPPS Wage 2011,IPPS Wage 2012,IPPS Wage 2013,IPPS Wage 2015
34170,NC,CATAWBA,25860,0.8914,0.8937,0.8937,0.8608,0.8765,0.8554,0.8369
34180,NC,CHATHAM,20500,0.9659,0.9590,0.9590,0.9615,0.9588,0.9419,0.9675
34190,NC,CHEROKEE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34200,NC,CHOWAN,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34210,NC,CLAY,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34220,NC,CLEVELAND,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34230,NC,COLUMBUS,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34240,NC,CRAVEN,35100,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8822
34250,NC,CUMBERLAND,22180,0.9888,0.9458,0.9458,0.9407,0.9522,0.9036,0.8314
34251,NC,CURRITUCK,47260,0.8844,0.8930,0.8930,0.8910,0.8949,0.9094,0.9068
34270,NC,DARE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34280,NC,DAVIDSON,49180,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8669
34290,NC,DAVIE,49180,0.8981,0.8960,0.8960,0.8930,0.8332,0.8639,0.8669
34300,NC,DUPLIN,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34310,NC,DURHAM,20500,0.9659,0.9590,0.9590,0.9615,0.9588,0.9419,0.9675
34320,NC,EDGECOMBE,40580,0.9036,0.8910,0.8910,0.9078,0.9140,0.8879,0.8742
34330,NC,FORSYTH,49180,0.8981,0.8960,0.8960,0.8930,0.8332,0.8639,0.8669
34340,NC,FRANKLIN,39580,0.9645,0.9535,0.9535,0.9665,0.9460,0.9357,0.8865
34350,NC,GASTON,16740,0.9534,0.9315,0.9315,0.9254,0.9116,0.9011,0.8937
34360,NC,GATES,47260,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.9068
34370,NC,GRAHAM,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34380,NC,GRANVILLE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34390,NC,GREENE,NA,0.9314,0.9346,0.9346,0.9298,0.9564,0.9758,0.7931
34400,NC,GUILFORD,24660,0.9108,0.9151,0.9151,0.8952,0.8828,0.8629,0.8506
34410,NC,HALIFAX,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34420,NC,HARNETT,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34430,NC,HAYWOOD,11700,0.9159,0.9082,0.9082,0.9011,0.8896,0.8322,0.8396
34440,NC,HENDERSON,11700,0.9159,0.9082,0.9082,0.9011,0.8896,0.8322,0.8396
34450,NC,HERTFORD,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34460,NC,HOKE,22180,0.9888,0.9458,0.9458,0.9407,0.9522,0.9036,0.8314
34470,NC,HYDE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34480,NC,IREDELL,16740,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8937
34490,NC,JACKSON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34500,NC,JOHNSTON,39580,0.9645,0.9535,0.9535,0.9665,0.9460,0.9357,0.8865
34510,NC,JONES,35100,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8822
34520,NC,LEE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34530,NC,LENOIR,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34540,NC,LINCOLN,16740,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8937
34550,NC,MC DOWELL,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34560,NC,MACON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34570,NC,MADISON,11700,0.9159,0.9082,0.9082,0.9011,0.8896,0.8322,0.8396
34580,NC,MARTIN,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34590,NC,MECKLENBURG,16740,0.9534,0.9315,0.9315,0.9254,0.9116,0.9011,0.8937
34600,NC,MITCHELL,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34610,NC,MONTGOMERY,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34620,NC,MOORE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34630,NC,NASH,40580,0.9036,0.8910,0.8910,0.9078,0.9140,0.8879,0.8742
34640,NC,NEW HANOVER,48900,0.9055,0.9125,0.9125,0.9278,0.9165,0.9093,0.8824
34650,NC,NORTHAMPTON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34660,NC,ONSLOW,27340,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34670,NC,ORANGE,20500,0.9659,0.9590,0.9590,0.9615,0.9588,0.9419,0.9675
34680,NC,PAMLICO,35100,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8822
34690,NC,PASQUOTANK,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34700,NC,PENDER,48900,0.9055,0.9125,0.9125,0.9278,0.9165,0.9093,0.8824
34710,NC,PERQUIMANS,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34720,NC,PERSON,20500,0.9659,0.9590,0.9590,0.9615,0.9588,0.9419,0.9675
34730,NC,PITT,24780,0.9314,0.9346,0.9346,0.9298,0.9564,0.9758,0.9408
34740,NC,POLK,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34750,NC,RANDOLPH,24660,0.9108,0.9151,0.9151,0.8952,0.8828,0.8629,0.8506
34760,NC,RICHMOND,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34770,NC,ROBESON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34780,NC,ROCKINGHAM,24660,0.9108,0.9151,0.9151,0.8952,0.8828,0.8629,0.8506
34790,NC,ROWAN,16740,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.8937
34800,NC,RUTHERFORD,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34810,NC,SAMPSON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34820,NC,SCOTLAND,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34830,NC,STANLY,16740,0.9534,0.9315,0.9315,0.9254,0.9116,0.9011,0.8937
34840,NC,STOKES,49180,0.8981,0.8960,0.8960,0.8930,0.8332,0.8639,0.8669
34850,NC,SURRY,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34860,NC,SWAIN,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34870,NC,TRANSYLVANIA,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34880,NC,TYRRELL,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34890,NC,UNION,16740,0.9534,0.9315,0.9315,0.9254,0.9116,0.9011,0.8937
34900,NC,VANCE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34910,NC,WAKE,39580,0.9645,0.9535,0.9535,0.9665,0.9460,0.9357,0.8865
34920,NC,WARREN,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34930,NC,WASHINGTON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34940,NC,WATAUGA,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34950,NC,WAYNE,24140,0.9126,0.9241,0.9241,0.9235,0.8849,0.8510,0.8661
34960,NC,WILKES,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34970,NC,WILSON,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34980,NC,YADKIN,49180,0.8981,0.8960,0.8960,0.8930,0.8332,0.8639,0.8669
34981,NC,YANCEY,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
34999,NC,STATEWIDE,NA,0.8600,0.8605,0.8605,0.8434,0.8332,0.8261,0.7931
35000,ND,ADAMS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35010,ND,BARNES,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35020,ND,BENSON,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35030,ND,BILLINGS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35040,ND,BOTTINEAU,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35050,ND,BOWMAN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35060,ND,BURKE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35070,ND,BURLEIGH,13900,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35080,ND,CASS,22020,0.8229,0.8325,0.8339,1.0000,1.0000,1.0000,1.0000
35090,ND,CAVALIER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35100,ND,DICKEY,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35110,ND,DIVIDE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35120,ND,DUNN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35130,ND,EDDY,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35140,ND,EMMONS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35150,ND,FOSTER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35160,ND,GOLDEN VALLEY,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35170,ND,GRAND FORKS,24220,0.7725,0.8055,0.8069,1.0000,1.0000,1.0000,1.0000
35180,ND,GRANT,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35190,ND,GRIGGS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35200,ND,HETTINGER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35210,ND,KIDDER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35220,ND,LA MOURE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35230,ND,LOGAN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35240,ND,MCHENRY,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35250,ND,MCINTOSH,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35260,ND,MCKENZIE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35270,ND,MCLEAN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35280,ND,MERCER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35290,ND,MORTON,13900,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35300,ND,MOUNTRAIL,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35310,ND,NELSON,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35320,ND,OLIVER,13900,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35330,ND,PEMBINA,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35340,ND,PIERCE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35350,ND,RAMSEY,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35360,ND,RANSOM,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35370,ND,RENVILLE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35380,ND,RICHLAND,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35390,ND,ROLETTE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35400,ND,SARGENT,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35410,ND,SHERIDAN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35420,ND,SIOUX,13900,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35430,ND,SLOPE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35440,ND,STARK,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35450,ND,STEELE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35460,ND,STUTSMAN,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35470,ND,TOWNER,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35480,ND,TRAILL,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35490,ND,WALSH,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35500,ND,WARD,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35510,ND,WELLS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35520,ND,WILLIAMS,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
35999,ND,STATEWIDE,NA,0.7336,0.7968,0.7982,1.0000,1.0000,1.0000,1.0000
36000,OH,ADAMS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36010,OH,ALLEN,30620,0.9272,0.9340,0.9340,0.9222,0.9333,0.9090,0.9180
36020,OH,ASHLAND,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36030,OH,ASHTABULA,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36040,OH,ATHENS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36050,OH,AUGLAIZE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36060,OH,BELMONT,48540,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36070,OH,BROWN,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
36080,OH,BUTLER,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
36090,OH,CARROLL,15940,0.8819,0.8661,0.8661,0.8582,0.8772,0.8623,0.8360
36100,OH,CHAMPAIGN,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36110,OH,CLARK,44220,0.8717,0.8939,0.8939,0.8965,0.8723,0.9155,0.8596
36120,OH,CLERMONT,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
36130,OH,CLINTON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36140,OH,COLUMBIANA,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36150,OH,COSHOCTON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36160,OH,CRAWFORD,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36170,OH,CUYAHOGA,17460,0.9248,0.8934,0.8934,0.9051,0.8944,0.8996,0.9127
36190,OH,DARKE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36200,OH,DEFIANCE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36210,OH,DELAWARE,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36220,OH,ERIE,NA,0.8801,0.8790,0.8790,0.8579,0.8452,0.8458,0.8360
36230,OH,FAIRFIELD,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36240,OH,FAYETTE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36250,OH,FRANKLIN,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36260,OH,FULTON,45780,0.9243,0.9455,0.9456,0.9340,0.9105,0.8946,0.9017
36270,OH,GALLIA,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36280,OH,GEAUGA,17460,0.9248,0.8934,0.8934,0.9051,0.8944,0.8996,0.9127
36290,OH,GREENE,19380,0.9295,0.9220,0.9220,0.9138,0.9280,0.9066,0.8831
36300,OH,GUERNSEY,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36310,OH,HAMILTON,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
36330,OH,HANCOCK,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36340,OH,HARDIN,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36350,OH,HARRISON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36360,OH,HENRY,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36370,OH,HIGHLAND,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36380,OH,HOCKING,18140,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.9444
36390,OH,HOLMES,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36400,OH,HURON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36410,OH,JACKSON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36420,OH,JEFFERSON,48260,,,,0.8558,0.8452,0.8458,0.8360
36430,OH,KNOX,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36440,OH,LAKE,17460,0.9248,0.8934,0.8934,0.9051,0.8944,0.8996,0.9127
36450,OH,LAWRENCE,26580,0.9089,0.9025,0.9025,0.8877,0.8819,0.8492,0.8693
36460,OH,LICKING,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36470,OH,LOGAN,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36480,OH,LORAIN,17460,0.9248,0.8934,0.8934,0.9051,0.8944,0.8996,0.9127
36490,OH,LUCAS,45780,0.9243,0.9455,0.9456,0.9340,0.9105,0.8946,0.9017
36500,OH,MADISON,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36510,OH,MAHONING,49660,0.8904,0.8662,0.8662,0.8597,0.8452,0.8458,0.8360
36520,OH,MARION,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36530,OH,MEDINA,17460,0.9248,0.8934,0.8934,0.9051,0.8944,0.8996,0.9127
36540,OH,MEIGS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36550,OH,MERCER,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36560,OH,MIAMI,19380,0.9295,0.9220,0.9220,0.9138,0.9280,0.9066,0.8831
36570,OH,MONROE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36580,OH,MONTGOMERY,19380,0.9295,0.9220,0.9220,0.9138,0.9280,0.9066,0.8831
36590,OH,MORGAN,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36600,OH,MORROW,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36610,OH,MUSKINGUM,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36620,OH,NOBLE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36630,OH,OTTAWA,NA,0.9243,0.9455,0.9456,0.9340,0.9105,0.8946,0.8360
36640,OH,PAULDING,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36650,OH,PERRY,18140,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.9444
36660,OH,PICKAWAY,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36670,OH,PIKE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36680,OH,PORTAGE,10420,0.8821,0.8839,0.8839,0.8817,0.8789,0.8606,0.8404
36690,OH,PREBLE,NA,0.9295,0.9220,0.9220,0.9138,0.9280,0.9066,0.8360
36700,OH,PUTNAM,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36710,OH,RICHLAND,31900,0.9267,0.9073,0.9073,0.8884,0.9068,0.8856,0.8510
36720,OH,ROSS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36730,OH,SANDUSKY,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36740,OH,SCIOTO,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36750,OH,SENECA,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36760,OH,SHELBY,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36770,OH,STARK,15940,0.8819,0.8661,0.8661,0.8582,0.8772,0.8623,0.8360
36780,OH,SUMMIT,10420,0.8821,0.8839,0.8839,0.8817,0.8789,0.8606,0.8404
36790,OH,TRUMBULL,49660,0.8905,0.8665,0.8667,0.8597,0.8461,0.8320,0.8344
36800,OH,TUSCARAWAS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36810,OH,UNION,18140,0.9884,1.0105,1.0105,1.0127,0.9982,0.9691,0.9444
36820,OH,VAN WERT,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36830,OH,VINTON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36840,OH,WARREN,17140,0.9560,0.9395,0.9395,0.9589,0.9333,0.9319,0.9260
36850,OH,WASHINGTON,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36860,OH,WAYNE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36870,OH,WILLIAMS,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36880,OH,WOOD,45780,0.9243,0.9455,0.9456,0.9340,0.9105,0.8946,0.9017
36890,OH,WYANDOT,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
36999,OH,STATEWIDE,NA,0.8570,0.8515,0.8516,0.8558,0.8452,0.8458,0.8360
37000,OK,ADAIR,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37010,OK,ALFALFA,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37020,OK,ATOKA,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37030,OK,BEAVER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37040,OK,BECKHAM,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37050,OK,BLAINE,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37060,OK,BRYAN,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37070,OK,CADDO,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37080,OK,CANADIAN,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37090,OK,CARTER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37100,OK,CHEROKEE,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37110,OK,CHOCTAW,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37120,OK,CIMARRON,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37130,OK,CLEVELAND,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37140,OK,COAL,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37150,OK,COMANCHE,30020,0.8598,0.8153,0.8153,0.8574,0.8850,0.8433,0.7977
37160,OK,COTTON,30020,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7977
37170,OK,CRAIG,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37180,OK,CREEK,46140,0.8607,0.8758,0.8758,0.8865,0.8431,0.8143,0.7938
37190,OK,CUSTER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37200,OK,DELAWARE,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37210,OK,DEWEY,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37220,OK,ELLIS,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37230,OK,GARFIELD,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37240,OK,GARVIN,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37250,OK,GRADY,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37260,OK,GRANT,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37270,OK,GREER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37280,OK,HARMON,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37290,OK,HARPER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37300,OK,HASKELL,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37310,OK,HUGHES,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37320,OK,JACKSON,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37330,OK,JEFFERSON,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37340,OK,JOHNSTON,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37350,OK,KAY,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37360,OK,KINGFISHER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37370,OK,KIOWA,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37380,OK,LATIMER,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37390,OK,LE FLORE,22900,0.7940,0.7994,0.7994,0.8021,0.7988,0.7923,0.7820
37400,OK,LINCOLN,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37410,OK,LOGAN,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37420,OK,LOVE,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37430,OK,MCCLAIN,36420,0.8654,0.8895,0.8895,0.8857,0.8911,0.8687,0.8839
37440,OK,MCCURTAIN,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37450,OK,MCINTOSH,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
37460,OK,MAJOR,NA,0.7940,0.7807,0.7807,0.8021,0.7988,0.7824,0.7820
