"DISABLED- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
33290,NEW YORK,GENESEE,"1,760","32,952",2,"32,953",2,0,0,0,"1,422",0,0
33300,NEW YORK,GREENE,"1,455","23,564",1,"23,564",1,0,0,0,"1,213",0,0
33310,NEW YORK,HAMILTON,99,"8,814",7,"8,814",7,0,0,0,81,0,0
33320,NEW YORK,HERKIMER,"1,723","25,154",1,"25,154",1,0,0,0,"1,465",0,0
33330,NEW YORK,JEFFERSON,"3,182","124,386",3,"124,387",3,0,0,0,"2,730",0,0
33331,NEW YORK,KINGS,"31,130","1,931,749",5,"1,931,750",5,0,0,0,"26,886",0,0
33340,NEW YORK,LEWIS,775,"7,780",1,"7,780",1,0,0,0,670,0,0
33350,NEW YORK,LIVINGSTON,"1,466","100,458",6,"100,458",6,0,0,0,"1,144",0,0
33360,NEW YORK,MADISON,"1,703","11,379",1,"11,378",1,0,0,0,"1,415",0,0
33370,NEW YORK,MONROE,"17,972","849,813",4,"849,813",4,0,0,0,"14,810",0,0
33380,NEW YORK,MONTGOMERY,"1,651","221,349",11,"221,349",11,0,0,0,"1,405",0,0
33400,NEW YORK,NASSAU,"21,324","854,559",3,"854,559",3,0,0,0,"18,089",0,0
33420,NEW YORK,NEW YORK,"20,747","1,726,562",7,"1,726,562",7,0,0,0,"18,388",0,0
33500,NEW YORK,NIAGARA,"6,516","593,660",8,"593,659",8,0,0,0,"5,191",0,0
33510,NEW YORK,ONEIDA,"8,075","319,675",3,"319,675",3,0,0,0,"6,964",0,0
33520,NEW YORK,ONONDAGA,"11,479","470,571",3,"470,570",3,0,0,0,"9,509",0,0
33530,NEW YORK,ONTARIO,"2,919","147,982",4,"147,982",4,0,0,0,"2,401",0,0
33540,NEW YORK,ORANGE,"8,491","567,993",6,"567,993",6,0,0,0,"7,184",0,0
33550,NEW YORK,ORLEANS,"1,144","69,076",5,"69,076",5,0,0,0,944,0,0
33560,NEW YORK,OSWEGO,"4,028","104,819",2,"104,819",2,0,0,0,"3,342",0,0
33570,NEW YORK,OTSEGO,"2,045","351,737",14,"351,736",14,0,0,0,"1,801",0,0
33580,NEW YORK,PUTNAM,"1,843","36,239",2,"36,239",2,0,0,0,"1,571",0,0
33590,NEW YORK,QUEENS,"23,504","1,534,635",5,"1,534,635",5,0,0,0,"19,894",0,0
33600,NEW YORK,RENSSELAER,"3,914","310,640",7,"310,640",7,0,0,0,"3,232",0,0
33610,NEW YORK,RICHMOND,"10,084","300,380",2,"300,380",2,0,0,0,"8,176",0,0
33620,NEW YORK,ROCKLAND,"5,393","305,742",5,"305,742",5,0,0,0,"4,850",0,0
33630,NEW YORK,ST. LAWRENCE,"4,246","281,362",6,"281,362",6,0,0,0,"3,771",0,0
33640,NEW YORK,SARATOGA,"3,898","299,453",6,"299,453",6,0,0,0,"3,121",0,0
33650,NEW YORK,SCHENECTADY,"4,444","331,103",6,"331,103",6,0,0,0,"3,742",0,0
33660,NEW YORK,SCHOHARIE,855,"159,056",16,"159,056",16,0,0,0,733,0,0
33670,NEW YORK,SCHUYLER,569,"11,577",2,"11,576",2,0,0,0,484,0,0
33680,NEW YORK,SENECA,909,"73,419",7,"73,418",7,0,0,0,752,0,0
33690,NEW YORK,STEUBEN,"3,555","114,157",3,"114,157",3,0,0,0,"3,013",0,0
33700,NEW YORK,SUFFOLK,"33,241","1,565,619",4,"1,565,619",4,0,0,0,"28,341",0,0
33710,NEW YORK,SULLIVAN,"2,952","85,515",2,"85,515",2,0,0,0,"2,632",0,0
33720,NEW YORK,TIOGA,"1,322","64,464",4,"64,464",4,0,0,0,"1,117",0,0
33730,NEW YORK,TOMPKINS,"1,785","71,772",3,"71,772",3,0,0,0,"1,567",0,0
33740,NEW YORK,ULSTER,"5,151","242,687",4,"242,688",4,0,0,0,"4,488",0,0
33750,NEW YORK,WARREN,"2,460","93,183",3,"93,182",3,0,0,0,"2,148",0,0
33760,NEW YORK,WASHINGTON,"1,886","48,085",2,"48,085",2,0,0,0,"1,597",0,0
33770,NEW YORK,WAYNE,"3,120","101,322",3,"101,322",3,0,0,0,"2,656",0,0
33800,NEW YORK,WESTCHESTER,"13,310","476,377",3,"476,378",3,0,0,0,"11,517",0,0
33900,NEW YORK,WYOMING,"1,003","54,540",5,"54,540",5,0,0,0,756,0,0
33910,NEW YORK,YATES,637,"68,755",9,"68,755",9,0,0,0,524,0,0
34000,NORTH CAROLINA,ALAMANCE,"3,351","938,729",23,"938,729",23,0,0,0,"2,993",0,0
34010,NORTH CAROLINA,ALEXANDER,"1,009","131,261",11,"131,261",11,0,0,0,922,0,0
34020,NORTH CAROLINA,ALLEGHANY,389,"60,368",13,"60,368",13,0,0,0,374,0,0
34030,NORTH CAROLINA,ANSON,"1,025","118,635",10,"118,636",10,0,0,0,967,0,0
34040,NORTH CAROLINA,ASHE,806,"48,635",5,"48,635",5,0,0,0,755,0,0
34050,NORTH CAROLINA,AVERY,519,"48,234",8,"48,234",8,0,0,0,480,0,0
34060,NORTH CAROLINA,BEAUFORT,"2,099","182,091",7,"182,091",7,0,0,0,"1,970",0,0
34070,NORTH CAROLINA,BERTIE,"1,210","3,951",0,"3,951",0,0,0,0,"1,146",0,0
34080,NORTH CAROLINA,BLADEN,"1,372","22,281",1,"22,280",1,0,0,0,"1,291",0,0
34090,NORTH CAROLINA,BRUNSWICK,"3,143","541,531",14,"541,530",14,0,0,0,"2,892",0,0
34100,NORTH CAROLINA,BUNCOMBE,"7,646","1,303,132",14,"1,303,132",14,0,0,0,"6,966",0,0
34110,NORTH CAROLINA,BURKE,"2,949","660,487",19,"660,486",19,0,0,0,"2,757",0,0
34120,NORTH CAROLINA,CABARRUS,"3,960","695,456",15,"695,456",15,0,0,0,"3,536",0,0
34130,NORTH CAROLINA,CALDWELL,"2,526","645,817",21,"645,817",21,0,0,0,"2,320",0,0
34140,NORTH CAROLINA,CAMDEN,206,"4,536",2,"4,536",2,0,0,0,178,0,0
34150,NORTH CAROLINA,CARTERET,"1,824","55,879",3,"55,879",3,0,0,0,"1,699",0,0
34160,NORTH CAROLINA,CASWELL,673,"111,865",14,"111,865",14,0,0,0,610,0,0
34170,NORTH CAROLINA,CATAWBA,"4,470","1,355,482",25,"1,355,482",25,0,0,0,"4,148",0,0
34180,NORTH CAROLINA,CHATHAM,821,"157,759",16,"157,758",16,0,0,0,746,0,0
34190,NORTH CAROLINA,CHEROKEE,"1,073","18,125",1,"18,125",1,0,0,0,"1,005",0,0
34200,NORTH CAROLINA,CHOWAN,536,414,0,413,0,0,0,0,508,0,0
34210,NORTH CAROLINA,CLAY,367,"3,565",1,"3,566",1,0,0,0,349,0,0
34220,NORTH CAROLINA,CLEVELAND,"4,238","1,154,484",23,"1,154,484",23,0,0,0,"3,989",0,0
34230,NORTH CAROLINA,COLUMBUS,"3,096","631,385",17,"631,386",17,0,0,0,"2,959",0,0
34240,NORTH CAROLINA,CRAVEN,"3,431","159,382",4,"159,381",4,0,0,0,"3,195",0,0
34250,NORTH CAROLINA,CUMBERLAND,"9,376","623,168",6,"623,167",6,0,0,0,"8,523",0,0
34251,NORTH CAROLINA,CURRITUCK,576,"14,985",2,"14,985",2,0,0,0,527,0,0
34270,NORTH CAROLINA,DARE,638,"74,796",10,"74,796",10,0,0,0,580,0,0
34280,NORTH CAROLINA,DAVIDSON,"3,064","792,013",22,"792,013",22,0,0,0,"2,739",0,0
34290,NORTH CAROLINA,DAVIE,748,"146,171",16,"146,171",16,0,0,0,660,0,0
34300,NORTH CAROLINA,DUPLIN,"1,635","124,608",6,"124,608",6,0,0,0,"1,529",0,0
34310,NORTH CAROLINA,DURHAM,"5,882","339,729",5,"339,730",5,0,0,0,"5,248",0,0
34320,NORTH CAROLINA,EDGECOMBE,"1,814","151,391",7,"151,391",7,0,0,0,"1,703",0,0
34330,NORTH CAROLINA,FORSYTH,"7,108","1,148,932",13,"1,148,932",13,0,0,0,"6,308",0,0
34340,NORTH CAROLINA,FRANKLIN,"1,552","364,148",20,"364,148",20,0,0,0,"1,399",0,0
34350,NORTH CAROLINA,GASTON,"6,771","1,160,429",14,"1,160,429",14,0,0,0,"6,222",0,0
34360,NORTH CAROLINA,GATES,346,"30,502",7,"30,503",7,0,0,0,309,0,0
34370,NORTH CAROLINA,GRAHAM,325,"6,345",2,"6,346",2,0,0,0,309,0,0
34380,NORTH CAROLINA,GRANVILLE,"1,687","183,978",9,"183,978",9,0,0,0,"1,533",0,0
34390,NORTH CAROLINA,GREENE,559,"20,971",3,"20,971",3,0,0,0,523,0,0
34400,NORTH CAROLINA,GUILFORD,"9,404","1,530,373",14,"1,530,373",14,0,0,0,"8,332",0,0
34410,NORTH CAROLINA,HALIFAX,"3,257","127,763",3,"127,763",3,0,0,0,"3,101",0,0
34420,NORTH CAROLINA,HARNETT,"2,549","175,171",6,"175,171",6,0,0,0,"2,367",0,0
34430,NORTH CAROLINA,HAYWOOD,"1,908","300,924",13,"300,923",13,0,0,0,"1,752",0,0
34440,NORTH CAROLINA,HENDERSON,"3,048","702,275",19,"702,276",19,0,0,0,"2,797",0,0
34450,NORTH CAROLINA,HERTFORD,"1,229","51,972",4,"51,972",4,0,0,0,"1,160",0,0
34460,NORTH CAROLINA,HOKE,921,"112,509",10,"112,509",10,0,0,0,824,0,0
34470,NORTH CAROLINA,HYDE,160,"1,486",1,"1,486",1,0,0,0,153,0,0
34480,NORTH CAROLINA,IREDELL,"3,643","491,609",11,"491,609",11,0,0,0,"3,312",0,0
34490,NORTH CAROLINA,JACKSON,881,"126,504",12,"126,505",12,0,0,0,833,0,0
34500,NORTH CAROLINA,JOHNSTON,"4,246","260,285",5,"260,286",5,0,0,0,"3,899",0,0
34510,NORTH CAROLINA,JONES,400,"14,690",3,"14,690",3,0,0,0,366,0,0
34520,NORTH CAROLINA,LEE,"2,269","230,882",8,"230,882",8,0,0,0,"2,092",0,0
34530,NORTH CAROLINA,LENOIR,"2,966","100,281",3,"100,281",3,0,0,0,"2,807",0,0
34540,NORTH CAROLINA,LINCOLN,"2,017","292,234",12,"292,234",12,0,0,0,"1,844",0,0
34550,NORTH CAROLINA,MC DOWELL,"1,808","454,473",21,"454,473",21,0,0,0,"1,654",0,0
34560,NORTH CAROLINA,MACON,"1,373","74,498",5,"74,498",5,0,0,0,"1,305",0,0
34570,NORTH CAROLINA,MADISON,776,"111,692",12,"111,693",12,0,0,0,719,0,0
34580,NORTH CAROLINA,MARTIN,"1,061","42,177",3,"42,177",3,0,0,0,994,0,0
34590,NORTH CAROLINA,MECKLENBURG,"14,786","1,954,212",11,"1,954,213",11,0,0,0,"13,256",0,0
34600,NORTH CAROLINA,MITCHELL,607,"177,592",24,"177,592",24,0,0,0,560,0,0
34610,NORTH CAROLINA,MONTGOMERY,835,"159,132",16,"159,133",16,0,0,0,792,0,0
34620,NORTH CAROLINA,MOORE,"2,287","373,585",14,"373,585",14,0,0,0,"2,126",0,0
34630,NORTH CAROLINA,NASH,"4,458","326,835",6,"326,835",6,0,0,0,"4,133",0,0
34640,NORTH CAROLINA,NEW HANOVER,"5,462","1,002,620",15,"1,002,620",15,0,0,0,"5,061",0,0
34650,NORTH CAROLINA,NORTHAMPTON,968,"50,881",4,"50,881",4,0,0,0,912,0,0
34660,NORTH CAROLINA,ONSLOW,"3,198","116,019",3,"116,019",3,0,0,0,"2,931",0,0
34670,NORTH CAROLINA,ORANGE,"1,620","317,869",16,"317,869",16,0,0,0,"1,452",0,0
34680,NORTH CAROLINA,PAMLICO,368,"37,923",9,"37,923",9,0,0,0,348,0,0
34690,NORTH CAROLINA,PASQUOTANK,"1,327","56,724",4,"56,724",4,0,0,0,"1,238",0,0
34700,NORTH CAROLINA,PENDER,"1,712","236,947",12,"236,947",12,0,0,0,"1,585",0,0
34710,NORTH CAROLINA,PERQUIMANS,426,"44,598",9,"44,599",9,0,0,0,394,0,0
34720,NORTH CAROLINA,PERSON,"1,047","117,512",9,"117,513",9,0,0,0,943,0,0
34730,NORTH CAROLINA,PITT,"5,541","336,275",5,"336,276",5,0,0,0,"5,164",0,0
34740,NORTH CAROLINA,POLK,489,"125,277",21,"125,276",21,0,0,0,454,0,0
34750,NORTH CAROLINA,RANDOLPH,"3,153","516,232",14,"516,231",14,0,0,0,"2,835",0,0
34760,NORTH CAROLINA,RICHMOND,"2,718","616,150",19,"616,150",19,0,0,0,"2,571",0,0
34770,NORTH CAROLINA,ROBESON,"6,313","612,780",8,"612,781",8,0,0,0,"5,975",0,0
34780,NORTH CAROLINA,ROCKINGHAM,"2,978","156,488",4,"156,488",4,0,0,0,"2,707",0,0
34790,NORTH CAROLINA,ROWAN,"3,893","519,736",11,"519,735",11,0,0,0,"3,490",0,0
34800,NORTH CAROLINA,RUTHERFORD,"2,403","680,471",24,"680,471",24,0,0,0,"2,258",0,0
34810,NORTH CAROLINA,SAMPSON,"1,945","91,806",4,"91,806",4,0,0,0,"1,807",0,0
34820,NORTH CAROLINA,SCOTLAND,"1,715","164,364",8,"164,365",8,0,0,0,"1,636",0,0
34830,NORTH CAROLINA,STANLY,"2,245","285,950",11,"285,950",11,0,0,0,"2,110",0,0
34840,NORTH CAROLINA,STOKES,959,"85,217",7,"85,218",7,0,0,0,842,0,0
34850,NORTH CAROLINA,SURRY,"2,368","510,671",18,"510,670",18,0,0,0,"2,165",0,0
34860,NORTH CAROLINA,SWAIN,554,"76,932",12,"76,932",12,0,0,0,523,0,0
34870,NORTH CAROLINA,TRANSYLVANIA,864,"55,480",5,"55,481",5,0,0,0,805,0,0
34880,NORTH CAROLINA,TYRRELL,116,0,0,0,0,0,0,0,110,0,0
34890,NORTH CAROLINA,UNION,"2,557","353,129",12,"353,129",12,0,0,0,"2,280",0,0
34900,NORTH CAROLINA,VANCE,"2,343","83,828",3,"83,828",3,0,0,0,"2,178",0,0
34910,NORTH CAROLINA,WAKE,"13,371","1,492,741",9,"1,492,742",9,0,0,0,"11,653",0,0
34920,NORTH CAROLINA,WARREN,742,"20,838",2,"20,838",2,0,0,0,687,0,0
34930,NORTH CAROLINA,WASHINGTON,568,"3,702",1,"3,702",1,0,0,0,533,0,0
34940,NORTH CAROLINA,WATAUGA,706,"23,145",3,"23,145",3,0,0,0,665,0,0
34950,NORTH CAROLINA,WAYNE,"4,877","535,815",9,"535,814",9,0,0,0,"4,607",0,0
34960,NORTH CAROLINA,WILKES,"2,480","204,880",7,"204,880",7,0,0,0,"2,338",0,0
34970,NORTH CAROLINA,WILSON,"3,070","198,171",5,"198,171",5,0,0,0,"2,847",0,0
34980,NORTH CAROLINA,YADKIN,916,"211,254",19,"211,254",19,0,0,0,831,0,0
34981,NORTH CAROLINA,YANCEY,696,"124,788",15,"124,788",15,0,0,0,629,0,0
35000,NORTH DAKOTA,ADAMS,49,0,0,0,0,0,0,0,43,0,0
35010,NORTH DAKOTA,BARNES,179,"32,796",15,"32,797",15,0,0,0,149,0,0
35020,NORTH DAKOTA,BENSON,115,0,0,0,0,0,0,0,105,0,0
35030,NORTH DAKOTA,BILLINGS,5,0,0,0,0,0,0,0,5,0,0
35040,NORTH DAKOTA,BOTTINEAU,97,0,0,0,0,0,0,0,88,0,0
35050,NORTH DAKOTA,BOWMAN,42,0,0,0,0,0,0,0,39,0,0
35060,NORTH DAKOTA,BURKE,18,0,0,0,0,0,0,0,15,0,0
35070,NORTH DAKOTA,BURLEIGH,"1,796","19,935",1,"19,935",1,0,0,0,"1,571",0,0
35080,NORTH DAKOTA,CASS,"2,890","284,536",8,"284,536",8,0,0,0,"2,507",0,0
35090,NORTH DAKOTA,CAVALIER,41,0,0,0,0,0,0,0,38,0,0
35100,NORTH DAKOTA,DICKEY,71,"3,113",4,"3,113",4,0,0,0,65,0,0
35110,NORTH DAKOTA,DIVIDE,22,0,0,0,0,0,0,0,18,0,0
35120,NORTH DAKOTA,DUNN,38,0,0,0,0,0,0,0,30,0,0
35130,NORTH DAKOTA,EDDY,44,0,0,0,0,0,0,0,41,0,0
35140,NORTH DAKOTA,EMMONS,69,0,0,0,0,0,0,0,60,0,0
35150,NORTH DAKOTA,FOSTER,44,0,0,0,0,0,0,0,38,0,0
35160,NORTH DAKOTA,GOLDEN VALLEY,20,0,0,0,0,0,0,0,18,0,0
35170,NORTH DAKOTA,GRAND FORKS,"1,581","55,515",3,"55,515",3,0,0,0,"1,468",0,0
35180,NORTH DAKOTA,GRANT,32,0,0,0,0,0,0,0,27,0,0
35190,NORTH DAKOTA,GRIGGS,36,524,1,525,1,0,0,0,33,0,0
35200,NORTH DAKOTA,HETTINGER,43,0,0,0,0,0,0,0,38,0,0
35210,NORTH DAKOTA,KIDDER,29,0,0,0,0,0,0,0,27,0,0
35220,NORTH DAKOTA,LA MOURE,50,0,0,0,0,0,0,0,47,0,0
35230,NORTH DAKOTA,LOGAN,27,0,0,0,0,0,0,0,21,0,0
35240,NORTH DAKOTA,MCHENRY,115,0,0,0,0,0,0,0,100,0,0
35250,NORTH DAKOTA,MCINTOSH,49,"5,294",9,"5,294",9,0,0,0,44,0,0
35260,NORTH DAKOTA,MCKENZIE,78,0,0,0,0,0,0,0,65,0,0
35270,NORTH DAKOTA,MCLEAN,175,0,0,0,0,0,0,0,153,0,0
35280,NORTH DAKOTA,MERCER,119,0,0,0,0,0,0,0,97,0,0
35290,NORTH DAKOTA,MORTON,556,"16,789",3,"16,789",3,0,0,0,477,0,0
35300,NORTH DAKOTA,MOUNTRAIL,140,0,0,0,0,0,0,0,124,0,0
35310,NORTH DAKOTA,NELSON,70,0,0,0,0,0,0,0,65,0,0
35320,NORTH DAKOTA,OLIVER,17,0,0,0,0,0,0,0,15,0,0
35330,NORTH DAKOTA,PEMBINA,124,"34,164",23,"34,163",23,0,0,0,116,0,0
35340,NORTH DAKOTA,PIERCE,53,"16,889",27,"16,889",27,0,0,0,48,0,0
35350,NORTH DAKOTA,RAMSEY,334,"27,897",7,"27,897",7,0,0,0,297,0,0
35360,NORTH DAKOTA,RANSOM,92,530,0,529,0,0,0,0,79,0,0
35370,NORTH DAKOTA,RENVILLE,39,0,0,0,0,0,0,0,37,0,0
35380,NORTH DAKOTA,RICHLAND,233,"7,491",3,"7,492",3,0,0,0,207,0,0
35390,NORTH DAKOTA,ROLETTE,393,595,0,595,0,0,0,0,334,0,0
35400,NORTH DAKOTA,SARGENT,76,"23,386",26,"23,386",26,0,0,0,67,0,0
35410,NORTH DAKOTA,SHERIDAN,15,0,0,0,0,0,0,0,14,0,0
35420,NORTH DAKOTA,SIOUX,82,0,0,0,0,0,0,0,76,0,0
35430,NORTH DAKOTA,SLOPE,4,0,0,0,0,0,0,0,4,0,0
35440,NORTH DAKOTA,STARK,410,"31,847",6,"31,848",6,0,0,0,355,0,0
35450,NORTH DAKOTA,STEELE,18,0,0,0,0,0,0,0,18,0,0
35460,NORTH DAKOTA,STUTSMAN,619,"45,862",6,"45,862",6,0,0,0,555,0,0
35470,NORTH DAKOTA,TOWNER,46,0,0,0,0,0,0,0,36,0,0
35480,NORTH DAKOTA,TRAILL,116,0,0,0,0,0,0,0,97,0,0
35490,NORTH DAKOTA,WALSH,188,"1,176",1,"1,176",1,0,0,0,167,0,0
35500,NORTH DAKOTA,WARD,"1,142","36,500",3,"36,500",3,0,0,0,"1,018",0,0
35510,NORTH DAKOTA,WELLS,95,0,0,0,0,0,0,0,85,0,0
35520,NORTH DAKOTA,WILLIAMS,410,"23,662",5,"23,662",5,0,0,0,358,0,0
36000,OHIO,ADAMS,"1,284","91,180",6,"91,179",6,0,0,0,"1,161",0,0
36010,OHIO,ALLEN,"3,096","163,924",4,"163,924",4,0,0,0,"2,782",0,0
36020,OHIO,ASHLAND,937,"124,828",11,"124,828",11,0,0,0,822,0,0
36030,OHIO,ASHTABULA,"3,698","641,207",14,"641,207",14,0,0,0,"3,332",0,0
36040,OHIO,ATHENS,"1,933","99,832",4,"99,832",4,0,0,0,"1,752",0,0
36050,OHIO,AUGLAIZE,"1,006","78,076",6,"78,076",6,0,0,0,868,0,0
36060,OHIO,BELMONT,"1,830","113,260",5,"113,259",5,0,0,0,"1,631",0,0
36070,OHIO,BROWN,"1,309","230,048",15,"230,048",15,0,0,0,"1,146",0,0
36080,OHIO,BUTLER,"7,608","1,473,808",16,"1,473,808",16,0,0,0,"6,598",0,0
36090,OHIO,CARROLL,490,"21,588",4,"21,588",4,0,0,0,431,0,0
36100,OHIO,CHAMPAIGN,847,"129,867",13,"129,867",13,0,0,0,735,0,0
36110,OHIO,CLARK,"3,466","675,008",16,"675,007",16,0,0,0,"3,055",0,0
36120,OHIO,CLERMONT,"3,752","598,354",13,"598,353",13,0,0,0,"3,241",0,0
36130,OHIO,CLINTON,"1,185","117,908",8,"117,908",8,0,0,0,"1,055",0,0
36140,OHIO,COLUMBIANA,"3,072","165,635",4,"165,634",4,0,0,0,"2,720",0,0
36150,OHIO,COSHOCTON,"1,041","44,493",4,"44,494",4,0,0,0,952,0,0
36160,OHIO,CRAWFORD,"1,292","85,397",6,"85,397",6,0,0,0,"1,165",0,0
36170,OHIO,CUYAHOGA,"29,952","4,664,337",13,"4,664,337",13,0,0,0,"26,135",0,0
36190,OHIO,DARKE,"1,022","172,088",14,"172,089",14,0,0,0,913,0,0
36200,OHIO,DEFIANCE,"1,457","95,357",5,"95,357",5,0,0,0,"1,326",0,0
36210,OHIO,DELAWARE,"1,396","245,408",15,"245,409",15,0,0,0,"1,184",0,0
36220,OHIO,ERIE,"2,446","829,734",28,"829,734",28,0,0,0,"2,205",0,0
36230,OHIO,FAIRFIELD,"3,089","373,338",10,"373,338",10,0,0,0,"2,698",0,0
36240,OHIO,FAYETTE,844,"210,906",21,"210,906",21,0,0,0,756,0,0
36250,OHIO,FRANKLIN,"22,992","4,112,939",15,"4,112,939",15,0,0,0,"19,833",0,0
36260,OHIO,FULTON,906,"73,197",7,"73,196",7,0,0,0,788,0,0
36270,OHIO,GALLIA,"1,454","37,712",2,"37,712",2,0,0,0,"1,336",0,0
36280,OHIO,GEAUGA,917,"179,047",16,"179,048",16,0,0,0,765,0,0
36290,OHIO,GREENE,"2,128","357,189",14,"357,189",14,0,0,0,"1,839",0,0
36300,OHIO,GUERNSEY,"1,508","69,102",4,"69,101",4,0,0,0,"1,372",0,0
36310,OHIO,HAMILTON,"17,720","3,848,417",18,"3,848,418",18,0,0,0,"15,244",0,0
36330,OHIO,HANCOCK,"1,717","269,731",13,"269,731",13,0,0,0,"1,566",0,0
36340,OHIO,HARDIN,813,"12,087",1,"12,086",1,0,0,0,709,0,0
36350,OHIO,HARRISON,504,"65,635",11,"65,635",11,0,0,0,450,0,0
36360,OHIO,HENRY,622,"32,649",4,"32,649",4,0,0,0,555,0,0
36370,OHIO,HIGHLAND,"1,231","165,017",11,"165,017",11,0,0,0,"1,098",0,0
36380,OHIO,HOCKING,964,"41,347",4,"41,347",4,0,0,0,880,0,0
36390,OHIO,HOLMES,287,"96,785",28,"96,786",28,0,0,0,254,0,0
36400,OHIO,HURON,"1,716","523,978",25,"523,978",25,0,0,0,"1,528",0,0
36410,OHIO,JACKSON,"1,358","100,098",6,"100,098",6,0,0,0,"1,219",0,0
36420,OHIO,JEFFERSON,"2,508","130,172",4,"130,172",4,0,0,0,"2,283",0,0
36430,OHIO,KNOX,"1,369","250,073",15,"250,073",15,0,0,0,"1,236",0,0
36440,OHIO,LAKE,"4,626","1,112,171",20,"1,112,172",20,0,0,0,"3,964",0,0
36450,OHIO,LAWRENCE,"3,103","232,248",6,"232,248",6,0,0,0,"2,841",0,0
36460,OHIO,LICKING,"3,846","741,573",16,"741,573",16,0,0,0,"3,351",0,0
36470,OHIO,LOGAN,"1,016","71,312",6,"71,311",6,0,0,0,899,0,0
36480,OHIO,LORAIN,"7,004","858,962",10,"858,963",10,0,0,0,"6,203",0,0
36490,OHIO,LUCAS,"12,853","1,902,619",12,"1,902,619",12,0,0,0,"11,686",0,0
36500,OHIO,MADISON,820,"151,381",15,"151,382",15,0,0,0,710,0,0
36510,OHIO,MAHONING,"6,090","550,225",8,"550,225",8,0,0,0,"5,341",0,0
36520,OHIO,MARION,"2,433","264,711",9,"264,711",9,0,0,0,"2,180",0,0
36530,OHIO,MEDINA,"2,458","328,073",11,"328,072",11,0,0,0,"2,067",0,0
36540,OHIO,MEIGS,871,"64,651",6,"64,651",6,0,0,0,790,0,0
36550,OHIO,MERCER,732,"81,185",9,"81,185",9,0,0,0,639,0,0
36560,OHIO,MIAMI,"2,321","595,542",21,"595,541",21,0,0,0,"1,981",0,0
36570,OHIO,MONROE,376,"11,443",3,"11,443",3,0,0,0,344,0,0
36580,OHIO,MONTGOMERY,"12,144","2,487,061",17,"2,487,061",17,0,0,0,"10,448",0,0
36590,OHIO,MORGAN,418,"20,687",4,"20,687",4,0,0,0,381,0,0
36600,OHIO,MORROW,692,"111,780",13,"111,780",13,0,0,0,614,0,0
36610,OHIO,MUSKINGUM,"3,790","254,785",6,"254,785",6,0,0,0,"3,450",0,0
36620,OHIO,NOBLE,230,"27,602",10,"27,602",10,0,0,0,211,0,0
36630,OHIO,OTTAWA,986,"162,777",14,"162,777",14,0,0,0,879,0,0
36640,OHIO,PAULDING,494,"3,154",1,"3,153",1,0,0,0,448,0,0
36650,OHIO,PERRY,"1,389","182,756",11,"182,756",11,0,0,0,"1,276",0,0
36660,OHIO,PICKAWAY,"1,147","180,693",13,"180,693",13,0,0,0,983,0,0
36670,OHIO,PIKE,"1,004","9,201",1,"9,201",1,0,0,0,900,0,0
36680,OHIO,PORTAGE,"2,892","303,468",9,"303,467",9,0,0,0,"2,503",0,0
36690,OHIO,PREBLE,847,"159,176",16,"159,176",16,0,0,0,715,0,0
36700,OHIO,PUTNAM,526,"33,237",5,"33,236",5,0,0,0,454,0,0
36710,OHIO,RICHLAND,"3,840","419,877",9,"419,878",9,0,0,0,"3,469",0,0
36720,OHIO,ROSS,"3,146","404,159",11,"404,159",11,0,0,0,"2,794",0,0
36730,OHIO,SANDUSKY,"1,389","187,444",11,"187,444",11,0,0,0,"1,213",0,0
36740,OHIO,SCIOTO,"3,683","416,193",9,"416,193",9,0,0,0,"3,351",0,0
36750,OHIO,SENECA,"1,541","313,192",17,"313,192",17,0,0,0,"1,374",0,0
36760,OHIO,SHELBY,916,"145,126",13,"145,126",13,0,0,0,797,0,0
36770,OHIO,STARK,"9,101","1,268,223",12,"1,268,224",12,0,0,0,"7,917",0,0
36780,OHIO,SUMMIT,"10,875","1,899,744",15,"1,899,744",15,0,0,0,"9,596",0,0
36790,OHIO,TRUMBULL,"5,530","442,247",7,"442,247",7,0,0,0,"4,887",0,0
36800,OHIO,TUSCARAWAS,"2,099","393,956",16,"393,956",16,0,0,0,"1,859",0,0
36810,OHIO,UNION,578,"215,650",31,"215,650",31,0,0,0,476,0,0
36820,OHIO,VAN WERT,628,"99,074",13,"99,074",13,0,0,0,566,0,0
36830,OHIO,VINTON,495,"73,174",12,"73,173",12,0,0,0,447,0,0
36840,OHIO,WARREN,"2,283","627,896",23,"627,896",23,0,0,0,"1,951",0,0
36850,OHIO,WASHINGTON,"2,335","99,396",4,"99,396",4,0,0,0,"2,104",0,0
36860,OHIO,WAYNE,"2,377","368,045",13,"368,045",13,0,0,0,"2,046",0,0
