"DISABLED- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
26600,MISSOURI,MACON,468,"61,090",11,"61,090",11,0,0,0,430,0,0
26601,MISSOURI,MADISON,606,"114,750",16,"114,749",16,0,0,0,551,0,0
26620,MISSOURI,MARIES,279,"18,637",6,"18,637",6,0,0,0,249,0,0
26630,MISSOURI,MARION,"1,510","155,260",9,"155,260",9,0,0,0,"1,402",0,0
26631,MISSOURI,MERCER,119,0,0,0,0,0,0,0,111,0,0
26650,MISSOURI,MILLER,870,"93,761",9,"93,761",9,0,0,0,781,0,0
26660,MISSOURI,MISSISSIPPI,620,"63,810",9,"63,811",9,0,0,0,567,0,0
26670,MISSOURI,MONITEAU,373,"109,308",24,"109,308",24,0,0,0,325,0,0
26680,MISSOURI,MONROE,310,"29,599",8,"29,598",8,0,0,0,272,0,0
26690,MISSOURI,MONTGOMERY,493,"44,972",8,"44,972",8,0,0,0,446,0,0
26700,MISSOURI,MORGAN,855,"41,499",4,"41,498",4,0,0,0,764,0,0
26710,MISSOURI,NEW MADRID,920,"83,018",8,"83,018",8,0,0,0,845,0,0
26720,MISSOURI,NEWTON,"1,219","181,096",12,"181,096",12,0,0,0,"1,068",0,0
26730,MISSOURI,NODAWAY,484,"33,971",6,"33,971",6,0,0,0,432,0,0
26740,MISSOURI,OREGON,477,"93,402",16,"93,403",16,0,0,0,438,0,0
26750,MISSOURI,OSAGE,301,"14,092",4,"14,092",4,0,0,0,265,0,0
26751,MISSOURI,OZARK,441,"25,599",5,"25,599",5,0,0,0,400,0,0
26770,MISSOURI,PEMISCOT,"1,000","59,873",5,"59,873",5,0,0,0,917,0,0
26780,MISSOURI,PERRY,564,"44,309",7,"44,309",7,0,0,0,503,0,0
26790,MISSOURI,PETTIS,"1,639","222,978",11,"222,978",11,0,0,0,"1,471",0,0
26800,MISSOURI,PHELPS,"1,826","179,710",8,"179,711",8,0,0,0,"1,665",0,0
26810,MISSOURI,PIKE,565,"67,930",10,"67,930",10,0,0,0,499,0,0
26820,MISSOURI,PLATTE,"1,251","199,245",13,"199,246",13,0,0,0,"1,036",0,0
26821,MISSOURI,POLK,856,"95,478",9,"95,478",9,0,0,0,766,0,0
26840,MISSOURI,PULASKI,"1,128","124,014",9,"124,013",9,0,0,0,999,0,0
26850,MISSOURI,PUTNAM,171,"23,996",12,"23,996",12,0,0,0,160,0,0
26860,MISSOURI,RALLS,226,"54,465",20,"54,465",20,0,0,0,191,0,0
26870,MISSOURI,RANDOLPH,"1,108","99,226",7,"99,227",7,0,0,0,965,0,0
26880,MISSOURI,RAY,584,"16,014",2,"16,014",2,0,0,0,517,0,0
26881,MISSOURI,REYNOLDS,311,"57,021",15,"57,021",15,0,0,0,291,0,0
26900,MISSOURI,RIPLEY,811,"82,569",8,"82,569",8,0,0,0,742,0,0
26910,MISSOURI,ST. CHARLES,"5,685","433,622",6,"433,622",6,0,0,0,"4,654",0,0
26911,MISSOURI,ST. CLAIR,392,"11,582",2,"11,582",2,0,0,0,362,0,0
26930,MISSOURI,ST. FRANCOIS,"3,767","454,961",10,"454,961",10,0,0,0,"3,398",0,0
26940,MISSOURI,ST. LOUIS,"18,497","2,078,149",9,"2,078,148",9,0,0,0,"15,534",0,0
26950,MISSOURI,ST. LOUIS CITY,"10,508","937,414",7,"937,415",7,0,0,0,"9,111",0,0
26960,MISSOURI,STE. GENEVIEVE,553,"1,935",0,"1,935",0,0,0,0,489,0,0
26970,MISSOURI,SALINE,674,"125,199",15,"125,199",15,0,0,0,597,0,0
26980,MISSOURI,SCHUYLER,169,0,0,0,0,0,0,0,153,0,0
26981,MISSOURI,SCOTLAND,114,0,0,0,0,0,0,0,106,0,0
26982,MISSOURI,SCOTT,"2,189","69,554",3,"69,554",3,0,0,0,"1,988",0,0
26983,MISSOURI,SHANNON,350,"37,168",9,"37,168",9,0,0,0,324,0,0
26984,MISSOURI,SHELBY,185,"1,946",1,"1,946",1,0,0,0,165,0,0
26985,MISSOURI,STODDARD,"1,487","45,697",3,"45,697",3,0,0,0,"1,353",0,0
26986,MISSOURI,STONE,824,"108,962",11,"108,962",11,0,0,0,735,0,0
26987,MISSOURI,SULLIVAN,208,"1,427",1,"1,427",1,0,0,0,193,0,0
26988,MISSOURI,TANEY,"1,513","127,785",7,"127,785",7,0,0,0,"1,345",0,0
26989,MISSOURI,TEXAS,981,"81,009",7,"81,009",7,0,0,0,891,0,0
26990,MISSOURI,VERNON,960,"76,735",7,"76,735",7,0,0,0,895,0,0
26991,MISSOURI,WARREN,807,"82,755",9,"82,755",9,0,0,0,679,0,0
26992,MISSOURI,WASHINGTON,"1,280","99,104",6,"99,104",6,0,0,0,"1,168",0,0
26993,MISSOURI,WAYNE,964,"12,754",1,"12,755",1,0,0,0,878,0,0
26994,MISSOURI,WEBSTER,950,"186,363",16,"186,363",16,0,0,0,807,0,0
26995,MISSOURI,WORTH,58,0,0,0,0,0,0,0,51,0,0
26996,MISSOURI,WRIGHT,831,"56,408",6,"56,408",6,0,0,0,743,0,0
27000,MONTANA,BEAVERHEAD,183,"4,639",2,"4,639",2,0,0,0,170,0,0
27010,MONTANA,BIG HORN,201,736,0,736,0,0,0,0,179,0,0
27020,MONTANA,BLAINE,107,0,0,0,0,0,0,0,96,0,0
27030,MONTANA,BROADWATER,184,0,0,0,0,0,0,0,155,0,0
27040,MONTANA,CARBON,176,"15,718",7,"15,718",7,0,0,0,160,0,0
27050,MONTANA,CARTER,12,0,0,0,0,0,0,0,11,0,0
27060,MONTANA,CASCADE,"2,085","173,100",7,"173,100",7,0,0,0,"1,865",0,0
27070,MONTANA,CHOUTEAU,94,0,0,0,0,0,0,0,81,0,0
27080,MONTANA,CUSTER,321,"5,288",1,"5,288",1,0,0,0,286,0,0
27090,MONTANA,DANIELS,21,0,0,0,0,0,0,0,18,0,0
27100,MONTANA,DAWSON,158,0,0,0,0,0,0,0,136,0,0
27110,MONTANA,DEER LODGE,365,"53,411",12,"53,410",12,0,0,0,329,0,0
27120,MONTANA,FALLON,34,0,0,0,0,0,0,0,27,0,0
27130,MONTANA,FERGUS,249,"15,728",5,"15,728",5,0,0,0,224,0,0
27140,MONTANA,FLATHEAD,"2,342","133,919",5,"133,919",5,0,0,0,"2,062",0,0
27150,MONTANA,GALLATIN,"1,096","90,626",7,"90,626",7,0,0,0,953,0,0
27160,MONTANA,GARFIELD,13,0,0,0,0,0,0,0,13,0,0
27170,MONTANA,GLACIER,268,0,0,0,0,0,0,0,239,0,0
27180,MONTANA,GOLDEN VALLEY,21,0,0,0,0,0,0,0,19,0,0
27190,MONTANA,GRANITE,57,"8,761",13,"8,761",13,0,0,0,53,0,0
27200,MONTANA,HILL,413,"12,921",3,"12,920",3,0,0,0,371,0,0
27210,MONTANA,JEFFERSON,261,"62,252",20,"62,253",20,0,0,0,224,0,0
27220,MONTANA,JUDITH BASIN,37,0,0,0,0,0,0,0,33,0,0
27230,MONTANA,LAKE,664,"12,834",2,"12,835",2,0,0,0,596,0,0
27240,MONTANA,LEWIS AND CLARK,"1,666","102,632",5,"102,633",5,0,0,0,"1,457",0,0
27250,MONTANA,LIBERTY,52,0,0,0,0,0,0,0,48,0,0
27260,MONTANA,LINCOLN,986,"37,921",3,"37,921",3,0,0,0,816,0,0
27270,MONTANA,MCCONE,14,0,0,0,0,0,0,0,13,0,0
27280,MONTANA,MADISON,110,0,0,0,0,0,0,0,96,0,0
27290,MONTANA,MEAGHER,59,0,0,0,0,0,0,0,53,0,0
27300,MONTANA,MINERAL,181,"9,377",4,"9,378",4,0,0,0,162,0,0
27310,MONTANA,MISSOULA,"2,870","124,324",4,"124,324",4,0,0,0,"2,603",0,0
27320,MONTANA,MUSSELSHELL,160,"46,258",24,"46,259",24,0,0,0,133,0,0
27330,MONTANA,PARK,363,"19,956",5,"19,956",5,0,0,0,330,0,0
27340,MONTANA,PETROLEUM,3,0,0,0,0,0,0,0,2,0,0
27350,MONTANA,PHILLIPS,78,0,0,0,0,0,0,0,72,0,0
27360,MONTANA,PONDERA,101,280,0,279,0,0,0,0,91,0,0
27370,MONTANA,POWDER RIVER,16,0,0,0,0,0,0,0,15,0,0
27380,MONTANA,POWELL,142,"51,486",30,"51,486",30,0,0,0,120,0,0
27390,MONTANA,PRAIRIE,23,0,0,0,0,0,0,0,19,0,0
27400,MONTANA,RAVALLI,"1,120","33,501",2,"33,501",2,0,0,0,999,0,0
27410,MONTANA,RICHLAND,159,0,0,0,0,0,0,0,130,0,0
27420,MONTANA,ROOSEVELT,212,"7,293",3,"7,293",3,0,0,0,193,0,0
27430,MONTANA,ROSEBUD,154,0,0,0,0,0,0,0,133,0,0
27440,MONTANA,SANDERS,411,0,0,0,0,0,0,0,366,0,0
27450,MONTANA,SHERIDAN,55,"22,828",35,"22,827",35,0,0,0,50,0,0
27460,MONTANA,SILVER BOW,"1,187","26,437",2,"26,437",2,0,0,0,"1,083",0,0
27470,MONTANA,STILLWATER,165,707,0,707,0,0,0,0,138,0,0
27480,MONTANA,SWEET GRASS,40,0,0,0,0,0,0,0,35,0,0
27490,MONTANA,TETON,90,"7,345",7,"7,345",7,0,0,0,77,0,0
27500,MONTANA,TOOLE,61,0,0,0,0,0,0,0,56,0,0
27510,MONTANA,TREASURE,13,0,0,0,0,0,0,0,11,0,0
27520,MONTANA,VALLEY,207,0,0,0,0,0,0,0,188,0,0
27530,MONTANA,WHEATLAND,39,414,1,414,1,0,0,0,36,0,0
27540,MONTANA,WIBAUX,19,0,0,0,0,0,0,0,16,0,0
27550,MONTANA,YELLOWSTONE,"3,206","513,138",13,"513,138",13,0,0,0,"2,859",0,0
28000,NEBRASKA,ADAMS,594,"22,802",3,"22,802",3,0,0,0,515,0,0
28010,NEBRASKA,ANTELOPE,107,"2,705",2,"2,705",2,0,0,0,94,0,0
28020,NEBRASKA,ARTHUR,4,0,0,0,0,0,0,0,3,0,0
28030,NEBRASKA,BANNER,4,0,0,0,0,0,0,0,4,0,0
28040,NEBRASKA,BLAINE,11,0,0,0,0,0,0,0,10,0,0
28050,NEBRASKA,BOONE,78,0,0,0,0,0,0,0,64,0,0
28060,NEBRASKA,BOX BUTTE,237,706,0,706,0,0,0,0,205,0,0
28070,NEBRASKA,BOYD,49,0,0,0,0,0,0,0,43,0,0
28080,NEBRASKA,BROWN,66,0,0,0,0,0,0,0,63,0,0
28090,NEBRASKA,BUFFALO,703,"148,808",18,"148,808",18,0,0,0,632,0,0
28100,NEBRASKA,BURT,165,0,0,0,0,0,0,0,145,0,0
28110,NEBRASKA,BUTLER,147,0,0,0,0,0,0,0,130,0,0
28120,NEBRASKA,CASS,394,"11,170",2,"11,170",2,0,0,0,326,0,0
28130,NEBRASKA,CEDAR,87,0,0,0,0,0,0,0,75,0,0
28140,NEBRASKA,CHASE,54,0,0,0,0,0,0,0,46,0,0
28150,NEBRASKA,CHERRY,99,0,0,0,0,0,0,0,91,0,0
28160,NEBRASKA,CHEYENNE,198,"23,028",10,"23,028",10,0,0,0,178,0,0
28170,NEBRASKA,CLAY,136,"71,714",44,"71,714",44,0,0,0,118,0,0
28180,NEBRASKA,COLFAX,148,"69,874",39,"69,874",39,0,0,0,129,0,0
28190,NEBRASKA,CUMING,94,"1,349",1,"1,349",1,0,0,0,86,0,0
28200,NEBRASKA,CUSTER,217,"28,252",11,"28,252",11,0,0,0,202,0,0
28210,NEBRASKA,DAKOTA,188,"10,458",5,"10,457",5,0,0,0,167,0,0
28220,NEBRASKA,DAWES,163,"24,150",12,"24,149",12,0,0,0,152,0,0
28230,NEBRASKA,DAWSON,363,"17,528",4,"17,529",4,0,0,0,326,0,0
28240,NEBRASKA,DEUEL,36,0,0,0,0,0,0,0,35,0,0
28250,NEBRASKA,DIXON,196,"7,828",3,"7,828",3,0,0,0,170,0,0
28260,NEBRASKA,DODGE,809,"163,851",17,"163,851",17,0,0,0,721,0,0
28270,NEBRASKA,DOUGLAS,"8,863","619,616",6,"619,616",6,0,0,0,"7,607",0,0
28280,NEBRASKA,DUNDY,47,"5,227",9,"5,228",9,0,0,0,45,0,0
28290,NEBRASKA,FILLMORE,109,456,0,456,0,0,0,0,95,0,0
28300,NEBRASKA,FRANKLIN,78,"3,276",4,"3,275",3,0,0,0,69,0,0
28310,NEBRASKA,FRONTIER,37,0,0,0,0,0,0,0,33,0,0
28320,NEBRASKA,FURNAS,123,"10,355",7,"10,355",7,0,0,0,107,0,0
28330,NEBRASKA,GAGE,600,"3,156",0,"3,156",0,0,0,0,522,0,0
28340,NEBRASKA,GARDEN,53,"20,632",32,"20,633",32,0,0,0,47,0,0
28350,NEBRASKA,GARFIELD,39,"11,862",25,"11,862",25,0,0,0,34,0,0
28360,NEBRASKA,GOSPER,23,"16,249",59,"16,250",59,0,0,0,19,0,0
28370,NEBRASKA,GRANT,8,0,0,0,0,0,0,0,6,0,0
28380,NEBRASKA,GREELEY,43,0,0,0,0,0,0,0,38,0,0
28390,NEBRASKA,HALL,"1,755","366,598",17,"366,598",17,0,0,0,"1,591",0,0
28400,NEBRASKA,HAMILTON,131,"5,649",4,"5,648",4,0,0,0,116,0,0
28410,NEBRASKA,HARLAN,64,0,0,0,0,0,0,0,56,0,0
28420,NEBRASKA,HAYES,3,0,0,0,0,0,0,0,3,0,0
28430,NEBRASKA,HITCHCOCK,73,0,0,0,0,0,0,0,65,0,0
28440,NEBRASKA,HOLT,235,"20,594",7,"20,594",7,0,0,0,216,0,0
28450,NEBRASKA,HOOKER,5,0,0,0,0,0,0,0,3,0,0
28460,NEBRASKA,HOWARD,107,0,0,0,0,0,0,0,95,0,0
28470,NEBRASKA,JEFFERSON,211,"10,310",4,"10,310",4,0,0,0,186,0,0
28480,NEBRASKA,JOHNSON,92,0,0,0,0,0,0,0,80,0,0
28490,NEBRASKA,KEARNEY,125,"8,755",6,"8,756",6,0,0,0,114,0,0
28500,NEBRASKA,KEITH,180,448,0,448,0,0,0,0,163,0,0
28510,NEBRASKA,KEYA PAHA,13,0,0,0,0,0,0,0,11,0,0
28520,NEBRASKA,KIMBALL,75,0,0,0,0,0,0,0,69,0,0
28530,NEBRASKA,KNOX,138,"22,007",13,"22,007",13,0,0,0,121,0,0
28540,NEBRASKA,LANCASTER,"5,693","566,678",8,"566,679",8,0,0,0,"4,991",0,0
28550,NEBRASKA,LINCOLN,"1,143","35,197",3,"35,197",3,0,0,0,"1,056",0,0
28560,NEBRASKA,LOGAN,13,0,0,0,0,0,0,0,12,0,0
28570,NEBRASKA,LOUP,5,0,0,0,0,0,0,0,5,0,0
28580,NEBRASKA,MC PHERSON,6,0,0,0,0,0,0,0,5,0,0
28590,NEBRASKA,MADISON,896,"115,278",11,"115,278",11,0,0,0,777,0,0
28600,NEBRASKA,MERRICK,159,"4,926",3,"4,926",3,0,0,0,146,0,0
28610,NEBRASKA,MORRILL,92,0,0,0,0,0,0,0,80,0,0
28620,NEBRASKA,NANCE,80,"9,490",10,"9,490",10,0,0,0,67,0,0
28630,NEBRASKA,NEMAHA,136,"2,450",2,"2,449",2,0,0,0,119,0,0
28640,NEBRASKA,NUCKOLLS,106,"11,856",9,"11,856",9,0,0,0,95,0,0
28650,NEBRASKA,OTOE,284,"4,522",1,"4,523",1,0,0,0,253,0,0
28660,NEBRASKA,PAWNEE,44,"14,693",28,"14,693",28,0,0,0,37,0,0
28670,NEBRASKA,PERKINS,38,"5,648",12,"5,649",12,0,0,0,32,0,0
28680,NEBRASKA,PHELPS,155,847,0,848,0,0,0,0,135,0,0
28690,NEBRASKA,PIERCE,96,432,0,432,0,0,0,0,82,0,0
28700,NEBRASKA,PLATTE,458,"44,987",8,"44,988",8,0,0,0,390,0,0
28710,NEBRASKA,POLK,78,"1,130",1,"1,131",1,0,0,0,70,0,0
28720,NEBRASKA,RED WILLOW,274,0,0,0,0,0,0,0,255,0,0
28730,NEBRASKA,RICHARDSON,272,"51,483",16,"51,483",16,0,0,0,249,0,0
28740,NEBRASKA,ROCK,20,0,0,0,0,0,0,0,20,0,0
28750,NEBRASKA,SALINE,266,"5,043",2,"5,043",2,0,0,0,224,0,0
28760,NEBRASKA,SARPY,"2,626","250,515",8,"250,516",8,0,0,0,"2,320",0,0
28770,NEBRASKA,SAUNDERS,365,"41,468",9,"41,468",9,0,0,0,323,0,0
28780,NEBRASKA,SCOTT BLUFF,"1,070","51,713",4,"51,712",4,0,0,0,973,0,0
28790,NEBRASKA,SEWARD,236,"57,934",20,"57,935",20,0,0,0,214,0,0
28800,NEBRASKA,SHERIDAN,71,0,0,0,0,0,0,0,63,0,0
28810,NEBRASKA,SHERMAN,49,0,0,0,0,0,0,0,43,0,0
28820,NEBRASKA,SIOUX,5,0,0,0,0,0,0,0,4,0,0
28830,NEBRASKA,STANTON,49,0,0,0,0,0,0,0,42,0,0
28840,NEBRASKA,THAYER,106,721,1,720,1,0,0,0,96,0,0
28850,NEBRASKA,THOMAS,5,0,0,0,0,0,0,0,5,0,0
28860,NEBRASKA,THURSTON,130,"12,994",8,"12,995",8,0,0,0,114,0,0
28870,NEBRASKA,VALLEY,76,0,0,0,0,0,0,0,72,0,0
28880,NEBRASKA,WASHINGTON,225,0,0,0,0,0,0,0,197,0,0
28890,NEBRASKA,WAYNE,107,0,0,0,0,0,0,0,98,0,0
28900,NEBRASKA,WEBSTER,90,"12,569",12,"12,569",12,0,0,0,78,0,0
28910,NEBRASKA,WHEELER,7,0,0,0,0,0,0,0,6,0,0
28920,NEBRASKA,YORK,272,"19,022",6,"19,021",6,0,0,0,255,0,0
29000,NEVADA,CHURCHILL,562,"18,591",3,"18,591",3,0,0,0,500,0,0
29010,NEVADA,CLARK,"27,824","6,438,196",19,"6,438,197",19,0,0,0,"23,191",0,0
29020,NEVADA,DOUGLAS,539,"31,825",5,"31,825",5,0,0,0,463,0,0
29030,NEVADA,ELKO,692,"5,096",1,"5,095",1,0,0,0,572,0,0
29040,NEVADA,ESMERALDA,25,0,0,0,0,0,0,0,24,0,0
29050,NEVADA,EUREKA,39,0,0,0,0,0,0,0,32,0,0
29060,NEVADA,HUMBOLDT,314,0,0,0,0,0,0,0,271,0,0
29070,NEVADA,LANDER,105,0,0,0,0,0,0,0,94,0,0
29080,NEVADA,LINCOLN,728,"121,629",14,"121,630",14,0,0,0,664,0,0
29090,NEVADA,LYON,"1,497","97,715",5,"97,715",5,0,0,0,"1,281",0,0
29100,NEVADA,MINERAL,170,"21,169",10,"21,169",10,0,0,0,153,0,0
29110,NEVADA,NYE,"1,217","523,331",36,"523,331",36,0,0,0,"1,009",0,0
29120,NEVADA,CARSON CITY,"1,398","193,638",12,"193,638",12,0,0,0,"1,259",0,0
29130,NEVADA,PERSHING,104,"5,973",5,"5,974",5,0,0,0,91,0,0
29140,NEVADA,STOREY,23,0,0,0,0,0,0,0,20,0,0
29150,NEVADA,WASHOE,"8,200","984,475",10,"984,476",10,0,0,0,"6,927",0,0
29160,NEVADA,WHITE PINE,190,0,0,0,0,0,0,0,165,0,0
30000,NEW HAMPSHIRE,BELKNAP,"2,431","88,620",3,"88,620",3,0,0,0,"1,992",0,0
30010,NEW HAMPSHIRE,CARROLL,"1,611","96,701",5,"96,702",5,0,0,0,"1,383",0,0
30020,NEW HAMPSHIRE,CHESHIRE,"2,616","59,815",2,"59,815",2,0,0,0,"2,161",0,0
30030,NEW HAMPSHIRE,COOS,"1,910","43,968",2,"43,967",2,0,0,0,"1,699",0,0
30040,NEW HAMPSHIRE,GRAFTON,"2,758","179,518",5,"179,519",5,0,0,0,"2,281",0,0
30050,NEW HAMPSHIRE,HILLSBOROUGH,"12,705","765,320",5,"765,321",5,0,0,0,"10,422",0,0
30060,NEW HAMPSHIRE,MERRIMACK,"5,182","486,244",8,"486,244",8,0,0,0,"4,234",0,0
30070,NEW HAMPSHIRE,ROCKINGHAM,"7,454","808,053",9,"808,053",9,0,0,0,"6,053",0,0
30080,NEW HAMPSHIRE,STRAFFORD,"3,912","471,342",10,"471,342",10,0,0,0,"3,284",0,0
30090,NEW HAMPSHIRE,SULLIVAN,"1,596","100,104",5,"100,104",5,0,0,0,"1,312",0,0
31000,NEW JERSEY,ATLANTIC,"6,963","747,750",9,"747,749",9,0,0,0,"6,093",0,0
31100,NEW JERSEY,BERGEN,"10,454","761,411",6,"761,412",6,0,0,0,"9,009",0,0
31150,NEW JERSEY,BURLINGTON,"9,103","787,965",7,"787,964",7,0,0,0,"7,555",0,0
31160,NEW JERSEY,CAMDEN,"13,085","1,077,373",7,"1,077,373",7,0,0,0,"11,149",0,0
31180,NEW JERSEY,CAPE MAY,"2,803","262,125",8,"262,124",8,0,0,0,"2,503",0,0
31190,NEW JERSEY,CUMBERLAND,"5,015","382,414",6,"382,415",6,0,0,0,"4,389",0,0
31200,NEW JERSEY,ESSEX,"12,038","927,369",6,"927,369",6,0,0,0,"10,457",0,0
31220,NEW JERSEY,GLOUCESTER,"6,430","577,460",7,"577,460",7,0,0,0,"5,311",0,0
31230,NEW JERSEY,HUDSON,"8,694","470,748",5,"470,748",5,0,0,0,"7,719",0,0
31250,NEW JERSEY,HUNTERDON,"1,859","82,501",4,"82,501",4,0,0,0,"1,646",0,0
31260,NEW JERSEY,MERCER,"8,988","386,371",4,"386,371",4,0,0,0,"8,035",0,0
31270,NEW JERSEY,MIDDLESEX,"12,136","840,427",6,"840,427",6,0,0,0,"10,322",0,0
31290,NEW JERSEY,MONMOUTH,"10,705","798,217",6,"798,218",6,0,0,0,"9,158",0,0
31300,NEW JERSEY,MORRIS,"5,817","434,206",6,"434,206",6,0,0,0,"4,998",0,0
31310,NEW JERSEY,OCEAN,"12,433","1,387,325",9,"1,387,326",9,0,0,0,"10,712",0,0
31320,NEW JERSEY,PASSAIC,"8,157","324,578",3,"324,577",3,0,0,0,"7,097",0,0
31340,NEW JERSEY,SALEM,"1,939","144,992",6,"144,993",6,0,0,0,"1,691",0,0
31350,NEW JERSEY,SOMERSET,"3,611","292,880",7,"292,881",7,0,0,0,"3,056",0,0
31360,NEW JERSEY,SUSSEX,"3,043","132,685",4,"132,685",4,0,0,0,"2,586",0,0
31370,NEW JERSEY,UNION,"7,991","287,087",3,"287,088",3,0,0,0,"6,852",0,0
31390,NEW JERSEY,WARREN,"2,270","122,911",5,"122,911",5,0,0,0,"1,965",0,0
32000,NEW MEXICO,BERNALILLO,"13,879","2,473,018",15,"2,473,017",15,0,0,0,"11,595",0,0
32010,NEW MEXICO,CATRON,113,706,1,705,1,0,0,0,106,0,0
32020,NEW MEXICO,CHAVES,"1,960","213,862",9,"213,862",9,0,0,0,"1,809",0,0
32025,NEW MEXICO,CIBOLA,643,"71,255",9,"71,255",9,0,0,0,558,0,0
32030,NEW MEXICO,COLFAX,414,"44,389",9,"44,389",9,0,0,0,371,0,0
32040,NEW MEXICO,CURRY,"1,316","150,718",10,"150,718",10,0,0,0,"1,209",0,0
32050,NEW MEXICO,DE BACA,68,"50,096",61,"50,096",61,0,0,0,63,0,0
32060,NEW MEXICO,DONA ANA,"3,949","440,791",9,"440,791",9,0,0,0,"3,539",0,0
32070,NEW MEXICO,EDDY,"1,564","194,882",10,"194,883",10,0,0,0,"1,435",0,0
32080,NEW MEXICO,GRANT,847,"5,086",1,"5,086",1,0,0,0,772,0,0
32090,NEW MEXICO,GUADALUPE,170,"10,819",5,"10,819",5,0,0,0,153,0,0
32100,NEW MEXICO,HARDING,25,0,0,0,0,0,0,0,21,0,0
32110,NEW MEXICO,HIDALGO,121,"2,019",1,"2,019",1,0,0,0,102,0,0
32120,NEW MEXICO,LEA,"1,375","159,764",10,"159,765",10,0,0,0,"1,280",0,0
32130,NEW MEXICO,LINCOLN,469,"79,821",14,"79,821",14,0,0,0,417,0,0
32131,NEW MEXICO,LOS ALAMOS,160,0,0,0,0,0,0,0,128,0,0
32140,NEW MEXICO,LUNA,646,"15,124",2,"15,124",2,0,0,0,584,0,0
32150,NEW MEXICO,MCKINLEY,"1,622","71,980",4,"71,980",4,0,0,0,"1,443",0,0
32160,NEW MEXICO,MORA,247,"10,348",3,"10,349",3,0,0,0,213,0,0
32170,NEW MEXICO,OTERO,"1,285","94,438",6,"94,438",6,0,0,0,"1,137",0,0
32180,NEW MEXICO,QUAY,348,0,0,0,0,0,0,0,320,0,0
32190,NEW MEXICO,RIO ARRIBA,"1,355","58,703",4,"58,702",4,0,0,0,"1,223",0,0
32200,NEW MEXICO,ROOSEVELT,406,"19,934",4,"19,934",4,0,0,0,380,0,0
32210,NEW MEXICO,SANDOVAL,"1,895","301,460",13,"301,460",13,0,0,0,"1,528",0,0
32220,NEW MEXICO,SAN JUAN,"2,988","80,861",2,"80,861",2,0,0,0,"2,655",0,0
32230,NEW MEXICO,SAN MIGUEL,"1,451","94,449",5,"94,449",5,0,0,0,"1,302",0,0
32240,NEW MEXICO,SANTA FE,"3,108","640,353",17,"640,354",17,0,0,0,"2,686",0,0
32250,NEW MEXICO,SIERRA,457,"148,108",27,"148,109",27,0,0,0,398,0,0
32260,NEW MEXICO,SOCORRO,497,"99,848",17,"99,849",17,0,0,0,445,0,0
32270,NEW MEXICO,TAOS,981,"35,646",3,"35,645",3,0,0,0,878,0,0
32280,NEW MEXICO,TORRANCE,451,"55,891",10,"55,892",10,0,0,0,381,0,0
32290,NEW MEXICO,UNION,96,0,0,0,0,0,0,0,89,0,0
32300,NEW MEXICO,VALENCIA,"1,883","375,982",17,"375,981",17,0,0,0,"1,583",0,0
33000,NEW YORK,ALBANY,"6,439","590,168",8,"590,169",8,0,0,0,"5,423",0,0
33010,NEW YORK,ALLEGANY,"1,287","17,503",1,"17,502",1,0,0,0,"1,071",0,0
33020,NEW YORK,BRONX,"19,810","2,079,819",9,"2,079,820",9,0,0,0,"16,775",0,0
33030,NEW YORK,BROOME,"6,684","346,796",4,"346,796",4,0,0,0,"5,869",0,0
33040,NEW YORK,CATTARAUGUS,"2,980","135,065",4,"135,065",4,0,0,0,"2,536",0,0
33050,NEW YORK,CAYUGA,"1,938","64,451",3,"64,451",3,0,0,0,"1,622",0,0
33060,NEW YORK,CHAUTAUQUA,"4,588","374,277",7,"374,277",7,0,0,0,"3,987",0,0
33070,NEW YORK,CHEMUNG,"3,423","283,508",7,"283,508",7,0,0,0,"3,000",0,0
33080,NEW YORK,CHENANGO,"1,735","111,430",5,"111,430",5,0,0,0,"1,507",0,0
33090,NEW YORK,CLINTON,"3,817","208,436",5,"208,436",5,0,0,0,"3,455",0,0
33200,NEW YORK,COLUMBIA,"1,911","92,243",4,"92,243",4,0,0,0,"1,678",0,0
33210,NEW YORK,CORTLAND,"1,266","62,332",4,"62,332",4,0,0,0,"1,071",0,0
33220,NEW YORK,DELAWARE,"1,339","55,741",3,"55,742",3,0,0,0,"1,161",0,0
33230,NEW YORK,DUTCHESS,"7,774","334,596",4,"334,596",4,0,0,0,"6,694",0,0
33240,NEW YORK,ERIE,"23,340","1,672,163",6,"1,672,162",6,0,0,0,"18,865",0,0
33260,NEW YORK,ESSEX,"1,220","32,710",2,"32,711",2,0,0,0,"1,079",0,0
33270,NEW YORK,FRANKLIN,"1,460","55,711",3,"55,711",3,0,0,0,"1,275",0,0
33280,NEW YORK,FULTON,"2,020","39,024",2,"39,024",2,0,0,0,"1,782",0,0
