"AGED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
43060,SOUTH DAKOTA,BROWN,"1,535,338","1,483,456","925,384",,,,,,
43070,SOUTH DAKOTA,BRULE,"355,956","331,121","224,410",,,,,,
43080,SOUTH DAKOTA,BUFFALO,0,0,0,,,,,,
43090,SOUTH DAKOTA,BUTTE,"212,076","188,719","153,560",,,,,,
43100,SOUTH DAKOTA,CAMPBELL,"138,400","133,454","172,176",,,,,,
43110,SOUTH DAKOTA,CHARLES MIX,"259,764","246,499","323,712",,,,,,
43120,SOUTH DAKOTA,CLARK,"555,329","513,686","254,415",,,,,,
43130,SOUTH DAKOTA,CLAY,"335,005","318,354","281,283",,,,,,
43140,SOUTH DAKOTA,CODINGTON,"3,358,547","3,209,569","1,850,145",,,,,,
43150,SOUTH DAKOTA,CORSON,0,0,"3,460",,,,,,
43160,SOUTH DAKOTA,CUSTER,"150,750","145,629","98,102",,,,,,
43170,SOUTH DAKOTA,DAVISON,"1,171,645","1,088,329","732,717",,,,,,
43180,SOUTH DAKOTA,DAY,"505,702","487,263","376,124",,,,,,
43190,SOUTH DAKOTA,DEUEL,"940,300","896,444","960,081",,,,,,
43200,SOUTH DAKOTA,DEWEY,"94,836","92,758","24,620",,,,,,
43210,SOUTH DAKOTA,DOUGLAS,"237,653","226,485","360,224",,,,,,
43220,SOUTH DAKOTA,EDMUNDS,"273,164","266,379","247,892",,,,,,
43230,SOUTH DAKOTA,FALL RIVER,"80,560","76,900","119,543",,,,,,
43240,SOUTH DAKOTA,FAULK,"42,071","40,176","39,016",,,,,,
43250,SOUTH DAKOTA,GRANT,"749,295","710,292","688,911",,,,,,
43260,SOUTH DAKOTA,GREGORY,"702,733","677,384","515,500",,,,,,
43270,SOUTH DAKOTA,HAAKON,"146,371","138,261","56,135",,,,,,
43280,SOUTH DAKOTA,HAMLIN,"620,768","584,802","387,388",,,,,,
43290,SOUTH DAKOTA,HAND,"64,471","61,613","65,417",,,,,,
43300,SOUTH DAKOTA,HANSON,"252,550","236,743","132,812",,,,,,
43310,SOUTH DAKOTA,HARDING,"32,168","29,714","33,413",,,,,,
43320,SOUTH DAKOTA,HUGHES,"299,767","279,360","332,542",,,,,,
43330,SOUTH DAKOTA,HUTCHINSON,"1,026,320","979,751","766,081",,,,,,
43340,SOUTH DAKOTA,HYDE,0,0,0,,,,,,
43350,SOUTH DAKOTA,JACKSON,"138,905","127,533","43,023",,,,,,
43360,SOUTH DAKOTA,JERAULD,"135,671","129,930","78,368",,,,,,
43370,SOUTH DAKOTA,JONES,"49,380","47,890","18,945",,,,,,
43380,SOUTH DAKOTA,KINGSBURY,"288,034","275,287","212,908",,,,,,
43390,SOUTH DAKOTA,LAKE,"307,126","282,115","300,794",,,,,,
43400,SOUTH DAKOTA,LAWRENCE,"510,490","483,462","391,445",,,,,,
43410,SOUTH DAKOTA,LINCOLN,"1,154,240","1,047,758","870,756",,,,,,
43420,SOUTH DAKOTA,LYMAN,"76,598","71,891","64,298",,,,,,
43430,SOUTH DAKOTA,MC COOK,"255,566","238,039","260,401",,,,,,
43440,SOUTH DAKOTA,MC PHERSON,"75,311","72,886","68,358",,,,,,
43450,SOUTH DAKOTA,MARSHALL,"88,976","87,139","217,251",,,,,,
43460,SOUTH DAKOTA,MEADE,"842,637","783,179","475,854",,,,,,
43470,SOUTH DAKOTA,MELLETTE,0,0,"2,337",,,,,,
43480,SOUTH DAKOTA,MINER,"296,496","269,428","83,324",,,,,,
43490,SOUTH DAKOTA,MINNEHAHA,"7,449,702","6,687,679","6,252,416",,,,,,
43500,SOUTH DAKOTA,MOODY,"51,413","48,329","114,152",,,,,,
43510,SOUTH DAKOTA,PENNINGTON,"3,949,933","3,639,133","1,956,695",,,,,,
43520,SOUTH DAKOTA,PERKINS,"213,640","197,674","144,617",,,,,,
43530,SOUTH DAKOTA,POTTER,0,0,0,,,,,,
43540,SOUTH DAKOTA,ROBERTS,"862,184","820,508","471,434",,,,,,
43550,SOUTH DAKOTA,SANBORN,"63,959","59,910","50,197",,,,,,
43560,SOUTH DAKOTA,SHANNON,0,0,843,,,,,,
43570,SOUTH DAKOTA,SPINK,"347,553","339,987","258,003",,,,,,
43580,SOUTH DAKOTA,STANLEY,"72,431","62,874","31,200",,,,,,
43590,SOUTH DAKOTA,SULLY,0,0,0,,,,,,
43600,SOUTH DAKOTA,TODD,0,0,"2,281",,,,,,
43610,SOUTH DAKOTA,TRIPP,"229,788","220,451","136,484",,,,,,
43620,SOUTH DAKOTA,TURNER,"1,028,461","964,251","678,141",,,,,,
43630,SOUTH DAKOTA,UNION,"448,550","408,790","486,955",,,,,,
43640,SOUTH DAKOTA,WALWORTH,0,0,"1,893",,,,,,
43670,SOUTH DAKOTA,YANKTON,"1,122,786","1,081,806","639,053",,,,,,
43680,SOUTH DAKOTA,ZIEBACH,0,0,0,,,,,,
44000,TENNESSEE,ANDERSON,"269,497","265,534","35,983",,,,,,
44010,TENNESSEE,BEDFORD,0,0,0,,,,,,
44020,TENNESSEE,BENTON,"13,604","13,240","37,055",,,,,,
44030,TENNESSEE,BLEDSOE,0,0,0,,,,,,
44040,TENNESSEE,BLOUNT,"16,733","15,553","4,541",,,,,,
44050,TENNESSEE,BRADLEY,0,0,389,,,,,,
44060,TENNESSEE,CAMPBELL,"449,773","421,768","181,210",,,,,,
44070,TENNESSEE,CANNON,0,0,577,,,,,,
44080,TENNESSEE,CARROLL,0,0,0,,,,,,
44090,TENNESSEE,CARTER,"68,885","64,453","21,298",,,,,,
44100,TENNESSEE,CHEATHAM,0,0,0,,,,,,
44110,TENNESSEE,CHESTER,"7,895","6,859","10,232",,,,,,
44120,TENNESSEE,CLAIBORNE,"256,425","234,840","123,224",,,,,,
44130,TENNESSEE,CLAY,0,0,0,,,,,,
44140,TENNESSEE,COCKE,"26,023","24,491","17,787",,,,,,
44150,TENNESSEE,COFFEE,"12,417","11,840","6,284",,,,,,
44160,TENNESSEE,CROCKETT,0,0,0,,,,,,
44170,TENNESSEE,CUMBERLAND,"47,049","46,016","7,003",,,,,,
44180,TENNESSEE,DAVIDSON,"32,422","32,281","14,700",,,,,,
44190,TENNESSEE,DECATUR,0,0,"4,783",,,,,,
44200,TENNESSEE,DE KALB,0,0,0,,,,,,
44210,TENNESSEE,DICKSON,0,0,559,,,,,,
44220,TENNESSEE,DYER,0,0,0,,,,,,
44230,TENNESSEE,FAYETTE,0,0,"31,457",,,,,,
44240,TENNESSEE,FENTRESS,"30,247","28,258","2,794",,,,,,
44250,TENNESSEE,FRANKLIN,0,0,197,,,,,,
44260,TENNESSEE,GIBSON,"12,278","11,861","4,239",,,,,,
44270,TENNESSEE,GILES,0,0,255,,,,,,
44280,TENNESSEE,GRAINGER,"124,661","113,441","66,776",,,,,,
44290,TENNESSEE,GREENE,"54,628","51,682","42,139",,,,,,
44300,TENNESSEE,GRUNDY,"60,183","58,014","19,104",,,,,,
44310,TENNESSEE,HAMBLEN,"116,639","112,197","26,957",,,,,,
44320,TENNESSEE,HAMILTON,"92,962","86,392","84,157",,,,,,
44330,TENNESSEE,HANCOCK,0,0,"16,234",,,,,,
44340,TENNESSEE,HARDEMAN,0,0,"1,774",,,,,,
44350,TENNESSEE,HARDIN,0,0,0,,,,,,
44360,TENNESSEE,HAWKINS,"120,165","109,547","52,289",,,,,,
44370,TENNESSEE,HAYWOOD,0,0,0,,,,,,
44380,TENNESSEE,HENDERSON,"144,209","133,955","31,812",,,,,,
44390,TENNESSEE,HENRY,0,0,0,,,,,,
44400,TENNESSEE,HICKMAN,0,0,0,,,,,,
44410,TENNESSEE,HOUSTON,0,0,0,,,,,,
44420,TENNESSEE,HUMPHREYS,0,0,"2,598",,,,,,
44430,TENNESSEE,JACKSON,0,0,"1,217",,,,,,
44440,TENNESSEE,JEFFERSON,"12,735","11,995","63,316",,,,,,
44450,TENNESSEE,JOHNSON,"107,916","98,264","31,178",,,,,,
44460,TENNESSEE,KNOX,"82,863","80,390","52,242",,,,,,
44470,TENNESSEE,LAKE,0,0,0,,,,,,
44480,TENNESSEE,LAUDERDALE,0,0,0,,,,,,
44490,TENNESSEE,LAWRENCE,0,0,0,,,,,,
44500,TENNESSEE,LEWIS,0,0,0,,,,,,
44510,TENNESSEE,LINCOLN,0,0,96,,,,,,
44520,TENNESSEE,LOUDON,0,0,"2,112",,,,,,
44530,TENNESSEE,MC MINN,0,0,"1,750",,,,,,
44540,TENNESSEE,MC NAIRY,0,0,0,,,,,,
44550,TENNESSEE,MACON,0,0,0,,,,,,
44560,TENNESSEE,MADISON,"37,681","35,888","35,928",,,,,,
44570,TENNESSEE,MARION,"237,408","227,058","71,989",,,,,,
44580,TENNESSEE,MARSHALL,0,0,554,,,,,,
44590,TENNESSEE,MAURY,0,0,0,,,,,,
44600,TENNESSEE,MEIGS,0,0,"11,279",,,,,,
44610,TENNESSEE,MONROE,"28,074","25,408","14,697",,,,,,
44620,TENNESSEE,MONTGOMERY,"78,693","74,616","5,721",,,,,,
44630,TENNESSEE,MOORE,0,0,0,,,,,,
44640,TENNESSEE,MORGAN,"26,121","24,958","7,031",,,,,,
44650,TENNESSEE,OBION,"47,674","46,520","20,873",,,,,,
44660,TENNESSEE,OVERTON,0,0,"6,938",,,,,,
44670,TENNESSEE,PERRY,"4,731","4,527","1,112",,,,,,
44680,TENNESSEE,PICKETT,0,0,0,,,,,,
44690,TENNESSEE,POLK,0,0,0,,,,,,
44700,TENNESSEE,PUTNAM,"21,291","18,791","21,663",,,,,,
44710,TENNESSEE,RHEA,0,0,0,,,,,,
44720,TENNESSEE,ROANE,"177,677","173,619","53,051",,,,,,
44730,TENNESSEE,ROBERTSON,0,0,0,,,,,,
44740,TENNESSEE,RUTHERFORD,"28,696","28,475","64,164",,,,,,
44750,TENNESSEE,SCOTT,"17,823","16,301","14,682",,,,,,
44760,TENNESSEE,SEQUATCHIE,0,0,0,,,,,,
44770,TENNESSEE,SEVIER,"9,452","9,267","7,594",,,,,,
44780,TENNESSEE,SHELBY,"125,491","111,870","157,019",,,,,,
44790,TENNESSEE,SMITH,0,0,0,,,,,,
44800,TENNESSEE,STEWART,"40,391","38,534","12,519",,,,,,
44810,TENNESSEE,SULLIVAN,"470,284","435,739","79,330",,,,,,
44820,TENNESSEE,SUMNER,"4,822","4,365","1,757",,,,,,
44830,TENNESSEE,TIPTON,"27,244","24,793","6,225",,,,,,
44840,TENNESSEE,TROUSDALE,0,0,0,,,,,,
44850,TENNESSEE,UNICOI,0,0,0,,,,,,
44860,TENNESSEE,UNION,0,0,314,,,,,,
44870,TENNESSEE,VAN BUREN,0,0,0,,,,,,
44880,TENNESSEE,WARREN,0,0,0,,,,,,
44890,TENNESSEE,WASHINGTON,"79,670","69,658","62,410",,,,,,
44900,TENNESSEE,WAYNE,0,0,183,,,,,,
44910,TENNESSEE,WEAKLEY,0,0,0,,,,,,
44920,TENNESSEE,WHITE,"4,016","4,016","1,484",,,,,,
44930,TENNESSEE,WILLIAMSON,"23,927","23,927","7,318",,,,,,
44940,TENNESSEE,WILSON,0,0,"28,732",,,,,,
45000,TEXAS,ANDERSON,"192,301","181,874","203,179",,,,,,
45010,TEXAS,ANDREWS,0,0,0,,,,,,
45020,TEXAS,ANGELINA,0,0,"4,898",,,,,,
45030,TEXAS,ARANSAS,"172,381","155,552","61,015",,,,,,
45040,TEXAS,ARCHER,0,0,0,,,,,,
45050,TEXAS,ARMSTRONG,0,0,0,,,,,,
45060,TEXAS,ATASCOSA,0,0,"3,638",,,,,,
45070,TEXAS,AUSTIN,"147,559","146,058","153,383",,,,,,
45080,TEXAS,BAILEY,0,0,"3,289",,,,,,
45090,TEXAS,BANDERA,0,0,0,,,,,,
45100,TEXAS,BASTROP,"507,761","493,881","579,764",,,,,,
45110,TEXAS,BAYLOR,0,0,"3,465",,,,,,
45113,TEXAS,BEE,0,0,0,,,,,,
45120,TEXAS,BELL,"31,142,980","26,155,626","25,844,291",,,,,,
45130,TEXAS,BEXAR,"379,509","345,978","246,410",,,,,,
45140,TEXAS,BLANCO,"55,193","54,985","38,750",,,,,,
45150,TEXAS,BORDEN,0,0,0,,,,,,
45160,TEXAS,BOSQUE,"1,493,996","1,334,189","1,580,085",,,,,,
45170,TEXAS,BOWIE,"77,612","71,561","77,991",,,,,,
45180,TEXAS,BRAZORIA,"20,654","17,163","51,134",,,,,,
45190,TEXAS,BRAZOS,"2,531,461","2,294,143","1,780,901",,,,,,
45200,TEXAS,BREWSTER,0,0,"1,201",,,,,,
45201,TEXAS,BRISCOE,0,0,"2,685",,,,,,
45210,TEXAS,BROOKS,0,0,0,,,,,,
45220,TEXAS,BROWN,"177,261","173,756","237,839",,,,,,
45221,TEXAS,BURLESON,"1,284,217","1,167,368","985,589",,,,,,
45222,TEXAS,BURNET,"1,648,712","1,545,917","1,803,593",,,,,,
45223,TEXAS,CALDWELL,"6,299","4,313","18,076",,,,,,
45224,TEXAS,CALHOUN,0,0,0,,,,,,
45230,TEXAS,CALLAHAN,"13,674","10,140","30,544",,,,,,
45240,TEXAS,CAMERON,"214,276","187,723","149,335",,,,,,
45250,TEXAS,CAMP,"32,845","32,150","56,739",,,,,,
45251,TEXAS,CARSON,0,0,656,,,,,,
45260,TEXAS,CASS,0,0,0,,,,,,
45270,TEXAS,CASTRO,0,0,0,,,,,,
45280,TEXAS,CHAMBERS,0,0,0,,,,,,
45281,TEXAS,CHEROKEE,"127,446","125,486","99,291",,,,,,
45290,TEXAS,CHILDRESS,0,0,0,,,,,,
45291,TEXAS,CLAY,0,0,"1,139",,,,,,
45292,TEXAS,COCHRAN,0,0,0,,,,,,
45300,TEXAS,COKE,"8,733","7,845","40,880",,,,,,
45301,TEXAS,COLEMAN,"210,269","201,988","86,986",,,,,,
45310,TEXAS,COLLIN,"84,121","76,991","129,280",,,,,,
45311,TEXAS,COLLINGSWORTH,0,0,0,,,,,,
45312,TEXAS,COLORADO,0,0,"4,107",,,,,,
45320,TEXAS,COMAL,"29,225","22,483","29,313",,,,,,
45321,TEXAS,COMANCHE,"101,854","99,660","90,516",,,,,,
45330,TEXAS,CONCHO,"74,354","69,822","31,007",,,,,,
45340,TEXAS,COOKE,"388,136","371,563","207,181",,,,,,
45341,TEXAS,CORYELL,"5,054,275","4,501,616","3,548,541",,,,,,
45350,TEXAS,COTTLE,0,0,0,,,,,,
45360,TEXAS,CRANE,0,0,0,,,,,,
45361,TEXAS,CROCKETT,"43,342","40,431","7,487",,,,,,
45362,TEXAS,CROSBY,0,0,0,,,,,,
45370,TEXAS,CULBERSON,0,0,0,,,,,,
45380,TEXAS,DALLAM,0,0,"12,710",,,,,,
45390,TEXAS,DALLAS,"410,678","380,371","176,024",,,,,,
45391,TEXAS,DAWSON,"19,141","18,737","12,200",,,,,,
45392,TEXAS,DEAF SMITH,"33,934","30,108","19,050",,,,,,
45400,TEXAS,DELTA,0,0,546,,,,,,
45410,TEXAS,DENTON,"289,945","278,319","131,349",,,,,,
45420,TEXAS,DE WITT,0,0,0,,,,,,
45421,TEXAS,DICKENS,0,0,754,,,,,,
45430,TEXAS,DIMMIT,0,0,0,,,,,,
45431,TEXAS,DONLEY,0,0,"3,472",,,,,,
45440,TEXAS,DUVAL,0,0,0,,,,,,
45450,TEXAS,EASTLAND,"82,495","80,188","35,554",,,,,,
45451,TEXAS,ECTOR,0,0,276,,,,,,
45460,TEXAS,EDWARDS,0,0,0,,,,,,
45470,TEXAS,ELLIS,"8,621","7,992","28,013",,,,,,
45480,TEXAS,EL PASO,"105,169","87,691","55,325",,,,,,
45490,TEXAS,ERATH,"322,580","296,329","111,987",,,,,,
45500,TEXAS,FALLS,"1,455,004","1,237,276","1,326,647",,,,,,
45510,TEXAS,FANNIN,"44,941","44,892","41,789",,,,,,
45511,TEXAS,FAYETTE,"39,947","34,624","57,089",,,,,,
45520,TEXAS,FISHER,0,0,0,,,,,,
45521,TEXAS,FLOYD,0,0,"4,437",,,,,,
45522,TEXAS,FOARD,"56,038","54,402","30,760",,,,,,
45530,TEXAS,FORT BEND,"190,884","179,344","34,596",,,,,,
45531,TEXAS,FRANKLIN,0,0,0,,,,,,
45540,TEXAS,FREESTONE,0,0,"11,682",,,,,,
45541,TEXAS,FRIO,0,0,"1,861",,,,,,
45542,TEXAS,GAINES,0,0,0,,,,,,
45550,TEXAS,GALVESTON,"424,246","358,995","187,414",,,,,,
45551,TEXAS,GARZA,0,0,274,,,,,,
45552,TEXAS,GILLESPIE,"6,942","6,650","2,823",,,,,,
45560,TEXAS,GLASSCOCK,0,0,0,,,,,,
45561,TEXAS,GOLIAD,0,0,0,,,,,,
45562,TEXAS,GONZALES,0,0,0,,,,,,
45563,TEXAS,GRAY,"11,588","10,535","4,769",,,,,,
45564,TEXAS,GRAYSON,"160,690","153,016","144,582",,,,,,
45570,TEXAS,GREGG,"72,312","67,359","124,598",,,,,,
45580,TEXAS,GRIMES,"480,237","445,706","319,579",,,,,,
45581,TEXAS,GUADALUPE,"47,840","42,123","19,095",,,,,,
45582,TEXAS,HALE,0,0,"11,042",,,,,,
45583,TEXAS,HALL,0,0,0,,,,,,
45590,TEXAS,HAMILTON,"1,277,952","1,178,301","865,458",,,,,,
45591,TEXAS,HANSFORD,0,0,0,,,,,,
45592,TEXAS,HARDEMAN,0,0,"1,741",,,,,,
45600,TEXAS,HARDIN,"131,309","128,656","183,455",,,,,,
45610,TEXAS,HARRIS,"715,955","674,190","671,545",,,,,,
45620,TEXAS,HARRISON,"222,431","202,999","161,726",,,,,,
45621,TEXAS,HARTLEY,0,0,128,,,,,,
45630,TEXAS,HASKELL,0,0,0,,,,,,
45631,TEXAS,HAYS,0,0,"28,377",,,,,,
45632,TEXAS,HEMPHILL,0,0,0,,,,,,
45640,TEXAS,HENDERSON,"135,421","126,993","93,777",,,,,,
45650,TEXAS,HIDALGO,"330,652","281,854","284,022",,,,,,
45651,TEXAS,HILL,"163,249","144,679","281,909",,,,,,
45652,TEXAS,HOCKLEY,0,0,"2,657",,,,,,
45653,TEXAS,HOOD,"60,324","57,725","60,100",,,,,,
45654,TEXAS,HOPKINS,"5,706","4,504","9,282",,,,,,
45660,TEXAS,HOUSTON,0,0,"7,697",,,,,,
45661,TEXAS,HOWARD,0,0,"1,422",,,,,,
45662,TEXAS,HUDSPETH,0,0,0,,,,,,
45670,TEXAS,HUNT,0,0,273,,,,,,
45671,TEXAS,HUTCHINSON,"53,596","51,306","32,872",,,,,,
45672,TEXAS,IRION,"17,948","17,834","7,878",,,,,,
45680,TEXAS,JACK,0,0,0,,,,,,
45681,TEXAS,JACKSON,0,0,0,,,,,,
45690,TEXAS,JASPER,"66,019","64,087","28,486",,,,,,
45691,TEXAS,JEFF DAVIS,0,0,0,,,,,,
45700,TEXAS,JEFFERSON,"14,811","14,018","16,805",,,,,,
45710,TEXAS,JIM HOGG,0,0,0,,,,,,
45711,TEXAS,JIM WELLS,0,0,0,,,,,,
45720,TEXAS,JOHNSON,"1,927,282","1,828,851","1,718,055",,,,,,
45721,TEXAS,JONES,0,0,"15,266",,,,,,
45722,TEXAS,KARNES,0,0,0,,,,,,
45730,TEXAS,KAUFMAN,"43,408","38,988","30,367",,,,,,
45731,TEXAS,KENDALL,0,0,"9,416",,,,,,
45732,TEXAS,KENEDY,0,0,0,,,,,,
45733,TEXAS,KENT,0,0,0,,,,,,
45734,TEXAS,KERR,0,0,"25,120",,,,,,
45740,TEXAS,KIMBLE,0,0,"2,759",,,,,,
45741,TEXAS,KING,0,0,0,,,,,,
45742,TEXAS,KINNEY,0,0,449,,,,,,
45743,TEXAS,KLEBERG,0,0,"11,681",,,,,,
45744,TEXAS,KNOX,0,0,"8,872",,,,,,
45750,TEXAS,LAMAR,0,0,0,,,,,,
45751,TEXAS,LAMB,0,0,0,,,,,,
45752,TEXAS,LAMPASAS,"3,228,344","2,951,082","1,855,671",,,,,,
45753,TEXAS,LA SALLE,0,0,0,,,,,,
45754,TEXAS,LAVACA,"14,922","14,879","3,105",,,,,,
45755,TEXAS,LEE,"648,840","604,944","413,550",,,,,,
45756,TEXAS,LEON,"389,329","339,989","380,992",,,,,,
45757,TEXAS,LIBERTY,"48,152","43,045","65,594",,,,,,
45758,TEXAS,LIMESTONE,"197,157","190,612","93,016",,,,,,
45759,TEXAS,LIPSCOMB,0,0,127,,,,,,
45760,TEXAS,LIVE OAK,0,0,0,,,,,,
45761,TEXAS,LLANO,"1,074,128","1,005,478","1,268,325",,,,,,
45762,TEXAS,LOVING,0,0,0,,,,,,
45770,TEXAS,LUBBOCK,"524,894","488,155","499,969",,,,,,
45771,TEXAS,LYNN,"7,483","7,483","18,098",,,,,,
45772,TEXAS,MC CULLOCH,"18,656","18,656","41,926",,,,,,
45780,TEXAS,MC LENNAN,"11,874,670","10,382,320","10,113,371",,,,,,
45781,TEXAS,MC MULLEN,0,0,0,,,,,,
45782,TEXAS,MADISON,"299,187","278,938","150,015",,,,,,
45783,TEXAS,MARION,"19,206","16,276","12,006",,,,,,
45784,TEXAS,MARTIN,0,0,0,,,,,,
45785,TEXAS,MASON,0,0,"8,294",,,,,,
45790,TEXAS,MATAGORDA,"61,623","60,475","11,454",,,,,,
45791,TEXAS,MAVERICK,0,0,0,,,,,,
45792,TEXAS,MEDINA,0,0,"7,219",,,,,,
45793,TEXAS,MENARD,"16,680","15,077","50,302",,,,,,
45794,TEXAS,MIDLAND,"60,631","54,373","17,057",,,,,,
45795,TEXAS,MILAM,"5,711,669","5,002,263","5,246,041",,,,,,
45796,TEXAS,MILLS,"941,191","859,266","659,669",,,,,,
45797,TEXAS,MITCHELL,0,0,473,,,,,,
45800,TEXAS,MONTAGUE,0,0,"5,710",,,,,,
45801,TEXAS,MONTGOMERY,"97,575","91,740","184,090",,,,,,
45802,TEXAS,MOORE,"34,113","30,006","5,528",,,,,,
45803,TEXAS,MORRIS,"12,582","11,503","18,106",,,,,,
45804,TEXAS,MOTLEY,0,0,"1,619",,,,,,
45810,TEXAS,NACOGDOCHES,"3,795","2,957","34,818",,,,,,
45820,TEXAS,NAVARRO,0,0,"7,591",,,,,,
45821,TEXAS,NEWTON,"58,835","51,426","17,438",,,,,,
45822,TEXAS,NOLAN,"7,143","6,472","56,188",,,,,,
45830,TEXAS,NUECES,"83,073","71,434","10,890",,,,,,
45831,TEXAS,OCHILTREE,0,0,0,,,,,,
45832,TEXAS,OLDHAM,0,0,0,,,,,,
45840,TEXAS,ORANGE,0,0,"9,976",,,,,,
45841,TEXAS,PALO PINTO,"68,019","67,530","16,729",,,,,,
45842,TEXAS,PANOLA,"41,344","38,978","46,210",,,,,,
45843,TEXAS,PARKER,"178,076","165,945","149,604",,,,,,
45844,TEXAS,PARMER,0,0,"6,070",,,,,,
45845,TEXAS,PECOS,"129,313","121,616","59,364",,,,,,
45850,TEXAS,POLK,"2,221","2,221","65,798",,,,,,
45860,TEXAS,POTTER,"374,160","360,632","431,702",,,,,,
45861,TEXAS,PRESIDIO,0,0,0,,,,,,
45870,TEXAS,RAINS,"135,449","131,066","22,345",,,,,,
45871,TEXAS,RANDALL,"325,896","308,397","346,130",,,,,,
45872,TEXAS,REAGAN,0,0,"1,401",,,,,,
45873,TEXAS,REAL,0,0,0,,,,,,
45874,TEXAS,RED RIVER,0,0,"1,784",,,,,,
45875,TEXAS,REEVES,"34,734","33,175","11,266",,,,,,
45876,TEXAS,REFUGIO,0,0,0,,,,,,
45877,TEXAS,ROBERTS,0,0,0,,,,,,
45878,TEXAS,ROBERTSON,"831,167","748,601","609,786",,,,,,
45879,TEXAS,ROCKWALL,0,0,178,,,,,,
45880,TEXAS,RUNNELS,"115,473","107,060","108,525",,,,,,
45881,TEXAS,RUSK,"13,806","13,668","38,540",,,,,,
45882,TEXAS,SABINE,0,0,"6,575",,,,,,
45883,TEXAS,SAN AUGUSTINE,0,0,0,,,,,,
45884,TEXAS,SAN JACINTO,0,0,0,,,,,,
45885,TEXAS,SAN PATRICIO,"6,241","5,522","23,555",,,,,,
45886,TEXAS,SAN SABA,"233,839","209,260","445,426",,,,,,
45887,TEXAS,SCHLEICHER,"4,992","4,448","10,293",,,,,,
45888,TEXAS,SCURRY,"4,412","3,970","4,782",,,,,,
45889,TEXAS,SHACKELFORD,0,0,0,,,,,,
45890,TEXAS,SHELBY,0,0,"11,417",,,,,,
45891,TEXAS,SHERMAN,0,0,"21,452",,,,,,
45892,TEXAS,SMITH,"624,303","589,363","543,394",,,,,,
45893,TEXAS,SOMERVELL,"49,672","48,527","55,275",,,,,,
45900,TEXAS,STARR,"17,602","14,068","1,161",,,,,,
45901,TEXAS,STEPHENS,0,0,0,,,,,,
45902,TEXAS,STERLING,0,0,0,,,,,,
45903,TEXAS,STONEWALL,0,0,0,,,,,,
45904,TEXAS,SUTTON,0,0,"5,845",,,,,,
45905,TEXAS,SWISHER,"50,790","45,925","29,104",,,,,,
45910,TEXAS,TARRANT,"781,946","733,544","634,651",,,,,,
45911,TEXAS,TAYLOR,"36,266","32,630","45,556",,,,,,
45912,TEXAS,TERRELL,0,0,0,,,,,,
45913,TEXAS,TERRY,0,0,0,,,,,,
45920,TEXAS,THROCKMORTON,0,0,0,,,,,,
45921,TEXAS,TITUS,0,0,0,,,,,,
45930,TEXAS,TOM GREEN,"1,138,961","1,066,237","651,859",,,,,,
45940,TEXAS,TRAVIS,"2,471,591","2,368,651","2,080,767",,,,,,
45941,TEXAS,TRINITY,"66,852","48,248","31,309",,,,,,
45942,TEXAS,TYLER,0,0,0,,,,,,
45943,TEXAS,UPSHUR,0,0,"43,367",,,,,,
45944,TEXAS,UPTON,"88,485","79,648","12,464",,,,,,
45945,TEXAS,UVALDE,"1,160","1,160","30,030",,,,,,
45946,TEXAS,VAL VERDE,"36,165","33,767","12,058",,,,,,
45947,TEXAS,VAN ZANDT,"65,473","61,866","86,708",,,,,,
45948,TEXAS,VICTORIA,0,0,"3,288",,,,,,
45949,TEXAS,WALKER,"21,526","17,941","37,398",,,,,,
45950,TEXAS,WALLER,0,0,"12,655",,,,,,
45951,TEXAS,WARD,0,0,0,,,,,,
45952,TEXAS,WASHINGTON,"466,915","428,212","291,056",,,,,,
45953,TEXAS,WEBB,"39,136","28,148","63,115",,,,,,
45954,TEXAS,WHARTON,"24,769","23,346","7,511",,,,,,
45955,TEXAS,WHEELER,0,0,0,,,,,,
45960,TEXAS,WICHITA,"90,774","87,981","15,058",,,,,,
45961,TEXAS,WILBARGER,0,0,0,,,,,,
45962,TEXAS,WILLACY,"90,337","71,883","6,980",,,,,,
45970,TEXAS,WILLIAMSON,"16,703,699","15,987,536","13,816,033",,,,,,
45971,TEXAS,WILSON,0,0,"2,502",,,,,,
45972,TEXAS,WINKLER,0,0,0,,,,,,
45973,TEXAS,WISE,"13,978","13,978","13,476",,,,,,
45974,TEXAS,WOOD,"524,964","511,247","306,240",,,,,,
45980,TEXAS,YOAKUM,0,0,0,,,,,,
45981,TEXAS,YOUNG,"3,514","3,133","51,445",,,,,,
45982,TEXAS,ZAPATA,"19,082","17,425","10,978",,,,,,
45983,TEXAS,ZAVALA,"10,712","9,276","18,760",,,,,,
46000,UTAH,BEAVER,"177,298","174,893","154,109",,,,,,
46010,UTAH,BOX ELDER,"34,990","34,127","41,687",,,,,,
46020,UTAH,CACHE,"103,409","98,449","77,595",,,,,,
46030,UTAH,CARBON,"918,970","850,151","686,185",,,,,,
46040,UTAH,DAGGETT,0,0,136,,,,,,
