SSA Code,State,County,Provider Number,CBSA 2015,IPPS Provider  2009,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2015
44460,TN,KNOX,440015,28940,0.7943,0.789,0.7889,0.7963,0.793,0.7635,0.735
44490,TN,LAWRENCE,440175,NA,0.7943,0.789,0.7889,0.7963,0.8989,0.8823,0.8765
44510,TN,LINCOLN,440102,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7614,0.735
44520,TN,LOUDON,440110,28940,0.7943,0.789,0.7889,0.7963,0.793,0.7635,0.735
44530,TN,MC MINN,440054,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7614,0.735
44530,TN,MC MINN,440068,NA,0.8711,0.8663,0.8663,0.8635,0.8568,0.8498,0.8397
44540,TN,MC NAIRY,440051,NA,0.8025,0.7972,0.7971,0.8008,0.785,0.7659,0.736
44560,TN,MADISON,440189,27180,0.8437,0.8516,0.8516,0.8337,0.791,0.7614,0.8607
44560,TN,MADISON,440002,27180,0.8871,0.8923,0.8923,0.892,0.8788,0.8592,0.8607
44570,TN,MARION,440064,16860,0.8842,0.8844,0.8843,0.8837,0.8748,0.8498,0.8625
44590,TN,MAURY,440073,34980,0.9236,0.9337,0.9337,0.9245,0.8989,0.8823,0.8907
44610,TN,MONROE,440084,NA,0.7968,0.7915,0.7914,0.7963,0.7805,0.7644,0.735
44620,TN,MONTGOMERY,440035,17300,0.9236,0.9337,0.9337,0.9245,0.8415,0.836,0.7723
44650,TN,OBION,440130,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7924,0.7722
44660,TN,OVERTON,440187,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.8823,0.8765
44670,TN,PERRY,440040,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7614,0.735
44700,TN,PUTNAM,440059,NA,0.9236,0.9337,0.9337,0.9245,0.8989,0.8823,0.8765
44720,TN,ROANE,440031,28940,0.7962,0.7909,0.7908,0.7963,0.7805,0.7637,0.735
44730,TN,ROBERTSON,440065,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44740,TN,RUTHERFORD,440227,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44740,TN,RUTHERFORD,440053,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44780,TN,SHELBY,440228,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44780,TN,SHELBY,440183,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44780,TN,SHELBY,440159,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44780,TN,SHELBY,440152,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44780,TN,SHELBY,440049,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44780,TN,SHELBY,440048,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44810,TN,SULLIVAN,440176,28700,0.7952,0.812,0.812,0.7972,0.7805,0.7614,0.7363
44810,TN,SULLIVAN,440017,28700,0.7952,0.812,0.812,0.7972,0.7805,0.7614,0.735
44810,TN,SULLIVAN,440012,28700,0.7952,0.812,0.812,0.7972,0.7805,0.7614,0.7363
44820,TN,SUMNER,440194,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44820,TN,SUMNER,440003,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44830,TN,TIPTON,440131,32820,0.9289,0.9251,0.9251,0.9244,0.9202,0.8967,0.8924
44850,TN,UNICOI,440001,27740,0.7994,0.789,0.7889,0.7963,0.7805,0.7614,0.7397
44880,TN,WARREN,440151,NA,0.9236,0.9337,0.9337,0.9245,0.8989,0.8823,0.735
44890,TN,WASHINGTON,440184,27740,0.7994,0.7923,0.7922,0.7996,0.7838,0.7614,0.7397
44890,TN,WASHINGTON,440063,27740,0.7994,0.7923,0.7922,0.7996,0.7838,0.7614,0.7397
44900,TN,WAYNE,440010,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7614,0.735
44910,TN,WEAKLEY,440061,NA,0.7943,0.789,0.7889,0.7963,0.7805,0.7614,0.735
44920,TN,WHITE,440192,NA,0.9236,0.9337,0.9337,0.9245,0.8989,0.8823,0.8765
44930,TN,WILLIAMSON,440029,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
44940,TN,WILSON,440193,34980,0.943,0.9588,0.9588,0.9357,0.9116,0.8974,0.8919
45000,TX,ANDERSON,450747,NA,0.887,0.8449,0.8449,0.8221,0.8458,0.8522,0.8431
45010,TX,ANDREWS,450144,NA,0.8683,0.9348,0.9347,0.951,1.0166,0.972,0.8805
45020,TX,ANGELINA,450211,NA,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8008
45020,TX,ANGELINA,450484,NA,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8008
45060,TX,ATASCOSA,450165,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45070,TX,AUSTIN,450253,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45100,TX,BASTROP,450143,12420,0.9488,0.9515,0.9515,0.948,0.9491,0.9615,0.9384
45110,TX,BAYLOR,450586,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45113,TX,BEE,450082,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45120,TX,BELL,450152,28660,0.8823,0.8757,0.8756,0.8833,0.9542,0.923,0.9246
45120,TX,BELL,450054,28660,0.8823,0.8757,0.8756,0.8833,0.9542,0.923,0.9246
45130,TX,BEXAR,670055,41700,,,,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,670054,41700,,,,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450856,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450780,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450697,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450388,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450237,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450213,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450130,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45130,TX,BEXAR,450058,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45160,TX,BOSQUE,450052,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45170,TX,BOWIE,450801,45500,0.8167,0.8153,0.8152,0.7976,0.8113,0.8169,0.7926
45170,TX,BOWIE,450200,45500,0.8167,0.8153,0.8152,0.7976,0.8113,0.8169,0.7926
45180,TX,BRAZORIA,450591,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45180,TX,BRAZORIA,450072,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45190,TX,BRAZOS,450834,17780,0.916,0.9133,0.9133,0.9202,0.9301,0.923,0.8974
45190,TX,BRAZOS,450299,17780,0.916,0.9133,0.9133,0.9202,0.9301,0.923,0.8974
45190,TX,BRAZOS,450011,17780,0.916,0.9133,0.9133,0.9202,0.9301,0.923,0.8974
45220,TX,BROWN,450587,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45240,TX,CAMERON,450855,15180,0.9193,0.9301,0.93,0.9442,0.9451,0.867,0.794
45240,TX,CAMERON,450841,15180,0.9193,0.9301,0.93,0.9442,0.9451,0.867,0.794
45240,TX,CAMERON,450662,15180,0.9193,0.9301,0.93,0.9442,0.9451,0.867,0.794
45240,TX,CAMERON,450033,15180,0.9193,0.9301,0.93,0.9442,0.9451,0.867,0.794
45240,TX,CAMERON,450028,15180,0.9193,0.9301,0.93,0.9442,0.9451,0.867,0.794
45260,TX,CASS,450615,NA,0.8157,0.7977,0.7977,0.8009,0.8113,0.8123,0.7977
45281,TX,CHEROKEE,450194,NA,0.8337,0.8157,0.8157,0.8029,0.874,0.849,0.8083
45290,TX,CHILDRESS,450369,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45310,TX,COLLIN,450651,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45310,TX,COLLIN,670069,19124,,,,,0.9706,0.9675,0.9512
45310,TX,COLLIN,670025,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45310,TX,COLLIN,450853,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45310,TX,COLLIN,450840,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45310,TX,COLLIN,450771,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45310,TX,COLLIN,450403,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45312,TX,COLORADO,450370,NA,0.8359,0.9934,0.9933,0.9902,1.0005,0.8323,0.8178
45340,TX,COOKE,450090,NA,0.8774,0.8594,0.8594,0.8687,0.8824,0.8783,0.8634
45390,TX,DALLAS,670073,19124,,,,,,0.9675,0.9512
45390,TX,DALLAS,670060,19124,,,,,0.9706,0.9675,0.9512
45390,TX,DALLAS,670049,19124,,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,670002,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450874,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450851,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450822,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450766,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450742,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450723,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450688,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450678,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450647,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450537,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450462,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450422,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450379,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450280,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450079,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450051,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450044,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450021,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45390,TX,DALLAS,450015,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45391,TX,DAWSON,450489,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45392,TX,DEAF SMITH,450155,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45410,TX,DENTON,670068,19124,,,,,0.9706,0.9675,0.9512
45410,TX,DENTON,450743,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45410,TX,DENTON,450730,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45410,TX,DENTON,450669,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45410,TX,DENTON,450634,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45420,TX,DE WITT,450597,NA,0.8124,0.7944,0.7944,0.798,0.8117,0.8076,0.8056
45430,TX,DIMMIT,450620,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45450,TX,EASTLAND,450411,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45451,TX,ECTOR,670066,36220,,,,,0.9747,0.972,0.9689
45451,TX,ECTOR,450661,36220,0.9392,0.9837,0.9836,0.9382,0.9747,0.972,0.9689
45451,TX,ECTOR,450132,36220,0.9392,0.9837,0.9836,0.9382,0.9747,0.972,0.9689
45470,TX,ELLIS,450833,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45470,TX,ELLIS,450372,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45480,TX,EL PASO,670047,21340,,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450877,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450845,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450668,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450107,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450024,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45480,TX,EL PASO,450002,21340,0.8836,0.8641,0.864,0.8555,0.8598,0.8442,0.8112
45490,TX,ERATH,450351,NA,0.965,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45500,TX,FALLS,450348,47380,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45511,TX,FAYETTE,670004,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45530,TX,FORT BEND,670053,26420,,,,0.9902,1.0005,0.992,0.9679
45530,TX,FORT BEND,450860,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45530,TX,FORT BEND,450848,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45530,TX,FORT BEND,450820,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45530,TX,FORT BEND,450330,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45531,TX,FRANKLIN,450373,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45540,TX,FREESTONE,450658,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45541,TX,FRIO,450813,NA,0.8917,0.807,0.807,0.8007,0.8144,0.8103,0.8019
45541,TX,FRIO,450293,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45550,TX,GALVESTON,450018,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45552,TX,GILLESPIE,450604,NA,0.8124,0.7944,0.7944,0.903,0.9025,0.8922,0.8822
45562,TX,GONZALES,450235,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45563,TX,GRAY,450099,NA,0.8851,0.8469,0.8469,0.8396,0.8502,0.832,0.7949
45564,TX,GRAYSON,670076,43300,,,,,,0.9554,0.9512
45564,TX,GRAYSON,450469,43300,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.9512
45564,TX,GRAYSON,450324,43300,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.9512
45570,TX,GREGG,450702,30980,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8125
45570,TX,GREGG,450488,30980,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8125
45570,TX,GREGG,450037,30980,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8125
45581,TX,GUADALUPE,450104,41700,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.8822
45582,TX,HALE,450539,NA,0.8191,0.8011,0.8011,0.8115,0.8252,0.8211,0.8086
45590,TX,HAMILTON,450754,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45610,TX,HARRIS,670075,26420,,,,,,0.992,0.9679
45610,TX,HARRIS,670072,26420,,,,,,0.992,0.9679
45610,TX,HARRIS,670031,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670029,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670024,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670019,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670012,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670008,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,670005,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450847,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450844,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450832,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450831,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450804,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450803,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450797,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450795,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450775,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450774,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450716,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450709,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450684,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450674,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450670,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450659,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450644,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450638,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450617,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450610,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450446,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450424,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450358,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450289,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450193,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450184,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450097,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450068,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45610,TX,HARRIS,450035,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45620,TX,HARRISON,450032,NA,0.8378,0.8239,0.8239,0.8549,0.874,0.849,0.8008
45631,TX,HAYS,670056,12420,,,,,0.9491,0.9615,0.9384
45631,TX,HAYS,450272,12420,0.9488,0.9515,0.9515,0.948,0.9491,0.9615,0.9384
45632,TX,HEMPHILL,450578,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45640,TX,HENDERSON,450389,NA,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.891
45650,TX,HIDALGO,450869,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45650,TX,HIDALGO,450825,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45650,TX,HIDALGO,450711,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45650,TX,HIDALGO,450176,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45650,TX,HIDALGO,450128,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45650,TX,HIDALGO,450119,32580,0.9053,0.8883,0.8883,0.8847,0.8876,0.8651,0.8197
45651,TX,HILL,450270,NA,0.8395,0.8215,0.8215,0.8292,0.8429,0.8388,0.9281
45651,TX,HILL,450192,NA,0.8395,0.8215,0.8215,0.8292,0.8429,0.8388,0.9281
45652,TX,HOCKLEY,450755,NA,0.84,0.822,0.822,0.8551,0.8688,0.8647,0.8585
45653,TX,HOOD,450596,23104,0.965,0.9434,0.9434,0.9384,0.9439,0.9435,1.0048
45654,TX,HOPKINS,450236,NA,0.8513,0.8333,0.8333,0.8402,0.8539,0.8498,0.8343
45660,TX,HOUSTON,450580,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45661,TX,HOWARD,450653,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.972,0.8805
45670,TX,HUNT,450352,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45680,TX,JACK,450241,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.9281
45690,TX,JASPER,450573,NA,0.825,0.807,0.807,0.8109,0.8246,0.8205,0.8122
45700,TX,JEFFERSON,450518,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.8509
45700,TX,JEFFERSON,450346,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.9679
45700,TX,JEFFERSON,450034,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.9679
45711,TX,JIM WELLS,450828,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45720,TX,JOHNSON,450677,23104,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.9512
45720,TX,JOHNSON,450148,23104,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.9512
45721,TX,JONES,450306,10180,0.8378,0.8336,0.8336,0.8377,0.8841,0.8578,0.7926
45721,TX,JONES,450243,10180,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45721,TX,JONES,450078,10180,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45730,TX,KAUFMAN,450683,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45730,TX,KAUFMAN,450292,19124,0.9816,0.9731,0.9731,0.9716,0.9706,0.9675,0.9512
45734,TX,KERR,450007,NA,0.8917,0.8913,0.8913,0.903,0.9025,0.8922,0.7926
45743,TX,KLEBERG,450163,NA,0.8178,0.7998,0.7998,0.8092,0.8229,0.8188,0.8027
45744,TX,KNOX,450746,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45750,TX,LAMAR,450196,NA,0.9816,0.7944,0.7944,0.9561,0.956,0.9554,0.9512
45751,TX,LAMB,450698,NA,0.8251,0.8071,0.8071,0.824,0.8377,0.8336,0.8229
45757,TX,LIBERTY,670018,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45757,TX,LIBERTY,450296,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45758,TX,LIMESTONE,450400,NA,0.8124,0.7944,0.7944,0.9202,0.9301,0.923,0.8974
45761,TX,LLANO,450219,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45770,TX,LUBBOCK,670050,31180,,,,0.8899,0.885,0.8942,0.8888
45770,TX,LUBBOCK,450876,31180,0.8681,0.8813,0.8813,0.8899,0.885,0.8942,0.8888
45770,TX,LUBBOCK,450686,31180,0.8681,0.8813,0.8813,0.8899,0.885,0.8942,0.8888
45770,TX,LUBBOCK,450162,31180,0.8681,0.8813,0.8813,0.8899,0.885,0.8942,0.8888
45770,TX,LUBBOCK,450040,31180,0.8681,0.8813,0.8813,0.8899,0.885,0.8942,0.8888
45780,TX,MC LENNAN,450101,47380,0.8672,0.8608,0.8608,0.8609,0.8772,0.8475,0.9103
45780,TX,MC LENNAN,450042,47380,0.8672,0.8608,0.8608,0.8609,0.8772,0.8475,0.8173
45790,TX,MATAGORDA,450465,NA,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.7926
45791,TX,MAVERICK,450092,NA,0.8124,0.7944,0.7944,0.8274,0.8113,0.8072,0.7926
45794,TX,MIDLAND,670064,33260,,,,,1.0278,1.0506,0.8805
45794,TX,MIDLAND,450133,33260,0.9528,0.9348,0.9347,0.951,1.0278,1.0506,0.8805
45795,TX,MILAM,450770,NA,0.9488,0.9515,0.9515,0.948,0.9491,0.9615,0.9384
45800,TX,MONTAGUE,450641,NA,0.8499,0.8319,0.8319,0.8492,0.8629,0.8588,0.8456
45800,TX,MONTAGUE,450497,NA,0.8499,0.8319,0.8319,0.8492,0.8629,0.8588,0.8456
45801,TX,MONTGOMERY,670059,26420,,,,,1.0005,0.992,0.9679
45801,TX,MONTGOMERY,450862,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45801,TX,MONTGOMERY,450222,26420,0.989,0.9934,0.9933,0.9902,1.0005,0.992,0.9679
45802,TX,MOORE,450221,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45810,TX,NACOGDOCHES,450656,NA,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8008
45810,TX,NACOGDOCHES,450508,NA,0.8667,0.8239,0.8239,0.8549,0.874,0.849,0.8008
45820,TX,NAVARRO,450447,NA,0.9816,0.9578,0.9578,0.9561,0.956,0.9554,0.9512
45822,TX,NOLAN,450055,NA,0.8124,0.7944,0.7944,0.7976,0.8113,0.8072,0.7926
45830,TX,NUECES,670061,18580,,,,,0.8628,0.8607,0.8725
45830,TX,NUECES,450788,18580,0.8465,0.8661,0.866,0.8537,0.8628,0.8607,0.8725
45830,TX,NUECES,450046,18580,0.8465,0.8661,0.866,0.8537,0.8628,0.8607,0.8725
45840,TX,ORANGE,450005,13140,0.8565,0.8325,0.8325,0.8418,0.8655,0.8558,0.8509
45841,TX,PALO PINTO,450565,NA,0.965,0.9434,0.9434,0.9384,0.8113,0.851,0.8378
45842,TX,PANOLA,450210,NA,0.8275,0.8095,0.8095,0.8104,0.8241,0.82,0.8126
45843,TX,PARKER,450203,23104,0.965,0.9434,0.9434,0.9384,0.9439,0.9435,0.9281
45845,TX,PECOS,450178,NA,0.912,0.9482,0.9482,0.9228,0.9459,0.9343,0.7926
45850,TX,POLK,450395,NA,0.989,0.8385,0.8385,0.8448,1.0005,0.992,0.9679
45860,TX,POTTER,450875,11100,0.8965,0.8594,0.8594,0.8534,0.861,0.832,0.8074
