DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,
45300,TEXAS                    ,COKE,637,755,698,204,537
45301,TEXAS                    ,COLEMAN,-741,"-1,148","-2,727","-4,257","-3,579"
45310,TEXAS                    ,COLLIN,"-61,984","-47,645","-47,192","-50,262","-43,936"
45311,TEXAS                    ,COLLINGSWORTH,-944,"-1,752",-583,"-1,148",-854
45312,TEXAS                    ,COLORADO,"-4,756","-10,353","-12,922","-14,585","-3,197"
45320,TEXAS                    ,COMAL,"-8,108","-8,889","-17,779","-15,625","-9,485"
45321,TEXAS                    ,COMANCHE,"-4,394",-887,"-4,340","-3,363","-2,212"
45330,TEXAS                    ,CONCHO,693,"2,747",457,310,597
45340,TEXAS                    ,COOKE,"-7,873","-2,983","-4,527","-6,593","-7,104"
45341,TEXAS                    ,CORYELL,"24,045","26,773","14,852","-19,344","6,300"
45350,TEXAS                    ,COTTLE,-151,-474,-505,"-1,704",-276
45360,TEXAS                    ,CRANE,544,-81,-379,-401,-447
45361,TEXAS                    ,CROCKETT,217,"1,725",987,917,310
45362,TEXAS                    ,CROSBY,977,507,109,79,-497
45370,TEXAS                    ,CULBERSON,-914,-721,-847,"-1,263",-571
45380,TEXAS                    ,DALLAM,"-1,376",-805,"-1,053","-1,463",-957
45390,TEXAS                    ,DALLAS,"-421,546","-355,896","-359,528","-354,981","-285,421"
45391,TEXAS                    ,DAWSON,-996,-84,"-1,298","-4,046","-2,515"
45392,TEXAS                    ,DEAF SMITH,"-4,614","-4,451","-3,824","-5,073","-2,202"
45400,TEXAS                    ,DELTA,"-3,481",2,"-1,931","-2,638","-2,207"
45410,TEXAS                    ,DENTON,"-53,826","-43,207","-44,874","-41,563","-35,183"
45420,TEXAS                    ,DEWITT,"-1,496",507,"-1,583","-5,893","-7,706"
45421,TEXAS                    ,DICKENS,141,144,-81,62,-177
45430,TEXAS                    ,DIMMIT,"-1,299",408,-97,-281,-486
45431,TEXAS                    ,DONLEY,"-1,533","-1,098","-1,557","-1,433",-425
45440,TEXAS                    ,DUVAL,-319,45,-375,"-1,686",-265
45450,TEXAS                    ,EASTLAND,"-6,343","-6,324","-10,055","-10,439","-7,775"
45451,TEXAS                    ,ECTOR,"10,991","-13,968","6,076","-25,170","-8,720"
45460,TEXAS                    ,EDWARDS,-588,-78,-705,"-1,246",-662
45470,TEXAS                    ,ELLIS,"-35,359","-28,546","-27,052","-26,891","-23,057"
45480,TEXAS                    ,EL PASO,"-225,317","-182,202","-168,238","-172,335","-117,202"
45490,TEXAS                    ,ERATH,"-7,332","-2,194","-1,221","-1,983",-941
45500,TEXAS                    ,FALLS,"4,596","6,414","3,133","-7,527",-124
45510,TEXAS                    ,FANNIN,"-8,349","-2,119","-5,356","-4,226","-5,112"
45511,TEXAS                    ,FAYETTE,"-3,264","-2,756","-2,899","-4,763","-3,052"
45520,TEXAS                    ,FISHER,"-1,182","-1,299",-557,"-1,901","-1,965"
45521,TEXAS                    ,FLOYD,511,119,-266,-548,-458
45522,TEXAS                    ,FOARD,564,-42,-292,"-1,184",-302
45530,TEXAS                    ,FORT BEND,"-46,637","-55,295","-62,555","-73,783","-54,908"
45531,TEXAS                    ,FRANKLIN,"-5,348","-2,930","-3,790","-1,885","-2,057"
45540,TEXAS                    ,FREESTONE,"-2,304","1,027","-2,820","-4,526","-2,268"
45541,TEXAS                    ,FRIO,"-2,363","-1,268","-1,933","-3,290","-1,745"
45542,TEXAS                    ,GAINES,888,269,"-1,119",-587,-725
45550,TEXAS                    ,GALVESTON,"-84,668","-103,345","-118,691","-148,304","-105,290"
45551,TEXAS                    ,GARZA,367,133,-43,-139,-324
45552,TEXAS                    ,GILLESPIE,"7,907","2,347","-6,076","-6,455","-3,717"
45560,TEXAS                    ,GLASSCOCK,0,118,40,5,-24
45561,TEXAS                    ,GOLIAD,263,4,-314,"-1,349","-3,487"
45562,TEXAS                    ,GONZALES,"-3,179","-1,684","-3,249","-5,068","-3,521"
45563,TEXAS                    ,GRAY,"-14,521","-10,462","-11,092","-12,013","-5,967"
45564,TEXAS                    ,GRAYSON,"-45,902","-22,510","-19,242","-15,972","-19,094"
45570,TEXAS                    ,GREGG,"-71,161","-34,845","-78,208","-119,862","-101,540"
45580,TEXAS                    ,GRIMES,"-4,083","-3,185","-5,736","-9,052","-7,869"
45581,TEXAS                    ,GUADALUPE,"-7,826","-11,924","-20,793","-19,309","-12,138"
45582,TEXAS                    ,HALE,"-1,331",111,"-2,797","-4,339","-4,746"
45583,TEXAS                    ,HALL,"-1,400",-505,-653,-437,-268
45590,TEXAS                    ,HAMILTON,"-1,850",880,-576,"-2,110",-822
45591,TEXAS                    ,HANSFORD,"-1,910",-665,-717,-599,-373
45592,TEXAS                    ,HARDEMAN,-4,-737,-772,-876,-264
45600,TEXAS                    ,HARDIN,"32,664","42,511","32,348","32,179","34,291"
45610,TEXAS                    ,HARRIS,"-692,083","-924,751","-1,021,489","-1,005,275","-718,012"
45620,TEXAS                    ,HARRISON,"-27,184","-21,365","-41,987","-53,478","-44,323"
45621,TEXAS                    ,HARTLEY,-366,-54,-226,-100,-71
45630,TEXAS                    ,HASKELL,"-2,035","-1,241","-1,478","-4,166","-2,642"
45631,TEXAS                    ,HAYS,"-10,479","-12,590","-11,394","-17,013","-16,842"
45632,TEXAS                    ,HEMPHILL,-413,-415,-558,-419,-135
45640,TEXAS                    ,HENDERSON,"-44,531","-24,323","-18,870","-34,050","-37,805"
45650,TEXAS                    ,HIDALGO,"-347,575","-326,238","-316,669","-314,270","-197,414"
45651,TEXAS                    ,HILL,"10,739","16,072","9,167","2,937","12,378"
45652,TEXAS                    ,HOCKLEY,"3,660","2,412","-1,202","-2,349","-2,553"
45653,TEXAS                    ,HOOD,"4,477","15,781","18,310","17,995","15,605"
45654,TEXAS                    ,HOPKINS,"-11,214","-1,364","-6,128","-10,862","-9,325"
45660,TEXAS                    ,HOUSTON,"-12,139","-4,174","-4,450","-8,242","-6,594"
45661,TEXAS                    ,HOWARD,"6,861","12,640","12,027","-1,716","-26,885"
45662,TEXAS                    ,HUDSPETH,-627,-508,-523,-503,-789
45670,TEXAS                    ,HUNT,"-36,084","-31,498","-32,660","-34,218","-28,781"
45671,TEXAS                    ,HUTCHINSON,"-9,868","-5,836","-4,343","-9,176","-3,986"
45672,TEXAS                    ,IRION,314,480,819,439,247
45680,TEXAS                    ,JACK,"-1,735",426,"-1,501",-214,839
45681,TEXAS                    ,JACKSON,"-1,360",-938,"-1,026","-4,284","-5,812"
45690,TEXAS                    ,JASPER,"11,025","17,296","14,094","11,751","10,713"
45691,TEXAS                    ,JEFF DAVIS,94,-2,56,-236,-607
45700,TEXAS                    ,JEFFERSON,"172,716","225,866","191,265","140,449","179,557"
45710,TEXAS                    ,JIM HOGG,-952,-520,-535,294,182
45711,TEXAS                    ,JIM WELLS,"-3,601",460,170,"-6,103",190
45720,TEXAS                    ,JOHNSON,"-24,625","-8,301","-9,880","-10,445","-8,743"
45721,TEXAS                    ,JONES,"-8,443","-7,332","-10,074","-20,293","-13,518"
45722,TEXAS                    ,KARNES,-874,"-1,186","-2,167","-2,906","-1,952"
45730,TEXAS                    ,KAUFMAN,"-47,842","-35,452","-35,728","-36,364","-32,126"
45731,TEXAS                    ,KENDALL,"-1,320","-1,665","-4,383","-5,466","-3,387"
45732,TEXAS                    ,KENEDY,-3,0,-9,-54,-20
45733,TEXAS                    ,KENT,-89,-2,-29,-194,-28
45734,TEXAS                    ,KERR,"-36,013","-40,648","-62,198","-52,667","-48,626"
45740,TEXAS                    ,KIMBLE,"-1,270",-260,"-1,495","-1,976","-1,311"
45741,TEXAS                    ,KING,-4,1,35,-90,-138
45742,TEXAS                    ,KINNEY,108,678,"1,344",353,410
45743,TEXAS                    ,KLEBERG,"1,031",854,-551,"-2,333",-682
45744,TEXAS                    ,KNOX,-602,-915,"-1,407","-1,604","-2,111"
45750,TEXAS                    ,LAMAR,"4,290","64,292","-12,157","-10,941","-8,960"
45751,TEXAS                    ,LAMB,871,609,-654,"-1,282","-1,628"
45752,TEXAS                    ,LAMPASAS,"9,839","11,332","3,884","-7,178",674
45753,TEXAS                    ,LA SALLE,"-1,483",-490,-595,-711,-967
45754,TEXAS                    ,LAVACA,-538,-542,"-1,717","-4,484","-7,520"
45755,TEXAS                    ,LEE,"-1,782","-1,133","-1,890","-2,368","-2,078"
45756,TEXAS                    ,LEON,"-4,618","-1,735","-4,015","-6,724","-5,354"
45757,TEXAS                    ,LIBERTY,"-13,939","-16,950","-16,447","-27,876","-17,797"
45758,TEXAS                    ,LIMESTONE,"10,151","8,781","-5,220","-9,334","-2,053"
45759,TEXAS                    ,LIPSCOMB,"-2,239",-307,-412,"-1,478",-26
45760,TEXAS                    ,LIVE OAK,-542,134,-560,-733,-201
45761,TEXAS                    ,LLANO,"-1,402",675,"-3,562","-6,265","-5,268"
45762,TEXAS                    ,LOVING,32,0,0,0,0
45770,TEXAS                    ,LUBBOCK,"37,490","9,967","-2,249","-1,884","-21,882"
45771,TEXAS                    ,LYNN,756,168,-26,-7,-531
45772,TEXAS                    ,MCCULLOCH,-176,397,"-1,940",-953,"-1,414"
45780,TEXAS                    ,MCLENNAN,"-5,241","18,075","-32,354","-84,734","16,919"
45781,TEXAS                    ,MCMULLEN,-63,-19,-44,-89,-9
45782,TEXAS                    ,MADISON,"-2,552","-3,117","-2,670","-4,422","-4,367"
45783,TEXAS                    ,MARION,"-5,582","-3,891","-8,623","-10,591","-7,725"
45784,TEXAS                    ,MARTIN,-444,"-1,234","-2,637","-6,738","-4,484"
45785,TEXAS                    ,MASON,"1,196","1,825",-895,-938,-514
45790,TEXAS                    ,MATAGORDA,"-43,904","-53,276","-60,290","-68,118","-48,384"
45791,TEXAS                    ,MAVERICK,"-7,925","-4,479","-12,320","-8,914","-4,304"
45792,TEXAS                    ,MEDINA,"-3,290","-3,378","-5,798","-5,324","-2,875"
45793,TEXAS                    ,MENARD,370,80,-34,-42,-102
45794,TEXAS                    ,MIDLAND,"-48,262","-44,414","-78,804","-132,222","-107,454"
45795,TEXAS                    ,MILAM,"6,116","11,116","1,452","-9,398",-702
45796,TEXAS                    ,MILLS,128,233,-824,"-1,566",-240
45797,TEXAS                    ,MITCHELL,205,-918,"-3,777","-3,978","-2,463"
45800,TEXAS                    ,MONTAGUE,"-2,874","-3,080","-8,023","-10,539","-7,442"
45801,TEXAS                    ,MONTGOMERY,"-63,013","-76,979","-90,460","-98,830","-79,204"
45802,TEXAS                    ,MOORE,"-7,339","-2,665","-3,483","-3,767","-1,502"
45803,TEXAS                    ,MORRIS,"-17,460","-16,237","-12,733","-10,035","-7,047"
45804,TEXAS                    ,MOTLEY,40,106,-45,-340,-88
45810,TEXAS                    ,NACOGDOCHES,"-40,335","-26,575","-47,663","-57,810","-40,399"
45820,TEXAS                    ,NAVARRO,"-18,811","-9,625","-8,316","-12,559","-8,698"
45821,TEXAS                    ,NEWTON,"5,414","9,892","4,311",-318,"2,857"
45822,TEXAS                    ,NOLAN,"-1,958","-4,121","-5,287","-10,972","-4,116"
45830,TEXAS                    ,NUECES,"30,452","12,639","25,223","10,294","22,358"
45831,TEXAS                    ,OCHILTREE,"-2,366",-752,-781,"-1,431",-874
45832,TEXAS                    ,OLDHAM,-107,-429,-99,-438,-525
45840,TEXAS                    ,ORANGE,"47,455","65,236","62,533","41,590","54,058"
45841,TEXAS                    ,PALO PINTO,"-27,509","-27,182","-17,743","1,964","-4,840"
45842,TEXAS                    ,PANOLA,"-9,770","-4,716","-10,727","-11,777","-13,032"
45843,TEXAS                    ,PARKER,"-24,496","-7,535","-5,980","-8,205","-10,938"
45844,TEXAS                    ,PARMER,"-1,011",-793,-701,-831,-357
45845,TEXAS                    ,PECOS,"-6,719","-6,377","-4,613","-8,662","-8,281"
45850,TEXAS                    ,POLK,"-10,542","25,404","4,577","-28,853","-18,555"
45860,TEXAS                    ,POTTER,"-119,150","-81,551","-85,114","-89,466","-41,151"
45861,TEXAS                    ,PRESIDIO,-482,-696,"-2,033",-638,-588
45870,TEXAS                    ,RAINS,"-3,846","-1,295","-2,159","-3,475","-2,568"
45871,TEXAS                    ,RANDALL,"-14,198","-9,209","-8,065","-9,705","-5,371"
45872,TEXAS                    ,REAGAN,922,367,645,287,207
45873,TEXAS                    ,REAL,54,"1,705",557,379,"1,321"
45874,TEXAS                    ,RED RIVER,"-6,180","4,398","-4,293","-6,585","-3,950"
45875,TEXAS                    ,REEVES,"-1,317",-832,"-1,763","-4,443","-2,153"
45876,TEXAS                    ,REFUGIO,116,-355,-421,"-1,089","-1,533"
45877,TEXAS                    ,ROBERTS,-16,-36,-9,-111,-13
45878,TEXAS                    ,ROBERTSON,"-1,506","-2,795","-4,889","-8,153","-5,550"
45879,TEXAS                    ,ROCKWALL,"-9,746","-8,233","-7,652","-8,065","-6,932"
45880,TEXAS                    ,RUNNELS,-475,"4,878",-63,"-2,045","-2,565"
45881,TEXAS                    ,RUSK,"-22,226","-8,143","-14,809","-22,695","-20,998"
45882,TEXAS                    ,SABINE,"-3,108","-2,956","-6,689","-7,006","-4,617"
45883,TEXAS                    ,SAN AUGUSTINE,"-7,213","-2,983","-6,447","-5,672","-5,629"
45884,TEXAS                    ,SAN JACINTO,"-4,795","-3,930","-3,726","-13,148","-6,575"
45885,TEXAS                    ,SAN PATRICIO,"5,987","3,167","6,381","2,396","4,355"
45886,TEXAS                    ,SAN SABA,201,264,-656,"-2,072",-627
45887,TEXAS                    ,SCHLEICHER,308,"2,049",540,340,537
45888,TEXAS                    ,SCURRY,"-2,498",-471,"-1,653","-2,434","-2,913"
45889,TEXAS                    ,SHACKELFORD,"-1,325","-1,008",-634,"-1,360",-899
45890,TEXAS                    ,SHELBY,"-12,982","-8,789","-20,607","-17,770","-11,666"
45891,TEXAS                    ,SHERMAN,-672,-742,-203,-160,-15
45892,TEXAS                    ,SMITH,"-97,159",663,"28,355","-38,053","-66,511"
45893,TEXAS                    ,SOMERVELL,"4,694","4,391","3,983","9,031","5,940"
45900,TEXAS                    ,STARR,"-41,691","-29,488","-35,259","-37,980","-25,038"
45901,TEXAS                    ,STEPHENS,"-3,954","-5,242","-5,714","-4,664","-3,880"
45902,TEXAS                    ,STERLING,-320,582,201,262,318
45903,TEXAS                    ,STONEWALL,-200,-179,-190,-622,-542
45904,TEXAS                    ,SUTTON,211,859,-217,758,526
45905,TEXAS                    ,SWISHER,"-1,826","-1,842","-1,658","-2,437","-1,144"
45910,TEXAS                    ,TARRANT,"-256,904","-92,569","-81,298","-86,306","-77,990"
45911,TEXAS                    ,TAYLOR,"-57,259","-62,362","-86,340","-142,930","-109,656"
45912,TEXAS                    ,TERRELL,-210,-146,-380,-190,-198
45913,TEXAS                    ,TERRY,354,433,-429,-428,"-1,157"
45920,TEXAS                    ,THROCKMORTON,-846,-846,-715,"-1,430",-127
45921,TEXAS                    ,TITUS,"-38,621","-30,912","-29,269","-17,001","-16,608"
45930,TEXAS                    ,TOM GREEN,"29,119","71,118","36,965","32,452","33,247"
45940,TEXAS                    ,TRAVIS,"-62,925","-76,009","-78,337","-100,658","-128,157"
45941,TEXAS                    ,TRINITY,"-9,804","-6,123","-7,317","-11,160","-7,926"
45942,TEXAS                    ,TYLER,"4,755","8,208","9,930",-475,"5,312"
45943,TEXAS                    ,UPSHUR,"-26,111","-9,515","-14,579","-23,059","-21,630"
45944,TEXAS                    ,UPTON,48,-199,-830,"-1,653",-335
45945,TEXAS                    ,UVALDE,"14,381","17,611","17,976","12,501","16,094"
45946,TEXAS                    ,VAL VERDE,"-4,281",-67,"-3,632","-5,460","-4,372"
45947,TEXAS                    ,VAN ZANDT,"-23,435","-7,226","-1,114","-14,978","-15,626"
45948,TEXAS                    ,VICTORIA,"3,568","-4,888","-9,406","-30,639","-51,991"
45949,TEXAS                    ,WALKER,"-10,930","-14,542","-15,200","-20,713","-11,115"
45950,TEXAS                    ,WALLER,"-4,541","-5,181","-7,202","-7,712","-6,394"
45951,TEXAS                    ,WARD,-83,"-1,547",372,"-2,069","-4,119"
45952,TEXAS                    ,WASHINGTON,"-6,808","-9,307","-12,393","-15,932","-10,929"
45953,TEXAS                    ,WEBB,"-39,028","-17,409",94,"11,920","18,403"
45954,TEXAS                    ,WHARTON,"-12,270","-13,417","-12,137","-18,457","-13,096"
45955,TEXAS                    ,WHEELER,"-1,097",-694,"-1,307","-1,658",-578
45960,TEXAS                    ,WICHITA,"20,400","-32,223","-101,240","-140,649","-31,701"
45961,TEXAS                    ,WILBARGER,"-3,009","-2,869","-8,193","-9,429","-3,524"
45962,TEXAS                    ,WILLACY,"-19,032","-15,018","-22,574","-18,330","-7,073"
45970,TEXAS                    ,WILLIAMSON,"-14,510","-20,932","-26,748","-46,010","-53,358"
45971,TEXAS                    ,WILSON,"-3,226","-4,632","-8,545","-7,236","-3,338"
45972,TEXAS                    ,WINKLER,-268,-511,-640,-888,"-3,424"
45973,TEXAS                    ,WISE,"-15,238","-7,582","-6,783","-9,385","-8,305"
45974,TEXAS                    ,WOOD,"-22,573","-3,120","5,300","-7,678","-12,015"
45980,TEXAS                    ,YOAKUM,613,54,-104,-75,-225
45981,TEXAS                    ,YOUNG,"-5,486","-4,809","-8,000","-8,372","-4,207"
45982,TEXAS                    ,ZAPATA,"-1,537",-747,-290,530,"1,535"
45983,TEXAS                    ,ZAVALA,"1,405","5,102","2,557","2,864","4,440"
46000,UTAH                     ,BEAVER,158,-113,"1,167","1,464","2,827"
46010,UTAH                     ,BOX ELDER,"10,193","6,714","8,850","8,092","15,474"
46020,UTAH                     ,CACHE,"6,407",-592,"8,166","15,627","25,186"
46030,UTAH                     ,CARBON,"12,828","9,173","9,144","11,226","20,315"
46040,UTAH                     ,DAGGETT,137,149,87,28,111
46050,UTAH                     ,DAVIS,"28,027","18,625","25,077","22,750","44,723"
46060,UTAH                     ,DUCHESNE,"4,257","6,123","3,686","3,371","7,478"
46070,UTAH                     ,EMERY,"2,674","1,955","1,309","1,907","5,613"
46080,UTAH                     ,GARFIELD,277,-497,428,652,"1,990"
46090,UTAH                     ,GRAND,888,209,163,162,807
46100,UTAH                     ,IRON,"-20,158","-19,333","-3,367",25,170
46110,UTAH                     ,JUAB,453,25,460,777,"1,986"
46120,UTAH                     ,KANE,"-5,169","-2,686",946,"1,495","1,387"
46130,UTAH                     ,MILLARD,"1,573","1,674","1,992","1,867","2,113"
46140,UTAH                     ,MORGAN,407,280,257,845,801
46150,UTAH                     ,PIUTE,126,171,89,257,508
46160,UTAH                     ,RICH,370,391,605,296,862
46170,UTAH                     ,SALT LAKE,"162,347","94,060","131,114","115,979","229,571"
46180,UTAH                     ,SAN JUAN,"1,049",955,"1,088","2,113","4,172"
46190,UTAH                     ,SANPETE,736,684,"1,609","2,298","3,888"
46200,UTAH                     ,SEVIER,540,"-1,160","1,827","2,053","5,697"
46210,UTAH                     ,SUMMIT,"1,350","-1,074",957,"1,978","5,400"
46220,UTAH                     ,TOOELE,"11,675","7,364","8,968","8,956","17,290"
46230,UTAH                     ,UINTAH,"7,887","6,221","4,253","4,241","7,930"
46240,UTAH                     ,UTAH,"12,800","2,835","31,061","29,285","57,969"
46250,UTAH                     ,WASATCH,"2,731",-42,"1,671","2,338","6,968"
46260,UTAH                     ,WASHINGTON,"-109,158","-80,738","32,274","34,935","21,147"
46270,UTAH                     ,WAYNE,138,156,408,611,"1,615"
46280,UTAH                     ,WEBER,"39,355","25,058","36,244","27,243","68,382"
47000,VERMONT                  ,ADDISON,"-16,200","-13,274",906,-708,"1,894"
47010,VERMONT                  ,BENNINGTON,"-38,375","-37,093","-40,276","-60,630","-29,981"
47020,VERMONT                  ,CALEDONIA,"-7,014","3,363",757,"-1,194","-3,906"
47030,VERMONT                  ,CHITTENDEN,"-126,492","-108,650","12,215","2,672","13,825"
47040,VERMONT                  ,ESSEX,"-2,597",790,146,-331,"-1,215"
47050,VERMONT                  ,FRANKLIN,"-21,462","-24,317","4,729","1,418","7,278"
47060,VERMONT                  ,GRAND ISLE,"-4,923","-4,846",910,215,"1,149"
47070,VERMONT                  ,LAMOILLE,"-27,977","-27,470","2,781",-497,"3,408"
47080,VERMONT                  ,ORANGE,"-1,010","10,184","4,389",862,"-2,831"
47090,VERMONT                  ,ORLEANS,"-14,100","-3,507","-1,984","-5,780","-8,158"
47100,VERMONT                  ,RUTLAND,"-79,622","-19,934","-16,114","-36,942","-44,939"
47110,VERMONT                  ,WASHINGTON,"-4,169","21,600","26,931","3,249","-1,532"
47120,VERMONT                  ,WINDHAM,"-30,812","5,549","-4,595","-11,669","-17,285"
47130,VERMONT                  ,WINDSOR,"3,785","23,772","2,682",223,"-9,748"
48010,VIRGIN ISLANDS           ,ST. CROIX,0,0,0,0,0
48020,VIRGIN ISLANDS           ,ST. JOHN,0,0,0,0,0
49000,VIRGINIA                 ,ACCOMACK,"-9,299","-7,980","-12,040","-12,572","-11,818"
49010,VIRGINIA                 ,ALBEMARLE,"-27,717","-13,702","-12,368","-7,773","-7,474"
49011,VIRGINIA                 ,ALEXANDRIA CITY,"-27,652","-23,891","-17,414","-18,601","-14,037"
49020,VIRGINIA                 ,ALLEGHANY,-540,"-1,285",-528,-829,-690
49030,VIRGINIA                 ,AMELIA,"1,391",-906,"-4,183","-5,917","-2,046"
49040,VIRGINIA                 ,AMHERST,"-1,330","6,637","3,680","4,476","6,604"
49050,VIRGINIA                 ,APPOMATTOX,"1,090","4,379","3,291","3,467","1,774"
49060,VIRGINIA                 ,ARLINGTON,"-27,331","-23,169","-20,656","-21,974","-17,144"
49070,VIRGINIA                 ,AUGUSTA,"-45,862","-29,573","-32,700","-17,804","-12,734"
49080,VIRGINIA                 ,BATH,"-2,083","-2,002","-1,726",-961,-800
49088,VIRGINIA                 ,BEDFORD CITY,"3,663","5,605","3,331","2,944","4,633"
49090,VIRGINIA                 ,BEDFORD,"13,764","18,073","15,415","5,603","7,544"
49100,VIRGINIA                 ,BLAND,-971,-776,"-1,426","-2,689","-2,285"
49110,VIRGINIA                 ,BOTETOURT,"9,825","12,702","7,371","2,219","1,905"
49111,VIRGINIA                 ,BRISTOL CITY,"-33,823","-39,542","-31,336","-27,742","-17,888"
49120,VIRGINIA                 ,BRUNSWICK,"-6,935","-7,608","-9,158","-21,606","-17,692"
49130,VIRGINIA                 ,BUCHANAN,"-31,442","-37,733","-31,456","-27,067","-21,053"
49140,VIRGINIA                 ,BUCKINGHAM,715,"2,398","4,506","5,142",-102
49141,VIRGINIA                 ,BUENA VISTA CITY,"-4,245","-1,542","-1,780","-1,410",-971
49150,VIRGINIA                 ,CAMPBELL,-643,"9,807","7,372","9,186","12,067"
49160,VIRGINIA                 ,CAROLINE,"-4,804","-6,285","-10,437","-11,494","-5,963"
49170,VIRGINIA                 ,CARROLL,"-12,933","-12,404","-10,656","-7,009","-6,615"
49180,VIRGINIA                 ,CHARLES CITY,602,"-2,052","-3,804","-3,811",-818
49190,VIRGINIA                 ,CHARLOTTE,"-1,504","1,726","4,029",-432,"-8,402"
49191,VIRGINIA                 ,CHARLOTTESVILLE CITY,"-56,614","-31,234","-28,555","-20,222","-18,418"
49194,VIRGINIA                 ,CHESAPEAKE CITY,"24,615","19,444","20,700","14,355",-467
49200,VIRGINIA                 ,CHESTERFIELD,"5,655","-22,138","-41,144","-57,465","-22,617"
49210,VIRGINIA                 ,CLARKE,"-2,980","-2,930","-3,355","3,890","9,236"
49212,VIRGINIA                 ,COLONIAL HEIGHTS CITY,454,"-3,550","-6,951","-7,298","-3,098"
49213,VIRGINIA                 ,COVINGTON CITY,"-4,891","-5,190","-3,135","-5,819","-5,032"
49220,VIRGINIA                 ,CRAIG,"2,729","3,278","1,791",599,497
49230,VIRGINIA                 ,CULPEPER,"-7,014","-3,690",852,"7,818","15,274"
49240,VIRGINIA                 ,CUMBERLAND,"3,773","1,508",-13,"1,163",-334
49241,VIRGINIA                 ,DANVILLE CITY,-703,"10,766","16,816","22,588","-1,508"
49250,VIRGINIA                 ,DICKENSON,"-27,042","-27,699","-19,658","-16,464","-14,344"
49260,VIRGINIA                 ,DINWIDDIE,777,"-4,297","-7,939","-10,672","-3,328"
49270,VIRGINIA                 ,EMPORIA CITY,"-12,919","-12,505","-5,517","-8,249","-5,002"
49280,VIRGINIA                 ,ESSEX,"-2,277","-5,205","-6,343","-5,037","-4,276"
49288,VIRGINIA                 ,FAIRFAX CITY,"-13,408","-11,332","-8,321","-10,356","-8,216"
49290,VIRGINIA                 ,FAIRFAX,"-106,434","-90,300","-72,891","-83,138","-52,448"
49291,VIRGINIA                 ,FALLS CHURCH CITY,"-1,870","-1,542","-1,424","-1,301",-690
49300,VIRGINIA                 ,FAUQUIER,"-24,325","-14,753","-12,715","-12,164","-8,267"
49310,VIRGINIA                 ,FLOYD,"3,943","2,300","2,023","1,289","1,596"
49320,VIRGINIA                 ,FLUVANNA,"-12,773","-4,505","-4,763","-3,734","-3,407"
49328,VIRGINIA                 ,FRANKLIN CITY,"-1,476","-2,629","-1,705","-3,692","-3,431"
49330,VIRGINIA                 ,FRANKLIN,"25,730","29,618","19,137","6,370","6,038"
49340,VIRGINIA                 ,FREDERICK,"-18,696","-13,416","-11,015","12,670","34,637"
49342,VIRGINIA                 ,FREDERICKSBURG CITY,"-15,961","-16,488","-17,871","-19,575","-12,752"
49343,VIRGINIA                 ,GALAX CITY,"-9,622","-10,281","-7,132","-5,703","-4,743"
49350,VIRGINIA                 ,GILES,"4,616","4,464","3,471",111,"2,253"
49360,VIRGINIA                 ,GLOUCESTER,"4,767","2,111","1,855",132,"-1,127"
49370,VIRGINIA                 ,GOOCHLAND,234,"-1,117","-1,752","-2,528",-753
49380,VIRGINIA                 ,GRAYSON,"-6,073","-7,003","-6,288","-4,857","-3,679"
49390,VIRGINIA                 ,GREENE,"-10,967","-4,871","-5,787","-2,773","-3,873"
49400,VIRGINIA                 ,GREENSVILLE,"-1,912","-1,470","-1,192",-768,-615
49410,VIRGINIA                 ,HALIFAX,"-35,604","-39,467","-38,340","-41,179","-41,526"
49411,VIRGINIA                 ,HAMPTON CITY,"21,490","14,694","18,104","11,428",-946
49420,VIRGINIA                 ,HANOVER,"-25,346","-34,760","-43,398","-27,435","-14,632"
49421,VIRGINIA                 ,HARRISONBURG CITY,"-31,127","-30,440","-34,832","-9,873","-8,897"
49430,VIRGINIA                 ,HENRICO,"4,611","-21,185","-38,045","-42,861","-14,565"
49440,VIRGINIA                 ,HENRY,402,"3,135","8,076","13,096","4,740"
49450,VIRGINIA                 ,HIGHLAND,"-1,576","-1,241","-1,461","-1,034","-1,428"
49451,VIRGINIA                 ,HOPEWELL CITY,769,"-5,702","-11,975","-13,767","-4,470"
49460,VIRGINIA                 ,ISLE OF WIGHT,"5,097","3,245","3,550","1,630",-509
49470,VIRGINIA                 ,JAMES CITY,"1,714","-3,242","-5,037","-2,768",-473
49480,VIRGINIA                 ,KING AND QUEEN,-310,"-2,066","-2,511","-2,420","-1,310"
49490,VIRGINIA                 ,KING GEORGE,"-5,473","-4,183","-6,089","-6,004","-3,831"
49500,VIRGINIA                 ,KING WILLIAM,658,"-2,769","-4,143","-5,349","-1,440"
49510,VIRGINIA                 ,LANCASTER,"-2,757","-3,902","-3,034","-4,006","-2,280"
49520,VIRGINIA                 ,LEE,"-31,596","-35,672","-32,454","-25,976","-18,856"
49522,VIRGINIA                 ,LEXINGTON CITY,"-1,201","-1,234","-2,219","-1,725","-1,757"
49530,VIRGINIA                 ,LOUDOUN,"-32,023","-25,915","-19,320","-19,825","-7,872"
