"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
26080,MISSOURI,BOLLINGER,"1,585","344,217",18,"344,217",18,0,0,0,"1,524",0,0
26090,MISSOURI,BOONE,"14,896","5,940,337",33,"5,940,337",33,0,0,0,"13,373",0,0
26100,MISSOURI,BUCHANAN,"12,391","8,018,242",54,"8,018,242",54,0,0,0,"11,623",0,0
26110,MISSOURI,BUTLER,"6,202","1,700,351",23,"1,700,350",23,0,0,0,"5,863",0,0
26120,MISSOURI,CALDWELL,"1,474","844,735",48,"844,736",48,0,0,0,"1,385",0,0
26130,MISSOURI,CALLAWAY,"4,990","1,489,389",25,"1,489,389",25,0,0,0,"4,616",0,0
26140,MISSOURI,CAMDEN,"6,988","1,317,029",16,"1,317,030",16,0,0,0,"6,615",0,0
26150,MISSOURI,CAPE GIRARDEAU,"10,465","3,141,690",25,"3,141,690",25,0,0,0,"9,942",0,0
26160,MISSOURI,CARROLL,"1,661","838,531",42,"838,530",42,0,0,0,"1,583",0,0
26170,MISSOURI,CARTER,"1,036","190,783",15,"190,783",15,0,0,0,979,0,0
26180,MISSOURI,CASS,"7,813","6,096,210",65,"6,096,210",65,0,0,0,"7,129",0,0
26190,MISSOURI,CEDAR,"2,104","781,811",31,"781,811",31,0,0,0,"1,956",0,0
26200,MISSOURI,CHARITON,"1,314","101,682",6,"101,682",6,0,0,0,"1,262",0,0
26210,MISSOURI,CHRISTIAN,"6,193","3,239,268",44,"3,239,267",44,0,0,0,"5,673",0,0
26220,MISSOURI,CLARK,"1,093","81,649",6,"81,648",6,0,0,0,"1,044",0,0
26230,MISSOURI,CLAY,"23,177","17,090,936",61,"17,090,936",61,0,0,0,"20,905",0,0
26240,MISSOURI,CLINTON,"3,123","1,440,621",38,"1,440,621",38,0,0,0,"2,936",0,0
26250,MISSOURI,COLE,"9,835","4,188,071",35,"4,188,070",35,0,0,0,"9,184",0,0
26260,MISSOURI,COOPER,"2,238","496,667",18,"496,668",18,0,0,0,"2,085",0,0
26270,MISSOURI,CRAWFORD,"2,586","629,677",20,"629,677",20,0,0,0,"2,447",0,0
26280,MISSOURI,DADE,"1,009","236,852",20,"236,851",20,0,0,0,927,0,0
26290,MISSOURI,DALLAS,"1,500","783,286",44,"783,286",44,0,0,0,"1,378",0,0
26300,MISSOURI,DAVIESS,"1,272","355,706",23,"355,705",23,0,0,0,"1,197",0,0
26310,MISSOURI,DE KALB,"1,239","538,051",36,"538,051",36,0,0,0,"1,174",0,0
26320,MISSOURI,DENT,"2,549","347,948",11,"347,948",11,0,0,0,"2,423",0,0
26330,MISSOURI,DOUGLAS,"1,239","1,100,217",74,"1,100,216",74,0,0,0,"1,146",0,0
26340,MISSOURI,DUNKLIN,"4,664","1,147,115",20,"1,147,115",20,0,0,0,"4,497",0,0
26350,MISSOURI,FRANKLIN,"9,854","4,532,798",38,"4,532,798",38,0,0,0,"8,971",0,0
26360,MISSOURI,GASCONADE,"2,559","742,895",24,"742,896",24,0,0,0,"2,406",0,0
26370,MISSOURI,GENTRY,"1,231","348,687",24,"348,687",24,0,0,0,"1,168",0,0
26380,MISSOURI,GREENE,"24,070","18,551,295",64,"18,551,295",64,0,0,0,"21,815",0,0
26390,MISSOURI,GRUNDY,"1,948","587,538",25,"587,538",25,0,0,0,"1,890",0,0
26400,MISSOURI,HARRISON,"1,698","660,438",32,"660,438",32,0,0,0,"1,625",0,0
26410,MISSOURI,HENRY,"3,761","1,892,762",42,"1,892,762",42,0,0,0,"3,537",0,0
26411,MISSOURI,HICKORY,"1,479","454,160",26,"454,160",26,0,0,0,"1,399",0,0
26412,MISSOURI,HOLT,884,"431,659",41,"431,660",41,0,0,0,843,0,0
26440,MISSOURI,HOWARD,"1,292","170,064",11,"170,064",11,0,0,0,"1,192",0,0
26450,MISSOURI,HOWELL,"6,165","1,630,492",22,"1,630,491",22,0,0,0,"5,823",0,0
26460,MISSOURI,IRON,"1,812","815,098",37,"815,098",37,0,0,0,"1,733",0,0
26470,MISSOURI,JACKSON,"57,019","48,905,948",71,"48,905,949",71,0,0,0,"49,693",0,0
26480,MISSOURI,JASPER,"15,191","5,887,978",32,"5,887,978",32,0,0,0,"14,008",0,0
26490,MISSOURI,JEFFERSON,"16,065","10,058,132",52,"10,058,131",52,0,0,0,"14,593",0,0
26500,MISSOURI,JOHNSON,"4,763","1,450,924",25,"1,450,924",25,0,0,0,"4,478",0,0
26510,MISSOURI,KNOX,748,"46,006",5,"46,005",5,0,0,0,711,0,0
26520,MISSOURI,LACLEDE,"3,495","1,810,431",43,"1,810,431",43,0,0,0,"3,241",0,0
26530,MISSOURI,LAFAYETTE,"4,309","2,736,579",53,"2,736,579",53,0,0,0,"4,032",0,0
26540,MISSOURI,LAWRENCE,"3,627","1,807,488",42,"1,807,489",42,0,0,0,"3,372",0,0
26541,MISSOURI,LEWIS,"1,704","53,798",3,"53,798",3,0,0,0,"1,615",0,0
26560,MISSOURI,LINCOLN,"4,331","1,673,790",32,"1,673,790",32,0,0,0,"4,008",0,0
26570,MISSOURI,LINN,"2,392","364,243",13,"364,243",13,0,0,0,"2,254",0,0
26580,MISSOURI,LIVINGSTON,"2,475","706,178",24,"706,178",24,0,0,0,"2,353",0,0
26590,MISSOURI,MC DONALD,"2,021","610,849",25,"610,849",25,0,0,0,"1,811",0,0
26600,MISSOURI,MACON,"2,808","439,354",13,"439,354",13,0,0,0,"2,656",0,0
26601,MISSOURI,MADISON,"1,931","936,483",40,"936,484",40,0,0,0,"1,842",0,0
26620,MISSOURI,MARIES,"1,078","349,342",27,"349,341",27,0,0,0,"1,023",0,0
26630,MISSOURI,MARION,"4,544","680,772",12,"680,772",12,0,0,0,"4,267",0,0
26631,MISSOURI,MERCER,559,"102,341",15,"102,341",15,0,0,0,533,0,0
26650,MISSOURI,MILLER,"4,033","911,048",19,"911,048",19,0,0,0,"3,777",0,0
26660,MISSOURI,MISSISSIPPI,"2,080","483,894",19,"483,894",19,0,0,0,"1,988",0,0
26670,MISSOURI,MONITEAU,"1,932","887,357",38,"887,357",38,0,0,0,"1,807",0,0
26680,MISSOURI,MONROE,"1,679","323,698",16,"323,698",16,0,0,0,"1,588",0,0
26690,MISSOURI,MONTGOMERY,"1,965","650,636",28,"650,637",28,0,0,0,"1,857",0,0
26700,MISSOURI,MORGAN,"3,923","808,159",17,"808,160",17,0,0,0,"3,702",0,0
26710,MISSOURI,NEW MADRID,"2,300","488,225",18,"488,225",18,0,0,0,"2,178",0,0
26720,MISSOURI,NEWTON,"5,118","1,663,828",27,"1,663,827",27,0,0,0,"4,752",0,0
26730,MISSOURI,NODAWAY,"3,032","1,245,933",34,"1,245,933",34,0,0,0,"2,870",0,0
26740,MISSOURI,OREGON,"1,707","427,313",21,"427,312",21,0,0,0,"1,622",0,0
26750,MISSOURI,OSAGE,"1,707","335,757",16,"335,757",16,0,0,0,"1,618",0,0
26751,MISSOURI,OZARK,"1,548","478,509",26,"478,509",26,0,0,0,"1,456",0,0
26770,MISSOURI,PEMISCOT,"2,029","316,270",13,"316,270",13,0,0,0,"1,903",0,0
26780,MISSOURI,PERRY,"2,705","1,234,943",38,"1,234,943",38,0,0,0,"2,578",0,0
26790,MISSOURI,PETTIS,"5,614","2,483,966",37,"2,483,966",37,0,0,0,"5,278",0,0
26800,MISSOURI,PHELPS,"6,006","1,102,361",15,"1,102,361",15,0,0,0,"5,603",0,0
26810,MISSOURI,PIKE,"2,533","875,973",29,"875,973",29,0,0,0,"2,377",0,0
26820,MISSOURI,PLATTE,"8,205","5,437,023",55,"5,437,023",55,0,0,0,"7,359",0,0
26821,MISSOURI,POLK,"3,132","1,257,376",33,"1,257,376",33,0,0,0,"2,898",0,0
26840,MISSOURI,PULASKI,"4,002","553,047",12,"553,047",12,0,0,0,"3,802",0,0
26850,MISSOURI,PUTNAM,961,"51,680",4,"51,680",4,0,0,0,913,0,0
26860,MISSOURI,RALLS,"1,112","248,063",19,"248,062",19,0,0,0,"1,038",0,0
26870,MISSOURI,RANDOLPH,"3,423","1,224,558",30,"1,224,558",30,0,0,0,"3,171",0,0
26880,MISSOURI,RAY,"2,727","1,393,200",43,"1,393,200",43,0,0,0,"2,564",0,0
26881,MISSOURI,REYNOLDS,"1,028","420,585",34,"420,586",34,0,0,0,975,0,0
26900,MISSOURI,RIPLEY,"2,145","620,338",24,"620,339",24,0,0,0,"2,023",0,0
26910,MISSOURI,ST. CHARLES,"30,627","13,367,222",36,"13,367,222",36,0,0,0,"27,063",0,0
26911,MISSOURI,ST. CLAIR,"1,498","909,361",51,"909,361",51,0,0,0,"1,429",0,0
26930,MISSOURI,ST. FRANCOIS,"8,972","4,575,230",42,"4,575,230",42,0,0,0,"8,542",0,0
26940,MISSOURI,ST. LOUIS,"105,754","47,384,104",37,"47,384,104",37,0,0,0,"92,417",0,0
26950,MISSOURI,ST. LOUIS CITY,"20,659","9,708,711",39,"9,708,711",39,0,0,0,"17,515",0,0
26960,MISSOURI,STE. GENEVIEVE,"2,475","792,663",27,"792,663",27,0,0,0,"2,350",0,0
26970,MISSOURI,SALINE,"3,042","735,617",20,"735,617",20,0,0,0,"2,822",0,0
26980,MISSOURI,SCHUYLER,936,"109,884",10,"109,884",10,0,0,0,879,0,0
26981,MISSOURI,SCOTLAND,719,"4,590",1,"4,590",1,0,0,0,688,0,0
26982,MISSOURI,SCOTT,"6,186","2,071,913",28,"2,071,913",28,0,0,0,"5,903",0,0
26983,MISSOURI,SHANNON,"1,017","293,368",24,"293,368",24,0,0,0,946,0,0
26984,MISSOURI,SHELBY,"1,186","240,078",17,"240,078",17,0,0,0,"1,137",0,0
26985,MISSOURI,STODDARD,"4,585","1,386,451",25,"1,386,451",25,0,0,0,"4,371",0,0
26986,MISSOURI,STONE,"4,645","1,772,476",32,"1,772,476",32,0,0,0,"4,372",0,0
26987,MISSOURI,SULLIVAN,"1,096","95,020",7,"95,020",7,0,0,0,"1,049",0,0
26988,MISSOURI,TANEY,"6,773","3,066,047",38,"3,066,046",38,0,0,0,"6,237",0,0
26989,MISSOURI,TEXAS,"3,860","1,214,276",26,"1,214,276",26,0,0,0,"3,671",0,0
26990,MISSOURI,VERNON,"2,929","1,154,964",33,"1,154,964",33,0,0,0,"2,745",0,0
26991,MISSOURI,WARREN,"2,913","1,505,477",43,"1,505,476",43,0,0,0,"2,664",0,0
26992,MISSOURI,WASHINGTON,"2,885","944,798",27,"944,798",27,0,0,0,"2,767",0,0
26993,MISSOURI,WAYNE,"2,626","398,401",13,"398,401",13,0,0,0,"2,494",0,0
26994,MISSOURI,WEBSTER,"3,100","2,228,997",60,"2,228,997",60,0,0,0,"2,818",0,0
26995,MISSOURI,WORTH,458,"105,641",19,"105,641",19,0,0,0,442,0,0
26996,MISSOURI,WRIGHT,"2,426","2,037,150",70,"2,037,151",70,0,0,0,"2,271",0,0
27000,MONTANA,BEAVERHEAD,"1,607","376,773",20,"376,772",20,0,0,0,"1,494",0,0
27010,MONTANA,BIG HORN,"1,229","56,014",4,"56,014",4,0,0,0,"1,075",0,0
27020,MONTANA,BLAINE,761,"110,719",12,"110,720",12,0,0,0,702,0,0
27030,MONTANA,BROADWATER,989,"226,813",19,"226,813",19,0,0,0,894,0,0
27040,MONTANA,CARBON,"1,584","623,382",33,"623,383",33,0,0,0,"1,467",0,0
27050,MONTANA,CARTER,231,"3,934",1,"3,934",1,0,0,0,218,0,0
27060,MONTANA,CASCADE,"10,323","2,614,528",21,"2,614,528",21,0,0,0,"9,713",0,0
27070,MONTANA,CHOUTEAU,821,"110,602",11,"110,602",11,0,0,0,779,0,0
27080,MONTANA,CUSTER,"1,831","207,741",9,"207,741",9,0,0,0,"1,693",0,0
27090,MONTANA,DANIELS,419,"16,003",3,"16,003",3,0,0,0,398,0,0
27100,MONTANA,DAWSON,"1,381","265,300",16,"265,300",16,0,0,0,"1,321",0,0
27110,MONTANA,DEER LODGE,"1,633","565,639",29,"565,639",29,0,0,0,"1,519",0,0
27120,MONTANA,FALLON,440,"1,662",0,"1,662",0,0,0,0,414,0,0
27130,MONTANA,FERGUS,"2,016","696,924",29,"696,924",29,0,0,0,"1,908",0,0
27140,MONTANA,FLATHEAD,"12,875","2,001,716",13,"2,001,716",13,0,0,0,"11,871",0,0
27150,MONTANA,GALLATIN,"8,361","3,690,209",37,"3,690,209",37,0,0,0,"7,575",0,0
27160,MONTANA,GARFIELD,216,315,0,315,0,0,0,0,208,0,0
27170,MONTANA,GLACIER,"1,313","13,745",1,"13,745",1,0,0,0,"1,130",0,0
27180,MONTANA,GOLDEN VALLEY,173,"28,126",14,"28,126",14,0,0,0,166,0,0
27190,MONTANA,GRANITE,536,"109,556",17,"109,557",17,0,0,0,502,0,0
27200,MONTANA,HILL,"1,984","221,108",9,"221,108",9,0,0,0,"1,890",0,0
27210,MONTANA,JEFFERSON,"1,678","696,945",35,"696,946",35,0,0,0,"1,503",0,0
27220,MONTANA,JUDITH BASIN,304,"48,362",13,"48,362",13,0,0,0,291,0,0
27230,MONTANA,LAKE,"3,886","1,000,308",21,"1,000,308",21,0,0,0,"3,565",0,0
27240,MONTANA,LEWIS AND CLARK,"8,065","2,802,550",29,"2,802,551",29,0,0,0,"7,280",0,0
27250,MONTANA,LIBERTY,513,"49,580",8,"49,580",8,0,0,0,512,0,0
27260,MONTANA,LINCOLN,"3,350","571,251",14,"571,251",14,0,0,0,"3,130",0,0
27270,MONTANA,MCCONE,299,"5,368",1,"5,367",1,0,0,0,282,0,0
27280,MONTANA,MADISON,"1,483","267,500",15,"267,500",15,0,0,0,"1,378",0,0
27290,MONTANA,MEAGHER,441,"9,709",2,"9,710",2,0,0,0,425,0,0
27300,MONTANA,MINERAL,937,"150,131",13,"150,132",13,0,0,0,894,0,0
27310,MONTANA,MISSOULA,"12,552","3,810,125",25,"3,810,124",25,0,0,0,"11,570",0,0
27320,MONTANA,MUSSELSHELL,791,"146,742",15,"146,742",15,0,0,0,737,0,0
27330,MONTANA,PARK,"2,390","420,556",15,"420,556",15,0,0,0,"2,226",0,0
27340,MONTANA,PETROLEUM,76,0,0,0,0,0,0,0,71,0,0
27350,MONTANA,PHILLIPS,793,"5,097",1,"5,097",1,0,0,0,765,0,0
27360,MONTANA,PONDERA,898,"132,206",12,"132,205",12,0,0,0,882,0,0
27370,MONTANA,POWDER RIVER,256,"5,581",2,"5,581",2,0,0,0,233,0,0
27380,MONTANA,POWELL,"1,014","465,489",38,"465,489",38,0,0,0,927,0,0
27390,MONTANA,PRAIRIE,276,"36,809",11,"36,809",11,0,0,0,269,0,0
27400,MONTANA,RAVALLI,"7,192","1,350,909",16,"1,350,909",16,0,0,0,"6,657",0,0
27410,MONTANA,RICHLAND,"1,486","65,732",4,"65,731",4,0,0,0,"1,409",0,0
27420,MONTANA,ROOSEVELT,"1,174","30,119",2,"30,119",2,0,0,0,"1,082",0,0
27430,MONTANA,ROSEBUD,"1,082","17,956",1,"17,957",1,0,0,0,951,0,0
27440,MONTANA,SANDERS,"2,336","225,943",8,"225,943",8,0,0,0,"2,174",0,0
27450,MONTANA,SHERIDAN,768,"28,025",3,"28,026",3,0,0,0,733,0,0
27460,MONTANA,SILVER BOW,"4,863","2,666,799",46,"2,666,798",46,0,0,0,"4,513",0,0
27470,MONTANA,STILLWATER,"1,381","385,072",23,"385,072",23,0,0,0,"1,274",0,0
27480,MONTANA,SWEET GRASS,660,"150,237",19,"150,236",19,0,0,0,621,0,0
27490,MONTANA,TETON,841,"177,018",18,"177,018",18,0,0,0,822,0,0
27500,MONTANA,TOOLE,463,"45,175",8,"45,175",8,0,0,0,451,0,0
27510,MONTANA,TREASURE,179,0,0,0,0,0,0,0,165,0,0
27520,MONTANA,VALLEY,"1,493","53,079",3,"53,079",3,0,0,0,"1,411",0,0
27530,MONTANA,WHEATLAND,379,986,0,986,0,0,0,0,373,0,0
27540,MONTANA,WIBAUX,201,"30,765",13,"30,765",13,0,0,0,185,0,0
27550,MONTANA,YELLOWSTONE,"18,396","6,239,766",28,"6,239,766",28,0,0,0,"16,972",0,0
28000,NEBRASKA,ADAMS,"4,514","1,192,916",22,"1,192,916",22,0,0,0,"4,207",0,0
28010,NEBRASKA,ANTELOPE,"1,216","244,493",17,"244,492",17,0,0,0,"1,148",0,0
28020,NEBRASKA,ARTHUR,104,"18,193",15,"18,193",15,0,0,0,99,0,0
28030,NEBRASKA,BANNER,70,"4,467",5,"4,467",5,0,0,0,64,0,0
28040,NEBRASKA,BLAINE,87,0,0,0,0,0,0,0,86,0,0
28050,NEBRASKA,BOONE,"1,095","428,289",33,"428,289",33,0,0,0,"1,045",0,0
28060,NEBRASKA,BOX BUTTE,"1,592","220,628",12,"220,629",12,0,0,0,"1,498",0,0
28070,NEBRASKA,BOYD,549,"216,933",33,"216,933",33,0,0,0,530,0,0
28080,NEBRASKA,BROWN,691,"217,567",26,"217,568",26,0,0,0,654,0,0
28090,NEBRASKA,BUFFALO,"5,306","1,669,849",26,"1,669,849",26,0,0,0,"4,909",0,0
28100,NEBRASKA,BURT,"1,391","152,392",9,"152,392",9,0,0,0,"1,312",0,0
28110,NEBRASKA,BUTLER,"1,478","137,954",8,"137,954",8,0,0,0,"1,386",0,0
28120,NEBRASKA,CASS,"3,287","1,104,262",28,"1,104,262",28,0,0,0,"3,023",0,0
28130,NEBRASKA,CEDAR,"1,243","333,419",22,"333,419",22,0,0,0,"1,158",0,0
28140,NEBRASKA,CHASE,789,"63,671",7,"63,670",7,0,0,0,762,0,0
28150,NEBRASKA,CHERRY,"1,107","137,157",10,"137,157",10,0,0,0,"1,044",0,0
28160,NEBRASKA,CHEYENNE,"1,505","244,530",14,"244,530",14,0,0,0,"1,371",0,0
28170,NEBRASKA,CLAY,"1,272","371,397",24,"371,397",24,0,0,0,"1,193",0,0
28180,NEBRASKA,COLFAX,"1,983","632,245",27,"632,245",27,0,0,0,"1,852",0,0
28190,NEBRASKA,CUMING,"1,620","198,263",10,"198,263",10,0,0,0,"1,511",0,0
28200,NEBRASKA,CUSTER,"2,125","767,882",30,"767,883",30,0,0,0,"2,029",0,0
28210,NEBRASKA,DAKOTA,"1,221","625,325",43,"625,325",43,0,0,0,"1,092",0,0
28220,NEBRASKA,DAWES,"1,264","215,165",14,"215,165",14,0,0,0,"1,154",0,0
28230,NEBRASKA,DAWSON,"2,865","923,783",27,"923,783",27,0,0,0,"2,636",0,0
28240,NEBRASKA,DEUEL,415,"95,002",19,"95,003",19,0,0,0,388,0,0
28250,NEBRASKA,DIXON,"1,291","256,076",17,"256,076",17,0,0,0,"1,099",0,0
28260,NEBRASKA,DODGE,"5,949","1,657,871",23,"1,657,872",23,0,0,0,"5,594",0,0
28270,NEBRASKA,DOUGLAS,"47,514","17,155,573",30,"17,155,572",30,0,0,0,"41,972",0,0
28280,NEBRASKA,DUNDY,383,"13,742",3,"13,743",3,0,0,0,367,0,0
28290,NEBRASKA,FILLMORE,"1,230","368,912",25,"368,912",25,0,0,0,"1,165",0,0
28300,NEBRASKA,FRANKLIN,738,"35,458",4,"35,458",4,0,0,0,710,0,0
28310,NEBRASKA,FRONTIER,466,"154,376",28,"154,376",28,0,0,0,445,0,0
28320,NEBRASKA,FURNAS,"1,081","544,085",42,"544,085",42,0,0,0,"1,019",0,0
28330,NEBRASKA,GAGE,"3,871","1,399,787",30,"1,399,787",30,0,0,0,"3,648",0,0
28340,NEBRASKA,GARDEN,504,"70,351",12,"70,351",12,0,0,0,479,0,0
28350,NEBRASKA,GARFIELD,494,"41,516",7,"41,516",7,0,0,0,473,0,0
28360,NEBRASKA,GOSPER,387,"87,142",19,"87,142",19,0,0,0,371,0,0
28370,NEBRASKA,GRANT,145,"4,526",3,"4,526",3,0,0,0,139,0,0
28380,NEBRASKA,GREELEY,522,"257,095",41,"257,095",41,0,0,0,495,0,0
28390,NEBRASKA,HALL,"7,773","3,005,295",32,"3,005,295",32,0,0,0,"7,156",0,0
28400,NEBRASKA,HAMILTON,"1,441","604,106",35,"604,107",35,0,0,0,"1,346",0,0
28410,NEBRASKA,HARLAN,626,"194,938",26,"194,939",26,0,0,0,596,0,0
28420,NEBRASKA,HAYES,81,"6,217",6,"6,216",6,0,0,0,78,0,0
28430,NEBRASKA,HITCHCOCK,701,"151,855",18,"151,855",18,0,0,0,666,0,0
28440,NEBRASKA,HOLT,"2,031","606,988",25,"606,988",25,0,0,0,"1,951",0,0
28450,NEBRASKA,HOOKER,198,0,0,0,0,0,0,0,183,0,0
28460,NEBRASKA,HOWARD,"1,159","233,309",17,"233,309",17,0,0,0,"1,086",0,0
28470,NEBRASKA,JEFFERSON,"1,513","358,512",20,"358,511",20,0,0,0,"1,433",0,0
28480,NEBRASKA,JOHNSON,849,"361,150",35,"361,149",35,0,0,0,785,0,0
28490,NEBRASKA,KEARNEY,992,"364,481",31,"364,482",31,0,0,0,935,0,0
28500,NEBRASKA,KEITH,"1,565","246,543",13,"246,543",13,0,0,0,"1,491",0,0
28510,NEBRASKA,KEYA PAHA,164,"85,762",44,"85,761",44,0,0,0,161,0,0
28520,NEBRASKA,KIMBALL,778,"76,724",8,"76,724",8,0,0,0,732,0,0
28530,NEBRASKA,KNOX,"1,766","372,918",18,"372,918",18,0,0,0,"1,681",0,0
28540,NEBRASKA,LANCASTER,"31,783","11,536,365",30,"11,536,365",30,0,0,0,"28,484",0,0
28550,NEBRASKA,LINCOLN,"4,759","816,325",14,"816,324",14,0,0,0,"4,495",0,0
28560,NEBRASKA,LOGAN,152,"2,524",1,"2,524",1,0,0,0,145,0,0
28570,NEBRASKA,LOUP,66,"18,599",23,"18,600",23,0,0,0,60,0,0
28580,NEBRASKA,MC PHERSON,80,0,0,0,0,0,0,0,77,0,0
28590,NEBRASKA,MADISON,"5,165","2,212,737",36,"2,212,736",36,0,0,0,"4,785",0,0
28600,NEBRASKA,MERRICK,"1,245","336,464",23,"336,464",23,0,0,0,"1,162",0,0
28610,NEBRASKA,MORRILL,872,"75,203",7,"75,203",7,0,0,0,808,0,0
28620,NEBRASKA,NANCE,659,"181,036",23,"181,036",23,0,0,0,625,0,0
28630,NEBRASKA,NEMAHA,"1,134","428,971",32,"428,971",32,0,0,0,"1,071",0,0
28640,NEBRASKA,NUCKOLLS,"1,044","46,292",4,"46,292",4,0,0,0,984,0,0
28650,NEBRASKA,OTOE,"2,392","661,431",23,"661,431",23,0,0,0,"2,220",0,0
28660,NEBRASKA,PAWNEE,649,"371,472",48,"371,472",48,0,0,0,615,0,0
28670,NEBRASKA,PERKINS,530,"54,409",9,"54,409",9,0,0,0,510,0,0
28680,NEBRASKA,PHELPS,"1,420","366,778",22,"366,778",22,0,0,0,"1,344",0,0
28690,NEBRASKA,PIERCE,"1,117","384,119",29,"384,119",29,0,0,0,"1,068",0,0
28700,NEBRASKA,PLATTE,"4,232","1,406,269",28,"1,406,268",28,0,0,0,"3,908",0,0
28710,NEBRASKA,POLK,874,"342,265",33,"342,265",33,0,0,0,833,0,0
28720,NEBRASKA,RED WILLOW,"1,984","140,827",6,"140,828",6,0,0,0,"1,883",0,0
28730,NEBRASKA,RICHARDSON,"1,749","618,201",29,"618,201",29,0,0,0,"1,679",0,0
28740,NEBRASKA,ROCK,324,"171,835",44,"171,835",44,0,0,0,316,0,0
28750,NEBRASKA,SALINE,"2,132","558,416",22,"558,416",22,0,0,0,"1,991",0,0
28760,NEBRASKA,SARPY,"11,786","4,625,020",33,"4,625,020",33,0,0,0,"10,906",0,0
28770,NEBRASKA,SAUNDERS,"2,906","825,255",24,"825,254",24,0,0,0,"2,684",0,0
28780,NEBRASKA,SCOTT BLUFF,"5,676","900,731",13,"900,731",13,0,0,0,"5,263",0,0
28790,NEBRASKA,SEWARD,"2,501","733,014",24,"733,015",24,0,0,0,"2,345",0,0
28800,NEBRASKA,SHERIDAN,"1,041","199,505",16,"199,506",16,0,0,0,960,0,0
28810,NEBRASKA,SHERMAN,597,"96,195",13,"96,194",13,0,0,0,565,0,0
28820,NEBRASKA,SIOUX,91,"6,080",6,"6,080",6,0,0,0,83,0,0
28830,NEBRASKA,STANTON,449,"128,935",24,"128,936",24,0,0,0,408,0,0
28840,NEBRASKA,THAYER,"1,226","269,031",18,"269,031",18,0,0,0,"1,177",0,0
28850,NEBRASKA,THOMAS,119,"1,005",1,"1,005",1,0,0,0,114,0,0
28860,NEBRASKA,THURSTON,781,"223,766",24,"223,767",24,0,0,0,654,0,0
28870,NEBRASKA,VALLEY,939,"257,251",23,"257,251",23,0,0,0,902,0,0
28880,NEBRASKA,WASHINGTON,"2,443","740,780",25,"740,781",25,0,0,0,"2,251",0,0
28890,NEBRASKA,WAYNE,"1,030","157,786",13,"157,786",13,0,0,0,941,0,0
28900,NEBRASKA,WEBSTER,828,"291,817",29,"291,818",29,0,0,0,795,0,0
28910,NEBRASKA,WHEELER,132,"43,367",27,"43,367",27,0,0,0,123,0,0
28920,NEBRASKA,YORK,"2,463","764,628",26,"764,627",26,0,0,0,"2,337",0,0
29000,NEVADA,CHURCHILL,"3,676","763,551",17,"763,551",17,0,0,0,"3,420",0,0
29010,NEVADA,CLARK,"143,645","117,285,902",68,"117,285,902",68,0,0,0,"119,913",0,0
29020,NEVADA,DOUGLAS,"8,003","2,357,732",25,"2,357,732",25,0,0,0,"7,463",0,0
29030,NEVADA,ELKO,"4,281","211,239",4,"211,240",4,0,0,0,"3,789",0,0
29040,NEVADA,ESMERALDA,148,"3,468",2,"3,467",2,0,0,0,125,0,0
29050,NEVADA,EUREKA,229,0,0,0,0,0,0,0,189,0,0
29060,NEVADA,HUMBOLDT,"1,850","121,863",5,"121,863",5,0,0,0,"1,648",0,0
29070,NEVADA,LANDER,646,"15,851",2,"15,851",2,0,0,0,563,0,0
29080,NEVADA,LINCOLN,"1,390","3,259,402",195,"3,259,402",195,0,0,0,"1,314",0,0
29090,NEVADA,LYON,"7,767","1,244,867",13,"1,244,866",13,0,0,0,"7,042",0,0
29100,NEVADA,MINERAL,889,"146,461",14,"146,461",14,0,0,0,775,0,0
29110,NEVADA,NYE,"6,579","6,887,275",87,"6,887,274",87,0,0,0,"5,732",0,0
29120,NEVADA,CARSON CITY,"10,908","2,866,003",22,"2,866,003",22,0,0,0,"10,058",0,0
29130,NEVADA,PERSHING,598,"99,089",14,"99,090",14,0,0,0,543,0,0
29140,NEVADA,STOREY,235,"132,574",47,"132,574",47,0,0,0,206,0,0
29150,NEVADA,WASHOE,"43,528","21,519,770",41,"21,519,770",41,0,0,0,"37,134",0,0
29160,NEVADA,WHITE PINE,"1,382","73,736",4,"73,735",4,0,0,0,"1,296",0,0
30000,NEW HAMPSHIRE,BELKNAP,"11,473","2,288,135",17,"2,288,135",17,0,0,0,"10,472",0,0
30010,NEW HAMPSHIRE,CARROLL,"10,296","1,779,265",14,"1,779,265",14,0,0,0,"9,606",0,0
30020,NEW HAMPSHIRE,CHESHIRE,"11,692","2,436,265",17,"2,436,264",17,0,0,0,"10,541",0,0
30030,NEW HAMPSHIRE,COOS,"6,366","803,021",11,"803,022",11,0,0,0,"5,982",0,0
30040,NEW HAMPSHIRE,GRAFTON,"14,505","3,946,972",23,"3,946,972",23,0,0,0,"13,101",0,0
