"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
18600,KENTUCKY,KNOX,"2,689","396,480",12,"396,480",12,0,0,0,"2,700",0,0
18610,KENTUCKY,LARUE,"1,753","276,656",13,"276,656",13,0,0,0,"1,686",0,0
18620,KENTUCKY,LAUREL,"5,710","1,218,472",18,"1,218,472",18,0,0,0,"5,427",0,0
18630,KENTUCKY,LAWRENCE,"1,888","496,388",22,"496,388",22,0,0,0,"1,892",0,0
18640,KENTUCKY,LEE,777,"222,983",24,"222,984",24,0,0,0,772,0,0
18650,KENTUCKY,LESLIE,"1,163","412,249",30,"412,249",30,0,0,0,"1,177",0,0
18660,KENTUCKY,LETCHER,"2,626","1,168,755",37,"1,168,755",37,0,0,0,"2,582",0,0
18670,KENTUCKY,LEWIS,"1,521","988,897",54,"988,896",54,0,0,0,"1,496",0,0
18680,KENTUCKY,LINCOLN,"3,129","723,009",19,"723,009",19,0,0,0,"2,984",0,0
18690,KENTUCKY,LIVINGSTON,"1,544","426,936",23,"426,936",23,0,0,0,"1,448",0,0
18700,KENTUCKY,LOGAN,"3,632","668,419",15,"668,419",15,0,0,0,"3,466",0,0
18710,KENTUCKY,LYON,"1,259","249,298",17,"249,298",17,0,0,0,"1,202",0,0
18720,KENTUCKY,MC CRACKEN,"9,222","2,188,982",20,"2,188,982",20,0,0,0,"8,750",0,0
18730,KENTUCKY,MC CREARY,"1,750","325,020",15,"325,020",15,0,0,0,"1,749",0,0
18740,KENTUCKY,MC LEAN,"1,230","224,565",15,"224,564",15,0,0,0,"1,190",0,0
18750,KENTUCKY,MADISON,"7,268","3,574,828",41,"3,574,828",41,0,0,0,"6,673",0,0
18760,KENTUCKY,MAGOFFIN,"1,236","77,022",5,"77,022",5,0,0,0,"1,277",0,0
18770,KENTUCKY,MARION,"2,224","577,520",22,"577,520",22,0,0,0,"2,107",0,0
18780,KENTUCKY,MARSHALL,"5,160","640,112",10,"640,112",10,0,0,0,"4,929",0,0
18790,KENTUCKY,MARTIN,984,"311,599",26,"311,599",26,0,0,0,"1,014",0,0
18800,KENTUCKY,MASON,"2,109","1,952,798",77,"1,952,799",77,0,0,0,"2,016",0,0
18801,KENTUCKY,MEADE,"2,119","430,211",17,"430,211",17,0,0,0,"2,036",0,0
18802,KENTUCKY,MENIFEE,748,"114,155",13,"114,154",13,0,0,0,728,0,0
18830,KENTUCKY,MERCER,"2,693","1,081,914",33,"1,081,913",33,0,0,0,"2,495",0,0
18831,KENTUCKY,METCALFE,"1,150","96,125",7,"96,125",7,0,0,0,"1,097",0,0
18850,KENTUCKY,MONROE,"1,562","132,580",7,"132,580",7,0,0,0,"1,545",0,0
18860,KENTUCKY,MONTGOMERY,"2,601","453,592",15,"453,592",15,0,0,0,"2,428",0,0
18861,KENTUCKY,MORGAN,"1,186","492,782",35,"492,782",35,0,0,0,"1,178",0,0
18880,KENTUCKY,MUHLENBERG,"3,830","476,639",10,"476,639",10,0,0,0,"3,703",0,0
18890,KENTUCKY,NELSON,"4,982","754,039",13,"754,039",13,0,0,0,"4,674",0,0
18900,KENTUCKY,NICHOLAS,897,"433,338",40,"433,338",40,0,0,0,849,0,0
18910,KENTUCKY,OHIO,"2,586","241,929",8,"241,929",8,0,0,0,"2,492",0,0
18920,KENTUCKY,OLDHAM,"4,266","959,197",19,"959,197",19,0,0,0,"3,726",0,0
18930,KENTUCKY,OWEN,805,"182,108",19,"182,108",19,0,0,0,766,0,0
18931,KENTUCKY,OWSLEY,586,"279,388",40,"279,388",40,0,0,0,622,0,0
18932,KENTUCKY,PENDLETON,"1,233","455,001",31,"455,002",31,0,0,0,"1,157",0,0
18960,KENTUCKY,PERRY,"3,414","2,091,192",51,"2,091,192",51,0,0,0,"3,334",0,0
18970,KENTUCKY,PIKE,"6,714","2,771,047",34,"2,771,047",34,0,0,0,"6,507",0,0
18971,KENTUCKY,POWELL,"1,151","573,790",42,"573,790",42,0,0,0,"1,087",0,0
18972,KENTUCKY,PULASKI,"8,145","1,970,302",20,"1,970,302",20,0,0,0,"7,824",0,0
18973,KENTUCKY,ROBERTSON,241,"101,912",35,"101,912",35,0,0,0,230,0,0
18974,KENTUCKY,ROCKCASTLE,"1,810","398,827",18,"398,826",18,0,0,0,"1,753",0,0
18975,KENTUCKY,ROWAN,"1,857","635,554",29,"635,554",29,0,0,0,"1,757",0,0
18976,KENTUCKY,RUSSELL,"2,352","531,085",19,"531,086",19,0,0,0,"2,263",0,0
18977,KENTUCKY,SCOTT,"3,267","1,641,308",42,"1,641,309",42,0,0,0,"2,937",0,0
18978,KENTUCKY,SHELBY,"3,652","828,893",19,"828,893",19,0,0,0,"3,389",0,0
18979,KENTUCKY,SIMPSON,"2,079","291,522",12,"291,522",12,0,0,0,"1,988",0,0
18980,KENTUCKY,SPENCER,"1,409","375,438",22,"375,438",22,0,0,0,"1,302",0,0
18981,KENTUCKY,TAYLOR,"3,771","1,144,551",25,"1,144,551",25,0,0,0,"3,585",0,0
18982,KENTUCKY,TODD,"1,345","285,366",18,"285,367",18,0,0,0,"1,266",0,0
18983,KENTUCKY,TRIGG,"2,062","408,871",17,"408,871",17,0,0,0,"1,974",0,0
18984,KENTUCKY,TRIMBLE,917,"201,149",18,"201,149",18,0,0,0,847,0,0
18985,KENTUCKY,UNION,"1,751","544,090",26,"544,090",26,0,0,0,"1,661",0,0
18986,KENTUCKY,WARREN,"11,176","2,080,592",16,"2,080,591",16,0,0,0,"10,557",0,0
18987,KENTUCKY,WASHINGTON,"1,393","447,266",27,"447,267",27,0,0,0,"1,323",0,0
18988,KENTUCKY,WAYNE,"2,276","983,275",36,"983,274",36,0,0,0,"2,238",0,0
18989,KENTUCKY,WEBSTER,"1,576","746,845",39,"746,846",39,0,0,0,"1,484",0,0
18990,KENTUCKY,WHITLEY,"6,255","1,549,643",21,"1,549,643",21,0,0,0,"6,058",0,0
18991,KENTUCKY,WOLFE,886,"620,955",58,"620,955",58,0,0,0,894,0,0
18992,KENTUCKY,WOODFORD,"2,502","1,332,285",44,"1,332,286",44,0,0,0,"2,216",0,0
19000,LOUISIANA,ACADIA,"6,871","2,538,022",31,"2,538,022",31,0,0,0,"6,528",0,0
19010,LOUISIANA,ALLEN,"2,691","2,112,538",65,"2,112,539",65,0,0,0,"2,484",0,0
19020,LOUISIANA,ASCENSION,"4,921","5,066,904",86,"5,066,904",86,0,0,0,"4,266",0,0
19030,LOUISIANA,ASSUMPTION,"2,162","1,398,364",54,"1,398,365",54,0,0,0,"2,047",0,0
19040,LOUISIANA,AVOYELLES,"5,198","3,979,860",64,"3,979,859",64,0,0,0,"4,792",0,0
19050,LOUISIANA,BEAUREGARD,"4,699","1,790,509",32,"1,790,510",32,0,0,0,"4,436",0,0
19060,LOUISIANA,BIENVILLE,"2,231","762,618",28,"762,618",28,0,0,0,"2,029",0,0
19070,LOUISIANA,BOSSIER,"11,932","4,410,647",31,"4,410,648",31,0,0,0,"10,909",0,0
19080,LOUISIANA,CADDO,"29,306","13,861,641",39,"13,861,641",39,0,0,0,"26,148",0,0
19090,LOUISIANA,CALCASIEU,"22,488","11,252,657",42,"11,252,658",42,0,0,0,"20,955",0,0
19100,LOUISIANA,CALDWELL,"1,425","490,433",29,"490,434",29,0,0,0,"1,342",0,0
19110,LOUISIANA,CAMERON,388,"152,047",33,"152,047",33,0,0,0,341,0,0
19120,LOUISIANA,CATAHOULA,"1,553","1,070,062",57,"1,070,061",57,0,0,0,"1,425",0,0
19130,LOUISIANA,CLAIBORNE,"2,150","560,743",22,"560,742",22,0,0,0,"1,958",0,0
19140,LOUISIANA,CONCORDIA,"2,561","792,871",26,"792,871",26,0,0,0,"2,362",0,0
19150,LOUISIANA,DE SOTO,"3,647","1,585,307",36,"1,585,306",36,0,0,0,"3,315",0,0
19160,LOUISIANA,E. BATON ROUGE,"32,653","24,757,139",63,"24,757,139",63,0,0,0,"28,515",0,0
19170,LOUISIANA,EAST CARROLL,"1,001","260,125",22,"260,125",22,0,0,0,873,0,0
19180,LOUISIANA,EAST FELICIANA,"2,099","1,034,825",41,"1,034,826",41,0,0,0,"1,819",0,0
19190,LOUISIANA,EVANGELINE,"3,988","1,693,881",35,"1,693,881",35,0,0,0,"3,749",0,0
19200,LOUISIANA,FRANKLIN,"2,874","2,699,407",78,"2,699,407",78,0,0,0,"2,621",0,0
19210,LOUISIANA,GRANT,"2,417","1,623,247",56,"1,623,246",56,0,0,0,"2,173",0,0
19220,LOUISIANA,IBERIA,"8,985","3,127,232",29,"3,127,232",29,0,0,0,"8,349",0,0
19230,LOUISIANA,IBERVILLE,"2,414","2,048,829",71,"2,048,829",71,0,0,0,"2,097",0,0
19240,LOUISIANA,JACKSON,"2,418","573,310",20,"573,310",20,0,0,0,"2,273",0,0
19250,LOUISIANA,JEFFERSON,"27,385","24,783,507",75,"24,783,508",75,0,0,0,"22,968",0,0
19260,LOUISIANA,JEFFRSON DAVIS,"3,896","1,767,033",38,"1,767,033",38,0,0,0,"3,664",0,0
19270,LOUISIANA,LAFAYETTE,"22,536","8,576,022",32,"8,576,022",32,0,0,0,"20,569",0,0
19280,LOUISIANA,LAFOURCHE,"8,982","3,450,709",32,"3,450,709",32,0,0,0,"8,338",0,0
19290,LOUISIANA,LA SALLE,"1,815","1,207,582",55,"1,207,582",55,0,0,0,"1,703",0,0
19300,LOUISIANA,LINCOLN,"4,743","1,877,752",33,"1,877,751",33,0,0,0,"4,338",0,0
19310,LOUISIANA,LIVINGSTON,"6,811","6,371,177",78,"6,371,176",78,0,0,0,"6,112",0,0
19320,LOUISIANA,MADISON,"1,315","237,288",15,"237,289",15,0,0,0,"1,139",0,0
19330,LOUISIANA,MOREHOUSE,"3,779","1,957,930",43,"1,957,931",43,0,0,0,"3,439",0,0
19340,LOUISIANA,NATCHITOCHES,"4,740","1,841,407",32,"1,841,407",32,0,0,0,"4,295",0,0
19350,LOUISIANA,ORLEANS,"21,148","12,853,360",51,"12,853,360",51,0,0,0,"17,035",0,0
19360,LOUISIANA,OUACHITA,"16,521","9,817,485",50,"9,817,485",50,0,0,0,"14,999",0,0
19370,LOUISIANA,PLAQUEMINES,"1,099","506,571",38,"506,571",38,0,0,0,945,0,0
19380,LOUISIANA,POINTE COUPEE,"2,015","820,294",34,"820,293",34,0,0,0,"1,802",0,0
19390,LOUISIANA,RAPIDES,"16,777","12,020,392",60,"12,020,392",60,0,0,0,"15,398",0,0
19400,LOUISIANA,RED RIVER,"1,106","404,600",30,"404,600",30,0,0,0,991,0,0
19410,LOUISIANA,RICHLAND,"2,692","1,351,607",42,"1,351,606",42,0,0,0,"2,387",0,0
19420,LOUISIANA,SABINE,"3,328","1,257,400",31,"1,257,400",31,0,0,0,"3,120",0,0
19430,LOUISIANA,ST. BERNARD,"1,625","879,593",45,"879,592",45,0,0,0,"1,407",0,0
19440,LOUISIANA,ST. CHARLES,"2,477","1,891,359",64,"1,891,359",64,0,0,0,"2,131",0,0
19450,LOUISIANA,ST. HELENA,677,"598,368",74,"598,368",74,0,0,0,593,0,0
19460,LOUISIANA,ST. JAMES,"1,812","499,886",23,"499,887",23,0,0,0,"1,646",0,0
19470,LOUISIANA,ST. JOHN BAPTIST,"2,388","1,433,769",50,"1,433,769",50,0,0,0,"2,092",0,0
19480,LOUISIANA,ST. LANDRY,"11,769","5,419,425",38,"5,419,424",38,0,0,0,"11,068",0,0
19490,LOUISIANA,ST. MARTIN,"5,287","1,757,870",28,"1,757,871",28,0,0,0,"4,944",0,0
19500,LOUISIANA,ST. MARY,"6,110","3,161,631",43,"3,161,632",43,0,0,0,"5,646",0,0
19510,LOUISIANA,ST. TAMMANY,"17,233","13,852,293",67,"13,852,294",67,0,0,0,"14,920",0,0
19520,LOUISIANA,TANGIPAHOA,"10,868","5,399,705",41,"5,399,705",41,0,0,0,"9,767",0,0
19530,LOUISIANA,TENSAS,796,"294,542",31,"294,542",31,0,0,0,685,0,0
19540,LOUISIANA,TERREBONNE,"12,137","3,346,437",23,"3,346,437",23,0,0,0,"11,155",0,0
19550,LOUISIANA,UNION,"3,311","1,267,733",32,"1,267,733",32,0,0,0,"3,060",0,0
19560,LOUISIANA,VERMILION,"7,083","1,560,455",18,"1,560,454",18,0,0,0,"6,726",0,0
19570,LOUISIANA,VERNON,"4,808","1,868,004",32,"1,868,003",32,0,0,0,"4,552",0,0
19580,LOUISIANA,WASHINGTON,"5,442","2,512,254",38,"2,512,254",38,0,0,0,"5,096",0,0
19590,LOUISIANA,WEBSTER,"6,243","3,236,145",43,"3,236,144",43,0,0,0,"5,743",0,0
19600,LOUISIANA,W. BATON ROUGE,"1,473","1,155,803",65,"1,155,803",65,0,0,0,"1,307",0,0
19610,LOUISIANA,WEST CARROLL,"1,888","280,383",12,"280,383",12,0,0,0,"1,768",0,0
19620,LOUISIANA,WEST FELICIANA,999,"318,284",27,"318,284",27,0,0,0,861,0,0
19630,LOUISIANA,WINN,"1,883","810,757",36,"810,757",36,0,0,0,"1,743",0,0
20000,MAINE,ANDROSCOGGIN,"12,713","6,772,155",44,"6,772,155",44,0,0,0,"11,728",0,0
20010,MAINE,AROOSTOOK,"12,580","933,276",6,"933,276",6,0,0,0,"11,991",0,0
20020,MAINE,CUMBERLAND,"33,732","13,309,726",33,"13,309,726",33,0,0,0,"30,537",0,0
20030,MAINE,FRANKLIN,"3,912","1,217,041",26,"1,217,041",26,0,0,0,"3,610",0,0
20040,MAINE,HANCOCK,"8,978","1,958,950",18,"1,958,951",18,0,0,0,"8,339",0,0
20050,MAINE,KENNEBEC,"14,693","5,591,494",32,"5,591,494",32,0,0,0,"13,507",0,0
20060,MAINE,KNOX,"7,079","1,790,378",21,"1,790,377",21,0,0,0,"6,553",0,0
20070,MAINE,LINCOLN,"6,297","1,240,271",16,"1,240,271",16,0,0,0,"5,768",0,0
20080,MAINE,OXFORD,"7,899","2,677,784",28,"2,677,783",28,0,0,0,"7,374",0,0
20090,MAINE,PENOBSCOT,"18,994","5,200,128",23,"5,200,127",23,0,0,0,"17,559",0,0
20100,MAINE,PISCATAQUIS,"3,216","588,897",15,"588,898",15,0,0,0,"3,021",0,0
20110,MAINE,SAGADAHOC,"4,670","1,684,014",30,"1,684,015",30,0,0,0,"4,246",0,0
20120,MAINE,SOMERSET,"7,409","2,156,749",24,"2,156,749",24,0,0,0,"6,940",0,0
20130,MAINE,WALDO,"5,431","879,058",13,"879,059",13,0,0,0,"4,996",0,0
20140,MAINE,WASHINGTON,"6,068","513,374",7,"513,373",7,0,0,0,"5,684",0,0
20150,MAINE,YORK,"27,859","8,859,110",26,"8,859,110",26,0,0,0,"25,500",0,0
21000,MARYLAND,ALLEGANY,"13,550","1,484,500",9,"1,484,500",9,0,0,0,"12,861",0,0
21010,MARYLAND,ANNE ARUNDEL,"65,408","16,118,834",21,"16,118,834",21,0,0,0,"56,839",0,0
21020,MARYLAND,BALTIMORE,"103,302","30,110,469",24,"30,110,470",24,0,0,0,"91,790",0,0
21030,MARYLAND,BALTIMORE CITY,"64,174","17,189,373",22,"17,189,373",22,0,0,0,"55,468",0,0
21040,MARYLAND,CALVERT,"10,403","2,096,160",17,"2,096,160",17,0,0,0,"9,209",0,0
21050,MARYLAND,CAROLINE,"4,777","488,385",9,"488,385",9,0,0,0,"4,364",0,0
21060,MARYLAND,CARROLL,"26,518","6,221,600",20,"6,221,599",20,0,0,0,"23,593",0,0
21070,MARYLAND,CECIL,"12,282","4,807,894",33,"4,807,893",33,0,0,0,"11,154",0,0
21080,MARYLAND,CHARLES,"13,633","2,191,863",13,"2,191,863",13,0,0,0,"12,016",0,0
21090,MARYLAND,DORCHESTER,"5,934","528,161",7,"528,162",7,0,0,0,"5,487",0,0
21100,MARYLAND,FREDERICK,"25,610","5,202,520",17,"5,202,520",17,0,0,0,"22,393",0,0
21110,MARYLAND,GARRETT,"4,736","831,809",15,"831,809",15,0,0,0,"4,474",0,0
21120,MARYLAND,HARFORD,"30,639","6,740,745",18,"6,740,745",18,0,0,0,"27,373",0,0
21130,MARYLAND,HOWARD,"26,036","6,777,807",22,"6,777,806",22,0,0,0,"21,351",0,0
21140,MARYLAND,KENT,"5,159","605,359",10,"605,359",10,0,0,0,"4,812",0,0
21150,MARYLAND,MONTGOMERY,"112,486","28,768,794",21,"28,768,794",21,0,0,0,"91,625",0,0
21160,MARYLAND,PRINCE GEORGES,"78,131","21,679,542",23,"21,679,542",23,0,0,0,"63,054",0,0
21170,MARYLAND,QUEEN ANNES,"6,642","1,416,621",18,"1,416,622",18,0,0,0,"5,988",0,0
21180,MARYLAND,ST. MARYS,"11,353","1,474,792",11,"1,474,791",11,0,0,0,"10,279",0,0
21190,MARYLAND,SOMERSET,"3,632","603,823",14,"603,823",14,0,0,0,"3,344",0,0
21200,MARYLAND,TALBOT,"8,990","1,002,332",9,"1,002,332",9,0,0,0,"8,353",0,0
21210,MARYLAND,WASHINGTON,"19,743","10,074,046",43,"10,074,045",43,0,0,0,"18,102",0,0
21220,MARYLAND,WICOMICO,"13,679","3,533,099",22,"3,533,099",22,0,0,0,"12,535",0,0
21230,MARYLAND,WORCESTER,"11,401","2,184,775",16,"2,184,775",16,0,0,0,"10,662",0,0
22000,MASSACHUSETTS,BARNSTABLE,"54,153","32,449,671",50,"32,449,671",50,0,0,0,"50,145",0,0
22010,MASSACHUSETTS,BERKSHIRE,"24,170","8,291,852",29,"8,291,852",29,0,0,0,"22,448",0,0
22020,MASSACHUSETTS,BRISTOL,"69,078","21,975,267",27,"21,975,267",27,0,0,0,"62,433",0,0
22030,MASSACHUSETTS,DUKES,"3,399","1,443,478",35,"1,443,478",35,0,0,0,"3,129",0,0
22040,MASSACHUSETTS,ESSEX,"90,737","41,208,852",38,"41,208,852",38,0,0,0,"80,690",0,0
22060,MASSACHUSETTS,FRANKLIN,"8,948","2,718,660",25,"2,718,660",25,0,0,0,"7,915",0,0
22070,MASSACHUSETTS,HAMPDEN,"49,534","15,494,732",26,"15,494,732",26,0,0,0,"44,143",0,0
22080,MASSACHUSETTS,HAMPSHIRE,"17,774","4,587,086",22,"4,587,086",22,0,0,0,"15,416",0,0
22090,MASSACHUSETTS,MIDDLESEX,"157,934","58,346,771",31,"58,346,770",31,0,0,0,"133,319",0,0
22120,MASSACHUSETTS,NANTUCKET,"1,410","60,087",4,"60,088",4,0,0,0,"1,299",0,0
22130,MASSACHUSETTS,NORFOLK,"79,635","29,784,588",31,"29,784,588",31,0,0,0,"68,423",0,0
22150,MASSACHUSETTS,PLYMOUTH,"65,265","24,765,834",32,"24,765,833",32,0,0,0,"57,753",0,0
22160,MASSACHUSETTS,SUFFOLK,"60,338","21,332,622",29,"21,332,622",29,0,0,0,"51,813",0,0
22170,MASSACHUSETTS,WORCESTER,"64,531","27,522,589",36,"27,522,590",36,0,0,0,"54,466",0,0
23000,MICHIGAN,ALCONA,"2,624","1,724,590",55,"1,724,590",55,0,0,0,"2,536",0,0
23010,MICHIGAN,ALGER,"1,523","290,942",16,"290,942",16,0,0,0,"1,454",0,0
23020,MICHIGAN,ALLEGAN,"7,336","3,874,314",44,"3,874,314",44,0,0,0,"6,738",0,0
23030,MICHIGAN,ALPENA,"5,467","4,124,604",63,"4,124,604",63,0,0,0,"5,282",0,0
23040,MICHIGAN,ANTRIM,"3,641","903,759",21,"903,759",21,0,0,0,"3,490",0,0
23050,MICHIGAN,ARENAC,"2,860","1,685,228",49,"1,685,228",49,0,0,0,"2,764",0,0
23060,MICHIGAN,BARAGA,"1,244","203,701",14,"203,701",14,0,0,0,"1,191",0,0
23070,MICHIGAN,BARRY,"4,780","2,618,005",46,"2,618,005",46,0,0,0,"4,446",0,0
23080,MICHIGAN,BAY,"13,801","3,833,981",23,"3,833,981",23,0,0,0,"13,196",0,0
23090,MICHIGAN,BENZIE,"2,685","395,097",12,"395,097",12,0,0,0,"2,541",0,0
23100,MICHIGAN,BERRIEN,"22,015","9,770,224",37,"9,770,224",37,0,0,0,"20,645",0,0
23110,MICHIGAN,BRANCH,"5,328","1,661,232",26,"1,661,233",26,0,0,0,"5,065",0,0
23120,MICHIGAN,CALHOUN,"16,623","7,481,528",38,"7,481,528",38,0,0,0,"15,623",0,0
23130,MICHIGAN,CASS,"4,604","1,854,308",34,"1,854,308",34,0,0,0,"4,305",0,0
23140,MICHIGAN,CHARLEVOIX,"4,000","1,166,329",24,"1,166,330",24,0,0,0,"3,795",0,0
23150,MICHIGAN,CHEBOYGAN,"4,149","1,926,955",39,"1,926,956",39,0,0,0,"3,976",0,0
23160,MICHIGAN,CHIPPEWA,"4,667","630,919",11,"630,919",11,0,0,0,"4,397",0,0
23170,MICHIGAN,CLARE,"4,991","1,959,338",33,"1,959,338",33,0,0,0,"4,798",0,0
23180,MICHIGAN,CLINTON,"5,971","2,968,693",41,"2,968,693",41,0,0,0,"5,622",0,0
23190,MICHIGAN,CRAWFORD,"1,827","859,881",39,"859,882",39,0,0,0,"1,758",0,0
23200,MICHIGAN,DELTA,"5,982","871,832",12,"871,832",12,0,0,0,"5,738",0,0
23210,MICHIGAN,DICKINSON,"4,119","172,742",3,"172,742",3,0,0,0,"3,879",0,0
23220,MICHIGAN,EATON,"9,029","3,711,268",34,"3,711,269",34,0,0,0,"8,504",0,0
23230,MICHIGAN,EMMET,"5,109","3,044,038",50,"3,044,037",50,0,0,0,"4,859",0,0
23240,MICHIGAN,GENESEE,"42,485","29,999,323",59,"29,999,322",59,0,0,0,"40,647",0,0
23250,MICHIGAN,GLADWIN,"4,917","2,380,087",40,"2,380,088",40,0,0,0,"4,760",0,0
23260,MICHIGAN,GOGEBIC,"2,606","356,680",11,"356,680",11,0,0,0,"2,499",0,0
23270,MICHIGAN,GRAND TRAVERSE,"12,002","4,299,568",30,"4,299,568",30,0,0,0,"11,151",0,0
23280,MICHIGAN,GRATIOT,"5,116","1,863,237",30,"1,863,237",30,0,0,0,"4,894",0,0
23290,MICHIGAN,HILLSDALE,"5,387","1,296,510",20,"1,296,509",20,0,0,0,"5,133",0,0
23300,MICHIGAN,HOUGHTON,"3,934","837,712",18,"837,712",18,0,0,0,"3,715",0,0
23310,MICHIGAN,HURON,"5,962","1,448,656",20,"1,448,655",20,0,0,0,"5,732",0,0
23320,MICHIGAN,INGHAM,"29,401","18,414,308",52,"18,414,307",52,0,0,0,"26,908",0,0
23330,MICHIGAN,IONIA,"5,208","2,559,833",41,"2,559,833",41,0,0,0,"4,957",0,0
23340,MICHIGAN,IOSCO,"5,523","2,958,013",45,"2,958,012",45,0,0,0,"5,340",0,0
23350,MICHIGAN,IRON,"2,224","135,245",5,"135,245",5,0,0,0,"2,121",0,0
23360,MICHIGAN,ISABELLA,"5,583","2,280,182",34,"2,280,181",34,0,0,0,"5,173",0,0
23370,MICHIGAN,JACKSON,"18,226","8,093,617",37,"8,093,617",37,0,0,0,"17,114",0,0
23380,MICHIGAN,KALAMAZOO,"22,667","15,495,998",57,"15,495,998",57,0,0,0,"20,930",0,0
23390,MICHIGAN,KALKASKA,"1,966","326,382",14,"326,383",14,0,0,0,"1,867",0,0
23400,MICHIGAN,KENT,"36,015","25,505,660",59,"25,505,661",59,0,0,0,"31,915",0,0
23410,MICHIGAN,KEWEENAW,593,"14,135",2,"14,134",2,0,0,0,571,0,0
23420,MICHIGAN,LAKE,"1,875","561,478",25,"561,479",25,0,0,0,"1,799",0,0
23430,MICHIGAN,LAPEER,"8,866","4,011,973",38,"4,011,972",38,0,0,0,"8,429",0,0
23440,MICHIGAN,LEELANAU,"2,901","707,991",20,"707,991",20,0,0,0,"2,731",0,0
23450,MICHIGAN,LENAWEE,"12,519","5,745,190",38,"5,745,189",38,0,0,0,"11,816",0,0
23460,MICHIGAN,LIVINGSTON,"14,061","7,256,452",43,"7,256,453",43,0,0,0,"12,902",0,0
23470,MICHIGAN,LUCE,993,"123,142",10,"123,142",10,0,0,0,956,0,0
23480,MICHIGAN,MACKINAC,"1,872","246,060",11,"246,060",11,0,0,0,"1,785",0,0
23490,MICHIGAN,MACOMB,"91,107","38,376,547",35,"38,376,547",35,0,0,0,"85,224",0,0
23500,MICHIGAN,MANISTEE,"4,035","839,233",17,"839,233",17,0,0,0,"3,841",0,0
23510,MICHIGAN,MARQUETTE,"7,923","2,309,673",24,"2,309,673",24,0,0,0,"7,569",0,0
23520,MICHIGAN,MASON,"4,577","1,931,815",35,"1,931,815",35,0,0,0,"4,391",0,0
23530,MICHIGAN,MECOSTA,"4,475","2,708,593",50,"2,708,592",50,0,0,0,"4,217",0,0
23540,MICHIGAN,MENOMINEE,"3,112","350,807",9,"350,808",9,0,0,0,"2,934",0,0
23550,MICHIGAN,MIDLAND,"9,962","4,539,637",38,"4,539,637",38,0,0,0,"9,635",0,0
23560,MICHIGAN,MISSAUKEE,"1,899","1,075,401",47,"1,075,401",47,0,0,0,"1,814",0,0
23570,MICHIGAN,MONROE,"15,399","6,922,476",37,"6,922,475",37,0,0,0,"14,533",0,0
23580,MICHIGAN,MONTCALM,"6,989","2,944,723",35,"2,944,723",35,0,0,0,"6,672",0,0
23590,MICHIGAN,MONTMORENCY,"2,554","1,224,956",40,"1,224,956",40,0,0,0,"2,472",0,0
23600,MICHIGAN,MUSKEGON,"15,067","9,985,247",55,"9,985,246",55,0,0,0,"14,146",0,0
23610,MICHIGAN,NEWAYGO,"3,778","2,279,036",50,"2,279,036",50,0,0,0,"3,529",0,0
23620,MICHIGAN,OAKLAND,"124,510","61,495,183",41,"61,495,183",41,0,0,0,"113,015",0,0
23630,MICHIGAN,OCEANA,"3,360","978,104",24,"978,104",24,0,0,0,"3,220",0,0
23640,MICHIGAN,OGEMAW,"4,133","3,255,740",66,"3,255,741",66,0,0,0,"4,005",0,0
23650,MICHIGAN,ONTONAGON,"1,474","389,700",22,"389,700",22,0,0,0,"1,418",0,0
23660,MICHIGAN,OSCEOLA,"3,514","1,744,701",41,"1,744,701",41,0,0,0,"3,348",0,0
23670,MICHIGAN,OSCODA,"1,362","864,799",53,"864,799",53,0,0,0,"1,319",0,0
23680,MICHIGAN,OTSEGO,"3,481","1,382,946",33,"1,382,945",33,0,0,0,"3,329",0,0
23690,MICHIGAN,OTTAWA,"15,322","11,515,545",63,"11,515,545",63,0,0,0,"13,691",0,0
23700,MICHIGAN,PRESQUE ISLE,"3,043","1,791,911",49,"1,791,911",49,0,0,0,"2,966",0,0
23710,MICHIGAN,ROSCOMMON,"5,789","3,385,642",49,"3,385,643",49,0,0,0,"5,631",0,0
23720,MICHIGAN,SAGINAW,"23,398","8,469,449",30,"8,469,449",30,0,0,0,"22,304",0,0
23730,MICHIGAN,ST. CLAIR,"18,854","6,372,916",28,"6,372,916",28,0,0,0,"17,876",0,0
23740,MICHIGAN,ST. JOSEPH,"7,363","2,831,176",32,"2,831,175",32,0,0,0,"6,946",0,0
23750,MICHIGAN,SANILAC,"5,967","1,605,805",22,"1,605,806",22,0,0,0,"5,712",0,0
23760,MICHIGAN,SCHOOLCRAFT,"1,616","169,733",9,"169,733",9,0,0,0,"1,574",0,0
23770,MICHIGAN,SHIAWASSEE,"8,350","3,979,142",40,"3,979,142",40,0,0,0,"7,961",0,0
23780,MICHIGAN,TUSCOLA,"7,574","2,626,161",29,"2,626,161",29,0,0,0,"7,303",0,0
