DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMSBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,
18630,KENTUCKY                 ,LAWRENCE,0,0,0,0,0,,,,,,,,
18640,KENTUCKY                 ,LEE,0,0,0,0,0,,,,,,,,
18650,KENTUCKY                 ,LESLIE,0,0,0,0,0,,,,,,,,
18660,KENTUCKY                 ,LETCHER,0,0,0,0,0,,,,,,,,
18670,KENTUCKY                 ,LEWIS,0,0,0,0,0,,,,,,,,
18680,KENTUCKY                 ,LINCOLN,0,0,0,0,0,,,,,,,,
18690,KENTUCKY                 ,LIVINGSTON,0,0,0,0,0,,,,,,,,
18700,KENTUCKY                 ,LOGAN,0,0,0,0,0,,,,,,,,
18710,KENTUCKY                 ,LYON,0,0,0,0,0,,,,,,,,
18720,KENTUCKY                 ,MCCRACKEN,0,0,0,0,0,,,,,,,,
18730,KENTUCKY                 ,MCCREARY,0,0,0,0,0,,,,,,,,
18740,KENTUCKY                 ,MCLEAN,0,0,0,0,0,,,,,,,,
18750,KENTUCKY                 ,MADISON,0,0,0,0,0,,,,,,,,
18760,KENTUCKY                 ,MAGOFFIN,0,0,0,0,0,,,,,,,,
18770,KENTUCKY                 ,MARION,"-1,022",-425,-277,-181,0,,,,,,,,
18780,KENTUCKY                 ,MARSHALL,0,0,0,0,0,,,,,,,,
18790,KENTUCKY                 ,MARTIN,0,0,0,0,0,,,,,,,,
18800,KENTUCKY                 ,MASON,0,0,0,0,0,,,,,,,,
18801,KENTUCKY                 ,MEADE,"-46,590","-40,574","-42,408","-42,088","-21,643",,,,,,,,
18802,KENTUCKY                 ,MENIFEE,0,0,0,0,0,,,,,,,,
18830,KENTUCKY                 ,MERCER,0,0,0,0,0,,,,,,,,
18831,KENTUCKY                 ,METCALFE,0,0,0,0,0,,,,,,,,
18850,KENTUCKY                 ,MONROE,-45,-308,-916,-209,-91,,,,,,,,
18860,KENTUCKY                 ,MONTGOMERY,0,0,0,0,0,,,,,,,,
18861,KENTUCKY                 ,MORGAN,0,0,0,0,0,,,,,,,,
18880,KENTUCKY                 ,MUHLENBERG,0,0,0,0,0,,,,,,,,
18890,KENTUCKY                 ,NELSON,"-64,906","-63,716","-66,303","-83,032","-45,955",,,,,,,,
18900,KENTUCKY                 ,NICHOLAS,0,0,0,0,0,,,,,,,,
18910,KENTUCKY                 ,OHIO,0,0,0,0,0,,,,,,,,
18920,KENTUCKY                 ,OLDHAM,"-47,854","-41,958","-38,496","-44,650","-18,954",,,,,,,,
18930,KENTUCKY                 ,OWEN,0,0,0,0,0,,,,,,,,
18931,KENTUCKY                 ,OWSLEY,0,0,0,0,0,,,,,,,,
18932,KENTUCKY                 ,PENDLETON,-204,-103,0,0,0,,,,,,,,
18960,KENTUCKY                 ,PERRY,0,0,0,0,0,,,,,,,,
18970,KENTUCKY                 ,PIKE,-49,-468,-348,0,0,,,,,,,,
18971,KENTUCKY                 ,POWELL,0,0,0,0,0,,,,,,,,
18972,KENTUCKY                 ,PULASKI,0,0,0,0,0,,,,,,,,
18973,KENTUCKY                 ,ROBERTSON,0,0,0,0,0,,,,,,,,
18974,KENTUCKY                 ,ROCKCASTLE,0,0,0,0,0,,,,,,,,
18975,KENTUCKY                 ,ROWAN,0,0,0,0,0,,,,,,,,
18976,KENTUCKY                 ,RUSSELL,0,0,0,0,0,,,,,,,,
18977,KENTUCKY                 ,SCOTT,0,0,0,-78,-314,,,,,,,,
18978,KENTUCKY                 ,SHELBY,"-51,443","-67,713","-69,765","-78,352","-25,187",,,,,,,,
18979,KENTUCKY                 ,SIMPSON,0,0,0,0,0,,,,,,,,
18980,KENTUCKY                 ,SPENCER,"-23,297","-29,086","-30,062","-35,479","-19,160",,,,,,,,
18981,KENTUCKY                 ,TAYLOR,0,0,0,0,0,,,,,,,,
18982,KENTUCKY                 ,TODD,0,0,0,0,0,,,,,,,,
18983,KENTUCKY                 ,TRIGG,0,0,0,0,0,,,,,,,,
18984,KENTUCKY                 ,TRIMBLE,0,0,0,0,0,,,,,,,,
18985,KENTUCKY                 ,UNION,0,0,0,0,0,,,,,,,,
18986,KENTUCKY                 ,WARREN,0,0,0,0,0,,,,,,,,
18987,KENTUCKY                 ,WASHINGTON,0,0,0,0,-112,,,,,,,,
18988,KENTUCKY                 ,WAYNE,0,0,0,0,0,,,,,,,,
18989,KENTUCKY                 ,WEBSTER,0,0,0,0,0,,,,,,,,
18990,KENTUCKY                 ,WHITLEY,0,0,0,0,0,,,,,,,,
18991,KENTUCKY                 ,WOLFE,0,0,0,0,0,,,,,,,,
18992,KENTUCKY                 ,WOODFORD,0,0,0,0,0,,,,,,,,
19000,LOUISIANA                ,ACADIA,0,0,0,0,0,,,,,,,,
19010,LOUISIANA                ,ALLEN,0,0,0,0,0,,,,,,,,
19020,LOUISIANA                ,ASCENSION,"-75,292","-72,921","-70,810","-71,802","-39,777",,,,,,,,
19030,LOUISIANA                ,ASSUMPTION,0,0,0,0,0,,,,,,,,
19040,LOUISIANA                ,AVOYELLES,0,0,0,0,0,,,,,,,,
19050,LOUISIANA                ,BEAUREGARD,0,0,0,0,0,,,,,,,,
19060,LOUISIANA                ,BIENVILLE,0,0,0,0,0,,,,,,,,
19070,LOUISIANA                ,BOSSIER,0,0,0,0,0,,,,,,,,
19080,LOUISIANA                ,CADDO,0,-18,-18,0,0,,,,,,,,
19090,LOUISIANA                ,CALCASIEU,0,0,0,0,0,,,,,,,,
19100,LOUISIANA                ,CALDWELL,0,0,0,0,0,,,,,,,,
19110,LOUISIANA                ,CAMERON,0,0,0,0,0,,,,,,,,
19120,LOUISIANA                ,CATAHOULA,0,0,0,0,0,,,,,,,,
19130,LOUISIANA                ,CLAIBORNE,0,0,0,0,0,,,,,,,,
19140,LOUISIANA                ,CONCORDIA,0,0,0,0,0,,,,,,,,
19150,LOUISIANA                ,DE SOTO,0,0,0,0,0,,,,,,,,
19160,LOUISIANA                ,EAST BATON ROUGE,"-373,763","-378,006","-352,014","-354,688","-173,302",,,,,,,,
19170,LOUISIANA                ,EAST CARROLL,0,0,0,0,0,,,,,,,,
19180,LOUISIANA                ,EAST FELICIANA,"-25,086","-34,691","-27,205","-19,712","-10,369",,,,,,,,
19190,LOUISIANA                ,EVANGELINE,0,0,0,0,0,,,,,,,,
19200,LOUISIANA                ,FRANKLIN,0,0,0,0,0,,,,,,,,
19210,LOUISIANA                ,GRANT,0,0,0,0,0,,,,,,,,
19220,LOUISIANA                ,IBERIA,0,0,0,0,0,,,,,,,,
19230,LOUISIANA                ,IBERVILLE,"-48,652","-52,252","-47,458","-42,604","-15,927",,,,,,,,
19240,LOUISIANA                ,JACKSON,0,0,0,0,0,,,,,,,,
19250,LOUISIANA                ,JEFFERSON,"-284,132","-294,357","-308,959","-335,443","-162,985",,,,,,,,
19260,LOUISIANA                ,JEFFERSON DAVIS,0,0,0,0,0,,,,,,,,
19270,LOUISIANA                ,LAFAYETTE,0,-429,-786,-74,0,,,,,,,,
19280,LOUISIANA                ,LAFOURCHE,0,0,0,0,0,,,,,,,,
19290,LOUISIANA                ,LA SALLE,0,0,-6,0,0,,,,,,,,
19300,LOUISIANA                ,LINCOLN,0,0,0,0,0,,,,,,,,
19310,LOUISIANA                ,LIVINGSTON,"-118,789","-93,555","-89,441","-95,323","-54,332",,,,,,,,
19320,LOUISIANA                ,MADISON,0,0,0,0,0,,,,,,,,
19330,LOUISIANA                ,MOREHOUSE,0,0,0,0,0,,,,,,,,
19340,LOUISIANA                ,NATCHITOCHES,0,0,0,0,0,,,,,,,,
19350,LOUISIANA                ,ORLEANS,"-308,147","-300,203","-316,849","-321,328","-150,606",,,,,,,,
19360,LOUISIANA                ,OUACHITA,-26,0,0,0,0,,,,,,,,
19370,LOUISIANA                ,PLAQUEMINES,"-1,698",-157,0,0,0,,,,,,,,
19380,LOUISIANA                ,POINTE COUPEE,"-19,992","-17,831","-17,617","-16,590","-9,053",,,,,,,,
19390,LOUISIANA                ,RAPIDES,0,0,0,0,0,,,,,,,,
19400,LOUISIANA                ,RED RIVER,0,0,0,0,0,,,,,,,,
19410,LOUISIANA                ,RICHLAND,0,0,0,0,0,,,,,,,,
19420,LOUISIANA                ,SABINE,0,0,0,0,0,,,,,,,,
19430,LOUISIANA                ,ST. BERNARD,"-30,723","-33,985","-36,650","-37,791","-19,338",,,,,,,,
19440,LOUISIANA                ,ST. CHARLES,"-30,083","-28,449","-38,829","-35,697","-13,486",,,,,,,,
19450,LOUISIANA                ,ST. HELENA,"-8,899","-9,826","-10,306","-8,497","-5,056",,,,,,,,
19460,LOUISIANA                ,ST. JAMES,0,-96,-173,0,0,,,,,,,,
19470,LOUISIANA                ,ST. JOHN THE BAPTIST,"-34,400","-41,162","-30,400","-32,091","-17,522",,,,,,,,
19480,LOUISIANA                ,ST. LANDRY,0,0,0,0,0,,,,,,,,
19490,LOUISIANA                ,ST. MARTIN,0,0,0,0,0,,,,,,,,
19500,LOUISIANA                ,ST. MARY,0,0,0,0,0,,,,,,,,
19510,LOUISIANA                ,ST. TAMMANY,"-179,706","-213,059","-212,880","-205,662","-93,490",,,,,,,,
19520,LOUISIANA                ,TANGIPAHOA,"-1,203","-2,267","-2,228",-970,-680,,,,,,,,
19530,LOUISIANA                ,TENSAS,-35,0,0,0,0,,,,,,,,
19540,LOUISIANA                ,TERREBONNE,-351,0,0,0,0,,,,,,,,
19550,LOUISIANA                ,UNION,0,0,0,0,0,,,,,,,,
19560,LOUISIANA                ,VERMILION,0,0,0,0,0,,,,,,,,
19570,LOUISIANA                ,VERNON,0,0,0,0,0,,,,,,,,
19580,LOUISIANA                ,WASHINGTON,0,0,0,0,0,,,,,,,,
19590,LOUISIANA                ,WEBSTER,0,0,0,0,0,,,,,,,,
19600,LOUISIANA                ,WEST BATON ROUGE,"-18,780","-9,002","-11,842","-15,782","-10,474",,,,,,,,
19610,LOUISIANA                ,WEST CARROLL,0,0,0,0,0,,,,,,,,
19620,LOUISIANA                ,WEST FELICIANA,"-11,147","-5,726","-6,126","-10,652","-8,364",,,,,,,,
19630,LOUISIANA                ,WINN,0,0,0,0,0,,,,,,,,
20000,MAINE                    ,ANDROSCOGGIN,-220,0,0,-43,0,,,,,,,,
20010,MAINE                    ,AROOSTOOK,-9,0,0,0,0,,,,,,,,
20020,MAINE                    ,CUMBERLAND,0,0,0,0,0,,,,,,,,
20030,MAINE                    ,FRANKLIN,0,0,0,0,0,,,,,,,,
20040,MAINE                    ,HANCOCK,"-1,247",-28,0,0,0,,,,,,,,
20050,MAINE                    ,KENNEBEC,0,0,0,0,0,,,,,,,,
20060,MAINE                    ,KNOX,0,0,0,0,0,,,,,,,,
20070,MAINE                    ,LINCOLN,0,0,0,0,0,,,,,,,,
20080,MAINE                    ,OXFORD,0,0,0,0,0,,,,,,,,
20090,MAINE                    ,PENOBSCOT,"-2,562",0,0,0,0,,,,,,,,
20100,MAINE                    ,PISCATAQUIS,0,0,0,0,0,,,,,,,,
20110,MAINE                    ,SAGADAHOC,0,0,0,0,0,,,,,,,,
20120,MAINE                    ,SOMERSET,0,-289,0,0,0,,,,,,,,
20130,MAINE                    ,WALDO,0,0,0,0,0,,,,,,,,
20140,MAINE                    ,WASHINGTON,0,0,0,0,0,,,,,,,,
20150,MAINE                    ,YORK,-893,"-1,986",-369,0,0,,,,,,,,
21000,MARYLAND                 ,ALLEGANY,0,0,0,0,-299,,,,,,,,
21010,MARYLAND                 ,ANNE ARUNDEL,"-342,703","-386,767","-372,361","-422,235","-209,204",,,,,,,,
21020,MARYLAND                 ,BALTIMORE,"-601,561","-650,304","-698,020","-798,063","-380,744",,,,,,,,
21030,MARYLAND                 ,BALTIMORE CITY,"-646,795","-646,733","-746,197","-824,605","-399,071",,,,,,,,
21040,MARYLAND                 ,CALVERT,"-51,523","-42,906","-49,906","-55,217","-32,801",,,,,,,,
21050,MARYLAND                 ,CAROLINE,0,-39,0,0,0,,,,,,,,
21060,MARYLAND                 ,CARROLL,"-142,565","-124,921","-141,438","-151,018","-69,775",,,,,,,,
21070,MARYLAND                 ,CECIL,"-127,827","-114,784","-143,659","-158,360","-85,822",,,,,,,,
21080,MARYLAND                 ,CHARLES,"-77,388","-83,548","-84,046","-89,056","-49,119",,,,,,,,
21090,MARYLAND                 ,DORCHESTER,0,0,-483,"-1,124",-158,,,,,,,,
21100,MARYLAND                 ,FREDERICK,"-115,944","-125,162","-144,363","-154,236","-76,203",,,,,,,,
21110,MARYLAND                 ,GARRETT,"-1,898",0,0,0,0,,,,,,,,
21120,MARYLAND                 ,HARFORD,"-163,907","-166,545","-167,376","-202,188","-106,356",,,,,,,,
21130,MARYLAND                 ,HOWARD,"-104,644","-105,641","-91,998","-103,931","-51,589",,,,,,,,
21140,MARYLAND                 ,KENT,"-2,824","-4,603","-4,440","-2,751",-666,,,,,,,,
21150,MARYLAND                 ,MONTGOMERY,"-231,674","-240,282","-254,723","-300,357","-143,984",,,,,,,,
21160,MARYLAND                 ,PRINCE GEORGE'S,"-401,719","-433,591","-495,386","-565,283","-262,173",,,,,,,,
21170,MARYLAND                 ,QUEEN ANNE'S,"-23,500","-20,609","-25,605","-25,756","-13,291",,,,,,,,
21180,MARYLAND                 ,ST. MARY'S,"-1,576","-3,425","-2,681","-4,976","-1,130",,,,,,,,
21190,MARYLAND                 ,SOMERSET,0,0,0,0,0,,,,,,,,
21200,MARYLAND                 ,TALBOT,"-1,070",-695,"-1,231","-1,798","-1,129",,,,,,,,
21210,MARYLAND                 ,WASHINGTON,0,0,-138,-790,-240,,,,,,,,
21220,MARYLAND                 ,WICOMICO,0,0,-351,-71,0,,,,,,,,
21230,MARYLAND                 ,WORCESTER,0,0,0,0,0,,,,,,,,
22000,MASSACHUSETTS            ,BARNSTABLE,"-3,823","-4,810",-789,-35,0,,,,,,,,
22010,MASSACHUSETTS            ,BERKSHIRE,"-1,265","-2,336","-2,492","-3,890","-1,646",,,,,,,,
22020,MASSACHUSETTS            ,BRISTOL,"-601,902","-597,627","-651,353","-750,846","-381,589",,,,,,,,
22030,MASSACHUSETTS            ,DUKES,-622,-308,-622,-498,-139,,,,,,,,
22040,MASSACHUSETTS            ,ESSEX,"-573,440","-576,882","-621,861","-698,349","-374,272",,,,,,,,
22060,MASSACHUSETTS            ,FRANKLIN,"-68,799","-69,778","-75,957","-88,807","-43,723",,,,,,,,
22070,MASSACHUSETTS            ,HAMPDEN,"-527,216","-567,635","-637,482","-771,316","-405,860",,,,,,,,
22080,MASSACHUSETTS            ,HAMPSHIRE,"-110,465","-121,980","-126,083","-122,447","-64,778",,,,,,,,
22090,MASSACHUSETTS            ,MIDDLESEX,"-800,934","-845,098","-829,435","-904,182","-424,168",,,,,,,,
22120,MASSACHUSETTS            ,NANTUCKET,-46,0,0,0,0,,,,,,,,
22130,MASSACHUSETTS            ,NORFOLK,"-375,428","-409,297","-449,243","-475,866","-223,215",,,,,,,,
22150,MASSACHUSETTS            ,PLYMOUTH,"-416,686","-387,965","-404,328","-468,032","-234,235",,,,,,,,
22160,MASSACHUSETTS            ,SUFFOLK,"-419,451","-434,685","-453,244","-458,282","-227,083",,,,,,,,
22170,MASSACHUSETTS            ,WORCESTER,"-801,274","-812,346","-877,488","-998,478","-468,572",,,,,,,,
23000,MICHIGAN                 ,ALCONA,0,0,-158,0,0,,,,,,,,
23010,MICHIGAN                 ,ALGER,0,0,0,-281,0,,,,,,,,
23020,MICHIGAN                 ,ALLEGAN,"-2,101","-3,779","-3,831","-4,661","-1,601",,,,,,,,
23030,MICHIGAN                 ,ALPENA,0,0,0,0,0,,,,,,,,
23040,MICHIGAN                 ,ANTRIM,0,0,0,0,0,,,,,,,,
23050,MICHIGAN                 ,ARENAC,0,-34,0,0,0,,,,,,,,
23060,MICHIGAN                 ,BARAGA,0,0,0,0,0,,,,,,,,
23070,MICHIGAN                 ,BARRY,"-53,892","-54,264","-58,264","-68,635","-28,111",,,,,,,,
23080,MICHIGAN                 ,BAY,-567,0,-283,-15,0,,,,,,,,
23090,MICHIGAN                 ,BENZIE,0,0,0,0,0,,,,,,,,
23100,MICHIGAN                 ,BERRIEN,0,0,0,-369,-168,,,,,,,,
23110,MICHIGAN                 ,BRANCH,0,0,0,0,0,,,,,,,,
23120,MICHIGAN                 ,CALHOUN,-453,0,-885,"-1,669","-1,024",,,,,,,,
23130,MICHIGAN                 ,CASS,0,0,0,0,0,,,,,,,,
23140,MICHIGAN                 ,CHARLEVOIX,0,0,0,0,0,,,,,,,,
23150,MICHIGAN                 ,CHEBOYGAN,0,0,0,0,0,,,,,,,,
23160,MICHIGAN                 ,CHIPPEWA,0,0,0,0,0,,,,,,,,
23170,MICHIGAN                 ,CLARE,0,0,0,0,0,,,,,,,,
23180,MICHIGAN                 ,CLINTON,0,0,0,0,0,,,,,,,,
23190,MICHIGAN                 ,CRAWFORD,0,0,0,0,0,,,,,,,,
23200,MICHIGAN                 ,DELTA,0,0,-49,0,0,,,,,,,,
23210,MICHIGAN                 ,DICKINSON,0,0,0,0,0,,,,,,,,
23220,MICHIGAN                 ,EATON,0,-24,-47,0,0,,,,,,,,
23230,MICHIGAN                 ,EMMET,-231,-842,-900,-648,0,,,,,,,,
23240,MICHIGAN                 ,GENESEE,"-741,768","-823,623","-865,986","-918,479","-403,408",,,,,,,,
23250,MICHIGAN                 ,GLADWIN,0,0,0,0,0,,,,,,,,
23260,MICHIGAN                 ,GOGEBIC,-18,0,0,0,0,,,,,,,,
23270,MICHIGAN                 ,GRAND TRAVERSE,0,0,0,0,0,,,,,,,,
23280,MICHIGAN                 ,GRATIOT,-101,0,0,0,0,,,,,,,,
23290,MICHIGAN                 ,HILLSDALE,0,0,0,0,0,,,,,,,,
23300,MICHIGAN                 ,HOUGHTON,0,0,0,0,0,,,,,,,,
23310,MICHIGAN                 ,HURON,0,0,0,0,0,,,,,,,,
23320,MICHIGAN                 ,INGHAM,"-8,206","-10,546","-19,517","-23,296","-8,298",,,,,,,,
23330,MICHIGAN                 ,IONIA,"-71,741","-78,408","-90,726","-94,615","-48,004",,,,,,,,
23340,MICHIGAN                 ,IOSCO,0,0,0,0,0,,,,,,,,
23350,MICHIGAN                 ,IRON,0,0,0,0,0,,,,,,,,
23360,MICHIGAN                 ,ISABELLA,-111,0,0,0,0,,,,,,,,
23370,MICHIGAN                 ,JACKSON,-42,0,0,-379,-181,,,,,,,,
23380,MICHIGAN                 ,KALAMAZOO,0,-143,0,-86,-30,,,,,,,,
23390,MICHIGAN                 ,KALKASKA,0,0,0,0,0,,,,,,,,
23400,MICHIGAN                 ,KENT,"-597,534","-669,912","-711,309","-720,432","-344,026",,,,,,,,
23410,MICHIGAN                 ,KEWEENAW,0,0,0,0,0,,,,,,,,
23420,MICHIGAN                 ,LAKE,0,0,0,0,0,,,,,,,,
23430,MICHIGAN                 ,LAPEER,"-92,106","-94,561","-112,703","-111,038","-49,366",,,,,,,,
23440,MICHIGAN                 ,LEELANAU,0,0,0,0,0,,,,,,,,
23450,MICHIGAN                 ,LENAWEE,0,0,0,0,-263,,,,,,,,
23460,MICHIGAN                 ,LIVINGSTON,"-132,045","-139,635","-131,027","-130,778","-62,514",,,,,,,,
23470,MICHIGAN                 ,LUCE,0,0,0,0,0,,,,,,,,
23480,MICHIGAN                 ,MACKINAC,0,0,0,0,0,,,,,,,,
23490,MICHIGAN                 ,MACOMB,"-830,278","-895,865","-959,014","-1,069,281","-505,906",,,,,,,,
23500,MICHIGAN                 ,MANISTEE,0,0,0,0,0,,,,,,,,
23510,MICHIGAN                 ,MARQUETTE,0,0,0,0,0,,,,,,,,
23520,MICHIGAN                 ,MASON,"-1,102",-568,-685,-593,-9,,,,,,,,
23530,MICHIGAN                 ,MECOSTA,-43,-52,0,-389,-395,,,,,,,,
23540,MICHIGAN                 ,MENOMINEE,0,0,0,0,0,,,,,,,,
23550,MICHIGAN                 ,MIDLAND,0,0,0,0,0,,,,,,,,
23560,MICHIGAN                 ,MISSAUKEE,0,0,0,0,0,,,,,,,,
23570,MICHIGAN                 ,MONROE,-576,-688,-368,0,-508,,,,,,,,
23580,MICHIGAN                 ,MONTCALM,"-5,413","-7,061","-8,607","-6,489","-1,729",,,,,,,,
23590,MICHIGAN                 ,MONTMORENCY,0,0,0,0,0,,,,,,,,
23600,MICHIGAN                 ,MUSKEGON,"-1,268","-1,435","-1,789","-1,987","-1,878",,,,,,,,
23610,MICHIGAN                 ,NEWAYGO,"-63,120","-68,777","-79,331","-86,576","-42,945",,,,,,,,
23620,MICHIGAN                 ,OAKLAND,"-1,114,077","-1,235,742","-1,218,842","-1,256,202","-615,905",,,,,,,,
23630,MICHIGAN                 ,OCEANA,-226,0,-669,-69,0,,,,,,,,
23640,MICHIGAN                 ,OGEMAW,0,0,-624,-859,-371,,,,,,,,
23650,MICHIGAN                 ,ONTONAGON,0,0,0,0,0,,,,,,,,
23660,MICHIGAN                 ,OSCEOLA,0,0,0,0,0,,,,,,,,
23670,MICHIGAN                 ,OSCODA,0,0,0,-42,0,,,,,,,,
23680,MICHIGAN                 ,OTSEGO,0,0,0,0,0,,,,,,,,
23690,MICHIGAN                 ,OTTAWA,0,-281,0,-486,"-1,319",,,,,,,,
23700,MICHIGAN                 ,PRESQUE ISLE,-70,-47,"-1,955",-281,0,,,,,,,,
23710,MICHIGAN                 ,ROSCOMMON,0,0,-317,-27,0,,,,,,,,
23720,MICHIGAN                 ,SAGINAW,0,-72,-18,-499,-638,,,,,,,,
23730,MICHIGAN                 ,ST. CLAIR,"-239,037","-237,946","-262,973","-297,620","-142,197",,,,,,,,
23740,MICHIGAN                 ,ST. JOSEPH,-59,0,0,0,0,,,,,,,,
23750,MICHIGAN                 ,SANILAC,-204,0,0,-44,0,,,,,,,,
23760,MICHIGAN                 ,SCHOOLCRAFT,0,0,0,0,0,,,,,,,,
23770,MICHIGAN                 ,SHIAWASSEE,-75,0,-74,"-1,322",-328,,,,,,,,
23780,MICHIGAN                 ,TUSCOLA,0,"-1,935",0,-19,-59,,,,,,,,
23790,MICHIGAN                 ,VAN BUREN,0,0,0,0,0,,,,,,,,
23800,MICHIGAN                 ,WASHTENAW,"-1,422","-1,562",-267,-44,0,,,,,,,,
23810,MICHIGAN                 ,WAYNE,"-2,475,056","-2,646,646","-2,651,193","-2,719,075","-1,236,370",,,,,,,,
23830,MICHIGAN                 ,WEXFORD,0,-248,-807,-787,-334,,,,,,,,
24000,MINNESOTA                ,AITKIN,0,0,0,-212,0,,,,,,,,
24010,MINNESOTA                ,ANOKA,"-160,824","-180,316","-168,016","-207,042","-96,492",,,,,,,,
24020,MINNESOTA                ,BECKER,-240,0,0,0,0,,,,,,,,
24030,MINNESOTA                ,BELTRAMI,-602,-301,-12,0,0,,,,,,,,
24040,MINNESOTA                ,BENTON,0,-260,-195,0,0,,,,,,,,
24050,MINNESOTA                ,BIG STONE,0,0,0,0,0,,,,,,,,
24060,MINNESOTA                ,BLUE EARTH,0,0,0,0,-107,,,,,,,,
24070,MINNESOTA                ,BROWN,0,0,0,0,0,,,,,,,,
24080,MINNESOTA                ,CARLTON,0,0,0,0,0,,,,,,,,
24090,MINNESOTA                ,CARVER,"-37,775","-33,408","-37,549","-45,501","-16,498",,,,,,,,
24100,MINNESOTA                ,CASS,0,0,0,0,0,,,,,,,,
24110,MINNESOTA                ,CHIPPEWA,0,0,0,0,0,,,,,,,,
24120,MINNESOTA                ,CHISAGO,"-38,469","-38,842","-39,692","-44,863","-21,835",,,,,,,,
24130,MINNESOTA                ,CLAY,0,0,0,0,0,,,,,,,,
24140,MINNESOTA                ,CLEARWATER,0,0,0,0,0,,,,,,,,
24150,MINNESOTA                ,COOK,0,0,0,0,0,,,,,,,,
24160,MINNESOTA                ,COTTONWOOD,"-1,221",-293,-137,0,0,,,,,,,,
24170,MINNESOTA                ,CROW WING,0,0,0,0,0,,,,,,,,
24180,MINNESOTA                ,DAKOTA,"-185,221","-155,298","-156,457","-177,217","-81,532",,,,,,,,
24190,MINNESOTA                ,DODGE,0,0,0,0,0,,,,,,,,
24200,MINNESOTA                ,DOUGLAS,0,0,0,0,0,,,,,,,,
24210,MINNESOTA                ,FARIBAULT,-74,-268,-349,-102,-66,,,,,,,,
24220,MINNESOTA                ,FILLMORE,0,0,0,0,0,,,,,,,,
24230,MINNESOTA                ,FREEBORN,-62,0,0,0,0,,,,,,,,
24240,MINNESOTA                ,GOODHUE,-828,-354,-563,-778,-78,,,,,,,,
24250,MINNESOTA                ,GRANT,0,0,0,0,0,,,,,,,,
24260,MINNESOTA                ,HENNEPIN,"-689,702","-797,427","-849,460","-1,010,333","-500,718",,,,,,,,
24270,MINNESOTA                ,HOUSTON,0,0,0,0,0,,,,,,,,
24280,MINNESOTA                ,HUBBARD,0,0,0,0,0,,,,,,,,
24290,MINNESOTA                ,ISANTI,"-29,778","-28,098","-30,416","-36,681","-23,954",,,,,,,,
24300,MINNESOTA                ,ITASCA,0,0,0,-98,0,,,,,,,,
24310,MINNESOTA                ,JACKSON,0,0,0,0,0,,,,,,,,
24320,MINNESOTA                ,KANABEC,0,-137,-247,-201,-7,,,,,,,,
24330,MINNESOTA                ,KANDIYOHI,-16,0,0,0,0,,,,,,,,
24340,MINNESOTA                ,KITTSON,0,0,0,0,-57,,,,,,,,
24350,MINNESOTA                ,KOOCHICHING,0,0,0,0,0,,,,,,,,
24360,MINNESOTA                ,LAC QUI PARLE,0,0,0,0,0,,,,,,,,
24370,MINNESOTA                ,LAKE,0,0,0,0,0,,,,,,,,
24380,MINNESOTA                ,LAKE OF THE WOODS,0,0,0,0,0,,,,,,,,
24390,MINNESOTA                ,LE SUEUR,"-8,525","-9,164","-12,288","-9,993","-5,559",,,,,,,,
24400,MINNESOTA                ,LINCOLN,0,0,0,0,0,,,,,,,,
24410,MINNESOTA                ,LYON,0,0,0,0,0,,,,,,,,
24420,MINNESOTA                ,MCLEOD,-66,-998,"-2,030","-2,881","-1,064",,,,,,,,
24430,MINNESOTA                ,MAHNOMEN,0,0,0,0,0,,,,,,,,
24440,MINNESOTA                ,MARSHALL,0,0,0,0,0,,,,,,,,
24450,MINNESOTA                ,MARTIN,-79,-64,-328,0,0,,,,,,,,
24460,MINNESOTA                ,MEEKER,0,0,0,0,0,,,,,,,,
24470,MINNESOTA                ,MILLE LACS,0,0,0,0,0,,,,,,,,
24480,MINNESOTA                ,MORRISON,-79,0,0,0,0,,,,,,,,
24490,MINNESOTA                ,MOWER,0,0,0,0,0,,,,,,,,
24500,MINNESOTA                ,MURRAY,0,0,0,0,0,,,,,,,,
24510,MINNESOTA                ,NICOLLET,0,0,0,0,0,,,,,,,,
