DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMSBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,,,,,
,,,2009,2010,2011,2012,2013,,,,,,,,
27330,MONTANA                  ,PARK,0,0,0,0,0,,,,,,,,
27340,MONTANA                  ,PETROLEUM,0,0,0,0,0,,,,,,,,
27350,MONTANA                  ,PHILLIPS,0,0,0,0,0,,,,,,,,
27360,MONTANA                  ,PONDERA,0,0,0,0,0,,,,,,,,
27370,MONTANA                  ,POWDER RIVER,0,0,0,0,0,,,,,,,,
27380,MONTANA                  ,POWELL,0,0,0,0,0,,,,,,,,
27390,MONTANA                  ,PRAIRIE,0,0,0,0,0,,,,,,,,
27400,MONTANA                  ,RAVALLI,0,0,0,0,0,,,,,,,,
27410,MONTANA                  ,RICHLAND,0,0,0,0,0,,,,,,,,
27420,MONTANA                  ,ROOSEVELT,0,0,0,0,0,,,,,,,,
27430,MONTANA                  ,ROSEBUD,0,0,0,0,0,,,,,,,,
27440,MONTANA                  ,SANDERS,0,0,0,0,0,,,,,,,,
27450,MONTANA                  ,SHERIDAN,0,0,0,0,0,,,,,,,,
27460,MONTANA                  ,SILVER BOW,0,0,0,0,0,,,,,,,,
27470,MONTANA                  ,STILLWATER,0,0,0,0,0,,,,,,,,
27480,MONTANA                  ,SWEET GRASS,0,0,0,0,0,,,,,,,,
27490,MONTANA                  ,TETON,0,0,0,0,0,,,,,,,,
27500,MONTANA                  ,TOOLE,0,0,0,0,0,,,,,,,,
27510,MONTANA                  ,TREASURE,0,0,0,0,0,,,,,,,,
27520,MONTANA                  ,VALLEY,0,0,0,0,0,,,,,,,,
27530,MONTANA                  ,WHEATLAND,0,0,0,0,0,,,,,,,,
27540,MONTANA                  ,WIBAUX,0,0,0,0,0,,,,,,,,
27550,MONTANA                  ,YELLOWSTONE,0,0,0,0,0,,,,,,,,
28000,NEBRASKA                 ,ADAMS,0,0,0,0,0,,,,,,,,
28010,NEBRASKA                 ,ANTELOPE,0,0,0,0,0,,,,,,,,
28020,NEBRASKA                 ,ARTHUR,0,0,0,0,0,,,,,,,,
28030,NEBRASKA                 ,BANNER,0,0,0,0,0,,,,,,,,
28040,NEBRASKA                 ,BLAINE,0,0,0,0,0,,,,,,,,
28050,NEBRASKA                 ,BOONE,0,0,0,0,0,,,,,,,,
28060,NEBRASKA                 ,BOX BUTTE,0,0,0,0,0,,,,,,,,
28070,NEBRASKA                 ,BOYD,0,0,0,-28,0,,,,,,,,
28080,NEBRASKA                 ,BROWN,0,0,-358,0,0,,,,,,,,
28090,NEBRASKA                 ,BUFFALO,0,0,0,0,0,,,,,,,,
28100,NEBRASKA                 ,BURT,0,0,0,0,0,,,,,,,,
28110,NEBRASKA                 ,BUTLER,0,0,0,0,0,,,,,,,,
28120,NEBRASKA                 ,CASS,"-26,479","-25,399","-31,635","-28,036","-15,680",,,,,,,,
28130,NEBRASKA                 ,CEDAR,0,0,0,0,0,,,,,,,,
28140,NEBRASKA                 ,CHASE,0,0,0,0,0,,,,,,,,
28150,NEBRASKA                 ,CHERRY,0,0,0,0,0,,,,,,,,
28160,NEBRASKA                 ,CHEYENNE,0,0,0,0,0,,,,,,,,
28170,NEBRASKA                 ,CLAY,0,0,0,0,0,,,,,,,,
28180,NEBRASKA                 ,COLFAX,0,0,0,0,0,,,,,,,,
28190,NEBRASKA                 ,CUMING,0,0,0,0,0,,,,,,,,
28200,NEBRASKA                 ,CUSTER,0,0,0,0,0,,,,,,,,
28210,NEBRASKA                 ,DAKOTA,0,0,0,0,0,,,,,,,,
28220,NEBRASKA                 ,DAWES,0,0,0,0,0,,,,,,,,
28230,NEBRASKA                 ,DAWSON,0,0,0,0,0,,,,,,,,
28240,NEBRASKA                 ,DEUEL,0,0,0,0,0,,,,,,,,
28250,NEBRASKA                 ,DIXON,0,0,0,0,0,,,,,,,,
28260,NEBRASKA                 ,DODGE,"-2,959","-3,561","-5,356","-4,370","-1,379",,,,,,,,
28270,NEBRASKA                 ,DOUGLAS,"-551,962","-535,827","-555,480","-503,589","-229,940",,,,,,,,
28280,NEBRASKA                 ,DUNDY,0,0,0,0,0,,,,,,,,
28290,NEBRASKA                 ,FILLMORE,0,0,0,0,0,,,,,,,,
28300,NEBRASKA                 ,FRANKLIN,0,0,0,0,0,,,,,,,,
28310,NEBRASKA                 ,FRONTIER,0,0,0,0,0,,,,,,,,
28320,NEBRASKA                 ,FURNAS,0,0,0,0,0,,,,,,,,
28330,NEBRASKA                 ,GAGE,0,0,0,0,0,,,,,,,,
28340,NEBRASKA                 ,GARDEN,0,0,0,0,0,,,,,,,,
28350,NEBRASKA                 ,GARFIELD,0,0,0,0,0,,,,,,,,
28360,NEBRASKA                 ,GOSPER,0,0,0,0,0,,,,,,,,
28370,NEBRASKA                 ,GRANT,0,0,0,0,0,,,,,,,,
28380,NEBRASKA                 ,GREELEY,0,0,0,0,0,,,,,,,,
28390,NEBRASKA                 ,HALL,0,0,0,0,0,,,,,,,,
28400,NEBRASKA                 ,HAMILTON,0,0,0,0,0,,,,,,,,
28410,NEBRASKA                 ,HARLAN,0,0,0,0,0,,,,,,,,
28420,NEBRASKA                 ,HAYES,0,0,0,0,0,,,,,,,,
28430,NEBRASKA                 ,HITCHCOCK,0,0,0,0,0,,,,,,,,
28440,NEBRASKA                 ,HOLT,0,0,0,0,0,,,,,,,,
28450,NEBRASKA                 ,HOOKER,0,0,0,0,0,,,,,,,,
28460,NEBRASKA                 ,HOWARD,0,0,0,0,0,,,,,,,,
28470,NEBRASKA                 ,JEFFERSON,0,0,0,0,0,,,,,,,,
28480,NEBRASKA                 ,JOHNSON,0,0,0,0,0,,,,,,,,
28490,NEBRASKA                 ,KEARNEY,0,0,0,0,0,,,,,,,,
28500,NEBRASKA                 ,KEITH,0,0,0,0,0,,,,,,,,
28510,NEBRASKA                 ,KEYA PAHA,0,0,0,0,0,,,,,,,,
28520,NEBRASKA                 ,KIMBALL,0,0,0,0,0,,,,,,,,
28530,NEBRASKA                 ,KNOX,0,0,0,0,0,,,,,,,,
28540,NEBRASKA                 ,LANCASTER,0,-530,"-3,079","-2,109","-3,771",,,,,,,,
28550,NEBRASKA                 ,LINCOLN,0,0,0,0,0,,,,,,,,
28560,NEBRASKA                 ,LOGAN,0,0,0,0,0,,,,,,,,
28570,NEBRASKA                 ,LOUP,0,0,0,0,0,,,,,,,,
28580,NEBRASKA                 ,MCPHERSON,0,0,0,0,0,,,,,,,,
28590,NEBRASKA                 ,MADISON,-229,0,-34,0,0,,,,,,,,
28600,NEBRASKA                 ,MERRICK,0,0,0,0,0,,,,,,,,
28610,NEBRASKA                 ,MORRILL,0,0,0,0,0,,,,,,,,
28620,NEBRASKA                 ,NANCE,0,0,0,0,0,,,,,,,,
28630,NEBRASKA                 ,NEMAHA,0,0,0,0,0,,,,,,,,
28640,NEBRASKA                 ,NUCKOLLS,0,0,0,0,0,,,,,,,,
28650,NEBRASKA                 ,OTOE,0,0,0,0,0,,,,,,,,
28660,NEBRASKA                 ,PAWNEE,0,0,0,0,0,,,,,,,,
28670,NEBRASKA                 ,PERKINS,0,0,0,0,0,,,,,,,,
28680,NEBRASKA                 ,PHELPS,0,0,0,0,0,,,,,,,,
28690,NEBRASKA                 ,PIERCE,0,0,0,0,0,,,,,,,,
28700,NEBRASKA                 ,PLATTE,0,0,0,0,0,,,,,,,,
28710,NEBRASKA                 ,POLK,0,0,0,0,0,,,,,,,,
28720,NEBRASKA                 ,RED WILLOW,0,0,0,0,0,,,,,,,,
28730,NEBRASKA                 ,RICHARDSON,0,0,0,0,0,,,,,,,,
28740,NEBRASKA                 ,ROCK,0,0,0,0,0,,,,,,,,
28750,NEBRASKA                 ,SALINE,0,0,0,0,0,,,,,,,,
28760,NEBRASKA                 ,SARPY,"-92,013","-115,907","-121,903","-139,212","-77,243",,,,,,,,
28770,NEBRASKA                 ,SAUNDERS,"-25,887","-25,118","-26,509","-27,077","-11,798",,,,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,0,0,0,0,0,,,,,,,,
28790,NEBRASKA                 ,SEWARD,0,0,0,0,0,,,,,,,,
28800,NEBRASKA                 ,SHERIDAN,0,0,0,0,0,,,,,,,,
28810,NEBRASKA                 ,SHERMAN,0,0,0,0,0,,,,,,,,
28820,NEBRASKA                 ,SIOUX,0,0,0,0,0,,,,,,,,
28830,NEBRASKA                 ,STANTON,0,0,0,0,0,,,,,,,,
28840,NEBRASKA                 ,THAYER,0,0,0,0,0,,,,,,,,
28850,NEBRASKA                 ,THOMAS,0,0,0,0,0,,,,,,,,
28860,NEBRASKA                 ,THURSTON,0,0,0,0,0,,,,,,,,
28870,NEBRASKA                 ,VALLEY,0,0,0,0,0,,,,,,,,
28880,NEBRASKA                 ,WASHINGTON,"-6,615","-7,846","-6,911","-11,159","-2,812",,,,,,,,
28890,NEBRASKA                 ,WAYNE,0,0,0,0,0,,,,,,,,
28900,NEBRASKA                 ,WEBSTER,0,0,0,0,0,,,,,,,,
28910,NEBRASKA                 ,WHEELER,0,0,0,0,0,,,,,,,,
28920,NEBRASKA                 ,YORK,0,0,0,0,0,,,,,,,,
29000,NEVADA                   ,CHURCHILL,0,-505,0,0,0,,,,,,,,
29010,NEVADA                   ,CLARK,"-1,252,776","-1,249,247","-1,355,301","-1,337,563","-596,821",,,,,,,,
29020,NEVADA                   ,DOUGLAS,0,-14,-176,0,0,,,,,,,,
29030,NEVADA                   ,ELKO,0,0,0,0,0,,,,,,,,
29040,NEVADA                   ,ESMERALDA,-752,-902,-295,-87,0,,,,,,,,
29050,NEVADA                   ,EUREKA,0,0,0,0,0,,,,,,,,
29060,NEVADA                   ,HUMBOLDT,-484,-349,0,0,0,,,,,,,,
29070,NEVADA                   ,LANDER,0,0,0,0,0,,,,,,,,
29080,NEVADA                   ,LINCOLN,"-8,236","-19,041","-51,728","-56,574","-21,845",,,,,,,,
29090,NEVADA                   ,LYON,0,0,0,0,0,,,,,,,,
29100,NEVADA                   ,MINERAL,0,0,0,0,0,,,,,,,,
29110,NEVADA                   ,NYE,"-6,256","-6,443","-8,964","-4,868","-2,524",,,,,,,,
29120,NEVADA                   ,CARSON CITY,0,0,0,0,0,,,,,,,,
29130,NEVADA                   ,PERSHING,0,0,0,0,0,,,,,,,,
29140,NEVADA                   ,STOREY,0,0,0,0,0,,,,,,,,
29150,NEVADA                   ,WASHOE,"-1,066",-569,"-1,595","-1,806",-664,,,,,,,,
29160,NEVADA                   ,WHITE PINE,0,0,0,-45,0,,,,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,0,-148,-872,-31,0,,,,,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"-2,161","-1,867","-4,067","-3,995",-989,,,,,,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,0,0,0,0,0,,,,,,,,
30030,NEW HAMPSHIRE            ,COOS,0,0,0,0,0,,,,,,,,
30040,NEW HAMPSHIRE            ,GRAFTON,0,0,0,0,0,,,,,,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,-830,"-1,935","-4,121","-3,341","-3,443",,,,,,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,-71,-40,0,-278,-260,,,,,,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"-208,611","-225,032","-215,770","-268,934","-143,989",,,,,,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"-128,694","-129,893","-131,085","-149,528","-78,641",,,,,,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,0,0,0,0,0,,,,,,,,
31000,NEW JERSEY               ,ATLANTIC,"-2,633","-8,875","-12,932","-4,396","-2,529",,,,,,,,
31100,NEW JERSEY               ,BERGEN,"-414,847","-406,309","-426,456","-403,443","-198,065",,,,,,,,
31150,NEW JERSEY               ,BURLINGTON,"-272,778","-277,001","-284,763","-321,512","-183,441",,,,,,,,
31160,NEW JERSEY               ,CAMDEN,"-400,820","-423,219","-455,835","-496,939","-260,676",,,,,,,,
31180,NEW JERSEY               ,CAPE MAY,0,0,0,0,0,,,,,,,,
31190,NEW JERSEY               ,CUMBERLAND,"-2,137","-4,219","-4,794","-4,047","-2,298",,,,,,,,
31200,NEW JERSEY               ,ESSEX,"-498,932","-482,631","-491,912","-501,253","-240,654",,,,,,,,
31220,NEW JERSEY               ,GLOUCESTER,"-219,252","-219,568","-240,367","-262,119","-130,835",,,,,,,,
31230,NEW JERSEY               ,HUDSON,"-363,285","-384,560","-351,239","-360,391","-173,804",,,,,,,,
31250,NEW JERSEY               ,HUNTERDON,"-144,297","-143,738","-145,019","-187,506","-99,048",,,,,,,,
31260,NEW JERSEY               ,MERCER,"-8,743","-9,666","-6,788","-6,731","-2,232",,,,,,,,
31270,NEW JERSEY               ,MIDDLESEX,"-471,946","-476,672","-479,731","-551,173","-256,883",,,,,,,,
31290,NEW JERSEY               ,MONMOUTH,"-334,559","-342,799","-385,985","-387,241","-196,972",,,,,,,,
31300,NEW JERSEY               ,MORRIS,"-180,956","-180,421","-190,519","-194,323","-89,241",,,,,,,,
31310,NEW JERSEY               ,OCEAN,"-466,603","-472,452","-500,950","-542,515","-241,687",,,,,,,,
31320,NEW JERSEY               ,PASSAIC,"-310,946","-303,827","-302,559","-334,276","-164,285",,,,,,,,
31340,NEW JERSEY               ,SALEM,"-79,222","-68,092","-77,732","-88,960","-38,953",,,,,,,,
31350,NEW JERSEY               ,SOMERSET,"-116,531","-106,115","-116,358","-153,116","-74,406",,,,,,,,
31360,NEW JERSEY               ,SUSSEX,"-119,768","-102,996","-101,702","-122,383","-59,349",,,,,,,,
31370,NEW JERSEY               ,UNION,"-259,983","-284,872","-291,166","-299,103","-131,138",,,,,,,,
31390,NEW JERSEY               ,WARREN,"-82,143","-97,021","-91,382","-91,843","-48,524",,,,,,,,
32000,NEW MEXICO               ,BERNALILLO,"-585,666","-608,695","-688,977","-745,219","-334,340",,,,,,,,
32010,NEW MEXICO               ,CATRON,0,0,0,0,0,,,,,,,,
32020,NEW MEXICO               ,CHAVES,0,0,0,0,0,,,,,,,,
32025,NEW MEXICO               ,CIBOLA,"-3,109","-3,445","-3,542","-3,353","-1,927",,,,,,,,
32030,NEW MEXICO               ,COLFAX,0,0,0,0,0,,,,,,,,
32040,NEW MEXICO               ,CURRY,0,0,0,0,0,,,,,,,,
32050,NEW MEXICO               ,DEBACA,0,0,0,0,0,,,,,,,,
32060,NEW MEXICO               ,DONA ANA,0,-42,-549,-98,0,,,,,,,,
32070,NEW MEXICO               ,EDDY,0,0,0,0,0,,,,,,,,
32080,NEW MEXICO               ,GRANT,0,0,0,0,0,,,,,,,,
32090,NEW MEXICO               ,GUADALUPE,0,0,0,0,0,,,,,,,,
32100,NEW MEXICO               ,HARDING,0,0,0,0,0,,,,,,,,
32110,NEW MEXICO               ,HIDALGO,0,0,0,0,0,,,,,,,,
32120,NEW MEXICO               ,LEA,0,0,0,0,-149,,,,,,,,
32130,NEW MEXICO               ,LINCOLN,0,0,0,0,0,,,,,,,,
32131,NEW MEXICO               ,LOS ALAMOS,0,0,0,0,0,,,,,,,,
32140,NEW MEXICO               ,LUNA,0,0,0,0,0,,,,,,,,
32150,NEW MEXICO               ,MCKINLEY,0,0,0,-566,0,,,,,,,,
32160,NEW MEXICO               ,MORA,0,0,0,0,0,,,,,,,,
32170,NEW MEXICO               ,OTERO,0,0,0,0,0,,,,,,,,
32180,NEW MEXICO               ,QUAY,0,0,0,-573,-777,,,,,,,,
32190,NEW MEXICO               ,RIO ARRIBA,0,0,0,0,0,,,,,,,,
32200,NEW MEXICO               ,ROOSEVELT,0,0,0,0,-423,,,,,,,,
32210,NEW MEXICO               ,SANDOVAL,"-91,016","-86,726","-80,921","-91,609","-36,540",,,,,,,,
32220,NEW MEXICO               ,SAN JUAN,0,0,0,0,0,,,,,,,,
32230,NEW MEXICO               ,SAN MIGUEL,0,0,0,0,0,,,,,,,,
32240,NEW MEXICO               ,SANTA FE,0,0,0,-423,0,,,,,,,,
32250,NEW MEXICO               ,SIERRA,0,0,0,0,0,,,,,,,,
32260,NEW MEXICO               ,SOCORRO,0,0,0,0,0,,,,,,,,
32270,NEW MEXICO               ,TAOS,0,0,0,0,0,,,,,,,,
32280,NEW MEXICO               ,TORRANCE,"-33,849","-31,077","-26,328","-22,137","-11,838",,,,,,,,
32290,NEW MEXICO               ,UNION,0,0,0,0,0,,,,,,,,
32300,NEW MEXICO               ,VALENCIA,"-119,450","-112,478","-113,303","-107,766","-49,535",,,,,,,,
33000,NEW YORK                 ,ALBANY,"-234,805","-248,258","-291,285","-276,189","-131,776",,,,,,,,
33010,NEW YORK                 ,ALLEGANY,0,0,0,0,0,,,,,,,,
33020,NEW YORK                 ,BRONX,"-667,136","-659,816","-637,943","-646,412","-315,120",,,,,,,,
33030,NEW YORK                 ,BROOME,-173,0,0,0,0,,,,,,,,
33040,NEW YORK                 ,CATTARAUGUS,0,-148,-752,-22,0,,,,,,,,
33050,NEW YORK                 ,CAYUGA,-392,"-1,133",-4,0,0,,,,,,,,
33060,NEW YORK                 ,CHAUTAUQUA,0,0,0,0,0,,,,,,,,
33070,NEW YORK                 ,CHEMUNG,-89,-179,-411,-343,-75,,,,,,,,
33080,NEW YORK                 ,CHENANGO,0,0,0,-752,-378,,,,,,,,
33090,NEW YORK                 ,CLINTON,-630,-983,"-1,158","-1,029",-584,,,,,,,,
33200,NEW YORK                 ,COLUMBIA,0,0,0,0,0,,,,,,,,
33210,NEW YORK                 ,CORTLAND,0,0,0,0,0,,,,,,,,
33220,NEW YORK                 ,DELAWARE,0,0,0,-190,-183,,,,,,,,
33230,NEW YORK                 ,DUTCHESS,"-258,861","-252,289","-273,057","-271,347","-125,018",,,,,,,,
33240,NEW YORK                 ,ERIE,"-1,027,408","-1,107,163","-1,112,280","-1,160,963","-541,948",,,,,,,,
33260,NEW YORK                 ,ESSEX,0,0,0,0,0,,,,,,,,
33270,NEW YORK                 ,FRANKLIN,0,0,0,0,0,,,,,,,,
33280,NEW YORK                 ,FULTON,0,-47,0,-57,0,,,,,,,,
33290,NEW YORK                 ,GENESEE,"-5,396","-9,823","-11,514","-14,843","-6,834",,,,,,,,
33300,NEW YORK                 ,GREENE,-327,-57,-704,-998,-72,,,,,,,,
33310,NEW YORK                 ,HAMILTON,0,0,0,0,0,,,,,,,,
33320,NEW YORK                 ,HERKIMER,0,0,0,0,0,,,,,,,,
33330,NEW YORK                 ,JEFFERSON,0,0,0,0,0,,,,,,,,
33331,NEW YORK                 ,KINGS,"-1,003,772","-947,891","-944,615","-979,394","-465,728",,,,,,,,
33340,NEW YORK                 ,LEWIS,0,0,0,-7,0,,,,,,,,
33350,NEW YORK                 ,LIVINGSTON,"-77,952","-63,111","-64,810","-75,057","-35,184",,,,,,,,
33360,NEW YORK                 ,MADISON,"-82,586","-68,291","-73,106","-89,542","-43,603",,,,,,,,
33370,NEW YORK                 ,MONROE,"-588,732","-604,665","-647,929","-713,708","-367,248",,,,,,,,
33380,NEW YORK                 ,MONTGOMERY,0,0,-21,-22,-52,,,,,,,,
33400,NEW YORK                 ,NASSAU,"-706,822","-655,018","-703,672","-771,327","-370,225",,,,,,,,
33420,NEW YORK                 ,NEW YORK,"-645,881","-606,522","-641,475","-647,658","-309,837",,,,,,,,
33500,NEW YORK                 ,NIAGARA,"-261,014","-288,663","-312,682","-283,529","-132,099",,,,,,,,
33510,NEW YORK                 ,ONEIDA,"-1,312","-1,758","-3,004","-6,722","-2,502",,,,,,,,
33520,NEW YORK                 ,ONONDAGA,"-508,663","-537,205","-526,897","-535,688","-243,773",,,,,,,,
33530,NEW YORK                 ,ONTARIO,"-76,832","-92,310","-104,132","-105,631","-53,608",,,,,,,,
33540,NEW YORK                 ,ORANGE,"-280,382","-258,610","-278,421","-263,601","-134,244",,,,,,,,
33550,NEW YORK                 ,ORLEANS,"-39,785","-41,200","-40,254","-46,417","-27,410",,,,,,,,
33560,NEW YORK                 ,OSWEGO,"-175,012","-174,303","-175,766","-213,283","-92,486",,,,,,,,
33570,NEW YORK                 ,OTSEGO,0,-40,-86,"-2,830",-723,,,,,,,,
33580,NEW YORK                 ,PUTNAM,"-55,083","-60,687","-65,250","-69,919","-28,470",,,,,,,,
33590,NEW YORK                 ,QUEENS,"-739,816","-765,788","-795,068","-849,765","-405,160",,,,,,,,
33600,NEW YORK                 ,RENSSELAER,"-148,111","-161,075","-169,937","-175,838","-78,806",,,,,,,,
33610,NEW YORK                 ,RICHMOND,"-261,663","-271,348","-274,240","-345,757","-166,027",,,,,,,,
33620,NEW YORK                 ,ROCKLAND,"-244,149","-232,083","-253,026","-279,847","-133,363",,,,,,,,
33630,NEW YORK                 ,ST. LAWRENCE,0,0,0,0,0,,,,,,,,
33640,NEW YORK                 ,SARATOGA,"-158,331","-161,140","-141,525","-149,398","-73,552",,,,,,,,
33650,NEW YORK                 ,SCHENECTADY,"-238,795","-226,934","-241,426","-247,586","-109,827",,,,,,,,
33660,NEW YORK                 ,SCHOHARIE,"-43,485","-45,527","-41,520","-35,220","-18,202",,,,,,,,
33670,NEW YORK                 ,SCHUYLER,0,0,0,0,0,,,,,,,,
33680,NEW YORK                 ,SENECA,0,0,0,0,0,,,,,,,,
33690,NEW YORK                 ,STEUBEN,-648,-361,-652,"-1,058",0,,,,,,,,
33700,NEW YORK                 ,SUFFOLK,"-1,098,089","-1,123,584","-1,210,821","-1,368,347","-594,802",,,,,,,,
33710,NEW YORK                 ,SULLIVAN,-280,-7,-32,0,0,,,,,,,,
33720,NEW YORK                 ,TIOGA,0,-31,0,-403,0,,,,,,,,
33730,NEW YORK                 ,TOMPKINS,0,-515,-210,0,-73,,,,,,,,
33740,NEW YORK                 ,ULSTER,-711,-934,-833,-405,-103,,,,,,,,
33750,NEW YORK                 ,WARREN,-602,"-1,444",-936,"-1,502",-227,,,,,,,,
33760,NEW YORK                 ,WASHINGTON,-373,-529,-847,"-1,055",-429,,,,,,,,
33770,NEW YORK                 ,WAYNE,"-199,556","-202,649","-217,219","-225,077","-115,447",,,,,,,,
33800,NEW YORK                 ,WESTCHESTER,"-461,241","-430,515","-407,603","-455,172","-192,908",,,,,,,,
33900,NEW YORK                 ,WYOMING,-5,0,0,0,0,,,,,,,,
33910,NEW YORK                 ,YATES,-66,-119,-138,0,0,,,,,,,,
34000,NORTH CAROLINA           ,ALAMANCE,"-1,657",-455,0,"-1,224",-314,,,,,,,,
34010,NORTH CAROLINA           ,ALEXANDER,0,0,0,0,0,,,,,,,,
34020,NORTH CAROLINA           ,ALLEGHANY,0,0,0,0,0,,,,,,,,
34030,NORTH CAROLINA           ,ANSON,"-74,723","-72,236","-31,574","-32,126","-20,250",,,,,,,,
34040,NORTH CAROLINA           ,ASHE,0,0,0,0,0,,,,,,,,
34050,NORTH CAROLINA           ,AVERY,0,0,0,0,0,,,,,,,,
34060,NORTH CAROLINA           ,BEAUFORT,0,0,0,0,0,,,,,,,,
34070,NORTH CAROLINA           ,BERTIE,0,0,0,0,0,,,,,,,,
34080,NORTH CAROLINA           ,BLADEN,0,0,"-1,593",0,0,,,,,,,,
34090,NORTH CAROLINA           ,BRUNSWICK,0,0,-467,0,0,,,,,,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-552,338","-574,121","-589,282","-617,826","-297,807",,,,,,,,
34110,NORTH CAROLINA           ,BURKE,0,0,-282,0,0,,,,,,,,
34120,NORTH CAROLINA           ,CABARRUS,"-256,842","-248,292","-110,483","-106,981","-106,138",,,,,,,,
34130,NORTH CAROLINA           ,CALDWELL,0,0,0,0,0,,,,,,,,
34140,NORTH CAROLINA           ,CAMDEN,0,0,0,0,0,,,,,,,,
34150,NORTH CAROLINA           ,CARTERET,0,0,0,-282,0,,,,,,,,
34160,NORTH CAROLINA           ,CASWELL,"-1,495","-1,459",-630,"-1,162",-685,,,,,,,,
34170,NORTH CAROLINA           ,CATAWBA,-407,-59,-233,-114,-107,,,,,,,,
34180,NORTH CAROLINA           ,CHATHAM,0,0,0,0,0,,,,,,,,
34190,NORTH CAROLINA           ,CHEROKEE,0,0,0,0,0,,,,,,,,
34200,NORTH CAROLINA           ,CHOWAN,0,0,0,0,0,,,,,,,,
34210,NORTH CAROLINA           ,CLAY,0,0,0,0,0,,,,,,,,
34220,NORTH CAROLINA           ,CLEVELAND,-235,"-1,319",2,-12,-4,,,,,,,,
34230,NORTH CAROLINA           ,COLUMBUS,0,0,0,-609,0,,,,,,,,
34240,NORTH CAROLINA           ,CRAVEN,0,0,0,0,0,,,,,,,,
34250,NORTH CAROLINA           ,CUMBERLAND,-380,-15,0,0,0,,,,,,,,
34251,NORTH CAROLINA           ,CURRITUCK,"-17,213","-17,770","-21,640","-23,589","-11,467",,,,,,,,
34270,NORTH CAROLINA           ,DARE,0,0,0,0,0,,,,,,,,
34280,NORTH CAROLINA           ,DAVIDSON,-148,-696,-834,-777,-89,,,,,,,,
34290,NORTH CAROLINA           ,DAVIE,-46,0,0,0,0,,,,,,,,
34300,NORTH CAROLINA           ,DUPLIN,0,-151,0,0,0,,,,,,,,
34310,NORTH CAROLINA           ,DURHAM,-32,-114,-594,-250,0,,,,,,,,
34320,NORTH CAROLINA           ,EDGECOMBE,0,-162,0,0,0,,,,,,,,
34330,NORTH CAROLINA           ,FORSYTH,-743,"-2,601","-1,042",-833,-420,,,,,,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-82,936","-86,866","-81,769","-90,540","-45,650",,,,,,,,
34350,NORTH CAROLINA           ,GASTON,"-548,788","-544,830","-239,190","-212,465","-201,927",,,,,,,,
34360,NORTH CAROLINA           ,GATES,0,0,0,0,0,,,,,,,,
34370,NORTH CAROLINA           ,GRAHAM,0,0,-778,0,0,,,,,,,,
34380,NORTH CAROLINA           ,GRANVILLE,-380,-932,-96,-149,-63,,,,,,,,
34390,NORTH CAROLINA           ,GREENE,-823,-434,"-1,101",-14,0,,,,,,,,
34400,NORTH CAROLINA           ,GUILFORD,"-435,433","-418,864","-416,999","-474,240","-223,924",,,,,,,,
34410,NORTH CAROLINA           ,HALIFAX,-204,-92,-32,0,0,,,,,,,,
34420,NORTH CAROLINA           ,HARNETT,-503,0,0,-752,-261,,,,,,,,
34430,NORTH CAROLINA           ,HAYWOOD,"-194,245","-169,752","-204,005","-208,769","-100,432",,,,,,,,
34440,NORTH CAROLINA           ,HENDERSON,"-218,205","-240,670","-226,615","-231,978","-114,042",,,,,,,,
34450,NORTH CAROLINA           ,HERTFORD,0,0,0,0,0,,,,,,,,
34460,NORTH CAROLINA           ,HOKE,0,0,0,-73,0,,,,,,,,
34470,NORTH CAROLINA           ,HYDE,0,0,0,0,0,,,,,,,,
34480,NORTH CAROLINA           ,IREDELL,0,0,0,0,-44,,,,,,,,
34490,NORTH CAROLINA           ,JACKSON,0,0,0,0,-42,,,,,,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-218,812","-232,570","-263,063","-281,740","-120,943",,,,,,,,
34510,NORTH CAROLINA           ,JONES,0,0,0,0,0,,,,,,,,
34520,NORTH CAROLINA           ,LEE,-5,0,-22,0,0,,,,,,,,
34530,NORTH CAROLINA           ,LENOIR,-63,0,0,0,0,,,,,,,,
34540,NORTH CAROLINA           ,LINCOLN,-551,-871,-163,-78,-315,,,,,,,,
34550,NORTH CAROLINA           ,MCDOWELL,-64,-33,0,0,0,,,,,,,,
34560,NORTH CAROLINA           ,MACON,0,0,-175,0,0,,,,,,,,
34570,NORTH CAROLINA           ,MADISON,"-70,315","-60,760","-72,229","-70,420","-28,339",,,,,,,,
34580,NORTH CAROLINA           ,MARTIN,-91,0,0,0,0,,,,,,,,
