"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
26390,MISSOURI,GRUNDY,14,"641,259",3817.02,"584,548","3,479.45","15,610","38,409","2,692",14,"580,865",3457.53
26400,MISSOURI,HARRISON,16,"535,371",2788.39,"511,836","2,665.81","8,177","13,685","1,673",16,"456,872",2379.54
26410,MISSOURI,HENRY,27,"296,316",914.56,"251,011",774.73,"17,453","21,558","6,294",25,"746,995",2489.98
26411,MISSOURI,HICKORY,8,"93,634",975.35,"83,388",868.63,80,"10,110",56,8,"268,744",2799.42
26412,MISSOURI,HOLT,2,"36,849",1535.38,"36,442","1,518.42",0,407,0,2,"58,564",2440.17
26440,MISSOURI,HOWARD,11,"385,649",2921.58,"271,487","2,056.72","49,199","46,905","18,058",11,"349,476",2647.55
26450,MISSOURI,HOWELL,64,"1,258,764",1639.02,"1,074,185","1,398.68","40,705","132,388","11,486",63,"2,370,798",3135.98
26460,MISSOURI,IRON,11,"249,743",1891.99,"211,770","1,604.32","13,138","16,268","8,567",11,"401,373",3040.7
26470,MISSOURI,JACKSON,1064,"23,843,526",1867.44,"20,270,666","1,587.61","1,360,412","1,716,488","495,959",1000,"36,840,427",3070.04
26480,MISSOURI,JASPER,130,"2,967,266",1902.09,"2,612,905","1,674.94","59,339","272,341","22,681",122,"4,148,031",2833.35
26490,MISSOURI,JEFFERSON,198,"4,423,126",1861.59,"4,089,101","1,721.00","124,283","147,573","62,169",188,"6,415,531",2843.76
26500,MISSOURI,JOHNSON,33,"940,696",2375.49,"876,210","2,212.65","21,620","31,937","10,929",31,"1,081,475",2907.19
26510,MISSOURI,KNOX,5,"42,310",705.17,"23,443",390.72,"7,663","7,145","4,059",4,"104,803",2183.4
26520,MISSOURI,LACLEDE,33,"729,244",1841.53,"653,259","1,649.64","12,835","57,336","5,814",30,"1,122,867",3119.08
26530,MISSOURI,LAFAYETTE,33,"321,313",811.4,"284,249",717.8,"14,897","13,956","8,211",32,"1,083,193",2820.82
26540,MISSOURI,LAWRENCE,38,"1,220,488",2676.51,"1,128,229","2,474.19","5,597","85,298","1,364",34,"1,162,984",2850.45
26541,MISSOURI,LEWIS,6,"156,182",2169.19,"142,089","1,973.46","5,091","7,584","1,418",6,"226,666",3148.14
26560,MISSOURI,LINCOLN,48,"1,259,924",2187.37,"1,165,663","2,023.72","20,907","62,539","10,815",45,"1,853,270",3431.98
26570,MISSOURI,LINN,11,"202,082",1530.92,"184,224","1,395.64","8,639","6,101","3,118",11,"344,471",2609.63
26580,MISSOURI,LIVINGSTON,19,"582,781",2556.06,"556,663","2,441.50","7,241","15,938","2,939",18,"647,941",2999.73
26590,MISSOURI,MC DONALD,22,"553,086",2095.02,"473,664","1,794.18","19,253","52,224","7,945",22,"639,841",2423.64
26600,MISSOURI,MACON,18,"596,364",2760.94,"530,287","2,455.03","32,713","22,555","10,809",18,"657,636",3044.61
26601,MISSOURI,MADISON,11,"354,438",2685.14,"286,795","2,172.69","28,748","28,422","10,473",11,"479,737",3634.37
26620,MISSOURI,MARIES,5,"38,804",646.73,"36,724",612.07,0,"2,080",0,5,"209,276",3487.93
26630,MISSOURI,MARION,42,"1,030,758",2045.15,"950,822","1,886.55","22,501","46,767","10,668",42,"1,459,217",2895.27
26631,MISSOURI,MERCER,2,"94,865",3952.71,"89,322","3,721.75","1,076","3,840",627,2,"122,833",5118.04
26650,MISSOURI,MILLER,21,"387,440",1537.46,"346,461","1,374.85","20,190","16,286","4,503",21,"715,169",2837.97
26660,MISSOURI,MISSISSIPPI,24,"238,777",829.09,"192,531",668.51,"13,185","26,811","6,250",24,"800,185",2778.42
26670,MISSOURI,MONITEAU,7,"251,222",2990.74,"222,723","2,651.46","12,095","12,397","4,007",7,"233,263",2776.94
26680,MISSOURI,MONROE,9,"221,496",2050.89,"199,383","1,846.14","8,917","8,364","4,832",9,"373,059",3454.25
26690,MISSOURI,MONTGOMERY,17,"499,996",2450.96,"433,417","2,124.59","31,641","22,407","12,531",17,"596,751",2925.25
26700,MISSOURI,MORGAN,21,"439,548",1744.24,"372,483","1,478.11","30,455","28,066","8,544",20,"682,473",2843.64
26710,MISSOURI,NEW MADRID,37,"797,405",1795.96,"700,224","1,577.08","13,236","77,074","6,871",36,"1,116,799",2585.18
26720,MISSOURI,NEWTON,50,"730,417",1217.36,"642,658","1,071.10","17,422","62,933","7,404",48,"1,333,578",2315.24
26730,MISSOURI,NODAWAY,6,"143,012",1986.28,"137,808","1,914.00",996,"3,585",623,6,"192,951",2679.88
26740,MISSOURI,OREGON,9,"210,054",1944.94,"192,298","1,780.54",898,"16,670",188,9,"359,638",3329.98
26750,MISSOURI,OSAGE,12,"160,191",1112.44,"152,186","1,056.85","4,155","2,753","1,097",12,"342,780",2380.42
26751,MISSOURI,OZARK,7,"119,615",1423.99,"107,759","1,282.85",0,"11,856",0,7,"382,641",4555.25
26770,MISSOURI,PEMISCOT,35,"867,608",2065.73,"798,802","1,901.91","7,340","57,020","4,446",34,"1,351,614",3312.78
26780,MISSOURI,PERRY,27,"359,194",1108.62,"324,552","1,001.70","6,301","25,069","3,272",27,"1,039,239",3207.53
26790,MISSOURI,PETTIS,53,"724,844",1139.69,"679,751","1,068.79","9,341","32,197","3,555",51,"1,735,473",2835.74
26800,MISSOURI,PHELPS,55,"1,907,495",2890.14,"1,738,948","2,634.77","41,398","113,355","13,794",50,"1,595,066",2658.44
26810,MISSOURI,PIKE,27,"577,253",1781.65,"513,444","1,584.70","29,487","23,920","10,402",26,"1,145,077",3670.12
26820,MISSOURI,PLATTE,59,"1,292,138",1825.05,"1,172,494","1,656.06","53,066","57,111","9,467",54,"1,815,663",2801.95
26821,MISSOURI,POLK,23,"622,611",2255.84,"572,484","2,074.22","5,659","40,451","4,017",21,"861,385",3418.19
26840,MISSOURI,PULASKI,31,"1,216,951",3271.37,"1,082,997","2,911.28","43,825","72,384","17,745",29,"1,068,366",3070.02
26850,MISSOURI,PUTNAM,8,"109,631",1141.99,"88,097",917.68,"10,087","7,973","3,474",8,"223,323",2326.28
26860,MISSOURI,RALLS,8,"270,938",2822.27,"254,055","2,646.41","5,855","8,870","2,158",8,"368,909",3842.8
26870,MISSOURI,RANDOLPH,27,"740,399",2285.18,"603,313","1,862.08","58,807","57,588","20,691",26,"1,108,005",3551.3
26880,MISSOURI,RAY,30,"909,044",2525.12,"882,047","2,450.13","10,296","13,309","3,392",29,"1,153,799",3315.51
26881,MISSOURI,REYNOLDS,6,"147,768",2052.33,"147,427","2,047.60",300,0,41,6,"262,118",3640.53
26900,MISSOURI,RIPLEY,13,"373,602",2394.88,"327,105","2,096.83",212,"46,143",142,13,"404,642",2593.86
26910,MISSOURI,ST. CHARLES,304,"5,845,820",1602.47,"5,163,915","1,415.55","243,286","332,374","106,244",289,"10,284,487",2965.54
26911,MISSOURI,ST. CLAIR,10,"356,461",2970.51,"317,090","2,642.42","14,690","20,307","4,374",10,"410,225",3418.54
26930,MISSOURI,ST. FRANCOIS,79,"2,108,870",2224.55,"1,785,587","1,883.53","119,154","148,271","55,858",79,"3,085,193",3254.42
26940,MISSOURI,ST. LOUIS,1711,"39,193,753",1908.91,"33,740,878","1,643.33","1,964,609","2,553,913","934,352",1618,"64,981,916",3346.82
26950,MISSOURI,ST. LOUIS CITY,896,"25,087,204",2333.26,"18,610,368","1,730.87","2,779,056","2,127,567","1,570,213",853,"35,636,665",3481.5
26960,MISSOURI,STE. GENEVIEVE,12,"298,846",2075.32,"243,569","1,691.45","24,963","21,858","8,456",12,"353,265",2453.23
26970,MISSOURI,SALINE,28,"650,028",1934.61,"566,224","1,685.19","33,252","34,137","16,416",27,"1,053,091",3250.28
26980,MISSOURI,SCHUYLER,3,"126,386",3510.72,"102,915","2,858.75","10,703","10,868","1,900",3,"165,789",4605.25
26981,MISSOURI,SCOTLAND,4,"127,959",2665.81,"127,959","2,665.81",0,0,0,4,"203,402",4237.54
26982,MISSOURI,SCOTT,68,"1,021,879",1252.3,"898,152","1,100.68","16,730","99,741","7,256",66,"2,332,819",2945.48
26983,MISSOURI,SHANNON,8,"360,607",3756.32,"340,938","3,551.44",0,"19,669",0,8,"359,590",3745.73
26984,MISSOURI,SHELBY,7,"133,446",1588.64,"130,161","1,549.54",0,"3,285",0,7,"285,999",3404.75
26985,MISSOURI,STODDARD,41,"858,015",1743.93,"772,463","1,570.05","17,633","59,253","8,666",39,"1,446,104",3089.97
26986,MISSOURI,STONE,28,"533,999",1589.28,"488,683","1,454.41",564,"44,584",168,26,"968,966",3105.66
26987,MISSOURI,SULLIVAN,7,"308,382",3671.21,"262,679","3,127.13","21,176","20,726","3,801",7,"302,922",3606.21
26988,MISSOURI,TANEY,54,"751,947",1160.41,"692,789","1,069.12","12,884","44,746","1,528",54,"1,720,954",2655.79
26989,MISSOURI,TEXAS,21,"334,872",1328.86,"308,571","1,224.49",634,"25,443",224,18,"568,721",2632.97
26990,MISSOURI,VERNON,17,"491,772",2410.65,"393,766","1,930.23","43,835","39,885","14,286",17,"567,012",2779.47
26991,MISSOURI,WARREN,34,"1,020,988",2502.42,"939,026","2,301.53","22,084","49,169","10,709",31,"1,438,660",3867.37
26992,MISSOURI,WASHINGTON,29,"674,585",1938.46,"623,632","1,792.05","13,425","33,424","4,104",28,"1,059,022",3151.85
26993,MISSOURI,WAYNE,17,"543,442",2663.93,"451,636","2,213.90","31,205","49,263","11,338",17,"661,895",3244.58
26994,MISSOURI,WEBSTER,28,"326,691",972.29,"296,961",883.81,"1,951","26,656","1,123",26,"868,983",2785.2
26995,MISSOURI,WORTH,3,0,0,0,0,0,0,0,3,"77,982",2166.17
26996,MISSOURI,WRIGHT,23,"736,241",2667.54,"636,311","2,305.47","28,442","60,541","10,947",23,"867,479",3143.04
27000,MONTANA,BEAVERHEAD,3,"28,654",795.94,"28,654",795.94,0,0,0,2,"30,170",1257.08
27010,MONTANA,BIG HORN,52,"870,698",1395.35,"798,338","1,279.39","11,146","59,158","2,056",43,"1,553,490",3010.64
27020,MONTANA,BLAINE,12,"147,198",1022.21,"137,682",956.13,783,"8,578",155,10,"364,517",3037.64
27030,MONTANA,BROADWATER,3,0,0,0,0,0,0,0,3,"61,090",1696.94
27040,MONTANA,CARBON,3,"106,876",2968.78,"97,707","2,714.08","1,356","7,473",340,3,"125,652",3490.33
27050,MONTANA,CARTER,1,0,0,0,0,0,0,0,1,0,0
27060,MONTANA,CASCADE,101,"1,716,946",1416.62,"1,611,797","1,329.87","9,985","92,753","2,411",94,"3,107,361",2754.75
27070,MONTANA,CHOUTEAU,5,"179,660",2994.33,"168,031","2,800.52","2,131","9,253",245,5,"168,376",2806.27
27080,MONTANA,CUSTER,2,"86,578",3607.42,"82,528","3,438.67",517,"3,407",126,2,"81,691",3403.79
27090,MONTANA,DANIELS,1,0,0,0,0,0,0,0,1,"34,219",2851.58
27100,MONTANA,DAWSON,5,"108,369",1806.15,"98,523","1,642.05","1,789","7,136",921,5,"145,779",2429.65
27110,MONTANA,DEER LODGE,6,"45,006",625.08,"33,007",458.43,"8,640","2,330","1,029",6,"200,507",2784.82
27120,MONTANA,FALLON,1,"18,636",1553,"17,093","1,424.42",219,"1,274",50,1,"11,414",951.17
27130,MONTANA,FERGUS,5,"3,383",56.38,"3,383",56.38,0,0,0,5,"82,989",1383.15
27140,MONTANA,FLATHEAD,77,"1,301,378",1408.42,"1,180,174","1,277.24","32,684","82,604","5,916",77,"2,762,156",2989.35
27150,MONTANA,GALLATIN,42,"379,752",753.48,"352,269",698.95,"13,593","12,111","1,779",41,"1,253,101",2546.95
27160,MONTANA,GARFIELD,1,0,0,0,0,0,0,0,1,0,0
27170,MONTANA,GLACIER,31,"804,012",2161.32,"765,786","2,058.56",0,"38,226",0,29,"980,023",2816.16
27180,MONTANA,GOLDEN VALLEY,1,0,0,0,0,0,0,0,1,"18,710",1559.17
27190,MONTANA,GRANITE,1,0,0,0,0,0,0,0,1,0,0
27200,MONTANA,HILL,17,"258,318",1266.26,"237,136","1,162.43",881,"20,056",245,17,"602,908",2955.43
27210,MONTANA,JEFFERSON,9,"157,116",1454.78,"147,173","1,362.71",42,"9,876",25,9,"555,065",5139.49
27220,MONTANA,JUDITH BASIN,1,0,0,0,0,0,0,0,1,"10,989",915.75
27230,MONTANA,LAKE,28,"387,284",1152.63,"372,148","1,107.58","1,752","12,678",706,26,"1,128,364",3616.55
27240,MONTANA,LEWIS AND CLARK,47,"603,750",1070.48,"571,763","1,013.76","8,500","21,653","1,834",43,"1,321,716",2561.47
27250,MONTANA,LIBERTY,1,"38,346",3195.5,"36,995","3,082.92",0,"1,351",0,1,"44,865",3738.75
27260,MONTANA,LINCOLN,17,"121,208",594.16,"104,809",513.77,"1,383","14,016","1,000",17,"492,199",2412.74
27270,MONTANA,MCCONE,1,"9,688",807.33,"9,124",760.33,142,363,59,1,"41,036",3419.67
27280,MONTANA,MADISON,2,"15,794",658.08,"15,368",640.33,0,426,0,2,"67,063",2794.29
27290,MONTANA,MEAGHER,2,0,0,0,0,0,0,0,2,"67,709",2821.21
27300,MONTANA,MINERAL,3,"34,345",954.03,"34,345",954.03,0,0,0,3,"106,304",2952.89
27310,MONTANA,MISSOULA,64,"1,195,771",1556.99,"1,179,133","1,535.33","8,395","7,010","1,233",62,"2,114,984",2842.72
27320,MONTANA,MUSSELSHELL,1,0,0,0,0,0,0,0,1,"8,099",674.92
27330,MONTANA,PARK,10,"188,270",1568.92,"170,085","1,417.38","8,986","8,327",872,9,"294,203",2724.1
27340,MONTANA,PETROLEUM,1,0,0,0,0,0,0,0,1,0,0
27350,MONTANA,PHILLIPS,3,"9,212",255.89,"3,355",93.19,710,"5,047",100,3,"84,468",2346.33
27360,MONTANA,PONDERA,11,"78,648",595.82,"74,794",566.62,0,"3,854",0,11,"312,963",2370.93
27370,MONTANA,POWDER RIVER,1,0,0,0,0,0,0,0,1,0,0
27380,MONTANA,POWELL,2,0,0,0,0,0,0,0,2,"6,720",280
27390,MONTANA,PRAIRIE,1,"32,218",2684.83,"29,168","2,430.67",334,"2,691",25,1,"37,148",3095.67
27400,MONTANA,RAVALLI,28,"211,260",628.75,"204,141",607.56,"4,943","1,291",885,28,"897,438",2670.95
27410,MONTANA,RICHLAND,7,"276,311",3289.42,"260,951","3,106.56","2,593","12,079",688,6,"247,355",3435.49
27420,MONTANA,ROOSEVELT,33,"854,162",2156.97,"816,140","2,060.96","4,736","32,577",709,28,"1,166,205",3470.85
27430,MONTANA,ROSEBUD,28,"402,768",1198.71,"363,513","1,081.88","6,185","31,726","1,344",24,"745,445",2588.35
27440,MONTANA,SANDERS,12,"222,089",1542.28,"216,245","1,501.70",598,"5,001",245,11,"487,616",3694.06
27450,MONTANA,SHERIDAN,4,"66,437",1384.1,"64,205","1,337.60",482,"1,700",50,4,"188,499",3927.06
27460,MONTANA,SILVER BOW,27,"622,123",1920.13,"617,390","1,905.52",0,"4,733",0,24,"937,645",3255.71
27470,MONTANA,STILLWATER,8,"198,178",2064.35,"165,051","1,719.28","1,929","30,961",237,8,"234,209",2439.68
27480,MONTANA,SWEET GRASS,2,"25,328",1055.33,"22,716",946.5,280,"2,257",75,2,"32,641",1360.04
27490,MONTANA,TETON,2,"9,524",396.83,"8,739",364.13,0,785,0,2,"87,185",3632.71
27500,MONTANA,TOOLE,4,"113,637",2367.44,"111,964","2,332.58",0,"1,673",0,4,"160,451",3342.73
27510,MONTANA,TREASURE,2,0,0,0,0,0,0,0,2,"59,417",2475.71
27520,MONTANA,VALLEY,7,"127,113",1513.25,"121,877","1,450.92","1,094","3,941",201,6,"221,521",3076.68
27530,MONTANA,WHEATLAND,2,"81,227",3384.46,"74,482","3,103.42",548,"6,122",75,2,"71,666",2986.08
27540,MONTANA,WIBAUX,2,"83,945",3497.71,"82,216","3,425.67","1,056",595,78,2,"17,705",737.71
27550,MONTANA,YELLOWSTONE,140,"2,438,212",1451.32,"2,254,379","1,341.89","29,837","147,619","6,377",133,"4,800,679",3007.94
28000,NEBRASKA,ADAMS,23,"403,333",1461.35,"358,046","1,297.27","21,564","19,358","4,365",21,"771,673",3062.19
28010,NEBRASKA,ANTELOPE,4,"77,760",1620,"65,078","1,355.79","6,085","5,252","1,345",4,"91,097",1897.85
28020,NEBRASKA,ARTHUR,1,0,0,0,0,0,0,0,1,707,58.92
28030,NEBRASKA,BANNER,1,0,0,0,0,0,0,0,1,0,0
28040,NEBRASKA,BLAINE,1,0,0,0,0,0,0,0,1,0,0
28050,NEBRASKA,BOONE,5,"237,826",3963.77,"212,724","3,545.40","12,863","9,629","2,610",5,"190,192",3169.87
28060,NEBRASKA,BOX BUTTE,17,"132,893",651.44,"128,949",632.1,0,"3,944",0,16,"659,355",3434.14
28070,NEBRASKA,BOYD,5,"122,693",2044.88,"107,831","1,797.18","6,090","7,189","1,583",5,"204,024",3400.4
28080,NEBRASKA,BROWN,4,"54,015",1125.31,"52,577","1,095.35",95,"1,294",49,2,"133,306",5554.42
28090,NEBRASKA,BUFFALO,43,"424,311",822.31,"394,733",764.99,"9,377","17,994","2,207",41,"1,456,216",2959.79
28100,NEBRASKA,BURT,8,"210,869",2196.55,"182,691","1,903.03","12,447","10,348","5,383",8,"300,956",3134.96
28110,NEBRASKA,BUTLER,10,"112,540",937.83,"99,587",829.89,"4,348","6,567","2,038",9,"281,243",2604.1
28120,NEBRASKA,CASS,21,"641,975",2547.52,"550,174","2,183.23","42,157","44,908","4,736",19,"875,858",3841.48
28130,NEBRASKA,CEDAR,8,"74,543",776.49,"54,431",566.99,"8,024","8,603","3,485",7,"272,662",3245.98
28140,NEBRASKA,CHASE,2,"125,292",5220.5,"113,915","4,746.46","6,137","4,588",652,1,"195,116",16259.67
28150,NEBRASKA,CHERRY,7,"203,798",2426.17,"192,301","2,289.30","4,071","6,047","1,379",7,"272,948",3249.38
28160,NEBRASKA,CHEYENNE,7,"192,598",2292.83,"183,831","2,188.46","1,252","7,109",406,7,"301,596",3590.43
28170,NEBRASKA,CLAY,3,"79,573",2210.36,"72,938","2,026.06","3,421","2,562",652,3,"671,680",18657.78
28180,NEBRASKA,COLFAX,8,"284,608",2964.67,"251,384","2,618.58","16,361","13,798","3,065",8,"399,369",4160.09
28190,NEBRASKA,CUMING,6,"165,249",2295.13,"158,598","2,202.75","2,254","3,624",773,6,"169,003",2347.26
28200,NEBRASKA,CUSTER,8,"243,164",2532.96,"227,069","2,365.30","2,499","12,494","1,102",8,"391,531",4078.45
28210,NEBRASKA,DAKOTA,20,"199,581",831.59,"174,695",727.9,"10,111","11,689","3,086",19,"481,348",2111.18
28220,NEBRASKA,DAWES,11,"85,991",651.45,"77,409",586.43,"1,303","6,710",569,10,"272,813",2273.44
28230,NEBRASKA,DAWSON,15,"545,446",3030.26,"508,600","2,825.56","12,866","20,371","3,609",15,"718,866",3993.7
28240,NEBRASKA,DEUEL,1,0,0,0,0,0,0,0,1,"30,078",2506.5
28250,NEBRASKA,DIXON,14,"375,360",2234.29,"340,698","2,027.96","13,746","16,520","4,396",14,"549,262",3269.42
28260,NEBRASKA,DODGE,32,"639,403",1665.11,"562,586","1,465.07","30,952","37,057","8,808",31,"997,579",2681.66
28270,NEBRASKA,DOUGLAS,585,"13,658,640",1945.68,"11,091,002","1,579.91","1,209,451","911,532","446,655",557,"19,237,942",2878.21
28280,NEBRASKA,DUNDY,1,0,0,0,0,0,0,0,1,"3,487",290.58
28290,NEBRASKA,FILLMORE,5,"159,503",2658.38,"158,933","2,648.88",48,473,49,5,"220,900",3681.67
28300,NEBRASKA,FRANKLIN,8,"42,434",442.02,"41,094",428.06,113,"1,153",74,8,"290,249",3023.43
28310,NEBRASKA,FRONTIER,2,0,0,0,0,0,0,0,2,"16,109",671.21
28320,NEBRASKA,FURNAS,5,"92,355",1539.25,"87,001","1,450.02",507,"4,730",117,5,"224,732",3745.53
28330,NEBRASKA,GAGE,31,"616,943",1658.45,"575,358","1,546.66","11,978","25,478","4,129",31,"1,165,813",3133.91
28340,NEBRASKA,GARDEN,1,"45,786",3815.5,"31,538","2,628.17","6,656","4,982","2,610",1,"135,526",11293.83
28350,NEBRASKA,GARFIELD,1,0,0,0,0,0,0,0,1,"43,849",3654.08
28360,NEBRASKA,GOSPER,4,"33,957",707.44,"31,256",651.17,"1,170",831,700,4,"118,808",2475.17
28370,NEBRASKA,GRANT,1,0,0,0,0,0,0,0,1,"20,074",1672.83
28380,NEBRASKA,GREELEY,2,0,0,0,0,0,0,0,2,"81,191",3382.96
28390,NEBRASKA,HALL,78,"1,179,568",1260.22,"1,086,687","1,160.99","30,746","54,752","7,383",74,"2,334,831",2629.31
28400,NEBRASKA,HAMILTON,11,"134,851",1021.6,"125,413",950.1,"1,176","7,934",328,10,"371,604",3096.7
28410,NEBRASKA,HARLAN,1,"41,956",3496.33,"31,717","2,643.08","5,526","4,090",623,1,"47,728",3977.33
28420,NEBRASKA,HAYES,1,0,0,0,0,0,0,0,1,0,0
28430,NEBRASKA,HITCHCOCK,3,"18,384",510.67,"18,384",510.67,0,0,0,3,"94,484",2624.56
28440,NEBRASKA,HOLT,11,"46,571",352.81,"37,532",284.33,"5,454","2,933",652,11,"262,805",1990.95
28450,NEBRASKA,HOOKER,2,"72,378",3015.75,"72,378","3,015.75",0,0,0,2,"90,072",3753
28460,NEBRASKA,HOWARD,8,"131,791",1372.82,"115,598","1,204.15","8,069","5,996","2,128",8,"205,200",2137.5
28470,NEBRASKA,JEFFERSON,6,"215,663",2995.32,"190,253","2,642.40","9,457","13,583","2,370",6,"246,563",3424.49
28480,NEBRASKA,JOHNSON,1,"12,193",1016.08,"11,095",924.58,139,916,43,1,"25,022",2085.17
28490,NEBRASKA,KEARNEY,7,"324,139",3858.8,"285,545","3,399.35","15,037","19,351","4,206",7,"325,744",3877.9
28500,NEBRASKA,KEITH,9,"219,131",2028.99,"203,393","1,883.27","3,561","11,450",727,9,"328,717",3043.68
28510,NEBRASKA,KEYA PAHA,1,0,0,0,0,0,0,0,1,"6,973",581.08
28520,NEBRASKA,KIMBALL,2,"19,537",814.04,"18,641",776.71,249,647,0,2,"104,314",4346.42
28530,NEBRASKA,KNOX,12,"338,401",2350.01,"310,493","2,156.20","11,406","12,536","3,966",11,"348,922",2643.35
28540,NEBRASKA,LANCASTER,211,"3,840,961",1516.97,"3,462,403","1,367.46","137,828","200,649","40,081",201,"8,280,224",3432.93
28550,NEBRASKA,LINCOLN,31,"764,123",2054.09,"678,844","1,824.85","39,383","39,022","6,875",31,"1,228,210",3301.64
28560,NEBRASKA,LOGAN,1,0,0,0,0,0,0,0,1,"1,663",138.58
28570,NEBRASKA,LOUP,1,0,0,0,0,0,0,0,1,0,0
28580,NEBRASKA,MC PHERSON,1,"80,036",6669.67,"77,548","6,462.33",38,"2,426",24,1,"25,307",2108.92
28590,NEBRASKA,MADISON,32,"544,498",1417.96,"507,625","1,321.94","16,034","15,780","5,059",29,"979,047",2813.35
28600,NEBRASKA,MERRICK,2,0,0,0,0,0,0,0,2,"73,702",3070.92
28610,NEBRASKA,MORRILL,4,"118,979",2478.73,"115,977","2,416.19",0,"3,002",0,4,"197,581",4116.27
28620,NEBRASKA,NANCE,4,"29,009",604.35,"25,477",530.77,137,"3,338",57,4,"185,911",3873.15
28630,NEBRASKA,NEMAHA,10,"140,120",1167.67,"122,932","1,024.43","6,747","8,858","1,583",9,"293,913",2721.42
28640,NEBRASKA,NUCKOLLS,6,"70,705",982.01,"67,109",932.07,"1,433","1,468",695,6,"134,471",1867.65
28650,NEBRASKA,OTOE,8,"80,190",835.31,"73,580",766.46,"3,062","2,062","1,486",8,"198,446",2067.15
28660,NEBRASKA,PAWNEE,2,"82,561",3440.04,"76,668","3,194.50",511,"5,190",192,2,"121,764",5073.5
28670,NEBRASKA,PERKINS,2,"118,106",4921.08,"107,350","4,472.92","2,732","6,421","1,603",2,"91,112",3796.33
28680,NEBRASKA,PHELPS,6,"61,107",848.71,"58,802",816.69,151,"2,055",99,6,"104,128",1446.22
28690,NEBRASKA,PIERCE,5,"74,192",1236.53,"73,539","1,225.65",0,653,0,5,"155,288",2588.13
28700,NEBRASKA,PLATTE,28,"312,912",931.29,"264,608",787.52,"22,544","21,924","3,836",26,"877,129",2811.31
28710,NEBRASKA,POLK,7,"133,590",1590.36,"124,595","1,483.27","4,021","4,281",693,7,"237,147",2823.18
28720,NEBRASKA,RED WILLOW,13,"253,594",1625.6,"240,087","1,539.02","5,966","6,796",745,13,"489,419",3137.3
28730,NEBRASKA,RICHARDSON,16,"559,190",2912.45,"509,807","2,655.24","24,454","17,621","7,308",16,"510,590",2659.32
28740,NEBRASKA,ROCK,1,0,0,0,0,0,0,0,1,0,0
28750,NEBRASKA,SALINE,14,"145,959",868.8,"138,286",823.13,"2,274","5,055",344,14,"536,671",3194.47
28760,NEBRASKA,SARPY,99,"2,420,102",2037.12,"2,046,984","1,723.05","176,034","139,727","57,357",92,"3,502,366",3172.43
28770,NEBRASKA,SAUNDERS,18,"482,291",2232.83,"422,155","1,954.42","20,861","26,421","12,854",17,"610,453",2992.42
28780,NEBRASKA,SCOTT BLUFF,63,"1,194,860",1580.5,"1,124,962","1,488.04","17,266","49,936","2,696",61,"2,573,870",3516.22
28790,NEBRASKA,SEWARD,8,"295,842",3081.69,"271,033","2,823.26","5,553","17,441","1,815",8,"315,868",3290.29
28800,NEBRASKA,SHERIDAN,2,0,0,0,0,0,0,0,2,"119,843",4993.46
28810,NEBRASKA,SHERMAN,3,"39,421",1095.03,"37,801","1,050.03",169,"1,398",53,3,"101,914",2830.94
28820,NEBRASKA,SIOUX,1,"35,239",2936.58,"34,464","2,872.00",0,775,0,1,"42,707",3558.92
28830,NEBRASKA,STANTON,3,"67,866",1885.17,"57,534","1,598.17","5,307","4,373",652,2,"81,570",3398.75
28840,NEBRASKA,THAYER,2,"47,553",1981.38,"46,910","1,954.58",79,521,43,2,"67,302",2804.25
28850,NEBRASKA,THOMAS,1,0,0,0,0,0,0,0,1,164,13.67
28860,NEBRASKA,THURSTON,32,"724,494",1886.7,"678,116","1,765.93","9,758","31,070","5,550",28,"1,019,861",3035.3
28870,NEBRASKA,VALLEY,2,0,0,0,0,0,0,0,2,"49,417",2059.04
28880,NEBRASKA,WASHINGTON,12,"336,726",2338.38,"275,064","1,910.17","26,991","29,531","5,140",11,"453,395",3434.81
28890,NEBRASKA,WAYNE,7,"56,736",675.43,"42,998",511.88,"6,575","5,128","2,035",6,"207,407",2880.65
28900,NEBRASKA,WEBSTER,1,"7,306",608.83,"7,108",592.33,66,104,28,1,"74,421",6201.75
28910,NEBRASKA,WHEELER,1,"10,409",867.42,"8,618",718.17,238,"1,400",153,1,"44,703",3725.25
28920,NEBRASKA,YORK,17,"352,231",1726.62,"334,999","1,642.15","2,423","13,769","1,040",17,"564,679",2768.03
29000,NEVADA,CHURCHILL,39,"871,332",1861.82,"812,916","1,737.00","13,825","40,215","4,376",38,"1,431,951",3140.24
29010,NEVADA,CLARK,2297,"54,714,572",1985,"49,846,322","1,808.38","1,018,850","3,377,564","471,836",2119,"84,473,144",3322.05
