"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
16320,IOWA,FAYETTE,25,"587,754",1959.18,"476,757","1,589.19","56,843","39,659","14,495",25,"1,113,083",3710.28
16330,IOWA,FLOYD,13,"324,267",2078.63,"280,276","1,796.64","24,299","12,410","7,282",13,"479,628",3074.54
16340,IOWA,FRANKLIN,2,"91,566",3815.25,"90,388","3,766.17",248,802,128,2,"61,005",2541.88
16350,IOWA,FREMONT,8,"169,340",1763.96,"126,592","1,318.67","20,569","14,308","7,871",8,"342,593",3568.68
16360,IOWA,GREENE,6,"243,538",3382.47,"229,771","3,191.26","3,249","9,482","1,036",6,"319,288",4434.56
16370,IOWA,GRUNDY,15,"39,470",219.28,"28,685",159.36,"4,597","4,538","1,650",15,"851,017",4727.87
16380,IOWA,GUTHRIE,11,"156,993",1189.34,"133,747","1,013.23","9,734","10,709","2,803",11,"429,403",3253.05
16390,IOWA,HAMILTON,7,"213,710",2544.17,"188,787","2,247.46","15,869","7,161","1,893",7,"330,093",3929.68
16400,IOWA,HANCOCK,9,"121,943",1129.1,"106,219",983.51,"7,288","6,577","1,859",9,"288,113",2667.71
16410,IOWA,HARDIN,24,"401,585",1394.39,"378,300","1,313.54","7,661","13,735","1,889",22,"768,465",2910.85
16420,IOWA,HARRISON,11,"184,011",1394.02,"154,073","1,167.22","12,373","13,452","4,113",10,"442,681",3689.01
16430,IOWA,HENRY,26,"482,997",1548.07,"386,085","1,237.45","49,608","33,991","13,313",25,"947,544",3158.48
16440,IOWA,HOWARD,10,"77,972",649.77,"65,238",543.65,"7,857","1,894","2,983",10,"384,277",3202.31
16450,IOWA,HUMBOLDT,7,"202,130",2406.31,"192,699","2,294.04","3,901","4,098","1,432",7,"263,642",3138.6
16460,IOWA,IDA,3,"70,775",1965.97,"68,011","1,889.19",755,"1,468",541,3,"135,863",3773.97
16470,IOWA,IOWA,9,"260,842",2415.2,"215,264","1,993.19","21,604","18,111","5,863",9,"451,250",4178.24
16480,IOWA,JACKSON,16,"84,191",438.49,"46,072",239.96,"20,258","13,960","3,901",16,"513,359",2673.75
16490,IOWA,JASPER,28,"340,996",1014.87,"300,941",895.66,"17,789","14,858","7,408",28,"667,402",1986.31
16500,IOWA,JEFFERSON,14,"384,622",2289.42,"316,029","1,881.13","31,141","30,268","7,184",14,"485,580",2890.36
16510,IOWA,JOHNSON,62,"1,207,541",1623.04,"762,886","1,025.38","226,535","163,359","54,761",57,"1,662,890",2431.13
16520,IOWA,JONES,24,"332,044",1152.93,"300,549","1,043.57","10,727","16,593","4,175",20,"739,082",3079.51
16530,IOWA,KEOKUK,15,"468,259",2601.44,"369,268","2,051.49","45,830","41,007","12,154",15,"679,704",3776.13
16540,IOWA,KOSSUTH,17,"473,875",2322.92,"414,362","2,031.19","31,649","22,042","5,822",17,"604,831",2964.86
16550,IOWA,LEE,45,"762,049",1411.2,"615,629","1,140.05","69,276","58,540","18,604",42,"1,242,408",2465.1
16560,IOWA,LINN,194,"3,885,570",1669.06,"3,487,361","1,498.01","151,197","206,093","40,919",179,"5,394,709",2511.5
16570,IOWA,LOUISA,13,"279,429",1791.21,"189,030","1,211.73","43,095","37,942","9,362",13,"454,128",2911.08
16580,IOWA,LUCAS,5,"182,289",3038.15,"164,922","2,748.70","4,282","11,257","1,828",5,"250,025",4167.08
16590,IOWA,LYON,13,"196,548",1259.92,"175,030","1,121.99","9,248","10,562","1,708",12,"271,750",1887.15
16600,IOWA,MADISON,6,"190,672",2648.22,"172,608","2,397.33","6,680","8,260","3,124",6,"234,363",3255.04
16610,IOWA,MAHASKA,14,"369,200",2197.62,"295,702","1,760.13","27,225","40,348","5,925",14,"638,156",3798.55
16620,IOWA,MARION,29,"526,012",1511.53,"466,880","1,341.61","21,634","29,378","8,120",30,"1,144,405",3178.9
16630,IOWA,MARSHALL,58,"1,122,838",1613.27,"1,024,990","1,472.69","35,805","51,909","10,134",56,"1,951,334",2903.77
16640,IOWA,MILLS,4,"40,548",844.75,"35,767",745.15,"1,758","2,362",661,4,"174,368",3632.67
16650,IOWA,MITCHELL,7,"39,747",473.18,"38,996",464.24,248,375,128,7,"316,080",3762.86
16660,IOWA,MONONA,12,"468,160",3251.11,"378,955","2,631.63","39,623","32,319","17,263",12,"585,591",4066.6
16670,IOWA,MONROE,9,"213,682",1978.54,"188,199","1,742.58","7,628","16,219","1,636",9,"281,453",2606.05
16680,IOWA,MONTGOMERY,8,"294,874",3071.6,"240,247","2,502.57","25,749","22,425","6,453",8,"347,761",3622.51
16690,IOWA,MUSCATINE,40,"863,267",1798.47,"643,445","1,340.51","105,668","85,042","29,112",37,"1,274,362",2870.18
16700,IOWA,OBRIEN,17,"318,009",1558.87,"286,818","1,405.97","8,364","19,660","3,167",17,"644,561",3159.61
16710,IOWA,OSCEOLA,5,"126,543",2109.05,"111,189","1,853.15","6,014","7,798","1,542",5,"220,850",3680.83
16720,IOWA,PAGE,17,"267,640",1311.96,"199,300",976.96,"33,043","22,898","12,399",17,"570,518",2796.66
16730,IOWA,PALO ALTO,4,"148,899",3102.06,"133,117","2,773.27","9,300","5,192","1,290",4,"192,272",4005.67
16740,IOWA,PLYMOUTH,24,"751,559",2609.58,"698,330","2,424.76","14,854","31,210","7,165",23,"868,155",3145.49
16750,IOWA,POCAHONTAS,8,"163,912",1707.42,"153,646","1,600.48","3,871","4,952","1,443",8,"256,292",2669.71
16760,IOWA,POLK,386,"6,969,266",1504.59,"6,085,012","1,313.69","298,456","457,270","128,528",363,"12,620,943",2897.37
16770,IOWA,POTTAWATTAMIE,109,"1,936,641",1480.61,"1,620,520","1,238.93","123,283","153,755","39,084",106,"3,487,255",2741.55
16780,IOWA,POWESHIEK,16,"211,410",1101.09,"159,499",830.72,"23,211","21,622","7,078",16,"559,668",2914.94
16790,IOWA,RINGGOLD,7,"164,911",1963.23,"147,413","1,754.92","4,971","10,994","1,533",7,"351,758",4187.6
16800,IOWA,SAC,15,"369,762",2054.23,"338,265","1,879.25","10,028","19,256","2,213",15,"512,751",2848.62
16810,IOWA,SCOTT,198,"3,250,580",1368.09,"2,813,652","1,184.20","167,817","218,108","51,003",192,"6,185,872",2684.84
16820,IOWA,SHELBY,13,"301,901",1935.26,"230,136","1,475.23","35,709","24,554","11,502",13,"562,780",3607.56
16830,IOWA,SIOUX,19,"384,684",1687.21,"350,384","1,536.77","11,092","21,087","2,121",17,"534,433",2619.77
16840,IOWA,STORY,33,"545,205",1376.78,"478,795","1,209.08","31,561","26,056","8,793",28,"889,257",2646.6
16850,IOWA,TAMA,27,"452,777",1397.46,"386,430","1,192.69","28,804","30,769","6,774",26,"792,920",2541.41
16860,IOWA,TAYLOR,9,"55,727",515.99,"49,703",460.21,"1,886","2,984","1,154",9,"262,473",2430.31
16870,IOWA,UNION,14,"280,696",1670.81,"245,072","1,458.76","11,707","19,768","4,149",13,"552,950",3544.55
16880,IOWA,VAN BUREN,7,"95,486",1136.74,"79,731",949.18,"8,658","5,146","1,951",7,"249,327",2968.18
16890,IOWA,WAPELLO,40,"1,046,188",2179.56,"924,621","1,926.29","40,229","67,540","13,798",39,"1,499,982",3205.09
16900,IOWA,WARREN,38,"805,705",1766.9,"723,400","1,586.40","28,912","41,855","11,538",34,"1,001,714",2455.18
16910,IOWA,WASHINGTON,17,"387,856",1901.25,"304,092","1,490.65","42,003","31,149","10,612",17,"580,656",2846.35
16920,IOWA,WAYNE,10,"47,318",394.32,"43,262",360.52,"1,130","2,484",442,10,"239,904",1999.2
16930,IOWA,WEBSTER,55,"618,323",936.85,"575,302",871.67,"17,442","20,422","5,157",54,"1,736,291",2679.46
16940,IOWA,WINNEBAGO,12,"347,262",2411.54,"284,500","1,975.69","28,631","26,812","7,319",11,"327,781",2483.19
16950,IOWA,WINNESHIEK,23,"364,861",1321.96,"301,771","1,093.37","44,908","6,169","12,013",23,"860,398",3117.38
16960,IOWA,WOODBURY,147,"2,594,248",1470.66,"2,384,518","1,351.77","67,375","117,221","25,134",142,"4,866,933",2856.18
16970,IOWA,WORTH,10,"441,776",3681.47,"396,349","3,302.91","28,844","10,457","6,126",8,"257,918",2686.65
16980,IOWA,WRIGHT,17,"404,663",1983.64,"387,593","1,899.97","7,187","7,141","2,742",17,"742,216",3638.31
17000,KANSAS,ALLEN,13,"393,093",2519.83,"332,009","2,128.26","17,787","31,913","11,384",13,"544,534",3490.6
17010,KANSAS,ANDERSON,6,"305,065",4237.01,"290,032","4,028.22","4,537","9,208","1,288",6,"274,099",3806.93
17020,KANSAS,ATCHISON,12,"236,473",1642.17,"228,195","1,584.69","1,116","6,728",434,11,"512,207",3880.36
17030,KANSAS,BARBER,1,"100,100",8341.67,"93,689","7,807.42","1,947","3,559",905,1,"91,206",7600.5
17040,KANSAS,BARTON,24,"560,330",1945.59,"517,099","1,795.48","14,866","21,955","6,410",24,"896,082",3111.4
17050,KANSAS,BOURBON,19,"447,144",1961.16,"419,590","1,840.31","7,697","17,683","2,174",19,"715,221",3136.93
17060,KANSAS,BROWN,18,"368,148",1704.39,"355,885","1,647.62","4,380","7,257",626,18,"596,385",2761.04
17070,KANSAS,BUTLER,61,"926,035",1265.08,"766,896","1,047.67","56,289","69,634","33,216",59,"2,062,912",2913.72
17080,KANSAS,CHASE,1,"62,855",5237.92,"49,069","4,089.08","4,625","6,657","2,504",1,"32,050",2670.83
17090,KANSAS,CHAUTAUQUA,3,"97,345",2704.03,"88,962","2,471.17","2,402","3,877","2,104",3,"157,162",4365.61
17100,KANSAS,CHEROKEE,21,"624,039",2476.35,"552,673","2,193.15","17,324","49,445","4,597",20,"728,531",3035.55
17110,KANSAS,CHEYENNE,1,"99,565",8297.08,"70,250","5,854.17","18,706","9,402","1,207",1,"71,718",5976.5
17120,KANSAS,CLARK,1,"12,534",1044.5,"11,933",994.42,0,601,0,1,"91,928",7660.67
17130,KANSAS,CLAY,8,"306,967",3197.57,"288,526","3,005.48","5,722","10,138","2,581",8,"302,123",3147.11
17140,KANSAS,CLOUD,9,"120,421",1115.01,"109,941","1,017.97","1,946","7,798",736,9,"435,272",4030.3
17150,KANSAS,COFFEY,4,"137,110",2856.46,"125,880","2,622.50","2,922","6,654","1,654",4,"182,718",3806.63
17160,KANSAS,COMANCHE,1,0,0,0,0,0,0,0,1,"2,928",244
17170,KANSAS,COWLEY,28,"372,624",1109,"306,966",913.59,"21,011","28,363","16,284",26,"980,054",3141.2
17180,KANSAS,CRAWFORD,39,"732,813",1565.84,"660,350","1,411.00","23,187","42,442","6,834",38,"1,247,718",2736.22
17190,KANSAS,DECATUR,5,"55,311",921.85,"55,311",921.85,0,0,0,5,"172,639",2877.32
17200,KANSAS,DICKINSON,17,"162,736",797.73,"151,166",741.01,"6,004","4,084","1,482",17,"525,142",2574.23
17210,KANSAS,DONIPHAN,4,"46,338",965.38,"38,613",804.44,"3,841","2,637","1,247",4,"151,026",3146.38
17220,KANSAS,DOUGLAS,91,"1,280,911",1173,"1,171,573","1,072.87","41,437","56,959","10,942",86,"2,817,995",2730.62
17230,KANSAS,EDWARDS,3,"48,400",1344.44,"43,335","1,203.75","1,763","2,752",550,3,"89,240",2478.89
17240,KANSAS,ELK,2,0,0,0,0,0,0,0,2,"74,473",3103.04
17250,KANSAS,ELLIS,29,"530,216",1523.61,"509,776","1,464.87","10,423","6,112","3,905",28,"1,116,758",3323.68
17260,KANSAS,ELLSWORTH,4,"215,820",4496.25,"199,955","4,165.73","10,158","4,509","1,198",4,"189,365",3945.1
17270,KANSAS,FINNEY,40,"496,458",1034.29,"461,316",961.08,"8,111","23,628","3,403",39,"1,297,100",2771.58
17280,KANSAS,FORD,34,"311,450",763.36,"264,077",647.25,"16,983","26,272","4,118",33,"789,200",1992.93
17290,KANSAS,FRANKLIN,27,"452,777",1397.46,"417,567","1,288.79","13,352","17,025","4,833",25,"688,468",2294.89
17300,KANSAS,GEARY,43,"521,870",1011.38,"487,569",944.9,"11,161","18,675","4,465",43,"1,285,756",2491.78
17310,KANSAS,GOVE,3,"4,677",129.92,916,25.44,"1,041","1,619","1,101",3,"85,481",2374.47
17320,KANSAS,GRAHAM,2,"121,460",5060.83,"119,192","4,966.33",926,719,623,2,"168,765",7031.88
17330,KANSAS,GRANT,8,"207,895",2165.57,"189,982","1,978.98","8,823","7,154","1,936",8,"361,961",3770.43
17340,KANSAS,GRAY,7,"50,099",596.42,"44,347",527.94,"2,411","2,167","1,174",7,"132,919",1582.37
17350,KANSAS,GREELEY,1,0,0,0,0,0,0,0,1,0,0
17360,KANSAS,GREENWOOD,7,"230,510",2744.17,"191,522","2,280.02","13,525","17,854","7,609",7,"345,284",4110.52
17370,KANSAS,HAMILTON,2,0,0,0,0,0,0,0,2,"71,240",2968.33
17380,KANSAS,HARPER,8,"262,584",2735.25,"228,651","2,381.78","12,812","15,543","5,578",8,"324,726",3382.56
17390,KANSAS,HARVEY,51,"1,037,200",1694.77,"907,273","1,482.47","43,972","58,504","27,451",50,"1,659,521",2765.87
17391,KANSAS,HASKELL,5,"14,255",237.58,"11,330",188.83,928,"1,447",550,5,"240,168",4002.8
17410,KANSAS,HODGEMAN,1,0,0,0,0,0,0,0,1,"20,527",1710.58
17420,KANSAS,JACKSON,10,"205,719",1714.33,"190,963","1,591.36","3,063","10,999",694,10,"489,616",4080.13
17430,KANSAS,JEFFERSON,16,"291,314",1517.26,"275,559","1,435.20",284,"15,391",80,16,"446,472",2325.38
17440,KANSAS,JEWELL,3,"65,771",1826.97,"64,054","1,779.28",751,294,672,3,"127,216",3533.78
17450,KANSAS,JOHNSON,335,"7,480,527",1860.83,"6,885,909","1,712.91","240,596","279,811","74,210",306,"10,934,671",2977.85
17451,KANSAS,KEARNY,3,0,0,0,0,0,0,0,3,"87,907",2441.86
17470,KANSAS,KINGMAN,4,"80,048",1667.67,"67,878","1,414.13","3,870","5,548","2,752",4,"226,543",4719.65
17480,KANSAS,KIOWA,1,0,0,0,0,0,0,0,1,"3,478",289.83
17490,KANSAS,LABETTE,33,"519,025",1310.67,"438,660","1,107.73","19,838","50,611","9,916",32,"1,129,019",2940.15
17500,KANSAS,LANE,5,"91,684",1528.07,"87,824","1,463.73",925,"2,483",452,4,"191,687",3993.48
17510,KANSAS,LEAVENWORTH,61,"1,606,495",2194.67,"1,496,748","2,044.74","38,742","58,032","12,973",57,"2,285,957",3342.04
17520,KANSAS,LINCOLN,3,"80,484",2235.67,"78,292","2,174.78",730,"1,219",243,3,"57,256",1590.44
17530,KANSAS,LINN,8,"217,445",2265.05,"195,500","2,036.46","7,599","12,196","2,150",8,"329,895",3436.41
17540,KANSAS,LOGAN,5,"153,579",2559.65,"145,047","2,417.45","2,945","4,362","1,225",5,"256,993",4283.22
17550,KANSAS,LYON,43,"915,569",1774.36,"828,026","1,604.70","28,679","50,205","8,659",42,"1,198,994",2378.96
17560,KANSAS,MCPHERSON,25,"484,622",1615.41,"449,040","1,496.80","12,124","15,728","7,730",25,"816,460",2721.53
17570,KANSAS,MARION,17,"219,060",1073.82,"188,053",921.83,"11,599","14,332","5,076",16,"674,919",3515.2
17580,KANSAS,MARSHALL,13,"444,806",2851.32,"426,314","2,732.78","1,948","16,510",34,13,"468,239",3001.53
17590,KANSAS,MEADE,1,"44,381",3698.42,"44,381","3,698.42",0,0,0,1,"50,011",4167.58
17600,KANSAS,MIAMI,18,"383,124",1773.72,"351,248","1,626.15","12,383","15,577","3,916",17,"651,514",3193.7
17610,KANSAS,MITCHELL,6,"101,464",1409.22,"96,828","1,344.83","1,805","2,345",486,5,"179,748",2995.8
17620,KANSAS,MONTGOMERY,52,"762,506",1221.96,"666,948","1,068.83","28,752","50,055","16,751",52,"1,996,480",3199.49
17630,KANSAS,MORRIS,8,"134,976",1406,"131,319","1,367.91",498,"2,814",345,8,"171,929",1790.93
17640,KANSAS,MORTON,2,0,0,0,0,0,0,0,1,"28,997",2416.42
17650,KANSAS,NEMAHA,12,"148,674",1032.46,"144,716","1,004.97",167,"3,744",47,12,"361,380",2509.58
17660,KANSAS,NEOSHO,26,"311,955",999.86,"265,701",851.61,"16,553","21,319","8,382",25,"828,034",2760.11
17670,KANSAS,NESS,4,"104,044",2167.58,"97,200","2,025.00","1,721","4,573",550,4,"158,585",3303.85
17680,KANSAS,NORTON,3,"56,883",1580.08,"56,883","1,580.08",0,0,0,3,"163,609",4544.69
17690,KANSAS,OSAGE,12,"320,268",2224.08,"286,080","1,986.67","10,437","21,171","2,580",12,"404,818",2811.24
17700,KANSAS,OSBORNE,1,0,0,0,0,0,0,0,1,0,0
17710,KANSAS,OTTAWA,6,"84,199",1169.43,"77,145","1,071.46","2,803","3,217","1,034",5,"56,597",943.28
17720,KANSAS,PAWNEE,3,"30,845",856.81,"24,300",675,"1,886","3,106","1,553",3,"79,826",2217.39
17730,KANSAS,PHILLIPS,6,"152,582",2119.19,"145,749","2,024.29","2,542","3,278","1,013",6,"272,765",3788.4
17740,KANSAS,POTTAWATOMIE,11,"165,907",1256.87,"153,103","1,159.87","5,786","5,638","1,380",11,"430,968",3264.91
17750,KANSAS,PRATT,9,"154,665",1432.08,"136,845","1,267.08","6,743","7,774","3,303",8,"323,789",3372.8
17760,KANSAS,RAWLINS,3,"11,025",306.25,"8,903",247.31,614,958,550,3,"111,561",3098.92
17770,KANSAS,RENO,77,"1,281,719",1387.14,"1,221,031","1,321.46","24,061","30,385","6,242",75,"2,680,153",2977.95
17780,KANSAS,REPUBLIC,4,"34,502",718.79,"34,502",718.79,0,0,0,4,"79,115",1648.23
17790,KANSAS,RICE,11,"96,329",729.77,"88,253",668.58,"3,236","2,517","2,323",10,"313,204",2610.03
17800,KANSAS,RILEY,31,"732,725",1969.69,"700,586","1,883.30","8,374","22,390","1,375",31,"1,444,646",3883.46
17810,KANSAS,ROOKS,5,"358,244",5970.73,"350,271","5,837.85","3,314","3,889",770,5,"204,172",3402.87
17820,KANSAS,RUSH,3,"180,283",5007.86,"169,663","4,712.86","8,533","1,464",623,3,"135,771",3771.42
17830,KANSAS,RUSSELL,6,"138,511",1923.76,"137,314","1,907.14",405,549,243,6,"238,461",3311.96
17840,KANSAS,SALINE,71,"1,329,098",1559.97,"1,247,202","1,463.85","35,767","35,349","10,780",69,"2,424,095",2927.65
17841,KANSAS,SCOTT,2,"30,998",1291.58,"30,602","1,275.08",0,396,0,2,"33,394",1391.42
17860,KANSAS,SEDGWICK,659,"12,524,870",1583.82,"10,562,707","1,335.70","693,163","863,933","405,067",634,"23,267,392",3058.28
17870,KANSAS,SEWARD,25,"408,564",1361.88,"369,639","1,232.13","13,399","19,108","6,418",24,"685,297",2379.5
17880,KANSAS,SHAWNEE,254,"4,589,792",1505.84,"4,234,806","1,389.37","63,123","274,361","17,502",234,"8,367,608",2979.92
17890,KANSAS,SHERIDAN,2,0,0,0,0,0,0,0,2,"33,371",1390.46
17900,KANSAS,SHERMAN,3,640,17.78,640,17.78,0,0,0,3,"75,320",2092.22
17910,KANSAS,SMITH,3,"22,790",633.06,"16,155",448.75,"3,421","2,562",652,3,"51,273",1424.25
17920,KANSAS,STAFFORD,5,"176,477",2941.28,"157,411","2,623.52","8,665","6,144","4,257",5,"230,514",3841.9
17921,KANSAS,STANTON,4,"32,078",668.29,"28,961",603.35,678,"1,889",550,4,"125,660",2617.92
17940,KANSAS,STEVENS,7,"118,297",1408.3,"97,068","1,155.57","6,283","11,288","3,658",6,"135,748",1885.39
17950,KANSAS,SUMNER,35,"491,734",1170.8,"436,969","1,040.40","17,521","26,051","11,193",34,"874,429",2143.21
17960,KANSAS,THOMAS,4,"49,211",1025.23,"42,895",893.65,"1,299","3,636","1,381",4,"202,913",4227.35
17970,KANSAS,TREGO,1,"27,800",2316.67,"20,094","1,674.50","3,712","2,747","1,247",1,"43,166",3597.17
17980,KANSAS,WABAUNSEE,4,"156,358",3257.46,"149,142","3,107.13",191,"6,969",56,4,"248,552",5178.17
17981,KANSAS,WALLACE,2,"29,312",1221.33,"29,312","1,221.33",0,0,0,2,"72,812",3033.83
17982,KANSAS,WASHINGTON,3,"34,221",950.58,"32,236",895.44,614,"1,164",207,3,"135,743",3770.64
17983,KANSAS,WICHITA,1,"12,584",1048.67,"12,584","1,048.67",0,0,0,1,"69,842",5820.17
17984,KANSAS,WILSON,8,"186,795",1945.78,"168,252","1,752.63","9,485","5,762","3,296",8,"282,970",2947.6
17985,KANSAS,WOODSON,2,"54,488",2270.33,"49,798","2,074.92",735,"2,854","1,101",2,"84,848",3535.33
17986,KANSAS,WYANDOTTE,337,"7,826,395",1935.31,"6,949,077","1,718.37","384,821","369,260","123,238",320,"11,488,302",2991.75
18000,KENTUCKY,ADAIR,15,"331,621",1842.34,"303,002","1,683.34","3,330","24,296",993,15,"521,891",2899.39
18010,KENTUCKY,ALLEN,20,"234,685",977.85,"220,678",919.49,44,"13,921",42,19,"500,413",2194.79
18020,KENTUCKY,ANDERSON,18,"271,449",1256.71,"242,764","1,123.91","8,069","17,632","2,984",17,"789,941",3872.26
18030,KENTUCKY,BALLARD,12,"219,774",1526.21,"186,764","1,296.97","14,929","15,769","2,312",12,"431,419",2995.97
18040,KENTUCKY,BARREN,50,"727,247",1212.08,"632,169","1,053.62","18,503","70,286","6,289",50,"1,689,938",2816.56
18050,KENTUCKY,BATH,10,"281,723",2347.69,"225,503","1,879.19","17,433","32,610","6,177",10,"572,978",4774.82
18060,KENTUCKY,BELL,37,"642,287",1446.59,"523,093","1,178.14","38,653","65,762","14,779",36,"1,118,617",2589.39
18070,KENTUCKY,BOONE,100,"3,187,466",2656.22,"2,930,433","2,442.03","95,274","142,938","18,821",97,"3,336,305",2866.24
18080,KENTUCKY,BOURBON,21,"421,002",1670.64,"370,161","1,468.89","12,498","33,337","5,006",21,"882,473",3501.88
18090,KENTUCKY,BOYD,58,"1,616,462",2322.5,"1,411,598","2,028.16","32,824","165,071","6,969",55,"2,686,922",4071.09
18100,KENTUCKY,BOYLE,33,"804,213",2030.84,"646,500","1,632.58","43,756","102,593","11,364",32,"1,084,729",2824.82
18110,KENTUCKY,BRACKEN,9,"58,684",543.37,"47,392",438.81,"3,076","6,575","1,641",9,"193,191",1788.81
18120,KENTUCKY,BREATHITT,17,"438,572",2149.86,"372,097","1,824.00","18,563","42,328","5,584",17,"1,062,137",5206.55
18130,KENTUCKY,BRECKINRIDGE,12,"181,080",1257.5,"153,582","1,066.54","4,312","21,941","1,245",11,"396,061",3000.46
18140,KENTUCKY,BULLITT,39,"602,762",1287.95,"533,567","1,140.10","14,483","51,367","3,345",37,"1,294,167",2914.79
18150,KENTUCKY,BUTLER,4,"263,813",5496.1,"235,594","4,908.21",194,"27,955",70,4,"251,277",5234.94
18160,KENTUCKY,CALDWELL,12,"181,037",1257.2,"159,549","1,107.98","7,406","12,936","1,146",11,"438,455",3321.63
18170,KENTUCKY,CALLOWAY,33,"428,171",1081.24,"413,036","1,043.02","2,672","11,271","1,192",31,"1,084,025",2914.05
18180,KENTUCKY,CAMPBELL,84,"1,360,816",1350.02,"1,219,305","1,209.63","51,417","72,705","17,389",79,"2,532,505",2671.42
18190,KENTUCKY,CARLISLE,5,"235,041",3917.35,"227,441","3,790.68",0,"7,600",0,5,"334,189",5569.82
18191,KENTUCKY,CARROLL,10,"442,217",3685.14,"355,320","2,961.00","28,207","52,630","6,060",9,"413,181",3825.75
18210,KENTUCKY,CARTER,20,"437,412",1822.55,"395,669","1,648.62","7,170","32,645","1,928",18,"772,904",3578.26
18220,KENTUCKY,CASEY,11,"257,144",1948.06,"240,091","1,818.87",180,"16,873",0,10,"362,827",3023.56
18230,KENTUCKY,CHRISTIAN,97,"2,007,195",1724.39,"1,753,879","1,506.77","63,767","178,063","11,486",91,"3,755,768",3439.35
18240,KENTUCKY,CLARK,34,"660,538",1618.97,"569,290","1,395.32","26,809","53,806","10,633",31,"930,780",2502.1
18250,KENTUCKY,CLAY,22,"756,518",2865.6,"624,190","2,364.36","41,084","83,981","7,263",21,"721,366",2862.56
18260,KENTUCKY,CLINTON,10,"140,659",1172.16,"130,686","1,089.05",86,"9,876",11,10,"431,654",3597.12
18270,KENTUCKY,CRITTENDEN,3,"8,276",229.89,"8,109",225.25,0,167,0,3,"132,423",3678.42
18271,KENTUCKY,CUMBERLAND,3,"80,987",2249.64,"75,905","2,108.47",0,"5,082",0,3,"120,160",3337.78
18290,KENTUCKY,DAVIESS,98,"2,579,130",2193.14,"2,402,305","2,042.78","6,216","169,041","1,568",95,"3,530,370",3096.82
18291,KENTUCKY,EDMONSON,2,"69,915",2913.13,"64,607","2,691.96",0,"5,308",0,2,"75,463",3144.29
18310,KENTUCKY,ELLIOTT,13,"473,276",3033.82,"414,855","2,659.33","8,072","48,186","2,163",13,"722,607",4632.1
18320,KENTUCKY,ESTILL,15,"240,018",1333.43,"216,754","1,204.19","5,792","14,663","2,809",14,"569,557",3390.22
18330,KENTUCKY,FAYETTE,301,"5,829,602",1613.95,"4,967,885","1,375.38","319,087","456,181","86,449",275,"9,513,064",2882.75
18340,KENTUCKY,FLEMING,18,"387,052",1791.91,"352,603","1,632.42","11,627","20,213","2,609",17,"541,936",2656.55
18350,KENTUCKY,FLOYD,54,"1,547,944",2388.8,"1,343,286","2,072.97","39,286","155,169","10,203",53,"2,808,411",4415.74
