DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
35080,NORTH DAKOTA             ,CASS,"180,233","188,686","165,502","1,984","3,403",,,,
35090,NORTH DAKOTA             ,CAVALIER,"3,517","3,904","3,122",30,24,,,,
35100,NORTH DAKOTA             ,DICKEY,"3,277","2,556","1,554",-15,-7,,,,
35110,NORTH DAKOTA             ,DIVIDE,"1,419","1,939",525,0,0,,,,
35120,NORTH DAKOTA             ,DUNN,"2,882","2,609","1,757",0,107,,,,
35130,NORTH DAKOTA             ,EDDY,"2,401","3,814",816,0,-2,,,,
35140,NORTH DAKOTA             ,EMMONS,"3,722","3,781","2,323",16,221,,,,
35150,NORTH DAKOTA             ,FOSTER,"2,365","1,573",737,723,492,,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,"3,563","3,958","1,986",133,0,,,,
35170,NORTH DAKOTA             ,GRAND FORKS,"112,608","137,896","121,758","1,806",630,,,,
35180,NORTH DAKOTA             ,GRANT,"1,614",815,"1,746",-10,0,,,,
35190,NORTH DAKOTA             ,GRIGGS,"1,631","1,793","1,776",429,274,,,,
35200,NORTH DAKOTA             ,HETTINGER,"4,276","1,326",521,42,-3,,,,
35210,NORTH DAKOTA             ,KIDDER,"2,091","5,061","3,095",4,181,,,,
35220,NORTH DAKOTA             ,LAMOURE,"3,566",509,"1,487",-24,249,,,,
35230,NORTH DAKOTA             ,LOGAN,"2,291","2,274",913,0,10,,,,
35240,NORTH DAKOTA             ,MCHENRY,"11,335","9,398","6,397",118,-1,,,,
35250,NORTH DAKOTA             ,MCINTOSH,"4,329","4,854","5,223",240,0,,,,
35260,NORTH DAKOTA             ,MCKENZIE,"4,856","1,710","1,801",2,20,,,,
35270,NORTH DAKOTA             ,MCLEAN,"20,572","17,568","13,926",-42,24,,,,
35280,NORTH DAKOTA             ,MERCER,"8,506","9,302","6,728",69,91,,,,
35290,NORTH DAKOTA             ,MORTON,"72,988","58,418","35,921",652,250,,,,
35300,NORTH DAKOTA             ,MOUNTRAIL,"13,376","9,620","6,570",165,"1,630",,,,
35310,NORTH DAKOTA             ,NELSON,"4,101","6,791","4,623",43,197,,,,
35320,NORTH DAKOTA             ,OLIVER,"2,222","2,372","1,564",13,71,,,,
35330,NORTH DAKOTA             ,PEMBINA,"9,291","11,350","8,104",155,163,,,,
35340,NORTH DAKOTA             ,PIERCE,"5,825","2,716","2,953",133,152,,,,
35350,NORTH DAKOTA             ,RAMSEY,"11,356","8,226","7,269",-7,27,,,,
35360,NORTH DAKOTA             ,RANSOM,"8,178","5,943","5,182",17,20,,,,
35370,NORTH DAKOTA             ,RENVILLE,"3,841","5,946","5,059",4,-1,,,,
35380,NORTH DAKOTA             ,RICHLAND,"9,613","10,756","5,753",22,27,,,,
35390,NORTH DAKOTA             ,ROLETTE,"21,669","20,604","22,870",179,"1,054",,,,
35400,NORTH DAKOTA             ,SARGENT,"2,585","4,155","2,403",114,-45,,,,
35410,NORTH DAKOTA             ,SHERIDAN,"1,706","3,848","1,381",31,0,,,,
35420,NORTH DAKOTA             ,SIOUX,"7,464","11,136","9,620",-22,1,,,,
35430,NORTH DAKOTA             ,SLOPE,0,-8,6,0,0,,,,
35440,NORTH DAKOTA             ,STARK,"38,437","29,213","16,588",677,67,,,,
35450,NORTH DAKOTA             ,STEELE,"1,068","2,533","1,052",0,1,,,,
35460,NORTH DAKOTA             ,STUTSMAN,"38,246","18,649","13,298",215,599,,,,
35470,NORTH DAKOTA             ,TOWNER,"1,296",599,"1,434",-10,0,,,,
35480,NORTH DAKOTA             ,TRAILL,"10,837","4,752","4,438",12,391,,,,
35490,NORTH DAKOTA             ,WALSH,"17,631","21,208","18,501","1,554","1,098",,,,
35500,NORTH DAKOTA             ,WARD,"148,088","113,518","94,875",740,-23,,,,
35510,NORTH DAKOTA             ,WELLS,"5,471","2,272","3,341",0,-7,,,,
35520,NORTH DAKOTA             ,WILLIAMS,"35,545","11,439","11,526",226,"2,787",,,,
36000,OHIO                     ,ADAMS,"-16,161","-13,186","-10,407","-13,729","-5,448",,,,
36010,OHIO                     ,ALLEN,"-38,050","-39,332","-43,200","-45,538","-54,576",,,,
36020,OHIO                     ,ASHLAND,"-6,755","-6,764","-4,519","-1,268","1,730",,,,
36030,OHIO                     ,ASHTABULA,"-30,806","-17,857","-3,076","-6,576","11,844",,,,
36040,OHIO                     ,ATHENS,"-40,712","-46,938","-60,904","-79,064","-83,923",,,,
36050,OHIO                     ,AUGLAIZE,"-10,913","-12,707","-12,283","-11,122","-15,617",,,,
36060,OHIO                     ,BELMONT,"1,524","-15,231","-11,549","-9,402","-2,296",,,,
36070,OHIO                     ,BROWN,"-23,574","-18,033","-13,456","-21,219","-7,651",,,,
36080,OHIO                     ,BUTLER,"-104,401","-75,616","-60,508","-96,773","-35,862",,,,
36090,OHIO                     ,CARROLL,"-5,244","-6,638","-2,320","-3,042","-3,399",,,,
36100,OHIO                     ,CHAMPAIGN,"-7,261","-8,390","-8,672","-8,613","-7,709",,,,
36110,OHIO                     ,CLARK,"-41,192","-47,776","-48,876","-45,643","-45,025",,,,
36120,OHIO                     ,CLERMONT,"-54,519","-42,032","-30,557","-50,859","-15,127",,,,
36130,OHIO                     ,CLINTON,"-57,861","-54,408","-77,349","-87,488","-61,590",,,,
36140,OHIO                     ,COLUMBIANA,"-23,302","-22,002","-26,013","-18,188","-19,991",,,,
36150,OHIO                     ,COSHOCTON,"-12,912","-19,487","-49,930","-54,852","-37,390",,,,
36160,OHIO                     ,CRAWFORD,"-1,397",973,"1,581","1,662","2,748",,,,
36170,OHIO                     ,CUYAHOGA,"-142,602","47,520","349,301","297,367","480,057",,,,
36190,OHIO                     ,DARKE,"-13,916","-9,667","-9,048","-13,136","-9,986",,,,
36200,OHIO                     ,DEFIANCE,"-6,220","-4,118","-6,484","-8,763","-12,525",,,,
36210,OHIO                     ,DELAWARE,"-16,749","-14,770","-22,101","-28,146","-14,638",,,,
36220,OHIO                     ,ERIE,"-30,744","-33,686","-35,804","-35,664","-8,225",,,,
36230,OHIO                     ,FAIRFIELD,"-29,841","-29,941","-53,111","-66,338","-35,936",,,,
36240,OHIO                     ,FAYETTE,"-12,504","-16,736","-25,404","-29,721","-25,564",,,,
36250,OHIO                     ,FRANKLIN,"-211,078","-201,889","-352,544","-411,674","-260,053",,,,
36260,OHIO                     ,FULTON,"-6,763","-8,493","-11,681","-10,907","-5,476",,,,
36270,OHIO                     ,GALLIA,"-14,694","-22,846","-21,248","-13,991","-11,225",,,,
36280,OHIO                     ,GEAUGA,"-4,329","1,107","9,035","6,169","9,460",,,,
36290,OHIO                     ,GREENE,"-27,904","-29,906","-26,383","-29,453","-31,352",,,,
36300,OHIO                     ,GUERNSEY,"-16,991","-14,142","-11,732","1,652","22,198",,,,
36310,OHIO                     ,HAMILTON,"-234,688","-182,262","-127,988","-214,685","-61,960",,,,
36330,OHIO                     ,HANCOCK,"-25,708","-33,690","-32,946","-18,791","-13,954",,,,
36340,OHIO                     ,HARDIN,"-7,607","-8,537","-9,311","-6,851","-8,663",,,,
36350,OHIO                     ,HARRISON,"-3,864","-4,496","-10,079","-3,758","-1,798",,,,
36360,OHIO                     ,HENRY,"-4,384","-4,204","-5,328","-5,790","-3,954",,,,
36370,OHIO                     ,HIGHLAND,"-24,597","-27,623","-29,476","-47,046","-26,508",,,,
36380,OHIO                     ,HOCKING,"-10,522","-10,166","-18,016","-19,029","-17,629",,,,
36390,OHIO                     ,HOLMES,"-3,183","-2,108","-1,070",196,204,,,,
36400,OHIO                     ,HURON,"-19,697","-16,667","-11,733","-14,576","6,876",,,,
36410,OHIO                     ,JACKSON,"-22,162","-31,337","-42,469","-41,228","-37,297",,,,
36420,OHIO                     ,JEFFERSON,"-29,774","-35,530","-59,814","-12,761","-5,310",,,,
36430,OHIO                     ,KNOX,"-16,355","-13,792","-15,605","-20,962","-14,529",,,,
36440,OHIO                     ,LAKE,"-18,180","4,668","46,736","39,024","64,625",,,,
36450,OHIO                     ,LAWRENCE,"-24,336","-51,502","-42,521","-17,161","7,995",,,,
36460,OHIO                     ,LICKING,"-39,714","-38,760","-66,814","-71,451","-30,914",,,,
36470,OHIO                     ,LOGAN,"-34,693","-45,285","-41,975","-12,144","-10,487",,,,
36480,OHIO                     ,LORAIN,"-27,216","10,521","78,566","62,702","109,759",,,,
36490,OHIO                     ,LUCAS,"-178,464","-249,934","-395,103","-304,004","-191,035",,,,
36500,OHIO                     ,MADISON,"-8,635","-9,901","-15,044","-21,202","-10,368",,,,
36510,OHIO                     ,MAHONING,"-84,860","-74,149","-40,975","-27,566","-7,461",,,,
36520,OHIO                     ,MARION,"-18,357","-15,113","-29,995","-33,807","-21,664",,,,
36530,OHIO                     ,MEDINA,"-11,856",678,"21,149","18,734","28,099",,,,
36540,OHIO                     ,MEIGS,"-12,056","-16,526","-14,015","-16,598","-16,108",,,,
36550,OHIO                     ,MERCER,"-6,532","-4,946","-4,870","-5,852","-3,854",,,,
36560,OHIO                     ,MIAMI,"-30,618","-29,706","-24,849","-23,387","-33,602",,,,
36570,OHIO                     ,MONROE,201,"-1,743","-1,535",-277,-166,,,,
36580,OHIO                     ,MONTGOMERY,"-150,874","-147,333","-119,019","-137,901","-152,986",,,,
36590,OHIO                     ,MORGAN,"-4,675","-3,214","-2,442","6,255","12,166",,,,
36600,OHIO                     ,MORROW,"-4,586","-3,947","-6,367","-7,449","-3,070",,,,
36610,OHIO                     ,MUSKINGUM,"-27,762","-31,373","-12,663","128,073","185,675",,,,
36620,OHIO                     ,NOBLE,"-1,882","-1,618","-1,843",-618,"2,413",,,,
36630,OHIO                     ,OTTAWA,"-10,364","-16,066","-21,328","-13,838","-5,809",,,,
36640,OHIO                     ,PAULDING,"-1,458","-1,351","-1,960","-2,485","-5,402",,,,
36650,OHIO                     ,PERRY,"-11,574","-12,889","-15,659","13,152","34,019",,,,
36660,OHIO                     ,PICKAWAY,"-20,240","-20,562","-28,285","-25,971","-25,769",,,,
36670,OHIO                     ,PIKE,"-29,325","-27,655","-38,960","-51,307","-49,831",,,,
36680,OHIO                     ,PORTAGE,"-49,822","-52,003","-19,357","-31,985","-19,996",,,,
36690,OHIO                     ,PREBLE,"-10,789","-8,002","-7,441","-12,533","-5,344",,,,
36700,OHIO                     ,PUTNAM,"-5,262","-6,060","-6,838","-6,127","-6,652",,,,
36710,OHIO                     ,RICHLAND,"7,868","15,915","44,788","53,085","36,401",,,,
36720,OHIO                     ,ROSS,"-106,806","-117,824","-150,215","-188,065","-192,471",,,,
36730,OHIO                     ,SANDUSKY,"-22,398","-24,464","-22,197","-20,566","-12,634",,,,
36740,OHIO                     ,SCIOTO,"-44,948","-55,489","-51,267","-50,528","-33,052",,,,
36750,OHIO                     ,SENECA,"-22,634","-21,044","-20,243","-15,107","-9,641",,,,
36760,OHIO                     ,SHELBY,"-13,480","-18,115","-15,565","-13,314","-17,257",,,,
36770,OHIO                     ,STARK,"-118,184","-99,820","-50,087","-47,970","-95,761",,,,
36780,OHIO                     ,SUMMIT,"-63,488","-47,577","51,959","36,293","75,306",,,,
36790,OHIO                     ,TRUMBULL,"-59,501","-57,376","-23,787","-14,551","9,654",,,,
36800,OHIO                     ,TUSCARAWAS,"-28,537","-30,446","-23,613","-29,557","-22,905",,,,
36810,OHIO                     ,UNION,"-9,389","-7,611","-10,975","-11,756","-7,054",,,,
36820,OHIO                     ,VAN WERT,"-7,730","-7,310","-5,155","-7,060","-5,807",,,,
36830,OHIO                     ,VINTON,"-22,852","-17,500","-16,553","-24,738","-33,316",,,,
36840,OHIO                     ,WARREN,"-33,935","-32,444","-27,294","-37,107","-18,214",,,,
36850,OHIO                     ,WASHINGTON,"-30,970","-22,418","-17,255","-16,943","-9,262",,,,
36860,OHIO                     ,WAYNE,"-14,119","-12,193","4,180","10,236","10,801",,,,
36870,OHIO                     ,WILLIAMS,"-5,661","-7,242","-11,048","-10,992","-2,957",,,,
36880,OHIO                     ,WOOD,"-27,228","-32,315","-58,068","-42,225","-22,674",,,,
36890,OHIO                     ,WYANDOT,"-4,813","-4,675","-6,561","-3,867","-4,674",,,,
37000,OKLAHOMA                 ,ADAIR,"-2,525","-6,788","-2,313","-7,712","-10,034",,,,
37010,OKLAHOMA                 ,ALFALFA,-739,"-1,952","-4,456","-2,013","-1,463",,,,
37020,OKLAHOMA                 ,ATOKA,-430,"-3,870",-239,"-1,583",-493,,,,
37030,OKLAHOMA                 ,BEAVER,"-1,022",-891,"-1,909",-741,-532,,,,
37040,OKLAHOMA                 ,BECKHAM,831,-247,-877,"-4,510","-4,808",,,,
37050,OKLAHOMA                 ,BLAINE,"-1,274","-1,610","-4,496","-4,716","-2,790",,,,
37060,OKLAHOMA                 ,BRYAN,"-12,762","-34,302",-815,"-2,040","5,250",,,,
37070,OKLAHOMA                 ,CADDO,"-1,402","-7,153","-3,949","-9,973","-10,675",,,,
37080,OKLAHOMA                 ,CANADIAN,"1,652","4,606","-9,316","-8,479","-9,075",,,,
37090,OKLAHOMA                 ,CARTER,"1,189","2,700","-4,306","-9,603","-4,913",,,,
37100,OKLAHOMA                 ,CHEROKEE,"-4,393","-16,647","-15,655","-26,648","-19,481",,,,
37110,OKLAHOMA                 ,CHOCTAW,"-4,262","-6,970","1,618","-4,168","-3,026",,,,
37120,OKLAHOMA                 ,CIMARRON,-152,-546,-555,-589,-448,,,,
37130,OKLAHOMA                 ,CLEVELAND,"3,462","7,198","-20,657","-24,995","-23,394",,,,
37140,OKLAHOMA                 ,COAL,"3,078","1,296",-418,-751,-988,,,,
37150,OKLAHOMA                 ,COMANCHE,"-32,011","-50,087","-34,588","-74,318","-116,051",,,,
37160,OKLAHOMA                 ,COTTON,686,"-1,500","-1,232","-2,112","-5,742",,,,
37170,OKLAHOMA                 ,CRAIG,"-6,574","-14,064","-7,250","-13,689","-8,241",,,,
37180,OKLAHOMA                 ,CREEK,"-13,272","-26,365","-43,116","-46,571","-20,045",,,,
37190,OKLAHOMA                 ,CUSTER,93,-532,"-3,079","-4,250","-4,003",,,,
37200,OKLAHOMA                 ,DELAWARE,"-19,471","-34,778","-28,815","-27,598","-40,537",,,,
37210,OKLAHOMA                 ,DEWEY,432,355,-804,-323,-609,,,,
37220,OKLAHOMA                 ,ELLIS,305,480,327,109,-224,,,,
37230,OKLAHOMA                 ,GARFIELD,"-21,567","-25,583","-37,285","-46,288","-47,006",,,,
37240,OKLAHOMA                 ,GARVIN,"5,272","3,273","-3,609","-7,337","-6,554",,,,
37250,OKLAHOMA                 ,GRADY,-478,"-3,938","-9,155","-15,427","-12,685",,,,
37260,OKLAHOMA                 ,GRANT,"-1,024","-1,121","-1,486","-1,713","-1,242",,,,
37270,OKLAHOMA                 ,GREER,"-1,301","-1,518","-1,450","-4,711","-5,238",,,,
37280,OKLAHOMA                 ,HARMON,-700,"-1,389",-837,"-1,557","-2,385",,,,
37290,OKLAHOMA                 ,HARPER,75,442,140,289,178,,,,
37300,OKLAHOMA                 ,HASKELL,"-3,372","-4,450","-5,220","-5,724","-2,678",,,,
37310,OKLAHOMA                 ,HUGHES,"1,931",606,"-3,277","-3,317","-3,938",,,,
37320,OKLAHOMA                 ,JACKSON,"-6,861","-7,799","-6,743","-14,772","-23,879",,,,
37330,OKLAHOMA                 ,JEFFERSON,42,468,"-1,858","-3,257","-3,645",,,,
37340,OKLAHOMA                 ,JOHNSTON,-366,"-2,867",-486,"-1,853",-969,,,,
37350,OKLAHOMA                 ,KAY,"-8,662","-18,156","-22,908","-24,028","-9,679",,,,
37360,OKLAHOMA                 ,KINGFISHER,-135,-27,"-1,046","-2,580","-1,496",,,,
37370,OKLAHOMA                 ,KIOWA,"-1,871","-2,700","-3,840","-7,896","-10,479",,,,
37380,OKLAHOMA                 ,LATIMER,"-1,041","-1,143","-2,424","-2,488","-1,779",,,,
37390,OKLAHOMA                 ,LE FLORE,"-29,718","-20,526","-21,991","-11,519","-3,046",,,,
37400,OKLAHOMA                 ,LINCOLN,"3,249","3,044","-2,919","-5,435","-3,003",,,,
37410,OKLAHOMA                 ,LOGAN,517,581,"-4,120","-3,291","-3,254",,,,
37420,OKLAHOMA                 ,LOVE,-138,-710,"-1,077","-2,307",-451,,,,
37430,OKLAHOMA                 ,MCCLAIN,"1,370","1,465","-5,462","-5,847","-5,908",,,,
37440,OKLAHOMA                 ,MCCURTAIN,"-5,914","-2,416","1,276","-10,852","-8,965",,,,
37450,OKLAHOMA                 ,MCINTOSH,"-3,559","-9,962","-11,774","-15,657","-9,272",,,,
37460,OKLAHOMA                 ,MAJOR,"-2,041","-4,480","-2,227","-8,135","-2,401",,,,
37470,OKLAHOMA                 ,MARSHALL,"-1,686","-5,265",-453,"-1,105",169,,,,
37480,OKLAHOMA                 ,MAYES,"-13,230","-32,624","-34,519","-31,811","-22,202",,,,
37490,OKLAHOMA                 ,MURRAY,980,"1,312",-442,"-1,686",-714,,,,
37500,OKLAHOMA                 ,MUSKOGEE,"-27,151","-45,736","-58,907","-61,559","-34,615",,,,
37510,OKLAHOMA                 ,NOBLE,-968,"-1,044","-7,650","-1,949","-3,036",,,,
37520,OKLAHOMA                 ,NOWATA,"-2,494","-5,715","-7,295","-9,234","-4,397",,,,
37530,OKLAHOMA                 ,OKFUSKEE,"-2,778","-3,530","-5,630","-7,067","-2,326",,,,
37540,OKLAHOMA                 ,OKLAHOMA,"17,539","32,136","-93,958","-89,124","-95,246",,,,
37550,OKLAHOMA                 ,OKMULGEE,"-13,754","-30,516","-35,811","-43,505","-18,547",,,,
37560,OKLAHOMA                 ,OSAGE,"-5,582","-13,202","-15,179","-15,536","-7,574",,,,
37570,OKLAHOMA                 ,OTTAWA,"-39,074","-55,166","-26,982","-26,995","-26,742",,,,
37580,OKLAHOMA                 ,PAWNEE,"-2,076","-7,800","-9,128","-13,031","-4,665",,,,
37590,OKLAHOMA                 ,PAYNE,"13,142","9,908","-8,630","-17,476","-8,401",,,,
37600,OKLAHOMA                 ,PITTSBURG,"3,538","1,822",637,"-12,138","-19,149",,,,
37610,OKLAHOMA                 ,PONTOTOC,"26,405","24,917","-3,202","-8,833","-4,010",,,,
37620,OKLAHOMA                 ,POTTAWATOMIE,"2,872","6,759","-6,122","-10,044","-8,645",,,,
37630,OKLAHOMA                 ,PUSHMATAHA,"-1,571","-4,418",905,"-3,458","-2,688",,,,
37640,OKLAHOMA                 ,ROGER MILLS,211,22,-372,-620,-561,,,,
37650,OKLAHOMA                 ,ROGERS,"-14,983","-27,829","-42,120","-39,771","-19,697",,,,
37660,OKLAHOMA                 ,SEMINOLE,"7,537","5,642","5,526",400,"2,125",,,,
37670,OKLAHOMA                 ,SEQUOYAH,"-22,533","-19,785","-20,998","-13,947","-6,578",,,,
37680,OKLAHOMA                 ,STEPHENS,"-5,408","-11,417","-10,751","-19,422","-25,300",,,,
37690,OKLAHOMA                 ,TEXAS,"-4,807","-2,690","-1,239","-2,539","-2,404",,,,
37700,OKLAHOMA                 ,TILLMAN,"-1,469","-2,757","-2,181","-4,478","-6,754",,,,
37710,OKLAHOMA                 ,TULSA,"-129,854","-241,421","-337,695","-369,540","-176,670",,,,
37720,OKLAHOMA                 ,WAGONER,"-9,030","-15,385","-20,315","-24,749","-12,359",,,,
37730,OKLAHOMA                 ,WASHINGTON,"-15,890","-38,501","-48,315","-43,842","-24,529",,,,
37740,OKLAHOMA                 ,WASHITA,549,-966,165,"-3,060","-3,763",,,,
37750,OKLAHOMA                 ,WOODS,-739,"-1,987","-1,743","-3,409","-1,115",,,,
37760,OKLAHOMA                 ,WOODWARD,"5,832","7,713","7,697","5,989","4,394",,,,
38000,OREGON                   ,BAKER,"-1,929","-1,265",-870,110,682,,,,
38010,OREGON                   ,BENTON,"2,636",291,"4,066","12,600","1,677",,,,
38020,OREGON                   ,CLACKAMAS,"19,594","24,676","30,881","37,438","35,355",,,,
38030,OREGON                   ,CLATSOP,"3,071","1,098","4,603","4,021","2,636",,,,
38040,OREGON                   ,COLUMBIA,"2,853","4,452","5,814","7,653","8,061",,,,
38050,OREGON                   ,COOS,"-22,982","-65,070","-52,602","-30,728","-43,021",,,,
38060,OREGON                   ,CROOK,"4,662",571,"2,829",629,-819,,,,
38070,OREGON                   ,CURRY,"1,513","-5,295","3,200","3,459","8,848",,,,
38080,OREGON                   ,DESCHUTES,"35,084","16,863","21,269","30,270","25,894",,,,
38090,OREGON                   ,DOUGLAS,"-7,078","-27,720","-24,692","-28,615","-40,973",,,,
38100,OREGON                   ,GILLIAM,231,213,477,228,61,,,,
38110,OREGON                   ,GRANT,569,393,413,-62,887,,,,
38120,OREGON                   ,HARNEY,"1,944",776,"1,974",538,628,,,,
38130,OREGON                   ,HOOD RIVER,663,565,"1,052","1,230","1,004",,,,
38140,OREGON                   ,JACKSON,"13,734","-24,625","55,666","93,881","56,799",,,,
38150,OREGON                   ,JEFFERSON,"3,539",165,-139,"1,147",267,,,,
38160,OREGON                   ,JOSEPHINE,"-7,769","-39,703","-6,944","-2,747","-11,991",,,,
38170,OREGON                   ,KLAMATH,"5,763","-15,659","12,658","18,713","7,905",,,,
38180,OREGON                   ,LAKE,"1,746",403,"1,325",694,"1,558",,,,
