DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
28500,NEBRASKA                 ,KEITH,-370,-437,164,-57,122,,,,
28510,NEBRASKA                 ,KEYA PAHA,144,-16,-1,-14,5,,,,
28520,NEBRASKA                 ,KIMBALL,-151,-45,-340,-210,-513,,,,
28530,NEBRASKA                 ,KNOX,"2,047","2,617","1,753",-22,-573,,,,
28540,NEBRASKA                 ,LANCASTER,"-59,422","-16,851","2,833","-2,362","-21,814",,,,
28550,NEBRASKA                 ,LINCOLN,"-4,710","2,594","8,586","8,395","4,786",,,,
28560,NEBRASKA                 ,LOGAN,-44,9,27,-103,63,,,,
28570,NEBRASKA                 ,LOUP,-5,0,5,0,0,,,,
28580,NEBRASKA                 ,MCPHERSON,0,-5,13,4,18,,,,
28590,NEBRASKA                 ,MADISON,636,"4,187","3,174","-1,886","-2,024",,,,
28600,NEBRASKA                 ,MERRICK,"-1,441",33,142,-373,-354,,,,
28610,NEBRASKA                 ,MORRILL,"-1,009",-608,-554,-401,-872,,,,
28620,NEBRASKA                 ,NANCE,-111,116,43,-289,-97,,,,
28630,NEBRASKA                 ,NEMAHA,-401,-199,-98,-138,-171,,,,
28640,NEBRASKA                 ,NUCKOLLS,-51,14,157,191,-400,,,,
28650,NEBRASKA                 ,OTOE,"-1,091",89,146,-334,"-1,597",,,,
28660,NEBRASKA                 ,PAWNEE,-546,-46,37,-72,-68,,,,
28670,NEBRASKA                 ,PERKINS,-94,-15,-28,43,37,,,,
28680,NEBRASKA                 ,PHELPS,-544,1,-130,-224,-104,,,,
28690,NEBRASKA                 ,PIERCE,138,424,"1,245",-228,0,,,,
28700,NEBRASKA                 ,PLATTE,-270,"1,164",371,"-2,285","-3,519",,,,
28710,NEBRASKA                 ,POLK,-110,-66,-151,-272,-77,,,,
28720,NEBRASKA                 ,RED WILLOW,-654,-63,77,103,-287,,,,
28730,NEBRASKA                 ,RICHARDSON,-817,-602,-9,-279,-989,,,,
28740,NEBRASKA                 ,ROCK,-57,6,27,13,-100,,,,
28750,NEBRASKA                 ,SALINE,"-1,461",-463,296,15,-497,,,,
28760,NEBRASKA                 ,SARPY,"8,128","11,852",795,-790,"-27,134",,,,
28770,NEBRASKA                 ,SAUNDERS,-416,333,-410,"-1,962","-2,779",,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,"-6,229","-9,478","-9,659","-3,398","-12,708",,,,
28790,NEBRASKA                 ,SEWARD,"-1,384",-229,375,213,-764,,,,
28800,NEBRASKA                 ,SHERIDAN,"2,034",57,-541,-861,-42,,,,
28810,NEBRASKA                 ,SHERMAN,-21,-37,-310,-143,-247,,,,
28820,NEBRASKA                 ,SIOUX,-10,0,0,-9,-40,,,,
28830,NEBRASKA                 ,STANTON,12,568,-6,-110,-172,,,,
28840,NEBRASKA                 ,THAYER,-301,-142,238,-11,-81,,,,
28850,NEBRASKA                 ,THOMAS,-49,2,-10,4,0,,,,
28860,NEBRASKA                 ,THURSTON,523,"1,731",542,62,-576,,,,
28870,NEBRASKA                 ,VALLEY,-379,36,154,-151,-215,,,,
28880,NEBRASKA                 ,WASHINGTON,47,598,-29,-642,"-2,658",,,,
28890,NEBRASKA                 ,WAYNE,-248,551,483,-50,-409,,,,
28900,NEBRASKA                 ,WEBSTER,-428,-61,321,182,-142,,,,
28910,NEBRASKA                 ,WHEELER,0,39,-6,-7,22,,,,
28920,NEBRASKA                 ,YORK,"-1,452",-153,316,-166,-244,,,,
29000,NEVADA                   ,CHURCHILL,"11,852","22,128","22,793","27,903","26,298",,,,
29010,NEVADA                   ,CLARK,"-16,846","-135,927","-253,795","-212,541","-196,483",,,,
29020,NEVADA                   ,DOUGLAS,"10,907","13,218","10,074","21,351","23,048",,,,
29030,NEVADA                   ,ELKO,"20,855","24,563","24,293","33,141","38,260",,,,
29040,NEVADA                   ,ESMERALDA,163,45,771,"1,013",201,,,,
29050,NEVADA                   ,EUREKA,746,760,914,"1,127",889,,,,
29060,NEVADA                   ,HUMBOLDT,"1,977","6,409","3,995","5,036","7,206",,,,
29070,NEVADA                   ,LANDER,"2,232","4,875","3,107","2,181","1,167",,,,
29080,NEVADA                   ,LINCOLN,"-1,073","-2,598","-5,296","-3,902","-3,844",,,,
29090,NEVADA                   ,LYON,"30,857","45,435","39,958","58,544","63,929",,,,
29100,NEVADA                   ,MINERAL,"7,008","7,961","8,904","10,835","9,329",,,,
29110,NEVADA                   ,NYE,"2,393",-346,"-1,479","-1,222","-1,214",,,,
29120,NEVADA                   ,CARSON CITY,"25,542","42,583","43,944","65,934","85,296",,,,
29130,NEVADA                   ,PERSHING,"3,967","5,512","5,605","3,601","4,347",,,,
29140,NEVADA                   ,STOREY,989,"2,955",512,361,"1,376",,,,
29150,NEVADA                   ,WASHOE,"139,163","279,711","293,139","333,059","339,305",,,,
29160,NEVADA                   ,WHITE PINE,"22,777","23,332","8,970",141,86,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"-3,528","29,588","53,330","13,890","7,517",,,,
30010,NEW HAMPSHIRE            ,CARROLL,"3,703","10,578","17,023","11,485","6,262",,,,
30020,NEW HAMPSHIRE            ,CHESHIRE,"-6,753","25,303","27,323","16,321","11,480",,,,
30030,NEW HAMPSHIRE            ,COOS,"-1,079","7,368","16,863","7,075","5,920",,,,
30040,NEW HAMPSHIRE            ,GRAFTON,"-4,245","17,523","34,415","10,306","5,685",,,,
30050,NEW HAMPSHIRE            ,HILLSBOROUGH,"106,219","235,048","259,154","241,755","174,581",,,,
30060,NEW HAMPSHIRE            ,MERRIMACK,"-4,508","51,607","90,789","34,058","23,332",,,,
30070,NEW HAMPSHIRE            ,ROCKINGHAM,"161,232","231,034","257,173","182,344","77,889",,,,
30080,NEW HAMPSHIRE            ,STRAFFORD,"-2,619","55,252","99,130","27,726","10,816",,,,
30090,NEW HAMPSHIRE            ,SULLIVAN,"-5,644","10,732","18,702","4,691","3,597",,,,
31000,NEW JERSEY               ,ATLANTIC,"41,271","114,402","206,108","298,445","313,422",,,,
31100,NEW JERSEY               ,BERGEN,"-17,179","48,086","24,120","-7,323","-31,199",,,,
31150,NEW JERSEY               ,BURLINGTON,"-74,792","-45,776","-52,422","31,675","165,110",,,,
31160,NEW JERSEY               ,CAMDEN,"-118,688","-66,738","-76,996","77,164","255,311",,,,
31180,NEW JERSEY               ,CAPE MAY,"-21,525","-5,335","20,105","44,757","74,283",,,,
31190,NEW JERSEY               ,CUMBERLAND,"-44,207","-22,347","-20,130","16,071","98,718",,,,
31200,NEW JERSEY               ,ESSEX,"-80,426","9,851","3,030","-23,940","-2,260",,,,
31220,NEW JERSEY               ,GLOUCESTER,"-53,872","-29,279","-33,629","27,866","140,585",,,,
31230,NEW JERSEY               ,HUDSON,"-25,694","43,492","24,141","-7,249","-10,658",,,,
31250,NEW JERSEY               ,HUNTERDON,"-28,506","-26,289","-15,850","-9,172","-8,973",,,,
31260,NEW JERSEY               ,MERCER,"-124,474","-97,054","-111,075","19,132","35,552",,,,
31270,NEW JERSEY               ,MIDDLESEX,"-83,987","-21,710","-18,538","-37,949","-121,225",,,,
31290,NEW JERSEY               ,MONMOUTH,"-111,173","-49,521","-65,624","-60,215","-76,069",,,,
31300,NEW JERSEY               ,MORRIS,"-34,947","-6,352","-4,057","-5,802","67,418",,,,
31310,NEW JERSEY               ,OCEAN,"-117,159","-57,605","-64,273","-12,196","138,765",,,,
31320,NEW JERSEY               ,PASSAIC,"-17,279","36,963","20,611","-3,655","9,691",,,,
31340,NEW JERSEY               ,SALEM,"-17,569","-9,194","-11,158","3,194","30,369",,,,
31350,NEW JERSEY               ,SOMERSET,"-35,651","-19,189","-15,235","-15,773","-73,259",,,,
31360,NEW JERSEY               ,SUSSEX,"-41,129","-62,005","-41,788","-4,383","16,094",,,,
31370,NEW JERSEY               ,UNION,"-115,497","-91,070","-66,927","-28,754","-17,054",,,,
31390,NEW JERSEY               ,WARREN,"-52,355","-85,456","-59,548","16,451","102,243",,,,
32000,NEW MEXICO               ,BERNALILLO,"103,981","182,046","158,049","105,610","95,024",,,,
32010,NEW MEXICO               ,CATRON,-197,288,23,12,191,,,,
32020,NEW MEXICO               ,CHAVES,"15,387","28,264","17,272","9,620","7,716",,,,
32025,NEW MEXICO               ,CIBOLA,"1,113","3,496","2,610",747,"1,528",,,,
32030,NEW MEXICO               ,COLFAX,"-3,179","-1,797","-1,894","-2,409","-2,321",,,,
32040,NEW MEXICO               ,CURRY,399,"2,479","-2,876","-3,049",-800,,,,
32050,NEW MEXICO               ,DEBACA,-467,-159,-205,-89,79,,,,
32060,NEW MEXICO               ,DONA ANA,"2,195","8,726","2,390",-835,"16,401",,,,
32070,NEW MEXICO               ,EDDY,"2,256","14,137","1,382","2,455","-2,900",,,,
32080,NEW MEXICO               ,GRANT,"-2,398","2,087","-1,791","-3,258","-1,293",,,,
32090,NEW MEXICO               ,GUADALUPE,676,39,16,-353,-272,,,,
32100,NEW MEXICO               ,HARDING,32,-21,-72,-61,-113,,,,
32110,NEW MEXICO               ,HIDALGO,-73,119,-118,-467,327,,,,
32120,NEW MEXICO               ,LEA,"1,489","7,587","2,856","1,892","-1,367",,,,
32130,NEW MEXICO               ,LINCOLN,356,"1,992",-4,633,"1,053",,,,
32131,NEW MEXICO               ,LOS ALAMOS,-652,-742,-269,"-1,111",-883,,,,
32140,NEW MEXICO               ,LUNA,"-1,272",275,"-1,972","-2,879",740,,,,
32150,NEW MEXICO               ,MCKINLEY,"2,023","3,225","2,569",-14,163,,,,
32160,NEW MEXICO               ,MORA,"-1,589",-633,"-1,539","-1,869","-2,840",,,,
32170,NEW MEXICO               ,OTERO,"-3,737","1,063","-4,432","-5,450","-1,055",,,,
32180,NEW MEXICO               ,QUAY,-865,-114,-941,-100,-576,,,,
32190,NEW MEXICO               ,RIO ARRIBA,"-10,311","-5,678","-13,634","-9,690","-3,838",,,,
32200,NEW MEXICO               ,ROOSEVELT,-156,"1,229",-829,"-1,116",-521,,,,
32210,NEW MEXICO               ,SANDOVAL,"10,214","21,105","15,730","12,302","11,487",,,,
32220,NEW MEXICO               ,SAN JUAN,"17,964","37,051","32,894","17,102","14,024",,,,
32230,NEW MEXICO               ,SAN MIGUEL,"-11,797","-7,042","-10,769","-10,576","-10,738",,,,
32240,NEW MEXICO               ,SANTA FE,"-24,356","-16,076","-31,763","-30,875","-29,995",,,,
32250,NEW MEXICO               ,SIERRA,428,"1,190",277,-238,969,,,,
32260,NEW MEXICO               ,SOCORRO,"1,819","2,275","2,290","1,744","1,492",,,,
32270,NEW MEXICO               ,TAOS,"-19,497","-15,060","-26,285","-20,499","-36,327",,,,
32280,NEW MEXICO               ,TORRANCE,"2,816","5,238","3,427","2,686","2,322",,,,
32290,NEW MEXICO               ,UNION,-177,-27,-365,-317,-256,,,,
32300,NEW MEXICO               ,VALENCIA,"14,249","21,271","20,487","12,837","10,890",,,,
33000,NEW YORK                 ,ALBANY,"39,563","16,020","25,518","46,529","38,120",,,,
33010,NEW YORK                 ,ALLEGANY,"1,833","1,585","-2,492","5,396","7,346",,,,
33020,NEW YORK                 ,BRONX,"-23,744","52,586","-29,058","-5,308","-7,624",,,,
33030,NEW YORK                 ,BROOME,"-38,714","13,885","-37,471","-19,883","-37,225",,,,
33040,NEW YORK                 ,CATTARAUGUS,"9,758","7,723","-4,659","13,286","8,599",,,,
33050,NEW YORK                 ,CAYUGA,"-25,280","-2,986","-6,220",-762,"5,290",,,,
33060,NEW YORK                 ,CHAUTAUQUA,"-4,880","-13,176","-19,242","8,352","11,649",,,,
33070,NEW YORK                 ,CHEMUNG,"13,044","-16,115","-40,293","-20,506","35,833",,,,
33080,NEW YORK                 ,CHENANGO,"-8,166","-2,515","-3,949","18,091","15,584",,,,
33090,NEW YORK                 ,CLINTON,"56,534","57,713","-13,832","16,210","22,539",,,,
33200,NEW YORK                 ,COLUMBIA,"59,657","48,174","48,065","52,635","40,318",,,,
33210,NEW YORK                 ,CORTLAND,"-4,833","-3,119","-9,015","-2,435","3,591",,,,
33220,NEW YORK                 ,DELAWARE,"-5,684","-5,433","3,920","26,459","34,569",,,,
33230,NEW YORK                 ,DUTCHESS,"84,418","91,250","58,819","96,671","38,953",,,,
33240,NEW YORK                 ,ERIE,"219,049","216,120","148,258","265,704","230,425",,,,
33260,NEW YORK                 ,ESSEX,"14,636","11,029","-1,153","10,404","10,247",,,,
33270,NEW YORK                 ,FRANKLIN,"8,826","4,263","-2,323","13,962","13,721",,,,
33280,NEW YORK                 ,FULTON,"-2,480","-3,376","-11,426","3,683","4,194",,,,
33290,NEW YORK                 ,GENESEE,"2,651","5,166","7,817","21,874","19,207",,,,
33300,NEW YORK                 ,GREENE,"33,826","26,461","22,378","29,242","23,554",,,,
33310,NEW YORK                 ,HAMILTON,102,-192,-292,15,300,,,,
33320,NEW YORK                 ,HERKIMER,"-2,596","1,991","5,171","28,925","28,212",,,,
33330,NEW YORK                 ,JEFFERSON,"-10,227","-2,576","-18,198","-37,211","-20,945",,,,
33331,NEW YORK                 ,KINGS,"-39,054","78,428","-47,593","-7,317","-9,664",,,,
33340,NEW YORK                 ,LEWIS,"7,317","8,571","7,168","6,722","10,321",,,,
33350,NEW YORK                 ,LIVINGSTON,"9,223","11,687","17,011","25,041","20,723",,,,
33360,NEW YORK                 ,MADISON,"-3,140","1,083",102,107,"4,504",,,,
33370,NEW YORK                 ,MONROE,"197,011","263,998","372,740","472,886","447,070",,,,
33380,NEW YORK                 ,MONTGOMERY,"-1,937","-3,339","-9,949","5,366","6,230",,,,
33400,NEW YORK                 ,NASSAU,"77,102","86,525","117,894","188,019","202,960",,,,
33420,NEW YORK                 ,NEW YORK,"-33,915","74,321","-36,020","-4,573","-6,015",,,,
33500,NEW YORK                 ,NIAGARA,"76,555","78,567","53,043","90,810","74,424",,,,
33510,NEW YORK                 ,ONEIDA,"27,339","49,693","53,547","82,103","116,372",,,,
33520,NEW YORK                 ,ONONDAGA,"-28,052","2,814","-11,363","-30,664","11,477",,,,
33530,NEW YORK                 ,ONTARIO,"-1,701","2,584","15,374","32,794","36,598",,,,
33540,NEW YORK                 ,ORANGE,"58,461","38,143","28,469","60,523","-12,076",,,,
33550,NEW YORK                 ,ORLEANS,"1,237","4,765","4,655","13,099","11,998",,,,
33560,NEW YORK                 ,OSWEGO,"-9,589","1,328","-4,436","-10,710","5,019",,,,
33570,NEW YORK                 ,OTSEGO,"-13,088","-5,044","13,179","85,098","82,538",,,,
33580,NEW YORK                 ,PUTNAM,"5,169","9,955","1,425","1,890","2,180",,,,
33590,NEW YORK                 ,QUEENS,"-21,148","28,695","-23,856","28,947","29,163",,,,
33600,NEW YORK                 ,RENSSELAER,"4,798","-19,215","-6,187","7,947","-11,091",,,,
33610,NEW YORK                 ,RICHMOND,"-7,409","34,233","-16,189","-4,935","-5,485",,,,
33620,NEW YORK                 ,ROCKLAND,"-3,064","13,628","-4,981",-279,"-3,338",,,,
33630,NEW YORK                 ,ST. LAWRENCE,"-7,602","-11,656","-37,719","4,583","9,041",,,,
33640,NEW YORK                 ,SARATOGA,"7,886","-10,355","-11,482","5,723",-563,,,,
33650,NEW YORK                 ,SCHENECTADY,"-5,848","-24,385","-17,123","1,750","-5,122",,,,
33660,NEW YORK                 ,SCHOHARIE,"-2,752","-1,510",-535,"14,458","12,895",,,,
33670,NEW YORK                 ,SCHUYLER,845,"-3,409","-4,900","-2,622","5,666",,,,
33680,NEW YORK                 ,SENECA,-550,-855,"2,174","4,624","7,384",,,,
33690,NEW YORK                 ,STEUBEN,"1,357","1,814","-6,421","20,200","42,496",,,,
33700,NEW YORK                 ,SUFFOLK,"36,152","110,849","155,891","285,478","241,119",,,,
33710,NEW YORK                 ,SULLIVAN,"-85,898","-88,038","-108,941","-90,473","-92,201",,,,
33720,NEW YORK                 ,TIOGA,"-1,428","3,829","-4,264",-947,"1,705",,,,
33730,NEW YORK                 ,TOMPKINS,"-11,809","-14,740","-28,609","-8,661","28,809",,,,
33740,NEW YORK                 ,ULSTER,456,"-6,906","-32,168","-32,656","-70,070",,,,
33750,NEW YORK                 ,WARREN,"1,505","-9,921","-7,770","4,456","-2,084",,,,
33760,NEW YORK                 ,WASHINGTON,"-4,031","-10,868","-8,488",162,"-1,889",,,,
33770,NEW YORK                 ,WAYNE,"5,791","8,788","20,591","36,823","35,412",,,,
33800,NEW YORK                 ,WESTCHESTER,"-19,501","51,940","-19,092","2,999",-451,,,,
33900,NEW YORK                 ,WYOMING,"4,614","5,767","6,177","12,260","15,616",,,,
33910,NEW YORK                 ,YATES,625,225,"1,045","4,738","5,224",,,,
34000,NORTH CAROLINA           ,ALAMANCE,328,"18,109","6,031","17,034","44,208",,,,
34010,NORTH CAROLINA           ,ALEXANDER,"-30,106","-38,485","-27,787","-16,687","-10,325",,,,
34020,NORTH CAROLINA           ,ALLEGHANY,"-4,827","-6,369","-6,176","-2,483",494,,,,
34030,NORTH CAROLINA           ,ANSON,"-16,299","-18,202","-6,155","-1,625","7,244",,,,
34040,NORTH CAROLINA           ,ASHE,"-12,910","-12,161","-11,121","-8,004","-10,552",,,,
34050,NORTH CAROLINA           ,AVERY,"-9,556","-8,383","-6,273","-5,886","-8,185",,,,
34060,NORTH CAROLINA           ,BEAUFORT,"-19,447","-21,645","-20,272","-16,882","-17,546",,,,
34070,NORTH CAROLINA           ,BERTIE,"-16,334","-19,260","-16,613","-14,445","-15,216",,,,
34080,NORTH CAROLINA           ,BLADEN,"-34,328","-32,011","-26,601","-28,969","-32,792",,,,
34090,NORTH CAROLINA           ,BRUNSWICK,"-64,057","-39,094","-47,867","-65,590","-52,412",,,,
34100,NORTH CAROLINA           ,BUNCOMBE,"-169,279","-246,408","-217,763","-182,655","-122,425",,,,
34110,NORTH CAROLINA           ,BURKE,"-75,106","-93,353","-92,052","-54,336","-60,325",,,,
34120,NORTH CAROLINA           ,CABARRUS,"-57,302","-58,407","-21,556",246,"33,901",,,,
34130,NORTH CAROLINA           ,CALDWELL,"-82,822","-87,566","-77,702","-49,681","-62,930",,,,
34140,NORTH CAROLINA           ,CAMDEN,"1,654","1,299",321,856,46,,,,
34150,NORTH CAROLINA           ,CARTERET,"-33,212","-30,019","-27,841","-23,598","-24,700",,,,
34160,NORTH CAROLINA           ,CASWELL,"-7,471","-9,216","-9,657","-5,675","-3,688",,,,
34170,NORTH CAROLINA           ,CATAWBA,"-110,293","-111,996","-107,527","-61,430","-68,726",,,,
34180,NORTH CAROLINA           ,CHATHAM,"-5,732","-4,608","-3,096","-2,616",152,,,,
34190,NORTH CAROLINA           ,CHEROKEE,"-23,876","-23,237","-21,291","-16,754","-7,704",,,,
34200,NORTH CAROLINA           ,CHOWAN,-394,"-1,158","-2,633","-2,373","-2,079",,,,
34210,NORTH CAROLINA           ,CLAY,"-8,727","-9,270","-10,947","-5,112","-4,177",,,,
34220,NORTH CAROLINA           ,CLEVELAND,"-64,269","-75,337","-58,838","-28,806","-2,557",,,,
34230,NORTH CAROLINA           ,COLUMBUS,"-75,967","-41,608","-40,050","-56,334","-81,586",,,,
34240,NORTH CAROLINA           ,CRAVEN,"-15,729","-10,906","-18,570","-11,721","-30,113",,,,
34250,NORTH CAROLINA           ,CUMBERLAND,"-269,089","-257,249","-200,819","-212,310","-208,397",,,,
34251,NORTH CAROLINA           ,CURRITUCK,"2,666","1,571","1,229","1,529",88,,,,
34270,NORTH CAROLINA           ,DARE,714,380,289,440,-191,,,,
34280,NORTH CAROLINA           ,DAVIDSON,"-115,684","-113,956","-122,498","-108,150","-40,773",,,,
34290,NORTH CAROLINA           ,DAVIE,"-18,370","-16,793","-16,667","-12,282","3,672",,,,
34300,NORTH CAROLINA           ,DUPLIN,"-26,517","-29,339","-24,915","-22,557","-22,543",,,,
34310,NORTH CAROLINA           ,DURHAM,"-42,593","-33,785","-19,242","-25,671","-4,303",,,,
34320,NORTH CAROLINA           ,EDGECOMBE,"-18,836","-22,697","-27,919","-31,717","-32,235",,,,
34330,NORTH CAROLINA           ,FORSYTH,"-151,889","-146,418","-156,142","-112,797","41,383",,,,
34340,NORTH CAROLINA           ,FRANKLIN,"-27,012","-25,493","-24,101","-30,290","-17,691",,,,
34350,NORTH CAROLINA           ,GASTON,"-115,020","-115,326","-49,078","-16,781","45,565",,,,
34360,NORTH CAROLINA           ,GATES,"-1,355","-3,554","-1,198",-838,"-1,207",,,,
34370,NORTH CAROLINA           ,GRAHAM,"-7,066","-9,811","-6,193","-5,005","-5,221",,,,
34380,NORTH CAROLINA           ,GRANVILLE,"-23,745","-21,780","-18,089","-16,212","-9,573",,,,
34390,NORTH CAROLINA           ,GREENE,"-1,525","-1,937","-1,180",-457,"-5,637",,,,
34400,NORTH CAROLINA           ,GUILFORD,"-201,464","-212,457","-221,421","-181,781","-147,019",,,,
34410,NORTH CAROLINA           ,HALIFAX,"-43,603","-44,476","-45,733","-57,322","-49,078",,,,
34420,NORTH CAROLINA           ,HARNETT,"-53,442","-48,220","-49,248","-51,515","-36,192",,,,
34430,NORTH CAROLINA           ,HAYWOOD,"-48,770","-59,179","-60,452","-62,487","-47,132",,,,
34440,NORTH CAROLINA           ,HENDERSON,"-103,496","-123,943","-139,032","-99,571","-54,132",,,,
34450,NORTH CAROLINA           ,HERTFORD,"-20,434","-26,839","-25,008","-22,232","-18,085",,,,
34460,NORTH CAROLINA           ,HOKE,"-16,924","-17,998","-18,417","-14,544","-14,056",,,,
34470,NORTH CAROLINA           ,HYDE,-739,-764,-877,-653,-932,,,,
34480,NORTH CAROLINA           ,IREDELL,"-113,672","-125,424","-79,762","-54,375","2,086",,,,
34490,NORTH CAROLINA           ,JACKSON,"-19,884","-23,938","-34,705","-21,939","-15,599",,,,
34500,NORTH CAROLINA           ,JOHNSTON,"-97,054","-96,976","-89,662","-103,963","-69,318",,,,
34510,NORTH CAROLINA           ,JONES,"-1,575","-1,004","-1,937","-1,996","-4,038",,,,
34520,NORTH CAROLINA           ,LEE,"-4,840","-5,226",-257,"8,165","7,005",,,,
34530,NORTH CAROLINA           ,LENOIR,"-13,893","-10,131","-12,572","-10,631","-29,738",,,,
34540,NORTH CAROLINA           ,LINCOLN,"-37,084","-39,842","-26,300","-7,252","7,799",,,,
34550,NORTH CAROLINA           ,MCDOWELL,"-47,256","-54,163","-51,903","-35,637","-28,462",,,,
34560,NORTH CAROLINA           ,MACON,"-22,003","-20,576","-20,440","-14,980","-11,444",,,,
34570,NORTH CAROLINA           ,MADISON,"-22,453","-30,312","-25,358","-22,787","-13,212",,,,
34580,NORTH CAROLINA           ,MARTIN,"-8,392","-10,222","-7,210","-4,241","-5,932",,,,
34590,NORTH CAROLINA           ,MECKLENBURG,"-188,748","-184,721","-70,136","-6,954","114,918",,,,
34600,NORTH CAROLINA           ,MITCHELL,"-15,566","-17,781","-15,334","-15,121","-10,206",,,,
34610,NORTH CAROLINA           ,MONTGOMERY,"-14,550","-12,045","-8,347","-6,499","-2,153",,,,
34620,NORTH CAROLINA           ,MOORE,"-32,863","-31,091","-25,092","-18,882","-13,804",,,,
34630,NORTH CAROLINA           ,NASH,"-60,567","-71,566","-73,540","-102,257","-75,577",,,,
34640,NORTH CAROLINA           ,NEW HANOVER,"-84,996","-57,788","-77,204","-109,898","-81,527",,,,
34650,NORTH CAROLINA           ,NORTHAMPTON,"-17,627","-16,248","-16,874","-18,151","-13,894",,,,
34660,NORTH CAROLINA           ,ONSLOW,"-20,363","-13,525","-12,778","-8,970","-8,551",,,,
34670,NORTH CAROLINA           ,ORANGE,"-10,947","-7,638","-4,837","-4,426",689,,,,
34680,NORTH CAROLINA           ,PAMLICO,"-2,742",-722,"-1,750","-1,343","-3,570",,,,
34690,NORTH CAROLINA           ,PASQUOTANK,"8,247","5,831","3,588","4,141",-600,,,,
34700,NORTH CAROLINA           ,PENDER,"-24,183","-14,134","-22,588","-23,831","-22,521",,,,
34710,NORTH CAROLINA           ,PERQUIMANS,"2,867","1,539",575,"1,155",-890,,,,
34720,NORTH CAROLINA           ,PERSON,"-7,731","-5,266","-3,004","-4,364",-688,,,,
34730,NORTH CAROLINA           ,PITT,"5,228","4,346","4,278","-1,310","-49,455",,,,
34740,NORTH CAROLINA           ,POLK,"-9,511","-10,555","-10,019","-9,892","-3,246",,,,
34750,NORTH CAROLINA           ,RANDOLPH,"-92,135","-99,883","-103,232","-81,043","-55,391",,,,
34760,NORTH CAROLINA           ,RICHMOND,"-61,186","-61,815","-50,264","-36,845","-29,537",,,,
34770,NORTH CAROLINA           ,ROBESON,"-248,250","-262,784","-199,778","-170,728","-151,977",,,,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-86,991","-96,043","-85,187","-68,144","-51,705",,,,
34790,NORTH CAROLINA           ,ROWAN,"-64,580","-72,077","-42,410","-5,827","23,580",,,,
34800,NORTH CAROLINA           ,RUTHERFORD,"-45,359","-51,981","-40,410","-22,928","-12,041",,,,
34810,NORTH CAROLINA           ,SAMPSON,"-52,622","-59,452","-52,387","-48,656","-36,980",,,,
34820,NORTH CAROLINA           ,SCOTLAND,"-55,446","-73,240","-50,016","-23,551","-36,892",,,,
34830,NORTH CAROLINA           ,STANLY,"-30,076","-32,886","-12,174","-2,775","19,085",,,,
34840,NORTH CAROLINA           ,STOKES,"-19,402","-16,640","-19,584","-11,605","4,821",,,,
34850,NORTH CAROLINA           ,SURRY,"-60,521","-62,440","-61,034","-38,119","-10,067",,,,
34860,NORTH CAROLINA           ,SWAIN,"-10,078","-12,925","-14,462","-12,036","-9,395",,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-16,084","-16,431","-13,252","-11,332","-7,692",,,,
34880,NORTH CAROLINA           ,TYRRELL,"-1,040",-87,-83,-297,-913,,,,
34890,NORTH CAROLINA           ,UNION,"-37,471","-37,740","-13,065","-3,016","20,879",,,,
34900,NORTH CAROLINA           ,VANCE,"-35,250","-33,242","-34,618","-32,805","-23,768",,,,
34910,NORTH CAROLINA           ,WAKE,"-172,324","-148,549","-146,002","-184,065","-97,833",,,,
34920,NORTH CAROLINA           ,WARREN,"-11,885","-11,432","-10,479","-9,330","-9,179",,,,
34930,NORTH CAROLINA           ,WASHINGTON,"-1,456","-1,782","-2,562","-2,672","-2,517",,,,
34940,NORTH CAROLINA           ,WATAUGA,"-15,715","-19,897","-13,358","-10,326","-15,873",,,,
34950,NORTH CAROLINA           ,WAYNE,"-142,768","-133,611","-74,292","-63,032","-58,976",,,,
34960,NORTH CAROLINA           ,WILKES,"-61,331","-63,134","-61,228","-40,502","-20,474",,,,
34970,NORTH CAROLINA           ,WILSON,"-41,703","-46,309","-48,048","-62,347","-52,835",,,,
34980,NORTH CAROLINA           ,YADKIN,"-21,646","-21,945","-18,500","-12,785","4,674",,,,
34981,NORTH CAROLINA           ,YANCEY,"-19,537","-26,899","-19,778","-15,394","-11,964",,,,
35000,NORTH DAKOTA             ,ADAMS,"1,227",799,37,-3,11,,,,
35010,NORTH DAKOTA             ,BARNES,"9,684","5,889","6,079",95,-16,,,,
35020,NORTH DAKOTA             ,BENSON,"9,924","6,503","5,248",9,48,,,,
35030,NORTH DAKOTA             ,BILLINGS,183,37,53,0,0,,,,
35040,NORTH DAKOTA             ,BOTTINEAU,"13,556","11,532","8,126",3,"1,654",,,,
35050,NORTH DAKOTA             ,BOWMAN,"1,274","1,397","1,532",-1,0,,,,
35060,NORTH DAKOTA             ,BURKE,"3,491","2,440","1,140",542,30,,,,
35070,NORTH DAKOTA             ,BURLEIGH,"180,935","142,750","125,666","1,719","3,100",,,,
