AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 SKILLED NURSING FACILITY REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,
04560,ARKANSAS                 ,POLK,"-9,496","-15,708","4,196","26,153","14,341",,,,,,
04570,ARKANSAS                 ,POPE,"-9,993","-18,921","10,888","36,997","32,092",,,,,,
04580,ARKANSAS                 ,PRAIRIE,"-7,935","-6,813","6,815","12,535","8,712",,,,,,
04590,ARKANSAS                 ,PULASKI,"-297,401","-39,005","125,843","160,063","104,811",,,,,,
04600,ARKANSAS                 ,RANDOLPH,"-4,719","-7,885","5,225","19,532","19,712",,,,,,
04610,ARKANSAS                 ,ST. FRANCIS,"-6,262","-7,773","-3,838",-44,644,,,,,,
04620,ARKANSAS                 ,SALINE,"-64,330","-10,328","18,226","16,580","6,808",,,,,,
04630,ARKANSAS                 ,SCOTT,"-6,867","-7,633",161,"6,545","3,424",,,,,,
04640,ARKANSAS                 ,SEARCY,"-3,989","-6,844","3,596","6,552","4,824",,,,,,
04650,ARKANSAS                 ,SEBASTIAN,"-150,316","-88,628","-143,890","-25,445","-73,036",,,,,,
04660,ARKANSAS                 ,SEVIER,"-6,264","-11,479",457,"6,698","1,003",,,,,,
04670,ARKANSAS                 ,SHARP,"-8,501","-17,354","6,007","24,508","18,058",,,,,,
04680,ARKANSAS                 ,STONE,"-4,137","-5,612","2,986","11,476","11,954",,,,,,
04690,ARKANSAS                 ,UNION,"-16,477","-29,811","9,719","42,386","32,598",,,,,,
04700,ARKANSAS                 ,VAN BUREN,"-5,509","-8,273","3,993","10,841","6,463",,,,,,
04710,ARKANSAS                 ,WASHINGTON,"96,418","21,623","187,817","203,937","-262,966",,,,,,
04720,ARKANSAS                 ,WHITE,"-32,945","-47,549","27,013","79,861","60,750",,,,,,
04730,ARKANSAS                 ,WOODRUFF,"-4,115","-4,215","4,067","8,219","5,302",,,,,,
04740,ARKANSAS                 ,YELL,"-3,715","-5,993","3,517","10,876","8,066",,,,,,
05000,CALIFORNIA               ,ALAMEDA,"4,893,601","3,725,734","3,077,670","3,817,256","3,776,091",,,,,,
05010,CALIFORNIA               ,ALPINE,744,431,935,560,"1,968",,,,,,
05020,CALIFORNIA               ,AMADOR,"169,363","179,447","132,580","124,252","122,852",,,,,,
05030,CALIFORNIA               ,BUTTE,"747,012","1,059,204","621,242","421,520","975,891",,,,,,
05040,CALIFORNIA               ,CALAVERAS,"198,140","206,559","258,208","246,396","156,839",,,,,,
05050,CALIFORNIA               ,COLUSA,"74,390","108,318","82,229","81,530","49,032",,,,,,
05060,CALIFORNIA               ,CONTRA COSTA,"3,698,908","2,837,586","2,284,813","2,714,593","2,811,527",,,,,,
05070,CALIFORNIA               ,DEL NORTE,"45,225","33,771","36,462","51,679","27,721",,,,,,
05080,CALIFORNIA               ,EL DORADO,"1,016,321","962,610","751,616","864,424","909,750",,,,,,
05090,CALIFORNIA               ,FRESNO,"2,076,805","1,921,181","1,316,734","1,155,687","1,121,325",,,,,,
05100,CALIFORNIA               ,GLENN,"100,971","98,455","70,862","55,507","72,479",,,,,,
05110,CALIFORNIA               ,HUMBOLDT,"454,349","362,180","454,238","453,262","299,848",,,,,,
05120,CALIFORNIA               ,IMPERIAL,"164,140","198,607","94,195","-116,174","-116,581",,,,,,
05130,CALIFORNIA               ,INYO,"50,795","56,618","73,621","85,260","58,669",,,,,,
05140,CALIFORNIA               ,KERN,"818,964","656,865","465,540","-178,609","-248,962",,,,,,
05150,CALIFORNIA               ,KINGS,"188,517","93,405","39,533","-3,270","105,552",,,,,,
05160,CALIFORNIA               ,LAKE,"283,581","221,301","282,549","273,902","203,365",,,,,,
05170,CALIFORNIA               ,LASSEN,"77,010","83,260","110,985","89,187","45,496",,,,,,
05200,CALIFORNIA               ,LOS ANGELES,"16,416,025","8,195,996","12,704,684","10,363,687","5,101,605",,,,,,
05300,CALIFORNIA               ,MADERA,"255,321","265,423","275,358","220,682","164,468",,,,,,
05310,CALIFORNIA               ,MARIN,"1,428,297","1,280,987","1,145,358","1,278,748","923,032",,,,,,
05320,CALIFORNIA               ,MARIPOSA,"67,586","58,142","57,410","52,072","26,951",,,,,,
05330,CALIFORNIA               ,MENDOCINO,"322,731","282,516","310,144","261,786","224,822",,,,,,
05340,CALIFORNIA               ,MERCED,"719,413","710,514","640,032","538,247","283,356",,,,,,
05350,CALIFORNIA               ,MODOC,"21,387","11,817","13,805","13,649","-15,991",,,,,,
05360,CALIFORNIA               ,MONO,"19,063","13,817","11,963","18,647","19,291",,,,,,
05370,CALIFORNIA               ,MONTEREY,"1,443,580","1,262,802","903,590","344,574","198,301",,,,,,
05380,CALIFORNIA               ,NAPA,"503,898","589,966","534,761","527,648","324,235",,,,,,
05390,CALIFORNIA               ,NEVADA,"492,427","445,908","504,595","478,903","381,571",,,,,,
05400,CALIFORNIA               ,ORANGE,"2,707,663","1,310,140","1,101,359","-20,410","786,557",,,,,,
05410,CALIFORNIA               ,PLACER,"1,591,269","1,367,333","1,199,238","1,381,308","1,301,599",,,,,,
05420,CALIFORNIA               ,PLUMAS,"52,986","59,230","71,315","63,736","33,742",,,,,,
05430,CALIFORNIA               ,RIVERSIDE,"1,632,110","570,578","911,456","-142,107","396,776",,,,,,
05440,CALIFORNIA               ,SACRAMENTO,"5,849,344","5,357,956","4,701,069","5,511,644","4,636,292",,,,,,
05450,CALIFORNIA               ,SAN BENITO,"206,481","167,860","119,916","77,994","19,454",,,,,,
05460,CALIFORNIA               ,SAN BERNARDINO,"1,178,646","390,198","625,409","22,690","268,193",,,,,,
05470,CALIFORNIA               ,SAN DIEGO,"6,140,675","5,797,215","4,167,127","2,810,984","2,914,613",,,,,,
05480,CALIFORNIA               ,SAN FRANCISCO,"3,402,055","2,889,677","2,307,075","2,699,677","1,800,736",,,,,,
05490,CALIFORNIA               ,SAN JOAQUIN,"4,770,203","4,712,105","4,307,926","3,784,426","2,169,262",,,,,,
05500,CALIFORNIA               ,SAN LUIS OBISPO,"712,057","800,589","559,733","199,157","7,966",,,,,,
05510,CALIFORNIA               ,SAN MATEO,"1,817,160","1,506,778","1,367,738","1,355,518","954,839",,,,,,
05520,CALIFORNIA               ,SANTA BARBARA,"1,483,302","1,223,250","1,016,054","1,231,815","604,367",,,,,,
05530,CALIFORNIA               ,SANTA CLARA,"5,247,272","3,850,180","3,004,419","2,011,025","543,584",,,,,,
05540,CALIFORNIA               ,SANTA CRUZ,"1,288,372","1,171,086","1,087,687","1,077,968","545,528",,,,,,
05550,CALIFORNIA               ,SHASTA,"1,650,868","1,415,401","1,245,308","815,365","-340,401",,,,,,
05560,CALIFORNIA               ,SIERRA,"11,183","6,003","9,396","9,172","5,346",,,,,,
05570,CALIFORNIA               ,SISKIYOU,"125,487","88,781","144,246","83,943","47,594",,,,,,
05580,CALIFORNIA               ,SOLANO,"1,665,443","1,759,061","1,397,276","1,580,377","1,378,662",,,,,,
05590,CALIFORNIA               ,SONOMA,"2,844,884","1,892,860","1,441,863","1,134,093","899,491",,,,,,
05600,CALIFORNIA               ,STANISLAUS,"2,396,031","2,147,959","2,042,731","2,111,798","1,340,950",,,,,,
05610,CALIFORNIA               ,SUTTER,"346,030","245,242","268,346","271,601","63,404",,,,,,
05620,CALIFORNIA               ,TEHAMA,"240,399","261,466","207,407","166,665","89,551",,,,,,
05630,CALIFORNIA               ,TRINITY,"119,962","134,469","108,555","71,974","-22,239",,,,,,
05640,CALIFORNIA               ,TULARE,"-46,387","-160,258","-506,979","-968,667","-462,777",,,,,,
05650,CALIFORNIA               ,TUOLUMNE,"210,331","162,556","187,273","206,825","150,870",,,,,,
05660,CALIFORNIA               ,VENTURA,"2,666,260","2,328,076","1,981,380","1,799,437","544,682",,,,,,
05670,CALIFORNIA               ,YOLO,"656,558","548,731","556,239","546,533","529,723",,,,,,
05680,CALIFORNIA               ,YUBA,"242,289","190,435","154,085","198,984","46,512",,,,,,
06000,COLORADO                 ,ADAMS,"-324,926","-373,076","-296,595","-282,133","-174,508",,,,,,
06010,COLORADO                 ,ALAMOSA,"5,195","7,826","-10,018","-17,383","-30,036",,,,,,
06020,COLORADO                 ,ARAPAHOE,"-553,535","-617,770","-588,983","-622,673","-397,109",,,,,,
06030,COLORADO                 ,ARCHULETA,"2,115","6,864","-3,998","-8,417","-9,398",,,,,,
06040,COLORADO                 ,BACA,"-1,899",-495,-876,"-2,892","-3,678",,,,,,
06050,COLORADO                 ,BENT,"5,128","2,649","-5,617","-7,398","-15,272",,,,,,
06060,COLORADO                 ,BOULDER,"-438,902","-379,277","-344,103","-228,886","-317,008",,,,,,
06070,COLORADO                 ,CHAFFEE,"1,702","9,870","-20,981","-30,865","-46,623",,,,,,
06080,COLORADO                 ,CHEYENNE,-292,"-1,066","-1,572","-3,007","-1,402",,,,,,
06090,COLORADO                 ,CLEAR CREEK,"-7,854","-11,111","-10,149","-8,875","-5,019",,,,,,
06100,COLORADO                 ,CONEJOS,"-1,978","-2,084","-3,178","-5,690","-7,814",,,,,,
06110,COLORADO                 ,COSTILLA,-396,"-2,991","-2,327","-4,782","-8,773",,,,,,
06120,COLORADO                 ,CROWLEY,"1,975","1,169","-5,128","-8,433","-5,403",,,,,,
06130,COLORADO                 ,CUSTER,"-4,089","-4,702","-3,131","-4,982","-5,310",,,,,,
06140,COLORADO                 ,DELTA,"17,592","22,411","-24,482","-46,155","-64,158",,,,,,
06150,COLORADO                 ,DENVER,"-659,621","-733,081","-664,465","-596,212","-362,204",,,,,,
06160,COLORADO                 ,DOLORES,491,"1,649",-530,"-2,625","-3,711",,,,,,
06170,COLORADO                 ,DOUGLAS,"-77,341","-88,677","-85,460","-89,669","-70,235",,,,,,
06180,COLORADO                 ,EAGLE,"-1,657","-1,530","-13,828","-9,630","-12,664",,,,,,
06190,COLORADO                 ,ELBERT,"-15,535","-20,493","-11,385","-12,256","-13,434",,,,,,
06200,COLORADO                 ,EL PASO,"-927,828","-1,261,727","-859,082","-630,741","-919,520",,,,,,
