DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,"2,008","2,009","2,010","2,011","2,012",,,,,,,,,,,
34620,NORTH CAROLINA           ,MOORE,"-61,750","-88,448","-74,517","-205,228","-141,438",,,,,,,,,,,
34630,NORTH CAROLINA           ,NASH,"-739,008","-720,860","-789,640","-711,575","-839,622",,,,,,,,,,,
34640,NORTH CAROLINA           ,NEW HANOVER,"-777,861","-871,681","-863,705","-1,058,817","-995,297",,,,,,,,,,,
34650,NORTH CAROLINA           ,NORTHAMPTON,"-114,239","-117,450","-61,252","-91,907","-64,821",,,,,,,,,,,
34660,NORTH CAROLINA           ,ONSLOW,"-215,269","-282,547","-215,451","-299,771","-263,342",,,,,,,,,,,
34670,NORTH CAROLINA           ,ORANGE,"60,072","106,467","123,832","68,633","126,101",,,,,,,,,,,
34680,NORTH CAROLINA           ,PAMLICO,"-9,207","-8,725","-5,942","-7,676","-4,895",,,,,,,,,,,
34690,NORTH CAROLINA           ,PASQUOTANK,"-8,401","-19,304","-70,926","-37,917","-95,304",,,,,,,,,,,
34700,NORTH CAROLINA           ,PENDER,"-234,998","-250,925","-248,018","-268,614","-364,784",,,,,,,,,,,
34710,NORTH CAROLINA           ,PERQUIMANS,"-13,026","-30,029","-52,601","-6,037","-34,623",,,,,,,,,,,
34720,NORTH CAROLINA           ,PERSON,"-71,525","-39,823",-620,"-26,405","-3,186",,,,,,,,,,,
34730,NORTH CAROLINA           ,PITT,"-294,481","-298,127","-272,833","-567,819","-799,971",,,,,,,,,,,
34740,NORTH CAROLINA           ,POLK,"-9,779","1,231","-10,877","-21,318","-21,234",,,,,,,,,,,
34750,NORTH CAROLINA           ,RANDOLPH,"-109,122","-116,008","-114,227","-14,975","5,404",,,,,,,,,,,
34760,NORTH CAROLINA           ,RICHMOND,"-250,633","-302,311","-208,780","-227,770","-205,809",,,,,,,,,,,
34770,NORTH CAROLINA           ,ROBESON,"-207,330","-242,739","-234,668","-187,410","-175,695",,,,,,,,,,,
34780,NORTH CAROLINA           ,ROCKINGHAM,"-130,527","-34,544","-22,040","3,018","68,577",,,,,,,,,,,
34790,NORTH CAROLINA           ,ROWAN,"53,245","59,841","26,570","-7,816","-32,037",,,,,,,,,,,
34800,NORTH CAROLINA           ,RUTHERFORD,"-203,068","-246,513","-303,340","-212,042","-197,348",,,,,,,,,,,
34810,NORTH CAROLINA           ,SAMPSON,"-242,747","-237,985","-342,985","-328,020","-187,339",,,,,,,,,,,
34820,NORTH CAROLINA           ,SCOTLAND,"-124,351","-149,327","-91,905","-99,578","-82,260",,,,,,,,,,,
34830,NORTH CAROLINA           ,STANLY,"-48,379","-93,553","-73,819","-200,884","-20,519",,,,,,,,,,,
34840,NORTH CAROLINA           ,STOKES,"29,974","25,535","56,415","82,014","111,258",,,,,,,,,,,
34850,NORTH CAROLINA           ,SURRY,"-33,502","-27,202","-30,574","-49,083","42,400",,,,,,,,,,,
34860,NORTH CAROLINA           ,SWAIN,"-33,981","-7,624","-26,010","-22,207","-21,532",,,,,,,,,,,
34870,NORTH CAROLINA           ,TRANSYLVANIA,"-20,637","-26,791","-39,650","-51,204","-33,602",,,,,,,,,,,
34880,NORTH CAROLINA           ,TYRRELL,"-21,969","3,654","-19,073","-9,435","-9,842",,,,,,,,,,,
34890,NORTH CAROLINA           ,UNION,"-191,929","-215,136","-241,813","-275,725","-144,731",,,,,,,,,,,
34900,NORTH CAROLINA           ,VANCE,"-20,673","6,508","-118,670","-146,127","-85,507",,,,,,,,,,,
34910,NORTH CAROLINA           ,WAKE,"-306,773","-248,668","-266,516","-466,263","-231,190",,,,,,,,,,,
34920,NORTH CAROLINA           ,WARREN,"-30,939","11,715","-19,482","-28,690","-42,952",,,,,,,,,,,
34930,NORTH CAROLINA           ,WASHINGTON,"-37,404","-54,475","-73,157","-33,833","-57,269",,,,,,,,,,,
34940,NORTH CAROLINA           ,WATAUGA,"-54,187","-65,404","-52,801","-23,688","4,862",,,,,,,,,,,
34950,NORTH CAROLINA           ,WAYNE,"-832,037","-791,514","-207,258","-243,843","-232,571",,,,,,,,,,,
34960,NORTH CAROLINA           ,WILKES,"-106,335","-93,234","-70,423","-39,311","-70,533",,,,,,,,,,,
34970,NORTH CAROLINA           ,WILSON,"-328,982","-394,418","-391,733","-419,943","-318,038",,,,,,,,,,,
34980,NORTH CAROLINA           ,YADKIN,"16,122","18,164","26,378","43,211","67,181",,,,,,,,,,,
34981,NORTH CAROLINA           ,YANCEY,"-35,589","-49,004","-68,074","-34,958","-46,407",,,,,,,,,,,
35000,NORTH DAKOTA             ,ADAMS,"6,591",-123,"-2,563","2,212",-552,,,,,,,,,,,
35010,NORTH DAKOTA             ,BARNES,"2,020","-5,685","1,486","5,104","-1,453",,,,,,,,,,,
35020,NORTH DAKOTA             ,BENSON,833,886,-511,5,"-6,875",,,,,,,,,,,
35030,NORTH DAKOTA             ,BILLINGS,0,0,0,0,0,,,,,,,,,,,
35040,NORTH DAKOTA             ,BOTTINEAU,185,"1,075","-2,378","-5,552","-2,625",,,,,,,,,,,
35050,NORTH DAKOTA             ,BOWMAN,"-2,131",821,-544,-663,"-1,094",,,,,,,,,,,
35060,NORTH DAKOTA             ,BURKE,292,0,0,0,-160,,,,,,,,,,,
35070,NORTH DAKOTA             ,BURLEIGH,"30,812","79,057","31,587","10,268","-26,183",,,,,,,,,,,
35080,NORTH DAKOTA             ,CASS,"88,820","159,552","92,290","21,190","-11,360",,,,,,,,,,,
35090,NORTH DAKOTA             ,CAVALIER,292,199,"1,104",-341,876,,,,,,,,,,,
35100,NORTH DAKOTA             ,DICKEY,589,"1,832",-128,"-1,746",-99,,,,,,,,,,,
35110,NORTH DAKOTA             ,DIVIDE,266,302,0,0,0,,,,,,,,,,,
35120,NORTH DAKOTA             ,DUNN,546,"1,157",498,-399,"-1,344",,,,,,,,,,,
35130,NORTH DAKOTA             ,EDDY,"-2,823","1,653",420,0,"-9,115",,,,,,,,,,,
35140,NORTH DAKOTA             ,EMMONS,281,908,491,540,"-2,124",,,,,,,,,,,
35150,NORTH DAKOTA             ,FOSTER,769,705,"1,453","1,150",-522,,,,,,,,,,,
35160,NORTH DAKOTA             ,GOLDEN VALLEY,"1,692","1,150",300,555,-468,,,,,,,,,,,
35170,NORTH DAKOTA             ,GRAND FORKS,"1,991","1,334","5,450","-5,105","-10,194",,,,,,,,,,,
35180,NORTH DAKOTA             ,GRANT,"1,007","2,515",-477,-26,"-3,080",,,,,,,,,,,
35190,NORTH DAKOTA             ,GRIGGS,"2,180","1,323",750,"-1,714",577,,,,,,,,,,,
35200,NORTH DAKOTA             ,HETTINGER,"17,150","-3,811","-3,071","14,641",212,,,,,,,,,,,
35210,NORTH DAKOTA             ,KIDDER,"1,007","1,379",767,"2,870","-1,145",,,,,,,,,,,
35220,NORTH DAKOTA             ,LAMOURE,"-3,358","1,425",784,"-1,131",-248,,,,,,,,,,,
35230,NORTH DAKOTA             ,LOGAN,360,"1,773","-1,834",475,-148,,,,,,,,,,,
35240,NORTH DAKOTA             ,MCHENRY,"2,467",302,"-3,255","-9,967","-3,778",,,,,,,,,,,
35250,NORTH DAKOTA             ,MCINTOSH,"1,741","1,514",380,-334,-682,,,,,,,,,,,
35260,NORTH DAKOTA             ,MCKENZIE,"2,009","-7,556","1,422",-274,"-3,847",,,,,,,,,,,
35270,NORTH DAKOTA             ,MCLEAN,957,"1,582",-209,"-2,523","-1,748",,,,,,,,,,,
35280,NORTH DAKOTA             ,MERCER,"1,493","1,884",148,"2,984","-13,740",,,,,,,,,,,
35290,NORTH DAKOTA             ,MORTON,823,"15,830","7,368","3,262","-9,733",,,,,,,,,,,
35300,NORTH DAKOTA             ,MOUNTRAIL,"-3,079","2,185","1,438","3,033","-5,795",,,,,,,,,,,
35310,NORTH DAKOTA             ,NELSON,"1,048","1,490",588,-513,"-1,304",,,,,,,,,,,
35320,NORTH DAKOTA             ,OLIVER,308,"2,120",576,-244,-154,,,,,,,,,,,
35330,NORTH DAKOTA             ,PEMBINA,896,"1,755",110,"-2,357","-1,928",,,,,,,,,,,
35340,NORTH DAKOTA             ,PIERCE,238,670,-553,-47,"-1,896",,,,,,,,,,,
35350,NORTH DAKOTA             ,RAMSEY,"-9,515","-35,908","-3,255",-274,"-9,348",,,,,,,,,,,
35360,NORTH DAKOTA             ,RANSOM,"3,921","4,292","2,202","-1,630",652,,,,,,,,,,,
35370,NORTH DAKOTA             ,RENVILLE,"1,435",-945,-585,15,722,,,,,,,,,,,
35380,NORTH DAKOTA             ,RICHLAND,"2,949","4,215","3,460","-25,866","-2,717",,,,,,,,,,,
35390,NORTH DAKOTA             ,ROLETTE,"9,313","6,926","4,381","9,155","6,607",,,,,,,,,,,
35400,NORTH DAKOTA             ,SARGENT,-374,133,"2,119",583,"-3,467",,,,,,,,,,,
35410,NORTH DAKOTA             ,SHERIDAN,-260,-423,612,593,"2,856",,,,,,,,,,,
35420,NORTH DAKOTA             ,SIOUX,"-4,185","5,704","1,485","2,129","-6,666",,,,,,,,,,,
35430,NORTH DAKOTA             ,SLOPE,0,0,0,176,0,,,,,,,,,,,
35440,NORTH DAKOTA             ,STARK,"-1,011","11,449","-8,242","-1,193","-5,724",,,,,,,,,,,
35450,NORTH DAKOTA             ,STEELE,0,0,313,-163,222,,,,,,,,,,,
35460,NORTH DAKOTA             ,STUTSMAN,"4,752","7,499",758,"-12,552","-14,278",,,,,,,,,,,
35470,NORTH DAKOTA             ,TOWNER,0,155,0,82,486,,,,,,,,,,,
35480,NORTH DAKOTA             ,TRAILL,840,"1,076","3,220","-2,639",-374,,,,,,,,,,,
35490,NORTH DAKOTA             ,WALSH,"-23,621","-2,009",48,"-2,140","1,422",,,,,,,,,,,
35500,NORTH DAKOTA             ,WARD,"-8,614","6,052","6,077","-15,386","-8,828",,,,,,,,,,,
35510,NORTH DAKOTA             ,WELLS,"3,474","3,395",-614,"2,439",-177,,,,,,,,,,,
35520,NORTH DAKOTA             ,WILLIAMS,"3,938",-58,"-10,022",-105,"1,022",,,,,,,,,,,
36000,OHIO                     ,ADAMS,"-41,866","-10,211","-19,532","-5,534","-39,053",,,,,,,,,,,
36010,OHIO                     ,ALLEN,"143,898","114,325","120,167","68,551","84,898",,,,,,,,,,,
36020,OHIO                     ,ASHLAND,-48,"-10,415","1,970","3,212","-6,189",,,,,,,,,,,
36030,OHIO                     ,ASHTABULA,"28,577","1,186","-57,822","-1,365","33,835",,,,,,,,,,,
36040,OHIO                     ,ATHENS,"-81,232","-23,965","-152,023","-41,463","-30,158",,,,,,,,,,,
36050,OHIO                     ,AUGLAIZE,"31,425","16,577","4,699","11,609","1,002",,,,,,,,,,,
36060,OHIO                     ,BELMONT,"71,696","47,638","107,093","94,259","105,691",,,,,,,,,,,
36070,OHIO                     ,BROWN,"-15,817","-7,186","11,048","-23,579","-19,273",,,,,,,,,,,
36080,OHIO                     ,BUTLER,"28,418","102,289","61,648","109,323","61,410",,,,,,,,,,,
36090,OHIO                     ,CARROLL,"-1,905","16,877","24,232","18,990","24,773",,,,,,,,,,,
36100,OHIO                     ,CHAMPAIGN,"18,929","1,541","-7,658","-7,508","10,480",,,,,,,,,,,
36110,OHIO                     ,CLARK,"247,540","11,589","63,759","55,172","84,640",,,,,,,,,,,
36120,OHIO                     ,CLERMONT,"64,568","130,442","176,288","41,989","43,270",,,,,,,,,,,
36130,OHIO                     ,CLINTON,"8,214","4,801","38,499","-21,752","19,220",,,,,,,,,,,
36140,OHIO                     ,COLUMBIANA,"-8,285","61,439","63,504","38,176","140,475",,,,,,,,,,,
36150,OHIO                     ,COSHOCTON,"-83,477","-48,496","-112,596","-62,717","-66,396",,,,,,,,,,,
36160,OHIO                     ,CRAWFORD,"-16,169","9,416","-16,402","-21,446","11,503",,,,,,,,,,,
36170,OHIO                     ,CUYAHOGA,"-72,129","-88,594","791,800","1,185,297","1,505,221",,,,,,,,,,,
36190,OHIO                     ,DARKE,83,"1,727","-2,501","4,142","3,309",,,,,,,,,,,
36200,OHIO                     ,DEFIANCE,"-5,546","-11,966","-9,394","-34,787","-37,208",,,,,,,,,,,
36210,OHIO                     ,DELAWARE,"56,569","34,516","55,362","11,399","26,578",,,,,,,,,,,
36220,OHIO                     ,ERIE,"123,086","141,065","132,826","151,216","106,635",,,,,,,,,,,
36230,OHIO                     ,FAIRFIELD,"31,727","64,911","34,513","92,664","78,603",,,,,,,,,,,
36240,OHIO                     ,FAYETTE,"12,635","-24,711","27,860","-1,595","-10,859",,,,,,,,,,,
36250,OHIO                     ,FRANKLIN,"1,007,899","1,127,462","1,068,065","1,065,236","1,362,680",,,,,,,,,,,
36260,OHIO                     ,FULTON,"3,258","13,166",-977,"5,728","-4,604",,,,,,,,,,,
36270,OHIO                     ,GALLIA,"-65,504","-98,445","-125,661","-77,805","-93,525",,,,,,,,,,,
36280,OHIO                     ,GEAUGA,"-9,879","1,107","14,697","-1,785","-21,059",,,,,,,,,,,
36290,OHIO                     ,GREENE,"4,192","3,737","36,506","62,316","97,327",,,,,,,,,,,
36300,OHIO                     ,GUERNSEY,"-145,255","-209,470","-272,925","-69,081","-124,190",,,,,,,,,,,
36310,OHIO                     ,HAMILTON,"819,203","710,193","839,456","660,845","867,579",,,,,,,,,,,
36330,OHIO                     ,HANCOCK,"49,536","51,443","77,779","29,928","21,851",,,,,,,,,,,
36340,OHIO                     ,HARDIN,"11,558","8,579","5,413","11,657","-4,093",,,,,,,,,,,
36350,OHIO                     ,HARRISON,"7,894","22,100","-2,398","14,055",66,,,,,,,,,,,
36360,OHIO                     ,HENRY,"-2,507","3,393","-13,876","5,659","-1,467",,,,,,,,,,,
36370,OHIO                     ,HIGHLAND,"1,837","-32,553","2,226","-10,414","-27,842",,,,,,,,,,,
36380,OHIO                     ,HOCKING,"-20,191","-10,865","-7,788","-21,175","-8,930",,,,,,,,,,,
36390,OHIO                     ,HOLMES,"1,849","9,943","5,674","14,744","9,192",,,,,,,,,,,
36400,OHIO                     ,HURON,"28,837","45,388","19,868","37,683","43,993",,,,,,,,,,,
36410,OHIO                     ,JACKSON,"-107,094","-103,358","-90,251","-80,873","-59,670",,,,,,,,,,,
36420,OHIO                     ,JEFFERSON,"110,024","76,604","129,547","160,841","143,657",,,,,,,,,,,
36430,OHIO                     ,KNOX,"-2,983","4,499","-41,397","8,105","1,863",,,,,,,,,,,
36440,OHIO                     ,LAKE,"10,426","6,050","15,251","4,208","33,964",,,,,,,,,,,
36450,OHIO                     ,LAWRENCE,"-261,907","-254,153","-326,075","-368,986","-272,827",,,,,,,,,,,
36460,OHIO                     ,LICKING,"-36,962","-21,180","-66,763","19,085","-45,878",,,,,,,,,,,
36470,OHIO                     ,LOGAN,"-21,848","-51,838","-39,872","9,328","-25,860",,,,,,,,,,,
36480,OHIO                     ,LORAIN,"183,460","256,639","301,596","273,380","301,954",,,,,,,,,,,
36490,OHIO                     ,LUCAS,"341,671","134,798","282,078","246,918","219,692",,,,,,,,,,,
36500,OHIO                     ,MADISON,"21,734","3,535",671,"-3,025","40,054",,,,,,,,,,,
36510,OHIO                     ,MAHONING,"184,839","124,762","294,053","364,481","402,150",,,,,,,,,,,
36520,OHIO                     ,MARION,"-37,540","-50,668","36,707","-24,480","-35,952",,,,,,,,,,,
36530,OHIO                     ,MEDINA,"23,572","-27,498","29,590","25,584","16,266",,,,,,,,,,,
36540,OHIO                     ,MEIGS,"-72,846","-38,217","-58,080","-45,694","-24,546",,,,,,,,,,,
36550,OHIO                     ,MERCER,864,"5,626","-57,852","21,746","4,288",,,,,,,,,,,
36560,OHIO                     ,MIAMI,"12,125","34,443","98,451","71,080","88,204",,,,,,,,,,,
36570,OHIO                     ,MONROE,"-3,754","7,583","6,324","-4,989","13,105",,,,,,,,,,,
36580,OHIO                     ,MONTGOMERY,"322,113","205,025","708,391","691,053","868,383",,,,,,,,,,,
36590,OHIO                     ,MORGAN,"-21,735","-34,981","-32,391","-44,075","-33,729",,,,,,,,,,,
36600,OHIO                     ,MORROW,"11,050","-12,428","23,688","16,062","15,319",,,,,,,,,,,
36610,OHIO                     ,MUSKINGUM,"-513,583","-542,573","-642,040","-751,757","-738,728",,,,,,,,,,,
36620,OHIO                     ,NOBLE,"-21,518","-22,023","-21,506","-17,898","-13,122",,,,,,,,,,,
36630,OHIO                     ,OTTAWA,"-1,390","-26,215","15,362","-21,360","-20,035",,,,,,,,,,,
36640,OHIO                     ,PAULDING,"3,649","13,790","8,183","-12,004","-21,149",,,,,,,,,,,
36650,OHIO                     ,PERRY,"-112,320","-100,184","-117,410","-162,189","-147,331",,,,,,,,,,,
36660,OHIO                     ,PICKAWAY,504,"13,586","14,414","19,414","13,771",,,,,,,,,,,
36670,OHIO                     ,PIKE,"-64,944","-70,560","-65,182","-22,187","-52,645",,,,,,,,,,,
36680,OHIO                     ,PORTAGE,"37,224","93,155","147,613","151,744","160,420",,,,,,,,,,,
36690,OHIO                     ,PREBLE,"20,170","-2,162","10,172","14,786","16,350",,,,,,,,,,,
36700,OHIO                     ,PUTNAM,"18,808","5,493","-6,963","2,381","6,047",,,,,,,,,,,
36710,OHIO                     ,RICHLAND,"33,879","71,942","120,722","119,623","150,094",,,,,,,,,,,
36720,OHIO                     ,ROSS,"-96,940","-65,035","-144,324","-147,683","-77,952",,,,,,,,,,,
36730,OHIO                     ,SANDUSKY,"-7,686","13,788","4,239","14,213","-11,042",,,,,,,,,,,
36740,OHIO                     ,SCIOTO,"-666,072","-725,836","-683,822","-209,272","-117,208",,,,,,,,,,,
36750,OHIO                     ,SENECA,"-12,399","-24,147","6,373","-6,545","-28,388",,,,,,,,,,,
36760,OHIO                     ,SHELBY,"14,562","5,993","23,634","-6,300","3,465",,,,,,,,,,,
36770,OHIO                     ,STARK,"99,204","273,092","420,888","477,205","417,318",,,,,,,,,,,
36780,OHIO                     ,SUMMIT,"140,898","290,852","649,815","654,286","673,274",,,,,,,,,,,
36790,OHIO                     ,TRUMBULL,"148,734","193,832","465,433","382,128","482,167",,,,,,,,,,,
36800,OHIO                     ,TUSCARAWAS,"3,728","7,954","54,907","61,507","56,935",,,,,,,,,,,
36810,OHIO                     ,UNION,"19,661","16,153","14,811","7,135",222,,,,,,,,,,,
36820,OHIO                     ,VAN WERT,"17,810","15,709","10,373","5,233","5,494",,,,,,,,,,,
36830,OHIO                     ,VINTON,"-12,396","-32,756","-21,173","-24,639","-46,675",,,,,,,,,,,
36840,OHIO                     ,WARREN,"68,898","108,886","103,865","136,007","87,093",,,,,,,,,,,
36850,OHIO                     ,WASHINGTON,"-27,627","-18,250","3,772","-35,758","-53,203",,,,,,,,,,,
36860,OHIO                     ,WAYNE,"25,163","15,898","69,913","39,940","3,353",,,,,,,,,,,
36870,OHIO                     ,WILLIAMS,"-1,977",345,"1,468","-16,188","-14,269",,,,,,,,,,,
36880,OHIO                     ,WOOD,"37,919","39,765","-2,662","31,640","-5,920",,,,,,,,,,,
36890,OHIO                     ,WYANDOT,"-3,488","-1,867",35,"-19,785","-18,040",,,,,,,,,,,
37000,OKLAHOMA                 ,ADAIR,"-5,761","-16,105","-2,058","-9,069","-79,579",,,,,,,,,,,
37010,OKLAHOMA                 ,ALFALFA,"6,909","-2,698",152,"-5,338","-8,171",,,,,,,,,,,
37020,OKLAHOMA                 ,ATOKA,"-19,052","-47,831","-32,721","-21,068","-22,922",,,,,,,,,,,
37030,OKLAHOMA                 ,BEAVER,"8,577","2,158","-1,408",95,"2,895",,,,,,,,,,,
37040,OKLAHOMA                 ,BECKHAM,"12,649",-297,"-13,228","-1,275","6,698",,,,,,,,,,,
37050,OKLAHOMA                 ,BLAINE,"23,215","-3,184","3,047","8,466",-294,,,,,,,,,,,
37060,OKLAHOMA                 ,BRYAN,"-182,198","-338,024","-307,597","-224,115","-126,400",,,,,,,,,,,
37070,OKLAHOMA                 ,CADDO,"5,651","-16,967","-3,438","17,346","40,052",,,,,,,,,,,
37080,OKLAHOMA                 ,CANADIAN,"81,634","95,711","49,681","101,158","45,230",,,,,,,,,,,
37090,OKLAHOMA                 ,CARTER,"11,399","-71,374","6,946","-4,105","-50,976",,,,,,,,,,,
37100,OKLAHOMA                 ,CHEROKEE,"-17,596","32,402","14,448","-12,678","-20,266",,,,,,,,,,,
37110,OKLAHOMA                 ,CHOCTAW,"-128,169","-78,456","-99,613","-80,278","-74,547",,,,,,,,,,,
37120,OKLAHOMA                 ,CIMARRON,"-1,903","-8,322",48,86,-484,,,,,,,,,,,
37130,OKLAHOMA                 ,CLEVELAND,"269,928","218,237","86,376","99,360","129,318",,,,,,,,,,,
37140,OKLAHOMA                 ,COAL,"-11,033","-2,446","-26,482","-33,874","-7,797",,,,,,,,,,,
37150,OKLAHOMA                 ,COMANCHE,"-24,235","13,487","117,512","45,217","68,049",,,,,,,,,,,
37160,OKLAHOMA                 ,COTTON,"4,131","-4,156","7,353","2,556","-11,004",,,,,,,,,,,
37170,OKLAHOMA                 ,CRAIG,"-27,247","-27,677","-42,702","-66,045","-65,454",,,,,,,,,,,
37180,OKLAHOMA                 ,CREEK,"-6,576","-16,790","-11,441","15,660","27,126",,,,,,,,,,,
37190,OKLAHOMA                 ,CUSTER,"9,275","-14,647","-87,303","-8,018","-24,510",,,,,,,,,,,
37200,OKLAHOMA                 ,DELAWARE,"-40,819","-57,823","-60,534","-53,588","-54,222",,,,,,,,,,,
37210,OKLAHOMA                 ,DEWEY,"-6,723","-4,034","5,962","1,880","-5,235",,,,,,,,,,,
37220,OKLAHOMA                 ,ELLIS,"-3,573","9,102","-4,370","-12,678","3,049",,,,,,,,,,,
37230,OKLAHOMA                 ,GARFIELD,"-1,282","48,678","73,963","-44,852","-24,418",,,,,,,,,,,
37240,OKLAHOMA                 ,GARVIN,"25,362","49,870","11,600","12,099","28,356",,,,,,,,,,,
37250,OKLAHOMA                 ,GRADY,"65,107","-31,488","27,697","6,204","3,586",,,,,,,,,,,
37260,OKLAHOMA                 ,GRANT,"7,294",-393,"-7,468","1,143","-21,616",,,,,,,,,,,
37270,OKLAHOMA                 ,GREER,"2,873","-6,523","-21,961","-4,080",-853,,,,,,,,,,,
37280,OKLAHOMA                 ,HARMON,621,"-14,051","-9,887","5,197","-2,374",,,,,,,,,,,
37290,OKLAHOMA                 ,HARPER,"3,532","4,917",-238,"-4,539","-2,682",,,,,,,,,,,
37300,OKLAHOMA                 ,HASKELL,"-14,180","-1,940","-22,634","-38,136","-10,890",,,,,,,,,,,
37310,OKLAHOMA                 ,HUGHES,"-20,446","-5,192","-20,323","-19,270","8,937",,,,,,,,,,,
37320,OKLAHOMA                 ,JACKSON,"-36,781","-1,537","-21,266","-7,573","-18,858",,,,,,,,,,,
37330,OKLAHOMA                 ,JEFFERSON,"-4,853","1,764","-2,259","-4,826","-13,764",,,,,,,,,,,
37340,OKLAHOMA                 ,JOHNSTON,"-24,178","-36,900","-37,859","-24,231","-13,492",,,,,,,,,,,
37350,OKLAHOMA                 ,KAY,"5,943","-18,633","-48,265","-69,775","-119,036",,,,,,,,,,,
37360,OKLAHOMA                 ,KINGFISHER,"10,899","7,090","15,467","6,000","-2,180",,,,,,,,,,,
37370,OKLAHOMA                 ,KIOWA,"-10,425","-19,347","-9,736",-913,"-6,287",,,,,,,,,,,
